ID;LandVanNationaliteit;Geslacht;Leeftijd;Perioden;TotaalAsielverzoeken_1;EersteAsielverzoeken_2;VolgendeAsielverzoeken_3
192;Burundi;Totaal mannen en vrouwen;Alle leeftijden;2007;170;130;40
193;Burundi;Totaal mannen en vrouwen;Alle leeftijden;2008;150;80;70
194;Burundi;Totaal mannen en vrouwen;Alle leeftijden;2009;90;60;30
195;Burundi;Totaal mannen en vrouwen;Alle leeftijden;2010;60;30;20
196;Burundi;Totaal mannen en vrouwen;Jonger dan 15 jaar;2007;60;60;0
197;Burundi;Totaal mannen en vrouwen;Jonger dan 15 jaar;2008;40;30;10
198;Burundi;Totaal mannen en vrouwen;Jonger dan 15 jaar;2009;30;30;0
199;Burundi;Totaal mannen en vrouwen;Jonger dan 15 jaar;2010;10;10;0
200;Burundi;Totaal mannen en vrouwen;15 tot 18 jaar;2007;20;10;0
201;Burundi;Totaal mannen en vrouwen;15 tot 18 jaar;2008;10;10;10
202;Burundi;Totaal mannen en vrouwen;15 tot 18 jaar;2009;10;10;0
203;Burundi;Totaal mannen en vrouwen;15 tot 18 jaar;2010;10;0;0
204;Burundi;Totaal mannen en vrouwen;18 jaar of ouder;2007;90;60;30
205;Burundi;Totaal mannen en vrouwen;18 jaar of ouder;2008;110;50;60
206;Burundi;Totaal mannen en vrouwen;18 jaar of ouder;2009;60;30;30
207;Burundi;Totaal mannen en vrouwen;18 jaar of ouder;2010;40;20;20
208;Burundi;Mannen;Alle leeftijden;2007;90;60;30
209;Burundi;Mannen;Alle leeftijden;2008;90;40;40
210;Burundi;Mannen;Alle leeftijden;2009;50;30;20
211;Burundi;Mannen;Alle leeftijden;2010;40;20;20
212;Burundi;Mannen;Jonger dan 15 jaar;2007;30;30;0
213;Burundi;Mannen;Jonger dan 15 jaar;2008;20;20;0
214;Burundi;Mannen;Jonger dan 15 jaar;2009;10;10;0
215;Burundi;Mannen;Jonger dan 15 jaar;2010;10;10;0
216;Burundi;Mannen;15 tot 18 jaar;2007;10;10;0
217;Burundi;Mannen;15 tot 18 jaar;2008;0;0;0
218;Burundi;Mannen;15 tot 18 jaar;2009;10;0;0
219;Burundi;Mannen;15 tot 18 jaar;2010;0;0;0
220;Burundi;Mannen;18 jaar of ouder;2007;50;20;30
221;Burundi;Mannen;18 jaar of ouder;2008;60;30;40
222;Burundi;Mannen;18 jaar of ouder;2009;30;10;20
223;Burundi;Mannen;18 jaar of ouder;2010;30;10;10
224;Burundi;Vrouwen;Alle leeftijden;2007;80;70;10
225;Burundi;Vrouwen;Alle leeftijden;2008;60;40;30
226;Burundi;Vrouwen;Alle leeftijden;2009;40;30;10
227;Burundi;Vrouwen;Alle leeftijden;2010;20;10;10
228;Burundi;Vrouwen;Jonger dan 15 jaar;2007;30;30;0
229;Burundi;Vrouwen;Jonger dan 15 jaar;2008;20;10;10
230;Burundi;Vrouwen;Jonger dan 15 jaar;2009;10;10;0
231;Burundi;Vrouwen;Jonger dan 15 jaar;2010;10;0;0
232;Burundi;Vrouwen;15 tot 18 jaar;2007;10;10;0
233;Burundi;Vrouwen;15 tot 18 jaar;2008;10;0;0
234;Burundi;Vrouwen;15 tot 18 jaar;2009;0;0;0
235;Burundi;Vrouwen;15 tot 18 jaar;2010;0;0;0
236;Burundi;Vrouwen;18 jaar of ouder;2007;50;40;10
237;Burundi;Vrouwen;18 jaar of ouder;2008;40;20;20
238;Burundi;Vrouwen;18 jaar of ouder;2009;30;10;10
239;Burundi;Vrouwen;18 jaar of ouder;2010;10;10;10
240;China;Totaal mannen en vrouwen;Alle leeftijden;2007;270;250;30
241;China;Totaal mannen en vrouwen;Alle leeftijden;2008;600;560;40
242;China;Totaal mannen en vrouwen;Alle leeftijden;2009;340;300;40
243;China;Totaal mannen en vrouwen;Alle leeftijden;2010;320;310;10
244;China;Totaal mannen en vrouwen;Jonger dan 15 jaar;2007;40;30;0
245;China;Totaal mannen en vrouwen;Jonger dan 15 jaar;2008;20;20;0
246;China;Totaal mannen en vrouwen;Jonger dan 15 jaar;2009;40;40;10
247;China;Totaal mannen en vrouwen;Jonger dan 15 jaar;2010;20;20;0
248;China;Totaal mannen en vrouwen;15 tot 18 jaar;2007;30;30;0
249;China;Totaal mannen en vrouwen;15 tot 18 jaar;2008;60;50;0
250;China;Totaal mannen en vrouwen;15 tot 18 jaar;2009;10;10;0
251;China;Totaal mannen en vrouwen;15 tot 18 jaar;2010;30;30;0
252;China;Totaal mannen en vrouwen;18 jaar of ouder;2007;200;180;20
253;China;Totaal mannen en vrouwen;18 jaar of ouder;2008;520;480;40
254;China;Totaal mannen en vrouwen;18 jaar of ouder;2009;290;250;30
255;China;Totaal mannen en vrouwen;18 jaar of ouder;2010;270;260;10
256;China;Mannen;Alle leeftijden;2007;170;150;20
257;China;Mannen;Alle leeftijden;2008;410;380;30
258;China;Mannen;Alle leeftijden;2009;180;160;20
259;China;Mannen;Alle leeftijden;2010;200;190;10
260;China;Mannen;Jonger dan 15 jaar;2007;20;20;0
261;China;Mannen;Jonger dan 15 jaar;2008;10;10;0
262;China;Mannen;Jonger dan 15 jaar;2009;20;20;0
263;China;Mannen;Jonger dan 15 jaar;2010;20;20;0
264;China;Mannen;15 tot 18 jaar;2007;20;20;0
265;China;Mannen;15 tot 18 jaar;2008;40;30;0
266;China;Mannen;15 tot 18 jaar;2009;10;10;0
267;China;Mannen;15 tot 18 jaar;2010;20;20;0
268;China;Mannen;18 jaar of ouder;2007;130;120;20
269;China;Mannen;18 jaar of ouder;2008;370;340;30
270;China;Mannen;18 jaar of ouder;2009;160;140;20
271;China;Mannen;18 jaar of ouder;2010;160;150;10
272;China;Vrouwen;Alle leeftijden;2007;100;100;10
273;China;Vrouwen;Alle leeftijden;2008;190;180;10
274;China;Vrouwen;Alle leeftijden;2009;160;140;20
275;China;Vrouwen;Alle leeftijden;2010;120;120;10
276;China;Vrouwen;Jonger dan 15 jaar;2007;20;20;0
277;China;Vrouwen;Jonger dan 15 jaar;2008;10;10;0
278;China;Vrouwen;Jonger dan 15 jaar;2009;20;20;10
279;China;Vrouwen;Jonger dan 15 jaar;2010;0;0;0
280;China;Vrouwen;15 tot 18 jaar;2007;20;20;0
281;China;Vrouwen;15 tot 18 jaar;2008;20;20;0
282;China;Vrouwen;15 tot 18 jaar;2009;10;10;0
283;China;Vrouwen;15 tot 18 jaar;2010;10;10;0
284;China;Vrouwen;18 jaar of ouder;2007;70;60;0
285;China;Vrouwen;18 jaar of ouder;2008;160;150;10
286;China;Vrouwen;18 jaar of ouder;2009;130;120;10
287;China;Vrouwen;18 jaar of ouder;2010;110;110;0
288;Guinee;Totaal mannen en vrouwen;Alle leeftijden;2007;260;110;150
289;Guinee;Totaal mannen en vrouwen;Alle leeftijden;2008;200;150;40
290;Guinee;Totaal mannen en vrouwen;Alle leeftijden;2009;270;240;30
291;Guinee;Totaal mannen en vrouwen;Alle leeftijden;2010;250;230;20
292;Guinee;Totaal mannen en vrouwen;Jonger dan 15 jaar;2007;30;20;10
293;Guinee;Totaal mannen en vrouwen;Jonger dan 15 jaar;2008;20;20;0
294;Guinee;Totaal mannen en vrouwen;Jonger dan 15 jaar;2009;20;20;0
295;Guinee;Totaal mannen en vrouwen;Jonger dan 15 jaar;2010;20;20;0
296;Guinee;Totaal mannen en vrouwen;15 tot 18 jaar;2007;30;30;0
297;Guinee;Totaal mannen en vrouwen;15 tot 18 jaar;2008;30;30;0
298;Guinee;Totaal mannen en vrouwen;15 tot 18 jaar;2009;50;50;0
299;Guinee;Totaal mannen en vrouwen;15 tot 18 jaar;2010;40;40;0
300;Guinee;Totaal mannen en vrouwen;18 jaar of ouder;2007;200;60;140
301;Guinee;Totaal mannen en vrouwen;18 jaar of ouder;2008;150;110;40
302;Guinee;Totaal mannen en vrouwen;18 jaar of ouder;2009;200;170;30
303;Guinee;Totaal mannen en vrouwen;18 jaar of ouder;2010;190;170;20
304;Guinee;Mannen;Alle leeftijden;2007;180;70;110
305;Guinee;Mannen;Alle leeftijden;2008;120;90;30
306;Guinee;Mannen;Alle leeftijden;2009;170;140;20
307;Guinee;Mannen;Alle leeftijden;2010;140;120;20
308;Guinee;Mannen;Jonger dan 15 jaar;2007;20;10;10
309;Guinee;Mannen;Jonger dan 15 jaar;2008;10;10;0
310;Guinee;Mannen;Jonger dan 15 jaar;2009;10;10;0
311;Guinee;Mannen;Jonger dan 15 jaar;2010;10;10;0
312;Guinee;Mannen;15 tot 18 jaar;2007;20;20;0
313;Guinee;Mannen;15 tot 18 jaar;2008;10;10;0
314;Guinee;Mannen;15 tot 18 jaar;2009;30;30;0
315;Guinee;Mannen;15 tot 18 jaar;2010;20;20;0
316;Guinee;Mannen;18 jaar of ouder;2007;140;40;100
317;Guinee;Mannen;18 jaar of ouder;2008;100;70;30
318;Guinee;Mannen;18 jaar of ouder;2009;130;100;20
319;Guinee;Mannen;18 jaar of ouder;2010;110;90;20
320;Guinee;Vrouwen;Alle leeftijden;2007;80;40;50
321;Guinee;Vrouwen;Alle leeftijden;2008;80;70;10
322;Guinee;Vrouwen;Alle leeftijden;2009;100;90;10
323;Guinee;Vrouwen;Alle leeftijden;2010;110;110;0
324;Guinee;Vrouwen;Jonger dan 15 jaar;2007;10;10;10
325;Guinee;Vrouwen;Jonger dan 15 jaar;2008;10;10;0
326;Guinee;Vrouwen;Jonger dan 15 jaar;2009;10;10;0
327;Guinee;Vrouwen;Jonger dan 15 jaar;2010;10;10;0
328;Guinee;Vrouwen;15 tot 18 jaar;2007;10;10;0
329;Guinee;Vrouwen;15 tot 18 jaar;2008;20;20;0
330;Guinee;Vrouwen;15 tot 18 jaar;2009;20;20;0
331;Guinee;Vrouwen;15 tot 18 jaar;2010;20;20;0
332;Guinee;Vrouwen;18 jaar of ouder;2007;60;20;40
333;Guinee;Vrouwen;18 jaar of ouder;2008;50;40;10
334;Guinee;Vrouwen;18 jaar of ouder;2009;70;60;10
335;Guinee;Vrouwen;18 jaar of ouder;2010;80;80;0
336;Irak;Totaal mannen en vrouwen;Alle leeftijden;2007;2450;2050;400
337;Irak;Totaal mannen en vrouwen;Alle leeftijden;2008;5310;5030;290
338;Irak;Totaal mannen en vrouwen;Alle leeftijden;2009;2170;1990;170
339;Irak;Totaal mannen en vrouwen;Alle leeftijden;2010;1900;1380;520
340;Irak;Totaal mannen en vrouwen;Jonger dan 15 jaar;2007;360;320;40
341;Irak;Totaal mannen en vrouwen;Jonger dan 15 jaar;2008;920;880;40
342;Irak;Totaal mannen en vrouwen;Jonger dan 15 jaar;2009;510;490;20
343;Irak;Totaal mannen en vrouwen;Jonger dan 15 jaar;2010;390;340;60
344;Irak;Totaal mannen en vrouwen;15 tot 18 jaar;2007;100;100;10
345;Irak;Totaal mannen en vrouwen;15 tot 18 jaar;2008;290;290;0
346;Irak;Totaal mannen en vrouwen;15 tot 18 jaar;2009;140;140;0
347;Irak;Totaal mannen en vrouwen;15 tot 18 jaar;2010;110;100;10
348;Irak;Totaal mannen en vrouwen;18 jaar of ouder;2007;1980;1630;350
349;Irak;Totaal mannen en vrouwen;18 jaar of ouder;2008;4110;3860;240
350;Irak;Totaal mannen en vrouwen;18 jaar of ouder;2009;1510;1360;150
351;Irak;Totaal mannen en vrouwen;18 jaar of ouder;2010;1400;950;460
352;Irak;Mannen;Alle leeftijden;2007;1750;1440;300
353;Irak;Mannen;Alle leeftijden;2008;3920;3700;230
354;Irak;Mannen;Alle leeftijden;2009;1400;1250;150
355;Irak;Mannen;Alle leeftijden;2010;1220;810;410
356;Irak;Mannen;Jonger dan 15 jaar;2007;190;160;20
357;Irak;Mannen;Jonger dan 15 jaar;2008;500;480;20
358;Irak;Mannen;Jonger dan 15 jaar;2009;270;260;10
359;Irak;Mannen;Jonger dan 15 jaar;2010;200;170;20
360;Irak;Mannen;15 tot 18 jaar;2007;70;70;0
361;Irak;Mannen;15 tot 18 jaar;2008;230;230;0
362;Irak;Mannen;15 tot 18 jaar;2009;120;110;0
363;Irak;Mannen;15 tot 18 jaar;2010;60;50;10
364;Irak;Mannen;18 jaar of ouder;2007;1490;1210;280
365;Irak;Mannen;18 jaar of ouder;2008;3190;2990;210
366;Irak;Mannen;18 jaar of ouder;2009;1010;870;140
367;Irak;Mannen;18 jaar of ouder;2010;970;590;380
368;Irak;Vrouwen;Alle leeftijden;2007;700;610;90
369;Irak;Vrouwen;Alle leeftijden;2008;1390;1330;60
370;Irak;Vrouwen;Alle leeftijden;2009;770;740;30
371;Irak;Vrouwen;Alle leeftijden;2010;680;570;110
372;Irak;Vrouwen;Jonger dan 15 jaar;2007;180;160;20
373;Irak;Vrouwen;Jonger dan 15 jaar;2008;420;400;20
374;Irak;Vrouwen;Jonger dan 15 jaar;2009;240;230;10
375;Irak;Vrouwen;Jonger dan 15 jaar;2010;200;170;30
376;Irak;Vrouwen;15 tot 18 jaar;2007;30;30;0
377;Irak;Vrouwen;15 tot 18 jaar;2008;60;60;0
378;Irak;Vrouwen;15 tot 18 jaar;2009;30;30;0
379;Irak;Vrouwen;15 tot 18 jaar;2010;50;50;0
380;Irak;Vrouwen;18 jaar of ouder;2007;490;420;70
381;Irak;Vrouwen;18 jaar of ouder;2008;910;880;40
382;Irak;Vrouwen;18 jaar of ouder;2009;500;480;20
383;Irak;Vrouwen;18 jaar of ouder;2010;430;360;80
384;Iran;Totaal mannen en vrouwen;Alle leeftijden;2007;360;200;150
385;Iran;Totaal mannen en vrouwen;Alle leeftijden;2008;420;320;100
386;Iran;Totaal mannen en vrouwen;Alle leeftijden;2009;580;500;80
387;Iran;Totaal mannen en vrouwen;Alle leeftijden;2010;870;790;80
388;Iran;Totaal mannen en vrouwen;Jonger dan 15 jaar;2007;30;20;10
389;Iran;Totaal mannen en vrouwen;Jonger dan 15 jaar;2008;50;50;10
390;Iran;Totaal mannen en vrouwen;Jonger dan 15 jaar;2009;70;60;10
391;Iran;Totaal mannen en vrouwen;Jonger dan 15 jaar;2010;110;100;10
392;Iran;Totaal mannen en vrouwen;15 tot 18 jaar;2007;20;10;10
393;Iran;Totaal mannen en vrouwen;15 tot 18 jaar;2008;10;10;0
394;Iran;Totaal mannen en vrouwen;15 tot 18 jaar;2009;40;40;0
395;Iran;Totaal mannen en vrouwen;15 tot 18 jaar;2010;30;30;0
396;Iran;Totaal mannen en vrouwen;18 jaar of ouder;2007;300;170;130
