ID;LandVanNationaliteit;Asielverzoeken;Perioden;TotaalMannenEnVrouwen_1;Mannen_2;Vrouwen_3;AlleLeeftijden_4;JongerDan15Jaar_5;k_15Tot18Jaar_6;k_18JaarOfOuder_7
60;85;Volgende asielverzoeken;2009 1e kwartaal;350;260;90;350;50;10;290
61;85;Volgende asielverzoeken;2009 2e kwartaal;310;220;90;310;50;0;250
62;85;Volgende asielverzoeken;2009 3e kwartaal;310;220;90;310;60;10;250
63;85;Volgende asielverzoeken;2009 4e kwartaal;290;210;80;290;50;10;230
64;85;Volgende asielverzoeken;2009;1260;900;350;1260;200;30;1030
65;85;Volgende asielverzoeken;2010 1e kwartaal;390;260;130;390;70;10;310
66;85;Volgende asielverzoeken;2010 2e kwartaal;510;360;150;510;80;20;410
67;85;Volgende asielverzoeken;2010 3e kwartaal;370;280;90;370;40;10;320
68;85;Volgende asielverzoeken;2010 4e kwartaal;550;380;170;550;90;20;450
69;85;Volgende asielverzoeken;2010;1820;1290;530;1820;280;50;1480
70;85;Volgende asielverzoeken;2011 1e kwartaal;650;490;160;650;70;10;570
71;85;Volgende asielverzoeken;2011 2e kwartaal;760;550;210;760;120;30;620
72;85;Volgende asielverzoeken;2011 3e kwartaal;810;580;230;810;110;30;670
73;85;Volgende asielverzoeken;2011 4e kwartaal;820;580;240;820;130;30;660
74;85;Volgende asielverzoeken;2011;3040;2200;840;3040;420;100;2530
75;81;Totaal asielverzoeken;2007 1e kwartaal;1090;660;430;1090;180;70;840
76;81;Totaal asielverzoeken;2007 2e kwartaal;950;580;370;950;160;70;730
77;81;Totaal asielverzoeken;2007 3e kwartaal;1040;630;410;1040;180;80;780
78;81;Totaal asielverzoeken;2007 4e kwartaal;930;580;350;930;140;80;710
79;81;Totaal asielverzoeken;2007;4010;2460;1550;4010;650;300;3050
80;81;Totaal asielverzoeken;2008 1e kwartaal;1190;680;510;1190;270;110;810
81;81;Totaal asielverzoeken;2008 2e kwartaal;1090;600;500;1090;200;70;820
82;81;Totaal asielverzoeken;2008 3e kwartaal;1810;1050;760;1810;420;150;1230
83;81;Totaal asielverzoeken;2008 4e kwartaal;1790;1130;670;1790;310;120;1370
84;81;Totaal asielverzoeken;2008;5880;3450;2430;5880;1200;460;4220
85;81;Totaal asielverzoeken;2009 1e kwartaal;1960;1270;700;1960;360;200;1410
86;81;Totaal asielverzoeken;2009 2e kwartaal;2240;1550;680;2240;400;190;1650
87;81;Totaal asielverzoeken;2009 3e kwartaal;2190;1510;680;2190;400;190;1610
88;81;Totaal asielverzoeken;2009 4e kwartaal;2010;1240;760;2010;400;200;1410
89;81;Totaal asielverzoeken;2009;8400;5570;2820;8400;1550;770;6080
90;81;Totaal asielverzoeken;2010 1e kwartaal;1400;820;590;1400;380;130;890
91;81;Totaal asielverzoeken;2010 2e kwartaal;1330;770;560;1330;370;130;820
92;81;Totaal asielverzoeken;2010 3e kwartaal;1530;820;710;1530;590;110;830
93;81;Totaal asielverzoeken;2010 4e kwartaal;1860;1000;850;1860;700;190;970
94;81;Totaal asielverzoeken;2010;6110;3400;2710;6110;2040;560;3510
95;81;Totaal asielverzoeken;2011 1e kwartaal;1220;740;480;1220;290;80;840
96;81;Totaal asielverzoeken;2011 2e kwartaal;1060;690;370;1060;180;50;820
97;81;Totaal asielverzoeken;2011 3e kwartaal;1050;630;420;1050;150;60;840
98;81;Totaal asielverzoeken;2011 4e kwartaal;990;630;370;990;120;60;810
99;81;Totaal asielverzoeken;2011;4310;2680;1630;4310;740;260;3310
100;81;Eerste asielverzoeken;2007 1e kwartaal;890;540;350;890;160;70;660
101;81;Eerste asielverzoeken;2007 2e kwartaal;700;420;280;700;130;60;510
102;81;Eerste asielverzoeken;2007 3e kwartaal;850;490;350;850;160;80;610
103;81;Eerste asielverzoeken;2007 4e kwartaal;810;490;310;810;130;80;600
104;81;Eerste asielverzoeken;2007;3240;1940;1300;3240;570;290;2380
105;81;Eerste asielverzoeken;2008 1e kwartaal;1050;590;460;1050;250;110;700
106;81;Eerste asielverzoeken;2008 2e kwartaal;940;510;430;940;190;70;690
107;81;Eerste asielverzoeken;2008 3e kwartaal;1640;930;710;1640;410;150;1090
108;81;Eerste asielverzoeken;2008 4e kwartaal;1640;1020;620;1640;290;120;1230
109;81;Eerste asielverzoeken;2008;5280;3060;2220;5280;1130;450;3700
110;81;Eerste asielverzoeken;2009 1e kwartaal;1850;1180;670;1850;350;190;1310
111;81;Eerste asielverzoeken;2009 2e kwartaal;2100;1460;640;2100;380;190;1530
112;81;Eerste asielverzoeken;2009 3e kwartaal;2080;1430;650;2080;390;190;1510
113;81;Eerste asielverzoeken;2009 4e kwartaal;1900;1180;730;1900;390;190;1320
114;81;Eerste asielverzoeken;2009;7930;5240;2690;7930;1500;770;5660
115;81;Eerste asielverzoeken;2010 1e kwartaal;1280;740;550;1280;370;130;780
116;81;Eerste asielverzoeken;2010 2e kwartaal;1140;640;500;1140;360;130;650
117;81;Eerste asielverzoeken;2010 3e kwartaal;1420;730;690;1420;580;110;730
118;81;Eerste asielverzoeken;2010 4e kwartaal;1720;900;820;1720;690;190;840
119;81;Eerste asielverzoeken;2010;5560;3010;2550;5560;2010;560;3000
120;81;Eerste asielverzoeken;2011 1e kwartaal;1000;570;430;1000;280;80;630
121;81;Eerste asielverzoeken;2011 2e kwartaal;830;520;310;830;170;50;610
122;81;Eerste asielverzoeken;2011 3e kwartaal;820;470;350;820;140;60;630
123;81;Eerste asielverzoeken;2011 4e kwartaal;740;440;300;740;110;60;580
124;81;Eerste asielverzoeken;2011;3390;2010;1380;3390;700;240;2450
125;81;Volgende asielverzoeken;2007 1e kwartaal;210;130;80;210;20;0;180
126;81;Volgende asielverzoeken;2007 2e kwartaal;250;160;80;250;30;0;210
127;81;Volgende asielverzoeken;2007 3e kwartaal;200;140;60;200;20;0;180
128;81;Volgende asielverzoeken;2007 4e kwartaal;120;80;40;120;10;0;110
129;81;Volgende asielverzoeken;2007;770;510;250;770;80;10;680
130;81;Volgende asielverzoeken;2008 1e kwartaal;130;90;40;130;10;10;110
131;81;Volgende asielverzoeken;2008 2e kwartaal;150;80;70;150;20;10;130
132;81;Volgende asielverzoeken;2008 3e kwartaal;160;110;50;160;20;0;140
133;81;Volgende asielverzoeken;2008 4e kwartaal;150;110;50;150;20;0;140
134;81;Volgende asielverzoeken;2008;600;390;210;600;60;20;520
135;81;Volgende asielverzoeken;2009 1e kwartaal;120;90;30;120;10;0;110
136;81;Volgende asielverzoeken;2009 2e kwartaal;130;90;40;130;10;0;120
137;81;Volgende asielverzoeken;2009 3e kwartaal;110;80;30;110;10;0;100
138;81;Volgende asielverzoeken;2009 4e kwartaal;110;70;40;110;10;0;90
139;81;Volgende asielverzoeken;2009;470;340;130;470;40;10;420
140;81;Volgende asielverzoeken;2010 1e kwartaal;120;80;40;120;10;0;110
141;81;Volgende asielverzoeken;2010 2e kwartaal;180;120;60;180;10;0;170
142;81;Volgende asielverzoeken;2010 3e kwartaal;110;80;20;110;10;0;100
143;81;Volgende asielverzoeken;2010 4e kwartaal;140;100;40;140;10;0;130
144;81;Volgende asielverzoeken;2010;550;390;160;550;40;10;510
145;81;Volgende asielverzoeken;2011 1e kwartaal;220;170;60;220;10;0;210
146;81;Volgende asielverzoeken;2011 2e kwartaal;230;170;60;230;10;10;210
147;81;Volgende asielverzoeken;2011 3e kwartaal;230;160;70;230;10;10;210
148;81;Volgende asielverzoeken;2011 4e kwartaal;250;180;70;250;10;0;230
149;81;Volgende asielverzoeken;2011;920;670;250;920;50;20;860
150;82;Totaal asielverzoeken;2007 1e kwartaal;20;10;10;20;10;0;10
151;82;Totaal asielverzoeken;2007 2e kwartaal;20;20;10;20;0;0;20
152;82;Totaal asielverzoeken;2007 3e kwartaal;20;10;10;20;10;0;10
153;82;Totaal asielverzoeken;2007 4e kwartaal;50;20;30;50;0;0;50
154;82;Totaal asielverzoeken;2007;110;60;50;110;20;0;90
155;82;Totaal asielverzoeken;2008 1e kwartaal;20;10;10;20;0;0;20
156;82;Totaal asielverzoeken;2008 2e kwartaal;20;10;10;20;0;0;20
157;82;Totaal asielverzoeken;2008 3e kwartaal;30;20;10;30;10;0;20
158;82;Totaal asielverzoeken;2008 4e kwartaal;40;30;10;40;10;0;40
159;82;Totaal asielverzoeken;2008;110;70;40;110;20;0;90
160;82;Totaal asielverzoeken;2009 1e kwartaal;20;20;0;20;10;0;20
161;82;Totaal asielverzoeken;2009 2e kwartaal;20;20;10;20;10;0;20
162;82;Totaal asielverzoeken;2009 3e kwartaal;10;10;0;10;0;0;10
163;82;Totaal asielverzoeken;2009 4e kwartaal;40;30;10;40;10;0;30
164;82;Totaal asielverzoeken;2009;100;70;30;100;20;0;80
165;82;Totaal asielverzoeken;2010 1e kwartaal;20;20;0;20;0;0;20
166;82;Totaal asielverzoeken;2010 2e kwartaal;20;20;10;20;0;0;20
167;82;Totaal asielverzoeken;2010 3e kwartaal;10;0;0;10;0;0;10
168;82;Totaal asielverzoeken;2010 4e kwartaal;20;20;0;20;10;0;20
169;82;Totaal asielverzoeken;2010;80;60;20;80;10;0;60
170;82;Totaal asielverzoeken;2011 1e kwartaal;20;10;10;20;0;0;20
171;82;Totaal asielverzoeken;2011 2e kwartaal;10;10;0;10;0;0;10
172;82;Totaal asielverzoeken;2011 3e kwartaal;20;10;10;20;0;0;20
173;82;Totaal asielverzoeken;2011 4e kwartaal;30;20;10;30;0;0;30
174;82;Totaal asielverzoeken;2011;80;60;30;80;10;0;70
175;82;Eerste asielverzoeken;2007 1e kwartaal;10;10;0;10;0;0;10
176;82;Eerste asielverzoeken;2007 2e kwartaal;20;20;0;20;0;0;20
177;82;Eerste asielverzoeken;2007 3e kwartaal;10;10;0;10;0;0;10
178;82;Eerste asielverzoeken;2007 4e kwartaal;40;20;20;40;0;0;40
179;82;Eerste asielverzoeken;2007;80;50;30;80;10;0;70
180;82;Eerste asielverzoeken;2008 1e kwartaal;10;10;10;10;0;0;10
181;82;Eerste asielverzoeken;2008 2e kwartaal;20;10;10;20;0;0;10
182;82;Eerste asielverzoeken;2008 3e kwartaal;20;10;10;20;0;0;20
183;82;Eerste asielverzoeken;2008 4e kwartaal;30;20;10;30;0;0;20
184;82;Eerste asielverzoeken;2008;80;50;30;80;10;0;70
185;82;Eerste asielverzoeken;2009 1e kwartaal;20;20;0;20;10;0;20
186;82;Eerste asielverzoeken;2009 2e kwartaal;20;10;10;20;0;0;20
187;82;Eerste asielverzoeken;2009 3e kwartaal;10;10;0;10;0;0;10
188;82;Eerste asielverzoeken;2009 4e kwartaal;40;30;10;40;10;0;30
189;82;Eerste asielverzoeken;2009;90;70;20;90;20;0;70
190;82;Eerste asielverzoeken;2010 1e kwartaal;20;20;0;20;0;0;20
191;82;Eerste asielverzoeken;2010 2e kwartaal;20;20;10;20;0;0;20
192;82;Eerste asielverzoeken;2010 3e kwartaal;10;0;0;10;0;0;10
193;82;Eerste asielverzoeken;2010 4e kwartaal;20;20;0;20;10;0;20
194;82;Eerste asielverzoeken;2010;70;60;20;70;10;0;60
195;82;Eerste asielverzoeken;2011 1e kwartaal;20;10;10;20;0;0;20
196;82;Eerste asielverzoeken;2011 2e kwartaal;10;10;0;10;0;0;10
197;82;Eerste asielverzoeken;2011 3e kwartaal;20;10;10;20;0;0;20
198;82;Eerste asielverzoeken;2011 4e kwartaal;30;20;10;30;0;0;30
199;82;Eerste asielverzoeken;2011;80;50;30;80;10;0;70
200;82;Volgende asielverzoeken;2007 1e kwartaal;10;0;10;10;0;0;10
201;82;Volgende asielverzoeken;2007 2e kwartaal;0;0;0;0;0;0;0
202;82;Volgende asielverzoeken;2007 3e kwartaal;10;10;0;10;0;0;10
203;82;Volgende asielverzoeken;2007 4e kwartaal;10;0;10;10;0;0;10
204;82;Volgende asielverzoeken;2007;30;10;20;30;10;0;20
205;82;Volgende asielverzoeken;2008 1e kwartaal;0;0;0;0;0;0;0
206;82;Volgende asielverzoeken;2008 2e kwartaal;0;0;0;0;0;0;0
207;82;Volgende asielverzoeken;2008 3e kwartaal;10;0;10;10;0;0;10
208;82;Volgende asielverzoeken;2008 4e kwartaal;20;10;10;20;0;0;10
209;82;Volgende asielverzoeken;2008;30;20;10;30;10;0;20
210;82;Volgende asielverzoeken;2009 1e kwartaal;0;0;0;0;0;0;0
211;82;Volgende asielverzoeken;2009 2e kwartaal;10;0;0;10;0;0;0
212;82;Volgende asielverzoeken;2009 3e kwartaal;0;0;0;0;0;0;0
213;82;Volgende asielverzoeken;2009 4e kwartaal;0;0;0;0;0;0;0
214;82;Volgende asielverzoeken;2009;10;10;10;10;0;0;10
215;82;Volgende asielverzoeken;2010 1e kwartaal;0;0;0;0;0;0;0
216;82;Volgende asielverzoeken;2010 2e kwartaal;0;0;0;0;0;0;0
217;82;Volgende asielverzoeken;2010 3e kwartaal;0;0;0;0;0;0;0
218;82;Volgende asielverzoeken;2010 4e kwartaal;0;0;0;0;0;0;0
219;82;Volgende asielverzoeken;2010;0;0;0;0;0;0;0
220;82;Volgende asielverzoeken;2011 1e kwartaal;0;0;0;0;0;0;0
221;82;Volgende asielverzoeken;2011 2e kwartaal;0;0;0;0;0;0;0
222;82;Volgende asielverzoeken;2011 3e kwartaal;0;0;0;0;0;0;0
223;82;Volgende asielverzoeken;2011 4e kwartaal;0;0;0;0;0;0;0
224;82;Volgende asielverzoeken;2011;0;0;0;0;0;0;0
225;80;Totaal asielverzoeken;2007 1e kwartaal;980;640;340;980;180;60;740
226;80;Totaal asielverzoeken;2007 2e kwartaal;870;610;260;870;130;60;680
227;80;Totaal asielverzoeken;2007 3e kwartaal;1140;800;340;1140;140;60;940
228;80;Totaal asielverzoeken;2007 4e kwartaal;1340;990;350;1340;180;90;1070
229;80;Totaal asielverzoeken;2007;4320;3030;1290;4320;630;260;3430
230;80;Totaal asielverzoeken;2008 1e kwartaal;1620;1200;430;1620;260;120;1240
231;80;Totaal asielverzoeken;2008 2e kwartaal;2210;1640;570;2210;270;130;1810
232;80;Totaal asielverzoeken;2008 3e kwartaal;2260;1620;640;2260;370;140;1750
233;80;Totaal asielverzoeken;2008 4e kwartaal;1870;1290;580;1870;340;150;1380
234;80;Totaal asielverzoeken;2008;7960;5750;2210;7960;1240;540;6180
235;80;Totaal asielverzoeken;2009 1e kwartaal;1530;1080;450;1530;250;140;1130
236;80;Totaal asielverzoeken;2009 2e kwartaal;1090;760;330;1090;200;130;760
237;80;Totaal asielverzoeken;2009 3e kwartaal;1140;720;420;1140;260;130;750
238;80;Totaal asielverzoeken;2009 4e kwartaal;1760;1130;630;1760;360;210;1200
239;80;Totaal asielverzoeken;2009;5520;3690;1830;5520;1080;600;3840
240;80;Totaal asielverzoeken;2010 1e kwartaal;1660;1050;600;1660;330;170;1160
241;80;Totaal asielverzoeken;2010 2e kwartaal;1250;810;440;1250;260;100;890
242;80;Totaal asielverzoeken;2010 3e kwartaal;1220;800;420;1220;210;90;920
243;80;Totaal asielverzoeken;2010 4e kwartaal;1690;1100;590;1690;300;170;1220
244;80;Totaal asielverzoeken;2010;5810;3760;2050;5810;1100;530;4190
245;80;Totaal asielverzoeken;2011 1e kwartaal;1550;1070;480;1550;190;150;1210
246;80;Totaal asielverzoeken;2011 2e kwartaal;1710;1110;590;1710;340;160;1210
247;80;Totaal asielverzoeken;2011 3e kwartaal;1990;1290;700;1990;360;150;1490
248;80;Totaal asielverzoeken;2011 4e kwartaal;1760;1130;630;1760;310;140;1320
249;80;Totaal asielverzoeken;2011;7010;4600;2410;7010;1190;590;5220
250;80;Eerste asielverzoeken;2007 1e kwartaal;660;420;240;660;130;50;490
251;80;Eerste asielverzoeken;2007 2e kwartaal;560;380;180;560;100;50;410
252;80;Eerste asielverzoeken;2007 3e kwartaal;830;590;250;830;110;50;680
253;80;Eerste asielverzoeken;2007 4e kwartaal;1180;870;310;1180;160;80;940
254;80;Eerste asielverzoeken;2007;3230;2250;980;3230;490;230;2510
255;80;Eerste asielverzoeken;2008 1e kwartaal;1400;1040;360;1400;230;110;1060
256;80;Eerste asielverzoeken;2008 2e kwartaal;1970;1470;500;1970;230;120;1610
257;80;Eerste asielverzoeken;2008 3e kwartaal;2030;1460;580;2030;340;130;1570
258;80;Eerste asielverzoeken;2008 4e kwartaal;1690;1160;530;1690;310;140;1240
259;80;Eerste asielverzoeken;2008;7100;5130;1970;7100;1110;510;5480
260;80;Eerste asielverzoeken;2009 1e kwartaal;1380;960;410;1380;240;140;1000
261;80;Eerste asielverzoeken;2009 2e kwartaal;970;670;300;970;190;130;660
262;80;Eerste asielverzoeken;2009 3e kwartaal;1010;630;390;1010;250;120;640
263;80;Eerste asielverzoeken;2009 4e kwartaal;1630;1030;600;1630;350;200;1080
264;80;Eerste asielverzoeken;2009;4990;3290;1700;4990;1020;590;3390
265;80;Eerste asielverzoeken;2010 1e kwartaal;1480;920;560;1480;310;170;1000
266;80;Eerste asielverzoeken;2010 2e kwartaal;1010;620;390;1010;230;90;690
267;80;Eerste asielverzoeken;2010 3e kwartaal;1010;630;380;1010;190;90;730
268;80;Eerste asielverzoeken;2010 4e kwartaal;1360;870;490;1360;250;150;960
269;80;Eerste asielverzoeken;2010;4860;3040;1820;4860;990;500;3370
270;80;Eerste asielverzoeken;2011 1e kwartaal;1230;800;440;1230;180;140;920
271;80;Eerste asielverzoeken;2011 2e kwartaal;1300;810;490;1300;300;140;860
272;80;Eerste asielverzoeken;2011 3e kwartaal;1540;950;590;1540;310;130;1100
273;80;Eerste asielverzoeken;2011 4e kwartaal;1360;840;520;1360;250;120;980
274;80;Eerste asielverzoeken;2011;5430;3390;2040;5430;1030;540;3860
275;80;Volgende asielverzoeken;2007 1e kwartaal;320;220;100;320;50;10;250
276;80;Volgende asielverzoeken;2007 2e kwartaal;310;230;80;310;30;10;270
277;80;Volgende asielverzoeken;2007 3e kwartaal;300;210;90;300;40;10;260
278;80;Volgende asielverzoeken;2007 4e kwartaal;160;130;40;160;20;10;140
279;80;Volgende asielverzoeken;2007;1090;780;300;1090;140;30;920
280;80;Volgende asielverzoeken;2008 1e kwartaal;220;160;70;220;30;10;180
281;80;Volgende asielverzoeken;2008 2e kwartaal;230;160;70;230;40;0;190
282;80;Volgende asielverzoeken;2008 3e kwartaal;220;170;60;220;30;10;190
283;80;Volgende asielverzoeken;2008 4e kwartaal;180;130;50;180;30;10;150
284;80;Volgende asielverzoeken;2008;860;620;240;860;130;30;700
285;80;Volgende asielverzoeken;2009 1e kwartaal;160;110;40;160;20;10;130
286;80;Volgende asielverzoeken;2009 2e kwartaal;120;90;30;120;10;0;100
287;80;Volgende asielverzoeken;2009 3e kwartaal;130;100;40;130;10;10;110
288;80;Volgende asielverzoeken;2009 4e kwartaal;130;100;30;130;10;10;110
289;80;Volgende asielverzoeken;2009;530;400;130;530;50;20;460
290;80;Volgende asielverzoeken;2010 1e kwartaal;180;140;40;180;20;0;160
291;80;Volgende asielverzoeken;2010 2e kwartaal;240;190;50;240;30;10;210
292;80;Volgende asielverzoeken;2010 3e kwartaal;210;170;40;210;20;10;190
293;80;Volgende asielverzoeken;2010 4e kwartaal;330;230;100;330;50;10;270
294;80;Volgende asielverzoeken;2010;960;720;240;960;110;30;820
295;80;Volgende asielverzoeken;2011 1e kwartaal;310;270;50;310;10;10;300
296;80;Volgende asielverzoeken;2011 2e kwartaal;410;300;100;410;50;20;350
297;80;Volgende asielverzoeken;2011 3e kwartaal;460;340;110;460;50;20;390
298;80;Volgende asielverzoeken;2011 4e kwartaal;400;300;110;400;50;10;340
299;80;Volgende asielverzoeken;2011;1580;1210;370;1580;160;50;1370
300;84;Totaal asielverzoeken;2007 1e kwartaal;270;180;90;270;50;10;210
301;84;Totaal asielverzoeken;2007 2e kwartaal;140;90;50;140;20;10;110
302;84;Totaal asielverzoeken;2007 3e kwartaal;160;110;60;160;20;10;140
303;84;Totaal asielverzoeken;2007 4e kwartaal;160;110;50;160;30;10;130
304;84;Totaal asielverzoeken;2007;740;490;240;740;120;40;580
305;84;Totaal asielverzoeken;2008 1e kwartaal;190;130;70;190;30;10;150
306;84;Totaal asielverzoeken;2008 2e kwartaal;140;90;50;140;30;10;110
307;84;Totaal asielverzoeken;2008 3e kwartaal;250;150;100;250;40;20;190
308;84;Totaal asielverzoeken;2008 4e kwartaal;210;130;80;210;40;10;170
309;84;Totaal asielverzoeken;2008;800;510;300;800;140;50;620
310;84;Totaal asielverzoeken;2009 1e kwartaal;250;160;90;250;40;10;210
311;84;Totaal asielverzoeken;2009 2e kwartaal;250;170;80;250;40;10;200
312;84;Totaal asielverzoeken;2009 3e kwartaal;330;210;120;330;70;10;250
313;84;Totaal asielverzoeken;2009 4e kwartaal;610;410;200;610;120;30;460
314;84;Totaal asielverzoeken;2009;1440;950;490;1440;270;70;1110
315;84;Totaal asielverzoeken;2010 1e kwartaal;900;540;360;900;230;30;640
316;84;Totaal asielverzoeken;2010 2e kwartaal;340;200;140;340;100;20;230
317;84;Totaal asielverzoeken;2010 3e kwartaal;580;330;250;580;130;20;430
318;84;Totaal asielverzoeken;2010 4e kwartaal;590;350;240;590;170;30;390
319;84;Totaal asielverzoeken;2010;2410;1410;1000;2410;620;100;1690
320;84;Totaal asielverzoeken;2011 1e kwartaal;510;310;200;510;100;20;380
321;84;Totaal asielverzoeken;2011 2e kwartaal;610;370;240;610;180;20;420
322;84;Totaal asielverzoeken;2011 3e kwartaal;620;410;210;620;120;40;460
323;84;Totaal asielverzoeken;2011 4e kwartaal;680;420;260;680;170;30;480
324;84;Totaal asielverzoeken;2011;2420;1510;910;2420;570;120;1740
325;84;Eerste asielverzoeken;2007 1e kwartaal;190;130;50;190;30;10;150
326;84;Eerste asielverzoeken;2007 2e kwartaal;90;60;30;90;10;10;80
327;84;Eerste asielverzoeken;2007 3e kwartaal;120;80;40;120;20;10;100
328;84;Eerste asielverzoeken;2007 4e kwartaal;130;90;40;130;20;10;100
329;84;Eerste asielverzoeken;2007;530;360;170;530;70;30;430
330;84;Eerste asielverzoeken;2008 1e kwartaal;130;80;40;130;20;10;100
331;84;Eerste asielverzoeken;2008 2e kwartaal;110;70;40;110;20;0;80
332;84;Eerste asielverzoeken;2008 3e kwartaal;190;120;70;190;30;20;140
333;84;Eerste asielverzoeken;2008 4e kwartaal;170;110;70;170;30;10;130
