ID;Donorregistratie;RegioS;Perioden;DonorregisterVastgelegdeKeuze_1
5268;Aangewezen persoon beslist;Midden-Groningen;2022;1
5269;Aangewezen persoon beslist;Midden-Groningen;2023;1
5270;Aangewezen persoon beslist;Moerdijk;2022;0
5271;Aangewezen persoon beslist;Moerdijk;2023;0
5272;Aangewezen persoon beslist;Molenlanden;2022;1
5273;Aangewezen persoon beslist;Molenlanden;2023;1
5274;Aangewezen persoon beslist;Montferland;2022;0
5275;Aangewezen persoon beslist;Montferland;2023;0
5276;Aangewezen persoon beslist;Montfoort;2022;0
5277;Aangewezen persoon beslist;Montfoort;2023;0
5278;Aangewezen persoon beslist;Mook en Middelaar;2022;0
5279;Aangewezen persoon beslist;Mook en Middelaar;2023;0
5280;Aangewezen persoon beslist;Neder-Betuwe;2022;0
5281;Aangewezen persoon beslist;Neder-Betuwe;2023;0
5282;Aangewezen persoon beslist;Nederweert;2022;0
5283;Aangewezen persoon beslist;Nederweert;2023;0
5284;Aangewezen persoon beslist;Nieuwegein;2022;1
5285;Aangewezen persoon beslist;Nieuwegein;2023;1
5286;Aangewezen persoon beslist;Nieuwkoop;2022;0
5287;Aangewezen persoon beslist;Nieuwkoop;2023;0
5288;Aangewezen persoon beslist;Nijkerk;2022;1
5289;Aangewezen persoon beslist;Nijkerk;2023;1
5290;Aangewezen persoon beslist;Nijmegen;2022;2
5291;Aangewezen persoon beslist;Nijmegen;2023;2
5292;Aangewezen persoon beslist;Nissewaard;2022;1
5293;Aangewezen persoon beslist;Nissewaard;2023;1
5294;Aangewezen persoon beslist;Noardeast-Fryslân;2022;0
5295;Aangewezen persoon beslist;Noardeast-Fryslân;2023;0
5296;Aangewezen persoon beslist;Noord-Beveland;2022;0
5297;Aangewezen persoon beslist;Noord-Beveland;2023;0
5298;Aangewezen persoon beslist;Noordenveld;2022;0
5299;Aangewezen persoon beslist;Noordenveld;2023;0
5300;Aangewezen persoon beslist;Noordoostpolder;2022;1
5301;Aangewezen persoon beslist;Noordoostpolder;2023;1
5302;Aangewezen persoon beslist;Noordwijk;2022;1
5303;Aangewezen persoon beslist;Noordwijk;2023;1
5304;Aangewezen persoon beslist;Nuenen, Gerwen en Nederwetten;2022;0
5305;Aangewezen persoon beslist;Nuenen, Gerwen en Nederwetten;2023;0
5306;Aangewezen persoon beslist;Nunspeet;2022;0
5307;Aangewezen persoon beslist;Nunspeet;2023;0
5308;Aangewezen persoon beslist;Oegstgeest;2022;0
5309;Aangewezen persoon beslist;Oegstgeest;2023;0
5310;Aangewezen persoon beslist;Oirschot;2022;0
5311;Aangewezen persoon beslist;Oirschot;2023;0
5312;Aangewezen persoon beslist;Oisterwijk;2022;0
5313;Aangewezen persoon beslist;Oisterwijk;2023;0
5314;Aangewezen persoon beslist;Oldambt;2022;0
5315;Aangewezen persoon beslist;Oldambt;2023;0
5316;Aangewezen persoon beslist;Oldebroek;2022;0
5317;Aangewezen persoon beslist;Oldebroek;2023;0
5318;Aangewezen persoon beslist;Oldenzaal;2022;0
5319;Aangewezen persoon beslist;Oldenzaal;2023;0
5320;Aangewezen persoon beslist;Olst-Wijhe;2022;0
5321;Aangewezen persoon beslist;Olst-Wijhe;2023;0
5322;Aangewezen persoon beslist;Ommen;2022;0
5323;Aangewezen persoon beslist;Ommen;2023;0
5324;Aangewezen persoon beslist;Oost Gelre;2022;0
5325;Aangewezen persoon beslist;Oost Gelre;2023;0
5326;Aangewezen persoon beslist;Oosterhout;2022;1
5327;Aangewezen persoon beslist;Oosterhout;2023;1
5328;Aangewezen persoon beslist;Ooststellingwerf;2022;0
5329;Aangewezen persoon beslist;Ooststellingwerf;2023;0
5330;Aangewezen persoon beslist;Oostzaan;2022;0
5331;Aangewezen persoon beslist;Oostzaan;2023;0
5332;Aangewezen persoon beslist;Opmeer;2022;0
5333;Aangewezen persoon beslist;Opmeer;2023;0
5334;Aangewezen persoon beslist;Opsterland;2022;0
5335;Aangewezen persoon beslist;Opsterland;2023;0
5336;Aangewezen persoon beslist;Oss;2022;1
5337;Aangewezen persoon beslist;Oss;2023;1
5338;Aangewezen persoon beslist;Oude IJsselstreek;2022;0
5339;Aangewezen persoon beslist;Oude IJsselstreek;2023;0
5340;Aangewezen persoon beslist;Ouder-Amstel;2022;0
5341;Aangewezen persoon beslist;Ouder-Amstel;2023;0
5342;Aangewezen persoon beslist;Oudewater;2022;0
5343;Aangewezen persoon beslist;Oudewater;2023;0
5344;Aangewezen persoon beslist;Overbetuwe;2022;1
5345;Aangewezen persoon beslist;Overbetuwe;2023;1
5346;Aangewezen persoon beslist;Papendrecht;2022;0
5347;Aangewezen persoon beslist;Papendrecht;2023;0
5348;Aangewezen persoon beslist;Peel en Maas;2022;0
5349;Aangewezen persoon beslist;Peel en Maas;2023;0
5350;Aangewezen persoon beslist;Pekela;2022;0
5351;Aangewezen persoon beslist;Pekela;2023;0
5352;Aangewezen persoon beslist;Pijnacker-Nootdorp;2022;1
5353;Aangewezen persoon beslist;Pijnacker-Nootdorp;2023;1
5354;Aangewezen persoon beslist;Purmerend;2022;1
5355;Aangewezen persoon beslist;Purmerend;2023;1
5356;Aangewezen persoon beslist;Putten;2022;0
5357;Aangewezen persoon beslist;Putten;2023;0
5358;Aangewezen persoon beslist;Raalte;2022;0
5359;Aangewezen persoon beslist;Raalte;2023;0
5360;Aangewezen persoon beslist;Reimerswaal;2022;0
5361;Aangewezen persoon beslist;Reimerswaal;2023;0
5362;Aangewezen persoon beslist;Renkum;2022;0
5363;Aangewezen persoon beslist;Renkum;2023;0
5364;Aangewezen persoon beslist;Renswoude;2022;0
5365;Aangewezen persoon beslist;Renswoude;2023;0
5366;Aangewezen persoon beslist;Reusel-De Mierden;2022;0
5367;Aangewezen persoon beslist;Reusel-De Mierden;2023;0
5368;Aangewezen persoon beslist;Rheden;2022;0
5369;Aangewezen persoon beslist;Rheden;2023;0
5370;Aangewezen persoon beslist;Rhenen;2022;0
5371;Aangewezen persoon beslist;Rhenen;2023;0
5372;Aangewezen persoon beslist;Ridderkerk;2022;1
5373;Aangewezen persoon beslist;Ridderkerk;2023;0
5374;Aangewezen persoon beslist;Rijssen-Holten;2022;0
5375;Aangewezen persoon beslist;Rijssen-Holten;2023;0
5376;Aangewezen persoon beslist;Rijswijk (ZH.);2022;1
5377;Aangewezen persoon beslist;Rijswijk (ZH.);2023;0
5378;Aangewezen persoon beslist;Roerdalen;2022;0
5379;Aangewezen persoon beslist;Roerdalen;2023;0
5380;Aangewezen persoon beslist;Roermond;2022;1
5381;Aangewezen persoon beslist;Roermond;2023;1
5382;Aangewezen persoon beslist;De Ronde Venen;2022;1
5383;Aangewezen persoon beslist;De Ronde Venen;2023;1
5384;Aangewezen persoon beslist;Roosendaal;2022;1
5385;Aangewezen persoon beslist;Roosendaal;2023;1
5386;Aangewezen persoon beslist;Rotterdam;2022;5
5387;Aangewezen persoon beslist;Rotterdam;2023;4
5388;Aangewezen persoon beslist;Rozendaal;2022;0
5389;Aangewezen persoon beslist;Rozendaal;2023;0
5390;Aangewezen persoon beslist;Rucphen;2022;0
5391;Aangewezen persoon beslist;Rucphen;2023;0
5392;Aangewezen persoon beslist;Schagen;2022;1
5393;Aangewezen persoon beslist;Schagen;2023;1
5394;Aangewezen persoon beslist;Scherpenzeel;2022;0
5395;Aangewezen persoon beslist;Scherpenzeel;2023;0
5396;Aangewezen persoon beslist;Schiedam;2022;1
5397;Aangewezen persoon beslist;Schiedam;2023;1
5398;Aangewezen persoon beslist;Schiermonnikoog;2022;0
5399;Aangewezen persoon beslist;Schiermonnikoog;2023;0
5400;Aangewezen persoon beslist;Schouwen-Duiveland;2022;0
5401;Aangewezen persoon beslist;Schouwen-Duiveland;2023;0
5402;Aangewezen persoon beslist;Simpelveld;2022;0
5403;Aangewezen persoon beslist;Simpelveld;2023;0
5404;Aangewezen persoon beslist;Sint-Michielsgestel;2022;0
5405;Aangewezen persoon beslist;Sint-Michielsgestel;2023;0
5406;Aangewezen persoon beslist;Sittard-Geleen;2022;1
5407;Aangewezen persoon beslist;Sittard-Geleen;2023;1
5408;Aangewezen persoon beslist;Sliedrecht;2022;0
5409;Aangewezen persoon beslist;Sliedrecht;2023;0
5410;Aangewezen persoon beslist;Sluis;2022;0
5411;Aangewezen persoon beslist;Sluis;2023;0
5412;Aangewezen persoon beslist;Smallingerland;2022;0
5413;Aangewezen persoon beslist;Smallingerland;2023;0
5414;Aangewezen persoon beslist;Soest;2022;1
5415;Aangewezen persoon beslist;Soest;2023;1
5416;Aangewezen persoon beslist;Someren;2022;0
5417;Aangewezen persoon beslist;Someren;2023;0
5418;Aangewezen persoon beslist;Son en Breugel;2022;0
5419;Aangewezen persoon beslist;Son en Breugel;2023;0
5420;Aangewezen persoon beslist;Stadskanaal;2022;0
5421;Aangewezen persoon beslist;Stadskanaal;2023;0
5422;Aangewezen persoon beslist;Staphorst;2022;0
5423;Aangewezen persoon beslist;Staphorst;2023;0
5424;Aangewezen persoon beslist;Stede Broec;2022;0
5425;Aangewezen persoon beslist;Stede Broec;2023;0
5426;Aangewezen persoon beslist;Steenbergen;2022;0
5427;Aangewezen persoon beslist;Steenbergen;2023;0
5428;Aangewezen persoon beslist;Steenwijkerland;2022;1
5429;Aangewezen persoon beslist;Steenwijkerland;2023;1
5430;Aangewezen persoon beslist;Stein (L.);2022;0
5431;Aangewezen persoon beslist;Stein (L.);2023;0
5432;Aangewezen persoon beslist;Stichtse Vecht;2022;1
5433;Aangewezen persoon beslist;Stichtse Vecht;2023;1
5434;Aangewezen persoon beslist;Súdwest-Fryslân;2022;1
5435;Aangewezen persoon beslist;Súdwest-Fryslân;2023;1
5436;Aangewezen persoon beslist;Terneuzen;2022;0
5437;Aangewezen persoon beslist;Terneuzen;2023;0
5438;Aangewezen persoon beslist;Terschelling;2022;0
5439;Aangewezen persoon beslist;Terschelling;2023;0
5440;Aangewezen persoon beslist;Texel;2022;0
5441;Aangewezen persoon beslist;Texel;2023;0
5442;Aangewezen persoon beslist;Teylingen;2022;0
5443;Aangewezen persoon beslist;Teylingen;2023;0
5444;Aangewezen persoon beslist;Tholen;2022;0
5445;Aangewezen persoon beslist;Tholen;2023;0
5446;Aangewezen persoon beslist;Tiel;2022;0
5447;Aangewezen persoon beslist;Tiel;2023;0
5448;Aangewezen persoon beslist;Tilburg;2022;2
5449;Aangewezen persoon beslist;Tilburg;2023;2
5450;Aangewezen persoon beslist;Tubbergen;2022;0
5451;Aangewezen persoon beslist;Tubbergen;2023;0
5452;Aangewezen persoon beslist;Twenterand;2022;0
5453;Aangewezen persoon beslist;Twenterand;2023;0
5454;Aangewezen persoon beslist;Tynaarlo;2022;0
5455;Aangewezen persoon beslist;Tynaarlo;2023;0
5456;Aangewezen persoon beslist;Tytsjerksteradiel;2022;0
5457;Aangewezen persoon beslist;Tytsjerksteradiel;2023;0
5458;Aangewezen persoon beslist;Uitgeest;2022;0
5459;Aangewezen persoon beslist;Uitgeest;2023;0
5460;Aangewezen persoon beslist;Uithoorn;2022;0
5461;Aangewezen persoon beslist;Uithoorn;2023;0
5462;Aangewezen persoon beslist;Urk;2022;0
5463;Aangewezen persoon beslist;Urk;2023;0
5464;Aangewezen persoon beslist;Utrecht (gemeente);2022;3
5465;Aangewezen persoon beslist;Utrecht (gemeente);2023;3
5466;Aangewezen persoon beslist;Utrechtse Heuvelrug;2022;1
5467;Aangewezen persoon beslist;Utrechtse Heuvelrug;2023;1
5468;Aangewezen persoon beslist;Vaals;2022;0
5469;Aangewezen persoon beslist;Vaals;2023;0
5470;Aangewezen persoon beslist;Valkenburg aan de Geul;2022;0
5471;Aangewezen persoon beslist;Valkenburg aan de Geul;2023;0
5472;Aangewezen persoon beslist;Valkenswaard;2022;0
5473;Aangewezen persoon beslist;Valkenswaard;2023;0
5474;Aangewezen persoon beslist;Veendam;2022;0
5475;Aangewezen persoon beslist;Veendam;2023;0
5476;Aangewezen persoon beslist;Veenendaal;2022;1
5477;Aangewezen persoon beslist;Veenendaal;2023;1
5478;Aangewezen persoon beslist;Veere;2022;0
5479;Aangewezen persoon beslist;Veere;2023;0
5480;Aangewezen persoon beslist;Veldhoven;2022;0
5481;Aangewezen persoon beslist;Veldhoven;2023;0
5482;Aangewezen persoon beslist;Velsen;2022;1
5483;Aangewezen persoon beslist;Velsen;2023;1
5484;Aangewezen persoon beslist;Venlo;2022;1
5485;Aangewezen persoon beslist;Venlo;2023;1
5486;Aangewezen persoon beslist;Venray;2022;0
5487;Aangewezen persoon beslist;Venray;2023;0
5488;Aangewezen persoon beslist;Vijfheerenlanden;2022;1
5489;Aangewezen persoon beslist;Vijfheerenlanden;2023;1
5490;Aangewezen persoon beslist;Vlaardingen;2022;1
5491;Aangewezen persoon beslist;Vlaardingen;2023;1
5492;Aangewezen persoon beslist;Vlieland;2022;0
5493;Aangewezen persoon beslist;Vlieland;2023;0
5494;Aangewezen persoon beslist;Vlissingen;2022;0
5495;Aangewezen persoon beslist;Vlissingen;2023;0
5496;Aangewezen persoon beslist;Voerendaal;2022;0
5497;Aangewezen persoon beslist;Voerendaal;2023;0
5498;Aangewezen persoon beslist;Voorne aan Zee;2022;1
5499;Aangewezen persoon beslist;Voorne aan Zee;2023;1
5500;Aangewezen persoon beslist;Voorschoten;2022;0
5501;Aangewezen persoon beslist;Voorschoten;2023;0
5502;Aangewezen persoon beslist;Voorst;2022;0
5503;Aangewezen persoon beslist;Voorst;2023;0
5504;Aangewezen persoon beslist;Vught;2022;0
5505;Aangewezen persoon beslist;Vught;2023;0
5506;Aangewezen persoon beslist;Waadhoeke;2022;0
5507;Aangewezen persoon beslist;Waadhoeke;2023;0
5508;Aangewezen persoon beslist;Waalre;2022;0
5509;Aangewezen persoon beslist;Waalre;2023;0
5510;Aangewezen persoon beslist;Waalwijk;2022;1
5511;Aangewezen persoon beslist;Waalwijk;2023;1
5512;Aangewezen persoon beslist;Waddinxveen;2022;0
5513;Aangewezen persoon beslist;Waddinxveen;2023;0
5514;Aangewezen persoon beslist;Wageningen;2022;0
5515;Aangewezen persoon beslist;Wageningen;2023;0
5516;Aangewezen persoon beslist;Wassenaar;2022;0
5517;Aangewezen persoon beslist;Wassenaar;2023;0
5518;Aangewezen persoon beslist;Waterland;2022;0
5519;Aangewezen persoon beslist;Waterland;2023;0
5520;Aangewezen persoon beslist;Weert;2022;0
5521;Aangewezen persoon beslist;Weert;2023;0
5522;Aangewezen persoon beslist;West Betuwe;2022;1
5523;Aangewezen persoon beslist;West Betuwe;2023;1
5524;Aangewezen persoon beslist;West Maas en Waal;2022;0
5525;Aangewezen persoon beslist;West Maas en Waal;2023;0
5526;Aangewezen persoon beslist;Westerkwartier;2022;1
5527;Aangewezen persoon beslist;Westerkwartier;2023;1
5528;Aangewezen persoon beslist;Westerveld;2022;0
5529;Aangewezen persoon beslist;Westerveld;2023;0
5530;Aangewezen persoon beslist;Westervoort;2022;0
5531;Aangewezen persoon beslist;Westervoort;2023;0
5532;Aangewezen persoon beslist;Westerwolde;2022;0
5533;Aangewezen persoon beslist;Westerwolde;2023;0
5534;Aangewezen persoon beslist;Westland;2022;1
5535;Aangewezen persoon beslist;Westland;2023;1
5536;Aangewezen persoon beslist;Weststellingwerf;2022;0
5537;Aangewezen persoon beslist;Weststellingwerf;2023;0
5538;Aangewezen persoon beslist;Wierden;2022;0
5539;Aangewezen persoon beslist;Wierden;2023;0
5540;Aangewezen persoon beslist;Wijchen;2022;1
5541;Aangewezen persoon beslist;Wijchen;2023;1
5542;Aangewezen persoon beslist;Wijdemeren;2022;0
5543;Aangewezen persoon beslist;Wijdemeren;2023;0
5544;Aangewezen persoon beslist;Wijk bij Duurstede;2022;0
5545;Aangewezen persoon beslist;Wijk bij Duurstede;2023;0
5546;Aangewezen persoon beslist;Winterswijk;2022;0
5547;Aangewezen persoon beslist;Winterswijk;2023;0
5548;Aangewezen persoon beslist;Woensdrecht;2022;0
5549;Aangewezen persoon beslist;Woensdrecht;2023;0
5550;Aangewezen persoon beslist;Woerden;2022;1
5551;Aangewezen persoon beslist;Woerden;2023;1
5552;Aangewezen persoon beslist;De Wolden;2022;0
5553;Aangewezen persoon beslist;De Wolden;2023;0
5554;Aangewezen persoon beslist;Wormerland;2022;0
5555;Aangewezen persoon beslist;Wormerland;2023;0
5556;Aangewezen persoon beslist;Woudenberg;2022;0
5557;Aangewezen persoon beslist;Woudenberg;2023;0
5558;Aangewezen persoon beslist;Zaanstad;2022;1
5559;Aangewezen persoon beslist;Zaanstad;2023;1
5560;Aangewezen persoon beslist;Zaltbommel;2022;0
5561;Aangewezen persoon beslist;Zaltbommel;2023;0
5562;Aangewezen persoon beslist;Zandvoort;2022;0
5563;Aangewezen persoon beslist;Zandvoort;2023;0
5564;Aangewezen persoon beslist;Zeewolde;2022;0
5565;Aangewezen persoon beslist;Zeewolde;2023;0
5566;Aangewezen persoon beslist;Zeist;2022;1
5567;Aangewezen persoon beslist;Zeist;2023;1
5568;Aangewezen persoon beslist;Zevenaar;2022;0
5569;Aangewezen persoon beslist;Zevenaar;2023;0
5570;Aangewezen persoon beslist;Zoetermeer;2022;1
5571;Aangewezen persoon beslist;Zoetermeer;2023;1
5572;Aangewezen persoon beslist;Zoeterwoude;2022;0
5573;Aangewezen persoon beslist;Zoeterwoude;2023;0
5574;Aangewezen persoon beslist;Zuidplas;2022;1
5575;Aangewezen persoon beslist;Zuidplas;2023;1
5576;Aangewezen persoon beslist;Zundert;2022;0
5577;Aangewezen persoon beslist;Zundert;2023;0
5578;Aangewezen persoon beslist;Zutphen;2022;0
5579;Aangewezen persoon beslist;Zutphen;2023;0
5580;Aangewezen persoon beslist;Zwartewaterland;2022;0
5581;Aangewezen persoon beslist;Zwartewaterland;2023;0
5582;Aangewezen persoon beslist;Zwijndrecht;2022;0
5583;Aangewezen persoon beslist;Zwijndrecht;2023;0
5584;Aangewezen persoon beslist;Zwolle;2022;1
5585;Aangewezen persoon beslist;Zwolle;2023;1
5586;Geen bezwaar tegen orgaandonatie;Nederland;2022;3315
5587;Geen bezwaar tegen orgaandonatie;Nederland;2023;3291
5588;Geen bezwaar tegen orgaandonatie;Noord-Nederland (LD);2022;337
5589;Geen bezwaar tegen orgaandonatie;Noord-Nederland (LD);2023;336
5590;Geen bezwaar tegen orgaandonatie;Oost-Nederland (LD);2022;661
5591;Geen bezwaar tegen orgaandonatie;Oost-Nederland (LD);2023;660
5592;Geen bezwaar tegen orgaandonatie;West-Nederland (LD);2022;1659
5593;Geen bezwaar tegen orgaandonatie;West-Nederland (LD);2023;1642
5594;Geen bezwaar tegen orgaandonatie;Zuid-Nederland (LD);2022;659
5595;Geen bezwaar tegen orgaandonatie;Zuid-Nederland (LD);2023;653
5596;Geen bezwaar tegen orgaandonatie;Groningen (PV);2022;123
5597;Geen bezwaar tegen orgaandonatie;Groningen (PV);2023;122
5598;Geen bezwaar tegen orgaandonatie;Fryslân (PV);2022;125
5599;Geen bezwaar tegen orgaandonatie;Fryslân (PV);2023;125
5600;Geen bezwaar tegen orgaandonatie;Drenthe (PV);2022;89
5601;Geen bezwaar tegen orgaandonatie;Drenthe (PV);2023;89
5602;Geen bezwaar tegen orgaandonatie;Overijssel (PV);2022;213
5603;Geen bezwaar tegen orgaandonatie;Overijssel (PV);2023;213
5604;Geen bezwaar tegen orgaandonatie;Flevoland (PV);2022;86
5605;Geen bezwaar tegen orgaandonatie;Flevoland (PV);2023;86
5606;Geen bezwaar tegen orgaandonatie;Gelderland (PV);2022;362
5607;Geen bezwaar tegen orgaandonatie;Gelderland (PV);2023;361
5608;Geen bezwaar tegen orgaandonatie;Utrecht (PV);2022;232
5609;Geen bezwaar tegen orgaandonatie;Utrecht (PV);2023;234
5610;Geen bezwaar tegen orgaandonatie;Noord-Holland (PV);2022;603
5611;Geen bezwaar tegen orgaandonatie;Noord-Holland (PV);2023;593
5612;Geen bezwaar tegen orgaandonatie;Zuid-Holland (PV);2022;755
5613;Geen bezwaar tegen orgaandonatie;Zuid-Holland (PV);2023;746
5614;Geen bezwaar tegen orgaandonatie;Zeeland (PV);2022;69
5615;Geen bezwaar tegen orgaandonatie;Zeeland (PV);2023;68
5616;Geen bezwaar tegen orgaandonatie;Noord-Brabant (PV);2022;454
5617;Geen bezwaar tegen orgaandonatie;Noord-Brabant (PV);2023;452
5618;Geen bezwaar tegen orgaandonatie;Limburg (PV);2022;204
5619;Geen bezwaar tegen orgaandonatie;Limburg (PV);2023;201
5620;Geen bezwaar tegen orgaandonatie;Oost-Groningen (CR);2022;26
5621;Geen bezwaar tegen orgaandonatie;Oost-Groningen (CR);2023;26
5622;Geen bezwaar tegen orgaandonatie;Delfzijl en omgeving (CR);2022;9
5623;Geen bezwaar tegen orgaandonatie;Delfzijl en omgeving (CR);2023;9
5624;Geen bezwaar tegen orgaandonatie;Overig Groningen (CR);2022;89
5625;Geen bezwaar tegen orgaandonatie;Overig Groningen (CR);2023;87
5626;Geen bezwaar tegen orgaandonatie;Noord-Friesland (CR);2022;65
5627;Geen bezwaar tegen orgaandonatie;Noord-Friesland (CR);2023;65
5628;Geen bezwaar tegen orgaandonatie;Zuidwest-Friesland (CR);2022;25
5629;Geen bezwaar tegen orgaandonatie;Zuidwest-Friesland (CR);2023;25
5630;Geen bezwaar tegen orgaandonatie;Zuidoost-Friesland (CR);2022;35
5631;Geen bezwaar tegen orgaandonatie;Zuidoost-Friesland (CR);2023;35
5632;Geen bezwaar tegen orgaandonatie;Noord-Drenthe (CR);2022;33
5633;Geen bezwaar tegen orgaandonatie;Noord-Drenthe (CR);2023;33
5634;Geen bezwaar tegen orgaandonatie;Zuidoost-Drenthe (CR);2022;31
5635;Geen bezwaar tegen orgaandonatie;Zuidoost-Drenthe (CR);2023;32
5636;Geen bezwaar tegen orgaandonatie;Zuidwest-Drenthe (CR);2022;24
5637;Geen bezwaar tegen orgaandonatie;Zuidwest-Drenthe (CR);2023;24
5638;Geen bezwaar tegen orgaandonatie;Noord-Overijssel (CR);2022;68
5639;Geen bezwaar tegen orgaandonatie;Noord-Overijssel (CR);2023;69
5640;Geen bezwaar tegen orgaandonatie;Zuidwest-Overijssel (CR);2022;27
5641;Geen bezwaar tegen orgaandonatie;Zuidwest-Overijssel (CR);2023;27
5642;Geen bezwaar tegen orgaandonatie;Twente (CR);2022;118
5643;Geen bezwaar tegen orgaandonatie;Twente (CR);2023;117
5644;Geen bezwaar tegen orgaandonatie;Veluwe (CR);2022;122
5645;Geen bezwaar tegen orgaandonatie;Veluwe (CR);2023;122
5646;Geen bezwaar tegen orgaandonatie;Achterhoek (CR);2022;66
5647;Geen bezwaar tegen orgaandonatie;Achterhoek (CR);2023;66
5648;Geen bezwaar tegen orgaandonatie;Arnhem/Nijmegen (CR);2022;131
5649;Geen bezwaar tegen orgaandonatie;Arnhem/Nijmegen (CR);2023;131
5650;Geen bezwaar tegen orgaandonatie;Zuidwest-Gelderland (CR);2022;43
5651;Geen bezwaar tegen orgaandonatie;Zuidwest-Gelderland (CR);2023;43
5652;Geen bezwaar tegen orgaandonatie;Utrecht (CR);2022;232
5653;Geen bezwaar tegen orgaandonatie;Utrecht (CR);2023;234
5654;Geen bezwaar tegen orgaandonatie;Kop van Noord-Holland (CR);2022;67
5655;Geen bezwaar tegen orgaandonatie;Kop van Noord-Holland (CR);2023;68
5656;Geen bezwaar tegen orgaandonatie;Alkmaar en omgeving (CR);2022;44
5657;Geen bezwaar tegen orgaandonatie;Alkmaar en omgeving (CR);2023;44
5658;Geen bezwaar tegen orgaandonatie;IJmond (CR);2022;37
5659;Geen bezwaar tegen orgaandonatie;IJmond (CR);2023;37
5660;Geen bezwaar tegen orgaandonatie;Agglomeratie Haarlem (CR);2022;45
5661;Geen bezwaar tegen orgaandonatie;Agglomeratie Haarlem (CR);2023;44
5662;Geen bezwaar tegen orgaandonatie;Zaanstreek (CR);2022;33
5663;Geen bezwaar tegen orgaandonatie;Zaanstreek (CR);2023;33
5664;Geen bezwaar tegen orgaandonatie;Groot-Amsterdam (CR);2022;333
5665;Geen bezwaar tegen orgaandonatie;Groot-Amsterdam (CR);2023;323
5666;Geen bezwaar tegen orgaandonatie;Het Gooi en Vechtstreek (CR);2022;43
5667;Geen bezwaar tegen orgaandonatie;Het Gooi en Vechtstreek (CR);2023;43
5668;Geen bezwaar tegen orgaandonatie;Agglomeratie Leiden en Bollenstreek (CR);2022;84
5669;Geen bezwaar tegen orgaandonatie;Agglomeratie Leiden en Bollenstreek (CR);2023;83
5670;Geen bezwaar tegen orgaandonatie;Agglomeratie 's-Gravenhage (CR);2022;195
5671;Geen bezwaar tegen orgaandonatie;Agglomeratie 's-Gravenhage (CR);2023;191
5672;Geen bezwaar tegen orgaandonatie;Delft en Westland (CR);2022;48
5673;Geen bezwaar tegen orgaandonatie;Delft en Westland (CR);2023;47
5674;Geen bezwaar tegen orgaandonatie;Oost-Zuid-Holland (CR);2022;60
5675;Geen bezwaar tegen orgaandonatie;Oost-Zuid-Holland (CR);2023;60
5676;Geen bezwaar tegen orgaandonatie;Groot-Rijnmond (CR);2022;302
5677;Geen bezwaar tegen orgaandonatie;Groot-Rijnmond (CR);2023;299
5678;Geen bezwaar tegen orgaandonatie;Zuidoost-Zuid-Holland (CR);2022;66
5679;Geen bezwaar tegen orgaandonatie;Zuidoost-Zuid-Holland (CR);2023;66
5680;Geen bezwaar tegen orgaandonatie;Zeeuwsch-Vlaanderen (CR);2022;21
5681;Geen bezwaar tegen orgaandonatie;Zeeuwsch-Vlaanderen (CR);2023;20
5682;Geen bezwaar tegen orgaandonatie;Overig Zeeland (CR);2022;48
5683;Geen bezwaar tegen orgaandonatie;Overig Zeeland (CR);2023;48
5684;Geen bezwaar tegen orgaandonatie;West-Noord-Brabant (CR);2022;112
5685;Geen bezwaar tegen orgaandonatie;West-Noord-Brabant (CR);2023;111
5686;Geen bezwaar tegen orgaandonatie;Midden-Noord-Brabant (CR);2022;89
5687;Geen bezwaar tegen orgaandonatie;Midden-Noord-Brabant (CR);2023;89
5688;Geen bezwaar tegen orgaandonatie;Noordoost-Noord-Brabant (CR);2022;110
5689;Geen bezwaar tegen orgaandonatie;Noordoost-Noord-Brabant (CR);2023;110
5690;Geen bezwaar tegen orgaandonatie;Zuidoost-Noord-Brabant (CR);2022;143
5691;Geen bezwaar tegen orgaandonatie;Zuidoost-Noord-Brabant (CR);2023;142
5692;Geen bezwaar tegen orgaandonatie;Noord-Limburg (CR);2022;49
5693;Geen bezwaar tegen orgaandonatie;Noord-Limburg (CR);2023;49
5694;Geen bezwaar tegen orgaandonatie;Midden-Limburg (CR);2022;43
5695;Geen bezwaar tegen orgaandonatie;Midden-Limburg (CR);2023;42
5696;Geen bezwaar tegen orgaandonatie;Zuid-Limburg (CR);2022;112
5697;Geen bezwaar tegen orgaandonatie;Zuid-Limburg (CR);2023;109
5698;Geen bezwaar tegen orgaandonatie;Flevoland (CR);2022;86
5699;Geen bezwaar tegen orgaandonatie;Flevoland (CR);2023;86
5700;Geen bezwaar tegen orgaandonatie;Aa en Hunze;2022;4
5701;Geen bezwaar tegen orgaandonatie;Aa en Hunze;2023;4
5702;Geen bezwaar tegen orgaandonatie;Aalsmeer;2022;6
5703;Geen bezwaar tegen orgaandonatie;Aalsmeer;2023;6
5704;Geen bezwaar tegen orgaandonatie;Aalten;2022;4
5705;Geen bezwaar tegen orgaandonatie;Aalten;2023;4
5706;Geen bezwaar tegen orgaandonatie;Achtkarspelen;2022;6
5707;Geen bezwaar tegen orgaandonatie;Achtkarspelen;2023;6
5708;Geen bezwaar tegen orgaandonatie;Alblasserdam;2022;3
5709;Geen bezwaar tegen orgaandonatie;Alblasserdam;2023;3
5710;Geen bezwaar tegen orgaandonatie;Albrandswaard;2022;5
