ID;BedrijfstakkenBranchesSBI2008;Perioden;BeloningsverschilTussenManEnVrouw_1
47;A Landbouw, bosbouw en visserij;2023;84.0
48;B Delfstoffenwinning;2008;71.3
49;B Delfstoffenwinning;2009;74.7
50;B Delfstoffenwinning;2010;72.5
51;B Delfstoffenwinning;2011;75.1
52;B Delfstoffenwinning;2012;74.4
53;B Delfstoffenwinning;2013;81.5
54;B Delfstoffenwinning;2014;81.9
55;B Delfstoffenwinning;2015;81.6
56;B Delfstoffenwinning;2016;82.8
57;B Delfstoffenwinning;2017;87.0
58;B Delfstoffenwinning;2018;87.4
59;B Delfstoffenwinning;2019;84.6
60;B Delfstoffenwinning;2020;82.1
61;B Delfstoffenwinning;2021;83.5
62;B Delfstoffenwinning;2022;83.5
63;B Delfstoffenwinning;2023;85.6
64;B-E Nijverheid (geen bouw) en energie;2008;78.2
65;B-E Nijverheid (geen bouw) en energie;2009;79.1
66;B-E Nijverheid (geen bouw) en energie;2010;79.4
67;B-E Nijverheid (geen bouw) en energie;2011;79.5
68;B-E Nijverheid (geen bouw) en energie;2012;80.4
69;B-E Nijverheid (geen bouw) en energie;2013;81.1
70;B-E Nijverheid (geen bouw) en energie;2014;81.2
71;B-E Nijverheid (geen bouw) en energie;2015;81.1
72;B-E Nijverheid (geen bouw) en energie;2016;82.2
73;B-E Nijverheid (geen bouw) en energie;2017;82.4
74;B-E Nijverheid (geen bouw) en energie;2018;82.9
75;B-E Nijverheid (geen bouw) en energie;2019;83.5
76;B-E Nijverheid (geen bouw) en energie;2020;83.5
77;B-E Nijverheid (geen bouw) en energie;2021;84.5
78;B-E Nijverheid (geen bouw) en energie;2022;85.4
79;B-E Nijverheid (geen bouw) en energie;2023;86.2
80;B-F Nijverheid en energie;2008;78.9
81;B-F Nijverheid en energie;2009;79.6
82;B-F Nijverheid en energie;2010;80.0
83;B-F Nijverheid en energie;2011;80.3
84;B-F Nijverheid en energie;2012;81.4
85;B-F Nijverheid en energie;2013;82.2
86;B-F Nijverheid en energie;2014;82.4
87;B-F Nijverheid en energie;2015;82.7
88;B-F Nijverheid en energie;2016;83.5
89;B-F Nijverheid en energie;2017;84.0
90;B-F Nijverheid en energie;2018;84.6
91;B-F Nijverheid en energie;2019;85.3
92;B-F Nijverheid en energie;2020;85.6
93;B-F Nijverheid en energie;2021;86.5
94;B-F Nijverheid en energie;2022;87.4
95;B-F Nijverheid en energie;2023;88.3
96;C Industrie;2008;77.7
97;C Industrie;2009;78.4
98;C Industrie;2010;78.7
99;C Industrie;2011;78.8
100;C Industrie;2012;79.5
101;C Industrie;2013;80.4
102;C Industrie;2014;80.4
103;C Industrie;2015;80.3
104;C Industrie;2016;81.4
105;C Industrie;2017;81.3
106;C Industrie;2018;81.8
107;C Industrie;2019;82.5
108;C Industrie;2020;82.5
109;C Industrie;2021;83.5
110;C Industrie;2022;84.5
111;C Industrie;2023;85.4
112;D Energievoorziening;2008;75.5
113;D Energievoorziening;2009;75.6
114;D Energievoorziening;2010;77.0
115;D Energievoorziening;2011;77.4
116;D Energievoorziening;2012;79.8
117;D Energievoorziening;2013;81.2
118;D Energievoorziening;2014;82.3
119;D Energievoorziening;2015;82.7
120;D Energievoorziening;2016;84.0
121;D Energievoorziening;2017;87.7
122;D Energievoorziening;2018;88.8
123;D Energievoorziening;2019;88.1
124;D Energievoorziening;2020;88.4
125;D Energievoorziening;2021;87.6
126;D Energievoorziening;2022;88.7
127;D Energievoorziening;2023;89.8
128;E Waterbedrijven en afvalbeheer;2008;95.9
129;E Waterbedrijven en afvalbeheer;2009;96.5
130;E Waterbedrijven en afvalbeheer;2010;96.8
131;E Waterbedrijven en afvalbeheer;2011;96.7
132;E Waterbedrijven en afvalbeheer;2012;98.0
133;E Waterbedrijven en afvalbeheer;2013;96.9
134;E Waterbedrijven en afvalbeheer;2014;97.7
135;E Waterbedrijven en afvalbeheer;2015;97.9
136;E Waterbedrijven en afvalbeheer;2016;99.0
137;E Waterbedrijven en afvalbeheer;2017;99.4
138;E Waterbedrijven en afvalbeheer;2018;100.7
139;E Waterbedrijven en afvalbeheer;2019;101.4
140;E Waterbedrijven en afvalbeheer;2020;101.3
141;E Waterbedrijven en afvalbeheer;2021;100.7
142;E Waterbedrijven en afvalbeheer;2022;100.0
143;E Waterbedrijven en afvalbeheer;2023;99.5
144;F Bouwnijverheid;2008;83.1
145;F Bouwnijverheid;2009;83.7
146;F Bouwnijverheid;2010;84.0
147;F Bouwnijverheid;2011;84.4
148;F Bouwnijverheid;2012;85.2
149;F Bouwnijverheid;2013;86.3
150;F Bouwnijverheid;2014;86.6
151;F Bouwnijverheid;2015;87.0
152;F Bouwnijverheid;2016;88.4
153;F Bouwnijverheid;2017;89.9
154;F Bouwnijverheid;2018;90.5
155;F Bouwnijverheid;2019;91.1
156;F Bouwnijverheid;2020;91.6
157;F Bouwnijverheid;2021;91.9
158;F Bouwnijverheid;2022;92.7
159;F Bouwnijverheid;2023;92.9
160;G-I Handel, vervoer en horeca;2008;72.4
161;G-I Handel, vervoer en horeca;2009;73.1
162;G-I Handel, vervoer en horeca;2010;74.0
163;G-I Handel, vervoer en horeca;2011;74.1
164;G-I Handel, vervoer en horeca;2012;75.1
165;G-I Handel, vervoer en horeca;2013;75.4
166;G-I Handel, vervoer en horeca;2014;75.6
167;G-I Handel, vervoer en horeca;2015;76.0
168;G-I Handel, vervoer en horeca;2016;76.0
169;G-I Handel, vervoer en horeca;2017;76.4
170;G-I Handel, vervoer en horeca;2018;76.7
171;G-I Handel, vervoer en horeca;2019;77.0
172;G-I Handel, vervoer en horeca;2020;77.4
173;G-I Handel, vervoer en horeca;2021;77.8
174;G-I Handel, vervoer en horeca;2022;78.3
175;G-I Handel, vervoer en horeca;2023;79.2
176;G-N Commerciële dienstverlening;2008;73.5
177;G-N Commerciële dienstverlening;2009;73.9
178;G-N Commerciële dienstverlening;2010;74.9
179;G-N Commerciële dienstverlening;2011;75.1
180;G-N Commerciële dienstverlening;2012;75.8
181;G-N Commerciële dienstverlening;2013;76.4
182;G-N Commerciële dienstverlening;2014;76.7
183;G-N Commerciële dienstverlening;2015;76.7
184;G-N Commerciële dienstverlening;2016;77.2
185;G-N Commerciële dienstverlening;2017;77.7
186;G-N Commerciële dienstverlening;2018;78.2
187;G-N Commerciële dienstverlening;2019;78.6
188;G-N Commerciële dienstverlening;2020;79.1
189;G-N Commerciële dienstverlening;2021;79.7
190;G-N Commerciële dienstverlening;2022;80.2
191;G-N Commerciële dienstverlening;2023;81.0
192;G Handel;2008;70.0
193;G Handel;2009;70.7
194;G Handel;2010;71.8
195;G Handel;2011;72.0
196;G Handel;2012;72.9
197;G Handel;2013;73.5
198;G Handel;2014;73.9
199;G Handel;2015;74.4
200;G Handel;2016;74.2
201;G Handel;2017;74.6
202;G Handel;2018;75.2
203;G Handel;2019;75.6
204;G Handel;2020;75.8
205;G Handel;2021;76.4
206;G Handel;2022;77.0
207;G Handel;2023;78.4
208;H Vervoer en opslag;2008;86.7
209;H Vervoer en opslag;2009;87.4
210;H Vervoer en opslag;2010;87.9
211;H Vervoer en opslag;2011;87.8
212;H Vervoer en opslag;2012;88.8
213;H Vervoer en opslag;2013;89.2
214;H Vervoer en opslag;2014;89.4
215;H Vervoer en opslag;2015;89.8
216;H Vervoer en opslag;2016;92.0
217;H Vervoer en opslag;2017;91.7
218;H Vervoer en opslag;2018;90.5
219;H Vervoer en opslag;2019;90.1
220;H Vervoer en opslag;2020;90.6
221;H Vervoer en opslag;2021;90.8
222;H Vervoer en opslag;2022;90.1
223;H Vervoer en opslag;2023;89.8
224;I Horeca;2008;84.8
225;I Horeca;2009;85.4
226;I Horeca;2010;85.7
227;I Horeca;2011;86.2
228;I Horeca;2012;87.1
229;I Horeca;2013;87.0
230;I Horeca;2014;87.4
231;I Horeca;2015;88.0
232;I Horeca;2016;88.1
233;I Horeca;2017;88.4
234;I Horeca;2018;88.6
235;I Horeca;2019;89.2
236;I Horeca;2020;89.9
237;I Horeca;2021;89.1
238;I Horeca;2022;89.1
239;I Horeca;2023;90.2
240;J Informatie en communicatie;2008;79.5
241;J Informatie en communicatie;2009;79.9
242;J Informatie en communicatie;2010;80.5
243;J Informatie en communicatie;2011;79.9
244;J Informatie en communicatie;2012;80.9
245;J Informatie en communicatie;2013;81.7
246;J Informatie en communicatie;2014;81.2
247;J Informatie en communicatie;2015;81.1
248;J Informatie en communicatie;2016;81.8
249;J Informatie en communicatie;2017;81.9
250;J Informatie en communicatie;2018;82.7
251;J Informatie en communicatie;2019;83.2
252;J Informatie en communicatie;2020;83.7
253;J Informatie en communicatie;2021;83.7
254;J Informatie en communicatie;2022;84.8
255;J Informatie en communicatie;2023;85.8
256;K Financiële dienstverlening;2008;67.0
257;K Financiële dienstverlening;2009;67.8
258;K Financiële dienstverlening;2010;68.7
259;K Financiële dienstverlening;2011;69.2
260;K Financiële dienstverlening;2012;70.2
261;K Financiële dienstverlening;2013;71.2
262;K Financiële dienstverlening;2014;71.6
263;K Financiële dienstverlening;2015;71.0
264;K Financiële dienstverlening;2016;71.4
265;K Financiële dienstverlening;2017;71.9
266;K Financiële dienstverlening;2018;73.3
267;K Financiële dienstverlening;2019;74.1
268;K Financiële dienstverlening;2020;75.2
269;K Financiële dienstverlening;2021;76.4
270;K Financiële dienstverlening;2022;77.2
271;K Financiële dienstverlening;2023;78.0
272;L Verhuur en handel van onroerend goed;2008;72.3
273;L Verhuur en handel van onroerend goed;2009;73.3
274;L Verhuur en handel van onroerend goed;2010;76.1
275;L Verhuur en handel van onroerend goed;2011;76.6
276;L Verhuur en handel van onroerend goed;2012;77.8
277;L Verhuur en handel van onroerend goed;2013;78.9
278;L Verhuur en handel van onroerend goed;2014;78.9
279;L Verhuur en handel van onroerend goed;2015;78.8
280;L Verhuur en handel van onroerend goed;2016;79.0
281;L Verhuur en handel van onroerend goed;2017;78.1
282;L Verhuur en handel van onroerend goed;2018;78.4
283;L Verhuur en handel van onroerend goed;2019;79.0
284;L Verhuur en handel van onroerend goed;2020;79.8
285;L Verhuur en handel van onroerend goed;2021;80.3
286;L Verhuur en handel van onroerend goed;2022;81.1
287;L Verhuur en handel van onroerend goed;2023;82.0
288;M-N Zakelijke dienstverlening;2008;75.5
289;M-N Zakelijke dienstverlening;2009;75.4
290;M-N Zakelijke dienstverlening;2010;76.7
291;M-N Zakelijke dienstverlening;2011;76.9
292;M-N Zakelijke dienstverlening;2012;77.3
293;M-N Zakelijke dienstverlening;2013;77.9
294;M-N Zakelijke dienstverlening;2014;78.7
295;M-N Zakelijke dienstverlening;2015;80.2
296;M-N Zakelijke dienstverlening;2016;81.1
297;M-N Zakelijke dienstverlening;2017;82.2
298;M-N Zakelijke dienstverlening;2018;82.9
299;M-N Zakelijke dienstverlening;2019;83.3
300;M-N Zakelijke dienstverlening;2020;83.6
301;M-N Zakelijke dienstverlening;2021;84.1
302;M-N Zakelijke dienstverlening;2022;84.8
303;M-N Zakelijke dienstverlening;2023;85.4
304;M Specialistische zakelijke diensten;2008;68.1
305;M Specialistische zakelijke diensten;2009;69.1
306;M Specialistische zakelijke diensten;2010;70.0
307;M Specialistische zakelijke diensten;2011;69.9
308;M Specialistische zakelijke diensten;2012;71.0
309;M Specialistische zakelijke diensten;2013;72.0
310;M Specialistische zakelijke diensten;2014;72.4
311;M Specialistische zakelijke diensten;2015;73.3
312;M Specialistische zakelijke diensten;2016;74.0
313;M Specialistische zakelijke diensten;2017;74.5
314;M Specialistische zakelijke diensten;2018;75.5
315;M Specialistische zakelijke diensten;2019;76.4
316;M Specialistische zakelijke diensten;2020;77.2
317;M Specialistische zakelijke diensten;2021;78.0
318;M Specialistische zakelijke diensten;2022;79.4
319;M Specialistische zakelijke diensten;2023;80.5
320;N Verhuur en overige zakelijke diensten;2008;88.1
321;N Verhuur en overige zakelijke diensten;2009;88.1
322;N Verhuur en overige zakelijke diensten;2010;88.7
323;N Verhuur en overige zakelijke diensten;2011;88.7
324;N Verhuur en overige zakelijke diensten;2012;88.5
325;N Verhuur en overige zakelijke diensten;2013;88.2
326;N Verhuur en overige zakelijke diensten;2014;89.3
327;N Verhuur en overige zakelijke diensten;2015;90.1
328;N Verhuur en overige zakelijke diensten;2016;90.8
329;N Verhuur en overige zakelijke diensten;2017;91.1
330;N Verhuur en overige zakelijke diensten;2018;91.4
331;N Verhuur en overige zakelijke diensten;2019;91.3
332;N Verhuur en overige zakelijke diensten;2020;91.5
333;N Verhuur en overige zakelijke diensten;2021;92.0
334;N Verhuur en overige zakelijke diensten;2022;91.7
335;N Verhuur en overige zakelijke diensten;2023;91.4
336;O-Q Overheid en zorg;2008;78.8
337;O-Q Overheid en zorg;2009;78.9
338;O-Q Overheid en zorg;2010;80.2
339;O-Q Overheid en zorg;2011;80.8
340;O-Q Overheid en zorg;2012;81.5
341;O-Q Overheid en zorg;2013;83.2
342;O-Q Overheid en zorg;2014;84.3
343;O-Q Overheid en zorg;2015;83.9
344;O-Q Overheid en zorg;2016;83.8
345;O-Q Overheid en zorg;2017;85.2
346;O-Q Overheid en zorg;2018;85.3
347;O-Q Overheid en zorg;2019;85.8
348;O-Q Overheid en zorg;2020;85.8
349;O-Q Overheid en zorg;2021;86.4
350;O-Q Overheid en zorg;2022;87.4
351;O-Q Overheid en zorg;2023;87.6
352;O-U Niet-commerciële dienstverlening;2008;79.2
353;O-U Niet-commerciële dienstverlening;2009;79.2
354;O-U Niet-commerciële dienstverlening;2010;80.4
355;O-U Niet-commerciële dienstverlening;2011;81.0
356;O-U Niet-commerciële dienstverlening;2012;81.7
357;O-U Niet-commerciële dienstverlening;2013;83.2
358;O-U Niet-commerciële dienstverlening;2014;84.3
359;O-U Niet-commerciële dienstverlening;2015;84.0
360;O-U Niet-commerciële dienstverlening;2016;84.0
361;O-U Niet-commerciële dienstverlening;2017;85.2
362;O-U Niet-commerciële dienstverlening;2018;85.5
363;O-U Niet-commerciële dienstverlening;2019;86.0
364;O-U Niet-commerciële dienstverlening;2020;86.0
365;O-U Niet-commerciële dienstverlening;2021;86.6
366;O-U Niet-commerciële dienstverlening;2022;87.6
367;O-U Niet-commerciële dienstverlening;2023;88.0
368;O Openbaar bestuur en overheidsdiensten;2008;89.1
369;O Openbaar bestuur en overheidsdiensten;2009;89.5
370;O Openbaar bestuur en overheidsdiensten;2010;90.7
371;O Openbaar bestuur en overheidsdiensten;2011;91.8
372;O Openbaar bestuur en overheidsdiensten;2012;93.2
373;O Openbaar bestuur en overheidsdiensten;2013;95.4
374;O Openbaar bestuur en overheidsdiensten;2014;96.7
375;O Openbaar bestuur en overheidsdiensten;2015;96.7
376;O Openbaar bestuur en overheidsdiensten;2016;97.5
377;O Openbaar bestuur en overheidsdiensten;2017;99.0
378;O Openbaar bestuur en overheidsdiensten;2018;98.8
379;O Openbaar bestuur en overheidsdiensten;2019;99.6
380;O Openbaar bestuur en overheidsdiensten;2020;99.0
381;O Openbaar bestuur en overheidsdiensten;2021;99.1
382;O Openbaar bestuur en overheidsdiensten;2022;98.9
383;O Openbaar bestuur en overheidsdiensten;2023;99.7
384;P Onderwijs;2008;83.8
385;P Onderwijs;2009;84.1
386;P Onderwijs;2010;84.5
387;P Onderwijs;2011;86.0
388;P Onderwijs;2012;87.0
389;P Onderwijs;2013;87.1
390;P Onderwijs;2014;87.7
391;P Onderwijs;2015;88.2
392;P Onderwijs;2016;88.3
393;P Onderwijs;2017;90.1
394;P Onderwijs;2018;91.0
395;P Onderwijs;2019;91.9
396;P Onderwijs;2020;93.3
397;P Onderwijs;2021;94.0
398;P Onderwijs;2022;95.7
399;P Onderwijs;2023;96.8
400;Q Gezondheids- en welzijnszorg;2008;72.8
401;Q Gezondheids- en welzijnszorg;2009;72.9
402;Q Gezondheids- en welzijnszorg;2010;74.0
403;Q Gezondheids- en welzijnszorg;2011;74.1
404;Q Gezondheids- en welzijnszorg;2012;74.8
405;Q Gezondheids- en welzijnszorg;2013;75.8
406;Q Gezondheids- en welzijnszorg;2014;76.8
407;Q Gezondheids- en welzijnszorg;2015;75.6
408;Q Gezondheids- en welzijnszorg;2016;76.2
409;Q Gezondheids- en welzijnszorg;2017;76.7
410;Q Gezondheids- en welzijnszorg;2018;77.3
411;Q Gezondheids- en welzijnszorg;2019;77.6
412;Q Gezondheids- en welzijnszorg;2020;78.2
413;Q Gezondheids- en welzijnszorg;2021;78.9
414;Q Gezondheids- en welzijnszorg;2022;80.0
415;Q Gezondheids- en welzijnszorg;2023;80.6
416;R-U Cultuur, recreatie, overige diensten;2008;77.7
417;R-U Cultuur, recreatie, overige diensten;2009;78.0
418;R-U Cultuur, recreatie, overige diensten;2010;77.7
419;R-U Cultuur, recreatie, overige diensten;2011;77.4
420;R-U Cultuur, recreatie, overige diensten;2012;78.3
421;R-U Cultuur, recreatie, overige diensten;2013;78.2
422;R-U Cultuur, recreatie, overige diensten;2014;78.2
423;R-U Cultuur, recreatie, overige diensten;2015;78.9
424;R-U Cultuur, recreatie, overige diensten;2016;79.6
425;R-U Cultuur, recreatie, overige diensten;2017;80.2
426;R-U Cultuur, recreatie, overige diensten;2018;80.8
427;R-U Cultuur, recreatie, overige diensten;2019;81.0
428;R-U Cultuur, recreatie, overige diensten;2020;81.7
429;R-U Cultuur, recreatie, overige diensten;2021;82.1
430;R-U Cultuur, recreatie, overige diensten;2022;82.7
431;R-U Cultuur, recreatie, overige diensten;2023;84.1
432;R Cultuur, sport en recreatie;2008;77.6
433;R Cultuur, sport en recreatie;2009;77.6
434;R Cultuur, sport en recreatie;2010;77.8
435;R Cultuur, sport en recreatie;2011;77.3
436;R Cultuur, sport en recreatie;2012;79.0
437;R Cultuur, sport en recreatie;2013;79.3
438;R Cultuur, sport en recreatie;2014;79.5
439;R Cultuur, sport en recreatie;2015;80.1
440;R Cultuur, sport en recreatie;2016;80.7
441;R Cultuur, sport en recreatie;2017;80.8
442;R Cultuur, sport en recreatie;2018;80.9
443;R Cultuur, sport en recreatie;2019;80.6
444;R Cultuur, sport en recreatie;2020;81.0
445;R Cultuur, sport en recreatie;2021;80.9
446;R Cultuur, sport en recreatie;2022;81.7
447;R Cultuur, sport en recreatie;2023;83.2
448;S Overige dienstverlening;2008;78.2
449;S Overige dienstverlening;2009;78.5
450;S Overige dienstverlening;2010;77.5
451;S Overige dienstverlening;2011;77.1
452;S Overige dienstverlening;2012;77.3
453;S Overige dienstverlening;2013;76.8
454;S Overige dienstverlening;2014;76.5
455;S Overige dienstverlening;2015;77.0
456;S Overige dienstverlening;2016;77.5
457;S Overige dienstverlening;2017;78.4
458;S Overige dienstverlening;2018;79.3
459;S Overige dienstverlening;2019;80.0
460;S Overige dienstverlening;2020;81.0
461;S Overige dienstverlening;2021;81.7
462;S Overige dienstverlening;2022;81.6
463;S Overige dienstverlening;2023;82.6
