ID;Geslacht;Leeftijd;Herkomstgroepering;Cijfersoort;Perioden;TotaalOpnamen_1;TotaalOpnamenPer1000Inwoners_2;Dagopnamen_3;DagopnamenPer1000Inwoners_4;KlinischeOpnamen_5;KlinOpnamenPer1000Inwoners_6;VerpleegdagenVanKlinischeOpnamen_7;VerpleegdagenPer1000Inwoners_8;GemiddeldeVerpleegduurPerKlinOpname_9
34;Totaal mannen en vrouwen;Totaal alle leeftijden;Allochtoon totaal;Aantallen;1997;346628.0;134.0;112627.0;43.5;234001.0;90.4;1939989.0;749.7;8.3
35;Totaal mannen en vrouwen;Totaal alle leeftijden;Allochtoon totaal;Aantallen;1998;355650.0;133.7;121014.0;45.5;234636.0;88.2;1911779.0;718.6;8.1
36;Totaal mannen en vrouwen;Totaal alle leeftijden;Allochtoon totaal;Aantallen;1999;366209.0;133.8;129719.0;47.4;236490.0;86.4;1837008.0;671.2;7.8
37;Totaal mannen en vrouwen;Totaal alle leeftijden;Allochtoon totaal;Aantallen;2000;372509.0;131.9;136253.0;48.3;236256.0;83.7;1777654.0;629.7;7.5
38;Totaal mannen en vrouwen;Totaal alle leeftijden;Allochtoon totaal;Aantallen;2001;394666.0;135.3;155668.0;53.4;238998.0;81.9;1750221.0;600.0;7.3
39;Totaal mannen en vrouwen;Totaal alle leeftijden;Allochtoon totaal;Aantallen;2002;430070.0;143.3;178059.0;59.3;252010.0;84.0;1757322.0;585.5;7.0
40;Totaal mannen en vrouwen;Totaal alle leeftijden;Allochtoon totaal;Aantallen;2003;463662.0;151.4;198992.0;65.0;264669.0;86.4;1773867.0;579.2;6.7
41;Totaal mannen en vrouwen;Totaal alle leeftijden;Allochtoon totaal;Aantallen;2004;502919.0;162.0;223070.0;71.8;279849.0;90.1;1794780.0;578.0;6.4
42;Totaal mannen en vrouwen;Totaal alle leeftijden;Allochtoon totaal;Aantallen;2005;529894.0;169.0;238101.0;76.0;291793.0;93.1;1817077.0;579.7;6.2
43;Totaal mannen en vrouwen;Totaal alle leeftijden;Allochtoon totaal;Aantallen;2006;559449.0;177.1;256351.0;81.2;303097.0;96.0;1807880.0;572.4;6.0
44;Totaal mannen en vrouwen;Totaal alle leeftijden;Allochtoon totaal;Aantallen;2007;589957.0;184.8;276725.0;86.7;313232.0;98.1;1821607.0;570.6;5.8
45;Totaal mannen en vrouwen;Totaal alle leeftijden;Allochtoon totaal;Aantallen;2008;629029.0;193.4;300092.0;92.3;328937.0;101.2;1833834.0;563.9;5.6
46;Totaal mannen en vrouwen;Totaal alle leeftijden;Allochtoon totaal;Aantallen;2009;669998.0;201.6;325100.0;97.8;344897.0;103.8;1853807.0;557.8;5.4
47;Totaal mannen en vrouwen;Totaal alle leeftijden;Allochtoon totaal;Aantallen;2010;710875.0;209.5;351315.0;103.5;359561.0;106.0;1857760.0;547.4;5.2
48;Totaal mannen en vrouwen;Totaal alle leeftijden;Westers totaal (exclusief autochtonen);Aantallen;1995;176727.0;133.7;50182.0;38.0;126546.0;95.7;1181174.0;893.3;9.3
49;Totaal mannen en vrouwen;Totaal alle leeftijden;Westers totaal (exclusief autochtonen);Aantallen;1996;182070.0;136.9;55468.0;41.7;126602.0;95.2;1197467.0;900.3;9.5
50;Totaal mannen en vrouwen;Totaal alle leeftijden;Westers totaal (exclusief autochtonen);Aantallen;1997;185907.0;139.0;59951.0;44.8;125956.0;94.2;1162002.0;868.8;9.2
51;Totaal mannen en vrouwen;Totaal alle leeftijden;Westers totaal (exclusief autochtonen);Aantallen;1998;186479.0;138.4;63031.0;46.8;123449.0;91.6;1139720.0;845.7;9.2
52;Totaal mannen en vrouwen;Totaal alle leeftijden;Westers totaal (exclusief autochtonen);Aantallen;1999;190070.0;139.8;67597.0;49.7;122472.0;90.1;1071365.0;787.9;8.7
53;Totaal mannen en vrouwen;Totaal alle leeftijden;Westers totaal (exclusief autochtonen);Aantallen;2000;191491.0;139.1;71489.0;51.9;120002.0;87.2;1020326.0;741.1;8.5
54;Totaal mannen en vrouwen;Totaal alle leeftijden;Westers totaal (exclusief autochtonen);Aantallen;2001;198498.0;142.1;79325.0;56.8;119173.0;85.3;995304.0;712.7;8.4
55;Totaal mannen en vrouwen;Totaal alle leeftijden;Westers totaal (exclusief autochtonen);Aantallen;2002;215212.0;152.5;90544.0;64.2;124667.0;88.3;984945.0;698.0;7.9
56;Totaal mannen en vrouwen;Totaal alle leeftijden;Westers totaal (exclusief autochtonen);Aantallen;2003;230156.0;162.3;100255.0;70.7;129901.0;91.6;975427.0;688.0;7.5
57;Totaal mannen en vrouwen;Totaal alle leeftijden;Westers totaal (exclusief autochtonen);Aantallen;2004;250561.0;176.2;112426.0;79.1;138135.0;97.2;986873.0;694.2;7.1
58;Totaal mannen en vrouwen;Totaal alle leeftijden;Westers totaal (exclusief autochtonen);Aantallen;2005;263082.0;184.6;120973.0;84.9;142109.0;99.7;980978.0;688.2;6.9
59;Totaal mannen en vrouwen;Totaal alle leeftijden;Westers totaal (exclusief autochtonen);Aantallen;2006;278856.0;195.0;132336.0;92.6;146520.0;102.5;975873.0;682.6;6.7
60;Totaal mannen en vrouwen;Totaal alle leeftijden;Westers totaal (exclusief autochtonen);Aantallen;2007;294054.0;204.1;142734.0;99.1;151320.0;105.0;972024.0;674.6;6.4
61;Totaal mannen en vrouwen;Totaal alle leeftijden;Westers totaal (exclusief autochtonen);Aantallen;2008;312451.0;213.4;154050.0;105.2;158401.0;108.2;979810.0;669.1;6.2
62;Totaal mannen en vrouwen;Totaal alle leeftijden;Westers totaal (exclusief autochtonen);Aantallen;2009;333062.0;223.5;166887.0;112.0;166175.0;111.5;993174.0;666.5;6.0
63;Totaal mannen en vrouwen;Totaal alle leeftijden;Westers totaal (exclusief autochtonen);Aantallen;2010;353935.0;233.7;180678.0;119.3;173257.0;114.4;983399.0;649.3;5.7
64;Totaal mannen en vrouwen;Totaal alle leeftijden;Niet-westers totaal;Aantallen;1995;145171.0;126.2;43631.0;37.9;101539.0;88.3;745731.0;648.5;7.3
65;Totaal mannen en vrouwen;Totaal alle leeftijden;Niet-westers totaal;Aantallen;1996;153532.0;128.4;48300.0;40.4;105232.0;88.0;774921.0;648.0;7.4
66;Totaal mannen en vrouwen;Totaal alle leeftijden;Niet-westers totaal;Aantallen;1997;160721.0;128.5;52676.0;42.1;108045.0;86.4;777987.0;622.3;7.2
67;Totaal mannen en vrouwen;Totaal alle leeftijden;Niet-westers totaal;Aantallen;1998;169171.0;128.9;57984.0;44.2;111187.0;84.7;772059.0;588.2;6.9
68;Totaal mannen en vrouwen;Totaal alle leeftijden;Niet-westers totaal;Aantallen;1999;176139.0;127.9;62122.0;45.1;114018.0;82.8;765643.0;555.9;6.7
69;Totaal mannen en vrouwen;Totaal alle leeftijden;Niet-westers totaal;Aantallen;2000;181018.0;125.1;64764.0;44.8;116254.0;80.4;757328.0;523.6;6.5
70;Totaal mannen en vrouwen;Totaal alle leeftijden;Niet-westers totaal;Aantallen;2001;196168.0;129.0;76343.0;50.2;119825.0;78.8;754917.0;496.5;6.3
71;Totaal mannen en vrouwen;Totaal alle leeftijden;Niet-westers totaal;Aantallen;2002;214858.0;135.1;87515.0;55.0;127343.0;80.1;772377.0;485.7;6.1
72;Totaal mannen en vrouwen;Totaal alle leeftijden;Niet-westers totaal;Aantallen;2003;233506.0;142.0;98738.0;60.0;134768.0;81.9;798440.0;485.4;5.9
73;Totaal mannen en vrouwen;Totaal alle leeftijden;Niet-westers totaal;Aantallen;2004;252358.0;149.9;110644.0;65.7;141714.0;84.2;807907.0;479.9;5.7
74;Totaal mannen en vrouwen;Totaal alle leeftijden;Niet-westers totaal;Aantallen;2005;266812.0;156.1;117128.0;68.5;149684.0;87.6;836099.0;489.2;5.6
75;Totaal mannen en vrouwen;Totaal alle leeftijden;Niet-westers totaal;Aantallen;2006;280592.0;162.3;124015.0;71.7;156577.0;90.6;832007.0;481.2;5.3
76;Totaal mannen en vrouwen;Totaal alle leeftijden;Niet-westers totaal;Aantallen;2007;295903.0;168.9;133991.0;76.5;161912.0;92.4;849583.0;485.0;5.2
77;Totaal mannen en vrouwen;Totaal alle leeftijden;Niet-westers totaal;Aantallen;2008;316578.0;177.1;146042.0;81.7;170536.0;95.4;854024.0;477.8;5.0
78;Totaal mannen en vrouwen;Totaal alle leeftijden;Niet-westers totaal;Aantallen;2009;336935.0;183.8;158213.0;86.3;178722.0;97.5;860633.0;469.4;4.8
79;Totaal mannen en vrouwen;Totaal alle leeftijden;Niet-westers totaal;Aantallen;2010;356940.0;190.0;170637.0;90.8;186303.0;99.1;874361.0;465.3;4.7
80;Totaal mannen en vrouwen;Totaal alle leeftijden;Marokko;Aantallen;1995;27208.0;122.7;8333.0;37.6;18875.0;85.1;132198.0;596.2;7.0
81;Totaal mannen en vrouwen;Totaal alle leeftijden;Marokko;Aantallen;1996;28671.0;125.2;9357.0;40.9;19313.0;84.3;133467.0;582.7;6.9
82;Totaal mannen en vrouwen;Totaal alle leeftijden;Marokko;Aantallen;1997;29029.0;122.2;9773.0;41.1;19256.0;81.1;129676.0;545.9;6.7
83;Totaal mannen en vrouwen;Totaal alle leeftijden;Marokko;Aantallen;1998;30762.0;124.3;10557.0;42.7;20205.0;81.7;132571.0;535.8;6.6
84;Totaal mannen en vrouwen;Totaal alle leeftijden;Marokko;Aantallen;1999;32346.0;125.7;11721.0;45.5;20625.0;80.1;130283.0;506.1;6.3
85;Totaal mannen en vrouwen;Totaal alle leeftijden;Marokko;Aantallen;2000;33822.0;126.3;11693.0;43.7;22129.0;82.6;130010.0;485.4;5.9
86;Totaal mannen en vrouwen;Totaal alle leeftijden;Marokko;Aantallen;2001;35853.0;128.8;13971.0;50.2;21883.0;78.6;126179.0;453.2;5.8
87;Totaal mannen en vrouwen;Totaal alle leeftijden;Marokko;Aantallen;2002;38211.0;131.8;14724.0;50.8;23488.0;81.0;128071.0;441.9;5.5
88;Totaal mannen en vrouwen;Totaal alle leeftijden;Marokko;Aantallen;2003;43618.0;145.0;17411.0;57.9;26207.0;87.1;145007.0;481.9;5.5
89;Totaal mannen en vrouwen;Totaal alle leeftijden;Marokko;Aantallen;2004;47809.0;153.7;20164.0;64.8;27645.0;88.9;149415.0;480.3;5.4
90;Totaal mannen en vrouwen;Totaal alle leeftijden;Marokko;Aantallen;2005;50298.0;157.4;20665.0;64.7;29632.0;92.7;158489.0;495.9;5.3
91;Totaal mannen en vrouwen;Totaal alle leeftijden;Marokko;Aantallen;2006;51527.0;157.9;20976.0;64.3;30551.0;93.6;155329.0;476.1;5.1
92;Totaal mannen en vrouwen;Totaal alle leeftijden;Marokko;Aantallen;2007;55136.0;166.0;22978.0;69.2;32158.0;96.8;154846.0;466.2;4.8
93;Totaal mannen en vrouwen;Totaal alle leeftijden;Marokko;Aantallen;2008;60327.0;178.3;26194.0;77.4;34133.0;100.9;162741.0;481.0;4.8
94;Totaal mannen en vrouwen;Totaal alle leeftijden;Marokko;Aantallen;2009;61581.0;178.4;27043.0;78.4;34537.0;100.1;155151.0;449.5;4.5
95;Totaal mannen en vrouwen;Totaal alle leeftijden;Marokko;Aantallen;2010;65471.0;185.8;30107.0;85.4;35364.0;100.4;156066.0;442.9;4.4
96;Totaal mannen en vrouwen;Totaal alle leeftijden;Turkije;Aantallen;1995;37673.0;140.9;11568.0;43.3;26105.0;97.6;181219.0;677.7;6.9
97;Totaal mannen en vrouwen;Totaal alle leeftijden;Turkije;Aantallen;1996;39706.0;144.0;12751.0;46.3;26955.0;97.8;184349.0;668.7;6.8
98;Totaal mannen en vrouwen;Totaal alle leeftijden;Turkije;Aantallen;1997;41171.0;144.5;14020.0;49.2;27151.0;95.3;183409.0;643.8;6.8
99;Totaal mannen en vrouwen;Totaal alle leeftijden;Turkije;Aantallen;1998;42300.0;143.5;15028.0;51.0;27272.0;92.5;177003.0;600.6;6.5
100;Totaal mannen en vrouwen;Totaal alle leeftijden;Turkije;Aantallen;1999;42712.0;140.5;15746.0;51.8;26966.0;88.7;170338.0;560.1;6.3
101;Totaal mannen en vrouwen;Totaal alle leeftijden;Turkije;Aantallen;2000;43285.0;137.7;16390.0;52.1;26895.0;85.6;163533.0;520.3;6.1
102;Totaal mannen en vrouwen;Totaal alle leeftijden;Turkije;Aantallen;2001;46144.0;142.0;18975.0;58.4;27168.0;83.6;159049.0;489.3;5.9
103;Totaal mannen en vrouwen;Totaal alle leeftijden;Turkije;Aantallen;2002;49478.0;147.3;21165.0;63.0;28313.0;84.3;159339.0;474.3;5.6
104;Totaal mannen en vrouwen;Totaal alle leeftijden;Turkije;Aantallen;2003;53827.0;155.4;23928.0;69.1;29899.0;86.3;163406.0;471.7;5.5
105;Totaal mannen en vrouwen;Totaal alle leeftijden;Turkije;Aantallen;2004;58453.0;164.6;26723.0;75.2;31730.0;89.3;169166.0;476.3;5.3
106;Totaal mannen en vrouwen;Totaal alle leeftijden;Turkije;Aantallen;2005;62121.0;171.8;28031.0;77.5;34090.0;94.3;179167.0;495.5;5.3
107;Totaal mannen en vrouwen;Totaal alle leeftijden;Turkije;Aantallen;2006;64630.0;176.4;29346.0;80.1;35285.0;96.3;176054.0;480.6;5.0
108;Totaal mannen en vrouwen;Totaal alle leeftijden;Turkije;Aantallen;2007;67732.0;182.8;31504.0;85.0;36228.0;97.8;176927.0;477.5;4.9
109;Totaal mannen en vrouwen;Totaal alle leeftijden;Turkije;Aantallen;2008;71489.0;190.4;33998.0;90.6;37491.0;99.9;176874.0;471.1;4.7
110;Totaal mannen en vrouwen;Totaal alle leeftijden;Turkije;Aantallen;2009;76153.0;199.9;37259.0;97.8;38894.0;102.1;175749.0;461.3;4.5
111;Totaal mannen en vrouwen;Totaal alle leeftijden;Turkije;Aantallen;2010;79577.0;205.9;39500.0;102.2;40077.0;103.7;177310.0;458.8;4.4
112;Totaal mannen en vrouwen;Totaal alle leeftijden;Suriname;Aantallen;1995;35220.0;126.6;10570.0;38.0;24650.0;88.6;199979.0;718.8;8.1
113;Totaal mannen en vrouwen;Totaal alle leeftijden;Suriname;Aantallen;1996;36414.0;128.7;11300.0;39.9;25114.0;88.8;212148.0;749.7;8.4
114;Totaal mannen en vrouwen;Totaal alle leeftijden;Suriname;Aantallen;1997;37450.0;130.0;12031.0;41.8;25419.0;88.2;207009.0;718.7;8.1
115;Totaal mannen en vrouwen;Totaal alle leeftijden;Suriname;Aantallen;1998;38144.0;129.9;13174.0;44.9;24970.0;85.0;195886.0;667.0;7.8
116;Totaal mannen en vrouwen;Totaal alle leeftijden;Suriname;Aantallen;1999;39110.0;130.5;13582.0;45.3;25528.0;85.2;191144.0;637.6;7.5
117;Totaal mannen en vrouwen;Totaal alle leeftijden;Suriname;Aantallen;2000;38679.0;126.6;13892.0;45.5;24786.0;81.1;187071.0;612.1;7.5
118;Totaal mannen en vrouwen;Totaal alle leeftijden;Suriname;Aantallen;2001;42075.0;134.9;16775.0;53.8;25300.0;81.1;186917.0;599.2;7.4
119;Totaal mannen en vrouwen;Totaal alle leeftijden;Suriname;Aantallen;2002;46372.0;145.9;20369.0;64.1;26003.0;81.8;185286.0;583.0;7.1
120;Totaal mannen en vrouwen;Totaal alle leeftijden;Suriname;Aantallen;2003;48902.0;151.5;21869.0;67.7;27033.0;83.7;183562.0;568.7;6.8
121;Totaal mannen en vrouwen;Totaal alle leeftijden;Suriname;Aantallen;2004;53532.0;163.6;25202.0;77.0;28330.0;86.6;184313.0;563.3;6.5
122;Totaal mannen en vrouwen;Totaal alle leeftijden;Suriname;Aantallen;2005;57422.0;173.7;27431.0;83.0;29991.0;90.7;188129.0;569.2;6.3
123;Totaal mannen en vrouwen;Totaal alle leeftijden;Suriname;Aantallen;2006;60214.0;181.0;28875.0;86.8;31339.0;94.2;188457.0;566.5;6.0
124;Totaal mannen en vrouwen;Totaal alle leeftijden;Suriname;Aantallen;2007;62649.0;187.2;30549.0;91.3;32100.0;95.9;192567.0;575.5;6.0
125;Totaal mannen en vrouwen;Totaal alle leeftijden;Suriname;Aantallen;2008;66538.0;197.3;32961.0;97.7;33578.0;99.6;190082.0;563.7;5.7
126;Totaal mannen en vrouwen;Totaal alle leeftijden;Suriname;Aantallen;2009;72326.0;212.5;36649.0;107.7;35678.0;104.8;195361.0;573.9;5.5
127;Totaal mannen en vrouwen;Totaal alle leeftijden;Suriname;Aantallen;2010;76079.0;221.5;39089.0;113.8;36990.0;107.7;193213.0;562.6;5.2
128;Totaal mannen en vrouwen;Totaal alle leeftijden;(voormalig) Nederlandse Antillen + Aruba;Aantallen;1995;10632.0;123.0;3294.0;38.1;7338.0;84.9;54152.0;626.4;7.4
129;Totaal mannen en vrouwen;Totaal alle leeftijden;(voormalig) Nederlandse Antillen + Aruba;Aantallen;1996;10436.0;119.1;3374.0;38.5;7062.0;80.6;53890.0;614.8;7.6
130;Totaal mannen en vrouwen;Totaal alle leeftijden;(voormalig) Nederlandse Antillen + Aruba;Aantallen;1997;11017.0;121.8;3649.0;40.4;7368.0;81.5;55036.0;608.6;7.5
131;Totaal mannen en vrouwen;Totaal alle leeftijden;(voormalig) Nederlandse Antillen + Aruba;Aantallen;1998;11591.0;121.2;3949.0;41.3;7642.0;79.9;55653.0;581.8;7.3
132;Totaal mannen en vrouwen;Totaal alle leeftijden;(voormalig) Nederlandse Antillen + Aruba;Aantallen;1999;12548.0;121.6;4120.0;39.9;8428.0;81.7;58430.0;566.2;6.9
133;Totaal mannen en vrouwen;Totaal alle leeftijden;(voormalig) Nederlandse Antillen + Aruba;Aantallen;2000;13208.0;117.7;4586.0;40.9;8622.0;76.9;62171.0;554.2;7.2
134;Totaal mannen en vrouwen;Totaal alle leeftijden;(voormalig) Nederlandse Antillen + Aruba;Aantallen;2001;15071.0;124.5;5534.0;45.7;9537.0;78.8;62181.0;513.7;6.5
135;Totaal mannen en vrouwen;Totaal alle leeftijden;(voormalig) Nederlandse Antillen + Aruba;Aantallen;2002;16681.0;131.2;6363.0;50.1;10318.0;81.2;68252.0;536.9;6.6
136;Totaal mannen en vrouwen;Totaal alle leeftijden;(voormalig) Nederlandse Antillen + Aruba;Aantallen;2003;17183.0;132.2;6946.0;53.5;10237.0;78.8;64359.0;495.3;6.3
137;Totaal mannen en vrouwen;Totaal alle leeftijden;(voormalig) Nederlandse Antillen + Aruba;Aantallen;2004;18645.0;142.8;7834.0;60.0;10811.0;82.8;66632.0;510.3;6.2
138;Totaal mannen en vrouwen;Totaal alle leeftijden;(voormalig) Nederlandse Antillen + Aruba;Aantallen;2005;19681.0;151.3;8494.0;65.3;11187.0;86.0;65736.0;505.3;5.9
139;Totaal mannen en vrouwen;Totaal alle leeftijden;(voormalig) Nederlandse Antillen + Aruba;Aantallen;2006;21515.0;165.7;9536.0;73.4;11979.0;92.3;68658.0;528.8;5.7
140;Totaal mannen en vrouwen;Totaal alle leeftijden;(voormalig) Nederlandse Antillen + Aruba;Aantallen;2007;22913.0;174.9;10484.0;80.0;12428.0;94.9;68106.0;520.0;5.5
141;Totaal mannen en vrouwen;Totaal alle leeftijden;(voormalig) Nederlandse Antillen + Aruba;Aantallen;2008;24833.0;186.2;11512.0;86.3;13322.0;99.9;68544.0;513.9;5.1
142;Totaal mannen en vrouwen;Totaal alle leeftijden;(voormalig) Nederlandse Antillen + Aruba;Aantallen;2009;26093.0;191.1;11955.0;87.5;14139.0;103.5;71629.0;524.6;5.1
143;Totaal mannen en vrouwen;Totaal alle leeftijden;(voormalig) Nederlandse Antillen + Aruba;Aantallen;2010;27619.0;197.4;12902.0;92.2;14717.0;105.2;70964.0;507.2;4.8
144;Totaal mannen en vrouwen;Totaal alle leeftijden;Overig niet-westers;Aantallen;1995;34438.0;116.3;9867.0;33.3;24571.0;83.0;178183.0;601.7;7.3
145;Totaal mannen en vrouwen;Totaal alle leeftijden;Overig niet-westers;Aantallen;1996;38305.0;119.5;11517.0;35.9;26788.0;83.6;191066.0;595.9;7.1
146;Totaal mannen en vrouwen;Totaal alle leeftijden;Overig niet-westers;Aantallen;1997;42054.0;120.4;13203.0;37.8;28852.0;82.6;202855.0;580.6;7.0
147;Totaal mannen en vrouwen;Totaal alle leeftijden;Overig niet-westers;Aantallen;1998;46373.0;121.7;15274.0;40.1;31099.0;81.6;210946.0;553.5;6.8
148;Totaal mannen en vrouwen;Totaal alle leeftijden;Overig niet-westers;Aantallen;1999;49422.0;119.8;16952.0;41.1;32470.0;78.7;215447.0;522.1;6.6
149;Totaal mannen en vrouwen;Totaal alle leeftijden;Overig niet-westers;Aantallen;2000;52024.0;116.5;18203.0;40.8;33821.0;75.7;214542.0;480.5;6.3
150;Totaal mannen en vrouwen;Totaal alle leeftijden;Overig niet-westers;Aantallen;2001;57025.0;117.8;21088.0;43.6;35937.0;74.2;220591.0;455.8;6.1
151;Totaal mannen en vrouwen;Totaal alle leeftijden;Overig niet-westers;Aantallen;2002;64116.0;123.4;24894.0;47.9;39223.0;75.5;231429.0;445.5;5.9
152;Totaal mannen en vrouwen;Totaal alle leeftijden;Overig niet-westers;Aantallen;2003;69975.0;128.4;28584.0;52.5;41392.0;76.0;242106.0;444.3;5.8
153;Totaal mannen en vrouwen;Totaal alle leeftijden;Overig niet-westers;Aantallen;2004;73919.0;132.2;30720.0;54.9;43199.0;77.2;238381.0;426.2;5.5
