ID;Geslacht;KenmerkenVanPersonen;TypeMaatwerkarrangement;RegioS;Perioden;WmoClienten_1;WmoClientenPer1000Inwoners_2
5019;Totaal mannen en vrouwen;Totaal personen;Totaal;Raalte;1e halfjaar 2020;2375.0;63.0
5020;Totaal mannen en vrouwen;Totaal personen;Totaal;Raalte;2e halfjaar 2020;2430.0;64.0
5021;Totaal mannen en vrouwen;Totaal personen;Totaal;Raalte;2020;2580.0;68.0
5022;Totaal mannen en vrouwen;Totaal personen;Totaal;Reimerswaal;1e halfjaar 2015;;
5023;Totaal mannen en vrouwen;Totaal personen;Totaal;Reimerswaal;2e halfjaar 2015;;
5024;Totaal mannen en vrouwen;Totaal personen;Totaal;Reimerswaal;2015;;
5025;Totaal mannen en vrouwen;Totaal personen;Totaal;Reimerswaal;1e halfjaar 2016;;
5026;Totaal mannen en vrouwen;Totaal personen;Totaal;Reimerswaal;2e halfjaar 2016;;
5027;Totaal mannen en vrouwen;Totaal personen;Totaal;Reimerswaal;2016;;
5028;Totaal mannen en vrouwen;Totaal personen;Totaal;Reimerswaal;1e halfjaar 2017;;
5029;Totaal mannen en vrouwen;Totaal personen;Totaal;Reimerswaal;2e halfjaar 2017;;
5030;Totaal mannen en vrouwen;Totaal personen;Totaal;Reimerswaal;2017;;
5031;Totaal mannen en vrouwen;Totaal personen;Totaal;Reimerswaal;1e halfjaar 2018;;
5032;Totaal mannen en vrouwen;Totaal personen;Totaal;Reimerswaal;2e halfjaar 2018;1090.0;48.0
5033;Totaal mannen en vrouwen;Totaal personen;Totaal;Reimerswaal;2018;;
5034;Totaal mannen en vrouwen;Totaal personen;Totaal;Reimerswaal;1e halfjaar 2019;1090.0;48.0
5035;Totaal mannen en vrouwen;Totaal personen;Totaal;Reimerswaal;2e halfjaar 2019;1125.0;50.0
5036;Totaal mannen en vrouwen;Totaal personen;Totaal;Reimerswaal;2019;1175.0;52.0
5037;Totaal mannen en vrouwen;Totaal personen;Totaal;Reimerswaal;1e halfjaar 2020;1195.0;53.0
5038;Totaal mannen en vrouwen;Totaal personen;Totaal;Reimerswaal;2e halfjaar 2020;1215.0;53.0
5039;Totaal mannen en vrouwen;Totaal personen;Totaal;Reimerswaal;2020;1310.0;58.0
5040;Totaal mannen en vrouwen;Totaal personen;Totaal;Renkum;1e halfjaar 2015;1210.0;40.0
5041;Totaal mannen en vrouwen;Totaal personen;Totaal;Renkum;2e halfjaar 2015;1345.0;45.0
5042;Totaal mannen en vrouwen;Totaal personen;Totaal;Renkum;2015;1490.0;45.0
5043;Totaal mannen en vrouwen;Totaal personen;Totaal;Renkum;1e halfjaar 2016;1505.0;48.0
5044;Totaal mannen en vrouwen;Totaal personen;Totaal;Renkum;2e halfjaar 2016;1580.0;51.0
5045;Totaal mannen en vrouwen;Totaal personen;Totaal;Renkum;2016;1765.0;56.0
5046;Totaal mannen en vrouwen;Totaal personen;Totaal;Renkum;1e halfjaar 2017;1675.0;53.0
5047;Totaal mannen en vrouwen;Totaal personen;Totaal;Renkum;2e halfjaar 2017;1730.0;55.0
5048;Totaal mannen en vrouwen;Totaal personen;Totaal;Renkum;2017;1940.0;62.0
5049;Totaal mannen en vrouwen;Totaal personen;Totaal;Renkum;1e halfjaar 2018;1840.0;59.0
5050;Totaal mannen en vrouwen;Totaal personen;Totaal;Renkum;2e halfjaar 2018;1910.0;61.0
5051;Totaal mannen en vrouwen;Totaal personen;Totaal;Renkum;2018;2085.0;67.0
5052;Totaal mannen en vrouwen;Totaal personen;Totaal;Renkum;1e halfjaar 2019;2000.0;64.0
5053;Totaal mannen en vrouwen;Totaal personen;Totaal;Renkum;2e halfjaar 2019;2110.0;67.0
5054;Totaal mannen en vrouwen;Totaal personen;Totaal;Renkum;2019;2285.0;73.0
5055;Totaal mannen en vrouwen;Totaal personen;Totaal;Renkum;1e halfjaar 2020;2150.0;68.0
5056;Totaal mannen en vrouwen;Totaal personen;Totaal;Renkum;2e halfjaar 2020;2190.0;70.0
5057;Totaal mannen en vrouwen;Totaal personen;Totaal;Renkum;2020;2390.0;76.0
5058;Totaal mannen en vrouwen;Totaal personen;Totaal;Renswoude;1e halfjaar 2015;;
5059;Totaal mannen en vrouwen;Totaal personen;Totaal;Renswoude;2e halfjaar 2015;;
5060;Totaal mannen en vrouwen;Totaal personen;Totaal;Renswoude;2015;;
5061;Totaal mannen en vrouwen;Totaal personen;Totaal;Renswoude;1e halfjaar 2016;;
5062;Totaal mannen en vrouwen;Totaal personen;Totaal;Renswoude;2e halfjaar 2016;;
5063;Totaal mannen en vrouwen;Totaal personen;Totaal;Renswoude;2016;;
5064;Totaal mannen en vrouwen;Totaal personen;Totaal;Renswoude;1e halfjaar 2017;;
5065;Totaal mannen en vrouwen;Totaal personen;Totaal;Renswoude;2e halfjaar 2017;;
5066;Totaal mannen en vrouwen;Totaal personen;Totaal;Renswoude;2017;;
5067;Totaal mannen en vrouwen;Totaal personen;Totaal;Renswoude;1e halfjaar 2018;;
5068;Totaal mannen en vrouwen;Totaal personen;Totaal;Renswoude;2e halfjaar 2018;;
5069;Totaal mannen en vrouwen;Totaal personen;Totaal;Renswoude;2018;;
5070;Totaal mannen en vrouwen;Totaal personen;Totaal;Renswoude;1e halfjaar 2019;150.0;29.0
5071;Totaal mannen en vrouwen;Totaal personen;Totaal;Renswoude;2e halfjaar 2019;;
5072;Totaal mannen en vrouwen;Totaal personen;Totaal;Renswoude;2019;;
5073;Totaal mannen en vrouwen;Totaal personen;Totaal;Renswoude;1e halfjaar 2020;155.0;28.0
5074;Totaal mannen en vrouwen;Totaal personen;Totaal;Renswoude;2e halfjaar 2020;155.0;28.0
5075;Totaal mannen en vrouwen;Totaal personen;Totaal;Renswoude;2020;175.0;32.0
5076;Totaal mannen en vrouwen;Totaal personen;Totaal;Reusel-De Mierden;1e halfjaar 2015;465.0;35.0
5077;Totaal mannen en vrouwen;Totaal personen;Totaal;Reusel-De Mierden;2e halfjaar 2015;410.0;30.0
5078;Totaal mannen en vrouwen;Totaal personen;Totaal;Reusel-De Mierden;2015;490.0;40.0
5079;Totaal mannen en vrouwen;Totaal personen;Totaal;Reusel-De Mierden;1e halfjaar 2016;380.0;30.0
5080;Totaal mannen en vrouwen;Totaal personen;Totaal;Reusel-De Mierden;2e halfjaar 2016;380.0;30.0
5081;Totaal mannen en vrouwen;Totaal personen;Totaal;Reusel-De Mierden;2016;415.0;32.0
5082;Totaal mannen en vrouwen;Totaal personen;Totaal;Reusel-De Mierden;1e halfjaar 2017;500.0;39.0
5083;Totaal mannen en vrouwen;Totaal personen;Totaal;Reusel-De Mierden;2e halfjaar 2017;505.0;39.0
5084;Totaal mannen en vrouwen;Totaal personen;Totaal;Reusel-De Mierden;2017;540.0;42.0
5085;Totaal mannen en vrouwen;Totaal personen;Totaal;Reusel-De Mierden;1e halfjaar 2018;520.0;40.0
5086;Totaal mannen en vrouwen;Totaal personen;Totaal;Reusel-De Mierden;2e halfjaar 2018;;
5087;Totaal mannen en vrouwen;Totaal personen;Totaal;Reusel-De Mierden;2018;;
5088;Totaal mannen en vrouwen;Totaal personen;Totaal;Reusel-De Mierden;1e halfjaar 2019;560.0;43.0
5089;Totaal mannen en vrouwen;Totaal personen;Totaal;Reusel-De Mierden;2e halfjaar 2019;595.0;46.0
5090;Totaal mannen en vrouwen;Totaal personen;Totaal;Reusel-De Mierden;2019;630.0;48.0
5091;Totaal mannen en vrouwen;Totaal personen;Totaal;Reusel-De Mierden;1e halfjaar 2020;625.0;48.0
5092;Totaal mannen en vrouwen;Totaal personen;Totaal;Reusel-De Mierden;2e halfjaar 2020;635.0;48.0
5093;Totaal mannen en vrouwen;Totaal personen;Totaal;Reusel-De Mierden;2020;685.0;52.0
5094;Totaal mannen en vrouwen;Totaal personen;Totaal;Rheden;1e halfjaar 2015;3420.0;80.0
5095;Totaal mannen en vrouwen;Totaal personen;Totaal;Rheden;2e halfjaar 2015;3385.0;80.0
5096;Totaal mannen en vrouwen;Totaal personen;Totaal;Rheden;2015;3655.0;85.0
5097;Totaal mannen en vrouwen;Totaal personen;Totaal;Rheden;1e halfjaar 2016;2960.0;68.0
5098;Totaal mannen en vrouwen;Totaal personen;Totaal;Rheden;2e halfjaar 2016;2965.0;68.0
5099;Totaal mannen en vrouwen;Totaal personen;Totaal;Rheden;2016;3255.0;74.0
5100;Totaal mannen en vrouwen;Totaal personen;Totaal;Rheden;1e halfjaar 2017;2500.0;57.0
5101;Totaal mannen en vrouwen;Totaal personen;Totaal;Rheden;2e halfjaar 2017;2530.0;58.0
5102;Totaal mannen en vrouwen;Totaal personen;Totaal;Rheden;2017;2805.0;64.0
5103;Totaal mannen en vrouwen;Totaal personen;Totaal;Rheden;1e halfjaar 2018;2535.0;58.0
5104;Totaal mannen en vrouwen;Totaal personen;Totaal;Rheden;2e halfjaar 2018;2570.0;59.0
5105;Totaal mannen en vrouwen;Totaal personen;Totaal;Rheden;2018;2875.0;66.0
5106;Totaal mannen en vrouwen;Totaal personen;Totaal;Rheden;1e halfjaar 2019;3345.0;77.0
5107;Totaal mannen en vrouwen;Totaal personen;Totaal;Rheden;2e halfjaar 2019;3490.0;80.0
5108;Totaal mannen en vrouwen;Totaal personen;Totaal;Rheden;2019;3815.0;87.0
5109;Totaal mannen en vrouwen;Totaal personen;Totaal;Rheden;1e halfjaar 2020;3325.0;76.0
5110;Totaal mannen en vrouwen;Totaal personen;Totaal;Rheden;2e halfjaar 2020;3240.0;74.0
5111;Totaal mannen en vrouwen;Totaal personen;Totaal;Rheden;2020;3620.0;83.0
5112;Totaal mannen en vrouwen;Totaal personen;Totaal;Rhenen;1e halfjaar 2015;1015.0;55.0
5113;Totaal mannen en vrouwen;Totaal personen;Totaal;Rhenen;2e halfjaar 2015;;
5114;Totaal mannen en vrouwen;Totaal personen;Totaal;Rhenen;2015;;
5115;Totaal mannen en vrouwen;Totaal personen;Totaal;Rhenen;1e halfjaar 2016;;
5116;Totaal mannen en vrouwen;Totaal personen;Totaal;Rhenen;2e halfjaar 2016;1075.0;55.0
5117;Totaal mannen en vrouwen;Totaal personen;Totaal;Rhenen;2016;;
5118;Totaal mannen en vrouwen;Totaal personen;Totaal;Rhenen;1e halfjaar 2017;1085.0;55.0
5119;Totaal mannen en vrouwen;Totaal personen;Totaal;Rhenen;2e halfjaar 2017;1110.0;57.0
5120;Totaal mannen en vrouwen;Totaal personen;Totaal;Rhenen;2017;1185.0;60.0
5121;Totaal mannen en vrouwen;Totaal personen;Totaal;Rhenen;1e halfjaar 2018;1130.0;57.0
5122;Totaal mannen en vrouwen;Totaal personen;Totaal;Rhenen;2e halfjaar 2018;1100.0;56.0
5123;Totaal mannen en vrouwen;Totaal personen;Totaal;Rhenen;2018;1205.0;61.0
5124;Totaal mannen en vrouwen;Totaal personen;Totaal;Rhenen;1e halfjaar 2019;1065.0;53.0
5125;Totaal mannen en vrouwen;Totaal personen;Totaal;Rhenen;2e halfjaar 2019;1075.0;54.0
5126;Totaal mannen en vrouwen;Totaal personen;Totaal;Rhenen;2019;1175.0;59.0
5127;Totaal mannen en vrouwen;Totaal personen;Totaal;Rhenen;1e halfjaar 2020;1100.0;55.0
5128;Totaal mannen en vrouwen;Totaal personen;Totaal;Rhenen;2e halfjaar 2020;1090.0;54.0
5129;Totaal mannen en vrouwen;Totaal personen;Totaal;Rhenen;2020;1180.0;59.0
5130;Totaal mannen en vrouwen;Totaal personen;Totaal;Ridderkerk;1e halfjaar 2015;2840.0;65.0
5131;Totaal mannen en vrouwen;Totaal personen;Totaal;Ridderkerk;2e halfjaar 2015;2790.0;60.0
5132;Totaal mannen en vrouwen;Totaal personen;Totaal;Ridderkerk;2015;3005.0;65.0
5133;Totaal mannen en vrouwen;Totaal personen;Totaal;Ridderkerk;1e halfjaar 2016;2895.0;64.0
5134;Totaal mannen en vrouwen;Totaal personen;Totaal;Ridderkerk;2e halfjaar 2016;2900.0;64.0
5135;Totaal mannen en vrouwen;Totaal personen;Totaal;Ridderkerk;2016;3075.0;68.0
5136;Totaal mannen en vrouwen;Totaal personen;Totaal;Ridderkerk;1e halfjaar 2017;3170.0;70.0
5137;Totaal mannen en vrouwen;Totaal personen;Totaal;Ridderkerk;2e halfjaar 2017;3170.0;70.0
5138;Totaal mannen en vrouwen;Totaal personen;Totaal;Ridderkerk;2017;3365.0;74.0
5139;Totaal mannen en vrouwen;Totaal personen;Totaal;Ridderkerk;1e halfjaar 2018;3135.0;68.0
5140;Totaal mannen en vrouwen;Totaal personen;Totaal;Ridderkerk;2e halfjaar 2018;3125.0;68.0
5141;Totaal mannen en vrouwen;Totaal personen;Totaal;Ridderkerk;2018;3340.0;73.0
5142;Totaal mannen en vrouwen;Totaal personen;Totaal;Ridderkerk;1e halfjaar 2019;3355.0;73.0
5143;Totaal mannen en vrouwen;Totaal personen;Totaal;Ridderkerk;2e halfjaar 2019;3430.0;74.0
5144;Totaal mannen en vrouwen;Totaal personen;Totaal;Ridderkerk;2019;3640.0;79.0
5145;Totaal mannen en vrouwen;Totaal personen;Totaal;Ridderkerk;1e halfjaar 2020;3490.0;76.0
5146;Totaal mannen en vrouwen;Totaal personen;Totaal;Ridderkerk;2e halfjaar 2020;3495.0;76.0
5147;Totaal mannen en vrouwen;Totaal personen;Totaal;Ridderkerk;2020;3740.0;81.0
5148;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijnwaarden;1e halfjaar 2015;495.0;45.0
5149;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijnwaarden;2e halfjaar 2015;515.0;45.0
5150;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijnwaarden;2015;545.0;50.0
5151;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijnwaarden;1e halfjaar 2016;555.0;51.0
5152;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijnwaarden;2e halfjaar 2016;570.0;52.0
5153;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijnwaarden;2016;595.0;55.0
5154;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijnwaarden;1e halfjaar 2017;570.0;53.0
5155;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijnwaarden;2e halfjaar 2017;600.0;55.0
5156;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijnwaarden;2017;625.0;58.0
5157;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijnwaarden;1e halfjaar 2018;;
5158;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijnwaarden;2e halfjaar 2018;;
5159;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijnwaarden;2018;;
5160;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijnwaarden;1e halfjaar 2019;;
5161;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijnwaarden;2e halfjaar 2019;;
5162;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijnwaarden;2019;;
5163;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijnwaarden;1e halfjaar 2020;;
5164;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijnwaarden;2e halfjaar 2020;;
5165;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijnwaarden;2020;;
5166;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijssen-Holten;1e halfjaar 2015;;
5167;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijssen-Holten;2e halfjaar 2015;;
5168;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijssen-Holten;2015;;
5169;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijssen-Holten;1e halfjaar 2016;;
5170;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijssen-Holten;2e halfjaar 2016;2180.0;58.0
5171;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijssen-Holten;2016;;
5172;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijssen-Holten;1e halfjaar 2017;2200.0;58.0
5173;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijssen-Holten;2e halfjaar 2017;;
5174;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijssen-Holten;2017;;
5175;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijssen-Holten;1e halfjaar 2018;;
5176;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijssen-Holten;2e halfjaar 2018;1970.0;52.0
5177;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijssen-Holten;2018;;
5178;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijssen-Holten;1e halfjaar 2019;2055.0;54.0
5179;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijssen-Holten;2e halfjaar 2019;2095.0;55.0
5180;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijssen-Holten;2019;2250.0;59.0
5181;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijssen-Holten;1e halfjaar 2020;2020.0;53.0
5182;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijssen-Holten;2e halfjaar 2020;2080.0;54.0
5183;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijssen-Holten;2020;2220.0;58.0
5184;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijswijk (ZH.);1e halfjaar 2015;3455.0;70.0
5185;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijswijk (ZH.);2e halfjaar 2015;3510.0;75.0
5186;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijswijk (ZH.);2015;3675.0;75.0
5187;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijswijk (ZH.);1e halfjaar 2016;3400.0;69.0
5188;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijswijk (ZH.);2e halfjaar 2016;3355.0;68.0
5189;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijswijk (ZH.);2016;3700.0;75.0
5190;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijswijk (ZH.);1e halfjaar 2017;3345.0;66.0
5191;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijswijk (ZH.);2e halfjaar 2017;3285.0;64.0
5192;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijswijk (ZH.);2017;3635.0;71.0
5193;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijswijk (ZH.);1e halfjaar 2018;3400.0;65.0
5194;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijswijk (ZH.);2e halfjaar 2018;3370.0;65.0
5195;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijswijk (ZH.);2018;3655.0;70.0
5196;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijswijk (ZH.);1e halfjaar 2019;3135.0;59.0
5197;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijswijk (ZH.);2e halfjaar 2019;2845.0;53.0
5198;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijswijk (ZH.);2019;3290.0;62.0
5199;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijswijk (ZH.);1e halfjaar 2020;3465.0;64.0
5200;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijswijk (ZH.);2e halfjaar 2020;3470.0;64.0
5201;Totaal mannen en vrouwen;Totaal personen;Totaal;Rijswijk (ZH.);2020;3730.0;68.0
5202;Totaal mannen en vrouwen;Totaal personen;Totaal;Roerdalen;1e halfjaar 2015;;
5203;Totaal mannen en vrouwen;Totaal personen;Totaal;Roerdalen;2e halfjaar 2015;;
5204;Totaal mannen en vrouwen;Totaal personen;Totaal;Roerdalen;2015;;
5205;Totaal mannen en vrouwen;Totaal personen;Totaal;Roerdalen;1e halfjaar 2016;;
5206;Totaal mannen en vrouwen;Totaal personen;Totaal;Roerdalen;2e halfjaar 2016;515.0;25.0
5207;Totaal mannen en vrouwen;Totaal personen;Totaal;Roerdalen;2016;;
5208;Totaal mannen en vrouwen;Totaal personen;Totaal;Roerdalen;1e halfjaar 2017;580.0;28.0
5209;Totaal mannen en vrouwen;Totaal personen;Totaal;Roerdalen;2e halfjaar 2017;570.0;28.0
5210;Totaal mannen en vrouwen;Totaal personen;Totaal;Roerdalen;2017;645.0;31.0
5211;Totaal mannen en vrouwen;Totaal personen;Totaal;Roerdalen;1e halfjaar 2018;575.0;28.0
5212;Totaal mannen en vrouwen;Totaal personen;Totaal;Roerdalen;2e halfjaar 2018;595.0;29.0
5213;Totaal mannen en vrouwen;Totaal personen;Totaal;Roerdalen;2018;650.0;31.0
5214;Totaal mannen en vrouwen;Totaal personen;Totaal;Roerdalen;1e halfjaar 2019;640.0;31.0
5215;Totaal mannen en vrouwen;Totaal personen;Totaal;Roerdalen;2e halfjaar 2019;725.0;35.0
5216;Totaal mannen en vrouwen;Totaal personen;Totaal;Roerdalen;2019;780.0;38.0
5217;Totaal mannen en vrouwen;Totaal personen;Totaal;Roerdalen;1e halfjaar 2020;1335.0;65.0
5218;Totaal mannen en vrouwen;Totaal personen;Totaal;Roerdalen;2e halfjaar 2020;1380.0;67.0
5219;Totaal mannen en vrouwen;Totaal personen;Totaal;Roerdalen;2020;1485.0;72.0
5220;Totaal mannen en vrouwen;Totaal personen;Totaal;Roermond;1e halfjaar 2015;3720.0;65.0
5221;Totaal mannen en vrouwen;Totaal personen;Totaal;Roermond;2e halfjaar 2015;3770.0;65.0
5222;Totaal mannen en vrouwen;Totaal personen;Totaal;Roermond;2015;3990.0;70.0
5223;Totaal mannen en vrouwen;Totaal personen;Totaal;Roermond;1e halfjaar 2016;3695.0;65.0
5224;Totaal mannen en vrouwen;Totaal personen;Totaal;Roermond;2e halfjaar 2016;3715.0;65.0
5225;Totaal mannen en vrouwen;Totaal personen;Totaal;Roermond;2016;3970.0;70.0
5226;Totaal mannen en vrouwen;Totaal personen;Totaal;Roermond;1e halfjaar 2017;3815.0;66.0
5227;Totaal mannen en vrouwen;Totaal personen;Totaal;Roermond;2e halfjaar 2017;3900.0;68.0
5228;Totaal mannen en vrouwen;Totaal personen;Totaal;Roermond;2017;4175.0;73.0
5229;Totaal mannen en vrouwen;Totaal personen;Totaal;Roermond;1e halfjaar 2018;3970.0;69.0
5230;Totaal mannen en vrouwen;Totaal personen;Totaal;Roermond;2e halfjaar 2018;4025.0;70.0
5231;Totaal mannen en vrouwen;Totaal personen;Totaal;Roermond;2018;4345.0;75.0
5232;Totaal mannen en vrouwen;Totaal personen;Totaal;Roermond;1e halfjaar 2019;4170.0;72.0
5233;Totaal mannen en vrouwen;Totaal personen;Totaal;Roermond;2e halfjaar 2019;4300.0;74.0
5234;Totaal mannen en vrouwen;Totaal personen;Totaal;Roermond;2019;4605.0;79.0
5235;Totaal mannen en vrouwen;Totaal personen;Totaal;Roermond;1e halfjaar 2020;4310.0;74.0
5236;Totaal mannen en vrouwen;Totaal personen;Totaal;Roermond;2e halfjaar 2020;4345.0;75.0
5237;Totaal mannen en vrouwen;Totaal personen;Totaal;Roermond;2020;4695.0;81.0
5238;Totaal mannen en vrouwen;Totaal personen;Totaal;De Ronde Venen;1e halfjaar 2015;;
5239;Totaal mannen en vrouwen;Totaal personen;Totaal;De Ronde Venen;2e halfjaar 2015;;
5240;Totaal mannen en vrouwen;Totaal personen;Totaal;De Ronde Venen;2015;;
5241;Totaal mannen en vrouwen;Totaal personen;Totaal;De Ronde Venen;1e halfjaar 2016;;
5242;Totaal mannen en vrouwen;Totaal personen;Totaal;De Ronde Venen;2e halfjaar 2016;1385.0;33.0
5243;Totaal mannen en vrouwen;Totaal personen;Totaal;De Ronde Venen;2016;;
5244;Totaal mannen en vrouwen;Totaal personen;Totaal;De Ronde Venen;1e halfjaar 2017;1425.0;33.0
5245;Totaal mannen en vrouwen;Totaal personen;Totaal;De Ronde Venen;2e halfjaar 2017;1400.0;33.0
5246;Totaal mannen en vrouwen;Totaal personen;Totaal;De Ronde Venen;2017;1585.0;37.0
5247;Totaal mannen en vrouwen;Totaal personen;Totaal;De Ronde Venen;1e halfjaar 2018;1525.0;35.0
5248;Totaal mannen en vrouwen;Totaal personen;Totaal;De Ronde Venen;2e halfjaar 2018;1575.0;36.0
5249;Totaal mannen en vrouwen;Totaal personen;Totaal;De Ronde Venen;2018;1735.0;40.0
5250;Totaal mannen en vrouwen;Totaal personen;Totaal;De Ronde Venen;1e halfjaar 2019;1640.0;37.0
5251;Totaal mannen en vrouwen;Totaal personen;Totaal;De Ronde Venen;2e halfjaar 2019;1705.0;39.0
5252;Totaal mannen en vrouwen;Totaal personen;Totaal;De Ronde Venen;2019;1850.0;42.0
5253;Totaal mannen en vrouwen;Totaal personen;Totaal;De Ronde Venen;1e halfjaar 2020;1750.0;39.0
5254;Totaal mannen en vrouwen;Totaal personen;Totaal;De Ronde Venen;2e halfjaar 2020;1765.0;40.0
5255;Totaal mannen en vrouwen;Totaal personen;Totaal;De Ronde Venen;2020;1905.0;43.0
5256;Totaal mannen en vrouwen;Totaal personen;Totaal;Roosendaal;1e halfjaar 2015;5275.0;70.0
5257;Totaal mannen en vrouwen;Totaal personen;Totaal;Roosendaal;2e halfjaar 2015;5275.0;70.0
5258;Totaal mannen en vrouwen;Totaal personen;Totaal;Roosendaal;2015;5675.0;75.0
5259;Totaal mannen en vrouwen;Totaal personen;Totaal;Roosendaal;1e halfjaar 2016;5095.0;66.0
5260;Totaal mannen en vrouwen;Totaal personen;Totaal;Roosendaal;2e halfjaar 2016;5175.0;67.0
5261;Totaal mannen en vrouwen;Totaal personen;Totaal;Roosendaal;2016;5520.0;72.0
5262;Totaal mannen en vrouwen;Totaal personen;Totaal;Roosendaal;1e halfjaar 2017;5220.0;68.0
5263;Totaal mannen en vrouwen;Totaal personen;Totaal;Roosendaal;2e halfjaar 2017;5425.0;70.0
5264;Totaal mannen en vrouwen;Totaal personen;Totaal;Roosendaal;2017;5760.0;75.0
5265;Totaal mannen en vrouwen;Totaal personen;Totaal;Roosendaal;1e halfjaar 2018;5620.0;73.0
5266;Totaal mannen en vrouwen;Totaal personen;Totaal;Roosendaal;2e halfjaar 2018;5655.0;73.0
5267;Totaal mannen en vrouwen;Totaal personen;Totaal;Roosendaal;2018;6040.0;78.0
5268;Totaal mannen en vrouwen;Totaal personen;Totaal;Roosendaal;1e halfjaar 2019;5845.0;76.0
5269;Totaal mannen en vrouwen;Totaal personen;Totaal;Roosendaal;2e halfjaar 2019;5915.0;77.0
5270;Totaal mannen en vrouwen;Totaal personen;Totaal;Roosendaal;2019;6315.0;82.0
