ID;Geslacht;Leeftijd;Perioden;TotaalJongerenMetJeugdzorgInNatura_1;TotaalJeugdhulpInNatura_2;TotaalJeugdhulpZonderVerblijf_3;UitgevoerdDoorHetWijkOfBuurtteam_4;TotaalNietUitgevoerd_5;AmbulanteJeugdhulpOpLocatieAanbieder_6;DaghulpOpLocatieVanDeAanbieder_7;JeugdhulpInHetNetwerkVanDeJongere_8;TotaalJeugdhulpMetVerblijf_9;Pleegzorg_10;Gezinsgericht_11;GeslotenPlaatsing_12;AnderVerblijfBijJeugdhulpaanbieder_13;TotaalJeugdbescherming_14;TotaalOndertoezichtstelling_15;Ondertoezichtstelling_16;VoorlopigeOndertoezichtstelling_17;TotaalVoogdij_18;ReguliereVoogdij_19;VoorlopigeVoogdij_20;TijdelijkeVoogdij_21;TotaalJeugdreclassering_22;ToezichtEnBegeleidingGedwongenKader_23;ToezichtEnBegeleidingVrijwillig_24;IndividueleTrajectbegeleidingHardeKern_25;IndividueleTrajectbegeleidingCRIEM_26;ScholingsEnTrainingsprogramma_27;GedragsbeinvloedendeMaatregel_28;VoorberGedragsbeinvMaatregel_29
36;Totaal mannen en vrouwen;4 jaar;31 december 2021;8165.0;7765.0;7305.0;1580.0;6230.0;3140.0;2275.0;2205.0;730.0;545.0;100.0;;95.0;1265.0;995.0;980.0;15.0;270.0;265.0;;;;;;;;;;
37;Totaal mannen en vrouwen;4 jaar;30 juni 2022;8250.0;7875.0;7410.0;1560.0;6445.0;3240.0;2375.0;2300.0;730.0;555.0;105.0;;85.0;1215.0;965.0;945.0;20.0;250.0;245.0;;;;;;;;;;
38;Totaal mannen en vrouwen;4 jaar;31 december 2022;8120.0;7790.0;7335.0;1645.0;6320.0;3215.0;2220.0;2320.0;710.0;540.0;95.0;;90.0;1120.0;875.0;855.0;20.0;245.0;235.0;;;;;;;;;;
39;Totaal mannen en vrouwen;4 jaar;30 juni 2023;8590.0;8285.0;7850.0;1865.0;6690.0;3555.0;2440.0;2375.0;655.0;485.0;80.0;;105.0;1020.0;805.0;795.0;;215.0;210.0;;;;;;;;;;
40;Totaal mannen en vrouwen;4 jaar;31 december 2023;8640.0;8340.0;7890.0;1725.0;6850.0;3710.0;2510.0;2465.0;725.0;500.0;95.0;;140.0;1060.0;840.0;830.0;15.0;220.0;210.0;;;;;;;;;;
41;Totaal mannen en vrouwen;4 jaar;30 juni 2024;8715.0;8440.0;8035.0;1635.0;7060.0;3855.0;2500.0;2450.0;685.0;495.0;90.0;;115.0;1005.0;800.0;790.0;10.0;205.0;195.0;;;;;;;;;;
42;Totaal mannen en vrouwen;5 jaar;30 juni 2021;9420.0;8925.0;8365.0;1950.0;7025.0;4215.0;1620.0;2440.0;935.0;690.0;115.0;;160.0;1530.0;1165.0;1150.0;15.0;365.0;355.0;;;;;;;;;;
43;Totaal mannen en vrouwen;5 jaar;31 december 2021;9130.0;8665.0;8160.0;1745.0;6990.0;4215.0;1640.0;2340.0;865.0;595.0;120.0;;170.0;1455.0;1125.0;1110.0;15.0;330.0;325.0;;;;;;;;;;
44;Totaal mannen en vrouwen;5 jaar;30 juni 2022;9445.0;9075.0;8550.0;1715.0;7435.0;4620.0;1755.0;2370.0;890.0;645.0;110.0;;140.0;1370.0;1035.0;1020.0;10.0;335.0;330.0;;;;;;;;;;
45;Totaal mannen en vrouwen;5 jaar;31 december 2022;9470.0;9120.0;8610.0;1760.0;7480.0;4605.0;1775.0;2510.0;855.0;620.0;120.0;;135.0;1295.0;985.0;965.0;20.0;310.0;305.0;;;;;;;;;;
46;Totaal mannen en vrouwen;5 jaar;30 juni 2023;9975.0;9645.0;9135.0;1895.0;7950.0;4860.0;2155.0;2615.0;875.0;625.0;120.0;;155.0;1265.0;975.0;970.0;;290.0;285.0;;;;;;;;;;
47;Totaal mannen en vrouwen;5 jaar;31 december 2023;9650.0;9340.0;8865.0;1825.0;7700.0;4780.0;2020.0;2535.0;835.0;575.0;105.0;;175.0;1200.0;930.0;915.0;15.0;270.0;255.0;;;;;;;;;;
48;Totaal mannen en vrouwen;5 jaar;30 juni 2024;10105.0;9800.0;9340.0;1740.0;8275.0;5160.0;2230.0;2560.0;795.0;530.0;115.0;;175.0;1110.0;890.0;880.0;10.0;220.0;210.0;;;;;;;;;;
49;Totaal mannen en vrouwen;6 jaar;30 juni 2021;11510.0;11000.0;10350.0;2075.0;8850.0;6235.0;1225.0;2630.0;1105.0;760.0;130.0;;245.0;1685.0;1265.0;1250.0;15.0;425.0;410.0;;10.0;;;;;;;;
50;Totaal mannen en vrouwen;6 jaar;31 december 2021;10970.0;10485.0;9845.0;1940.0;8500.0;5845.0;1245.0;2610.0;1065.0;735.0;125.0;;240.0;1625.0;1225.0;1215.0;10.0;400.0;390.0;;10.0;;;;;;;;
51;Totaal mannen en vrouwen;6 jaar;30 juni 2022;11305.0;10860.0;10295.0;2080.0;8945.0;6300.0;1370.0;2620.0;1055.0;755.0;140.0;;190.0;1575.0;1175.0;1160.0;10.0;400.0;395.0;;;;;;;;;;
52;Totaal mannen en vrouwen;6 jaar;31 december 2022;11145.0;10750.0;10220.0;1980.0;8970.0;6290.0;1335.0;2640.0;970.0;640.0;150.0;;195.0;1420.0;1050.0;1030.0;20.0;370.0;365.0;;;;;;;;;;
53;Totaal mannen en vrouwen;6 jaar;30 juni 2023;11895.0;11555.0;11015.0;2075.0;9690.0;6930.0;1540.0;2700.0;1000.0;680.0;150.0;;195.0;1365.0;1000.0;985.0;15.0;365.0;355.0;;;;;;;;;;
54;Totaal mannen en vrouwen;6 jaar;31 december 2023;11635.0;11275.0;10715.0;1960.0;9480.0;6660.0;1605.0;2720.0;1005.0;670.0;155.0;;220.0;1365.0;1015.0;1005.0;10.0;350.0;340.0;10.0;;;;;;;;;
55;Totaal mannen en vrouwen;6 jaar;30 juni 2024;12505.0;12190.0;11660.0;1845.0;10480.0;7480.0;1795.0;2875.0;960.0;640.0;145.0;;205.0;1315.0;990.0;975.0;10.0;330.0;315.0;;;;;;;;;;
56;Totaal mannen en vrouwen;7 jaar;30 juni 2021;15095.0;14530.0;13810.0;2380.0;12175.0;9345.0;1230.0;2940.0;1255.0;815.0;170.0;;305.0;1815.0;1380.0;1360.0;20.0;440.0;430.0;;;;;;;;;;
57;Totaal mannen en vrouwen;7 jaar;31 december 2021;14335.0;13835.0;13160.0;2130.0;11695.0;8830.0;1325.0;3045.0;1280.0;835.0;170.0;;320.0;1825.0;1380.0;1365.0;15.0;450.0;440.0;;;;;;;;;;
58;Totaal mannen en vrouwen;7 jaar;30 juni 2022;14935.0;14510.0;13845.0;2275.0;12315.0;9520.0;1240.0;2995.0;1255.0;815.0;185.0;;290.0;1700.0;1245.0;1235.0;10.0;455.0;445.0;;10.0;;;;;;;;
59;Totaal mannen en vrouwen;7 jaar;31 december 2022;14385.0;14005.0;13365.0;2175.0;11960.0;9370.0;1290.0;2800.0;1210.0;810.0;175.0;;255.0;1600.0;1160.0;1135.0;30.0;440.0;430.0;;10.0;;;;;;;;
60;Totaal mannen en vrouwen;7 jaar;30 juni 2023;15455.0;15055.0;14435.0;2410.0;12905.0;10115.0;1425.0;2970.0;1210.0;770.0;195.0;;285.0;1595.0;1175.0;1165.0;15.0;415.0;410.0;;;;;;;;;;
61;Totaal mannen en vrouwen;7 jaar;31 december 2023;14940.0;14575.0;14000.0;2370.0;12525.0;9815.0;1470.0;2920.0;1135.0;685.0;200.0;;290.0;1480.0;1090.0;1070.0;15.0;390.0;385.0;;;;;;;;;;
62;Totaal mannen en vrouwen;7 jaar;30 juni 2024;16095.0;15755.0;15190.0;2135.0;13825.0;10805.0;1560.0;3170.0;1100.0;705.0;175.0;;255.0;1380.0;995.0;990.0;10.0;380.0;375.0;;;;;;;;;;
63;Totaal mannen en vrouwen;8 jaar;30 juni 2021;20455.0;19920.0;19165.0;2650.0;17395.0;13975.0;1340.0;3785.0;1410.0;855.0;200.0;;395.0;1955.0;1430.0;1415.0;15.0;525.0;510.0;;15.0;;;;;;;;
64;Totaal mannen en vrouwen;8 jaar;31 december 2021;20060.0;19490.0;18755.0;2470.0;17105.0;13570.0;1360.0;3810.0;1365.0;850.0;190.0;;370.0;1895.0;1400.0;1380.0;20.0;495.0;480.0;;10.0;;;;;;;;
65;Totaal mannen en vrouwen;8 jaar;30 juni 2022;20320.0;19840.0;19130.0;2570.0;17530.0;14225.0;1375.0;3625.0;1400.0;885.0;210.0;;350.0;1865.0;1380.0;1365.0;10.0;490.0;480.0;;;;;;;;;;
66;Totaal mannen en vrouwen;8 jaar;31 december 2022;20910.0;20455.0;19765.0;2585.0;18120.0;14660.0;1445.0;3830.0;1380.0;870.0;195.0;;355.0;1835.0;1350.0;1335.0;15.0;485.0;475.0;;;;;;;;;;
67;Totaal mannen en vrouwen;8 jaar;30 juni 2023;21230.0;20820.0;20135.0;2620.0;18465.0;15045.0;1500.0;3835.0;1380.0;810.0;235.0;;385.0;1715.0;1225.0;1210.0;15.0;490.0;480.0;;10.0;;;;;;;;
68;Totaal mannen en vrouwen;8 jaar;31 december 2023;21415.0;21005.0;20325.0;2550.0;18735.0;15220.0;1475.0;4040.0;1365.0;800.0;225.0;;395.0;1660.0;1205.0;1190.0;15.0;460.0;450.0;;;;;;;;;;
69;Totaal mannen en vrouwen;8 jaar;30 juni 2024;22625.0;22255.0;21615.0;2550.0;20015.0;16340.0;1545.0;4285.0;1340.0;790.0;230.0;;375.0;1625.0;1195.0;1185.0;15.0;430.0;420.0;;;;;;;;;;
70;Totaal mannen en vrouwen;9 jaar;30 juni 2021;25095.0;24525.0;23725.0;2840.0;21925.0;17830.0;1435.0;4575.0;1580.0;910.0;250.0;;475.0;2120.0;1550.0;1535.0;15.0;570.0;565.0;;;;;;;;;;
71;Totaal mannen en vrouwen;9 jaar;31 december 2021;24955.0;24370.0;23595.0;2700.0;21850.0;17565.0;1485.0;4855.0;1570.0;905.0;235.0;;485.0;2145.0;1580.0;1570.0;10.0;560.0;550.0;;15.0;;;;;;;;
72;Totaal mannen en vrouwen;9 jaar;30 juni 2022;24570.0;24115.0;23310.0;2645.0;21680.0;17695.0;1445.0;4550.0;1600.0;940.0;245.0;;475.0;1960.0;1405.0;1400.0;;555.0;535.0;;15.0;;;;;;;;
73;Totaal mannen en vrouwen;9 jaar;31 december 2022;25270.0;24800.0;24065.0;2705.0;22445.0;18420.0;1455.0;4565.0;1520.0;895.0;225.0;;435.0;1865.0;1345.0;1335.0;10.0;520.0;510.0;;10.0;;;;;;;;
74;Totaal mannen en vrouwen;9 jaar;30 juni 2023;25390.0;24930.0;24215.0;2855.0;22410.0;18220.0;1635.0;4765.0;1515.0;875.0;235.0;;465.0;1820.0;1295.0;1280.0;10.0;525.0;515.0;10.0;;;;;;;;;
75;Totaal mannen en vrouwen;9 jaar;31 december 2023;26495.0;26110.0;25370.0;2720.0;23730.0;19365.0;1590.0;5110.0;1550.0;865.0;240.0;;505.0;1765.0;1245.0;1235.0;10.0;520.0;510.0;10.0;;;;;;;;;
76;Totaal mannen en vrouwen;9 jaar;30 juni 2024;27425.0;27060.0;26345.0;2525.0;24820.0;20385.0;1655.0;5310.0;1465.0;830.0;245.0;;455.0;1630.0;1135.0;1125.0;10.0;495.0;490.0;;;;;;;;;;
77;Totaal mannen en vrouwen;10 jaar;30 juni 2021;25400.0;24795.0;23900.0;2975.0;22005.0;18120.0;1510.0;4495.0;1720.0;930.0;305.0;15.0;530.0;2235.0;1615.0;1600.0;15.0;620.0;610.0;;;;;;;;;;
78;Totaal mannen en vrouwen;10 jaar;31 december 2021;25095.0;24535.0;23670.0;2630.0;22025.0;17875.0;1555.0;4725.0;1715.0;910.0;275.0;15.0;570.0;2125.0;1510.0;1500.0;10.0;615.0;605.0;;;;;;;;;;
79;Totaal mannen en vrouwen;10 jaar;30 juni 2022;25125.0;24640.0;23770.0;2775.0;22045.0;18130.0;1485.0;4515.0;1735.0;950.0;265.0;;585.0;2040.0;1440.0;1430.0;10.0;600.0;590.0;;;;;;;;;;
80;Totaal mannen en vrouwen;10 jaar;31 december 2022;26010.0;25560.0;24720.0;2805.0;22985.0;18855.0;1515.0;4885.0;1740.0;970.0;280.0;;565.0;2040.0;1445.0;1440.0;10.0;590.0;575.0;;15.0;;;;;;;;
81;Totaal mannen en vrouwen;10 jaar;30 juni 2023;25015.0;24575.0;23760.0;2870.0;22020.0;18055.0;1540.0;4745.0;1675.0;920.0;250.0;;575.0;1870.0;1300.0;1285.0;15.0;575.0;555.0;;15.0;;;;;;;;
82;Totaal mannen en vrouwen;10 jaar;31 december 2023;25935.0;25510.0;24695.0;2890.0;22910.0;18730.0;1575.0;4930.0;1655.0;920.0;265.0;;535.0;1865.0;1305.0;1285.0;25.0;560.0;540.0;10.0;10.0;;;;;;;;
83;Totaal mannen en vrouwen;10 jaar;30 juni 2024;27285.0;26880.0;26100.0;2625.0;24535.0;20115.0;1690.0;5250.0;1610.0;880.0;265.0;;530.0;1810.0;1265.0;1250.0;15.0;545.0;535.0;;;;;;;;;;
84;Totaal mannen en vrouwen;11 jaar;30 juni 2021;23240.0;22620.0;21680.0;2855.0;19785.0;16125.0;1450.0;4235.0;1880.0;1000.0;310.0;10.0;635.0;2320.0;1600.0;1585.0;15.0;720.0;705.0;;10.0;;;;;;;;
85;Totaal mannen en vrouwen;11 jaar;31 december 2021;24390.0;23770.0;22785.0;2770.0;20985.0;17025.0;1530.0;4565.0;1845.0;940.0;330.0;10.0;650.0;2230.0;1550.0;1535.0;15.0;685.0;670.0;;10.0;;;;;;;;
86;Totaal mannen en vrouwen;11 jaar;30 juni 2022;23975.0;23445.0;22495.0;2855.0;20755.0;17105.0;1520.0;4260.0;1875.0;990.0;340.0;10.0;615.0;2090.0;1445.0;1445.0;;645.0;635.0;;;;;;;;;;
87;Totaal mannen en vrouwen;11 jaar;31 december 2022;24550.0;24100.0;23185.0;2785.0;21500.0;17870.0;1510.0;4255.0;1815.0;940.0;315.0;15.0;635.0;1990.0;1345.0;1330.0;15.0;645.0;640.0;;;;;;;;;;
88;Totaal mannen en vrouwen;11 jaar;30 juni 2023;23990.0;23510.0;22585.0;2865.0;20850.0;17110.0;1600.0;4425.0;1835.0;945.0;280.0;15.0;680.0;1995.0;1345.0;1335.0;10.0;650.0;635.0;10.0;;;;;;;;;
89;Totaal mannen en vrouwen;11 jaar;31 december 2023;24670.0;24225.0;23325.0;2825.0;21660.0;17905.0;1545.0;4635.0;1840.0;960.0;295.0;;675.0;1965.0;1335.0;1325.0;10.0;630.0;615.0;;10.0;;;;;;;;
90;Totaal mannen en vrouwen;11 jaar;30 juni 2024;25145.0;24750.0;23865.0;2525.0;22330.0;18535.0;1525.0;4615.0;1750.0;905.0;295.0;;625.0;1780.0;1210.0;1200.0;10.0;570.0;550.0;;15.0;;;;;;;;
91;Totaal mannen en vrouwen;12 jaar;30 juni 2021;21230.0;20540.0;19420.0;2660.0;17680.0;14320.0;1340.0;3985.0;2000.0;1085.0;305.0;30.0;670.0;2400.0;1605.0;1580.0;25.0;795.0;775.0;;15.0;;;;;;;;
92;Totaal mannen en vrouwen;12 jaar;31 december 2021;20870.0;20180.0;19100.0;2440.0;17515.0;14105.0;1295.0;3960.0;2030.0;1050.0;320.0;30.0;725.0;2370.0;1590.0;1580.0;10.0;785.0;765.0;10.0;10.0;;;;;;;;
93;Totaal mannen en vrouwen;12 jaar;30 juni 2022;21420.0;20885.0;19865.0;2595.0;18210.0;14950.0;1310.0;3890.0;1995.0;1030.0;320.0;25.0;715.0;2185.0;1440.0;1430.0;10.0;750.0;740.0;;10.0;;;;;;;;
94;Totaal mannen en vrouwen;12 jaar;31 december 2022;21855.0;21345.0;20320.0;2635.0;18695.0;15360.0;1350.0;3970.0;1965.0;1010.0;345.0;25.0;670.0;2085.0;1375.0;1355.0;20.0;710.0;700.0;;10.0;;;;;;;;
95;Totaal mannen en vrouwen;12 jaar;30 juni 2023;22355.0;21890.0;20860.0;2685.0;19230.0;15865.0;1435.0;4080.0;2000.0;1005.0;360.0;20.0;710.0;1995.0;1320.0;1310.0;10.0;675.0;660.0;10.0;;;;;;;;;
96;Totaal mannen en vrouwen;12 jaar;31 december 2023;21395.0;20925.0;19930.0;2525.0;18440.0;15190.0;1385.0;4005.0;1875.0;925.0;315.0;15.0;705.0;1925.0;1240.0;1225.0;15.0;690.0;675.0;10.0;;10.0;;;;;;;
97;Totaal mannen en vrouwen;12 jaar;30 juni 2024;23135.0;22695.0;21715.0;2415.0;20290.0;16710.0;1550.0;4365.0;1900.0;940.0;305.0;10.0;745.0;1930.0;1270.0;1250.0;20.0;665.0;650.0;;;10.0;;;;;;;
98;Totaal mannen en vrouwen;13 jaar;30 juni 2021;19830.0;19170.0;17960.0;2530.0;16280.0;13225.0;1115.0;3680.0;2130.0;1050.0;365.0;50.0;755.0;2380.0;1525.0;1505.0;20.0;855.0;840.0;;10.0;40.0;35.0;;;;;;
99;Totaal mannen en vrouwen;13 jaar;31 december 2021;20250.0;19570.0;18335.0;2450.0;16720.0;13535.0;1135.0;3850.0;2125.0;1065.0;340.0;50.0;750.0;2415.0;1545.0;1525.0;20.0;870.0;850.0;;15.0;55.0;45.0;10.0;;;;;
100;Totaal mannen en vrouwen;13 jaar;30 juni 2022;20910.0;20330.0;19090.0;2555.0;17475.0;14465.0;1135.0;3785.0;2230.0;1140.0;320.0;55.0;825.0;2295.0;1465.0;1455.0;10.0;830.0;810.0;;20.0;65.0;60.0;;;;;;
101;Totaal mannen en vrouwen;13 jaar;31 december 2022;21155.0;20660.0;19480.0;2610.0;17870.0;14800.0;1175.0;3735.0;2200.0;1090.0;315.0;70.0;850.0;2195.0;1390.0;1365.0;25.0;805.0;785.0;;15.0;60.0;55.0;;;;;;
