ID;Geslacht;Leeftijd;Perioden;TotaalJongerenMetJeugdzorgInNatura_1;TotaalJeugdhulpInNatura_2;TotaalJeugdhulpZonderVerblijf_3;UitgevoerdDoorHetWijkOfBuurtteam_4;TotaalNietUitgevoerd_5;AmbulanteJeugdhulpOpLocatieAanbieder_6;DaghulpOpLocatieVanDeAanbieder_7;JeugdhulpInHetNetwerkVanDeJongere_8;TotaalJeugdhulpMetVerblijf_9;Pleegzorg_10;Gezinsgericht_11;GeslotenPlaatsing_12;AnderVerblijfBijJeugdhulpaanbieder_13;TotaalJeugdbescherming_14;TotaalOndertoezichtstelling_15;Ondertoezichtstelling_16;VoorlopigeOndertoezichtstelling_17;TotaalVoogdij_18;ReguliereVoogdij_19;VoorlopigeVoogdij_20;TijdelijkeVoogdij_21;TotaalJeugdreclassering_22;ToezichtEnBegeleidingGedwongenKader_23;ToezichtEnBegeleidingVrijwillig_24;IndividueleTrajectbegeleidingHardeKern_25;IndividueleTrajectbegeleidingCRIEM_26;ScholingsEnTrainingsprogramma_27;GedragsbeinvloedendeMaatregel_28;VoorberGedragsbeinvMaatregel_29
202;Mannen;2 jaar;30 juni 2024;1915.0;1815.0;1680.0;365.0;1415.0;800.0;250.0;510.0;205.0;155.0;30.0;;25.0;335.0;290.0;285.0;;45.0;40.0;;;;;;;;;;
203;Mannen;3 jaar;30 juni 2021;3920.0;3750.0;3535.0;825.0;2970.0;1360.0;1220.0;1040.0;320.0;250.0;35.0;;35.0;565.0;470.0;460.0;10.0;100.0;95.0;;;;;;;;;;
204;Mannen;3 jaar;31 december 2021;3875.0;3680.0;3480.0;770.0;2945.0;1415.0;1135.0;1035.0;300.0;230.0;30.0;;40.0;580.0;470.0;460.0;10.0;110.0;105.0;;;;;;;;;;
205;Mannen;3 jaar;30 juni 2022;3985.0;3825.0;3650.0;855.0;3120.0;1520.0;1080.0;1220.0;285.0;205.0;45.0;;40.0;510.0;420.0;415.0;;90.0;85.0;;;;;;;;;;
206;Mannen;3 jaar;31 december 2022;4130.0;3985.0;3785.0;880.0;3230.0;1570.0;1185.0;1215.0;315.0;225.0;50.0;;40.0;455.0;370.0;365.0;;85.0;85.0;;;;;;;;;;
207;Mannen;3 jaar;30 juni 2023;4150.0;4025.0;3815.0;910.0;3225.0;1605.0;1180.0;1215.0;310.0;235.0;40.0;;40.0;450.0;355.0;355.0;;95.0;90.0;;;;;;;;;;
208;Mannen;3 jaar;31 december 2023;3875.0;3755.0;3585.0;845.0;3035.0;1545.0;1130.0;1085.0;280.0;195.0;35.0;;50.0;420.0;340.0;335.0;10.0;80.0;75.0;;;;;;;;;;
209;Mannen;3 jaar;30 juni 2024;3800.0;3685.0;3530.0;775.0;3020.0;1575.0;1015.0;1100.0;280.0;195.0;35.0;;60.0;400.0;340.0;335.0;;60.0;55.0;;;;;;;;;;
210;Mannen;4 jaar;30 juni 2021;5065.0;4835.0;4610.0;1010.0;3940.0;1945.0;1580.0;1405.0;375.0;280.0;50.0;;50.0;695.0;560.0;550.0;10.0;130.0;130.0;;;;;;;;;;
211;Mannen;4 jaar;31 december 2021;5155.0;4975.0;4755.0;965.0;4140.0;2025.0;1725.0;1420.0;375.0;275.0;50.0;;50.0;615.0;495.0;490.0;;120.0;120.0;;;;;;;;;;
212;Mannen;4 jaar;30 juni 2022;5255.0;5085.0;4855.0;940.0;4315.0;2105.0;1825.0;1475.0;375.0;280.0;50.0;;50.0;615.0;490.0;475.0;15.0;125.0;120.0;;;;;;;;;;
213;Mannen;4 jaar;31 december 2022;5195.0;5025.0;4790.0;1020.0;4205.0;2085.0;1645.0;1530.0;375.0;280.0;45.0;;60.0;600.0;480.0;465.0;10.0;125.0;120.0;;;;;;;;;;
214;Mannen;4 jaar;30 juni 2023;5520.0;5375.0;5165.0;1205.0;4455.0;2305.0;1815.0;1580.0;340.0;240.0;45.0;;60.0;530.0;435.0;430.0;;95.0;90.0;;;;;;;;;;
215;Mannen;4 jaar;31 december 2023;5520.0;5365.0;5130.0;1070.0;4535.0;2380.0;1860.0;1630.0;385.0;250.0;50.0;;90.0;530.0;435.0;435.0;;95.0;90.0;;;;;;;;;;
216;Mannen;4 jaar;30 juni 2024;5580.0;5435.0;5220.0;1035.0;4640.0;2470.0;1850.0;1595.0;355.0;245.0;50.0;;65.0;520.0;415.0;410.0;;105.0;100.0;;;;;;;;;;
217;Mannen;5 jaar;30 juni 2021;5925.0;5655.0;5355.0;1195.0;4585.0;2725.0;1220.0;1585.0;525.0;375.0;65.0;;100.0;835.0;640.0;635.0;;195.0;190.0;;;;;;;;;;
218;Mannen;5 jaar;31 december 2021;5860.0;5620.0;5360.0;1100.0;4675.0;2760.0;1250.0;1550.0;480.0;320.0;65.0;;105.0;795.0;615.0;605.0;10.0;180.0;175.0;;;;;;;;;;
219;Mannen;5 jaar;30 juni 2022;5990.0;5815.0;5550.0;1045.0;4915.0;3025.0;1305.0;1540.0;470.0;315.0;60.0;;100.0;700.0;545.0;535.0;;155.0;150.0;;;;;;;;;;
220;Mannen;5 jaar;31 december 2022;5990.0;5815.0;5565.0;1045.0;4935.0;2995.0;1330.0;1640.0;450.0;315.0;65.0;;85.0;655.0;510.0;500.0;10.0;145.0;140.0;;;;;;;;;;
221;Mannen;5 jaar;30 juni 2023;6380.0;6210.0;5950.0;1155.0;5265.0;3150.0;1635.0;1710.0;475.0;320.0;65.0;;105.0;665.0;520.0;515.0;;145.0;145.0;;;;;;;;;;
222;Mannen;5 jaar;31 december 2023;6170.0;6010.0;5750.0;1150.0;5060.0;3115.0;1505.0;1615.0;470.0;305.0;60.0;;115.0;640.0;505.0;500.0;;140.0;135.0;;;;;;;;;;
223;Mannen;5 jaar;30 juni 2024;6510.0;6365.0;6125.0;1095.0;5485.0;3385.0;1635.0;1690.0;455.0;275.0;70.0;;120.0;575.0;470.0;465.0;;105.0;100.0;;;;;;;;;;
224;Mannen;6 jaar;30 juni 2021;7250.0;6985.0;6640.0;1240.0;5785.0;4130.0;890.0;1665.0;625.0;390.0;85.0;;175.0;905.0;680.0;675.0;;225.0;220.0;;;;;;;;;;
225;Mannen;6 jaar;31 december 2021;6835.0;6585.0;6250.0;1180.0;5470.0;3760.0;910.0;1665.0;595.0;370.0;80.0;;165.0;870.0;670.0;660.0;10.0;205.0;200.0;;;;;;;;;;
226;Mannen;6 jaar;30 juni 2022;7120.0;6880.0;6580.0;1300.0;5795.0;4060.0;1025.0;1695.0;585.0;400.0;80.0;;115.0;860.0;650.0;645.0;;215.0;210.0;;;;;;;;;;
227;Mannen;6 jaar;31 december 2022;7080.0;6885.0;6600.0;1245.0;5855.0;4090.0;995.0;1735.0;545.0;340.0;90.0;;125.0;770.0;570.0;555.0;15.0;200.0;195.0;;;;;;;;;;
228;Mannen;6 jaar;30 juni 2023;7565.0;7405.0;7130.0;1280.0;6345.0;4505.0;1135.0;1790.0;545.0;345.0;85.0;;125.0;690.0;525.0;515.0;10.0;165.0;160.0;;;;;;;;;;
229;Mannen;6 jaar;31 december 2023;7435.0;7265.0;6975.0;1170.0;6280.0;4380.0;1185.0;1815.0;550.0;350.0;85.0;;135.0;700.0;535.0;530.0;;160.0;155.0;;;;;;;;;;
230;Mannen;6 jaar;30 juni 2024;7980.0;7830.0;7555.0;1150.0;6855.0;4860.0;1335.0;1865.0;525.0;330.0;85.0;;130.0;680.0;510.0;510.0;;165.0;165.0;;;;;;;;;;
231;Mannen;7 jaar;30 juni 2021;9305.0;9025.0;8630.0;1425.0;7695.0;5950.0;910.0;1825.0;720.0;430.0;105.0;;210.0;920.0;700.0;695.0;;220.0;215.0;;;;;;;;;;
232;Mannen;7 jaar;31 december 2021;8940.0;8685.0;8330.0;1265.0;7495.0;5735.0;975.0;1905.0;725.0;435.0;95.0;;225.0;955.0;725.0;715.0;10.0;235.0;230.0;;;;;;;;;;
233;Mannen;7 jaar;30 juni 2022;9280.0;9070.0;8735.0;1365.0;7865.0;6150.0;900.0;1860.0;710.0;415.0;115.0;;205.0;900.0;660.0;660.0;;240.0;240.0;;;;;;;;;;
234;Mannen;7 jaar;31 december 2022;8970.0;8775.0;8455.0;1325.0;7660.0;6040.0;925.0;1765.0;675.0;415.0;105.0;;175.0;850.0;625.0;610.0;15.0;225.0;225.0;;;;;;;;;;
235;Mannen;7 jaar;30 juni 2023;9565.0;9365.0;9025.0;1505.0;8115.0;6340.0;1035.0;1895.0;705.0;420.0;110.0;;200.0;860.0;640.0;630.0;;220.0;220.0;;;;;;;;;;
236;Mannen;7 jaar;31 december 2023;9405.0;9220.0;8910.0;1470.0;8045.0;6295.0;1070.0;1890.0;660.0;375.0;115.0;;195.0;785.0;580.0;570.0;15.0;205.0;200.0;;;;;;;;;;
237;Mannen;7 jaar;30 juni 2024;10035.0;9860.0;9560.0;1315.0;8750.0;6840.0;1125.0;2005.0;620.0;375.0;100.0;;170.0;695.0;525.0;515.0;;175.0;170.0;;;;;;;;;;
238;Mannen;8 jaar;30 juni 2021;12415.0;12135.0;11730.0;1640.0;10705.0;8645.0;945.0;2325.0;790.0;435.0;125.0;;255.0;1035.0;770.0;765.0;10.0;265.0;260.0;;;;;;;;;;
239;Mannen;8 jaar;31 december 2021;12155.0;11860.0;11445.0;1455.0;10530.0;8440.0;960.0;2295.0;790.0;450.0;115.0;;245.0;990.0;740.0;725.0;15.0;250.0;245.0;;;;;;;;;;
240;Mannen;8 jaar;30 juni 2022;12205.0;11980.0;11595.0;1550.0;10685.0;8705.0;1020.0;2160.0;830.0;475.0;145.0;;245.0;935.0;685.0;680.0;;255.0;245.0;;;;;;;;;;
241;Mannen;8 jaar;31 december 2022;12580.0;12345.0;12010.0;1550.0;11095.0;9000.0;1040.0;2340.0;795.0;455.0;125.0;;245.0;970.0;715.0;705.0;10.0;255.0;250.0;;;;;;;;;;
242;Mannen;8 jaar;30 juni 2023;12680.0;12490.0;12145.0;1595.0;11170.0;9170.0;1045.0;2265.0;795.0;410.0;150.0;;260.0;900.0;635.0;630.0;;265.0;260.0;;;;;;;;;;
243;Mannen;8 jaar;31 december 2023;12705.0;12520.0;12165.0;1515.0;11300.0;9230.0;1070.0;2405.0;785.0;405.0;140.0;;270.0;860.0;625.0;615.0;;240.0;235.0;;;;;;;;;;
244;Mannen;8 jaar;30 juni 2024;13505.0;13315.0;12955.0;1510.0;12075.0;9875.0;1115.0;2590.0;785.0;420.0;140.0;;255.0;875.0;645.0;635.0;10.0;225.0;220.0;;;;;;;;;;
245;Mannen;9 jaar;30 juni 2021;15025.0;14725.0;14285.0;1680.0;13290.0;10790.0;980.0;2850.0;905.0;470.0;160.0;;315.0;1125.0;835.0;825.0;10.0;290.0;290.0;;;;;;;;;;
246;Mannen;9 jaar;31 december 2021;14840.0;14545.0;14130.0;1630.0;13150.0;10580.0;1050.0;2975.0;895.0;460.0;145.0;;330.0;1130.0;840.0;835.0;10.0;290.0;285.0;;;;;;;;;;
247;Mannen;9 jaar;30 juni 2022;14680.0;14445.0;14025.0;1595.0;13110.0;10740.0;1020.0;2760.0;925.0;485.0;150.0;;320.0;1025.0;745.0;740.0;;280.0;270.0;;;;;;;;;;
248;Mannen;9 jaar;31 december 2022;14875.0;14655.0;14255.0;1620.0;13345.0;11000.0;1040.0;2695.0;875.0;465.0;140.0;;295.0;955.0;685.0;680.0;;270.0;260.0;;;;;;;;;;
249;Mannen;9 jaar;30 juni 2023;14845.0;14640.0;14260.0;1715.0;13240.0;10765.0;1210.0;2845.0;880.0;465.0;150.0;;300.0;930.0;665.0;655.0;;270.0;260.0;;;;;;;;;;
250;Mannen;9 jaar;31 december 2023;15340.0;15145.0;14785.0;1615.0;13875.0;11345.0;1145.0;3015.0;890.0;445.0;155.0;;320.0;945.0;675.0;670.0;;270.0;265.0;;;;;;;;;;
251;Mannen;9 jaar;30 juni 2024;15935.0;15760.0;15380.0;1500.0;14525.0;11995.0;1180.0;3080.0;865.0;415.0;165.0;;320.0;870.0;600.0;590.0;10.0;270.0;265.0;;;;;;;;;;
252;Mannen;10 jaar;30 juni 2021;15160.0;14865.0;14400.0;1790.0;13325.0;11015.0;1035.0;2760.0;965.0;445.0;185.0;10.0;360.0;1150.0;845.0;840.0;;305.0;300.0;;;;;;;;;;
253;Mannen;10 jaar;31 december 2021;14980.0;14705.0;14245.0;1580.0;13305.0;10865.0;1070.0;2875.0;960.0;440.0;165.0;10.0;380.0;1105.0;805.0;795.0;10.0;300.0;295.0;;;;;;;;;;
254;Mannen;10 jaar;30 juni 2022;14995.0;14760.0;14275.0;1665.0;13290.0;10975.0;1020.0;2740.0;1015.0;495.0;170.0;;390.0;1075.0;775.0;770.0;;305.0;300.0;;;;;;;;;;
255;Mannen;10 jaar;31 december 2022;15400.0;15175.0;14705.0;1650.0;13775.0;11300.0;1065.0;2985.0;1025.0;510.0;180.0;;375.0;1065.0;765.0;760.0;;300.0;300.0;;;;;;;;;;
256;Mannen;10 jaar;30 juni 2023;14735.0;14510.0;14075.0;1715.0;13120.0;10750.0;1085.0;2850.0;950.0;465.0;150.0;;370.0;990.0;695.0;685.0;10.0;300.0;285.0;;;;;;;;;;
257;Mannen;10 jaar;31 december 2023;15210.0;15005.0;14560.0;1715.0;13560.0;11105.0;1140.0;2940.0;945.0;475.0;160.0;;345.0;970.0;690.0;680.0;15.0;280.0;265.0;;;;;;;;;;
258;Mannen;10 jaar;30 juni 2024;16030.0;15820.0;15405.0;1540.0;14555.0;11945.0;1255.0;3145.0;925.0;465.0;160.0;;340.0;955.0;680.0;675.0;;275.0;270.0;;;;;;;;;;
259;Mannen;11 jaar;30 juni 2021;13990.0;13675.0;13155.0;1655.0;12135.0;9890.0;1005.0;2650.0;1060.0;505.0;185.0;;410.0;1240.0;890.0;885.0;;350.0;345.0;;;;;;;;;;
260;Mannen;11 jaar;31 december 2021;14505.0;14200.0;13660.0;1620.0;12670.0;10300.0;1035.0;2805.0;1065.0;470.0;205.0;10.0;420.0;1175.0;830.0;825.0;;345.0;340.0;;;;;;;;;;
261;Mannen;11 jaar;30 juni 2022;14230.0;13950.0;13445.0;1740.0;12460.0;10280.0;1045.0;2620.0;1055.0;485.0;190.0;;415.0;1095.0;785.0;780.0;;310.0;305.0;;;;;;;;;;
262;Mannen;11 jaar;31 december 2022;14565.0;14345.0;13880.0;1685.0;12910.0;10775.0;1025.0;2575.0;990.0;450.0;175.0;;405.0;1045.0;735.0;725.0;10.0;310.0;305.0;;;;;;;;;;
263;Mannen;11 jaar;30 juni 2023;14265.0;14020.0;13505.0;1650.0;12560.0;10300.0;1085.0;2730.0;1070.0;490.0;185.0;10.0;435.0;1075.0;740.0;735.0;;335.0;325.0;10.0;;;;;;;;;
264;Mannen;11 jaar;31 december 2023;14560.0;14315.0;13805.0;1645.0;12920.0;10710.0;1065.0;2760.0;1095.0;505.0;180.0;;455.0;1075.0;745.0;740.0;;325.0;320.0;;;;;;;;;;
265;Mannen;11 jaar;30 juni 2024;14750.0;14540.0;14065.0;1505.0;13245.0;11005.0;1065.0;2755.0;1010.0;465.0;175.0;;405.0;935.0;645.0;640.0;;290.0;280.0;;10.0;;;;;;;;
266;Mannen;12 jaar;30 juni 2021;12460.0;12105.0;11520.0;1540.0;10560.0;8535.0;910.0;2435.0;1105.0;520.0;180.0;15.0;445.0;1260.0;845.0;835.0;10.0;415.0;405.0;;10.0;;;;;;;;
267;Mannen;12 jaar;31 december 2021;12280.0;11915.0;11330.0;1370.0;10495.0;8395.0;890.0;2445.0;1145.0;510.0;185.0;20.0;475.0;1275.0;885.0;875.0;;390.0;380.0;;;;;;;;;;
268;Mannen;12 jaar;30 juni 2022;12460.0;12200.0;11655.0;1470.0;10765.0;8730.0;900.0;2420.0;1130.0;515.0;185.0;20.0;465.0;1155.0;785.0;780.0;;370.0;365.0;;;;;;;;;;
269;Mannen;12 jaar;31 december 2022;12690.0;12430.0;11880.0;1515.0;11000.0;8995.0;895.0;2435.0;1130.0;520.0;195.0;15.0;445.0;1115.0;750.0;745.0;;365.0;355.0;;;;;;;;;;
270;Mannen;12 jaar;30 juni 2023;12920.0;12665.0;12145.0;1555.0;11270.0;9245.0;960.0;2480.0;1110.0;500.0;195.0;15.0;455.0;1060.0;730.0;725.0;;330.0;320.0;;;;;;;;;;
271;Mannen;12 jaar;31 december 2023;12425.0;12175.0;11655.0;1440.0;10870.0;8945.0;915.0;2405.0;1025.0;445.0;185.0;10.0;430.0;1030.0;695.0;690.0;10.0;335.0;330.0;;;;;;;;;;
272;Mannen;12 jaar;30 juni 2024;13505.0;13265.0;12725.0;1360.0;11975.0;9820.0;1055.0;2625.0;1090.0;490.0;190.0;;455.0;1060.0;715.0;705.0;10.0;345.0;340.0;;;;;;;;;;
273;Mannen;13 jaar;30 juni 2021;11120.0;10740.0;10105.0;1375.0;9230.0;7395.0;735.0;2225.0;1150.0;495.0;205.0;25.0;470.0;1290.0;845.0;835.0;10.0;445.0;435.0;;;35.0;30.0;;;;;;
274;Mannen;13 jaar;31 december 2021;11135.0;10765.0;10135.0;1360.0;9285.0;7415.0;730.0;2235.0;1140.0;510.0;190.0;20.0;470.0;1280.0;835.0;825.0;10.0;445.0;435.0;;10.0;50.0;40.0;10.0;;;;;
275;Mannen;13 jaar;30 juni 2022;11305.0;10980.0;10335.0;1400.0;9460.0;7765.0;700.0;2140.0;1200.0;565.0;175.0;25.0;495.0;1230.0;795.0;790.0;;435.0;425.0;;10.0;55.0;50.0;;;;;;
276;Mannen;13 jaar;31 december 2022;11430.0;11165.0;10555.0;1395.0;9730.0;7915.0;765.0;2200.0;1165.0;530.0;175.0;30.0;495.0;1135.0;725.0;720.0;;405.0;395.0;;;50.0;45.0;;;;;;
277;Mannen;13 jaar;30 juni 2023;11310.0;11050.0;10465.0;1365.0;9665.0;7860.0;775.0;2195.0;1150.0;495.0;180.0;25.0;495.0;1080.0;695.0;685.0;10.0;385.0;380.0;;;45.0;40.0;10.0;;;;;
278;Mannen;13 jaar;31 december 2023;11675.0;11420.0;10810.0;1340.0;10050.0;8240.0;740.0;2305.0;1155.0;510.0;190.0;25.0;480.0;1070.0;695.0;680.0;10.0;380.0;370.0;;;40.0;30.0;10.0;;;;;
279;Mannen;13 jaar;30 juni 2024;12390.0;12150.0;11575.0;1320.0;10810.0;8950.0;805.0;2370.0;1105.0;485.0;205.0;25.0;445.0;995.0;655.0;640.0;10.0;340.0;335.0;;;45.0;40.0;;;;;;
280;Mannen;14 jaar;30 juni 2021;10500.0;10105.0;9395.0;1380.0;8525.0;6780.0;570.0;2100.0;1230.0;530.0;165.0;60.0;520.0;1230.0;790.0;775.0;15.0;440.0;430.0;;;165.0;145.0;20.0;;;;;
281;Mannen;14 jaar;31 december 2021;10540.0;10170.0;9460.0;1250.0;8620.0;6810.0;635.0;2160.0;1215.0;515.0;180.0;40.0;530.0;1215.0;770.0;760.0;10.0;445.0;435.0;;;130.0;110.0;20.0;;;;;
282;Mannen;14 jaar;30 juni 2022;10940.0;10590.0;9840.0;1335.0;9040.0;7220.0;685.0;2215.0;1265.0;545.0;190.0;40.0;540.0;1225.0;775.0;765.0;10.0;450.0;440.0;;;160.0;130.0;25.0;;;;;
283;Mannen;14 jaar;31 december 2022;11270.0;10920.0;10200.0;1395.0;9375.0;7610.0;660.0;2185.0;1260.0;550.0;180.0;40.0;545.0;1205.0;750.0;740.0;10.0;455.0;445.0;;;180.0;145.0;35.0;10.0;;;;
284;Mannen;14 jaar;30 juni 2023;11195.0;10855.0;10150.0;1405.0;9300.0;7575.0;755.0;2155.0;1255.0;530.0;175.0;55.0;560.0;1180.0;730.0;725.0;10.0;450.0;435.0;;10.0;190.0;155.0;30.0;10.0;;;;
285;Mannen;14 jaar;31 december 2023;11360.0;11045.0;10375.0;1390.0;9580.0;7765.0;760.0;2305.0;1260.0;515.0;200.0;50.0;565.0;1115.0;700.0;685.0;15.0;420.0;410.0;;;175.0;150.0;20.0;;;;;
286;Mannen;14 jaar;30 juni 2024;11830.0;11530.0;10890.0;1270.0;10130.0;8270.0;725.0;2360.0;1190.0;490.0;190.0;35.0;530.0;1010.0;620.0;610.0;;395.0;390.0;;;190.0;160.0;35.0;;;;;
287;Mannen;15 jaar;30 juni 2021;10305.0;9805.0;9005.0;1295.0;8160.0;6360.0;520.0;2145.0;1305.0;490.0;220.0;80.0;580.0;1275.0;790.0;775.0;10.0;485.0;475.0;;10.0;395.0;330.0;65.0;10.0;;;;
288;Mannen;15 jaar;31 december 2021;10270.0;9775.0;9010.0;1255.0;8210.0;6420.0;520.0;2130.0;1235.0;470.0;185.0;65.0;560.0;1235.0;780.0;770.0;10.0;455.0;440.0;;10.0;380.0;325.0;45.0;10.0;;;;
289;Mannen;15 jaar;30 juni 2022;10380.0;9950.0;9185.0;1335.0;8340.0;6645.0;565.0;2055.0;1300.0;555.0;150.0;65.0;575.0;1175.0;730.0;725.0;;445.0;435.0;;;350.0;315.0;35.0;;;;;
290;Mannen;15 jaar;31 december 2022;10665.0;10260.0;9495.0;1300.0;8705.0;6925.0;620.0;2175.0;1285.0;555.0;160.0;70.0;555.0;1140.0;690.0;685.0;;450.0;440.0;;;360.0;310.0;45.0;10.0;;;;
291;Mannen;15 jaar;30 juni 2023;10680.0;10220.0;9440.0;1330.0;8620.0;6815.0;645.0;2195.0;1325.0;545.0;200.0;65.0;585.0;1205.0;755.0;735.0;20.0;450.0;445.0;;;450.0;375.0;65.0;15.0;;;;
292;Mannen;15 jaar;31 december 2023;11060.0;10615.0;9835.0;1355.0;9035.0;7210.0;695.0;2290.0;1355.0;535.0;195.0;60.0;620.0;1210.0;740.0;730.0;10.0;470.0;460.0;;10.0;460.0;380.0;60.0;20.0;10.0;;;
293;Mannen;15 jaar;30 juni 2024;11735.0;11315.0;10565.0;1295.0;9795.0;7945.0;695.0;2345.0;1340.0;530.0;180.0;70.0;630.0;1145.0;690.0;675.0;15.0;455.0;440.0;;10.0;495.0;425.0;60.0;15.0;;;;
294;Mannen;16 jaar;30 juni 2021;10175.0;9520.0;8600.0;1255.0;7765.0;5985.0;545.0;2115.0;1470.0;540.0;205.0;95.0;680.0;1360.0;855.0;845.0;10.0;505.0;490.0;;10.0;650.0;555.0;85.0;25.0;10.0;;;
295;Mannen;16 jaar;31 december 2021;10055.0;9385.0;8470.0;1160.0;7695.0;5905.0;495.0;2110.0;1425.0;495.0;210.0;95.0;690.0;1320.0;775.0;760.0;15.0;545.0;530.0;;10.0;675.0;590.0;90.0;15.0;;;;
296;Mannen;16 jaar;30 juni 2022;9965.0;9355.0;8475.0;1180.0;7735.0;6135.0;470.0;1915.0;1395.0;510.0;170.0;90.0;680.0;1255.0;745.0;735.0;10.0;510.0;495.0;;15.0;675.0;595.0;90.0;20.0;;;;
297;Mannen;16 jaar;31 december 2022;10110.0;9525.0;8670.0;1200.0;7940.0;6345.0;495.0;1940.0;1350.0;510.0;170.0;65.0;645.0;1195.0;730.0;720.0;10.0;465.0;455.0;;10.0;660.0;555.0;90.0;25.0;10.0;;;
298;Mannen;16 jaar;30 juni 2023;10040.0;9475.0;8585.0;1280.0;7795.0;6160.0;575.0;2000.0;1385.0;545.0;165.0;65.0;680.0;1135.0;670.0;660.0;10.0;465.0;455.0;;10.0;690.0;595.0;80.0;25.0;;;;
299;Mannen;16 jaar;31 december 2023;10120.0;9560.0;8685.0;1225.0;7925.0;6280.0;535.0;2045.0;1385.0;545.0;170.0;70.0;665.0;1165.0;695.0;685.0;10.0;470.0;460.0;;;735.0;645.0;70.0;25.0;;;;
300;Mannen;16 jaar;30 juni 2024;10765.0;10165.0;9325.0;1100.0;8655.0;6855.0;585.0;2175.0;1370.0;520.0;195.0;65.0;650.0;1155.0;690.0;680.0;10.0;460.0;455.0;;;790.0;670.0;105.0;25.0;;;;
301;Mannen;17 jaar;30 juni 2021;9525.0;8675.0;7645.0;1035.0;6940.0;5375.0;440.0;1755.0;1540.0;555.0;185.0;105.0;740.0;1340.0;820.0;810.0;10.0;520.0;505.0;;10.0;990.0;845.0;130.0;35.0;10.0;;;
302;Mannen;17 jaar;31 december 2021;9615.0;8715.0;7735.0;985.0;7045.0;5510.0;445.0;1765.0;1505.0;530.0;195.0;85.0;735.0;1310.0;815.0;805.0;10.0;500.0;490.0;;;955.0;835.0;100.0;40.0;;;;
303;Mannen;17 jaar;30 juni 2022;9255.0;8420.0;7430.0;1055.0;6730.0;5200.0;415.0;1810.0;1465.0;540.0;170.0;75.0;715.0;1250.0;730.0;715.0;10.0;525.0;510.0;;10.0;925.0;790.0;120.0;30.0;;;;
304;Mannen;17 jaar;31 december 2022;9660.0;8890.0;7905.0;1040.0;7235.0;5655.0;465.0;1845.0;1520.0;525.0;180.0;75.0;780.0;1220.0;655.0;650.0;;565.0;550.0;;15.0;930.0;800.0;110.0;35.0;;;;
305;Mannen;17 jaar;30 juni 2023;9305.0;8530.0;7530.0;1005.0;6875.0;5440.0;425.0;1675.0;1500.0;490.0;190.0;60.0;800.0;1160.0;635.0;630.0;;525.0;510.0;;10.0;945.0;805.0;115.0;35.0;;;;
306;Mannen;17 jaar;31 december 2023;9465.0;8715.0;7735.0;995.0;7115.0;5585.0;460.0;1895.0;1490.0;480.0;185.0;50.0;825.0;1120.0;625.0;615.0;10.0;495.0;475.0;;15.0;985.0;840.0;110.0;35.0;10.0;;;
307;Mannen;17 jaar;30 juni 2024;9945.0;9210.0;8270.0;995.0;7635.0;6055.0;505.0;1910.0;1465.0;515.0;175.0;40.0;785.0;1050.0;570.0;565.0;;480.0;470.0;;10.0;1035.0;895.0;120.0;40.0;;;;
308;Mannen;18 jaar;30 juni 2021;3625.0;2940.0;2120.0;545.0;1625.0;1055.0;120.0;530.0;945.0;415.0;105.0;10.0;435.0;;;;;;;;;1065.0;945.0;95.0;35.0;;;;
309;Mannen;18 jaar;31 december 2021;3725.0;3040.0;2240.0;485.0;1800.0;1205.0;155.0;525.0;945.0;415.0;105.0;10.0;430.0;;;;;;;;;1030.0;940.0;70.0;25.0;;;;
310;Mannen;18 jaar;30 juni 2022;3590.0;2930.0;2125.0;495.0;1685.0;1155.0;110.0;515.0;945.0;455.0;115.0;10.0;370.0;;;;;;;;;1010.0;905.0;85.0;25.0;;;;
311;Mannen;18 jaar;31 december 2022;3725.0;3110.0;2320.0;575.0;1815.0;1245.0;105.0;545.0;945.0;455.0;115.0;15.0;375.0;10.0;;;;;;;;965.0;855.0;85.0;30.0;;;;
312;Mannen;18 jaar;30 juni 2023;3530.0;2905.0;2095.0;485.0;1670.0;1140.0;130.0;510.0;940.0;445.0;115.0;;390.0;;;;;;;;;930.0;820.0;90.0;25.0;;;;
313;Mannen;18 jaar;31 december 2023;3700.0;3095.0;2235.0;480.0;1820.0;1245.0;130.0;575.0;1015.0;440.0;125.0;;460.0;25.0;15.0;15.0;;10.0;10.0;;;950.0;845.0;85.0;20.0;;;;
314;Mannen;18 jaar;30 juni 2024;4280.0;3650.0;2815.0;445.0;2435.0;1770.0;150.0;685.0;1010.0;410.0;120.0;15.0;495.0;10.0;;;;;;;;1030.0;940.0;80.0;25.0;;;;
315;Mannen;19 jaar of ouder;30 juni 2021;4565.0;3635.0;2685.0;710.0;1995.0;1445.0;105.0;495.0;1040.0;600.0;100.0;;350.0;;;;;;;;;1260.0;1155.0;85.0;25.0;;;;
316;Mannen;19 jaar of ouder;31 december 2021;4750.0;3915.0;2880.0;685.0;2220.0;1580.0;125.0;575.0;1100.0;615.0;115.0;;375.0;;;;;;;;;1160.0;1060.0;80.0;20.0;;;;
317;Mannen;19 jaar of ouder;30 juni 2022;4695.0;3810.0;2800.0;710.0;2115.0;1565.0;105.0;500.0;1090.0;680.0;105.0;;305.0;;;;;;;;;1220.0;1130.0;80.0;20.0;;;;
