ID;SectorBranches;Periods;TurnoverIndices_1;TurnoverYearOnYearChange_2
1037;522 Services activities for transport;2017 3rd quarter;119.5;5.4
1038;522 Services activities for transport;2017 4th quarter;124.9;3.7
1039;522 Services activities for transport;2017;119.5;4.8
1040;5221 Services for land transport;2005 1st quarter;69.4;
1041;5221 Services for land transport;2005 2nd quarter;83.1;
1042;5221 Services for land transport;2005 3rd quarter;81.1;
1043;5221 Services for land transport;2005 4th quarter;84.1;
1044;5221 Services for land transport;2005;79.4;
1045;5221 Services for land transport;2006 1st quarter;86.9;25.2
1046;5221 Services for land transport;2006 2nd quarter;97.6;17.4
1047;5221 Services for land transport;2006 3rd quarter;96.5;19.0
1048;5221 Services for land transport;2006 4th quarter;104.7;24.6
1049;5221 Services for land transport;2006;96.4;21.4
1050;5221 Services for land transport;2007 1st quarter;94.0;8.2
1051;5221 Services for land transport;2007 2nd quarter;94.3;-3.4
1052;5221 Services for land transport;2007 3rd quarter;93.9;-2.7
1053;5221 Services for land transport;2007 4th quarter;101.0;-3.6
1054;5221 Services for land transport;2007;95.8;-0.7
1055;5221 Services for land transport;2008 1st quarter;92.2;-1.9
1056;5221 Services for land transport;2008 2nd quarter;94.6;0.3
1057;5221 Services for land transport;2008 3rd quarter;90.2;-3.9
1058;5221 Services for land transport;2008 4th quarter;99.6;-1.4
1059;5221 Services for land transport;2008;94.1;-1.7
1060;5221 Services for land transport;2009 1st quarter;93.1;1.0
1061;5221 Services for land transport;2009 2nd quarter;96.4;1.9
1062;5221 Services for land transport;2009 3rd quarter;97.0;7.6
1063;5221 Services for land transport;2009 4th quarter;107.5;8.0
1064;5221 Services for land transport;2009;98.5;4.7
1065;5221 Services for land transport;2010 1st quarter;95.0;2.1
1066;5221 Services for land transport;2010 2nd quarter;98.4;2.1
1067;5221 Services for land transport;2010 3rd quarter;96.4;-0.6
1068;5221 Services for land transport;2010 4th quarter;110.2;2.4
1069;5221 Services for land transport;2010;100.0;1.5
1070;5221 Services for land transport;2011 1st quarter;99.8;5.0
1071;5221 Services for land transport;2011 2nd quarter;105.9;7.6
1072;5221 Services for land transport;2011 3rd quarter;104.3;8.1
1073;5221 Services for land transport;2011 4th quarter;114.9;4.3
1074;5221 Services for land transport;2011;106.2;6.2
1075;5221 Services for land transport;2012 1st quarter;104.0;4.2
1076;5221 Services for land transport;2012 2nd quarter;113.0;6.7
1077;5221 Services for land transport;2012 3rd quarter;108.9;4.5
1078;5221 Services for land transport;2012 4th quarter;114.5;-0.3
1079;5221 Services for land transport;2012;110.1;3.7
1080;5221 Services for land transport;2013 1st quarter;104.7;0.7
1081;5221 Services for land transport;2013 2nd quarter;110.3;-2.4
1082;5221 Services for land transport;2013 3rd quarter;112.2;3.0
1083;5221 Services for land transport;2013 4th quarter;118.4;3.3
1084;5221 Services for land transport;2013;111.4;1.1
1085;5221 Services for land transport;2014 1st quarter;105.7;0.9
1086;5221 Services for land transport;2014 2nd quarter;114.0;3.4
1087;5221 Services for land transport;2014 3rd quarter;111.9;-0.2
1088;5221 Services for land transport;2014 4th quarter;121.7;2.8
1089;5221 Services for land transport;2014;113.4;1.8
1090;5221 Services for land transport;2015 1st quarter;112.6;6.5
1091;5221 Services for land transport;2015 2nd quarter;119.3;4.6
1092;5221 Services for land transport;2015 3rd quarter;117.7;5.2
1093;5221 Services for land transport;2015 4th quarter;126.6;4.0
1094;5221 Services for land transport;2015;119.1;5.0
1095;5221 Services for land transport;2016 1st quarter;120.8;7.3
1096;5221 Services for land transport;2016 2nd quarter;135.7;13.8
1097;5221 Services for land transport;2016 3rd quarter;131.0;11.3
1098;5221 Services for land transport;2016 4th quarter;136.4;7.8
1099;5221 Services for land transport;2016;131.0;10.0
1100;5221 Services for land transport;2017 1st quarter;121.3;0.4
1101;5221 Services for land transport;2017 2nd quarter;138.8;2.2
1102;5221 Services for land transport;2017 3rd quarter;136.9;4.5
1103;5221 Services for land transport;2017 4th quarter;145.4;6.6
1104;5221 Services for land transport;2017;135.6;3.5
1105;5222 Services for water transport;2005 1st quarter;80.7;
1106;5222 Services for water transport;2005 2nd quarter;80.1;
1107;5222 Services for water transport;2005 3rd quarter;85.4;
1108;5222 Services for water transport;2005 4th quarter;87.1;
1109;5222 Services for water transport;2005;83.3;
1110;5222 Services for water transport;2006 1st quarter;81.9;1.5
1111;5222 Services for water transport;2006 2nd quarter;89.7;12.0
1112;5222 Services for water transport;2006 3rd quarter;92.8;8.8
1113;5222 Services for water transport;2006 4th quarter;95.6;9.7
1114;5222 Services for water transport;2006;90.0;8.0
1115;5222 Services for water transport;2007 1st quarter;91.8;12.0
1116;5222 Services for water transport;2007 2nd quarter;101.6;13.2
1117;5222 Services for water transport;2007 3rd quarter;100.0;7.7
1118;5222 Services for water transport;2007 4th quarter;111.6;16.8
1119;5222 Services for water transport;2007;101.2;12.5
1120;5222 Services for water transport;2008 1st quarter;90.9;-1.0
1121;5222 Services for water transport;2008 2nd quarter;108.3;6.6
1122;5222 Services for water transport;2008 3rd quarter;115.2;15.3
1123;5222 Services for water transport;2008 4th quarter;109.6;-1.8
1124;5222 Services for water transport;2008;106.0;4.7
1125;5222 Services for water transport;2009 1st quarter;93.0;2.3
1126;5222 Services for water transport;2009 2nd quarter;97.7;-9.8
1127;5222 Services for water transport;2009 3rd quarter;95.4;-17.2
1128;5222 Services for water transport;2009 4th quarter;95.0;-13.3
1129;5222 Services for water transport;2009;95.3;-10.1
1130;5222 Services for water transport;2010 1st quarter;93.6;0.6
1131;5222 Services for water transport;2010 2nd quarter;99.4;1.7
1132;5222 Services for water transport;2010 3rd quarter;102.9;7.9
1133;5222 Services for water transport;2010 4th quarter;104.1;9.6
1134;5222 Services for water transport;2010;100.0;5.0
1135;5222 Services for water transport;2011 1st quarter;100.2;7.1
1136;5222 Services for water transport;2011 2nd quarter;100.4;1.1
1137;5222 Services for water transport;2011 3rd quarter;107.7;4.6
1138;5222 Services for water transport;2011 4th quarter;108.6;4.3
1139;5222 Services for water transport;2011;104.2;4.2
1140;5222 Services for water transport;2012 1st quarter;110.4;10.2
1141;5222 Services for water transport;2012 2nd quarter;102.1;1.7
1142;5222 Services for water transport;2012 3rd quarter;102.7;-4.6
1143;5222 Services for water transport;2012 4th quarter;110.9;2.1
1144;5222 Services for water transport;2012;106.5;2.2
1145;5222 Services for water transport;2013 1st quarter;104.0;-5.8
1146;5222 Services for water transport;2013 2nd quarter;106.4;4.3
1147;5222 Services for water transport;2013 3rd quarter;119.2;16.1
1148;5222 Services for water transport;2013 4th quarter;124.9;12.7
1149;5222 Services for water transport;2013;113.6;6.7
1150;5222 Services for water transport;2014 1st quarter;111.2;6.9
1151;5222 Services for water transport;2014 2nd quarter;113.1;6.3
1152;5222 Services for water transport;2014 3rd quarter;113.6;-4.6
1153;5222 Services for water transport;2014 4th quarter;115.9;-7.2
1154;5222 Services for water transport;2014;113.5;-0.1
1155;5222 Services for water transport;2015 1st quarter;113.1;1.7
1156;5222 Services for water transport;2015 2nd quarter;114.2;0.9
1157;5222 Services for water transport;2015 3rd quarter;115.9;2.0
1158;5222 Services for water transport;2015 4th quarter;123.5;6.5
1159;5222 Services for water transport;2015;116.6;2.8
1160;5222 Services for water transport;2016 1st quarter;111.0;-1.8
1161;5222 Services for water transport;2016 2nd quarter;112.5;-1.5
1162;5222 Services for water transport;2016 3rd quarter;113.9;-1.7
1163;5222 Services for water transport;2016 4th quarter;116.1;-6.0
1164;5222 Services for water transport;2016;113.4;-2.8
1165;5222 Services for water transport;2017 1st quarter;111.3;0.2
1166;5222 Services for water transport;2017 2nd quarter;114.0;1.4
1167;5222 Services for water transport;2017 3rd quarter;117.8;3.5
1168;5222 Services for water transport;2017 4th quarter;118.9;2.4
1169;5222 Services for water transport;2017;115.5;1.9
1170;5223 Services for air transport;2005 1st quarter;80.9;
1171;5223 Services for air transport;2005 2nd quarter;101.5;
1172;5223 Services for air transport;2005 3rd quarter;108.4;
1173;5223 Services for air transport;2005 4th quarter;96.8;
1174;5223 Services for air transport;2005;96.9;
1175;5223 Services for air transport;2006 1st quarter;81.3;0.4
1176;5223 Services for air transport;2006 2nd quarter;106.6;5.0
1177;5223 Services for air transport;2006 3rd quarter;112.9;4.1
1178;5223 Services for air transport;2006 4th quarter;97.2;0.4
1179;5223 Services for air transport;2006;99.5;2.7
1180;5223 Services for air transport;2007 1st quarter;86.4;6.3
1181;5223 Services for air transport;2007 2nd quarter;107.2;0.5
1182;5223 Services for air transport;2007 3rd quarter;120.7;6.9
1183;5223 Services for air transport;2007 4th quarter;102.2;5.2
1184;5223 Services for air transport;2007;104.1;4.7
1185;5223 Services for air transport;2008 1st quarter;90.1;4.3
1186;5223 Services for air transport;2008 2nd quarter;106.4;-0.7
1187;5223 Services for air transport;2008 3rd quarter;113.5;-6.0
1188;5223 Services for air transport;2008 4th quarter;100.7;-1.4
1189;5223 Services for air transport;2008;102.7;-1.4
1190;5223 Services for air transport;2009 1st quarter;90.1;0.1
1191;5223 Services for air transport;2009 2nd quarter;104.8;-1.5
1192;5223 Services for air transport;2009 3rd quarter;111.0;-2.2
1193;5223 Services for air transport;2009 4th quarter;94.9;-5.8
1194;5223 Services for air transport;2009;100.2;-2.4
1195;5223 Services for air transport;2010 1st quarter;83.9;-6.9
1196;5223 Services for air transport;2010 2nd quarter;98.6;-5.9
1197;5223 Services for air transport;2010 3rd quarter;115.3;3.9
1198;5223 Services for air transport;2010 4th quarter;102.2;7.7
1199;5223 Services for air transport;2010;100.0;-0.2
1200;5223 Services for air transport;2011 1st quarter;91.2;8.8
1201;5223 Services for air transport;2011 2nd quarter;114.6;16.2
1202;5223 Services for air transport;2011 3rd quarter;123.1;6.8
1203;5223 Services for air transport;2011 4th quarter;107.2;4.9
1204;5223 Services for air transport;2011;109.1;9.1
1205;5223 Services for air transport;2012 1st quarter;92.9;1.9
1206;5223 Services for air transport;2012 2nd quarter;117.2;2.3
1207;5223 Services for air transport;2012 3rd quarter;128.3;4.2
1208;5223 Services for air transport;2012 4th quarter;109.5;2.1
1209;5223 Services for air transport;2012;112.0;2.7
1210;5223 Services for air transport;2013 1st quarter;99.3;6.8
1211;5223 Services for air transport;2013 2nd quarter;124.7;6.4
1212;5223 Services for air transport;2013 3rd quarter;133.4;3.9
1213;5223 Services for air transport;2013 4th quarter;115.2;5.2
1214;5223 Services for air transport;2013;118.1;5.5
1215;5223 Services for air transport;2014 1st quarter;100.3;1.0
1216;5223 Services for air transport;2014 2nd quarter;129.6;4.0
1217;5223 Services for air transport;2014 3rd quarter;140.0;5.0
1218;5223 Services for air transport;2014 4th quarter;119.4;3.6
1219;5223 Services for air transport;2014;122.3;3.5
1220;5223 Services for air transport;2015 1st quarter;105.8;5.5
1221;5223 Services for air transport;2015 2nd quarter;133.2;2.8
1222;5223 Services for air transport;2015 3rd quarter;144.8;3.4
1223;5223 Services for air transport;2015 4th quarter;128.7;7.8
1224;5223 Services for air transport;2015;128.1;4.7
1225;5223 Services for air transport;2016 1st quarter;112.1;5.9
1226;5223 Services for air transport;2016 2nd quarter;132.3;-0.7
1227;5223 Services for air transport;2016 3rd quarter;143.4;-1.0
1228;5223 Services for air transport;2016 4th quarter;128.3;-0.3
1229;5223 Services for air transport;2016;129.0;0.7
1230;5223 Services for air transport;2017 1st quarter;114.3;2.0
1231;5223 Services for air transport;2017 2nd quarter;135.3;2.3
1232;5223 Services for air transport;2017 3rd quarter;146.5;2.1
1233;5223 Services for air transport;2017 4th quarter;127.4;-0.7
1234;5223 Services for air transport;2017;130.9;1.4
1235;5224 Cargo handling;2005 1st quarter;69.0;
1236;5224 Cargo handling;2005 2nd quarter;77.6;
1237;5224 Cargo handling;2005 3rd quarter;72.2;
1238;5224 Cargo handling;2005 4th quarter;76.9;
1239;5224 Cargo handling;2005;73.9;
1240;5224 Cargo handling;2006 1st quarter;74.9;8.6
1241;5224 Cargo handling;2006 2nd quarter;78.4;1.0
1242;5224 Cargo handling;2006 3rd quarter;79.3;9.8
1243;5224 Cargo handling;2006 4th quarter;82.6;7.5
1244;5224 Cargo handling;2006;78.8;6.6
1245;5224 Cargo handling;2007 1st quarter;83.6;11.6
1246;5224 Cargo handling;2007 2nd quarter;87.5;11.7
1247;5224 Cargo handling;2007 3rd quarter;92.3;16.4
1248;5224 Cargo handling;2007 4th quarter;101.7;23.1
1249;5224 Cargo handling;2007;91.3;15.9
1250;5224 Cargo handling;2008 1st quarter;99.0;18.3
1251;5224 Cargo handling;2008 2nd quarter;104.9;19.9
1252;5224 Cargo handling;2008 3rd quarter;105.6;14.4
1253;5224 Cargo handling;2008 4th quarter;103.2;1.5
1254;5224 Cargo handling;2008;103.2;13.0
1255;5224 Cargo handling;2009 1st quarter;95.2;-3.8
1256;5224 Cargo handling;2009 2nd quarter;94.0;-10.4
1257;5224 Cargo handling;2009 3rd quarter;95.0;-10.1
1258;5224 Cargo handling;2009 4th quarter;94.2;-8.7
1259;5224 Cargo handling;2009;94.6;-8.3
1260;5224 Cargo handling;2010 1st quarter;93.2;-2.1
1261;5224 Cargo handling;2010 2nd quarter;101.3;7.8
1262;5224 Cargo handling;2010 3rd quarter;103.9;9.4
1263;5224 Cargo handling;2010 4th quarter;101.5;7.8
1264;5224 Cargo handling;2010;100.0;5.7
1265;5224 Cargo handling;2011 1st quarter;98.5;5.6
1266;5224 Cargo handling;2011 2nd quarter;102.9;1.5
1267;5224 Cargo handling;2011 3rd quarter;103.9;0.0
1268;5224 Cargo handling;2011 4th quarter;102.7;1.2
1269;5224 Cargo handling;2011;102.0;2.0
1270;5224 Cargo handling;2012 1st quarter;101.3;2.8
1271;5224 Cargo handling;2012 2nd quarter;106.7;3.7
1272;5224 Cargo handling;2012 3rd quarter;107.0;2.9
1273;5224 Cargo handling;2012 4th quarter;108.8;5.9
1274;5224 Cargo handling;2012;105.9;3.8
1275;5224 Cargo handling;2013 1st quarter;99.9;-1.3
1276;5224 Cargo handling;2013 2nd quarter;105.1;-1.5
1277;5224 Cargo handling;2013 3rd quarter;108.2;1.1
1278;5224 Cargo handling;2013 4th quarter;112.6;3.6
1279;5224 Cargo handling;2013;106.5;0.5
1280;5224 Cargo handling;2014 1st quarter;110.3;10.4
1281;5224 Cargo handling;2014 2nd quarter;118.4;12.6
1282;5224 Cargo handling;2014 3rd quarter;117.2;8.4
1283;5224 Cargo handling;2014 4th quarter;118.7;5.4
1284;5224 Cargo handling;2014;116.2;9.1
1285;5224 Cargo handling;2015 1st quarter;115.5;4.7
1286;5224 Cargo handling;2015 2nd quarter;120.8;2.1
1287;5224 Cargo handling;2015 3rd quarter;120.6;2.9
1288;5224 Cargo handling;2015 4th quarter;119.2;0.4
1289;5224 Cargo handling;2015;119.0;2.5
1290;5224 Cargo handling;2016 1st quarter;113.3;-1.9
1291;5224 Cargo handling;2016 2nd quarter;111.6;-7.7
1292;5224 Cargo handling;2016 3rd quarter;111.3;-7.7
1293;5224 Cargo handling;2016 4th quarter;112.4;-5.7
1294;5224 Cargo handling;2016;112.1;-5.8
1295;5224 Cargo handling;2017 1st quarter;106.0;-6.4
1296;5224 Cargo handling;2017 2nd quarter;111.6;0.0
1297;5224 Cargo handling;2017 3rd quarter;111.6;0.2
1298;5224 Cargo handling;2017 4th quarter;115.5;2.7
1299;5224 Cargo handling;2017;111.1;-0.9
1300;5229 Agents for transport and weighing;2005 1st quarter;86.8;
1301;5229 Agents for transport and weighing;2005 2nd quarter;93.0;
1302;5229 Agents for transport and weighing;2005 3rd quarter;92.5;
1303;5229 Agents for transport and weighing;2005 4th quarter;97.6;
1304;5229 Agents for transport and weighing;2005;92.5;
1305;5229 Agents for transport and weighing;2006 1st quarter;96.0;10.7
1306;5229 Agents for transport and weighing;2006 2nd quarter;101.7;9.4
1307;5229 Agents for transport and weighing;2006 3rd quarter;92.7;0.2
1308;5229 Agents for transport and weighing;2006 4th quarter;105.0;7.6
1309;5229 Agents for transport and weighing;2006;98.9;6.9
1310;5229 Agents for transport and weighing;2007 1st quarter;104.6;8.9
1311;5229 Agents for transport and weighing;2007 2nd quarter;111.2;9.4
1312;5229 Agents for transport and weighing;2007 3rd quarter;115.3;24.4
1313;5229 Agents for transport and weighing;2007 4th quarter;125.3;19.4
1314;5229 Agents for transport and weighing;2007;114.1;15.4
1315;5229 Agents for transport and weighing;2008 1st quarter;110.8;6.0
1316;5229 Agents for transport and weighing;2008 2nd quarter;116.2;4.5
1317;5229 Agents for transport and weighing;2008 3rd quarter;116.9;1.4
1318;5229 Agents for transport and weighing;2008 4th quarter;114.9;-8.3
1319;5229 Agents for transport and weighing;2008;114.7;0.5
1320;5229 Agents for transport and weighing;2009 1st quarter;94.2;-15.0
1321;5229 Agents for transport and weighing;2009 2nd quarter;91.7;-21.1
1322;5229 Agents for transport and weighing;2009 3rd quarter;90.9;-22.2
1323;5229 Agents for transport and weighing;2009 4th quarter;94.9;-17.4
1324;5229 Agents for transport and weighing;2009;92.9;-19.0
1325;5229 Agents for transport and weighing;2010 1st quarter;93.1;-1.1
1326;5229 Agents for transport and weighing;2010 2nd quarter;99.3;8.3
1327;5229 Agents for transport and weighing;2010 3rd quarter;102.5;12.7
1328;5229 Agents for transport and weighing;2010 4th quarter;105.1;10.7
1329;5229 Agents for transport and weighing;2010;100.0;7.6
1330;5229 Agents for transport and weighing;2011 1st quarter;100.7;8.2
1331;5229 Agents for transport and weighing;2011 2nd quarter;106.4;7.2
1332;5229 Agents for transport and weighing;2011 3rd quarter;105.4;2.8
1333;5229 Agents for transport and weighing;2011 4th quarter;110.8;5.4
1334;5229 Agents for transport and weighing;2011;105.8;5.8
1335;5229 Agents for transport and weighing;2012 1st quarter;104.2;3.4
1336;5229 Agents for transport and weighing;2012 2nd quarter;111.2;4.5
1337;5229 Agents for transport and weighing;2012 3rd quarter;111.1;5.4
1338;5229 Agents for transport and weighing;2012 4th quarter;110.8;0.0
1339;5229 Agents for transport and weighing;2012;109.3;3.3
1340;5229 Agents for transport and weighing;2013 1st quarter;107.1;2.7
1341;5229 Agents for transport and weighing;2013 2nd quarter;110.1;-1.0
1342;5229 Agents for transport and weighing;2013 3rd quarter;108.1;-2.7
1343;5229 Agents for transport and weighing;2013 4th quarter;108.0;-2.5
1344;5229 Agents for transport and weighing;2013;108.3;-0.9
1345;5229 Agents for transport and weighing;2014 1st quarter;103.0;-3.8
1346;5229 Agents for transport and weighing;2014 2nd quarter;108.8;-1.2
1347;5229 Agents for transport and weighing;2014 3rd quarter;110.5;2.2
1348;5229 Agents for transport and weighing;2014 4th quarter;113.7;5.3
1349;5229 Agents for transport and weighing;2014;109.0;0.6
1350;5229 Agents for transport and weighing;2015 1st quarter;108.1;5.0
1351;5229 Agents for transport and weighing;2015 2nd quarter;111.1;2.2
1352;5229 Agents for transport and weighing;2015 3rd quarter;111.5;1.0
1353;5229 Agents for transport and weighing;2015 4th quarter;118.4;4.1
1354;5229 Agents for transport and weighing;2015;112.3;3.0
1355;5229 Agents for transport and weighing;2016 1st quarter;106.6;-1.5
1356;5229 Agents for transport and weighing;2016 2nd quarter;110.6;-0.5
1357;5229 Agents for transport and weighing;2016 3rd quarter;109.6;-1.7
1358;5229 Agents for transport and weighing;2016 4th quarter;120.6;1.9
1359;5229 Agents for transport and weighing;2016;111.8;-0.4
1360;5229 Agents for transport and weighing;2017 1st quarter;115.1;8.0
1361;5229 Agents for transport and weighing;2017 2nd quarter;119.0;7.6
1362;5229 Agents for transport and weighing;2017 3rd quarter;117.4;7.1
1363;5229 Agents for transport and weighing;2017 4th quarter;125.9;4.4
1364;5229 Agents for transport and weighing;2017;119.4;6.7
1365;53 Postal and courier activities;2005 1st quarter;102.5;
1366;53 Postal and courier activities;2005 2nd quarter;103.6;
1367;53 Postal and courier activities;2005 3rd quarter;95.2;
1368;53 Postal and courier activities;2005 4th quarter;118.4;
1369;53 Postal and courier activities;2005;105.0;
1370;53 Postal and courier activities;2006 1st quarter;108.0;5.3
1371;53 Postal and courier activities;2006 2nd quarter;105.0;1.4
1372;53 Postal and courier activities;2006 3rd quarter;99.4;4.3
1373;53 Postal and courier activities;2006 4th quarter;120.7;1.9
1374;53 Postal and courier activities;2006;108.3;3.2
1375;53 Postal and courier activities;2007 1st quarter;108.6;0.5
1376;53 Postal and courier activities;2007 2nd quarter;108.1;2.9
1377;53 Postal and courier activities;2007 3rd quarter;99.2;-0.2
1378;53 Postal and courier activities;2007 4th quarter;119.1;-1.4
1379;53 Postal and courier activities;2007;108.7;0.4
1380;53 Postal and courier activities;2008 1st quarter;111.8;3.0
1381;53 Postal and courier activities;2008 2nd quarter;109.7;1.5
1382;53 Postal and courier activities;2008 3rd quarter;102.8;3.6
1383;53 Postal and courier activities;2008 4th quarter;123.1;3.4
1384;53 Postal and courier activities;2008;111.9;2.9
1385;53 Postal and courier activities;2009 1st quarter;103.9;-7.1
1386;53 Postal and courier activities;2009 2nd quarter;102.6;-6.5
1387;53 Postal and courier activities;2009 3rd quarter;96.8;-5.9
1388;53 Postal and courier activities;2009 4th quarter;116.6;-5.3
1389;53 Postal and courier activities;2009;105.0;-6.2
1390;53 Postal and courier activities;2010 1st quarter;100.7;-3.0
1391;53 Postal and courier activities;2010 2nd quarter;98.3;-4.2
1392;53 Postal and courier activities;2010 3rd quarter;91.2;-5.7
1393;53 Postal and courier activities;2010 4th quarter;109.7;-5.9
1394;53 Postal and courier activities;2010;100.0;-4.7
1395;53 Postal and courier activities;2011 1st quarter;97.1;-3.6
1396;53 Postal and courier activities;2011 2nd quarter;97.5;-0.9
1397;53 Postal and courier activities;2011 3rd quarter;91.8;0.6
1398;53 Postal and courier activities;2011 4th quarter;109.3;-0.4
1399;53 Postal and courier activities;2011;98.9;-1.1
1400;53 Postal and courier activities;2012 1st quarter;98.7;1.6
1401;53 Postal and courier activities;2012 2nd quarter;96.4;-1.1
1402;53 Postal and courier activities;2012 3rd quarter;93.2;1.5
1403;53 Postal and courier activities;2012 4th quarter;109.4;0.2
1404;53 Postal and courier activities;2012;99.4;0.5
1405;53 Postal and courier activities;2013 1st quarter;96.8;-1.9
1406;53 Postal and courier activities;2013 2nd quarter;96.3;-0.1
1407;53 Postal and courier activities;2013 3rd quarter;94.2;1.1
1408;53 Postal and courier activities;2013 4th quarter;112.8;3.0
1409;53 Postal and courier activities;2013;100.0;0.6
1410;53 Postal and courier activities;2014 1st quarter;101.2;4.5
1411;53 Postal and courier activities;2014 2nd quarter;101.1;5.0
1412;53 Postal and courier activities;2014 3rd quarter;98.8;4.9
1413;53 Postal and courier activities;2014 4th quarter;117.9;4.6
1414;53 Postal and courier activities;2014;104.8;4.7
1415;53 Postal and courier activities;2015 1st quarter;102.7;1.4
1416;53 Postal and courier activities;2015 2nd quarter;104.3;3.1
1417;53 Postal and courier activities;2015 3rd quarter;102.0;3.2
1418;53 Postal and courier activities;2015 4th quarter;121.6;3.1
1419;53 Postal and courier activities;2015;107.6;2.7
1420;53 Postal and courier activities;2016 1st quarter;106.5;3.7
1421;53 Postal and courier activities;2016 2nd quarter;105.7;1.4
1422;53 Postal and courier activities;2016 3rd quarter;103.4;1.4
1423;53 Postal and courier activities;2016 4th quarter;124.3;2.3
1424;53 Postal and courier activities;2016;110.0;2.2
1425;53 Postal and courier activities;2017 1st quarter;112.4;5.6
1426;53 Postal and courier activities;2017 2nd quarter;110.0;4.1
1427;53 Postal and courier activities;2017 3rd quarter;108.2;4.6
1428;53 Postal and courier activities;2017 4th quarter;128.2;3.1
1429;53 Postal and courier activities;2017;114.7;4.3
1430;532 Other postal and courier activities;2005 1st quarter;85.4;
1431;532 Other postal and courier activities;2005 2nd quarter;91.6;
1432;532 Other postal and courier activities;2005 3rd quarter;87.5;
1433;532 Other postal and courier activities;2005 4th quarter;104.5;
1434;532 Other postal and courier activities;2005;92.2;
1435;532 Other postal and courier activities;2006 1st quarter;97.5;14.2
1436;532 Other postal and courier activities;2006 2nd quarter;99.0;8.1
1437;532 Other postal and courier activities;2006 3rd quarter;99.9;14.1
1438;532 Other postal and courier activities;2006 4th quarter;112.7;7.9
1439;532 Other postal and courier activities;2006;102.3;10.9
1440;532 Other postal and courier activities;2007 1st quarter;98.5;1.1
1441;532 Other postal and courier activities;2007 2nd quarter;106.3;7.3
1442;532 Other postal and courier activities;2007 3rd quarter;99.4;-0.5
1443;532 Other postal and courier activities;2007 4th quarter;115.0;2.1
1444;532 Other postal and courier activities;2007;104.8;2.5
1445;532 Other postal and courier activities;2008 1st quarter;110.1;11.8
1446;532 Other postal and courier activities;2008 2nd quarter;114.6;7.8
1447;532 Other postal and courier activities;2008 3rd quarter;109.3;10.0
1448;532 Other postal and courier activities;2008 4th quarter;120.5;4.7
1449;532 Other postal and courier activities;2008;113.6;8.4
1450;532 Other postal and courier activities;2009 1st quarter;99.0;-10.1
1451;532 Other postal and courier activities;2009 2nd quarter;100.5;-12.3
1452;532 Other postal and courier activities;2009 3rd quarter;99.2;-9.2
1453;532 Other postal and courier activities;2009 4th quarter;111.0;-7.9
1454;532 Other postal and courier activities;2009;102.4;-9.9
1455;532 Other postal and courier activities;2010 1st quarter;93.2;-5.9
1456;532 Other postal and courier activities;2010 2nd quarter;99.4;-1.2
1457;532 Other postal and courier activities;2010 3rd quarter;96.1;-3.1
1458;532 Other postal and courier activities;2010 4th quarter;111.3;0.3
1459;532 Other postal and courier activities;2010;100.0;-2.4
1460;532 Other postal and courier activities;2011 1st quarter;99.7;7.0
1461;532 Other postal and courier activities;2011 2nd quarter;104.4;5.1
1462;532 Other postal and courier activities;2011 3rd quarter;103.5;7.6
1463;532 Other postal and courier activities;2011 4th quarter;113.6;2.0
1464;532 Other postal and courier activities;2011;105.3;5.3
1465;532 Other postal and courier activities;2012 1st quarter;107.0;7.4
1466;532 Other postal and courier activities;2012 2nd quarter;107.6;3.1
1467;532 Other postal and courier activities;2012 3rd quarter;108.1;4.5
1468;532 Other postal and courier activities;2012 4th quarter;116.6;2.7
1469;532 Other postal and courier activities;2012;109.8;4.3
1470;532 Other postal and courier activities;2013 1st quarter;107.6;0.5
1471;532 Other postal and courier activities;2013 2nd quarter;112.9;4.9
1472;532 Other postal and courier activities;2013 3rd quarter;111.1;2.7
1473;532 Other postal and courier activities;2013 4th quarter;124.4;6.7
1474;532 Other postal and courier activities;2013;114.0;3.8
1475;532 Other postal and courier activities;2014 1st quarter;116.8;8.6
1476;532 Other postal and courier activities;2014 2nd quarter;120.7;6.9
1477;532 Other postal and courier activities;2014 3rd quarter;121.3;9.2
1478;532 Other postal and courier activities;2014 4th quarter;133.0;6.9
1479;532 Other postal and courier activities;2014;123.0;7.9
1480;532 Other postal and courier activities;2015 1st quarter;124.1;6.3
1481;532 Other postal and courier activities;2015 2nd quarter;130.6;8.2
1482;532 Other postal and courier activities;2015 3rd quarter;131.7;8.6
1483;532 Other postal and courier activities;2015 4th quarter;144.6;8.7
1484;532 Other postal and courier activities;2015;132.7;8.0
1485;532 Other postal and courier activities;2016 1st quarter;134.3;8.2
1486;532 Other postal and courier activities;2016 2nd quarter;137.0;5.0
1487;532 Other postal and courier activities;2016 3rd quarter;138.6;5.2
1488;532 Other postal and courier activities;2016 4th quarter;158.5;9.6
1489;532 Other postal and courier activities;2016;142.1;7.0
1490;532 Other postal and courier activities;2017 1st quarter;151.1;12.5
1491;532 Other postal and courier activities;2017 2nd quarter;145.9;6.5
1492;532 Other postal and courier activities;2017 3rd quarter;145.9;5.3
1493;532 Other postal and courier activities;2017 4th quarter;164.5;3.8
1494;532 Other postal and courier activities;2017;151.8;6.8
