ID;Slachtdieren;Perioden;AantalSlachtingen_1;GeslachtGewicht_2
177;Rundvee (totaal);2003 september;166.0;32235.0
178;Rundvee (totaal);2003 oktober;178.0;35595.0
179;Rundvee (totaal);2003 november;160.3;32090.0
180;Rundvee (totaal);2003 december;178.9;34473.0
181;Rundvee (totaal);2003;1851.5;365190.0
182;Rundvee (totaal);2004 januari;158.6;32234.0
183;Rundvee (totaal);2004 februari;145.9;29375.0
184;Rundvee (totaal);2004 maart;174.0;33888.0
185;Rundvee (totaal);2004 april;153.5;28451.0
186;Rundvee (totaal);2004 mei;146.0;27891.0
187;Rundvee (totaal);2004 juni;159.8;30890.0
188;Rundvee (totaal);2004 juli;145.5;27908.0
189;Rundvee (totaal);2004 augustus;158.8;30933.0
190;Rundvee (totaal);2004 september;178.3;34599.0
191;Rundvee (totaal);2004 oktober;171.0;33645.0
192;Rundvee (totaal);2004 november;185.8;36433.0
193;Rundvee (totaal);2004 december;183.9;35218.0
194;Rundvee (totaal);2004;1961.1;381465.0
195;Rundvee (totaal);2005 januari;160.7;33600.0
196;Rundvee (totaal);2005 februari;142.1;28817.0
197;Rundvee (totaal);2005 maart;161.3;32486.0
198;Rundvee (totaal);2005 april;147.9;30252.0
199;Rundvee (totaal);2005 mei;161.7;31726.0
200;Rundvee (totaal);2005 juni;155.3;31038.0
201;Rundvee (totaal);2005 juli;136.2;26979.0
202;Rundvee (totaal);2005 augustus;164.3;33029.0
203;Rundvee (totaal);2005 september;181.4;36762.0
204;Rundvee (totaal);2005 oktober;170.7;34639.0
205;Rundvee (totaal);2005 november;192.3;38755.0
206;Rundvee (totaal);2005 december;193.1;37788.0
207;Rundvee (totaal);2005;1967.0;395871.0
208;Rundvee (totaal);2006 januari;149.9;30873.0
209;Rundvee (totaal);2006 februari;141.6;28601.0
210;Rundvee (totaal);2006 maart;171.7;34607.0
211;Rundvee (totaal);2006 april;139.4;27448.0
212;Rundvee (totaal);2006 mei;165.3;31949.0
213;Rundvee (totaal);2006 juni;152.4;30011.0
214;Rundvee (totaal);2006 juli;133.7;25953.0
215;Rundvee (totaal);2006 augustus;161.4;31289.0
216;Rundvee (totaal);2006 september;165.1;33512.0
217;Rundvee (totaal);2006 oktober;179.7;36733.0
218;Rundvee (totaal);2006 november;185.1;38400.0
219;Rundvee (totaal);2006 december;169.8;34271.0
220;Rundvee (totaal);2006;1915.1;383647.0
221;Rundvee (totaal);2007 januari;163.9;34022.0
222;Rundvee (totaal);2007 februari;143.3;28885.0
223;Rundvee (totaal);2007 maart;174.9;36161.0
224;Rundvee (totaal);2007 april;141.2;29362.0
225;Rundvee (totaal);2007 mei;166.4;33498.0
226;Rundvee (totaal);2007 juni;150.4;30526.0
227;Rundvee (totaal);2007 juli;143.3;27686.0
228;Rundvee (totaal);2007 augustus;161.1;32321.0
229;Rundvee (totaal);2007 september;152.1;30483.0
230;Rundvee (totaal);2007 oktober;176.4;36613.0
231;Rundvee (totaal);2007 november;172.1;34784.0
232;Rundvee (totaal);2007 december;159.9;31230.0
233;Rundvee (totaal);2007;1905.0;385571.0
234;Rundvee (totaal);2008 januari;157.3;31242.0
235;Rundvee (totaal);2008 februari;143.9;28700.0
236;Rundvee (totaal);2008 maart;153.1;29670.0
237;Rundvee (totaal);2008 april;147.6;28600.0
238;Rundvee (totaal);2008 mei;150.7;28312.0
239;Rundvee (totaal);2008 juni;160.3;30904.0
240;Rundvee (totaal);2008 juli;156.2;30077.0
241;Rundvee (totaal);2008 augustus;150.0;29909.0
242;Rundvee (totaal);2008 september;180.8;36150.0
243;Rundvee (totaal);2008 oktober;177.3;35779.0
244;Rundvee (totaal);2008 november;159.5;32692.0
245;Rundvee (totaal);2008 december;188.7;36842.0
246;Rundvee (totaal);2008;1925.4;378877.0
247;Rundvee (totaal);2009 januari;164.7;33087.0
248;Rundvee (totaal);2009 februari;153.3;30037.0
249;Rundvee (totaal);2009 maart;175.1;33985.0
250;Rundvee (totaal);2009 april;154.0;29084.0
251;Rundvee (totaal);2009 mei;172.3;33360.0
252;Rundvee (totaal);2009 juni;173.5;33314.0
253;Rundvee (totaal);2009 juli;170.3;32407.0
254;Rundvee (totaal);2009 augustus;165.7;31998.0
255;Rundvee (totaal);2009 september;184.8;35836.0
256;Rundvee (totaal);2009 oktober;180.0;35286.0
257;Rundvee (totaal);2009 november;180.3;35861.0
258;Rundvee (totaal);2009 december;194.3;37497.0
259;Rundvee (totaal);2009;2068.3;401752.0
260;Rundvee (totaal);2010 januari;142.5;27480.0
261;Rundvee (totaal);2010 februari;141.7;27079.0
262;Rundvee (totaal);2010 maart;194.3;36842.0
263;Rundvee (totaal);2010 april;160.5;30524.0
264;Rundvee (totaal);2010 mei;157.6;29880.0
265;Rundvee (totaal);2010 juni;169.3;32313.0
266;Rundvee (totaal);2010 juli;153.8;28894.0
267;Rundvee (totaal);2010 augustus;166.1;31815.0
268;Rundvee (totaal);2010 september;184.5;35460.0
269;Rundvee (totaal);2010 oktober;176.0;34884.0
270;Rundvee (totaal);2010 november;186.9;37015.0
271;Rundvee (totaal);2010 december;195.0;36424.0
272;Rundvee (totaal);2010;2028.2;388610.0
273;Rundvee (totaal);2011 januari;162.8;32034.0
274;Rundvee (totaal);2011 februari;160.8;30824.0
275;Rundvee (totaal);2011 maart;183.7;34669.0
276;Rundvee (totaal);2011 april;162.0;30058.0
277;Rundvee (totaal);2011 mei;169.3;31926.0
278;Rundvee (totaal);2011 juni;163.7;30332.0
279;Rundvee (totaal);2011 juli;150.2;27737.0
280;Rundvee (totaal);2011 augustus;174.0;32314.0
281;Rundvee (totaal);2011 september;177.2;33596.0
282;Rundvee (totaal);2011 oktober;165.6;31239.0
283;Rundvee (totaal);2011 november;181.3;34419.0
284;Rundvee (totaal);2011 december;177.7;32412.0
285;Rundvee (totaal);2011;2028.3;381559.0
286;Rundvee (totaal);2012 januari;154.2;29909.0
287;Rundvee (totaal);2012 februari;150.8;28366.0
288;Rundvee (totaal);2012 maart;165.3;32001.0
289;Rundvee (totaal);2012 april;142.6;27836.0
290;Rundvee (totaal);2012 mei;177.6;33446.0
291;Rundvee (totaal);2012 juni;160.8;31126.0
292;Rundvee (totaal);2012 juli;161.4;30362.0
293;Rundvee (totaal);2012 augustus;160.1;31303.0
294;Rundvee (totaal);2012 september;161.8;31499.0
295;Rundvee (totaal);2012 oktober;172.0;34314.0
296;Rundvee (totaal);2012 november;166.2;33014.0
297;Rundvee (totaal);2012 december;160.8;30356.0
298;Rundvee (totaal);2012;1933.7;373531.0
299;Rundvee (totaal);2013 januari;153.2;29722.0
300;Rundvee (totaal);2013 februari;137.9;26214.0
301;Rundvee (totaal);2013 maart;156.8;30355.0
302;Rundvee (totaal);2013 april;154.8;29919.0
303;Rundvee (totaal);2013 mei;170.1;33545.0
304;Rundvee (totaal);2013 juni;167.9;31799.0
305;Rundvee (totaal);2013 juli;158.1;30474.0
306;Rundvee (totaal);2013 augustus;161.5;31403.0
307;Rundvee (totaal);2013 september;167.1;32748.0
308;Rundvee (totaal);2013 oktober;177.8;35184.0
309;Rundvee (totaal);2013 november;173.6;34514.0
310;Rundvee (totaal);2013 december;178.8;33223.0
311;Rundvee (totaal);2013;1957.8;379101.0
312;Rundvee (totaal);2014 januari;163.3;32395.0
313;Rundvee (totaal);2014 februari;143.1;27373.0
314;Rundvee (totaal);2014 maart;155.6;29448.0
315;Rundvee (totaal);2014 april;164.3;30967.0
316;Rundvee (totaal);2014 mei;160.1;30494.0
317;Rundvee (totaal);2014 juni;155.4;29702.0
318;Rundvee (totaal);2014 juli;156.5;29361.0
319;Rundvee (totaal);2014 augustus;147.7;28380.0
320;Rundvee (totaal);2014 september;176.6;33612.0
321;Rundvee (totaal);2014 oktober;183.6;36301.0
322;Rundvee (totaal);2014 november;160.2;31894.0
323;Rundvee (totaal);2014 december;191.7;36257.0
324;Rundvee (totaal);2014;1958.2;376185.0
325;Rundvee (totaal);2015 januari;163.7;32147.0
326;Rundvee (totaal);2015 februari;147.2;28286.0
327;Rundvee (totaal);2015 maart;174.5;32969.0
328;Rundvee (totaal);2015 april;150.3;29025.0
329;Rundvee (totaal);2015 mei;147.6;28392.0
330;Rundvee (totaal);2015 juni;161.3;31870.0
331;Rundvee (totaal);2015 juli;170.2;32906.0
332;Rundvee (totaal);2015 augustus;147.8;29313.0
333;Rundvee (totaal);2015 september;177.5;35371.0
334;Rundvee (totaal);2015 oktober;160.3;32407.0
335;Rundvee (totaal);2015 november;167.4;33831.0
336;Rundvee (totaal);2015 december;189.0;36002.0
337;Rundvee (totaal);2015;1956.9;382519.0
338;Rundvee (totaal);2016 januari;152.7;30136.0
339;Rundvee (totaal);2016 februari;154.2;30526.0
340;Rundvee (totaal);2016 maart;183.0;35273.0
341;Rundvee (totaal);2016 april;168.5;34546.0
342;Rundvee (totaal);2016 mei;184.6;36006.0
343;Rundvee (totaal);2016 juni;181.4;36260.0
344;Rundvee (totaal);2016 juli;159.1;31404.0
345;Rundvee (totaal);2016 augustus;174.3;34316.0
346;Rundvee (totaal);2016 september;175.6;35682.0
347;Rundvee (totaal);2016 oktober;180.9;35443.0
348;Rundvee (totaal);2016 november;181.4;36892.0
349;Rundvee (totaal);2016 december;200.8;39578.0
350;Rundvee (totaal);2016;2096.5;416062.0
351;Rundvee (totaal);2017 januari;177.2;36080.0
352;Rundvee (totaal);2017 februari;173.6;35829.0
353;Rundvee (totaal);2017 maart;212.6;44059.0
354;Rundvee (totaal);2017 april;172.7;34999.0
355;Rundvee (totaal);2017 mei;193.9;39130.0
356;Rundvee (totaal);2017 juni;161.6;33786.0
357;Rundvee (totaal);2017 juli;159.4;31790.0
358;Rundvee (totaal);2017 augustus;164.2;33254.0
359;Rundvee (totaal);2017 september;173.3;34709.0
360;Rundvee (totaal);2017 oktober;181.2;36569.0
361;Rundvee (totaal);2017 november;206.9;42045.0
362;Rundvee (totaal);2017 december;181.4;36621.0
363;Rundvee (totaal);2017;2158.0;438871.0
364;Rundvee (totaal);2018 januari;179.2;36510.0
365;Rundvee (totaal);2018 februari;157.2;32002.0
366;Rundvee (totaal);2018 maart;211.0;42816.0
367;Rundvee (totaal);2018 april;162.2;33377.0
368;Rundvee (totaal);2018 mei;189.1;38676.0
369;Rundvee (totaal);2018 juni;190.5;39942.0
370;Rundvee (totaal);2018 juli;176.8;36966.0
371;Rundvee (totaal);2018 augustus;196.6;40318.0
372;Rundvee (totaal);2018 september;186.4;38683.0
373;Rundvee (totaal);2018 oktober;214.9;43768.0
374;Rundvee (totaal);2018 november;196.0;40100.0
375;Rundvee (totaal);2018 december;177.8;34932.0
376;Rundvee (totaal);2018;2237.7;458090.0
377;Rundvee (totaal);2019 januari;176.2;35330.0
378;Rundvee (totaal);2019 februari;160.8;32200.0
379;Rundvee (totaal);2019 maart;165.1;33102.0
380;Rundvee (totaal);2019 april;193.3;37976.0
381;Rundvee (totaal);2019 mei;184.0;36743.0
382;Rundvee (totaal);2019 juni;163.0;32826.0
383;Rundvee (totaal);2019 juli;171.2;33796.0
384;Rundvee (totaal);2019 augustus;163.9;32754.0
385;Rundvee (totaal);2019 september;179.4;35965.0
386;Rundvee (totaal);2019 oktober;193.7;39180.0
387;Rundvee (totaal);2019 november;183.7;37755.0
388;Rundvee (totaal);2019 december;188.9;36674.0
389;Rundvee (totaal);2019;2123.3;424299.0
390;Rundvee (totaal);2020 januari;185.2;38765.0
391;Rundvee (totaal);2020 februari;168.8;34221.0
392;Rundvee (totaal);2020 maart;164.6;34455.0
393;Rundvee (totaal);2020 april;149.9;30921.0
394;Rundvee (totaal);2020 mei;161.5;33330.0
395;Rundvee (totaal);2020 juni;175.2;36118.0
396;Rundvee (totaal);2020 juli;175.3;36471.0
397;Rundvee (totaal);2020 augustus;171.2;34949.0
398;Rundvee (totaal);2020 september;189.7;39161.0
399;Rundvee (totaal);2020 oktober;196.0;41402.0
400;Rundvee (totaal);2020 november;163.2;34935.0
401;Rundvee (totaal);2020 december;188.1;38107.0
402;Rundvee (totaal);2020;2088.6;432835.0
403;Rundvee (totaal);2021 januari;151.0;31773.0
404;Rundvee (totaal);2021 februari;148.4;30440.0
405;Rundvee (totaal);2021 maart;192.7;39447.0
406;Rundvee (totaal);2021 april;167.6;34829.0
407;Rundvee (totaal);2021 mei;166.0;34198.0
408;Rundvee (totaal);2021 juni;183.3;38668.0
409;Rundvee (totaal);2021 juli;165.7;34298.0
410;Rundvee (totaal);2021 augustus;165.7;34039.0
411;Rundvee (totaal);2021 september;188.4;38540.0
412;Rundvee (totaal);2021 oktober;175.6;36450.0
413;Rundvee (totaal);2021 november;193.1;39271.0
414;Rundvee (totaal);2021 december;195.7;37685.0
415;Rundvee (totaal);2021;2093.3;429640.0
416;Rundvee (totaal);2022 januari;160.9;31636.0
417;Rundvee (totaal);2022 februari;157.5;31199.0
418;Rundvee (totaal);2022 maart;192.4;37702.0
419;Rundvee (totaal);2022 april;171.0;34245.0
420;Rundvee (totaal);2022 mei;180.9;36558.0
421;Rundvee (totaal);2022 juni;176.7;35253.0
422;Rundvee (totaal);2022 juli;158.0;31486.0
423;Rundvee (totaal);2022 augustus;178.8;35889.0
424;Rundvee (totaal);2022 september;188.0;38031.0
425;Rundvee (totaal);2022 oktober;174.4;35594.0
426;Rundvee (totaal);2022 november;185.3;37667.0
427;Rundvee (totaal);2022 december;184.9;36247.0
428;Rundvee (totaal);2022;2108.7;421506.0
429;Rundvee (totaal);2023 januari;174.6;35182.0
430;Rundvee (totaal);2023 februari;167.2;33310.0
431;Rundvee (totaal);2023 maart;196.1;39414.0
432;Rundvee (totaal);2023 april;154.6;31077.0
433;Rundvee (totaal);2023 mei;186.7;37899.0
434;Rundvee (totaal);2023 juni;173.2;36294.0
435;Rundvee (totaal);2023 juli;162.1;33267.0
436;Rundvee (totaal);2023 augustus;181.5;36650.0
437;Rundvee (totaal);2023 september;180.1;37209.0
438;Rundvee (totaal);2023 oktober;188.9;38909.0
439;Rundvee (totaal);2023 november;191.7;39602.0
440;Rundvee (totaal);2023 december;185.7;38575.0
441;Rundvee (totaal);2023;2142.5;437439.0
442;Rundvee (totaal);2024 januari;187.6;38388.0
443;Rundvee (totaal);2024 februari;173.3;35479.0
444;Rundvee (totaal);2024 maart;187.2;37835.0
445;Rundvee (totaal);2024 april;178.4;36844.0
446;Rundvee (totaal);2024 mei;169.8;35205.0
447;Rundvee (totaal);2024 juni;157.8;32953.0
448;Rundvee (totaal);2024 juli;167.2;34549.0
449;Rundvee (totaal);2024 augustus;168.9;34880.0
450;Rundvee (totaal);2024 september;171.9;35309.0
451;Rundvee (totaal);2024 oktober;197.2;40683.0
452;Rundvee (totaal);2024 november;170.7;35132.0
453;Rundvee (totaal);2024 december;179.5;36075.0
454;Rundvee (totaal);2024;2109.5;433333.0
455;Rundvee (totaal);2025 januari;159.4;33343.0
456;Totaal volwassen runderen;1990 januari;99.9;30356.0
457;Totaal volwassen runderen;1990 februari;88.7;27009.0
458;Totaal volwassen runderen;1990 maart;97.0;29640.0
459;Totaal volwassen runderen;1990 april;86.7;26283.0
460;Totaal volwassen runderen;1990 mei;96.0;28311.0
461;Totaal volwassen runderen;1990 juni;87.4;25605.0
462;Totaal volwassen runderen;1990 juli;78.5;23205.0
463;Totaal volwassen runderen;1990 augustus;94.5;28751.0
464;Totaal volwassen runderen;1990 september;100.1;30582.0
465;Totaal volwassen runderen;1990 oktober;120.5;36164.0
466;Totaal volwassen runderen;1990 november;123.0;37059.0
467;Totaal volwassen runderen;1990 december;106.6;32406.0
468;Totaal volwassen runderen;1990;1178.9;355371.0
469;Totaal volwassen runderen;1991 januari;124.3;38775.0
470;Totaal volwassen runderen;1991 februari;108.4;33856.0
471;Totaal volwassen runderen;1991 maart;116.1;36588.0
472;Totaal volwassen runderen;1991 april;114.9;36089.0
473;Totaal volwassen runderen;1991 mei;121.8;38637.0
474;Totaal volwassen runderen;1991 juni;104.2;32883.0
475;Totaal volwassen runderen;1991 juli;102.2;32439.0
476;Totaal volwassen runderen;1991 augustus;113.2;35733.0
477;Totaal volwassen runderen;1991 september;123.9;39211.0
478;Totaal volwassen runderen;1991 oktober;135.9;42855.0
479;Totaal volwassen runderen;1991 november;132.7;41843.0
480;Totaal volwassen runderen;1991 december;119.7;37790.0
481;Totaal volwassen runderen;1991;1417.3;446699.0
482;Totaal volwassen runderen;1992 januari;134.3;42873.0
483;Totaal volwassen runderen;1992 februari;115.6;37631.0
484;Totaal volwassen runderen;1992 maart;126.1;40610.0
485;Totaal volwassen runderen;1992 april;111.0;36105.0
486;Totaal volwassen runderen;1992 mei;113.5;36559.0
487;Totaal volwassen runderen;1992 juni;113.9;36751.0
488;Totaal volwassen runderen;1992 juli;105.5;33752.0
489;Totaal volwassen runderen;1992 augustus;106.0;34003.0
490;Totaal volwassen runderen;1992 september;117.6;37438.0
491;Totaal volwassen runderen;1992 oktober;116.1;37177.0
492;Totaal volwassen runderen;1992 november;118.6;38913.0
493;Totaal volwassen runderen;1992 december;120.8;39624.0
494;Totaal volwassen runderen;1992;1399.0;451436.0
495;Totaal volwassen runderen;1993 januari;115.2;37313.0
496;Totaal volwassen runderen;1993 februari;109.3;35306.0
497;Totaal volwassen runderen;1993 maart;123.6;39585.0
498;Totaal volwassen runderen;1993 april;106.2;34534.0
499;Totaal volwassen runderen;1993 mei;98.3;31873.0
500;Totaal volwassen runderen;1993 juni;110.2;35655.0
501;Totaal volwassen runderen;1993 juli;93.3;30046.0
502;Totaal volwassen runderen;1993 augustus;100.6;32809.0
503;Totaal volwassen runderen;1993 september;108.4;35028.0
504;Totaal volwassen runderen;1993 oktober;107.5;34499.0
505;Totaal volwassen runderen;1993 november;121.9;39464.0
506;Totaal volwassen runderen;1993 december;118.4;38523.0
507;Totaal volwassen runderen;1993;1312.9;424635.0
508;Totaal volwassen runderen;1994 januari;116.4;37946.0
509;Totaal volwassen runderen;1994 februari;104.4;33857.0
510;Totaal volwassen runderen;1994 maart;119.8;38927.0
511;Totaal volwassen runderen;1994 april;102.2;33225.0
512;Totaal volwassen runderen;1994 mei;97.9;31949.0
513;Totaal volwassen runderen;1994 juni;98.6;32291.0
514;Totaal volwassen runderen;1994 juli;77.2;25074.0
515;Totaal volwassen runderen;1994 augustus;101.6;32971.0
