ID;Marges;BedrijfstakkenBranchesSBI2008;Perioden;OmzetAfgelopen3Mnd_1;OmzetKomende3Mnd_2;OmzetVolgendJaar_3;BuitenlandseOmzetAfgelopen3Mnd_4;BuitenlandseOmzetKomende3Mnd_5;BuitenlandseOmzetVolgendJaar_6;VerkoopprijzenTarievenKomende3Mnd_7;OrderontvangstAfgelopen3Mnd_8;OrderontvangstKomende3Mnd_9;BuitenlOrderontvKomende3Mnd_10;InkoopordersKomende3Mnd_11;OordeelOrderpositie_12;OordeelVoorradenEindproduct_13;PersoneelssterkteVolgendJaar_14;PersoneelssterkteKomende3Mnd_15;PersoneelssterkteAfgelopen3Mnd_16;InvesteringenVerslagjaar_17;InvesteringenVolgendJaar_18;ConcurrentiepositieNLAfg3Mnd_19;ConcurrentiepositieInEUAfg3Mnd_20;ConcurrentiepositieBuitenEUAfg3Mnd_21;EconomischKlimaatAfgelopen3Mnd_22;EconomischKlimaatKomende3Mnd_23;WinstgevendheidAfgelopen3Mnd_24
18;Waarde;Totaal (ex. financieel of nutsbedrijven);2020 3e kwartaal;-23.3;1.0;;-20.5;-1.0;;0.5;-29.3;-2.6;-1.4;-4.1;-28.6;9.2;;-3.8;-14.9;-23.8;;0.4;-2.2;-3.0;-38.8;-5.5;-33.4
19;Waarde;Totaal (ex. financieel of nutsbedrijven);2020 4e kwartaal;0.1;0.0;17.8;-2.2;1.5;12.6;3.6;-2.8;-6.4;-2.0;-4.9;-21.7;4.9;3.9;-6.6;-6.8;-16.0;-6.3;2.0;0.0;0.2;-13.8;-19.4;-10.6
20;Waarde;Totaal (ex. financieel of nutsbedrijven);2021 1e kwartaal;8.7;-10.0;;3.3;-2.5;;16.8;2.1;-4.7;0.1;-8.0;-14.6;6.9;;0.8;-5.3;-7.5;;3.5;1.6;0.2;-13.5;-9.4;-4.7
21;Waarde;Totaal (ex. financieel of nutsbedrijven);2021 2e kwartaal;-0.2;19.5;;6.1;9.0;;15.3;8.1;14.1;7.6;13.3;-6.3;6.9;;13.4;1.3;1.6;;2.7;1.7;0.7;-6.6;9.0;-5.4
22;Waarde;Totaal (ex. financieel of nutsbedrijven);2021 3e kwartaal;28.8;12.7;;9.9;5.2;;23.8;22.8;12.8;4.5;12.2;0.1;3.0;;18.8;10.4;10.4;;7.7;5.1;3.3;13.7;11.4;12.5
23;Waarde;Totaal (ex. financieel of nutsbedrijven);2021 4e kwartaal;15.1;25.2;37.2;6.9;13.8;22.6;34.5;19.7;17.6;11.7;17.3;5.6;5.1;29.1;21.5;11.5;8.9;15.3;8.5;4.4;3.2;12.8;11.4;8.9
24;Waarde;Totaal (ex. financieel of nutsbedrijven);2022 1e kwartaal;19.4;-1.2;;8.1;7.0;;46.1;14.3;7.3;5.9;6.3;4.4;8.7;;17.3;9.9;8.1;;7.0;4.5;2.9;-0.5;-0.7;4.0
25;Waarde;Totaal (ex. financieel of nutsbedrijven);2022 2e kwartaal;11.4;27.4;;5.9;11.5;;46.3;12.8;15.0;10.0;17.6;6.5;8.4;;23.1;10.6;9.9;;5.2;1.8;1.7;-10.2;-7.3;-5.1
26;Waarde;Totaal (ex. financieel of nutsbedrijven);2022 3e kwartaal;25.5;3.2;;10.2;2.7;;36.9;15.9;3.8;2.7;4.7;9.2;9.3;;16.4;8.7;7.3;;5.5;1.9;1.4;-11.3;-12.3;-1.4
27;Waarde;Totaal (ex. financieel of nutsbedrijven);2022 4e kwartaal;3.9;11.9;13.7;4.3;4.9;9.6;46.7;2.7;1.9;2.3;3.4;2.0;11.4;16.2;10.8;7.4;2.2;3.4;2.5;2.2;2.0;-22.3;-23.8;-15.2
28;Waarde;Totaal (ex. financieel of nutsbedrijven);2023 1e kwartaal;23.0;-1.8;;9.4;3.2;;52.4;10.5;2.6;3.1;2.6;2.7;12.9;;14.3;7.0;3.1;;3.0;0.9;0.1;-13.2;-13.5;-5.1
29;Waarde;Totaal (ex. financieel of nutsbedrijven);2023 2e kwartaal;6.9;21.3;;1.2;8.7;;20.1;3.9;11.1;5.6;9.6;-0.3;11.6;;17.3;6.2;6.1;;4.5;1.4;1.0;-10.8;-3.1;-6.3
30;Waarde;A Landbouw, bosbouw en visserij;2016 1e kwartaal;7.8;15.4;;7.2;9.4;;8.6;;;;10.3;;;;9.4;0.7;-2.1;;1.3;6.2;5.0;0.1;4.7;-0.9
31;Waarde;A Landbouw, bosbouw en visserij;2016 2e kwartaal;12.1;25.2;;12.6;10.7;;-0.7;;;;15.2;;;;17.6;3.8;-0.5;;4.0;0.7;6.6;-4.3;-5.0;-2.3
32;Waarde;A Landbouw, bosbouw en visserij;2016 3e kwartaal;5.8;-6.2;;5.1;-5.5;;-0.2;;;;6.3;;;;1.1;10.6;-1.4;;6.5;6.7;10.1;-4.5;-6.1;7.0
33;Waarde;A Landbouw, bosbouw en visserij;2016 4e kwartaal;9.6;5.4;19.4;8.7;13.1;17.9;6.2;;;;6.4;;;7.2;-1.0;4.3;2.0;-4.2;1.7;3.3;7.2;12.2;5.8;6.8
34;Waarde;A Landbouw, bosbouw en visserij;2017 1e kwartaal;-4.9;13.9;;4.3;14.8;;9.3;;;;11.7;;;;18.6;-3.8;1.9;;1.9;3.0;5.0;-2.3;5.9;-0.4
35;Waarde;A Landbouw, bosbouw en visserij;2017 2e kwartaal;29.2;17.8;;19.9;13.5;;-4.1;;;;5.9;;;;21.8;22.3;-1.5;;7.4;4.7;7.9;16.5;12.3;14.5
36;Waarde;A Landbouw, bosbouw en visserij;2017 3e kwartaal;21.8;2.9;;9.3;0.8;;0.3;;;;6.4;;;;4.8;21.4;2.7;;6.6;1.8;4.4;7.7;-0.5;8.2
37;Waarde;A Landbouw, bosbouw en visserij;2017 4e kwartaal;13.2;11.7;18.7;14.5;16.4;22.5;9.0;;;;11.2;;;12.2;9.6;11.9;8.1;6.5;1.9;3.9;3.7;10.6;3.3;9.8
38;Waarde;A Landbouw, bosbouw en visserij;2018 1e kwartaal;12.9;17.6;;13.3;18.5;;21.1;;;;18.2;;;;24.8;5.7;3.1;;5.7;7.0;9.0;16.2;8.1;5.1
39;Waarde;A Landbouw, bosbouw en visserij;2018 2e kwartaal;15.4;24.3;;15.7;16.2;;1.8;;;;15.1;;;;30.6;26.8;10.0;;6.2;5.1;7.0;4.4;4.5;2.8
40;Waarde;A Landbouw, bosbouw en visserij;2018 3e kwartaal;15.4;2.5;;7.3;1.6;;6.8;;;;0.4;;;;9.2;24.1;15.3;;7.1;2.3;2.4;8.7;1.3;-5.9
41;Waarde;A Landbouw, bosbouw en visserij;2018 4e kwartaal;5.7;4.3;15.5;1.8;11.7;14.9;11.6;;;;6.4;;;12.6;4.0;9.9;6.7;-1.4;3.6;0.6;6.7;-1.3;1.6;-8.7
42;Waarde;A Landbouw, bosbouw en visserij;2019 1e kwartaal;6.2;12.4;;8.5;11.9;;20.4;;;;6.1;;;;15.5;6.6;2.6;;2.1;1.0;-0.4;-4.6;-3.8;-6.7
43;Waarde;A Landbouw, bosbouw en visserij;2019 2e kwartaal;14.9;29.7;;9.7;14.0;;3.9;;;;16.7;;;;23.5;21.0;2.3;;3.2;2.4;1.5;0.5;4.7;-4.3
44;Waarde;A Landbouw, bosbouw en visserij;2019 3e kwartaal;28.4;9.7;;13.6;5.0;;3.8;;;;-1.5;;;;10.5;22.4;2.7;;3.9;-0.8;-0.7;2.4;4.0;6.1
45;Waarde;A Landbouw, bosbouw en visserij;2019 4e kwartaal;7.1;-2.6;12.2;8.1;10.3;16.9;8.5;;;;-9.1;;;8.1;-5.7;7.3;-4.0;-5.1;-3.9;0.1;0.1;-10.6;-17.4;-5.9
46;Waarde;A Landbouw, bosbouw en visserij;2020 1e kwartaal;1.6;6.3;;3.4;11.4;;19.3;;;;5.8;;;;12.0;4.3;-4.5;;2.6;0.6;2.1;-11.4;-10.5;-9.5
47;Waarde;A Landbouw, bosbouw en visserij;2020 2e kwartaal;0.2;-27.4;;3.7;-28.7;;-25.3;;;;-39.1;;;;2.4;5.5;-27.0;;1.9;-4.6;-1.1;-32.9;-59.5;-23.7
48;Waarde;A Landbouw, bosbouw en visserij;2020 3e kwartaal;-5.1;-3.8;;-4.2;-0.8;;0.8;;;;-10.9;;;;-2.0;7.8;-13.5;;1.2;-0.7;-0.6;-19.6;-1.0;-14.3
49;Waarde;A Landbouw, bosbouw en visserij;2020 4e kwartaal;-4.5;-4.5;8.2;-5.1;0.3;8.5;1.3;;;;-5.0;;;9.5;-4.6;3.5;-8.4;-5.0;1.9;4.4;0.3;-16.6;-18.7;-9.3
50;Waarde;A Landbouw, bosbouw en visserij;2021 1e kwartaal;-7.7;-1.0;;0.3;3.2;;8.0;;;;-3.5;;;;7.8;0.9;-8.2;;1.2;0.8;1.1;-12.2;-9.6;-6.5
51;Waarde;A Landbouw, bosbouw en visserij;2021 2e kwartaal;15.4;23.7;;8.9;15.3;;13.4;;;;15.2;;;;15.8;6.8;9.5;;7.4;3.9;4.2;9.2;9.6;1.8
52;Waarde;A Landbouw, bosbouw en visserij;2021 3e kwartaal;26.6;-7.1;;14.1;-0.3;;10.0;;;;6.6;;;;12.4;14.1;16.0;;6.0;3.4;4.1;7.7;-2.8;2.0
53;Waarde;A Landbouw, bosbouw en visserij;2021 4e kwartaal;7.5;8.8;13.5;7.6;10.7;11.7;38.7;;;;19.5;;;17.3;8.4;1.5;20.9;-1.3;7.1;5.3;4.1;-3.4;-8.8;-6.0
54;Waarde;A Landbouw, bosbouw en visserij;2022 1e kwartaal;5.4;6.7;;5.2;6.9;;38.3;;;;16.6;;;;17.4;0.7;3.4;;4.1;1.6;0.1;-12.8;-6.2;-12.0
55;Waarde;A Landbouw, bosbouw en visserij;2022 2e kwartaal;4.2;15.2;;6.8;1.7;;36.5;;;;11.1;;;;17.5;9.5;-0.7;;4.6;0.6;1.3;-27.2;-20.8;-24.2
56;Waarde;A Landbouw, bosbouw en visserij;2022 3e kwartaal;4.3;-15.1;;0.3;-11.8;;16.6;;;;-7.9;;;;-2.5;3.0;-5.2;;-5.2;-6.5;-5.3;-34.2;-33.5;-27.3
57;Waarde;A Landbouw, bosbouw en visserij;2022 4e kwartaal;-16.2;-14.0;-19.9;-9.3;-1.0;-5.8;36.0;;;;-13.1;;;-3.1;-8.2;-4.9;-13.3;-26.6;-5.2;-4.8;1.9;-43.8;-42.1;-35.1
58;Waarde;A Landbouw, bosbouw en visserij;2023 1e kwartaal;-1.9;1.1;;-3.5;8.9;;34.4;;;;6.4;;;;4.6;-0.9;-18.9;;4.5;-1.7;-1.8;-28.7;-19.4;-21.2
59;Waarde;A Landbouw, bosbouw en visserij;2023 2e kwartaal;-2.2;14.8;;4.2;7.2;;14.9;;;;5.0;;;;13.9;-1.3;-11.0;;7.9;5.5;3.3;-12.5;-9.8;-16.3
60;Waarde;B Delfstoffenwinning;2016 1e kwartaal;20.8;12.7;;-7.8;-9.1;;-9.5;-8.8;-7.5;-6.6;;-23.0;;;-31.6;-36.4;-29.2;;11.8;11.6;11.3;-36.9;-32.9;-37.8
61;Waarde;B Delfstoffenwinning;2016 2e kwartaal;-16.5;-15.4;;-10.1;-7.2;;-14.8;-24.7;-24.5;-5.0;;-19.4;;;-9.8;-13.3;-13.3;;-1.7;0.0;-1.3;-21.9;-12.3;-13.4
62;Waarde;B Delfstoffenwinning;2016 3e kwartaal;-13.2;-10.4;;-12.3;-1.3;;-10.3;-16.4;-19.7;-17.3;;-12.2;;;-17.6;-23.6;-19.5;;-7.8;-10.8;-12.3;-29.2;-20.5;-6.1
63;Waarde;B Delfstoffenwinning;2016 4e kwartaal;-22.6;-1.7;-15.2;-36.1;-25.0;-8.9;-23.0;-29.8;-9.1;-5.4;;-32.6;;-53.7;-58.1;-40.3;10.0;-56.8;-10.5;-6.6;-4.7;-26.8;-16.0;9.3
64;Waarde;B Delfstoffenwinning;2017 1e kwartaal;-3.9;7.7;;-3.6;8.3;;-8.2;-22.9;-17.5;-16.8;;-24.0;;;-43.7;-58.1;-11.4;;-0.9;0.9;3.4;0.1;2.8;-15.8
65;Waarde;B Delfstoffenwinning;2017 2e kwartaal;-15.6;-3.2;;16.2;20.9;;-19.8;-3.9;-6.0;-7.5;;-16.5;;;-37.3;-47.5;-22.5;;0.3;-1.4;1.2;-4.7;-0.9;-25.6
66;Waarde;B Delfstoffenwinning;2017 3e kwartaal;10.2;10.0;;11.6;12.8;;6.7;10.7;-10.1;-9.2;;-17.0;;;-16.0;-48.5;-7.3;;2.7;8.6;5.4;-27.2;-24.0;-17.0
67;Waarde;B Delfstoffenwinning;2017 4e kwartaal;-33.0;-44.3;-6.0;-3.8;-17.8;-6.4;26.9;-11.8;-26.7;-25.4;;6.8;;-10.2;-30.1;-30.3;-45.0;47.2;-1.0;1.7;0.3;5.4;11.3;14.9
68;Waarde;B Delfstoffenwinning;2018 1e kwartaal;-34.4;6.8;;-15.4;-19.4;;43.0;-14.5;-12.8;-12.6;;-17.0;;;-13.6;-48.1;28.8;;0.9;5.4;4.1;7.5;2.9;-11.0
69;Waarde;B Delfstoffenwinning;2018 2e kwartaal;21.9;-28.6;;-6.0;2.0;;-22.3;-12.9;-6.7;-0.2;;-19.9;;;-32.2;-39.0;49.3;;2.8;3.4;2.9;7.3;-25.0;-57.8
70;Waarde;B Delfstoffenwinning;2018 3e kwartaal;-36.0;-47.3;;-3.6;-11.7;;19.1;-10.4;-9.3;-6.6;;-18.9;;;-38.7;-45.0;2.8;;0.1;1.0;2.3;-8.6;6.3;2.5
71;Waarde;B Delfstoffenwinning;2018 4e kwartaal;-39.3;25.1;-28.5;-16.7;-6.7;-6.8;18.3;-24.3;-13.0;-17.6;;-21.5;;-34.7;-34.7;-43.9;2.0;56.7;2.0;5.0;6.6;-15.9;34.9;-43.4
72;Waarde;B Delfstoffenwinning;2019 1e kwartaal;16.8;13.4;;0.4;-16.9;;31.3;-4.2;-6.6;-18.3;;-12.8;;;-28.1;-27.7;28.5;;-12.0;-10.0;-9.9;27.5;5.6;37.3
73;Waarde;B Delfstoffenwinning;2019 2e kwartaal;55.3;-6.1;;24.4;16.6;;1.4;32.4;10.8;10.2;;-11.0;;;18.3;-19.7;36.0;;1.9;1.9;2.4;8.6;-18.6;51.6
74;Waarde;B Delfstoffenwinning;2019 3e kwartaal;0.7;26.4;;32.9;22.9;;-2.6;18.5;21.6;22.9;;-18.7;;;24.7;-27.4;12.2;;1.5;19.9;19.9;12.6;6.0;-15.6
75;Waarde;B Delfstoffenwinning;2019 4e kwartaal;3.9;19.4;-6.8;8.0;-4.2;12.6;35.3;-3.0;-5.4;-7.3;;-23.1;;-9.1;0.1;7.3;-20.2;11.9;-3.4;-4.8;-0.5;-9.3;-4.5;-34.5
76;Waarde;B Delfstoffenwinning;2020 1e kwartaal;21.3;-9.2;;-9.7;-15.2;;28.2;9.0;17.2;7.1;;-16.5;;;5.5;4.9;-23.0;;4.2;-6.5;-7.6;1.1;2.5;22.6
77;Waarde;B Delfstoffenwinning;2020 2e kwartaal;-40.7;-73.9;;-16.1;-44.3;;-6.4;-4.9;-37.4;-26.1;;-27.1;;;-26.0;-6.6;-14.2;;-3.1;-6.0;-8.1;-33.3;-51.4;-44.8
78;Waarde;B Delfstoffenwinning;2020 3e kwartaal;-67.2;-2.1;;-39.2;6.7;;-0.3;-6.1;6.4;4.2;;-26.7;;;-47.9;-23.7;-50.8;;-4.3;-16.9;-13.9;-58.0;-14.6;-65.7
79;Waarde;B Delfstoffenwinning;2020 4e kwartaal;-11.4;19.9;-23.9;-7.9;-12.7;-0.5;29.9;-15.5;-4.6;-0.9;;-33.2;;-39.0;-47.9;-57.5;-43.7;-28.0;-3.3;-7.2;-8.0;-48.9;-12.1;-40.7
80;Waarde;B Delfstoffenwinning;2021 1e kwartaal;32.0;8.2;;-8.5;-9.2;;32.4;6.5;-1.2;2.5;;-25.2;;;-23.9;-45.1;-29.4;;4.0;2.8;3.7;-5.6;-3.9;11.7
81;Waarde;B Delfstoffenwinning;2021 2e kwartaal;29.4;-6.7;;9.6;15.5;;5.6;6.3;17.9;10.8;;-17.9;;;-18.9;-27.0;6.7;;1.7;5.4;-0.1;-3.6;9.8;26.1
82;Waarde;B Delfstoffenwinning;2021 3e kwartaal;57.6;-2.4;;31.1;24.0;;19.2;26.7;3.8;4.6;;-3.5;;;-10.8;-36.8;-5.0;;0.6;4.8;4.5;27.6;24.1;-8.9
83;Waarde;B Delfstoffenwinning;2021 4e kwartaal;39.5;55.8;-3.9;19.5;21.0;22.4;47.2;9.2;13.7;12.8;;-2.4;;-11.2;-7.1;-17.1;-18.8;37.4;1.6;5.1;4.4;28.5;19.2;29.1
84;Waarde;B Delfstoffenwinning;2022 1e kwartaal;55.7;-11.9;;26.5;-10.9;;21.9;23.5;-7.5;-5.8;;3.0;;;-9.8;-16.6;25.2;;4.9;2.7;4.5;25.7;3.1;38.7
85;Waarde;B Delfstoffenwinning;2022 2e kwartaal;-5.4;42.6;;5.2;11.0;;40.5;10.6;6.6;2.7;;0.3;;;-5.6;-6.9;-8.1;;0.7;5.6;-0.2;-1.7;-1.6;11.5
86;Waarde;B Delfstoffenwinning;2022 3e kwartaal;37.5;-11.3;;10.2;5.9;;26.7;-0.9;-5.1;-4.1;;0.3;;;-15.4;-5.7;34.5;;2.4;0.2;-1.0;-1.1;-2.4;10.1
87;Waarde;B Delfstoffenwinning;2022 4e kwartaal;-7.7;1.0;-25.5;20.5;18.6;2.7;5.9;-1.0;2.4;5.8;;-9.6;;11.3;9.8;-18.5;28.0;-2.1;0.4;-3.9;-1.2;-12.4;-8.5;8.8
88;Waarde;B Delfstoffenwinning;2023 1e kwartaal;-4.0;-16.7;;13.4;2.5;;9.3;3.2;2.4;8.7;;-5.0;;;20.1;-1.9;12.5;;3.9;1.3;-2.2;6.8;-20.9;-5.1
89;Waarde;B Delfstoffenwinning;2023 2e kwartaal;0.5;0.5;;-4.8;7.2;;-4.6;2.7;2.8;1.1;;-5.8;;;0.6;-2.8;-12.8;;4.0;4.6;-1.1;-16.9;-12.5;-44.2
90;Waarde;C Industrie;2016 1e kwartaal;19.7;0.0;;10.2;2.6;;10.5;14.1;4.4;7.4;3.1;-3.8;1.8;;-0.8;0.1;7.5;;4.7;2.8;2.4;1.8;5.1;5.6
91;Waarde;C Industrie;2016 2e kwartaal;5.1;15.4;;4.1;12.1;;0.7;9.8;10.8;8.7;8.6;-4.0;2.4;;-0.2;2.7;4.5;;1.3;1.2;1.2;0.0;0.8;0.1
92;Waarde;C Industrie;2016 3e kwartaal;18.1;4.4;;9.8;3.8;;2.4;14.7;2.8;3.5;3.9;1.0;1.9;;-0.4;7.7;9.6;;3.6;1.7;1.9;4.1;3.0;5.8
93;Waarde;C Industrie;2016 4e kwartaal;6.9;14.9;24.0;5.1;7.4;17.5;5.7;6.3;15.8;10.9;10.1;-3.8;6.4;1.4;-0.2;7.0;12.0;7.3;2.0;0.4;0.5;2.2;8.3;3.3
94;Waarde;C Industrie;2017 1e kwartaal;22.3;7.1;;13.5;8.3;;17.1;17.9;9.2;9.3;7.9;1.1;2.8;;1.7;10.8;8.1;;5.9;2.9;3.3;12.3;10.4;10.7
95;Waarde;C Industrie;2017 2e kwartaal;15.8;20.5;;13.1;12.3;;7.2;20.7;18.2;12.6;12.7;3.2;2.7;;10.3;9.5;7.5;;5.5;2.3;2.1;13.5;10.2;8.2
96;Waarde;C Industrie;2017 3e kwartaal;16.4;4.2;;10.4;4.0;;4.6;19.3;4.4;4.6;6.9;5.9;4.0;;13.0;13.7;8.1;;5.6;3.5;2.7;9.4;6.9;6.6
97;Waarde;C Industrie;2017 4e kwartaal;9.4;25.8;24.2;9.0;16.4;17.7;11.9;10.4;20.0;13.7;17.6;4.6;4.8;13.0;11.1;15.0;6.6;10.6;5.0;3.4;2.7;11.1;10.6;3.6
98;Waarde;C Industrie;2018 1e kwartaal;22.0;11.9;;15.1;10.2;;21.6;17.3;13.9;12.7;11.9;7.3;3.4;;12.7;11.1;8.5;;6.7;5.6;3.8;13.2;10.8;10.9
99;Waarde;C Industrie;2018 2e kwartaal;15.9;20.7;;9.7;10.7;;7.5;16.4;17.5;9.8;15.0;5.8;4.6;;15.2;14.0;11.0;;6.2;4.5;2.7;10.5;10.3;5.6
100;Waarde;C Industrie;2018 3e kwartaal;23.5;4.9;;12.0;2.4;;10.6;16.5;9.6;7.6;4.7;6.3;4.8;;13.4;15.5;7.9;;7.3;5.4;3.6;11.1;7.6;11.0
101;Waarde;C Industrie;2018 4e kwartaal;2.2;18.6;24.5;1.3;10.8;16.2;12.9;5.6;13.3;6.2;11.6;2.7;5.4;12.9;13.3;13.1;10.1;7.2;4.8;3.6;1.8;5.8;7.4;-1.0
102;Waarde;C Industrie;2019 1e kwartaal;15.0;8.4;;6.9;8.2;;23.1;12.6;8.1;8.9;8.7;5.0;6.0;;12.6;12.4;9.7;;7.3;5.4;2.2;3.2;4.0;5.9
103;Waarde;C Industrie;2019 2e kwartaal;4.1;13.8;;3.5;8.4;;6.5;7.0;10.9;4.9;8.0;4.4;2.0;;9.8;10.2;9.7;;4.6;2.9;0.7;-0.2;4.0;3.3
104;Waarde;C Industrie;2019 3e kwartaal;10.0;-2.1;;5.2;1.4;;3.2;1.2;-0.3;-0.3;-1.6;1.1;1.7;;4.8;6.8;7.1;;4.0;1.4;2.2;-2.7;0.5;0.7
105;Waarde;C Industrie;2019 4e kwartaal;-3.7;14.1;12.9;-1.0;5.6;9.6;7.8;-1.0;6.6;1.4;3.7;-1.1;6.1;8.9;3.1;5.1;6.7;4.6;0.6;-1.0;0.7;-7.2;-4.0;-7.2
106;Waarde;C Industrie;2020 1e kwartaal;8.3;4.2;;1.1;3.1;;21.4;4.2;8.3;7.4;7.0;-1.9;5.0;;8.4;4.5;0.8;;2.4;1.1;-0.2;-4.3;-0.5;-0.3
107;Waarde;C Industrie;2020 2e kwartaal;-10.1;-50.3;;-8.3;-40.2;;-5.4;-12.4;-57.4;-45.2;-53.1;-24.3;10.6;;-21.4;-3.5;-33.1;;-0.3;-2.6;-2.1;-30.2;-65.6;-20.2
