ID;Bedrijfsomvang;BedrijfstakBranchesSBI93;Perioden;IndexcijfersOmzet_1;Omzetontwikkeling_2
35;Alle bedrijven;4511a Burgerlijke en Utiliteitsbouw;2006 1e kwartaal;95;12.8
36;Alle bedrijven;4511a Burgerlijke en Utiliteitsbouw;2006 2e kwartaal;124;7.3
37;Alle bedrijven;4511a Burgerlijke en Utiliteitsbouw;2006 3e kwartaal;103;5.6
38;Alle bedrijven;4511a Burgerlijke en Utiliteitsbouw;2006 4e kwartaal;142;9.6
39;Alle bedrijven;4511a Burgerlijke en Utiliteitsbouw;2006;116;8.7
40;Alle bedrijven;4511a Burgerlijke en Utiliteitsbouw;2007 1e kwartaal;108;13.4
41;Alle bedrijven;4511a Burgerlijke en Utiliteitsbouw;2007 2e kwartaal;136;9.3
42;Alle bedrijven;4511a Burgerlijke en Utiliteitsbouw;2007 3e kwartaal;115;11.2
43;Alle bedrijven;4511a Burgerlijke en Utiliteitsbouw;2007 4e kwartaal;154;8.0
44;Alle bedrijven;4511a Burgerlijke en Utiliteitsbouw;2007;128;10.2
45;Alle bedrijven;4511a Burgerlijke en Utiliteitsbouw;2008 1e kwartaal;123;14.6
46;Alle bedrijven;4511a Burgerlijke en Utiliteitsbouw;2008 2e kwartaal;151;11.4
47;Alle bedrijven;4511a Burgerlijke en Utiliteitsbouw;2008 3e kwartaal;127;11.1
48;Alle bedrijven;4511a Burgerlijke en Utiliteitsbouw;2008 4e kwartaal;164;6.9
49;Alle bedrijven;4511a Burgerlijke en Utiliteitsbouw;2008;142;10.7
50;Alle bedrijven;4511b Grond-, Water- en Wegenbouw;2004 1e kwartaal;73;6.4
51;Alle bedrijven;4511b Grond-, Water- en Wegenbouw;2004 2e kwartaal;102;-1.3
52;Alle bedrijven;4511b Grond-, Water- en Wegenbouw;2004 3e kwartaal;94;1.3
53;Alle bedrijven;4511b Grond-, Water- en Wegenbouw;2004 4e kwartaal;140;11.7
54;Alle bedrijven;4511b Grond-, Water- en Wegenbouw;2004;102;4.9
55;Alle bedrijven;4511b Grond-, Water- en Wegenbouw;2005 1e kwartaal;76;3.5
56;Alle bedrijven;4511b Grond-, Water- en Wegenbouw;2005 2e kwartaal;113;10.9
57;Alle bedrijven;4511b Grond-, Water- en Wegenbouw;2005 3e kwartaal;107;14.5
58;Alle bedrijven;4511b Grond-, Water- en Wegenbouw;2005 4e kwartaal;146;4.4
59;Alle bedrijven;4511b Grond-, Water- en Wegenbouw;2005;111;8.2
60;Alle bedrijven;4511b Grond-, Water- en Wegenbouw;2006 1e kwartaal;82;8.1
61;Alle bedrijven;4511b Grond-, Water- en Wegenbouw;2006 2e kwartaal;123;9.2
62;Alle bedrijven;4511b Grond-, Water- en Wegenbouw;2006 3e kwartaal;120;12.1
63;Alle bedrijven;4511b Grond-, Water- en Wegenbouw;2006 4e kwartaal;168;14.5
64;Alle bedrijven;4511b Grond-, Water- en Wegenbouw;2006;123;11.5
65;Alle bedrijven;4511b Grond-, Water- en Wegenbouw;2007 1e kwartaal;96;17.8
66;Alle bedrijven;4511b Grond-, Water- en Wegenbouw;2007 2e kwartaal;133;7.7
67;Alle bedrijven;4511b Grond-, Water- en Wegenbouw;2007 3e kwartaal;125;3.9
68;Alle bedrijven;4511b Grond-, Water- en Wegenbouw;2007 4e kwartaal;173;3.2
69;Alle bedrijven;4511b Grond-, Water- en Wegenbouw;2007;132;6.9
70;Alle bedrijven;4511b Grond-, Water- en Wegenbouw;2008 1e kwartaal;105;8.8
71;Alle bedrijven;4511b Grond-, Water- en Wegenbouw;2008 2e kwartaal;146;9.9
72;Alle bedrijven;4511b Grond-, Water- en Wegenbouw;2008 3e kwartaal;134;7.2
73;Alle bedrijven;4511b Grond-, Water- en Wegenbouw;2008 4e kwartaal;174;0.4
74;Alle bedrijven;4511b Grond-, Water- en Wegenbouw;2008;140;5.9
75;Alle bedrijven;4525a Bouw, geen B&U en GWW;2004 1e kwartaal;95;1.3
76;Alle bedrijven;4525a Bouw, geen B&U en GWW;2004 2e kwartaal;109;-4.8
77;Alle bedrijven;4525a Bouw, geen B&U en GWW;2004 3e kwartaal;100;-5.5
78;Alle bedrijven;4525a Bouw, geen B&U en GWW;2004 4e kwartaal;126;-0.6
79;Alle bedrijven;4525a Bouw, geen B&U en GWW;2004;107;-2.5
80;Alle bedrijven;4525a Bouw, geen B&U en GWW;2005 1e kwartaal;94;-1.7
81;Alle bedrijven;4525a Bouw, geen B&U en GWW;2005 2e kwartaal;118;9.1
82;Alle bedrijven;4525a Bouw, geen B&U en GWW;2005 3e kwartaal;109;9.0
83;Alle bedrijven;4525a Bouw, geen B&U en GWW;2005 4e kwartaal;135;7.6
84;Alle bedrijven;4525a Bouw, geen B&U en GWW;2005;114;6.2
85;Alle bedrijven;4525a Bouw, geen B&U en GWW;2006 1e kwartaal;104;10.6
86;Alle bedrijven;4525a Bouw, geen B&U en GWW;2006 2e kwartaal;125;5.3
87;Alle bedrijven;4525a Bouw, geen B&U en GWW;2006 3e kwartaal;115;6.0
88;Alle bedrijven;4525a Bouw, geen B&U en GWW;2006 4e kwartaal;146;8.0
89;Alle bedrijven;4525a Bouw, geen B&U en GWW;2006;122;7.4
90;Alle bedrijven;4525a Bouw, geen B&U en GWW;2007 1e kwartaal;118;13.7
91;Alle bedrijven;4525a Bouw, geen B&U en GWW;2007 2e kwartaal;138;10.9
92;Alle bedrijven;4525a Bouw, geen B&U en GWW;2007 3e kwartaal;126;9.6
93;Alle bedrijven;4525a Bouw, geen B&U en GWW;2007 4e kwartaal;160;9.2
94;Alle bedrijven;4525a Bouw, geen B&U en GWW;2007;136;10.7
95;Alle bedrijven;4525a Bouw, geen B&U en GWW;2008 1e kwartaal;131;11.3
96;Alle bedrijven;4525a Bouw, geen B&U en GWW;2008 2e kwartaal;157;13.5
97;Alle bedrijven;4525a Bouw, geen B&U en GWW;2008 3e kwartaal;143;13.1
98;Alle bedrijven;4525a Bouw, geen B&U en GWW;2008 4e kwartaal;171;7.1
99;Alle bedrijven;4525a Bouw, geen B&U en GWW;2008;150;11.1
100;Kleinbedrijf;45;2004 1e kwartaal;98;
101;Kleinbedrijf;45;2004 2e kwartaal;122;
102;Kleinbedrijf;45;2004 3e kwartaal;109;
103;Kleinbedrijf;45;2004 4e kwartaal;142;
104;Kleinbedrijf;45;2004;118;
105;Kleinbedrijf;45;2005 1e kwartaal;97;-0.6
106;Kleinbedrijf;45;2005 2e kwartaal;132;8.3
107;Kleinbedrijf;45;2005 3e kwartaal;121;10.6
108;Kleinbedrijf;45;2005 4e kwartaal;155;9.1
109;Kleinbedrijf;45;2005;126;7.2
110;Kleinbedrijf;45;2006 1e kwartaal;111;14.4
111;Kleinbedrijf;45;2006 2e kwartaal;147;11.2
112;Kleinbedrijf;45;2006 3e kwartaal;134;11.2
113;Kleinbedrijf;45;2006 4e kwartaal;178;14.8
114;Kleinbedrijf;45;2006;143;12.9
115;Kleinbedrijf;45;2007 1e kwartaal;129;15.7
116;Kleinbedrijf;45;2007 2e kwartaal;163;10.8
117;Kleinbedrijf;45;2007 3e kwartaal;148;10.5
118;Kleinbedrijf;45;2007 4e kwartaal;189;6.6
119;Kleinbedrijf;45;2007;157;10.4
120;Kleinbedrijf;45;2008 1e kwartaal;154;19.9
121;Kleinbedrijf;45;2008 2e kwartaal;190;16.6
122;Kleinbedrijf;45;2008 3e kwartaal;172;16.0
123;Kleinbedrijf;45;2008 4e kwartaal;213;12.6
124;Kleinbedrijf;45;2008;182;15.9
125;Kleinbedrijf;4511a Burgerlijke en Utiliteitsbouw;2004 1e kwartaal;93;
126;Kleinbedrijf;4511a Burgerlijke en Utiliteitsbouw;2004 2e kwartaal;119;
127;Kleinbedrijf;4511a Burgerlijke en Utiliteitsbouw;2004 3e kwartaal;104;
128;Kleinbedrijf;4511a Burgerlijke en Utiliteitsbouw;2004 4e kwartaal;136;
129;Kleinbedrijf;4511a Burgerlijke en Utiliteitsbouw;2004;113;
130;Kleinbedrijf;4511a Burgerlijke en Utiliteitsbouw;2005 1e kwartaal;92;-1.9
131;Kleinbedrijf;4511a Burgerlijke en Utiliteitsbouw;2005 2e kwartaal;128;7.7
132;Kleinbedrijf;4511a Burgerlijke en Utiliteitsbouw;2005 3e kwartaal;115;10.2
133;Kleinbedrijf;4511a Burgerlijke en Utiliteitsbouw;2005 4e kwartaal;149;9.6
134;Kleinbedrijf;4511a Burgerlijke en Utiliteitsbouw;2005;121;6.9
135;Kleinbedrijf;4511a Burgerlijke en Utiliteitsbouw;2006 1e kwartaal;106;16.0
136;Kleinbedrijf;4511a Burgerlijke en Utiliteitsbouw;2006 2e kwartaal;144;12.1
137;Kleinbedrijf;4511a Burgerlijke en Utiliteitsbouw;2006 3e kwartaal;127;10.6
138;Kleinbedrijf;4511a Burgerlijke en Utiliteitsbouw;2006 4e kwartaal;173;15.9
139;Kleinbedrijf;4511a Burgerlijke en Utiliteitsbouw;2006;138;13.6
140;Kleinbedrijf;4511a Burgerlijke en Utiliteitsbouw;2007 1e kwartaal;123;15.9
141;Kleinbedrijf;4511a Burgerlijke en Utiliteitsbouw;2007 2e kwartaal;157;9.2
142;Kleinbedrijf;4511a Burgerlijke en Utiliteitsbouw;2007 3e kwartaal;141;11.2
143;Kleinbedrijf;4511a Burgerlijke en Utiliteitsbouw;2007 4e kwartaal;183;5.9
144;Kleinbedrijf;4511a Burgerlijke en Utiliteitsbouw;2007;151;9.9
145;Kleinbedrijf;4511a Burgerlijke en Utiliteitsbouw;2008 1e kwartaal;150;21.4
146;Kleinbedrijf;4511a Burgerlijke en Utiliteitsbouw;2008 2e kwartaal;184;17.4
147;Kleinbedrijf;4511a Burgerlijke en Utiliteitsbouw;2008 3e kwartaal;164;16.4
148;Kleinbedrijf;4511a Burgerlijke en Utiliteitsbouw;2008 4e kwartaal;206;12.4
149;Kleinbedrijf;4511a Burgerlijke en Utiliteitsbouw;2008;176;16.5
150;Kleinbedrijf;4511b Grond-, Water- en Wegenbouw;2004 1e kwartaal;88;
151;Kleinbedrijf;4511b Grond-, Water- en Wegenbouw;2004 2e kwartaal;128;
152;Kleinbedrijf;4511b Grond-, Water- en Wegenbouw;2004 3e kwartaal;112;
153;Kleinbedrijf;4511b Grond-, Water- en Wegenbouw;2004 4e kwartaal;157;
154;Kleinbedrijf;4511b Grond-, Water- en Wegenbouw;2004;121;
155;Kleinbedrijf;4511b Grond-, Water- en Wegenbouw;2005 1e kwartaal;86;-1.9
156;Kleinbedrijf;4511b Grond-, Water- en Wegenbouw;2005 2e kwartaal;140;9.3
157;Kleinbedrijf;4511b Grond-, Water- en Wegenbouw;2005 3e kwartaal;130;15.3
158;Kleinbedrijf;4511b Grond-, Water- en Wegenbouw;2005 4e kwartaal;172;9.4
159;Kleinbedrijf;4511b Grond-, Water- en Wegenbouw;2005;132;8.7
160;Kleinbedrijf;4511b Grond-, Water- en Wegenbouw;2006 1e kwartaal;103;19.4
161;Kleinbedrijf;4511b Grond-, Water- en Wegenbouw;2006 2e kwartaal;162;16.1
162;Kleinbedrijf;4511b Grond-, Water- en Wegenbouw;2006 3e kwartaal;148;14.0
163;Kleinbedrijf;4511b Grond-, Water- en Wegenbouw;2006 4e kwartaal;202;18.0
164;Kleinbedrijf;4511b Grond-, Water- en Wegenbouw;2006;154;16.7
165;Kleinbedrijf;4511b Grond-, Water- en Wegenbouw;2007 1e kwartaal;125;21.8
166;Kleinbedrijf;4511b Grond-, Water- en Wegenbouw;2007 2e kwartaal;179;10.5
167;Kleinbedrijf;4511b Grond-, Water- en Wegenbouw;2007 3e kwartaal;169;14.1
168;Kleinbedrijf;4511b Grond-, Water- en Wegenbouw;2007 4e kwartaal;216;6.6
169;Kleinbedrijf;4511b Grond-, Water- en Wegenbouw;2007;172;12.0
170;Kleinbedrijf;4511b Grond-, Water- en Wegenbouw;2008 1e kwartaal;160;27.7
171;Kleinbedrijf;4511b Grond-, Water- en Wegenbouw;2008 2e kwartaal;209;16.8
172;Kleinbedrijf;4511b Grond-, Water- en Wegenbouw;2008 3e kwartaal;188;11.5
173;Kleinbedrijf;4511b Grond-, Water- en Wegenbouw;2008 4e kwartaal;248;14.8
174;Kleinbedrijf;4511b Grond-, Water- en Wegenbouw;2008;201;16.9
175;Kleinbedrijf;4525a Bouw, geen B&U en GWW;2004 1e kwartaal;103;
176;Kleinbedrijf;4525a Bouw, geen B&U en GWW;2004 2e kwartaal;124;
177;Kleinbedrijf;4525a Bouw, geen B&U en GWW;2004 3e kwartaal;113;
178;Kleinbedrijf;4525a Bouw, geen B&U en GWW;2004 4e kwartaal;144;
179;Kleinbedrijf;4525a Bouw, geen B&U en GWW;2004;121;
180;Kleinbedrijf;4525a Bouw, geen B&U en GWW;2005 1e kwartaal;103;0.4
181;Kleinbedrijf;4525a Bouw, geen B&U en GWW;2005 2e kwartaal;134;8.5
182;Kleinbedrijf;4525a Bouw, geen B&U en GWW;2005 3e kwartaal;124;10.1
183;Kleinbedrijf;4525a Bouw, geen B&U en GWW;2005 4e kwartaal;157;8.6
184;Kleinbedrijf;4525a Bouw, geen B&U en GWW;2005;130;7.2
185;Kleinbedrijf;4525a Bouw, geen B&U en GWW;2006 1e kwartaal;116;12.6
186;Kleinbedrijf;4525a Bouw, geen B&U en GWW;2006 2e kwartaal;147;9.8
187;Kleinbedrijf;4525a Bouw, geen B&U en GWW;2006 3e kwartaal;138;11.3
188;Kleinbedrijf;4525a Bouw, geen B&U en GWW;2006 4e kwartaal;177;13.4
189;Kleinbedrijf;4525a Bouw, geen B&U en GWW;2006;145;11.8
190;Kleinbedrijf;4525a Bouw, geen B&U en GWW;2007 1e kwartaal;134;14.9
191;Kleinbedrijf;4525a Bouw, geen B&U en GWW;2007 2e kwartaal;165;12.1
192;Kleinbedrijf;4525a Bouw, geen B&U en GWW;2007 3e kwartaal;151;9.3
193;Kleinbedrijf;4525a Bouw, geen B&U en GWW;2007 4e kwartaal;190;7.2
194;Kleinbedrijf;4525a Bouw, geen B&U en GWW;2007;160;10.5
195;Kleinbedrijf;4525a Bouw, geen B&U en GWW;2008 1e kwartaal;157;17.6
196;Kleinbedrijf;4525a Bouw, geen B&U en GWW;2008 2e kwartaal;191;15.9
197;Kleinbedrijf;4525a Bouw, geen B&U en GWW;2008 3e kwartaal;176;16.5
198;Kleinbedrijf;4525a Bouw, geen B&U en GWW;2008 4e kwartaal;214;12.3
199;Kleinbedrijf;4525a Bouw, geen B&U en GWW;2008;184;15.3
200;Middenbedrijf;45;2004 1e kwartaal;84;
201;Middenbedrijf;45;2004 2e kwartaal;102;
202;Middenbedrijf;45;2004 3e kwartaal;86;
203;Middenbedrijf;45;2004 4e kwartaal;116;
204;Middenbedrijf;45;2004;97;
205;Middenbedrijf;45;2005 1e kwartaal;77;-8.5
206;Middenbedrijf;45;2005 2e kwartaal;106;3.7
207;Middenbedrijf;45;2005 3e kwartaal;90;3.8
208;Middenbedrijf;45;2005 4e kwartaal;122;5.3
209;Middenbedrijf;45;2005;99;1.6
210;Middenbedrijf;45;2006 1e kwartaal;90;16.2
211;Middenbedrijf;45;2006 2e kwartaal;118;11.2
212;Middenbedrijf;45;2006 3e kwartaal;99;10.2
213;Middenbedrijf;45;2006 4e kwartaal;136;11.4
214;Middenbedrijf;45;2006;111;12.0
215;Middenbedrijf;45;2007 1e kwartaal;100;11.1
216;Middenbedrijf;45;2007 2e kwartaal;128;8.6
217;Middenbedrijf;45;2007 3e kwartaal;109;10.1
218;Middenbedrijf;45;2007 4e kwartaal;145;6.9
219;Middenbedrijf;45;2007;120;8.9
220;Middenbedrijf;45;2008 1e kwartaal;111;12.0
221;Middenbedrijf;45;2008 2e kwartaal;140;9.1
222;Middenbedrijf;45;2008 3e kwartaal;117;7.8
223;Middenbedrijf;45;2008 4e kwartaal;149;2.5
224;Middenbedrijf;45;2008;129;7.4
225;Middenbedrijf;4511a Burgerlijke en Utiliteitsbouw;2004 1e kwartaal;82;
226;Middenbedrijf;4511a Burgerlijke en Utiliteitsbouw;2004 2e kwartaal;99;
227;Middenbedrijf;4511a Burgerlijke en Utiliteitsbouw;2004 3e kwartaal;82;
228;Middenbedrijf;4511a Burgerlijke en Utiliteitsbouw;2004 4e kwartaal;111;
229;Middenbedrijf;4511a Burgerlijke en Utiliteitsbouw;2004;94;
230;Middenbedrijf;4511a Burgerlijke en Utiliteitsbouw;2005 1e kwartaal;76;-7.5
231;Middenbedrijf;4511a Burgerlijke en Utiliteitsbouw;2005 2e kwartaal;106;6.9
232;Middenbedrijf;4511a Burgerlijke en Utiliteitsbouw;2005 3e kwartaal;85;4.4
233;Middenbedrijf;4511a Burgerlijke en Utiliteitsbouw;2005 4e kwartaal;119;7.2
234;Middenbedrijf;4511a Burgerlijke en Utiliteitsbouw;2005;97;3.3
235;Middenbedrijf;4511a Burgerlijke en Utiliteitsbouw;2006 1e kwartaal;89;18.1
236;Middenbedrijf;4511a Burgerlijke en Utiliteitsbouw;2006 2e kwartaal;120;12.6
237;Middenbedrijf;4511a Burgerlijke en Utiliteitsbouw;2006 3e kwartaal;96;12.4
238;Middenbedrijf;4511a Burgerlijke en Utiliteitsbouw;2006 4e kwartaal;132;11.3
239;Middenbedrijf;4511a Burgerlijke en Utiliteitsbouw;2006;109;13.2
240;Middenbedrijf;4511a Burgerlijke en Utiliteitsbouw;2007 1e kwartaal;98;9.8
241;Middenbedrijf;4511a Burgerlijke en Utiliteitsbouw;2007 2e kwartaal;125;4.1
242;Middenbedrijf;4511a Burgerlijke en Utiliteitsbouw;2007 3e kwartaal;103;7.3
243;Middenbedrijf;4511a Burgerlijke en Utiliteitsbouw;2007 4e kwartaal;139;4.6
244;Middenbedrijf;4511a Burgerlijke en Utiliteitsbouw;2007;116;6.1
245;Middenbedrijf;4511a Burgerlijke en Utiliteitsbouw;2008 1e kwartaal;114;15.9
246;Middenbedrijf;4511a Burgerlijke en Utiliteitsbouw;2008 2e kwartaal;142;13.8
247;Middenbedrijf;4511a Burgerlijke en Utiliteitsbouw;2008 3e kwartaal;114;11.0
248;Middenbedrijf;4511a Burgerlijke en Utiliteitsbouw;2008 4e kwartaal;149;7.3
249;Middenbedrijf;4511a Burgerlijke en Utiliteitsbouw;2008;130;11.7
250;Middenbedrijf;4511b Grond-, Water- en Wegenbouw;2004 1e kwartaal;72;
251;Middenbedrijf;4511b Grond-, Water- en Wegenbouw;2004 2e kwartaal;97;
252;Middenbedrijf;4511b Grond-, Water- en Wegenbouw;2004 3e kwartaal;84;
253;Middenbedrijf;4511b Grond-, Water- en Wegenbouw;2004 4e kwartaal;124;
254;Middenbedrijf;4511b Grond-, Water- en Wegenbouw;2004;94;
255;Middenbedrijf;4511b Grond-, Water- en Wegenbouw;2005 1e kwartaal;65;10.3
256;Middenbedrijf;4511b Grond-, Water- en Wegenbouw;2005 2e kwartaal;95;-2.8
257;Middenbedrijf;4511b Grond-, Water- en Wegenbouw;2005 3e kwartaal;85;1.8
258;Middenbedrijf;4511b Grond-, Water- en Wegenbouw;2005 4e kwartaal;124;0.2
259;Middenbedrijf;4511b Grond-, Water- en Wegenbouw;2005;92;-2.2
260;Middenbedrijf;4511b Grond-, Water- en Wegenbouw;2006 1e kwartaal;71;10.0
261;Middenbedrijf;4511b Grond-, Water- en Wegenbouw;2006 2e kwartaal;111;16.9
262;Middenbedrijf;4511b Grond-, Water- en Wegenbouw;2006 3e kwartaal;98;15.2
263;Middenbedrijf;4511b Grond-, Water- en Wegenbouw;2006 4e kwartaal;144;16.2
264;Middenbedrijf;4511b Grond-, Water- en Wegenbouw;2006;106;15.1
265;Middenbedrijf;4511b Grond-, Water- en Wegenbouw;2007 1e kwartaal;89;25.3
266;Middenbedrijf;4511b Grond-, Water- en Wegenbouw;2007 2e kwartaal;137;24.2
267;Middenbedrijf;4511b Grond-, Water- en Wegenbouw;2007 3e kwartaal;124;26.4
268;Middenbedrijf;4511b Grond-, Water- en Wegenbouw;2007 4e kwartaal;173;19.8
269;Middenbedrijf;4511b Grond-, Water- en Wegenbouw;2007;131;23.4
270;Middenbedrijf;4511b Grond-, Water- en Wegenbouw;2008 1e kwartaal;97;8.5
271;Middenbedrijf;4511b Grond-, Water- en Wegenbouw;2008 2e kwartaal;135;-1.9
272;Middenbedrijf;4511b Grond-, Water- en Wegenbouw;2008 3e kwartaal;119;-3.7
273;Middenbedrijf;4511b Grond-, Water- en Wegenbouw;2008 4e kwartaal;157;-9.5
274;Middenbedrijf;4511b Grond-, Water- en Wegenbouw;2008;127;-3.1
275;Middenbedrijf;4525a Bouw, geen B&U en GWW;2004 1e kwartaal;92;
276;Middenbedrijf;4525a Bouw, geen B&U en GWW;2004 2e kwartaal;108;
277;Middenbedrijf;4525a Bouw, geen B&U en GWW;2004 3e kwartaal;94;
278;Middenbedrijf;4525a Bouw, geen B&U en GWW;2004 4e kwartaal;119;
279;Middenbedrijf;4525a Bouw, geen B&U en GWW;2004;103;
280;Middenbedrijf;4525a Bouw, geen B&U en GWW;2005 1e kwartaal;83;-9.2
281;Middenbedrijf;4525a Bouw, geen B&U en GWW;2005 2e kwartaal;110;1.9
282;Middenbedrijf;4525a Bouw, geen B&U en GWW;2005 3e kwartaal;97;3.8
283;Middenbedrijf;4525a Bouw, geen B&U en GWW;2005 4e kwartaal;125;5.1
284;Middenbedrijf;4525a Bouw, geen B&U en GWW;2005;104;0.8
285;Middenbedrijf;4525a Bouw, geen B&U en GWW;2006 1e kwartaal;97;15.7
286;Middenbedrijf;4525a Bouw, geen B&U en GWW;2006 2e kwartaal;118;7.5
287;Middenbedrijf;4525a Bouw, geen B&U en GWW;2006 3e kwartaal;103;6.0
288;Middenbedrijf;4525a Bouw, geen B&U en GWW;2006 4e kwartaal;137;9.7
289;Middenbedrijf;4525a Bouw, geen B&U en GWW;2006;114;9.5
290;Middenbedrijf;4525a Bouw, geen B&U en GWW;2007 1e kwartaal;105;9.0
291;Middenbedrijf;4525a Bouw, geen B&U en GWW;2007 2e kwartaal;129;9.1
292;Middenbedrijf;4525a Bouw, geen B&U en GWW;2007 3e kwartaal;111;7.8
293;Middenbedrijf;4525a Bouw, geen B&U en GWW;2007 4e kwartaal;144;4.8
294;Middenbedrijf;4525a Bouw, geen B&U en GWW;2007;122;7.5
295;Middenbedrijf;4525a Bouw, geen B&U en GWW;2008 1e kwartaal;114;8.2
296;Middenbedrijf;4525a Bouw, geen B&U en GWW;2008 2e kwartaal;138;7.4
297;Middenbedrijf;4525a Bouw, geen B&U en GWW;2008 3e kwartaal;121;8.6
298;Middenbedrijf;4525a Bouw, geen B&U en GWW;2008 4e kwartaal;146;1.7
299;Middenbedrijf;4525a Bouw, geen B&U en GWW;2008;130;6.2
300;Grootbedrijf;45;2004 1e kwartaal;87;
301;Grootbedrijf;45;2004 2e kwartaal;103;
302;Grootbedrijf;45;2004 3e kwartaal;97;
303;Grootbedrijf;45;2004 4e kwartaal;130;
304;Grootbedrijf;45;2004;104;
305;Grootbedrijf;45;2005 1e kwartaal;90;2.9
306;Grootbedrijf;45;2005 2e kwartaal;118;14.8
307;Grootbedrijf;45;2005 3e kwartaal;108;12.0
308;Grootbedrijf;45;2005 4e kwartaal;137;5.2
309;Grootbedrijf;45;2005;113;8.7
310;Grootbedrijf;45;2006 1e kwartaal;94;4.9
311;Grootbedrijf;45;2006 2e kwartaal;118;0.2
312;Grootbedrijf;45;2006 3e kwartaal;110;1.4
313;Grootbedrijf;45;2006 4e kwartaal;145;5.6
314;Grootbedrijf;45;2006;117;3.1
315;Grootbedrijf;45;2007 1e kwartaal;110;16.0
316;Grootbedrijf;45;2007 2e kwartaal;130;9.9
317;Grootbedrijf;45;2007 3e kwartaal;118;7.5
318;Grootbedrijf;45;2007 4e kwartaal;158;8.7
319;Grootbedrijf;45;2007;129;10.2
320;Grootbedrijf;45;2008 1e kwartaal;118;8.0
321;Grootbedrijf;45;2008 2e kwartaal;146;11.9
322;Grootbedrijf;45;2008 3e kwartaal;131;11.3
323;Grootbedrijf;45;2008 4e kwartaal;165;4.5
324;Grootbedrijf;45;2008;140;8.7
325;Grootbedrijf;4511a Burgerlijke en Utiliteitsbouw;2004 1e kwartaal;93;
326;Grootbedrijf;4511a Burgerlijke en Utiliteitsbouw;2004 2e kwartaal;110;
327;Grootbedrijf;4511a Burgerlijke en Utiliteitsbouw;2004 3e kwartaal;98;
328;Grootbedrijf;4511a Burgerlijke en Utiliteitsbouw;2004 4e kwartaal;130;
329;Grootbedrijf;4511a Burgerlijke en Utiliteitsbouw;2004;108;
330;Grootbedrijf;4511a Burgerlijke en Utiliteitsbouw;2005 1e kwartaal;90;-3.1
331;Grootbedrijf;4511a Burgerlijke en Utiliteitsbouw;2005 2e kwartaal;120;9.5
332;Grootbedrijf;4511a Burgerlijke en Utiliteitsbouw;2005 3e kwartaal;104;5.7
333;Grootbedrijf;4511a Burgerlijke en Utiliteitsbouw;2005 4e kwartaal;133;2.1
334;Grootbedrijf;4511a Burgerlijke en Utiliteitsbouw;2005;112;3.7
335;Grootbedrijf;4511a Burgerlijke en Utiliteitsbouw;2006 1e kwartaal;96;6.1
336;Grootbedrijf;4511a Burgerlijke en Utiliteitsbouw;2006 2e kwartaal;120;-0.6
