ID;Geslacht;BurgerlijkeStaat;Regio;Bewoners_1
5834;Totaal mannen en vrouwen;Gescheiden van echt;Grootebroek;0
5835;Totaal mannen en vrouwen;Gescheiden van echt;Grootegast;7
5836;Totaal mannen en vrouwen;Gescheiden van echt;Grubbenvorst;0
5837;Totaal mannen en vrouwen;Gescheiden van echt;Gulpen;2
5838;Totaal mannen en vrouwen;Gescheiden van echt;Haaften;0
5839;Totaal mannen en vrouwen;Gescheiden van echt;Haaksbergen;5
5840;Totaal mannen en vrouwen;Gescheiden van echt;Haamstede;3
5841;Totaal mannen en vrouwen;Gescheiden van echt;Haaren;0
5842;Totaal mannen en vrouwen;Gescheiden van echt;Haarlem;929
5843;Totaal mannen en vrouwen;Gescheiden van echt;Haarlemmerliede en Spaarnwoude;3
5844;Totaal mannen en vrouwen;Gescheiden van echt;Haarlemmermeer;39
5845;Totaal mannen en vrouwen;Gescheiden van echt;Haarzuilens;0
5846;Totaal mannen en vrouwen;Gescheiden van echt;Haastrecht;0
5847;Totaal mannen en vrouwen;Gescheiden van echt;Haelen;0
5848;Totaal mannen en vrouwen;Gescheiden van echt;Hagestein;3
5849;Totaal mannen en vrouwen;Gescheiden van echt;Halsteren;1
5850;Totaal mannen en vrouwen;Gescheiden van echt;Ham (den);4
5851;Totaal mannen en vrouwen;Gescheiden van echt;Haps;0
5852;Totaal mannen en vrouwen;Gescheiden van echt;Hardenberg (Ambt-);13
5853;Totaal mannen en vrouwen;Gescheiden van echt;Hardenberg (Stad-);1
5854;Totaal mannen en vrouwen;Gescheiden van echt;Harderwijk;20
5855;Totaal mannen en vrouwen;Gescheiden van echt;Hardinxveld;8
5856;Totaal mannen en vrouwen;Gescheiden van echt;Haren;12
5857;Totaal mannen en vrouwen;Gescheiden van echt;Harenkarspel;2
5858;Totaal mannen en vrouwen;Gescheiden van echt;Harlingen;13
5859;Totaal mannen en vrouwen;Gescheiden van echt;Harmelen;1
5860;Totaal mannen en vrouwen;Gescheiden van echt;Haskerland;12
5861;Totaal mannen en vrouwen;Gescheiden van echt;Hasselt;1
5862;Totaal mannen en vrouwen;Gescheiden van echt;Hattem;7
5863;Totaal mannen en vrouwen;Gescheiden van echt;Havelte;11
5864;Totaal mannen en vrouwen;Gescheiden van echt;Hazerswoude;8
5865;Totaal mannen en vrouwen;Gescheiden van echt;Hedel;2
5866;Totaal mannen en vrouwen;Gescheiden van echt;Hedikhuizen;1
5867;Totaal mannen en vrouwen;Gescheiden van echt;Heel en Panheel;1
5868;Totaal mannen en vrouwen;Gescheiden van echt;Heemskerk;3
5869;Totaal mannen en vrouwen;Gescheiden van echt;Heemstede;89
5870;Totaal mannen en vrouwen;Gescheiden van echt;Heenvliet;4
5871;Totaal mannen en vrouwen;Gescheiden van echt;Heer;0
5872;Totaal mannen en vrouwen;Gescheiden van echt;'s-Heer-Abtskerke;1
5873;Totaal mannen en vrouwen;Gescheiden van echt;'s-Heer-Arendskerke;5
5874;Totaal mannen en vrouwen;Gescheiden van echt;Heerde;15
5875;Totaal mannen en vrouwen;Gescheiden van echt;'s-Heerenhoek;0
5876;Totaal mannen en vrouwen;Gescheiden van echt;Heerewaarden;0
5877;Totaal mannen en vrouwen;Gescheiden van echt;Heerhugowaard;3
5878;Totaal mannen en vrouwen;Gescheiden van echt;Heerjansdam;0
5879;Totaal mannen en vrouwen;Gescheiden van echt;Heerlen;105
5880;Totaal mannen en vrouwen;Gescheiden van echt;Heesch;0
5881;Totaal mannen en vrouwen;Gescheiden van echt;Heeswijk;0
5882;Totaal mannen en vrouwen;Gescheiden van echt;Heeze;0
5883;Totaal mannen en vrouwen;Gescheiden van echt;Hei- en Boeicop;0
5884;Totaal mannen en vrouwen;Gescheiden van echt;Heijthuizen;2
5885;Totaal mannen en vrouwen;Gescheiden van echt;Heilo;17
5886;Totaal mannen en vrouwen;Gescheiden van echt;Heinenoord;2
5887;Totaal mannen en vrouwen;Gescheiden van echt;Heinkenszand;1
5888;Totaal mannen en vrouwen;Gescheiden van echt;Heino;1
5889;Totaal mannen en vrouwen;Gescheiden van echt;Hekelingen;0
5890;Totaal mannen en vrouwen;Gescheiden van echt;Hekendorp;1
5891;Totaal mannen en vrouwen;Gescheiden van echt;Helden;0
5892;Totaal mannen en vrouwen;Gescheiden van echt;Helder (Den);115
5893;Totaal mannen en vrouwen;Gescheiden van echt;Hellendoorn;7
5894;Totaal mannen en vrouwen;Gescheiden van echt;Hellevoetsluis;4
5895;Totaal mannen en vrouwen;Gescheiden van echt;Helmond;21
5896;Totaal mannen en vrouwen;Gescheiden van echt;Helvoet (Nieuw-);4
5897;Totaal mannen en vrouwen;Gescheiden van echt;Helvoirt;1
5898;Totaal mannen en vrouwen;Gescheiden van echt;Hemelumer Oldephaerd en Noordwolde;1
5899;Totaal mannen en vrouwen;Gescheiden van echt;Hemmen;1
5900;Totaal mannen en vrouwen;Gescheiden van echt;Hendrik-Ido-Ambacht;12
5901;Totaal mannen en vrouwen;Gescheiden van echt;Hengelo (Gld.);3
5902;Totaal mannen en vrouwen;Gescheiden van echt;Hengelo (O.);52
5903;Totaal mannen en vrouwen;Gescheiden van echt;Hengstdijk;0
5904;Totaal mannen en vrouwen;Gescheiden van echt;Hennaarderadeel;3
5905;Totaal mannen en vrouwen;Gescheiden van echt;Hensbroek;0
5906;Totaal mannen en vrouwen;Gescheiden van echt;Herkingen;2
5907;Totaal mannen en vrouwen;Gescheiden van echt;Herpen;0
5908;Totaal mannen en vrouwen;Gescheiden van echt;Herpt;0
5909;Totaal mannen en vrouwen;Gescheiden van echt;Herten;1
5910;Totaal mannen en vrouwen;Gescheiden van echt;'s-Hertogenbosch;49
5911;Totaal mannen en vrouwen;Gescheiden van echt;Herwen en Aerdt;1
5912;Totaal mannen en vrouwen;Gescheiden van echt;Herwijnen;2
5913;Totaal mannen en vrouwen;Gescheiden van echt;Heteren;2
5914;Totaal mannen en vrouwen;Gescheiden van echt;Heukelum;2
5915;Totaal mannen en vrouwen;Gescheiden van echt;Heumen;3
5916;Totaal mannen en vrouwen;Gescheiden van echt;Heusden;5
5917;Totaal mannen en vrouwen;Gescheiden van echt;Hillegersberg;75
5918;Totaal mannen en vrouwen;Gescheiden van echt;Hillegom;18
5919;Totaal mannen en vrouwen;Gescheiden van echt;Hilvarenbeek;2
5920;Totaal mannen en vrouwen;Gescheiden van echt;Hilversum;310
5921;Totaal mannen en vrouwen;Gescheiden van echt;Hindeloopen;3
5922;Totaal mannen en vrouwen;Gescheiden van echt;Hoedekenskerke;2
5923;Totaal mannen en vrouwen;Gescheiden van echt;Hoek;1
5924;Totaal mannen en vrouwen;Gescheiden van echt;Hoenkoop;1
5925;Totaal mannen en vrouwen;Gescheiden van echt;Hoensbroek;31
5926;Totaal mannen en vrouwen;Gescheiden van echt;Hoevelaken;3
5927;Totaal mannen en vrouwen;Gescheiden van echt;Hoeven;1
5928;Totaal mannen en vrouwen;Gescheiden van echt;Holten;3
5929;Totaal mannen en vrouwen;Gescheiden van echt;Hontenisse;1
5930;Totaal mannen en vrouwen;Gescheiden van echt;Hoofdplaat;0
5931;Totaal mannen en vrouwen;Gescheiden van echt;Hoogblokland;0
5932;Totaal mannen en vrouwen;Gescheiden van echt;Hooge en Lage Mierde;0
5933;Totaal mannen en vrouwen;Gescheiden van echt;Hooge en Lage Zwaluwe;3
5934;Totaal mannen en vrouwen;Gescheiden van echt;Hoogeloon, Hapert en Casteren;0
5935;Totaal mannen en vrouwen;Gescheiden van echt;Hoogeveen;29
5936;Totaal mannen en vrouwen;Gescheiden van echt;Hoogezand;13
5937;Totaal mannen en vrouwen;Gescheiden van echt;Hoogkarspel;2
5938;Totaal mannen en vrouwen;Gescheiden van echt;Hoogkerk;7
5939;Totaal mannen en vrouwen;Gescheiden van echt;Hoogland;2
5940;Totaal mannen en vrouwen;Gescheiden van echt;Hoogvliet;2
5941;Totaal mannen en vrouwen;Gescheiden van echt;Hoogwoud;2
5942;Totaal mannen en vrouwen;Gescheiden van echt;Hoorn;46
5943;Totaal mannen en vrouwen;Gescheiden van echt;Hoornaar;3
5944;Totaal mannen en vrouwen;Gescheiden van echt;Horn;1
5945;Totaal mannen en vrouwen;Gescheiden van echt;Horssen;0
5946;Totaal mannen en vrouwen;Gescheiden van echt;Horst;0
5947;Totaal mannen en vrouwen;Gescheiden van echt;Houten;0
5948;Totaal mannen en vrouwen;Gescheiden van echt;Houthem;0
5949;Totaal mannen en vrouwen;Gescheiden van echt;Huijbergen;0
5950;Totaal mannen en vrouwen;Gescheiden van echt;Huissen;0
5951;Totaal mannen en vrouwen;Gescheiden van echt;Huizen;23
5952;Totaal mannen en vrouwen;Gescheiden van echt;Hulsberg;3
5953;Totaal mannen en vrouwen;Gescheiden van echt;Hulst;3
5954;Totaal mannen en vrouwen;Gescheiden van echt;Hummelo en Keppel;2
5955;Totaal mannen en vrouwen;Gescheiden van echt;Hunsel;0
5956;Totaal mannen en vrouwen;Gescheiden van echt;Hurwenen;1
5957;Totaal mannen en vrouwen;Gescheiden van echt;Idaarderadeel;14
5958;Totaal mannen en vrouwen;Gescheiden van echt;Ilpendam;5
5959;Totaal mannen en vrouwen;Gescheiden van echt;Itteren;0
5960;Totaal mannen en vrouwen;Gescheiden van echt;Ittervoort;0
5961;Totaal mannen en vrouwen;Gescheiden van echt;Jaarsveld;2
5962;Totaal mannen en vrouwen;Gescheiden van echt;Jabeek;0
5963;Totaal mannen en vrouwen;Gescheiden van echt;Janssteen (St.);3
5964;Totaal mannen en vrouwen;Gescheiden van echt;Jisp;1
5965;Totaal mannen en vrouwen;Gescheiden van echt;Jutphaas;0
5966;Totaal mannen en vrouwen;Gescheiden van echt;Kamerik;0
5967;Totaal mannen en vrouwen;Gescheiden van echt;Kampen;26
5968;Totaal mannen en vrouwen;Gescheiden van echt;Kamperveen;0
5969;Totaal mannen en vrouwen;Gescheiden van echt;Kantens;3
5970;Totaal mannen en vrouwen;Gescheiden van echt;Kapelle;2
5971;Totaal mannen en vrouwen;Gescheiden van echt;Kats;1
5972;Totaal mannen en vrouwen;Gescheiden van echt;Kattendijke;0
5973;Totaal mannen en vrouwen;Gescheiden van echt;Katwijk;14
5974;Totaal mannen en vrouwen;Gescheiden van echt;Katwoude;0
5975;Totaal mannen en vrouwen;Gescheiden van echt;Kedichem;1
5976;Totaal mannen en vrouwen;Gescheiden van echt;Kerkrade;58
5977;Totaal mannen en vrouwen;Gescheiden van echt;Kerkwerve;0
5978;Totaal mannen en vrouwen;Gescheiden van echt;Kerkwijk;0
5979;Totaal mannen en vrouwen;Gescheiden van echt;Kessel;0
5980;Totaal mannen en vrouwen;Gescheiden van echt;Kesteren;4
5981;Totaal mannen en vrouwen;Gescheiden van echt;Kethel en Spaland;4
5982;Totaal mannen en vrouwen;Gescheiden van echt;Klaaswaal;7
5983;Totaal mannen en vrouwen;Gescheiden van echt;Klimmen;0
5984;Totaal mannen en vrouwen;Gescheiden van echt;Kloetinge;6
5985;Totaal mannen en vrouwen;Gescheiden van echt;Kloosterburen;0
5986;Totaal mannen en vrouwen;Gescheiden van echt;Klundert;2
5987;Totaal mannen en vrouwen;Gescheiden van echt;Kockengen;1
5988;Totaal mannen en vrouwen;Gescheiden van echt;Koedijk;1
5989;Totaal mannen en vrouwen;Gescheiden van echt;Koewacht;0
5990;Totaal mannen en vrouwen;Gescheiden van echt;Kollumerland en Nieuwkruisland;5
5991;Totaal mannen en vrouwen;Gescheiden van echt;Koog aan de Zaan;11
5992;Totaal mannen en vrouwen;Gescheiden van echt;Kortenhoef;5
5993;Totaal mannen en vrouwen;Gescheiden van echt;Kortgene;1
5994;Totaal mannen en vrouwen;Gescheiden van echt;Koudekerk;1
5995;Totaal mannen en vrouwen;Gescheiden van echt;Koudekerke;3
5996;Totaal mannen en vrouwen;Gescheiden van echt;Krabbendijke;6
5997;Totaal mannen en vrouwen;Gescheiden van echt;Krimpen aan de Lek;5
5998;Totaal mannen en vrouwen;Gescheiden van echt;Krimpen aan den IJssel;7
5999;Totaal mannen en vrouwen;Gescheiden van echt;Krommenie;7
6000;Totaal mannen en vrouwen;Gescheiden van echt;Kruiningen;4
6001;Totaal mannen en vrouwen;Gescheiden van echt;Kruis (St.);0
6002;Totaal mannen en vrouwen;Gescheiden van echt;Kuinre;0
6003;Totaal mannen en vrouwen;Gescheiden van echt;Kwadijk;0
6004;Totaal mannen en vrouwen;Gescheiden van echt;Laag-Nieuwkoop;0
6005;Totaal mannen en vrouwen;Gescheiden van echt;Landsmeer;10
6006;Totaal mannen en vrouwen;Gescheiden van echt;Langbroek;1
6007;Totaal mannen en vrouwen;Gescheiden van echt;Lange Ruige Weide;1
6008;Totaal mannen en vrouwen;Gescheiden van echt;Langerak;0
6009;Totaal mannen en vrouwen;Gescheiden van echt;Laren (Gld.);6
6010;Totaal mannen en vrouwen;Gescheiden van echt;Laren (NH.);56
6011;Totaal mannen en vrouwen;Gescheiden van echt;Laurens (St.);2
6012;Totaal mannen en vrouwen;Gescheiden van echt;Leek;6
6013;Totaal mannen en vrouwen;Gescheiden van echt;Leende;0
6014;Totaal mannen en vrouwen;Gescheiden van echt;Leens;3
6015;Totaal mannen en vrouwen;Gescheiden van echt;Leerbroek;0
6016;Totaal mannen en vrouwen;Gescheiden van echt;Leerdam;17
6017;Totaal mannen en vrouwen;Gescheiden van echt;Leersum;10
6018;Totaal mannen en vrouwen;Gescheiden van echt;Leeuwarden;208
6019;Totaal mannen en vrouwen;Gescheiden van echt;Leeuwarderadeel;29
6020;Totaal mannen en vrouwen;Gescheiden van echt;Leiden;308
6021;Totaal mannen en vrouwen;Gescheiden van echt;Leiderdorp;3
6022;Totaal mannen en vrouwen;Gescheiden van echt;Leimuiden;3
6023;Totaal mannen en vrouwen;Gescheiden van echt;Lekkerkerk;2
6024;Totaal mannen en vrouwen;Gescheiden van echt;Lekkerland (Nieuw-);7
6025;Totaal mannen en vrouwen;Gescheiden van echt;Lemsterland;7
6026;Totaal mannen en vrouwen;Gescheiden van echt;Leusden;1
6027;Totaal mannen en vrouwen;Gescheiden van echt;Lexmond;1
6028;Totaal mannen en vrouwen;Gescheiden van echt;Lichtenvoorde;1
6029;Totaal mannen en vrouwen;Gescheiden van echt;Liempde;0
6030;Totaal mannen en vrouwen;Gescheiden van echt;Lienden;2
6031;Totaal mannen en vrouwen;Gescheiden van echt;Lier (de);2
6032;Totaal mannen en vrouwen;Gescheiden van echt;Lierop;0
6033;Totaal mannen en vrouwen;Gescheiden van echt;Lieshout;0
6034;Totaal mannen en vrouwen;Gescheiden van echt;Limbricht;1
6035;Totaal mannen en vrouwen;Gescheiden van echt;Limmen;0
6036;Totaal mannen en vrouwen;Gescheiden van echt;Linden;0
6037;Totaal mannen en vrouwen;Gescheiden van echt;Linne;0
6038;Totaal mannen en vrouwen;Gescheiden van echt;Linschoten;1
6039;Totaal mannen en vrouwen;Gescheiden van echt;Lisse;6
6040;Totaal mannen en vrouwen;Gescheiden van echt;Lith;0
6041;Totaal mannen en vrouwen;Gescheiden van echt;Lithoijen;0
6042;Totaal mannen en vrouwen;Gescheiden van echt;Lochem;21
6043;Totaal mannen en vrouwen;Gescheiden van echt;Loenen;1
6044;Totaal mannen en vrouwen;Gescheiden van echt;Loenersloot;0
6045;Totaal mannen en vrouwen;Gescheiden van echt;Lonneker;43
6046;Totaal mannen en vrouwen;Gescheiden van echt;Loon op Zand;3
6047;Totaal mannen en vrouwen;Gescheiden van echt;Loosdrecht;5
6048;Totaal mannen en vrouwen;Gescheiden van echt;Lopik;1
6049;Totaal mannen en vrouwen;Gescheiden van echt;Loppersum;3
6050;Totaal mannen en vrouwen;Gescheiden van echt;Losser;4
6051;Totaal mannen en vrouwen;Gescheiden van echt;Luijksgestel;0
6052;Totaal mannen en vrouwen;Gescheiden van echt;Maarheeze;1
6053;Totaal mannen en vrouwen;Gescheiden van echt;Maarn;2
6054;Totaal mannen en vrouwen;Gescheiden van echt;Maarssen;5
6055;Totaal mannen en vrouwen;Gescheiden van echt;Maarsseveen;3
6056;Totaal mannen en vrouwen;Gescheiden van echt;Maarten (St.);1
6057;Totaal mannen en vrouwen;Gescheiden van echt;Maartensdijk (St.);2
6058;Totaal mannen en vrouwen;Gescheiden van echt;Maartensdijk;14
6059;Totaal mannen en vrouwen;Gescheiden van echt;Maasbracht;0
6060;Totaal mannen en vrouwen;Gescheiden van echt;Maasbree;8
6061;Totaal mannen en vrouwen;Gescheiden van echt;Maasdam;1
6062;Totaal mannen en vrouwen;Gescheiden van echt;Maashees en Overloon;0
6063;Totaal mannen en vrouwen;Gescheiden van echt;Maasland;1
6064;Totaal mannen en vrouwen;Gescheiden van echt;Maasniel;0
6065;Totaal mannen en vrouwen;Gescheiden van echt;Maassluis;24
6066;Totaal mannen en vrouwen;Gescheiden van echt;Maastricht;106
6067;Totaal mannen en vrouwen;Gescheiden van echt;Made en Drimmelen;2
6068;Totaal mannen en vrouwen;Gescheiden van echt;Margraten;1
6069;Totaal mannen en vrouwen;Gescheiden van echt;Markelo;5
6070;Totaal mannen en vrouwen;Gescheiden van echt;Marken;0
6071;Totaal mannen en vrouwen;Gescheiden van echt;Marum;8
6072;Totaal mannen en vrouwen;Gescheiden van echt;Maurik;7
6073;Totaal mannen en vrouwen;Gescheiden van echt;Medemblik;14
6074;Totaal mannen en vrouwen;Gescheiden van echt;Meeden;4
6075;Totaal mannen en vrouwen;Gescheiden van echt;Meerkerk;1
6076;Totaal mannen en vrouwen;Gescheiden van echt;Meerlo;0
6077;Totaal mannen en vrouwen;Gescheiden van echt;Meerssen;2
6078;Totaal mannen en vrouwen;Gescheiden van echt;Megen, Haren en Macharen;0
6079;Totaal mannen en vrouwen;Gescheiden van echt;Meijel;0
6080;Totaal mannen en vrouwen;Gescheiden van echt;Melick en Herkenbosch;5
6081;Totaal mannen en vrouwen;Gescheiden van echt;Meliskerke;1
6082;Totaal mannen en vrouwen;Gescheiden van echt;Melissant;2
6083;Totaal mannen en vrouwen;Gescheiden van echt;Menaldumadeel;26
6084;Totaal mannen en vrouwen;Gescheiden van echt;Meppel;34
6085;Totaal mannen en vrouwen;Gescheiden van echt;Merkelbeek;2
6086;Totaal mannen en vrouwen;Gescheiden van echt;Mesch;0
6087;Totaal mannen en vrouwen;Gescheiden van echt;Mheer;0
6088;Totaal mannen en vrouwen;Gescheiden van echt;Michielsgestel (St.);1
6089;Totaal mannen en vrouwen;Gescheiden van echt;Middelburg;79
6090;Totaal mannen en vrouwen;Gescheiden van echt;Middelharnis;9
6091;Totaal mannen en vrouwen;Gescheiden van echt;Middelie;1
6092;Totaal mannen en vrouwen;Gescheiden van echt;Middelstum;2
6093;Totaal mannen en vrouwen;Gescheiden van echt;Midwolda;3
6094;Totaal mannen en vrouwen;Gescheiden van echt;Midwoud;6
6095;Totaal mannen en vrouwen;Gescheiden van echt;Mierlo;1
6096;Totaal mannen en vrouwen;Gescheiden van echt;Mijdrecht;11
6097;Totaal mannen en vrouwen;Gescheiden van echt;Mijnsheerenland;0
6098;Totaal mannen en vrouwen;Gescheiden van echt;Mill en Sint Hubert;0
6099;Totaal mannen en vrouwen;Gescheiden van echt;Millingen;1
6100;Totaal mannen en vrouwen;Gescheiden van echt;Moercapelle;0
6101;Totaal mannen en vrouwen;Gescheiden van echt;Moergestel;0
6102;Totaal mannen en vrouwen;Gescheiden van echt;Molenaarsgraaf;1
6103;Totaal mannen en vrouwen;Gescheiden van echt;Monnikendam;3
6104;Totaal mannen en vrouwen;Gescheiden van echt;Monster;9
6105;Totaal mannen en vrouwen;Gescheiden van echt;Montfoort;1
6106;Totaal mannen en vrouwen;Gescheiden van echt;Montfort;0
6107;Totaal mannen en vrouwen;Gescheiden van echt;Mook en Middelaar;3
6108;Totaal mannen en vrouwen;Gescheiden van echt;Moordrecht;6
6109;Totaal mannen en vrouwen;Gescheiden van echt;Muiden;7
6110;Totaal mannen en vrouwen;Gescheiden van echt;Munstergeleen;0
6111;Totaal mannen en vrouwen;Gescheiden van echt;Muntendam;6
6112;Totaal mannen en vrouwen;Gescheiden van echt;Naaldwijk;14
6113;Totaal mannen en vrouwen;Gescheiden van echt;Naarden;27
6114;Totaal mannen en vrouwen;Gescheiden van echt;Nederhemert;0
6115;Totaal mannen en vrouwen;Gescheiden van echt;Nederhorst den Berg;1
6116;Totaal mannen en vrouwen;Gescheiden van echt;Nederweert;1
6117;Totaal mannen en vrouwen;Gescheiden van echt;Neede;1
6118;Totaal mannen en vrouwen;Gescheiden van echt;Neer;0
6119;Totaal mannen en vrouwen;Gescheiden van echt;Neeritter;0
6120;Totaal mannen en vrouwen;Gescheiden van echt;Neuzen;16
6121;Totaal mannen en vrouwen;Gescheiden van echt;Nibbixwoud;0
6122;Totaal mannen en vrouwen;Gescheiden van echt;Nieuw- en Sint Joosland;1
6123;Totaal mannen en vrouwen;Gescheiden van echt;Nieuwe Pekela;1
6124;Totaal mannen en vrouwen;Gescheiden van echt;Nieuwenhagen;9
6125;Totaal mannen en vrouwen;Gescheiden van echt;Nieuwenhoorn;3
6126;Totaal mannen en vrouwen;Gescheiden van echt;Nieuwe-Niedorp;4
6127;Totaal mannen en vrouwen;Gescheiden van echt;Nieuwer-Amstel;51
6128;Totaal mannen en vrouwen;Gescheiden van echt;Nieuwerkerk aan den IJssel;2
6129;Totaal mannen en vrouwen;Gescheiden van echt;Nieuwerkerk;2
6130;Totaal mannen en vrouwen;Gescheiden van echt;Nieuweschans;0
6131;Totaal mannen en vrouwen;Gescheiden van echt;Nieuwkoop;4
6132;Totaal mannen en vrouwen;Gescheiden van echt;Nieuwkuijk;0
6133;Totaal mannen en vrouwen;Gescheiden van echt;Nieuwland;2
6134;Totaal mannen en vrouwen;Gescheiden van echt;Nieuwleusen;0
6135;Totaal mannen en vrouwen;Gescheiden van echt;Nieuwolda;2
6136;Totaal mannen en vrouwen;Gescheiden van echt;Nieuwpoort;2
6137;Totaal mannen en vrouwen;Gescheiden van echt;Nieuwstadt;0
6138;Totaal mannen en vrouwen;Gescheiden van echt;Nieuwveen;7
6139;Totaal mannen en vrouwen;Gescheiden van echt;Nieuwvliet;0
6140;Totaal mannen en vrouwen;Gescheiden van echt;Nieuw-Vossemeer;1
6141;Totaal mannen en vrouwen;Gescheiden van echt;Nigtevecht;3
6142;Totaal mannen en vrouwen;Gescheiden van echt;Nijeveen;2
6143;Totaal mannen en vrouwen;Gescheiden van echt;Nijkerk;17
6144;Totaal mannen en vrouwen;Gescheiden van echt;Nijmegen;235
6145;Totaal mannen en vrouwen;Gescheiden van echt;Nisse;0
6146;Totaal mannen en vrouwen;Gescheiden van echt;Nistelrode;0
6147;Totaal mannen en vrouwen;Gescheiden van echt;Noorbeek;0
6148;Totaal mannen en vrouwen;Gescheiden van echt;Noordbroek;1
6149;Totaal mannen en vrouwen;Gescheiden van echt;Noorddijk;2
6150;Totaal mannen en vrouwen;Gescheiden van echt;Noordeloos;0
6151;Totaal mannen en vrouwen;Gescheiden van echt;Noordgouwe;3
6152;Totaal mannen en vrouwen;Gescheiden van echt;Noord-Scharwoude;7
6153;Totaal mannen en vrouwen;Gescheiden van echt;Noordwelle;0
6154;Totaal mannen en vrouwen;Gescheiden van echt;Noordwijk;14
6155;Totaal mannen en vrouwen;Gescheiden van echt;Noordwijkerhout;14
6156;Totaal mannen en vrouwen;Gescheiden van echt;Nootdorp;0
6157;Totaal mannen en vrouwen;Gescheiden van echt;Norg;81
6158;Totaal mannen en vrouwen;Gescheiden van echt;Nuland;0
6159;Totaal mannen en vrouwen;Gescheiden van echt;Numansdorp;5
6160;Totaal mannen en vrouwen;Gescheiden van echt;Nunen, Gerwen en Nederwetten;2
6161;Totaal mannen en vrouwen;Gescheiden van echt;Nunhem;0
6162;Totaal mannen en vrouwen;Gescheiden van echt;Nuth;3
6163;Totaal mannen en vrouwen;Gescheiden van echt;Obbicht en Papenhoven;0
6164;Totaal mannen en vrouwen;Gescheiden van echt;Obdam;0
6165;Totaal mannen en vrouwen;Gescheiden van echt;Odijk;0
6166;Totaal mannen en vrouwen;Gescheiden van echt;Odiliënberg (St.);0
6167;Totaal mannen en vrouwen;Gescheiden van echt;Odoorn;14
6168;Totaal mannen en vrouwen;Gescheiden van echt;Oedenrode (St.);1
6169;Totaal mannen en vrouwen;Gescheiden van echt;Oeffelt;0
6170;Totaal mannen en vrouwen;Gescheiden van echt;Oegstgeest;39
6171;Totaal mannen en vrouwen;Gescheiden van echt;Ohé en Laak;0
6172;Totaal mannen en vrouwen;Gescheiden van echt;Oijen en Teeffelen;0
6173;Totaal mannen en vrouwen;Gescheiden van echt;Oirsbeek;3
6174;Totaal mannen en vrouwen;Gescheiden van echt;Oirschot;2
6175;Totaal mannen en vrouwen;Gescheiden van echt;Oisterwijk;8
6176;Totaal mannen en vrouwen;Gescheiden van echt;Oldebroek;10
6177;Totaal mannen en vrouwen;Gescheiden van echt;Oldehove;2
6178;Totaal mannen en vrouwen;Gescheiden van echt;Oldekerk;3
6179;Totaal mannen en vrouwen;Gescheiden van echt;Oldemarkt;1
6180;Totaal mannen en vrouwen;Gescheiden van echt;Oldenzaal;9
6181;Totaal mannen en vrouwen;Gescheiden van echt;Olst;2
6182;Totaal mannen en vrouwen;Gescheiden van echt;Ommen;6
6183;Totaal mannen en vrouwen;Gescheiden van echt;Onstwedde;20
6184;Totaal mannen en vrouwen;Gescheiden van echt;Ooltgensplaat;5
6185;Totaal mannen en vrouwen;Gescheiden van echt;Oost- en West-Souburg;8
6186;Totaal mannen en vrouwen;Gescheiden van echt;Oost-, West- en Middelbeers;0
6187;Totaal mannen en vrouwen;Gescheiden van echt;Oostburg;2
6188;Totaal mannen en vrouwen;Gescheiden van echt;Oostdongeradeel;5
6189;Totaal mannen en vrouwen;Gescheiden van echt;Oosterhesselen;1
6190;Totaal mannen en vrouwen;Gescheiden van echt;Oosterhout;6
6191;Totaal mannen en vrouwen;Gescheiden van echt;Oosterland;5
6192;Totaal mannen en vrouwen;Gescheiden van echt;Oosthuizen;2
6193;Totaal mannen en vrouwen;Gescheiden van echt;Oostkapelle;3
6194;Totaal mannen en vrouwen;Gescheiden van echt;Ooststellingwerf;16
6195;Totaal mannen en vrouwen;Gescheiden van echt;Oostvoorne;7
6196;Totaal mannen en vrouwen;Gescheiden van echt;Oostzaan;2
6197;Totaal mannen en vrouwen;Gescheiden van echt;Ootmarsum;0
6198;Totaal mannen en vrouwen;Gescheiden van echt;Ophemert;1
6199;Totaal mannen en vrouwen;Gescheiden van echt;Oploo, Sint Anthonis en Ledeacker;0
6200;Totaal mannen en vrouwen;Gescheiden van echt;Opmeer;2
6201;Totaal mannen en vrouwen;Gescheiden van echt;Opperdoes;2
6202;Totaal mannen en vrouwen;Gescheiden van echt;Opsterland;27
6203;Totaal mannen en vrouwen;Gescheiden van echt;Oss;9
6204;Totaal mannen en vrouwen;Gescheiden van echt;Ossendrecht;0
6205;Totaal mannen en vrouwen;Gescheiden van echt;Ossenisse;0
6206;Totaal mannen en vrouwen;Gescheiden van echt;Oterleek;1
6207;Totaal mannen en vrouwen;Gescheiden van echt;Ottersum;2
6208;Totaal mannen en vrouwen;Gescheiden van echt;Ottoland;0
6209;Totaal mannen en vrouwen;Gescheiden van echt;Oud en Nieuw Gastel;2
6210;Totaal mannen en vrouwen;Gescheiden van echt;Ouddorp;3
6211;Totaal mannen en vrouwen;Gescheiden van echt;Oude Pekela;10
6212;Totaal mannen en vrouwen;Gescheiden van echt;Oudelande;0
6213;Totaal mannen en vrouwen;Gescheiden van echt;Oudenbosch;1
6214;Totaal mannen en vrouwen;Gescheiden van echt;Oudendijk;1
6215;Totaal mannen en vrouwen;Gescheiden van echt;Oudenhoorn;1
