ID;Geslacht;BurgerlijkeStaat;Regio;Bewoners_1
55;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Andijk;4181
56;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Angerlo;2617
57;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Ankeveen;628
58;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Anlo;5198
59;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Anna Paulowna;5501
60;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Annaland (St.);2613
61;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Apeldoorn;60452
62;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Appeltern;3079
63;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Appingedam;6488
64;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Arcen en Velden;3352
65;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Arkel;1149
66;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Arnemuiden;2285
67;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Arnhem;78234
68;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Asperen;1678
69;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Assen;17656
70;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Assendelft;4960
71;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Asten;5677
72;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Avenhorn;1410
73;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Avereest;9582
74;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Axel;6060
75;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Baarderadeel;5161
76;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Baarland;771
77;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Baarle-Nassau;3267
78;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Baarn;12141
79;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Baexem;926
80;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Baflo;2712
81;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Bakel en Milheeze;3109
82;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Barendrecht;4999
83;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Barneveld;13747
84;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Barradeel;7988
85;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Barsingerhorn;2154
86;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Barwoutswaarder;881
87;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Batenburg;503
88;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Bathmen;1900
89;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Bedum;5890
90;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Beegden;760
91;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Beek (L.);5090
92;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Beek en Donk;3188
93;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Beemster;5165
94;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Beers;887
95;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Beerta;3979
96;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Beesd;2624
97;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Beesel;4232
98;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Beets;457
99;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Beijerland (Nieuw-);1757
100;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Beijerland (Oud-);6027
101;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Beijerland (Zuid-);2507
102;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Beilen;8119
103;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Belfeld;1897
104;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Bellingwolde;6142
105;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Bemelen;246
106;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Bemmel;7115
107;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Bennebroek;2157
108;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Benschop;1882
109;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Benthuizen;1031
110;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Berg en Terblijt;2045
111;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Bergambacht;3662
112;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Bergeijk;3020
113;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Bergen (L.);6603
114;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Bergen (NH.);5715
115;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Bergen op Zoom;21652
116;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Bergh;10697
117;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Bergharen;1656
118;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Berghem;2575
119;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Bergschenhoek;2121
120;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Berkel en Rodenrijs;4329
121;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Berkel-Enschot;2064
122;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Berkenwoude;872
123;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Berkhout;2841
124;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Berlicum;3487
125;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Best;4253
126;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Beugen en Rijkevoort;2284
127;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Beuningen;3306
128;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Beusichem;1521
129;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Beverwijk;9961
130;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Bierum;4516
131;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Biervliet;2336
132;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Biggekerke;878
133;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Bildt ('t);8311
134;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Bilt (de);11151
135;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Bingelrade;555
136;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Bladel en Netersel;2439
137;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Blankenham;527
138;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Blaricum;2831
139;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Bleiswijk;2211
140;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Bleskensgraaf en Hofwege;1101
141;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Bloemendaal;14086
142;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Blokker;2327
143;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Blokzijl;961
144;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Bocholtz;3096
145;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Bodegraven;6288
146;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Boekel;3279
147;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Bolsward;6866
148;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Bommel (den);1884
149;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Borculo;5288
150;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Borger;9924
151;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Borgharen;1121
152;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Borkel en Schaft;766
153;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Born;2553
154;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Borne;9357
155;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Borsselen;1419
156;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Boschkapelle;1240
157;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Boskoop;7704
158;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Bovenkarspel;2929
159;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Boxmeer;3591
160;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Boxtel;10944
161;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Brakel;1754
162;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Brandwijk;918
163;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Breda;44649
164;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Breskens;3003
165;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Breukelen-Nijenrode;2900
166;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Breukelen-Sint Pieters;888
167;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Brielle;3546
168;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Broek in Waterland;1650
169;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Broek op Langedijk;2408
170;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Broekhuizen;964
171;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Broeksittard;899
172;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Brouwershaven;1234
173;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Bruinisse;2415
174;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Brummen;9203
175;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Brunssum;16036
176;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Budel;4857
177;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Buggenum;755
178;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Bunde;1528
179;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Bunnik;1684
180;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Bunschoten;4911
181;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Buren;1847
182;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Burgh;625
183;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Bussum;25105
184;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Buurmalsen;1955
185;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Cadier en Keer;1102
186;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Cadzand;933
187;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Callantsoog;1036
188;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Capelle aan den IJssel;7972
189;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Castricum;5512
190;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Chaam;1983
191;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Clinge;3685
192;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Coevorden;6816
193;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Colijnsplaat;1928
194;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Cothen;914
195;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Cromvoirt;680
196;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Cuijk en Sint Agatha;4015
197;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Culemborg;9377
198;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Dalen;4001
199;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Dalfsen;7318
200;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Dantumadeel;13209
201;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Deil;2152
202;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Delden (Ambt-);3761
203;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Delden (Stad-);2857
204;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Delft;50827
205;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Delfzijl;9666
206;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Denekamp;6355
207;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Deurne;10806
208;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Deventer;36221
209;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Didam;6140
210;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Diemen;4001
211;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Diepenheim;1777
212;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Diepenveen;6774
213;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Diessen;1416
214;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Diever;2716
215;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Dinteloord en Prinsenland;4091
216;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Dinther;1959
217;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Dinxperlo;3525
218;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Dirksland;2621
219;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Dodewaard;2110
220;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Doesburg;4921
221;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Doetinchem;14329
222;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Dokkum;4895
223;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Domburg;1289
224;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Dommelen;640
225;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Dongen;8853
226;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Doniawerstal;5622
227;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Doorn;4134
228;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Doornspijk;4319
229;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Dordrecht;56156
230;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Dreischor;1160
231;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Dreumel;2506
232;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Driebergen;6208
233;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Driel;3862
234;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Driewegen;609
235;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Drunen;3387
236;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Druten;5890
237;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Dubbeldam;4681
238;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Duiven;3795
239;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Duivendijke;543
240;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Dungen (den);1897
241;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Dussen;3746
242;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Dwingeloo;3016
243;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Echt;9425
244;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Echteld;3529
245;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Edam;8295
246;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Ede;30688
247;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Eede;1100
248;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Eelde;3341
249;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Eemnes;1875
250;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Eenrum;2546
251;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Eersel;2810
252;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Eethen;2315
253;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Egmond aan Zee;2891
254;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Egmond-Binnen;2387
255;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Eibergen;9135
256;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Eijgelshoven;3919
257;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Eijsden;3695
258;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Eindhoven;94948
259;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Elburg;2634
260;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Elkerzee;583
261;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Ellemeet;514
262;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Ellewoutsdijk;578
263;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Elsloo;2650
264;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Elst;8701
265;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Emmen;40961
266;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Empel en Meerwijk;730
267;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Engelen;1617
268;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Enkhuizen;9347
269;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Enschede;51805
270;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Epe;13410
271;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Ermelo;14718
272;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Erp;2883
273;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Esch;680
274;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Escharen;1450
275;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Est en Opijnen;1007
276;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Etten en Leur;9583
277;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Everdingen;1038
278;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Ewijk;2742
279;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Ezinge;1854
280;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Ferwerderadeel;8371
281;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Fijnaart en Heijningen;4646
282;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Finsterwolde;3196
283;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Franeker;8103
284;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Franekeradeel;4922
285;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Gaasterland;5853
286;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Gameren;1918
287;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Gassel;653
288;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Gasselte;3594
289;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Geertruid (St.);878
290;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Geertruidenberg;2816
291;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Geervliet;1018
292;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Geffen;1931
293;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Geldermalsen;4565
294;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Geldrop;8953
295;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Geleen;12411
296;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Gemert;6107
297;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Gendringen;10184
298;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Genemuiden;3311
299;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Gennep;3244
300;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Gent;3222
301;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Geulle;1528
302;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Giessen;504
303;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Giessendam;4210
304;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Giessen-Nieuwkerk;1070
305;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Gieten;3384
306;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Giethoorn;2119
307;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Gilze en Rijen;7741
308;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Ginneken en Bavel;13111
309;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Goedereede;1281
310;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Goes;9124
311;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Goirle;5235
312;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Goor;3828
313;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Gorinchem;14033
314;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Gorssel;8214
315;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Gouda;29163
316;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Gouderak;2074
317;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Goudriaan;602
318;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Goudswaard;1499
319;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Graauw en Langendam;1979
320;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Grafhorst;739
321;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Graft;1174
322;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Gramsbergen;4312
323;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Grathem;1501
324;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Grave;2253
325;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;'s-Graveland;1696
326;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;'s-Gravendeel;4866
327;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;'s-Gravenhage;437675
328;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;'s-Gravenpolder;1124
329;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;'s-Gravenzande;7073
330;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Grevenbicht;1496
331;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Grijpskerk;3442
332;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Grijpskerke;920
333;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Groede;2308
334;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Groenlo;4176
335;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Groesbeek;7819
336;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Groningen;105146
337;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Gronsveld;1681
338;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;Groot-Ammers;1492
