ID;LeeftijdReferentiepersoon;Perioden;TotaalParticuliereHuishoudens_1;Eenpersoonshuishouden_2;TotaalMeerpersoonshuishoudens_3;MeerpersoonshuishoudensZonderKinderen_4;MeerpersoonshuishoudensMetKinderen_5;TotaalNietGehuwdeParen_6;k_0Kinderen_7;k_1Kind_8;k_2Kinderen_9;k_3OfMeerKinderen_10;TotaalGehuwdeParen_11;k_0Kinderen_12;k_1Kind_13;k_2Kinderen_14;k_3OfMeerKinderen_15;TotaalEenouderhuishoudens_16;k_1Kind_17;k_2Kinderen_18;k_3OfMeerKinderen_19;OverigHuishouden_20;TotaalParticuliereHuishoudens_21;Eenpersoonshuishouden_22;TotaalMeerpersoonshuishoudens_23;k_2Personen_24;k_3Personen_25;k_4Personen_26;k_5OfMeerPersonen_27
1070;49 jaar;2015;155852;38089;117763;19444;98319;18528;7742;4312;5036;1438;77799;11362;16468;34401;15568;21096;12230;6973;1893;340;155852;38089;117763;30703;27560;40918;18582
1071;49 jaar;2016;152668;37563;115105;18569;96536;19117;7675;4351;5513;1578;74937;10565;15329;33488;15555;20722;11963;7051;1708;329;152668;37563;115105;29611;26524;40305;18665
1072;49 jaar;2017;152100;37547;114553;17946;96607;20074;7644;4632;6134;1664;72937;9970;14766;33139;15062;21210;12197;7140;1873;332;152100;37547;114553;29157;26297;40811;18288
1073;49 jaar;2018;153589;37670;115919;17692;98227;21169;7708;4911;6635;1915;72212;9625;14331;33195;15061;22179;12551;7562;2066;359;153589;37670;115919;29229;26569;41559;18562
1074;49 jaar;2019;161066;40439;120627;18235;102392;23208;8154;5372;7648;2034;73687;9744;14467;33679;15797;23395;13239;8020;2136;337;161066;40439;120627;30380;27695;43043;19509
1075;49 jaar;2020;157562;39769;117793;17455;100338;23065;7845;5352;7721;2147;71077;9271;13873;32365;15568;23312;13048;8001;2263;339;157562;39769;117793;29478;27015;41857;19443
1076;49 jaar;2021;151630;38304;113326;16767;96559;22999;7741;5294;7759;2205;67406;8697;13286;30721;14702;22592;12628;7841;2123;329;151630;38304;113326;28371;26204;40236;18515
1077;49 jaar;2022;144650;37242;107408;15559;91849;22076;7177;4958;7759;2182;62891;8028;12134;28902;13827;22087;12449;7537;2101;354;144650;37242;107408;27025;24488;38364;17531
1078;49 jaar;2023;135306;35329;99977;13956;86021;20745;6353;4676;7465;2251;58196;7265;10972;26651;13308;20698;11606;7037;2055;338;135306;35329;99977;24568;22645;35707;17057
1079;49 jaar;2024;131634;34927;96707;13625;83082;20414;6464;4372;7510;2068;55799;6769;10608;25617;12805;20102;11186;6900;2016;392;131634;34927;96707;23840;21800;34684;16383
1080;50 jaar;1995;112579;19785;92794;26027;66767;4518;3151;779;442;146;79851;22492;25692;23243;8424;8041;5283;2235;523;384;112579;19785;92794;30632;28735;24231;9196
1081;50 jaar;1996;107461;19258;88203;24712;63491;4652;3108;911;471;162;75401;21277;24150;21813;8161;7823;5209;2139;475;327;107461;19258;88203;29271;27167;22775;8990
1082;50 jaar;1997;148845;27761;121084;34291;86793;6771;4637;1190;722;222;103179;29210;32487;30729;10753;10690;7148;2926;616;444;148845;27761;121084;40573;36642;32100;11769
1083;50 jaar;1998;143927;27814;116113;33199;82914;6936;4735;1297;704;200;97930;28031;29489;29330;11080;10814;7173;2951;690;433;143927;27814;116113;39472;33791;30803;12047
1084;50 jaar;1999;136425;26663;109762;30642;79120;6989;4625;1272;851;241;91960;25592;27697;27659;11012;10388;6856;2873;659;425;136425;26663;109762;36669;31908;29168;12017
1085;50 jaar;2000;131708;26389;105319;28986;76333;7264;4720;1416;868;260;87281;23797;25634;27038;10812;10305;6649;2984;672;469;131708;26389;105319;34806;30138;28552;11823
1086;50 jaar;2001;129605;26640;102965;26943;76022;7179;4647;1277;935;320;84701;21803;24223;27248;11427;10592;6782;3016;794;493;129605;26640;102965;32927;28508;28935;12595
1087;50 jaar;2002;128854;27034;101820;25896;75924;7681;4773;1487;1089;332;82651;20707;22740;27498;11706;11072;7008;3241;823;416;128854;27034;101820;32120;27503;29356;12841
1088;50 jaar;2003;132917;28201;104716;25612;79104;8386;5108;1533;1306;439;83711;20027;22697;28540;12447;12142;7561;3621;960;477;132917;28201;104716;32406;27799;30740;13771
1089;50 jaar;2004;131985;28409;103576;24116;79460;8646;5185;1651;1390;420;81919;18449;21662;28951;12857;12529;7740;3811;978;482;131985;28409;103576;31071;27102;31172;14231
1090;50 jaar;2005;133838;29377;104461;23440;81021;9168;5279;1794;1591;504;81443;17678;21410;29312;13043;13367;8182;4069;1116;483;133838;29377;104461;30823;27278;31825;14535
1091;50 jaar;2006;134449;29833;104616;22654;81962;9771;5514;1944;1754;559;80593;16690;20641;29922;13340;13802;8365;4311;1126;450;134449;29833;104616;30223;26898;32623;14872
1092;50 jaar;2007;138079;31253;106826;22480;84346;10398;5687;2161;1981;569;81382;16315;20372;30954;13741;14568;8747;4605;1216;478;138079;31253;106826;30440;27067;34003;15316
1093;50 jaar;2008;139773;32238;107535;21993;85542;11064;5963;2276;2198;627;80738;15519;20270;31262;13687;15222;9132;4823;1267;511;139773;32238;107535;30298;27345;34547;15345
1094;50 jaar;2009;142427;33148;109279;22263;87016;11851;6272;2499;2376;704;81011;15434;19822;31718;14037;15860;9591;4994;1275;557;142427;33148;109279;30999;27317;35137;15826
1095;50 jaar;2010;146154;34556;111598;22050;89548;12596;6377;2732;2676;811;81321;15117;19547;32474;14183;17125;10222;5481;1422;556;146154;34556;111598;31402;27753;36336;16107
1096;50 jaar;2011;148163;35343;112820;22224;90596;13883;6936;2980;3088;879;81096;14883;19608;32509;14096;17436;10492;5473;1471;405;148163;35343;112820;31755;27878;36856;16331
1097;50 jaar;2012;151434;36355;115079;22248;92831;14792;7337;3170;3325;960;81589;14497;19063;33531;14498;18284;10972;5789;1523;414;151434;36355;115079;32304;27815;38119;16841
1098;50 jaar;2013;153179;37184;115995;21985;94010;15599;7392;3522;3649;1036;80965;14175;19009;33338;14443;19013;11423;6125;1465;418;153179;37184;115995;32443;28514;38221;16817
1099;50 jaar;2014;155648;37833;117815;22068;95747;16660;7784;3728;3986;1162;81051;13925;19088;33558;14480;19745;11923;6276;1546;359;155648;37833;117815;33086;28885;38875;16969
1100;50 jaar;2015;158488;39021;119467;21987;97480;18059;8038;4188;4510;1323;80415;13577;18809;33611;14418;20621;12516;6485;1620;372;158488;39021;119467;33468;29285;39564;17150
1101;50 jaar;2016;156073;39077;116996;20776;96220;18255;7832;4269;4805;1349;77380;12601;17614;32772;14393;21018;12620;6696;1702;343;156073;39077;116996;32381;28432;38979;17204
1102;50 jaar;2017;153001;38652;114349;19675;94674;18855;7698;4340;5342;1475;74708;11627;16495;32202;14384;20436;12139;6712;1585;350;153001;38652;114349;30760;27320;38849;17420
1103;50 jaar;2018;152353;38263;114090;19114;94976;19823;7784;4642;5834;1563;72831;11027;15928;31863;14013;21133;12464;6930;1739;303;152353;38263;114090;30536;27303;39215;17036
1104;50 jaar;2019;154219;38498;115721;18808;96913;20855;7839;4864;6342;1810;72317;10628;15461;32122;14106;22208;12991;7330;1887;341;154219;38498;115721;30748;27446;40124;17403
1105;50 jaar;2020;161426;41275;120151;19258;100893;22873;8278;5375;7318;1902;73773;10651;15524;32761;14837;23176;13509;7708;1959;329;161426;41275;120151;31636;28424;41752;18339
1106;50 jaar;2021;158141;40701;117440;18607;98833;22883;8056;5399;7410;2018;71080;10187;15038;31335;14520;23113;13329;7750;2034;364;158141;40701;117440;30859;27996;40416;18169
1107;50 jaar;2022;152376;39436;112940;17726;95214;22511;7798;5261;7391;2061;67502;9597;14387;29804;13714;22596;13027;7542;2027;331;152376;39436;112940;29683;27027;38917;17313
1108;50 jaar;2023;146125;38650;107475;16299;91176;21445;7119;4932;7341;2053;63444;8815;13208;28267;13154;22221;12819;7453;1949;365;146125;38650;107475;28053;25515;37217;16690
1109;50 jaar;2024;136068;35912;100156;15097;85059;20372;6568;4704;7051;2049;58593;8114;12173;26015;12291;20776;12106;6773;1897;415;136068;35912;100156;26161;23599;34610;15786
1110;51 jaar;1995;107560;19547;88013;28151;59862;4265;3027;731;386;121;76088;24725;25159;19378;6826;7261;4957;1866;438;399;107560;19547;88013;32442;27781;20199;7591
1111;51 jaar;1996;112570;20758;91812;30017;61795;4647;3317;779;413;138;79115;26326;25604;20017;7168;7676;5277;1971;428;374;112570;20758;91812;34592;28391;20948;7881
1112;51 jaar;1997;107279;20285;86994;28476;58518;4716;3264;863;445;144;74651;24891;24043;18830;6887;7306;5021;1864;421;321;107279;20285;86994;32796;26804;19780;7614
1113;51 jaar;1998;148944;29269;119675;39744;79931;6830;4836;1161;658;175;102414;34470;32461;26438;9045;9993;6916;2569;508;438;148944;29269;119675;45701;36323;27725;9926
1114;51 jaar;1999;143884;29068;114816;38473;76343;6916;4827;1250;667;172;97360;33194;30130;25035;9001;10088;6955;2569;564;452;143884;29068;114816;44483;34019;26446;9868
1115;51 jaar;2000;136042;27416;108626;35079;73547;7134;4873;1288;764;209;91342;29753;28080;24279;9230;9697;6562;2550;585;453;136042;27416;108626;40746;32071;25690;10119
1116;51 jaar;2001;131687;27346;104341;32719;71622;7251;4852;1323;821;255;86679;27401;26101;23939;9238;9945;6618;2739;588;466;131687;27346;104341;38442;30288;25417;10194
1117;51 jaar;2002;129911;27800;102111;30369;71742;7230;4729;1295;920;286;84007;25142;24618;24350;9897;10376;6844;2839;693;498;129911;27800;102111;36393;28768;25988;10962
1118;51 jaar;2003;128669;27880;100789;29261;71528;7636;4810;1460;1037;329;81978;24017;23572;24533;9856;10741;7088;2939;714;434;128669;27880;100789;35478;28066;26303;10942
1119;51 jaar;2004;132778;29406;103372;28747;74625;8348;5126;1567;1248;407;82934;23144;23852;25594;10344;11613;7554;3237;822;477;132778;29406;103372;35467;28660;27690;11555
1120;51 jaar;2005;131706;29237;102469;27067;75402;8668;5257;1694;1329;388;81165;21313;22703;26196;10953;12139;7844;3457;838;497;131706;29237;102469;34017;27881;28276;12295
1121;51 jaar;2006;133758;30681;103077;26291;76786;9014;5253;1763;1506;492;80722;20565;22442;26606;11109;12868;8197;3742;929;473;133758;30681;103077;33609;28002;28933;12533
1122;51 jaar;2007;134317;30899;103418;25290;78128;9699;5557;1988;1664;490;79945;19262;22144;27230;11309;13303;8391;3955;957;471;134317;30899;103418;32870;28086;29774;12688
1123;51 jaar;2008;137923;32275;105648;25178;80470;10441;5843;2222;1871;505;80661;18865;21893;28229;11674;14076;8910;4123;1043;470;137923;32275;105648;33233;28213;31087;13115
1124;51 jaar;2009;139770;33400;106370;24483;81887;10944;6000;2258;2099;587;80095;17964;21847;28485;11799;14812;9341;4380;1091;519;139770;33400;106370;32945;28479;31608;13338
1125;51 jaar;2010;142553;34409;108144;24695;83449;11746;6357;2478;2266;645;80374;17780;21476;29082;12036;15466;9745;4574;1147;558;142553;34409;108144;33507;28529;32404;13704
1126;51 jaar;2011;146136;35433;110703;24464;86239;13031;6777;2877;2606;771;80705;17264;21119;30019;12303;16544;10245;5063;1236;423;146136;35433;110703;33622;28901;33888;14292
1127;51 jaar;2012;148322;36541;111781;24176;87605;13596;7002;2947;2884;763;80522;16728;21134;30310;12350;17217;10683;5205;1329;446;148322;36541;111781;33832;29128;34453;14368
1128;51 jaar;2013;151457;37457;114000;24246;89754;14748;7427;3248;3223;850;80979;16401;20601;31216;12761;17855;11204;5367;1284;418;151457;37457;114000;34524;29009;35590;14877
1129;51 jaar;2014;152965;38008;114957;24148;90809;15576;7618;3521;3473;964;80316;16118;20697;30859;12642;18653;11607;5725;1321;412;152965;38008;114957;34784;29757;35544;14872
1130;51 jaar;2015;155747;38975;116772;24035;92737;16679;7967;3774;3847;1091;80377;15708;20564;31329;12776;19356;12168;5849;1339;360;155747;38975;116772;35146;29994;36387;15245
1131;51 jaar;2016;158777;40445;118332;23611;94721;17804;8159;4109;4306;1230;79840;15080;20110;31671;12979;20316;12785;6077;1454;372;158777;40445;118332;35358;30119;37319;15536
1132;51 jaar;2017;156367;40422;115945;22311;93634;18035;7845;4316;4614;1260;77082;14134;18561;31243;13144;20496;12669;6306;1521;332;156367;40422;115945;33870;28966;37224;15885
1133;51 jaar;2018;153400;39426;113974;21378;92596;18859;8029;4391;5080;1359;74568;13030;17711;30600;13227;20228;12369;6413;1446;319;153400;39426;113974;32699;28296;36930;16049
1134;51 jaar;2019;152824;39342;113482;20526;92956;19654;8014;4630;5554;1456;72632;12195;16997;30548;12892;20879;12674;6635;1570;317;152824;39342;113482;32097;28066;37565;15754
1135;51 jaar;2020;154710;39551;115159;20192;94967;20622;7973;4878;6122;1649;72318;11863;16632;30745;13078;21863;13090;7031;1742;356;154710;39551;115159;32120;28406;38442;16191
1136;51 jaar;2021;161964;42315;119649;20812;98837;22910;8647;5525;6987;1751;73627;11837;16850;31394;13546;22784;13724;7285;1775;328;161964;42315;119649;33373;29421;39962;16893
1137;51 jaar;2022;158664;41890;116774;19941;96833;22558;8192;5441;7043;1882;71002;11406;16357;29962;13277;22871;13580;7442;1849;343;158664;41890;116774;32426;29057;38619;16672
1138;51 jaar;2023;153564;40841;112723;18808;93915;22072;7802;5298;7021;1951;67818;10670;15579;28859;12710;22497;13299;7349;1849;336;153564;40841;112723;31021;27991;37567;16144
1139;51 jaar;2024;146565;39448;107117;17734;89383;21121;7372;5083;6844;1822;63642;9967;14763;27061;11851;21959;13044;7087;1828;395;146565;39448;107117;29672;26830;35486;15129
1140;52 jaar;1995;99498;18612;80886;28807;52079;3977;2837;729;299;112;70040;25601;23235;15634;5570;6500;4575;1498;427;369;99498;18612;80886;32693;25572;16437;6184
1141;52 jaar;1996;107349;20506;86843;32273;54570;4319;3110;741;338;130;75388;28770;24520;16324;5774;6743;4796;1578;369;393;107349;20506;86843;36345;26893;17156;6449
1142;52 jaar;1997;112510;21836;90674;34210;56464;4727;3394;826;364;143;78412;30442;24954;17037;5979;7161;5120;1684;357;374;112510;21836;90674;38587;27523;17904;6660
1143;52 jaar;1998;107287;21358;85929;32727;53202;4600;3295;805;388;112;74190;29091;23432;15904;5763;6798;4807;1620;371;341;107287;21358;85929;36775;25981;16787;6386
1144;52 jaar;1999;148836;30581;118255;46194;72061;6848;4997;1083;596;172;101773;40727;31811;21907;7328;9164;6527;2187;450;470;148836;30581;118255;51692;35303;23155;8105
1145;52 jaar;2000;143699;29989;113710;43548;70162;7105;5095;1237;606;167;96695;37967;29851;21304;7573;9424;6726;2247;451;486;143699;29989;113710;49213;33554;22570;8373
1146;52 jaar;2001;136150;28582;107568;39330;68238;7082;4942;1223;728;189;90811;33929;28009;21092;7781;9216;6484;2249;483;459;136150;28582;107568;44855;31642;22457;8614
1147;52 jaar;2002;131943;28703;103240;36445;66795;7230;4927;1311;754;238;85913;31033;26012;21042;7826;9612;6620;2490;502;485;131943;28703;103240;42140;29946;22480;8674
1148;52 jaar;2003;129784;28919;100865;34225;66640;7263;4801;1317;875;270;83255;28925;24892;21238;8200;9848;6721;2551;576;499;129784;28919;100865;40074;28770;22838;9183
1149;52 jaar;2004;128460;28902;99558;32984;66574;7680;4950;1471;973;286;81285;27591;24267;21363;8064;10150;6891;2653;606;443;128460;28902;99558;38961;28517;23020;9060
1150;52 jaar;2005;132537;30503;102034;32359;69675;8345;5236;1566;1152;391;82177;26633;24402;22551;8591;11022;7380;2947;695;490;132537;30503;102034;38842;28993;24473;9726
1151;52 jaar;2006;131572;30592;100980;30338;70642;8538;5278;1640;1258;362;80466;24574;23651;23167;9074;11490;7687;3060;743;486;131572;30592;100980;37136;28383;25220;10241
1152;52 jaar;2007;133342;31662;101680;29656;72024;9084;5409;1813;1417;445;79930;23784;23256;23700;9190;12203;8045;3384;774;463;133342;31662;101680;36833;28482;25935;10430
1153;52 jaar;2008;134052;31937;102115;28617;73498;9742;5782;1977;1530;453;79182;22381;23047;24290;9464;12737;8390;3571;776;454;134052;31937;102115;36119;28641;26629;10726
1154;52 jaar;2009;137823;33397;104426;28337;76089;10369;5998;2135;1772;464;80078;21823;23010;25426;9819;13463;8872;3778;813;516;137823;33397;104426;36267;28924;28068;11167
1155;52 jaar;2010;139862;34568;105294;27599;77695;10994;6196;2261;2027;510;79499;20861;22931;25797;9910;14259;9288;4036;935;542;139862;34568;105294;35980;29235;28774;11305
1156;52 jaar;2011;142560;35391;107169;27641;79528;12253;6881;2615;2168;589;79670;20336;22578;26483;10273;14822;9670;4179;973;424;142560;35391;107169;36242;29263;29663;12001
1157;52 jaar;2012;146426;36820;109606;27109;82497;12962;6939;2874;2476;673;80159;19766;22487;27461;10445;16081;10384;4641;1056;404;146426;36820;109606;36429;29859;31061;12257
1158;52 jaar;2013;148263;37793;110470;26815;83655;13454;7107;2938;2720;689;80010;19249;22415;27683;10663;16547;10704;4723;1120;459;148263;37793;110470;36488;29933;31533;12516
1159;52 jaar;2014;151203;38581;112622;26831;85791;14641;7622;3273;2999;747;80189;18763;22078;28406;10942;17346;11291;4954;1101;446;151203;38581;112622;37166;30113;32572;12771
1160;52 jaar;2015;152989;39572;113417;26567;86850;15433;7750;3543;3253;887;79562;18425;21922;28147;11068;18030;11691;5208;1131;392;152989;39572;113417;37129;30532;32540;13216
1161;52 jaar;2016;155894;40557;115337;26125;89212;16444;8012;3773;3644;1015;79710;17728;21692;29012;11278;18798;12272;5387;1139;385;155894;40557;115337;37333;30660;33754;13590
1162;52 jaar;2017;158981;41683;117298;25814;91484;17725;8333;4127;4133;1132;79425;17095;21119;29502;11709;19762;12723;5770;1269;386;158981;41683;117298;37361;30771;35001;14165
1163;52 jaar;2018;156495;41398;115097;24364;90733;17962;8156;4309;4323;1174;76859;15875;19773;29329;11882;19943;12691;5861;1391;333;156495;41398;115097;35966;29755;34972;14404
1164;52 jaar;2019;153663;40312;113351;23111;90240;18794;8277;4433;4845;1239;74345;14511;18958;28811;12065;19889;12456;6115;1318;323;153663;40312;113351;34470;29332;34884;14665
1165;52 jaar;2020;153286;40271;113015;22358;90657;19457;8164;4709;5250;1334;72637;13842;18168;28897;11730;20569;12817;6319;1433;352;153286;40271;113015;33971;29059;35568;14417
1166;52 jaar;2021;155079;40770;114309;21958;92351;20549;8229;5024;5787;1509;72068;13386;18042;28980;11660;21349;13169;6629;1551;343;155079;40770;114309;33933;29490;36342;14544
1167;52 jaar;2022;162374;43651;118723;22578;96145;22511;8755;5585;6580;1591;73592;13478;18259;29653;12202;22275;13900;6832;1543;345;162374;43651;118723;35256;30492;37711;15264
1168;52 jaar;2023;159579;43398;116181;21480;94701;22076;8319;5435;6603;1719;71231;12804;17663;28667;12097;22517;13708;7083;1726;357;159579;43398;116181;33989;30023;36888;15281
1169;52 jaar;2024;153882;41732;112150;20850;91300;21725;8110;5332;6527;1756;67937;12343;17442;27038;11114;22091;13571;6905;1615;397;153882;41732;112150;33152;29579;35061;14358
1170;53 jaar;1995;95042;18839;76203;30795;45408;3715;2769;609;250;87;66551;27693;21901;12578;4379;5604;3962;1356;286;333;95042;18839;76203;34069;23959;13277;4898
1171;53 jaar;1996;99480;19624;79856;32747;47109;4061;2988;678;274;121;69449;29400;22318;13072;4659;5987;4287;1330;370;359;99480;19624;79856;36355;24436;13821;5244
1172;53 jaar;1997;107194;21574;85620;36414;49206;4403;3265;706;318;114;74631;32781;23443;13620;4787;6218;4533;1344;341;368;107194;21574;85620;40162;25616;14498;5344
1173;53 jaar;1998;112513;23037;89476;38837;50639;4714;3540;780;301;93;77828;34933;23777;14217;4901;6570;4812;1448;310;364;112513;23037;89476;42830;26111;15069;5466
1174;53 jaar;1999;107313;22392;84921;37572;47349;4683;3476;758;348;101;73665;33746;22343;12940;4636;6223;4523;1399;301;350;107313;22392;84921;41281;24704;13798;5138
1175;53 jaar;2000;148525;31561;116964;51877;65087;7010;5195;1092;562;161;101002;46157;30408;18413;6024;8427;6196;1878;353;525;148525;31561;116964;56990;33680;19578;6716
1176;53 jaar;2001;143500;31202;112298;48245;64053;7037;5155;1137;591;154;96024;42619;28767;18265;6373;8766;6392;1998;376;471;143500;31202;112298;53532;32130;19547;7089
1177;53 jaar;2002;136201;29848;106353;43632;62721;7069;5005;1206;654;204;90068;38188;27262;18086;6532;8777;6353;2015;409;439;136201;29848;106353;48992;30712;19332;7317
1178;53 jaar;2003;131843;29767;102076;40915;61161;7224;4989;1296;728;211;85233;35432;25502;17821;6478;9125;6487;2235;403;494;131843;29767;102076;46443;29222;19156;7255
1179;53 jaar;2004;129556;30106;99450;38364;61086;7161;4802;1298;833;228;82464;33052;24656;18224;6532;9315;6595;2226;494;510;129556;30106;99450;43990;28259;19794;7407
1180;53 jaar;2005;128190;29994;98196;36920;61276;7629;5061;1430;891;247;80556;31417;24025;18539;6575;9569;6720;2342;507;442;128190;29994;98196;42639;27979;20099;7479
1181;53 jaar;2006;132323;31766;100557;36152;64405;8249;5262;1589;1061;337;81525;30401;24456;19615;7053;10294;7134;2584;576;489;132323;31766;100557;42319;28741;21440;8057
1182;53 jaar;2007;131295;31773;99522;34299;65223;8441;5444;1567;1112;318;79764;28339;23860;20278;7287;10801;7487;2706;608;516;131295;31773;99522;40816;28262;22156;8288
1183;53 jaar;2008;133036;32692;100344;33290;67054;9008;5550;1737;1323;398;79325;27257;23684;20926;7458;11528;7925;2939;664;483;133036;32692;100344;40281;28442;23036;8585
1184;53 jaar;2009;133911;33095;100816;32325;68491;9650;5853;1931;1451;415;78648;25970;23418;21496;7764;12016;8164;3185;667;502;133911;33095;100816;39529;28635;23738;8914
1185;53 jaar;2010;137607;34605;103002;31644;71358;10209;6018;2145;1627;419;79408;25097;23720;22539;8052;12856;8762;3423;671;529;137607;34605;103002;39410;29320;24975;9297
1186;53 jaar;2011;139747;35590;104157;30982;73175;11395;6579;2391;1941;484;78882;23956;23613;23137;8176;13433;9081;3589;763;447;139747;35590;104157;38988;29522;26060;9587
1187;53 jaar;2012;142801;36818;105983;30624;75359;11968;6921;2512;2032;503;79206;23275;23467;23739;8725;14381;9690;3856;835;428;142801;36818;105983;39232;29700;26819;10232
1188;53 jaar;2013;146456;38107;108349;30240;78109;12932;7129;2869;2327;607;79648;22695;23567;24577;8809;15353;10323;4173;857;416;146456;38107;108349;39448;30520;27993;10388
1189;53 jaar;2014;147737;38695;109042;29890;79152;13454;7378;2955;2520;601;79269;22073;23381;24859;8956;15880;10568;4374;938;439;147737;38695;109042;39410;30594;28432;10606
1190;53 jaar;2015;151101;40042;111059;29696;81363;14659;7853;3333;2803;670;79435;21402;23175;25585;9273;16524;11106;4478;940;441;151101;40042;111059;39730;30829;29489;11011
1191;53 jaar;2016;152757;40655;112102;29219;82883;15419;7963;3573;3087;796;78877;20842;22725;25756;9554;17392;11688;4742;962;414;152757;40655;112102;39747;30960;29906;11489
1192;53 jaar;2017;156160;41971;114189;28765;85424;16505;8259;3858;3489;899;79327;20121;22701;26525;9980;17972;12018;4937;1017;385;156160;41971;114189;39658;31263;31134;12134
1193;53 jaar;2018;158891;42690;116201;28500;87701;17694;8614;4138;3924;1018;79109;19492;22116;27178;10323;19004;12598;5299;1107;394;158891;42690;116201;39936;31334;32378;12553
1194;53 jaar;2019;156487;42381;114106;26607;87499;17769;8388;4282;4054;1045;76689;17848;21078;27210;10553;19277;12526;5530;1221;371;156487;42381;114106;37946;30730;32568;12862
1195;53 jaar;2020;153855;41400;112455;25248;87207;18602;8418;4457;4577;1150;74211;16474;20071;26921;10745;19286;12428;5677;1181;356;153855;41400;112455;36573;30007;32694;13181
1196;53 jaar;2021;153392;41447;111945;24661;87284;19583;8633;4803;4962;1185;72327;15705;19597;26672;10353;19712;12678;5811;1223;323;153392;41447;111945;36137;30033;32936;12839
1197;53 jaar;2022;155376;42002;113374;24351;89023;20298;8550;5023;5342;1383;71976;15421;19351;26861;10343;20720;13263;6136;1321;380;155376;42002;113374;36336;30368;33694;12976
1198;53 jaar;2023;162994;45059;117935;24589;93346;22107;8962;5598;6073;1474;73756;15261;19651;27893;10951;21706;13885;6437;1384;366;162994;45059;117935;37221;31471;35391;13852
1199;53 jaar;2024;159591;44238;115353;24071;91282;21624;8638;5506;6012;1468;71421;15009;19538;26461;10413;21884;13845;6553;1486;424;159591;44238;115353;36564;31493;34022;13274
1200;54 jaar;1995;97119;19827;77292;33802;43490;3590;2697;516;275;102;67644;30668;21639;11141;4196;5621;4072;1246;303;437;97119;19827;77292;37150;23554;11904;4684
1201;54 jaar;1996;94879;19548;75331;34655;40676;3805;2901;581;247;76;65928;31408;20594;10308;3618;5252;3848;1158;246;346;94879;19548;75331;37816;22444;11052;4019
1202;54 jaar;1997;99302;20731;78571;36714;41857;4062;3050;649;255;108;68676;33293;20823;10772;3788;5462;4006;1156;300;371;99302;20731;78571;39958;22857;11455;4301
1203;54 jaar;1998;107293;22874;84419;40755;43664;4320;3309;626;304;81;74038;37057;21870;11150;3961;5672;4231;1156;285;389;107293;22874;84419;44171;23843;11973;4432
1204;54 jaar;1999;112530;24277;88253;43654;44599;4619;3566;701;274;78;77277;39709;22259;11411;3898;5978;4499;1238;241;379;112530;24277;88253;47281;24405;12193;4374
1205;54 jaar;2000;106995;23136;83859;41542;42317;4733;3584;722;337;90;73143;37597;20951;10790;3805;5622;4171;1198;253;361;106995;23136;83859;44859;23094;11643;4263
1206;54 jaar;2001;148513;33012;115501;57004;58497;6900;5228;1005;528;139;100241;51266;28588;15405;4982;7850;5877;1656;317;510;148513;33012;115501;61720;31602;16552;5627
1207;54 jaar;2002;143700;32744;110956;52815;58141;6951;5149;1104;561;137;95196;47166;27278;15500;5252;8309;6246;1728;335;500;143700;32744;110956;57912;30427;16712;5905
1208;54 jaar;2003;136121;31120;105001;48372;56629;6992;5038;1175;595;184;89326;42875;25884;15284;5283;8224;6056;1806;362;459;136121;31120;105001;53361;29169;16475;5996
1209;54 jaar;2004;131498;30919;100579;45302;55277;7151;5028;1252;677;194;84433;39764;24333;15140;5196;8485;6241;1915;329;510;131498;30919;100579;50505;27679;16460;5935
1210;54 jaar;2005;129168;31217;97951;42435;55516;7025;4856;1218;748;203;81775;37070;23981;15451;5273;8642;6289;1921;432;509;129168;31217;97951;47704;27244;16926;6077
1211;54 jaar;2006;127896;31194;96702;41139;55563;7617;5195;1352;839;231;79838;35510;23321;15779;5228;8813;6406;2015;392;434;127896;31194;96702;46539;26884;17205;6074
1212;54 jaar;2007;132044;32954;99090;40284;58806;8160;5358;1524;975;303;80881;34433;24007;16756;5685;9556;6873;2194;489;493;132044;32954;99090;46198;27880;18405;6607
1213;54 jaar;2008;130960;32821;98139;38215;59924;8347;5449;1570;1048;280;79133;32253;23558;17446;5876;10146;7305;2331;510;513;130960;32821;98139;44507;27581;19269;6782
1214;54 jaar;2009;132920;33898;99022;37097;61925;8949;5701;1727;1192;329;78707;30908;23597;18100;6102;10878;7768;2558;552;488;132920;33898;99022;43840;28068;19989;7125
1215;54 jaar;2010;133880;34366;99514;36161;63353;9579;5984;1905;1322;368;78103;29655;23397;18716;6335;11310;7929;2840;541;522;133880;34366;99514;43021;28338;20775;7380
1216;54 jaar;2011;137490;35576;101914;35435;66479;10676;6549;2206;1537;384;78759;28472;23826;19842;6619;12065;8519;2992;554;414;137490;35576;101914;42838;29037;22158;7881
1217;54 jaar;2012;139814;36855;102959;34420;68539;11164;6680;2335;1748;401;78433;27286;23995;20368;6784;12908;8999;3239;670;454;139814;36855;102959;42360;29469;23057;8073
1218;54 jaar;2013;142687;38177;104510;34224;70286;11934;7087;2518;1861;468;78674;26694;23906;20869;7205;13459;9350;3431;678;443;142687;38177;104510;42470;29817;23632;8591
1219;54 jaar;2014;145813;39013;106800;33925;72875;12916;7386;2847;2150;533;79004;26126;24033;21554;7291;14467;10072;3669;726;413;145813;39013;106800;42908;30506;24649;8737
