ID;LeeftijdReferentiepersoon;Perioden;TotaalParticuliereHuishoudens_1;Eenpersoonshuishouden_2;TotaalMeerpersoonshuishoudens_3;MeerpersoonshuishoudensZonderKinderen_4;MeerpersoonshuishoudensMetKinderen_5;TotaalNietGehuwdeParen_6;k_0Kinderen_7;k_1Kind_8;k_2Kinderen_9;k_3OfMeerKinderen_10;TotaalGehuwdeParen_11;k_0Kinderen_12;k_1Kind_13;k_2Kinderen_14;k_3OfMeerKinderen_15;TotaalEenouderhuishoudens_16;k_1Kind_17;k_2Kinderen_18;k_3OfMeerKinderen_19;OverigHuishouden_20;TotaalParticuliereHuishoudens_21;Eenpersoonshuishouden_22;TotaalMeerpersoonshuishoudens_23;k_2Personen_24;k_3Personen_25;k_4Personen_26;k_5OfMeerPersonen_27
66;16 jaar;2001;3703;3042;661;551;110;307;289;7;6;5;0;0;0;0;0;92;90;2;0;262;3703;3042;661;400;166;68;27
67;16 jaar;2002;3676;2996;680;561;119;313;299;10;2;2;2;1;1;0;0;104;99;4;1;261;3676;2996;680;418;194;42;26
68;16 jaar;2003;3646;3013;633;543;90;263;251;4;5;3;1;0;1;0;0;77;75;2;0;292;3646;3013;633;362;186;54;31
69;16 jaar;2004;2943;2469;474;406;68;202;187;8;5;2;3;0;0;2;1;50;49;1;0;219;2943;2469;474;260;147;47;20
70;16 jaar;2005;2537;2133;404;347;57;193;180;6;4;3;0;0;0;0;0;44;43;1;0;167;2537;2133;404;238;112;38;16
71;16 jaar;2006;2401;2030;371;318;53;170;162;5;2;1;1;0;0;1;0;44;44;0;0;156;2401;2030;371;221;109;28;13
72;16 jaar;2007;2452;2113;339;290;49;162;150;9;3;0;1;0;0;0;1;36;34;2;0;140;2452;2113;339;173;105;47;14
73;16 jaar;2008;2340;2011;329;284;45;130;121;5;0;4;2;0;0;1;1;34;33;1;0;163;2340;2011;329;169;118;27;15
74;16 jaar;2009;2412;2056;356;304;52;154;146;5;2;1;2;0;0;2;0;42;41;1;0;158;2412;2056;356;188;110;37;21
75;16 jaar;2010;2326;1995;331;281;50;140;130;6;3;1;4;0;1;1;2;36;36;0;0;151;2326;1995;331;170;99;43;19
76;16 jaar;2011;1404;1169;235;209;26;24;17;3;4;0;0;0;0;0;0;19;19;0;0;192;1404;1169;235;179;39;12;5
77;16 jaar;2012;1433;1196;237;208;29;29;21;6;1;1;1;0;1;0;0;20;20;0;0;187;1433;1196;237;171;46;14;6
78;16 jaar;2013;1378;1133;245;217;28;31;25;2;2;2;0;0;0;0;0;22;22;0;0;192;1378;1133;245;190;39;9;7
79;16 jaar;2014;1397;1116;281;255;26;34;30;1;2;1;0;0;0;0;0;22;21;1;0;225;1397;1116;281;225;37;13;6
80;16 jaar;2015;1618;1333;285;254;31;41;31;7;2;1;0;0;0;0;0;21;21;0;0;223;1618;1333;285;193;59;20;13
81;16 jaar;2016;1816;1565;251;228;23;35;28;5;1;1;0;0;0;0;0;16;16;0;0;200;1816;1565;251;197;41;6;7
82;16 jaar;2017;2006;1710;296;264;32;44;36;1;3;4;0;0;0;0;0;24;24;0;0;228;2006;1710;296;240;35;11;10
83;16 jaar;2018;1907;1662;245;231;14;29;26;2;1;0;0;0;0;0;0;11;11;0;0;205;1907;1662;245;205;31;8;1
84;16 jaar;2019;1732;1468;264;245;19;31;29;1;1;0;0;0;0;0;0;17;16;1;0;216;1732;1468;264;216;31;11;6
85;16 jaar;2020;1583;1331;252;243;9;30;25;3;2;0;0;0;0;0;0;4;4;0;0;218;1583;1331;252;198;40;9;5
86;16 jaar;2021;1420;1154;266;244;22;33;24;5;2;2;0;0;0;0;0;13;13;0;0;220;1420;1154;266;204;44;13;5
87;16 jaar;2022;1522;1262;260;246;14;40;34;2;4;0;0;0;0;0;0;8;8;0;0;212;1522;1262;260;206;43;7;4
88;16 jaar;2023;1801;1527;274;260;14;36;30;4;0;2;0;0;0;0;0;8;8;0;0;230;1801;1527;274;225;37;8;4
89;16 jaar;2024;1730;1488;242;228;14;32;29;3;0;0;0;0;0;0;0;11;11;0;0;199;1730;1488;242;190;42;7;3
90;17 jaar;1995;5217;4529;688;581;107;334;318;10;4;2;4;2;2;0;0;89;82;6;1;261;5217;4529;688;418;191;51;28
91;17 jaar;1996;4322;3637;685;568;117;297;282;7;6;2;4;2;2;0;0;100;97;2;1;284;4322;3637;685;446;167;45;27
92;17 jaar;1997;4472;3732;740;625;115;359;340;12;5;2;5;4;1;0;0;95;93;2;0;281;4472;3732;740;470;192;43;35
93;17 jaar;1998;4854;4022;832;688;144;418;397;13;6;2;10;3;4;3;0;116;113;3;0;288;4854;4022;832;537;196;53;46
94;17 jaar;1999;5516;4602;914;731;183;435;411;13;8;3;1;1;0;0;0;159;155;4;0;319;5516;4602;914;626;211;46;31
95;17 jaar;2000;5994;4888;1106;899;207;514;488;13;9;4;6;2;3;0;1;177;169;8;0;409;5994;4888;1106;743;238;77;48
96;17 jaar;2001;6164;4967;1197;963;234;565;535;16;10;4;1;0;1;0;0;203;198;5;0;428;6164;4967;1197;795;275;79;48
97;17 jaar;2002;6943;5582;1361;1020;341;610;576;24;6;4;3;1;0;1;1;305;290;14;1;443;6943;5582;1361;928;324;76;33
98;17 jaar;2003;6821;5617;1204;908;296;532;502;18;6;6;6;1;3;1;1;261;240;15;6;405;6821;5617;1204;769;303;82;50
99;17 jaar;2004;5994;4939;1055;819;236;447;422;15;8;2;5;0;3;0;2;206;200;6;0;397;5994;4939;1055;680;259;70;46
100;17 jaar;2005;5145;4295;850;691;159;390;366;14;5;5;3;1;0;1;1;133;129;4;0;324;5145;4295;850;522;215;70;43
101;17 jaar;2006;4958;4101;857;710;147;387;374;9;3;1;1;0;1;0;0;133;130;3;0;336;4958;4101;857;513;222;77;45
102;17 jaar;2007;4689;3895;794;652;142;351;327;16;7;1;6;1;2;2;1;113;109;4;0;324;4689;3895;794;458;235;65;36
103;17 jaar;2008;4846;4088;758;644;114;353;330;17;6;0;3;0;1;1;1;88;86;2;0;314;4846;4088;758;430;218;79;31
104;17 jaar;2009;4658;3898;760;634;126;320;301;12;3;4;6;2;0;2;2;103;101;2;0;331;4658;3898;760;419;218;71;52
105;17 jaar;2010;4830;4074;756;628;128;338;324;9;5;0;4;0;1;0;3;110;108;2;0;304;4830;4074;756;440;215;66;35
106;17 jaar;2011;4017;3616;401;304;97;125;108;9;5;3;4;1;3;0;0;77;76;1;0;195;4017;3616;401;289;84;16;12
107;17 jaar;2012;3824;3426;398;320;78;155;129;18;6;2;3;1;2;0;0;50;50;0;0;190;3824;3426;398;282;84;21;11
108;17 jaar;2013;3918;3549;369;287;82;125;110;8;6;1;4;1;3;0;0;64;63;1;0;176;3918;3549;369;275;68;19;7
109;17 jaar;2014;4026;3640;386;308;78;133;117;9;5;2;0;0;0;0;0;62;62;0;0;191;4026;3640;386;307;50;21;8
110;17 jaar;2015;4440;4019;421;341;80;134;116;10;3;5;1;1;0;0;0;62;60;2;0;224;4440;4019;421;332;66;14;9
111;17 jaar;2016;4007;3575;432;347;85;146;118;19;5;4;1;0;1;0;0;56;55;1;0;229;4007;3575;432;327;80;15;10
112;17 jaar;2017;4569;4175;394;337;57;150;139;5;5;1;0;0;0;0;0;46;45;1;0;198;4569;4175;394;311;65;14;4
113;17 jaar;2018;4499;4049;450;371;79;136;121;7;5;3;0;0;0;0;0;64;62;2;0;250;4499;4049;450;358;66;17;9
114;17 jaar;2019;3884;3502;382;322;60;127;113;9;3;2;0;0;0;0;0;46;46;0;0;209;3884;3502;382;306;60;11;5
115;17 jaar;2020;3802;3411;391;335;56;133;118;8;4;3;0;0;0;0;0;41;40;1;0;217;3802;3411;391;307;57;14;13
116;17 jaar;2021;3433;3067;366;311;55;119;97;11;7;4;0;0;0;0;0;33;33;0;0;214;3433;3067;366;278;62;15;11
117;17 jaar;2022;3462;3099;363;311;52;109;93;8;6;2;0;0;0;0;0;36;36;0;0;218;3462;3099;363;275;58;22;8
118;17 jaar;2023;4128;3754;374;318;56;111;101;4;3;3;0;0;0;0;0;46;45;1;0;217;4128;3754;374;283;69;14;8
119;17 jaar;2024;4513;4104;409;358;51;137;120;10;2;5;0;0;0;0;0;34;34;0;0;238;4513;4104;409;331;59;6;13
120;18 jaar;1995;14185;12031;2154;1855;299;1181;1116;44;14;7;73;45;25;3;0;206;195;10;1;694;14185;12031;2154;1471;462;114;107
121;18 jaar;1996;12989;10848;2141;1847;294;1118;1068;33;14;3;33;24;9;0;0;235;219;15;1;755;12989;10848;2141;1496;474;87;84
122;18 jaar;1997;14140;11804;2336;2018;318;1166;1110;38;16;2;56;33;21;2;0;239;228;9;2;875;14140;11804;2336;1559;551;121;105
123;18 jaar;1998;15247;12723;2524;2192;332;1331;1271;43;12;5;45;30;15;0;0;257;245;11;1;891;15247;12723;2524;1758;564;88;114
124;18 jaar;1999;17113;14275;2838;2421;417;1477;1395;63;14;5;64;43;17;2;2;314;296;18;0;983;17113;14275;2838;1955;645;110;128
125;18 jaar;2000;17903;14670;3233;2759;474;1664;1585;61;14;4;37;29;8;0;0;387;369;16;2;1145;17903;14670;3233;2182;713;220;118
126;18 jaar;2001;17772;14361;3411;2862;549;1743;1650;69;16;8;37;25;10;2;0;444;419;24;1;1187;17772;14361;3411;2290;782;227;112
127;18 jaar;2002;18109;14651;3458;2824;634;1772;1678;65;23;6;33;16;15;2;0;523;490;29;4;1130;18109;14651;3458;2423;766;163;106
128;18 jaar;2003;20408;16813;3595;2856;739;1717;1615;74;18;10;26;20;5;0;1;631;583;46;2;1221;20408;16813;3595;2394;838;221;142
129;18 jaar;2004;20884;17276;3608;2933;675;1704;1608;62;20;14;23;12;10;0;1;568;533;33;2;1313;20884;17276;3608;2350;855;226;177
130;18 jaar;2005;20819;17126;3693;3180;513;1823;1736;64;15;8;20;12;7;1;0;418;396;22;0;1432;20819;17126;3693;2388;872;245;188
131;18 jaar;2006;20705;17503;3202;2784;418;1608;1521;62;15;10;15;8;7;0;0;324;311;13;0;1255;20705;17503;3202;1985;770;287;160
132;18 jaar;2007;20856;17738;3118;2768;350;1530;1467;47;9;7;14;7;4;0;3;280;270;10;0;1294;20856;17738;3118;1924;820;244;130
133;18 jaar;2008;20999;17773;3226;2857;369;1540;1464;54;15;7;24;7;15;2;0;276;260;16;0;1386;20999;17773;3226;1984;816;252;174
134;18 jaar;2009;21452;18224;3228;2862;366;1578;1492;72;10;4;10;1;6;3;0;271;263;7;1;1369;21452;18224;3228;1932;850;274;172
135;18 jaar;2010;21285;18076;3209;2828;381;1494;1416;55;19;4;19;5;8;3;3;289;279;10;0;1407;21285;18076;3209;1860;886;293;170
136;18 jaar;2011;18521;17407;1114;837;277;659;610;34;14;1;11;1;10;0;0;218;207;11;0;226;18521;17407;1114;886;165;39;24
137;18 jaar;2012;17835;16748;1087;802;285;663;585;55;13;10;19;8;10;1;0;196;190;5;1;209;17835;16748;1087;852;183;26;26
138;18 jaar;2013;18018;16959;1059;830;229;673;617;37;16;3;17;8;8;1;0;164;157;7;0;205;18018;16959;1059;862;145;28;24
139;18 jaar;2014;18780;17634;1146;910;236;737;690;37;9;1;13;6;6;1;0;182;178;4;0;214;18780;17634;1146;953;153;22;18
140;18 jaar;2015;19296;18275;1021;826;195;639;607;22;8;2;6;5;1;0;0;162;155;7;0;214;19296;18275;1021;862;125;21;13
141;18 jaar;2016;15605;14634;971;787;184;594;562;19;9;4;12;6;6;0;0;146;136;9;1;219;15605;14634;971;796;143;20;12
142;18 jaar;2017;15163;14173;990;798;192;646;582;45;11;8;6;2;4;0;0;124;119;5;0;214;15163;14173;990;806;136;28;20
143;18 jaar;2018;15727;14773;954;798;156;639;602;23;10;4;2;2;0;0;0;119;117;2;0;194;15727;14773;954;801;120;24;9
144;18 jaar;2019;15487;14494;993;814;179;592;559;18;10;5;5;2;3;0;0;143;136;7;0;253;15487;14494;993;831;118;29;15
145;18 jaar;2020;14959;14059;900;746;154;562;533;19;6;4;5;2;3;0;0;122;120;2;0;211;14959;14059;900;757;109;17;17
146;18 jaar;2021;14629;13645;984;817;167;652;594;31;18;9;5;2;2;1;0;106;103;3;0;221;14629;13645;984;821;113;30;20
147;18 jaar;2022;15828;14901;927;802;125;591;554;22;11;4;3;2;1;0;0;87;85;2;0;246;15828;14901;927;779;112;22;14
148;18 jaar;2023;16706;15676;1030;902;128;700;662;27;9;2;3;3;0;0;0;90;87;3;0;237;16706;15676;1030;875;116;20;19
149;18 jaar;2024;19954;18888;1066;939;127;713;684;20;2;7;3;2;1;0;0;97;92;5;0;253;19954;18888;1066;908;119;19;20
150;19 jaar;1995;25628;21364;4264;3602;662;2361;2240;88;25;8;299;190;96;11;2;432;396;33;3;1172;25628;21364;4264;3062;839;185;178
151;19 jaar;1996;23702;19561;4141;3461;680;2308;2163;113;25;7;219;122;81;15;1;438;409;27;2;1176;23702;19561;4141;2993;812;176;160
152;19 jaar;1997;24302;19946;4356;3724;632;2330;2208;89;27;6;178;123;51;4;0;455;419;34;2;1393;24302;19946;4356;3074;872;199;211
153;19 jaar;1998;26126;21516;4610;3871;739;2539;2401;109;23;6;239;150;83;5;1;512;474;34;4;1320;26126;21516;4610;3320;906;179;205
154;19 jaar;1999;29001;24166;4835;4096;739;2658;2513;116;18;11;197;130;61;6;0;527;477;48;2;1453;29001;24166;4835;3482;1020;164;169
155;19 jaar;2000;30108;24371;5737;4786;951;3069;2876;158;26;9;226;153;65;7;1;685;627;53;5;1757;30108;24371;5737;4004;1206;321;206
156;19 jaar;2001;29895;23955;5940;4895;1045;3174;2998;142;24;10;199;131;63;5;0;801;722;76;3;1766;29895;23955;5940;4142;1304;327;167
157;19 jaar;2002;29299;23393;5906;4731;1175;3042;2851;147;36;8;181;124;52;3;2;927;822;95;10;1756;29299;23393;5906;4132;1323;273;178
158;19 jaar;2003;31208;25344;5864;4663;1201;3027;2818;167;34;8;175;105;59;9;2;922;825;89;8;1740;31208;25344;5864;4028;1328;318;190
159;19 jaar;2004;34471;28310;6161;4891;1270;3034;2837;154;36;7;175;123;47;2;3;1021;915;101;5;1931;34471;28310;6161;4218;1386;312;245
160;19 jaar;2005;34910;28653;6257;5140;1117;3288;3093;135;42;18;117;75;36;5;1;880;805;69;6;1972;34910;28653;6257;4290;1344;384;239
161;19 jaar;2006;35898;29984;5914;5004;910;2980;2833;111;31;5;87;57;25;5;0;733;676;54;3;2114;35898;29984;5914;3927;1301;482;204
162;19 jaar;2007;36203;30416;5787;4970;817;3002;2839;125;32;6;77;36;36;4;1;613;572;39;2;2095;36203;30416;5787;3827;1352;417;191
163;19 jaar;2008;36621;30937;5684;4890;794;2915;2743;140;23;9;52;25;25;2;0;595;556;38;1;2122;36621;30937;5684;3673;1411;380;220
164;19 jaar;2009;37213;31350;5863;5084;779;2976;2816;126;29;5;78;36;38;3;1;577;539;38;0;2232;37213;31350;5863;3793;1458;390;222
165;19 jaar;2010;38415;32307;6108;5303;805;3114;2941;132;29;12;60;31;20;7;2;603;557;41;5;2331;38415;32307;6108;3905;1535;437;231
166;19 jaar;2011;35439;32690;2749;2015;734;1772;1626;114;25;7;55;20;33;2;0;553;508;42;3;369;35439;32690;2749;2197;424;66;62
167;19 jaar;2012;34812;32250;2562;1904;658;1649;1507;115;23;4;53;17;33;2;1;480;447;31;2;380;34812;32250;2562;2094;364;53;51
168;19 jaar;2013;34805;32197;2608;1954;654;1760;1601;118;27;14;57;24;30;3;0;462;437;23;2;329;34805;32197;2608;2130;347;61;70
169;19 jaar;2014;35732;33080;2652;2113;539;1842;1728;94;18;2;39;21;17;1;0;407;389;17;1;364;35732;33080;2652;2239;330;44;39
170;19 jaar;2015;36634;34215;2419;1911;508;1671;1559;89;19;4;34;14;18;2;0;376;359;17;0;338;36634;34215;2419;2022;320;46;31
171;19 jaar;2016;33954;31704;2250;1825;425;1594;1511;72;4;7;28;12;15;1;0;326;305;19;2;302;33954;31704;2250;1902;282;31;35
172;19 jaar;2017;30297;28195;2102;1698;404;1467;1391;58;14;4;32;18;14;0;0;314;287;24;3;289;30297;28195;2102;1775;272;30;25
