ID;CountryOfResidence;Regions;Periods;Guests_1;OvernightStays_2
8643;The Netherlands;Flevoland (PV);2021;137.0;269.0
8644;The Netherlands;Flevoland (PV);2022 January;8.0;19.0
8645;The Netherlands;Flevoland (PV);2022 February;10.0;22.0
8646;The Netherlands;Flevoland (PV);2022 March;13.0;28.0
8647;The Netherlands;Flevoland (PV);2022 1th quarter;31.0;69.0
8648;The Netherlands;Flevoland (PV);2022 April;15.0;36.0
8649;The Netherlands;Flevoland (PV);2022 May;20.0;33.0
8650;The Netherlands;Flevoland (PV);2022 June;16.0;38.0
8651;The Netherlands;Flevoland (PV);2022 2nd quarter;51.0;106.0
8652;The Netherlands;Flevoland (PV);2022 July;20.0;34.0
8653;The Netherlands;Flevoland (PV);2022 August;22.0;38.0
8654;The Netherlands;Flevoland (PV);2022 September;20.0;34.0
8655;The Netherlands;Flevoland (PV);2022 3rd quarter;62.0;105.0
8656;The Netherlands;Flevoland (PV);2022 October;20.0;41.0
8657;The Netherlands;Flevoland (PV);2022 November;18.0;28.0
8658;The Netherlands;Flevoland (PV);2022 December;15.0;35.0
8659;The Netherlands;Flevoland (PV);2022 4th quarter;53.0;104.0
8660;The Netherlands;Flevoland (PV);2022;196.0;384.0
8661;The Netherlands;Flevoland (PV);2023 January;16.0;31.0
8662;The Netherlands;Flevoland (PV);2023 February;14.0;31.0
8663;The Netherlands;Flevoland (PV);2023 March;15.0;33.0
8664;The Netherlands;Flevoland (PV);2023 1st quarter;45.0;95.0
8665;The Netherlands;Flevoland (PV);2023 April;18.0;41.0
8666;The Netherlands;Flevoland (PV);2023 May;22.0;46.0
8667;The Netherlands;Flevoland (PV);2023 June;20.0;45.0
8668;The Netherlands;Flevoland (PV);2023 2nd quarter;60.0;132.0
8669;The Netherlands;Flevoland (PV);2023 July;21.0;48.0
8670;The Netherlands;Flevoland (PV);2023 August;22.0;49.0
8671;The Netherlands;Flevoland (PV);2023 September;19.0;44.0
8672;The Netherlands;Flevoland (PV);2023 3rd quarter;62.0;141.0
8673;The Netherlands;Flevoland (PV);2023 October;19.0;46.0
8674;The Netherlands;Flevoland (PV);2023 November;17.0;33.0
8675;The Netherlands;Flevoland (PV);2023 December;17.0;33.0
8676;The Netherlands;Flevoland (PV);2023 4th quarter;54.0;111.0
8677;The Netherlands;Flevoland (PV);2023;221.0;480.0
8678;The Netherlands;Flevoland (PV);2024 January;17.0;31.0
8679;The Netherlands;Flevoland (PV);2024 February;15.0;23.0
8680;The Netherlands;Flevoland (PV);2024 March;23.0;34.0
8681;The Netherlands;Flevoland (PV);2024 1st quarter;54.0;89.0
8682;The Netherlands;Flevoland (PV);2024 April;21.0;46.0
8683;The Netherlands;Flevoland (PV);2024 May;21.0;44.0
8684;The Netherlands;Flevoland (PV);2024 June;20.0;46.0
8685;The Netherlands;Flevoland (PV);2024 2nd quarter;62.0;137.0
8686;The Netherlands;Flevoland (PV);2024 July;24.0;51.0
8687;The Netherlands;Flevoland (PV);2024 August;17.0;42.0
8688;The Netherlands;Flevoland (PV);2024 September;27.0;44.0
8689;The Netherlands;Flevoland (PV);2024 3rd quarter;67.0;137.0
8690;The Netherlands;Flevoland (PV);2024 October;19.0;38.0
8691;The Netherlands;Flevoland (PV);2024 November;26.0;38.0
8692;The Netherlands;Flevoland (PV);2024 December;18.0;32.0
8693;The Netherlands;Flevoland (PV);2024 4th quarter;63.0;107.0
8694;The Netherlands;Flevoland (PV);2024;247.0;468.0
8695;The Netherlands;Flevoland (PV);2025 January;17.0;29.0
8696;The Netherlands;Flevoland (PV);2025 February;19.0;32.0
8697;The Netherlands;Gelderland (PV);2012 January;101.0;143.0
8698;The Netherlands;Gelderland (PV);2012 February;108.0;159.0
8699;The Netherlands;Gelderland (PV);2012 March;126.0;182.0
8700;The Netherlands;Gelderland (PV);2012 1st quarter;334.0;485.0
8701;The Netherlands;Gelderland (PV);2012 April;123.0;194.0
8702;The Netherlands;Gelderland (PV);2012 May;137.0;230.0
8703;The Netherlands;Gelderland (PV);2012 June;131.0;213.0
8704;The Netherlands;Gelderland (PV);2012 2nd quarter;391.0;637.0
8705;The Netherlands;Gelderland (PV);2012 July;140.0;260.0
8706;The Netherlands;Gelderland (PV);2012 August;150.0;267.0
8707;The Netherlands;Gelderland (PV);2012 September;139.0;227.0
8708;The Netherlands;Gelderland (PV);2012 3rd quarter;429.0;754.0
8709;The Netherlands;Gelderland (PV);2012 October;140.0;220.0
8710;The Netherlands;Gelderland (PV);2012 November;113.0;166.0
8711;The Netherlands;Gelderland (PV);2012 December;100.0;157.0
8712;The Netherlands;Gelderland (PV);2012 4th quarter;353.0;543.0
8713;The Netherlands;Gelderland (PV);2012;1507.0;2419.0
8714;The Netherlands;Gelderland (PV);2013 January;75.0;116.0
8715;The Netherlands;Gelderland (PV);2013 February;88.0;132.0
8716;The Netherlands;Gelderland (PV);2013 March;109.0;165.0
8717;The Netherlands;Gelderland (PV);2013 1st quarter;273.0;412.0
8718;The Netherlands;Gelderland (PV);2013 April;112.0;181.0
8719;The Netherlands;Gelderland (PV);2013 May;135.0;218.0
8720;The Netherlands;Gelderland (PV);2013 June;125.0;213.0
8721;The Netherlands;Gelderland (PV);2013 2nd quarter;373.0;612.0
8722;The Netherlands;Gelderland (PV);2013 July;119.0;236.0
8723;The Netherlands;Gelderland (PV);2013 August;135.0;252.0
8724;The Netherlands;Gelderland (PV);2013 September;124.0;209.0
8725;The Netherlands;Gelderland (PV);2013 3rd quarter;377.0;696.0
8726;The Netherlands;Gelderland (PV);2013 October;136.0;216.0
8727;The Netherlands;Gelderland (PV);2013 November;109.0;164.0
8728;The Netherlands;Gelderland (PV);2013 December;93.0;146.0
8729;The Netherlands;Gelderland (PV);2013 4th quarter;338.0;526.0
8730;The Netherlands;Gelderland (PV);2013;1360.0;2247.0
8731;The Netherlands;Gelderland (PV);2014 January;80.0;120.0
8732;The Netherlands;Gelderland (PV);2014 February;81.0;121.0
8733;The Netherlands;Gelderland (PV);2014 March;112.0;173.0
8734;The Netherlands;Gelderland (PV);2014 1st quarter;273.0;414.0
8735;The Netherlands;Gelderland (PV);2014 April;115.0;181.0
8736;The Netherlands;Gelderland (PV);2014 May;135.0;223.0
8737;The Netherlands;Gelderland (PV);2014 June;132.0;216.0
8738;The Netherlands;Gelderland (PV);2014 2nd quarter;381.0;619.0
8739;The Netherlands;Gelderland (PV);2014 July;126.0;225.0
8740;The Netherlands;Gelderland (PV);2014 August;145.0;268.0
8741;The Netherlands;Gelderland (PV);2014 September;135.0;227.0
8742;The Netherlands;Gelderland (PV);2014 3rd quarter;406.0;721.0
8743;The Netherlands;Gelderland (PV);2014 October;140.0;213.0
8744;The Netherlands;Gelderland (PV);2014 November;119.0;175.0
8745;The Netherlands;Gelderland (PV);2014 December;103.0;148.0
8746;The Netherlands;Gelderland (PV);2014 4th quarter;361.0;536.0
8747;The Netherlands;Gelderland (PV);2014;1421.0;2291.0
8748;The Netherlands;Gelderland (PV);2015 January;87.0;125.0
8749;The Netherlands;Gelderland (PV);2015 February;101.0;147.0
8750;The Netherlands;Gelderland (PV);2015 March;110.0;161.0
8751;The Netherlands;Gelderland (PV);2015 1st quarter;298.0;433.0
8752;The Netherlands;Gelderland (PV);2015 April;132.0;197.0
8753;The Netherlands;Gelderland (PV);2015 May;147.0;236.0
8754;The Netherlands;Gelderland (PV);2015 June;137.0;211.0
8755;The Netherlands;Gelderland (PV);2015 2nd quarter;416.0;644.0
8756;The Netherlands;Gelderland (PV);2015 July;154.0;253.0
8757;The Netherlands;Gelderland (PV);2015 August;162.0;268.0
8758;The Netherlands;Gelderland (PV);2015 September;148.0;226.0
8759;The Netherlands;Gelderland (PV);2015 3rd quarter;463.0;747.0
8760;The Netherlands;Gelderland (PV);2015 October;162.0;240.0
8761;The Netherlands;Gelderland (PV);2015 November;132.0;183.0
8762;The Netherlands;Gelderland (PV);2015 December;121.0;176.0
8763;The Netherlands;Gelderland (PV);2015 4th quarter;415.0;599.0
8764;The Netherlands;Gelderland (PV);2015;1592.0;2423.0
8765;The Netherlands;Gelderland (PV);2016 January;101.0;152.0
8766;The Netherlands;Gelderland (PV);2016 February;116.0;161.0
8767;The Netherlands;Gelderland (PV);2016 March;132.0;192.0
8768;The Netherlands;Gelderland (PV);2016 1st quarter;349.0;505.0
8769;The Netherlands;Gelderland (PV);2016 April;142.0;207.0
8770;The Netherlands;Gelderland (PV);2016 May;161.0;239.0
8771;The Netherlands;Gelderland (PV);2016 June;151.0;225.0
8772;The Netherlands;Gelderland (PV);2016 2nd quarter;454.0;671.0
8773;The Netherlands;Gelderland (PV);2016 July;159.0;259.0
8774;The Netherlands;Gelderland (PV);2016 August;171.0;279.0
8775;The Netherlands;Gelderland (PV);2016 September;154.0;236.0
8776;The Netherlands;Gelderland (PV);2016 3rd quarter;484.0;773.0
8777;The Netherlands;Gelderland (PV);2016 October;177.0;255.0
8778;The Netherlands;Gelderland (PV);2016 November;133.0;181.0
8779;The Netherlands;Gelderland (PV);2016 December;125.0;175.0
8780;The Netherlands;Gelderland (PV);2016 4th quarter;435.0;611.0
8781;The Netherlands;Gelderland (PV);2016;1722.0;2560.0
8782;The Netherlands;Gelderland (PV);2017 January;99.0;143.0
8783;The Netherlands;Gelderland (PV);2017 February;108.0;149.0
8784;The Netherlands;Gelderland (PV);2017 March;120.0;171.0
8785;The Netherlands;Gelderland (PV);2017 1st quarter;327.0;463.0
8786;The Netherlands;Gelderland (PV);2017 April;157.0;229.0
8787;The Netherlands;Gelderland (PV);2017 May;162.0;241.0
8788;The Netherlands;Gelderland (PV);2017 June;160.0;237.0
8789;The Netherlands;Gelderland (PV);2017 2nd quarter;478.0;708.0
8790;The Netherlands;Gelderland (PV);2017 July;164.0;262.0
8791;The Netherlands;Gelderland (PV);2017 August;178.0;289.0
8792;The Netherlands;Gelderland (PV);2017 September;161.0;250.0
8793;The Netherlands;Gelderland (PV);2017 3rd quarter;504.0;801.0
8794;The Netherlands;Gelderland (PV);2017 October;166.0;241.0
8795;The Netherlands;Gelderland (PV);2017 November;128.0;181.0
8796;The Netherlands;Gelderland (PV);2017 December;133.0;193.0
8797;The Netherlands;Gelderland (PV);2017 4th quarter;427.0;614.0
8798;The Netherlands;Gelderland (PV);2017;1737.0;2586.0
8799;The Netherlands;Gelderland (PV);2018 January;117.0;165.0
8800;The Netherlands;Gelderland (PV);2018 February;115.0;159.0
8801;The Netherlands;Gelderland (PV);2018 March;131.0;187.0
8802;The Netherlands;Gelderland (PV);2018 1st quarter;363.0;510.0
8803;The Netherlands;Gelderland (PV);2018 April;143.0;208.0
8804;The Netherlands;Gelderland (PV);2018 May;160.0;235.0
8805;The Netherlands;Gelderland (PV);2018 June;161.0;246.0
8806;The Netherlands;Gelderland (PV);2018 2nd quarter;464.0;689.0
8807;The Netherlands;Gelderland (PV);2018 July;153.0;255.0
8808;The Netherlands;Gelderland (PV);2018 August;180.0;289.0
8809;The Netherlands;Gelderland (PV);2018 September;173.0;261.0
8810;The Netherlands;Gelderland (PV);2018 3rd quarter;506.0;805.0
8811;The Netherlands;Gelderland (PV);2018 October;173.0;257.0
8812;The Netherlands;Gelderland (PV);2018 November;142.0;208.0
8813;The Netherlands;Gelderland (PV);2018 December;125.0;178.0
8814;The Netherlands;Gelderland (PV);2018 4th quarter;439.0;643.0
8815;The Netherlands;Gelderland (PV);2018;1772.0;2647.0
8816;The Netherlands;Gelderland (PV);2019 January;103.0;156.0
8817;The Netherlands;Gelderland (PV);2019 February;115.0;166.0
8818;The Netherlands;Gelderland (PV);2019 March;144.0;210.0
8819;The Netherlands;Gelderland (PV);2019 1st quarter;361.0;533.0
8820;The Netherlands;Gelderland (PV);2019 April;144.0;218.0
8821;The Netherlands;Gelderland (PV);2019 May;167.0;255.0
8822;The Netherlands;Gelderland (PV);2019 June;167.0;261.0
8823;The Netherlands;Gelderland (PV);2019 2nd quarter;477.0;735.0
8824;The Netherlands;Gelderland (PV);2019 July;153.0;259.0
8825;The Netherlands;Gelderland (PV);2019 August;180.0;306.0
8826;The Netherlands;Gelderland (PV);2019 September;166.0;266.0
8827;The Netherlands;Gelderland (PV);2019 3rd quarter;499.0;831.0
8828;The Netherlands;Gelderland (PV);2019 October;163.0;254.0
8829;The Netherlands;Gelderland (PV);2019 November;160.0;229.0
8830;The Netherlands;Gelderland (PV);2019 December;133.0;195.0
8831;The Netherlands;Gelderland (PV);2019 4th quarter;456.0;679.0
8832;The Netherlands;Gelderland (PV);2019;1794.0;2777.0
8833;The Netherlands;Gelderland (PV);2020 January;119.0;175.0
8834;The Netherlands;Gelderland (PV);2020 February;135.0;206.0
8835;The Netherlands;Gelderland (PV);2020 March;68.0;103.0
8836;The Netherlands;Gelderland (PV);2020 1st quarter;321.0;483.0
8837;The Netherlands;Gelderland (PV);2020 April;21.0;31.0
8838;The Netherlands;Gelderland (PV);2020 May;55.0;84.0
8839;The Netherlands;Gelderland (PV);2020 June;125.0;204.0
8840;The Netherlands;Gelderland (PV);2020 2nd quarter;201.0;320.0
8841;The Netherlands;Gelderland (PV);2020 July;188.0;325.0
8842;The Netherlands;Gelderland (PV);2020 August;227.0;375.0
8843;The Netherlands;Gelderland (PV);2020 September;200.0;337.0
8844;The Netherlands;Gelderland (PV);2020 3rd quarter;614.0;1037.0
8845;The Netherlands;Gelderland (PV);2020 October;155.0;239.0
8846;The Netherlands;Gelderland (PV);2020 November;120.0;175.0
8847;The Netherlands;Gelderland (PV);2020 December;81.0;114.0
8848;The Netherlands;Gelderland (PV);2020 4th quarter;356.0;529.0
8849;The Netherlands;Gelderland (PV);2020;1493.0;2368.0
8850;The Netherlands;Gelderland (PV);2021 January;42.0;58.0
8851;The Netherlands;Gelderland (PV);2021 February;75.0;103.0
8852;The Netherlands;Gelderland (PV);2021 March;85.0;123.0
8853;The Netherlands;Gelderland (PV);2021 1th quarter;202.0;284.0
8854;The Netherlands;Gelderland (PV);2021 April;113.0;177.0
8855;The Netherlands;Gelderland (PV);2021 May;162.0;250.0
8856;The Netherlands;Gelderland (PV);2021 June;172.0;273.0
8857;The Netherlands;Gelderland (PV);2021 2nd quarter;447.0;700.0
8858;The Netherlands;Gelderland (PV);2021 July;214.0;366.0
8859;The Netherlands;Gelderland (PV);2021 August;241.0;425.0
8860;The Netherlands;Gelderland (PV);2021 September;199.0;334.0
8861;The Netherlands;Gelderland (PV);2021 3rd quarter;654.0;1125.0
8862;The Netherlands;Gelderland (PV);2021 October;212.0;320.0
8863;The Netherlands;Gelderland (PV);2021 November;141.0;208.0
8864;The Netherlands;Gelderland (PV);2021 December;74.0;103.0
8865;The Netherlands;Gelderland (PV);2021 4th quarter;427.0;631.0
8866;The Netherlands;Gelderland (PV);2021;1730.0;2741.0
8867;The Netherlands;Gelderland (PV);2022 January;60.0;87.0
8868;The Netherlands;Gelderland (PV);2022 February;103.0;151.0
8869;The Netherlands;Gelderland (PV);2022 March;148.0;221.0
8870;The Netherlands;Gelderland (PV);2022 1th quarter;311.0;458.0
8871;The Netherlands;Gelderland (PV);2022 April;166.0;260.0
8872;The Netherlands;Gelderland (PV);2022 May;191.0;293.0
8873;The Netherlands;Gelderland (PV);2022 June;181.0;291.0
8874;The Netherlands;Gelderland (PV);2022 2nd quarter;539.0;845.0
8875;The Netherlands;Gelderland (PV);2022 July;190.0;326.0
8876;The Netherlands;Gelderland (PV);2022 August;195.0;336.0
8877;The Netherlands;Gelderland (PV);2022 September;178.0;290.0
8878;The Netherlands;Gelderland (PV);2022 3rd quarter;563.0;952.0
8879;The Netherlands;Gelderland (PV);2022 October;202.0;312.0
8880;The Netherlands;Gelderland (PV);2022 November;173.0;249.0
8881;The Netherlands;Gelderland (PV);2022 December;161.0;234.0
8882;The Netherlands;Gelderland (PV);2022 4th quarter;536.0;795.0
8883;The Netherlands;Gelderland (PV);2022;1949.0;3049.0
8884;The Netherlands;Gelderland (PV);2023 January;133.0;194.0
8885;The Netherlands;Gelderland (PV);2023 February;143.0;205.0
8886;The Netherlands;Gelderland (PV);2023 March;162.0;234.0
8887;The Netherlands;Gelderland (PV);2023 1st quarter;438.0;632.0
8888;The Netherlands;Gelderland (PV);2023 April;171.0;259.0
8889;The Netherlands;Gelderland (PV);2023 May;189.0;294.0
8890;The Netherlands;Gelderland (PV);2023 June;178.0;294.0
8891;The Netherlands;Gelderland (PV);2023 2nd quarter;538.0;846.0
8892;The Netherlands;Gelderland (PV);2023 July;179.0;300.0
8893;The Netherlands;Gelderland (PV);2023 August;192.0;321.0
8894;The Netherlands;Gelderland (PV);2023 September;185.0;292.0
8895;The Netherlands;Gelderland (PV);2023 3rd quarter;555.0;913.0
8896;The Netherlands;Gelderland (PV);2023 October;189.0;290.0
8897;The Netherlands;Gelderland (PV);2023 November;166.0;239.0
8898;The Netherlands;Gelderland (PV);2023 December;159.0;227.0
8899;The Netherlands;Gelderland (PV);2023 4th quarter;514.0;755.0
8900;The Netherlands;Gelderland (PV);2023;2045.0;3147.0
8901;The Netherlands;Gelderland (PV);2024 January;132.0;200.0
8902;The Netherlands;Gelderland (PV);2024 February;144.0;222.0
8903;The Netherlands;Gelderland (PV);2024 March;159.0;245.0
8904;The Netherlands;Gelderland (PV);2024 1st quarter;436.0;667.0
8905;The Netherlands;Gelderland (PV);2024 April;173.0;266.0
8906;The Netherlands;Gelderland (PV);2024 May;193.0;299.0
8907;The Netherlands;Gelderland (PV);2024 June;195.0;300.0
8908;The Netherlands;Gelderland (PV);2024 2nd quarter;561.0;865.0
8909;The Netherlands;Gelderland (PV);2024 July;176.0;303.0
8910;The Netherlands;Gelderland (PV);2024 August;198.0;341.0
8911;The Netherlands;Gelderland (PV);2024 September;184.0;300.0
8912;The Netherlands;Gelderland (PV);2024 3rd quarter;563.0;948.0
8913;The Netherlands;Gelderland (PV);2024 October;198.0;304.0
8914;The Netherlands;Gelderland (PV);2024 November;171.0;252.0
8915;The Netherlands;Gelderland (PV);2024 December;154.0;229.0
8916;The Netherlands;Gelderland (PV);2024 4th quarter;522.0;782.0
8917;The Netherlands;Gelderland (PV);2024;2079.0;3260.0
8918;The Netherlands;Gelderland (PV);2025 January;124.0;191.0
8919;The Netherlands;Gelderland (PV);2025 February;142.0;214.0
8920;The Netherlands;Utrecht (PV);2012 January;51.0;71.0
8921;The Netherlands;Utrecht (PV);2012 February;50.0;72.0
8922;The Netherlands;Utrecht (PV);2012 March;61.0;86.0
8923;The Netherlands;Utrecht (PV);2012 1st quarter;162.0;230.0
8924;The Netherlands;Utrecht (PV);2012 April;64.0;89.0
8925;The Netherlands;Utrecht (PV);2012 May;61.0;89.0
8926;The Netherlands;Utrecht (PV);2012 June;56.0;80.0
8927;The Netherlands;Utrecht (PV);2012 2nd quarter;181.0;258.0
8928;The Netherlands;Utrecht (PV);2012 July;51.0;86.0
8929;The Netherlands;Utrecht (PV);2012 August;52.0;95.0
8930;The Netherlands;Utrecht (PV);2012 September;64.0;96.0
8931;The Netherlands;Utrecht (PV);2012 3rd quarter;167.0;276.0
8932;The Netherlands;Utrecht (PV);2012 October;64.0;92.0
8933;The Netherlands;Utrecht (PV);2012 November;61.0;83.0
8934;The Netherlands;Utrecht (PV);2012 December;48.0;71.0
8935;The Netherlands;Utrecht (PV);2012 4th quarter;173.0;246.0
8936;The Netherlands;Utrecht (PV);2012;683.0;1010.0
8937;The Netherlands;Utrecht (PV);2013 January;50.0;71.0
8938;The Netherlands;Utrecht (PV);2013 February;45.0;64.0
8939;The Netherlands;Utrecht (PV);2013 March;56.0;82.0
8940;The Netherlands;Utrecht (PV);2013 1st quarter;151.0;218.0
8941;The Netherlands;Utrecht (PV);2013 April;60.0;88.0
8942;The Netherlands;Utrecht (PV);2013 May;62.0;93.0
8943;The Netherlands;Utrecht (PV);2013 June;59.0;89.0
8944;The Netherlands;Utrecht (PV);2013 2nd quarter;181.0;270.0
8945;The Netherlands;Utrecht (PV);2013 July;60.0;105.0
8946;The Netherlands;Utrecht (PV);2013 August;59.0;101.0
8947;The Netherlands;Utrecht (PV);2013 September;66.0;99.0
8948;The Netherlands;Utrecht (PV);2013 3rd quarter;185.0;305.0
8949;The Netherlands;Utrecht (PV);2013 October;65.0;95.0
8950;The Netherlands;Utrecht (PV);2013 November;60.0;85.0
8951;The Netherlands;Utrecht (PV);2013 December;51.0;74.0
8952;The Netherlands;Utrecht (PV);2013 4th quarter;176.0;254.0
8953;The Netherlands;Utrecht (PV);2013;693.0;1047.0
8954;The Netherlands;Utrecht (PV);2014 January;48.0;68.0
8955;The Netherlands;Utrecht (PV);2014 February;51.0;71.0
8956;The Netherlands;Utrecht (PV);2014 March;64.0;91.0
8957;The Netherlands;Utrecht (PV);2014 1st quarter;163.0;230.0
8958;The Netherlands;Utrecht (PV);2014 April;62.0;88.0
8959;The Netherlands;Utrecht (PV);2014 May;71.0;102.0
8960;The Netherlands;Utrecht (PV);2014 June;63.0;91.0
8961;The Netherlands;Utrecht (PV);2014 2nd quarter;196.0;281.0
8962;The Netherlands;Utrecht (PV);2014 July;58.0;91.0
8963;The Netherlands;Utrecht (PV);2014 August;67.0;105.0
8964;The Netherlands;Utrecht (PV);2014 September;69.0;100.0
8965;The Netherlands;Utrecht (PV);2014 3rd quarter;195.0;297.0
8966;The Netherlands;Utrecht (PV);2014 October;73.0;102.0
