ID;TypeWoning;Perioden;PrijsindexVerkoopprijzen_1;OntwikkelingTOVVoorgaandePeriode_2;OntwikkelingTOVEenJaarEerder_3;VerkochteWoningen_4;OntwikkelingTOVVoorgaandePeriode_5;OntwikkelingTOVEenJaarEerder_6;GemiddeldeVerkoopprijs_7;TotaleWaardeVerkoopprijzen_8
552;Hoekwoning;2018 3e kwartaal;125.3;2.2;8.9;7638;8.8;-5.4;279538;2135
553;Hoekwoning;2018 4e kwartaal;127.1;1.5;8.7;7850;2.8;-11.3;280276;2200
554;Hoekwoning;2018;123.7;8.9;8.9;29507;-6.6;-6.6;275440;8127
555;Hoekwoning;2019 1e kwartaal;129.3;1.7;8.1;6171;-21.4;-11.8;287343;1773
556;Hoekwoning;2019 2e kwartaal;130.8;1.1;6.7;7124;15.4;1.5;287609;2049
557;Hoekwoning;2019 3e kwartaal;133.5;2.0;6.5;8048;13.0;5.4;302126;2432
558;Hoekwoning;2019 4e kwartaal;135.3;1.4;6.4;8058;0.1;2.7;300785;2424
559;Hoekwoning;2019;132.2;6.9;6.9;29401;-0.4;-0.4;295138;8677
560;Hoekwoning;2020 1e kwartaal;138.0;2.0;6.7;7077;-12.2;14.7;311413;2204
561;Hoekwoning;2020 2e kwartaal;141.1;2.3;7.9;7633;7.9;7.1;316177;2413
562;Hoekwoning;2020 3e kwartaal;144.8;2.6;8.5;8616;12.9;7.1;326145;2810
563;Hoekwoning;2020 4e kwartaal;147.8;2.1;9.3;8136;-5.6;1.0;328986;2677
564;Hoekwoning;2020;142.9;8.1;8.1;31462;7.0;7.0;321147;10104
565;Hoekwoning;2021 1e kwartaal;153.0;3.5;10.9;9309;14.4;31.5;358272;3335
566;Hoekwoning;2021 2e kwartaal;159.7;4.3;13.2;7039;-24.4;-7.8;349547;2460
567;Hoekwoning;2021 3e kwartaal;170.7;6.9;17.9;7336;4.2;-14.9;380964;2795
568;Hoekwoning;2021 4e kwartaal;177.2;3.8;19.9;6697;-8.7;-17.7;388716;2603
569;Hoekwoning;2021;165.1;15.6;15.6;30381;-3.4;-3.4;368441;11194
570;Hoekwoning;2022 1e kwartaal;183.7;3.7;20.1;5665;-15.4;-39.1;410099;2323
571;Hoekwoning;2022 2e kwartaal;188.9;2.8;18.3;6300;11.2;-10.5;416224;2622
572;Hoekwoning;2022 3e kwartaal;189.9;0.6;11.3;6938;10.1;-5.4;430609;2988
573;Hoekwoning;2022 4e kwartaal;185.3;-2.4;4.6;6773;-2.4;1.1;409874;2776
574;Hoekwoning;2022;187.0;13.2;13.2;25676;-15.5;-15.5;417084;10709
575;Hoekwoning;2023 1e kwartaal;182.3;-1.6;-0.8;5659;-16.4;-0.1;409856;2319
576;Hoekwoning;2023 2e kwartaal;178.6;-2.0;-5.4;6184;9.3;-1.8;398222;2463
577;Hoekwoning;2023 3e kwartaal;181.5;1.6;-4.4;6076;-1.7;-12.4;412896;2509
578;Hoekwoning;2023 4e kwartaal;184.5;1.6;-0.5;6512;7.2;-3.9;413887;2695
579;Hoekwoning;2023;181.7;-2.8;-2.8;24431;-4.8;-4.8;408742;9986
580;2-onder-1-kapwoning;1995 1e kwartaal;42.4;;;3611;;;98194;355
581;2-onder-1-kapwoning;1995 2e kwartaal;42.8;0.9;;4763;31.9;;98695;470
582;2-onder-1-kapwoning;1995 3e kwartaal;44.3;3.5;;5182;8.8;;105896;549
583;2-onder-1-kapwoning;1995 4e kwartaal;45.2;2.0;;5723;10.4;;103738;594
584;2-onder-1-kapwoning;1995;43.7;;;19279;;;102034;1967
585;2-onder-1-kapwoning;1996 1e kwartaal;46.3;2.6;9.2;4046;-29.3;12.0;108108;437
586;2-onder-1-kapwoning;1996 2e kwartaal;47.8;3.1;11.7;5164;27.6;8.4;111363;575
587;2-onder-1-kapwoning;1996 3e kwartaal;49.2;3.0;11.2;5676;9.9;9.5;116526;661
588;2-onder-1-kapwoning;1996 4e kwartaal;50.7;2.9;12.2;5809;2.3;1.5;117008;680
589;2-onder-1-kapwoning;1996;48.5;11.1;11.1;20695;7.3;7.3;113727;2354
590;2-onder-1-kapwoning;1997 1e kwartaal;52.1;2.9;12.5;3898;-32.9;-3.7;120608;470
591;2-onder-1-kapwoning;1997 2e kwartaal;53.5;2.6;11.9;5432;39.4;5.2;124786;678
592;2-onder-1-kapwoning;1997 3e kwartaal;54.9;2.7;11.5;5861;7.9;3.3;129519;759
593;2-onder-1-kapwoning;1997 4e kwartaal;56.3;2.5;11.0;6023;2.8;3.7;130794;788
594;2-onder-1-kapwoning;1997;54.2;11.7;11.7;21214;2.5;2.5;127032;2695
595;2-onder-1-kapwoning;1998 1e kwartaal;58.0;3.0;11.2;4186;-30.5;7.4;133441;559
596;2-onder-1-kapwoning;1998 2e kwartaal;59.1;2.1;10.6;5502;31.4;1.3;133629;735
597;2-onder-1-kapwoning;1998 3e kwartaal;61.5;3.9;12.0;5833;6.0;-0.5;145139;847
598;2-onder-1-kapwoning;1998 4e kwartaal;63.2;2.8;12.3;6229;6.8;3.4;145452;906
599;2-onder-1-kapwoning;1998;60.4;11.5;11.5;21750;2.5;2.5;140066;3046
600;2-onder-1-kapwoning;1999 1e kwartaal;65.1;3.0;12.3;4458;-28.4;6.5;152275;679
601;2-onder-1-kapwoning;1999 2e kwartaal;67.9;4.4;14.8;5753;29.0;4.6;157218;904
602;2-onder-1-kapwoning;1999 3e kwartaal;71.5;5.3;16.3;6293;9.4;7.9;170287;1072
603;2-onder-1-kapwoning;1999 4e kwartaal;74.6;4.4;18.1;6389;1.5;2.6;176414;1127
604;2-onder-1-kapwoning;1999;69.8;15.4;15.4;22893;5.3;5.3;165205;3782
605;2-onder-1-kapwoning;2000 1e kwartaal;77.5;3.9;19.1;4210;-34.1;-5.6;182938;770
606;2-onder-1-kapwoning;2000 2e kwartaal;81.1;4.7;19.5;5246;24.6;-8.8;192652;1011
607;2-onder-1-kapwoning;2000 3e kwartaal;84.4;4.0;18.0;5518;5.2;-12.3;201373;1111
608;2-onder-1-kapwoning;2000 4e kwartaal;86.1;2.0;15.3;6003;8.8;-6.0;204261;1226
609;2-onder-1-kapwoning;2000;82.3;17.9;17.9;20977;-8.4;-8.4;196319;4118
610;2-onder-1-kapwoning;2001 1e kwartaal;88.4;2.7;14.1;3951;-34.2;-6.2;208188;823
611;2-onder-1-kapwoning;2001 2e kwartaal;90.2;2.0;11.1;5316;34.5;1.3;210826;1121
612;2-onder-1-kapwoning;2001 3e kwartaal;93.1;3.3;10.3;5666;6.6;2.7;218204;1236
613;2-onder-1-kapwoning;2001 4e kwartaal;93.9;0.8;9.1;6230;10.0;3.8;218669;1362
614;2-onder-1-kapwoning;2001;91.4;11.1;11.1;21163;0.9;0.9;214618;4542
615;2-onder-1-kapwoning;2002 1e kwartaal;95.4;1.6;7.9;4801;-22.9;21.5;223506;1073
616;2-onder-1-kapwoning;2002 2e kwartaal;96.9;1.6;7.5;5370;11.9;1.0;228508;1227
617;2-onder-1-kapwoning;2002 3e kwartaal;97.7;0.8;4.9;5747;7.0;1.4;233035;1339
618;2-onder-1-kapwoning;2002 4e kwartaal;98.0;0.3;4.4;5534;-3.7;-11.2;227866;1261
619;2-onder-1-kapwoning;2002;97.0;6.1;6.1;21452;1.4;1.4;228436;4900
620;2-onder-1-kapwoning;2003 1e kwartaal;98.6;0.6;3.3;4207;-24.0;-12.4;229354;965
621;2-onder-1-kapwoning;2003 2e kwartaal;99.3;0.7;2.5;5046;19.9;-6.0;230577;1163
622;2-onder-1-kapwoning;2003 3e kwartaal;100.4;1.1;2.7;5317;5.4;-7.5;233996;1244
623;2-onder-1-kapwoning;2003 4e kwartaal;101.2;0.9;3.3;6287;18.2;13.6;234569;1475
624;2-onder-1-kapwoning;2003;99.9;3.0;3.0;20857;-2.8;-2.8;232405;4847
625;2-onder-1-kapwoning;2004 1e kwartaal;102.4;1.2;3.9;3907;-37.9;-7.1;240994;942
626;2-onder-1-kapwoning;2004 2e kwartaal;103.6;1.1;4.3;4987;27.6;-1.2;241470;1204
627;2-onder-1-kapwoning;2004 3e kwartaal;105.1;1.5;4.7;5466;9.6;2.8;246791;1349
628;2-onder-1-kapwoning;2004 4e kwartaal;106.1;0.9;4.8;5660;3.5;-10.0;242053;1370
629;2-onder-1-kapwoning;2004;104.3;4.5;4.5;20020;-4.0;-4.0;242995;4865
630;2-onder-1-kapwoning;2005 1e kwartaal;106.6;0.5;4.1;4112;-27.4;5.2;253218;1041
631;2-onder-1-kapwoning;2005 2e kwartaal;107.9;1.2;4.1;5268;28.1;5.6;251521;1325
632;2-onder-1-kapwoning;2005 3e kwartaal;108.8;0.8;3.4;5943;12.8;8.7;260344;1547
633;2-onder-1-kapwoning;2005 4e kwartaal;109.8;1.0;3.5;6202;4.4;9.6;260972;1619
634;2-onder-1-kapwoning;2005;108.3;3.8;3.8;21525;7.5;7.5;257004;5532
635;2-onder-1-kapwoning;2006 1e kwartaal;111.7;1.7;4.8;4747;-23.5;15.4;267622;1270
636;2-onder-1-kapwoning;2006 2e kwartaal;113.0;1.1;4.7;5593;17.8;6.2;272016;1521
637;2-onder-1-kapwoning;2006 3e kwartaal;114.4;1.3;5.2;5710;2.1;-3.9;274316;1566
638;2-onder-1-kapwoning;2006 4e kwartaal;115.2;0.7;4.9;6042;5.8;-2.6;273005;1649
639;2-onder-1-kapwoning;2006;113.6;4.9;4.9;22092;2.6;2.6;271937;6008
640;2-onder-1-kapwoning;2007 1e kwartaal;116.0;0.7;3.8;4732;-21.7;-0.3;278534;1318
641;2-onder-1-kapwoning;2007 2e kwartaal;117.2;1.0;3.8;5397;14.1;-3.5;281779;1521
642;2-onder-1-kapwoning;2007 3e kwartaal;118.7;1.3;3.7;5529;2.4;-3.2;287906;1592
643;2-onder-1-kapwoning;2007 4e kwartaal;119.5;0.7;3.7;5951;7.6;-1.5;284041;1690
644;2-onder-1-kapwoning;2007;117.9;3.8;3.8;21609;-2.2;-2.2;283259;6121
645;2-onder-1-kapwoning;2008 1e kwartaal;120.1;0.5;3.5;4259;-28.4;-10.0;292611;1246
646;2-onder-1-kapwoning;2008 2e kwartaal;120.0;0.0;2.4;5120;20.2;-5.1;288898;1479
647;2-onder-1-kapwoning;2008 3e kwartaal;122.3;1.9;3.1;5123;0.1;-7.3;304243;1559
648;2-onder-1-kapwoning;2008 4e kwartaal;121.8;-0.4;1.9;4801;-6.3;-19.3;292705;1405
649;2-onder-1-kapwoning;2008;121.1;2.7;2.7;19303;-10.7;-10.7;294737;5689
650;2-onder-1-kapwoning;2009 1e kwartaal;120.4;-1.1;0.3;2755;-42.6;-35.3;283406;781
651;2-onder-1-kapwoning;2009 2e kwartaal;117.6;-2.3;-2.0;3080;11.8;-39.8;267084;823
652;2-onder-1-kapwoning;2009 3e kwartaal;115.6;-1.7;-5.5;3504;13.8;-31.6;269617;945
653;2-onder-1-kapwoning;2009 4e kwartaal;114.2;-1.2;-6.3;3756;7.2;-21.8;265026;995
654;2-onder-1-kapwoning;2009;117.0;-3.4;-3.4;13095;-32.2;-32.2;270606;3544
655;2-onder-1-kapwoning;2010 1e kwartaal;113.8;-0.3;-5.5;2729;-27.3;-0.9;274398;749
656;2-onder-1-kapwoning;2010 2e kwartaal;114.5;0.6;-2.7;3331;22.1;8.1;272331;907
657;2-onder-1-kapwoning;2010 3e kwartaal;114.4;-0.1;-1.1;3583;7.6;2.3;275927;989
658;2-onder-1-kapwoning;2010 4e kwartaal;113.2;-1.1;-0.9;3736;4.3;-0.5;266153;994
659;2-onder-1-kapwoning;2010;113.9;-2.6;-2.6;13379;2.2;2.2;271991;3639
660;2-onder-1-kapwoning;2011 1e kwartaal;112.5;-0.6;-1.1;3003;-19.6;10.0;273169;820
661;2-onder-1-kapwoning;2011 2e kwartaal;112.6;0.0;-1.7;3199;6.5;-4.0;281061;899
662;2-onder-1-kapwoning;2011 3e kwartaal;110.9;-1.4;-3.0;3375;5.5;-5.8;278968;942
663;2-onder-1-kapwoning;2011 4e kwartaal;108.8;-1.9;-3.8;3415;1.2;-8.6;264182;902
664;2-onder-1-kapwoning;2011;111.2;-2.4;-2.4;12992;-2.9;-2.9;274256;3563
665;2-onder-1-kapwoning;2012 1e kwartaal;107.2;-1.5;-4.7;2574;-24.6;-14.3;264568;681
666;2-onder-1-kapwoning;2012 2e kwartaal;105.8;-1.3;-6.0;3972;54.3;24.2;261759;1040
667;2-onder-1-kapwoning;2012 3e kwartaal;101.0;-4.5;-8.9;2546;-35.9;-24.6;239143;609
668;2-onder-1-kapwoning;2012 4e kwartaal;99.9;-1.2;-8.2;4089;60.6;19.7;240023;981
669;2-onder-1-kapwoning;2012;103.5;-7.0;-7.0;13181;1.5;1.5;251196;3311
670;2-onder-1-kapwoning;2013 1e kwartaal;97.5;-2.4;-9.1;2482;-39.3;-3.6;237333;589
671;2-onder-1-kapwoning;2013 2e kwartaal;96.0;-1.5;-9.3;2509;1.1;-36.8;232516;583
672;2-onder-1-kapwoning;2013 3e kwartaal;96.6;0.6;-4.4;3179;26.7;24.9;240608;765
673;2-onder-1-kapwoning;2013 4e kwartaal;95.4;-1.3;-4.5;3932;23.7;-3.8;231472;910
674;2-onder-1-kapwoning;2013;96.3;-6.9;-6.9;12102;-8.2;-8.2;235291;2847
675;2-onder-1-kapwoning;2014 1e kwartaal;96.3;1.0;-1.2;2963;-24.6;19.4;235620;698
676;2-onder-1-kapwoning;2014 2e kwartaal;97.0;0.7;1.1;3527;19.0;40.6;243285;858
677;2-onder-1-kapwoning;2014 3e kwartaal;98.1;1.1;1.6;4027;14.2;26.7;252377;1016
678;2-onder-1-kapwoning;2014 4e kwartaal;98.1;0.0;2.8;5317;32.0;35.2;245602;1306
679;2-onder-1-kapwoning;2014;97.4;1.1;1.1;15834;30.8;30.8;244941;3878
680;2-onder-1-kapwoning;2015 1e kwartaal;98.7;0.6;2.5;3237;-39.1;9.2;248377;804
681;2-onder-1-kapwoning;2015 2e kwartaal;99.3;0.7;2.4;4062;25.5;15.2;249699;1014
682;2-onder-1-kapwoning;2015 3e kwartaal;100.4;1.1;2.4;5321;31.0;32.1;261387;1391
683;2-onder-1-kapwoning;2015 4e kwartaal;101.5;1.1;3.5;5166;-2.9;-2.8;260686;1347
684;2-onder-1-kapwoning;2015;100.0;2.7;2.7;17786;12.3;12.3;256146;4556
685;2-onder-1-kapwoning;2016 1e kwartaal;102.8;1.3;4.2;3949;-23.6;22.0;266724;1053
686;2-onder-1-kapwoning;2016 2e kwartaal;103.7;0.9;4.4;4942;25.1;21.7;267352;1321
687;2-onder-1-kapwoning;2016 3e kwartaal;106.1;2.3;5.7;6149;24.4;15.6;278890;1715
688;2-onder-1-kapwoning;2016 4e kwartaal;107.4;1.2;5.8;6212;1.0;20.2;276180;1716
689;2-onder-1-kapwoning;2016;105.0;5.0;5.0;21252;19.5;19.5;273154;5805
690;2-onder-1-kapwoning;2017 1e kwartaal;109.2;1.7;6.3;5744;-7.5;45.5;281432;1617
691;2-onder-1-kapwoning;2017 2e kwartaal;110.7;1.3;6.7;6088;6.0;23.2;287345;1749
692;2-onder-1-kapwoning;2017 3e kwartaal;113.2;2.3;6.7;6421;5.5;4.4;291710;1873
693;2-onder-1-kapwoning;2017 4e kwartaal;115.2;1.8;7.3;6811;6.1;9.6;290136;1976
694;2-onder-1-kapwoning;2017;112.1;6.7;6.7;25064;17.9;17.9;287867;7215
695;2-onder-1-kapwoning;2018 1e kwartaal;117.8;2.2;7.8;5185;-23.9;-9.7;300893;1560
696;2-onder-1-kapwoning;2018 2e kwartaal;119.3;1.3;7.8;5517;6.4;-9.4;303028;1672
697;2-onder-1-kapwoning;2018 3e kwartaal;122.3;2.5;8.0;6071;10.0;-5.5;308463;1873
698;2-onder-1-kapwoning;2018 4e kwartaal;123.9;1.3;7.5;6339;4.4;-6.9;304482;1930
699;2-onder-1-kapwoning;2018;120.8;7.8;7.8;23112;-7.8;-7.8;304376;7035
700;2-onder-1-kapwoning;2019 1e kwartaal;125.7;1.4;6.7;5100;-19.5;-1.6;319663;1630
701;2-onder-1-kapwoning;2019 2e kwartaal;126.8;0.9;6.3;5699;11.7;3.3;316632;1804
702;2-onder-1-kapwoning;2019 3e kwartaal;129.2;1.9;5.6;6321;10.9;4.1;331845;2098
703;2-onder-1-kapwoning;2019 4e kwartaal;130.7;1.2;5.5;6367;0.7;0.4;327914;2088
704;2-onder-1-kapwoning;2019;128.1;6.0;6.0;23487;1.6;1.6;324443;7620
705;2-onder-1-kapwoning;2020 1e kwartaal;133.2;1.9;6.0;5602;-12.0;9.8;339491;1902
706;2-onder-1-kapwoning;2020 2e kwartaal;136.0;2.1;7.3;6087;8.7;6.8;343462;2091
707;2-onder-1-kapwoning;2020 3e kwartaal;139.3;2.4;7.8;6895;13.3;9.1;358362;2471
708;2-onder-1-kapwoning;2020 4e kwartaal;142.2;2.1;8.8;6646;-3.6;4.4;364907;2425
709;2-onder-1-kapwoning;2020;137.7;7.5;7.5;25230;7.4;7.4;352301;8889
710;2-onder-1-kapwoning;2021 1e kwartaal;148.4;4.3;11.4;7481;12.6;33.5;388292;2905
711;2-onder-1-kapwoning;2021 2e kwartaal;154.4;4.0;13.5;5461;-27.0;-10.3;381486;2083
712;2-onder-1-kapwoning;2021 3e kwartaal;164.2;6.4;17.9;5660;3.6;-17.9;418148;2367
713;2-onder-1-kapwoning;2021 4e kwartaal;172.0;4.7;20.9;5369;-5.1;-19.2;424653;2280
714;2-onder-1-kapwoning;2021;159.8;16.0;16.0;23971;-5.0;-5.0;401935;9635
715;2-onder-1-kapwoning;2022 1e kwartaal;178.0;3.5;19.9;4458;-17.0;-40.4;449120;2002
716;2-onder-1-kapwoning;2022 2e kwartaal;181.9;2.2;17.8;4946;10.9;-9.4;448516;2218
717;2-onder-1-kapwoning;2022 3e kwartaal;183.9;1.1;12.0;5459;10.4;-3.6;471822;2576
718;2-onder-1-kapwoning;2022 4e kwartaal;179.4;-2.4;4.3;5335;-2.3;-0.6;448521;2393
719;2-onder-1-kapwoning;2022;180.8;13.2;13.2;20198;-15.7;-15.7;454950;9189
720;2-onder-1-kapwoning;2023 1e kwartaal;176.9;-1.4;-0.6;4296;-19.5;-3.6;444536;1910
721;2-onder-1-kapwoning;2023 2e kwartaal;173.1;-2.1;-4.8;4649;8.2;-6.0;428530;1992
722;2-onder-1-kapwoning;2023 3e kwartaal;174.9;1.0;-4.9;4869;4.7;-10.8;444715;2165
723;2-onder-1-kapwoning;2023 4e kwartaal;178.1;1.8;-0.8;5250;7.8;-1.6;451521;2370
724;2-onder-1-kapwoning;2023;175.8;-2.8;-2.8;19064;-5.6;-5.6;442602;8438
725;Vrijstaande woning;1995 1e kwartaal;38.2;;;4019;;;133033;535
726;Vrijstaande woning;1995 2e kwartaal;38.3;0.4;;5392;34.2;;132257;713
727;Vrijstaande woning;1995 3e kwartaal;39.6;3.5;;5722;6.1;;140221;802
728;Vrijstaande woning;1995 4e kwartaal;40.2;1.4;;6636;16.0;;138841;921
729;Vrijstaande woning;1995;39.1;;;21769;;;136501;2971
730;Vrijstaande woning;1996 1e kwartaal;41.4;3.0;8.5;4677;-29.5;16.4;145153;679
731;Vrijstaande woning;1996 2e kwartaal;43.5;5.0;13.5;6069;29.8;12.6;148589;902
732;Vrijstaande woning;1996 3e kwartaal;45.2;3.9;13.9;6302;3.8;10.1;158696;1000
733;Vrijstaande woning;1996 4e kwartaal;46.2;2.3;15.0;6580;4.4;-0.8;163684;1077
734;Vrijstaande woning;1996;44.1;12.8;12.8;23628;8.5;8.5;154808;3658
735;Vrijstaande woning;1997 1e kwartaal;47.7;3.1;15.1;4234;-35.7;-9.5;165761;702
736;Vrijstaande woning;1997 2e kwartaal;49.1;3.1;13.1;5961;40.8;-1.8;166693;994
737;Vrijstaande woning;1997 3e kwartaal;50.9;3.6;12.7;6422;7.7;1.9;179353;1152
738;Vrijstaande woning;1997 4e kwartaal;52.0;2.1;12.5;6655;3.6;1.1;178572;1188
739;Vrijstaande woning;1997;49.9;13.3;13.3;23272;-1.5;-1.5;173414;4036
740;Vrijstaande woning;1998 1e kwartaal;53.6;3.1;12.5;4373;-34.3;3.3;186659;816
741;Vrijstaande woning;1998 2e kwartaal;55.0;2.6;12.0;5587;27.8;-6.3;188014;1050
742;Vrijstaande woning;1998 3e kwartaal;57.4;4.4;12.8;6325;13.2;-1.5;200891;1271
743;Vrijstaande woning;1998 4e kwartaal;59.6;3.7;14.6;6381;0.9;-4.1;202290;1291
744;Vrijstaande woning;1998;56.4;13.0;13.0;22666;-2.6;-2.6;195365;4428
745;Vrijstaande woning;1999 1e kwartaal;62.6;5.1;16.7;4685;-26.6;7.1;206128;966
746;Vrijstaande woning;1999 2e kwartaal;65.7;5.0;19.4;6195;32.2;10.9;221109;1370
747;Vrijstaande woning;1999 3e kwartaal;70.0;6.5;21.9;6963;12.4;10.1;239504;1668
748;Vrijstaande woning;1999 4e kwartaal;73.5;5.0;23.4;6918;-0.6;8.4;252304;1745
749;Vrijstaande woning;1999;67.9;20.4;20.4;24761;9.2;9.2;232163;5749
750;Vrijstaande woning;2000 1e kwartaal;78.6;7.0;25.6;4444;-35.8;-5.1;263723;1172
751;Vrijstaande woning;2000 2e kwartaal;81.5;3.7;24.1;5441;22.4;-12.2;281362;1531
752;Vrijstaande woning;2000 3e kwartaal;85.8;5.3;22.7;5912;8.7;-15.1;295738;1748
753;Vrijstaande woning;2000 4e kwartaal;87.6;2.1;19.3;6654;12.6;-3.8;294744;1961
754;Vrijstaande woning;2000;83.4;22.7;22.7;22451;-9.3;-9.3;285622;6413
755;Vrijstaande woning;2001 1e kwartaal;89.9;2.6;14.4;4188;-37.1;-5.8;308880;1294
756;Vrijstaande woning;2001 2e kwartaal;93.0;3.5;14.1;5496;31.2;1.0;314706;1730
757;Vrijstaande woning;2001 3e kwartaal;96.0;3.2;11.9;6022;9.6;1.9;317423;1912
758;Vrijstaande woning;2001 4e kwartaal;95.5;-0.5;9.0;6588;9.4;-1.0;317066;2089
759;Vrijstaande woning;2001;93.6;12.3;12.3;22294;-0.7;-0.7;315043;7024
760;Vrijstaande woning;2002 1e kwartaal;97.4;2.0;8.3;4775;-27.5;14.0;328093;1567
761;Vrijstaande woning;2002 2e kwartaal;98.2;0.8;5.5;5223;9.4;-5.0;329459;1721
762;Vrijstaande woning;2002 3e kwartaal;99.9;1.7;4.0;5884;12.7;-2.3;331476;1950
763;Vrijstaande woning;2002 4e kwartaal;99.5;-0.4;4.2;6031;2.5;-8.5;325312;1962
764;Vrijstaande woning;2002;98.8;5.5;5.5;21913;-1.7;-1.7;328562;7200
765;Vrijstaande woning;2003 1e kwartaal;99.6;0.0;2.3;4168;-30.9;-12.7;326521;1361
766;Vrijstaande woning;2003 2e kwartaal;101.1;1.6;3.0;5068;21.6;-3.0;326758;1656
767;Vrijstaande woning;2003 3e kwartaal;102.4;1.2;2.5;5586;10.2;-5.1;332339;1856
768;Vrijstaande woning;2003 4e kwartaal;103.5;1.1;4.0;6488;16.1;7.6;334892;2173
769;Vrijstaande woning;2003;101.7;2.9;2.9;21310;-2.8;-2.8;330651;7046
770;Vrijstaande woning;2004 1e kwartaal;105.1;1.5;5.5;4177;-35.6;0.2;336126;1404
771;Vrijstaande woning;2004 2e kwartaal;107.3;2.1;6.1;5333;27.7;5.2;341179;1820
772;Vrijstaande woning;2004 3e kwartaal;108.9;1.5;6.4;5960;11.8;6.7;350790;2091
773;Vrijstaande woning;2004 4e kwartaal;109.2;0.3;5.6;6093;2.2;-6.1;338913;2065
774;Vrijstaande woning;2004;107.6;5.9;5.9;21563;1.2;1.2;342217;7379
775;Vrijstaande woning;2005 1e kwartaal;110.8;1.5;5.5;4247;-30.3;1.7;358460;1522
776;Vrijstaande woning;2005 2e kwartaal;112.6;1.6;5.0;5358;26.2;0.5;366717;1965
777;Vrijstaande woning;2005 3e kwartaal;114.4;1.6;5.0;6039;12.7;1.3;376725;2275
778;Vrijstaande woning;2005 4e kwartaal;114.7;0.3;5.0;6195;2.6;1.7;374144;2318
779;Vrijstaande woning;2005;113.1;5.1;5.1;21839;1.3;1.3;369986;8080
780;Vrijstaande woning;2006 1e kwartaal;117.3;2.3;5.8;4775;-22.9;12.4;383639;1832
781;Vrijstaande woning;2006 2e kwartaal;119.1;1.5;5.7;5582;16.9;4.2;386938;2160
782;Vrijstaande woning;2006 3e kwartaal;120.5;1.2;5.3;5841;4.6;-3.3;396313;2315
783;Vrijstaande woning;2006 4e kwartaal;121.2;0.6;5.7;6060;3.7;-2.2;389586;2361
784;Vrijstaande woning;2006;119.5;5.7;5.7;22258;1.9;1.9;389411;8668
785;Vrijstaande woning;2007 1e kwartaal;123.0;1.5;4.9;4979;-17.8;4.3;415252;2068
786;Vrijstaande woning;2007 2e kwartaal;124.6;1.3;4.7;5674;14.0;1.6;405915;2303
787;Vrijstaande woning;2007 3e kwartaal;126.6;1.6;5.1;5962;5.1;2.1;423214;2523
788;Vrijstaande woning;2007 4e kwartaal;127.1;0.4;4.8;6246;4.8;3.1;410595;2565
789;Vrijstaande woning;2007;125.3;4.9;4.9;22861;2.7;2.7;413739;9458
790;Vrijstaande woning;2008 1e kwartaal;128.9;1.4;4.7;4502;-27.9;-9.6;422110;1900
791;Vrijstaande woning;2008 2e kwartaal;128.4;-0.4;3.0;5187;15.2;-8.6;425420;2207
792;Vrijstaande woning;2008 3e kwartaal;129.5;0.8;2.3;5298;2.1;-11.1;432162;2290
793;Vrijstaande woning;2008 4e kwartaal;127.8;-1.3;0.5;4981;-6.0;-20.3;417985;2082
794;Vrijstaande woning;2008;128.6;2.6;2.6;19968;-12.7;-12.7;424608;8479
795;Vrijstaande woning;2009 1e kwartaal;128.6;0.7;-0.2;2833;-43.1;-37.1;424616;1203
796;Vrijstaande woning;2009 2e kwartaal;124.2;-3.4;-3.2;2907;2.6;-44.0;398755;1159
797;Vrijstaande woning;2009 3e kwartaal;121.2;-2.4;-6.3;3100;6.6;-41.5;377526;1170
798;Vrijstaande woning;2009 4e kwartaal;119.5;-1.5;-6.5;3811;22.9;-23.5;378188;1441
799;Vrijstaande woning;2009;123.4;-4.1;-4.1;12651;-36.6;-36.6;393149;4974
800;Vrijstaande woning;2010 1e kwartaal;120.3;0.7;-6.5;2665;-30.1;-5.9;394401;1051
801;Vrijstaande woning;2010 2e kwartaal;119.9;-0.3;-3.5;3233;21.3;11.2;389349;1259
802;Vrijstaande woning;2010 3e kwartaal;119.9;0.0;-1.1;3384;4.7;9.2;390061;1320
803;Vrijstaande woning;2010 4e kwartaal;118.1;-1.5;-1.1;3579;5.8;-6.1;375697;1345
804;Vrijstaande woning;2010;119.5;-3.1;-3.1;12861;1.7;1.7;386784;4974
805;Vrijstaande woning;2011 1e kwartaal;117.2;-0.8;-2.5;2969;-17.0;11.4;392731;1166
806;Vrijstaande woning;2011 2e kwartaal;116.6;-0.6;-2.8;3247;9.4;0.4;382256;1241
807;Vrijstaande woning;2011 3e kwartaal;115.6;-0.8;-3.6;3531;8.7;4.3;394288;1392
808;Vrijstaande woning;2011 4e kwartaal;113.8;-1.6;-3.7;3672;4.0;2.6;371157;1363
809;Vrijstaande woning;2011;115.8;-3.1;-3.1;13419;4.3;4.3;384702;5162
810;Vrijstaande woning;2012 1e kwartaal;112.4;-1.2;-4.1;2775;-24.4;-6.5;371661;1031
811;Vrijstaande woning;2012 2e kwartaal;109.1;-3.0;-6.4;4169;50.2;28.4;364519;1520
812;Vrijstaande woning;2012 3e kwartaal;104.3;-4.3;-9.8;2609;-37.4;-26.1;332987;869
813;Vrijstaande woning;2012 4e kwartaal;103.4;-0.9;-9.1;4250;62.9;15.7;331304;1408
814;Vrijstaande woning;2012;107.3;-7.3;-7.3;13803;2.9;2.9;349768;4828
