ID;Persoonskenmerken;Perioden;PersonenInDeLeeftijd50Tot75Jaar_1;PersDieParticiperenOpArbeidsmarkt_2;PersonenDieGestoptZijnMetWerken_3;PersonenDieNooitGewerktHebben_4
43;16450;2007;578.0;27.0;323.0;228.0
44;16450;2008;588.0;25.0;338.0;224.0
45;16450;2009;602.0;33.0;342.0;227.0
46;16450;2010;618.0;32.0;376.0;210.0
47;16450;2011;619.0;15.0;396.0;208.0
48;18700;2006;1896.0;580.0;576.0;740.0
49;18700;2007;1839.0;573.0;553.0;713.0
50;18700;2008;1904.0;629.0;566.0;709.0
51;18700;2009;1873.0;632.0;548.0;694.0
52;18700;2010;1878.0;635.0;566.0;677.0
53;18700;2011;1895.0;641.0;628.0;626.0
54;18740;2006;1505.0;762.0;472.0;270.0
55;18740;2007;1558.0;797.0;483.0;277.0
56;18740;2008;1558.0;821.0;476.0;262.0
57;18740;2009;1624.0;871.0;482.0;271.0
58;18740;2010;1624.0;867.0;456.0;300.0
59;18740;2011;1666.0;868.0;512.0;286.0
60;18790;2006;955.0;590.0;279.0;86.0
61;18790;2007;1038.0;653.0;294.0;91.0
62;18790;2008;1075.0;692.0;296.0;87.0
63;18790;2009;1127.0;714.0;316.0;98.0
64;18790;2010;1202.0;763.0;339.0;100.0
65;18790;2011;1181.0;764.0;320.0;96.0
66;18820;2006;29.0;;;
67;18820;2007;29.0;;;
68;18820;2008;12.0;;;
69;18820;2009;13.0;;;
70;18820;2010;21.0;;;
71;18820;2011;25.0;;;
72;12600;2006;3765.0;1643.0;1170.0;952.0
73;12600;2007;3809.0;1723.0;1185.0;901.0
74;12600;2008;3893.0;1816.0;1181.0;896.0
75;12600;2009;3940.0;1879.0;1177.0;884.0
76;12600;2010;4010.0;1923.0;1177.0;911.0
77;12600;2011;4031.0;1908.0;1263.0;859.0
78;12650;2006;439.0;210.0;134.0;95.0
79;12650;2007;460.0;217.0;124.0;119.0
80;12650;2008;451.0;222.0;128.0;101.0
81;12650;2009;475.0;236.0;131.0;108.0
82;12650;2010;495.0;233.0;152.0;110.0
83;12650;2011;501.0;241.0;156.0;104.0
84;13000;2006;181.0;91.0;30.0;59.0
85;13000;2007;195.0;97.0;30.0;68.0
86;13000;2008;205.0;108.0;33.0;64.0
87;13000;2009;222.0;109.0;41.0;73.0
88;13000;2010;219.0;120.0;38.0;60.0
89;13000;2011;235.0;138.0;47.0;50.0
90;13355;2006;;;;
91;13355;2007;;;;
92;13355;2008;;;;
93;13355;2009;;;;
94;13355;2010;;;;
95;13355;2011;;;;
96;21590;2006;852.0;302.0;280.0;270.0
97;21590;2007;879.0;329.0;283.0;267.0
98;21590;2008;848.0;328.0;264.0;256.0
99;21590;2009;892.0;354.0;281.0;258.0
100;21590;2010;911.0;359.0;287.0;265.0
101;21590;2011;961.0;384.0;309.0;268.0
102;21600;2006;122.0;76.0;14.0;32.0
103;21600;2007;131.0;81.0;15.0;34.0
104;21600;2008;134.0;86.0;14.0;33.0
105;21600;2009;138.0;92.0;15.0;31.0
106;21600;2010;128.0;89.0;17.0;22.0
107;21600;2011;143.0;104.0;14.0;24.0
108;21610;2006;906.0;659.0;105.0;142.0
109;21610;2007;942.0;701.0;102.0;139.0
110;21610;2008;959.0;735.0;98.0;126.0
111;21610;2009;975.0;752.0;91.0;132.0
112;21610;2010;1007.0;790.0;71.0;146.0
113;21610;2011;1041.0;831.0;85.0;125.0
114;21620;2006;2462.0;886.0;926.0;650.0
115;21620;2007;2468.0;905.0;928.0;635.0
116;21620;2008;2559.0;977.0;951.0;631.0
117;21620;2009;2585.0;1007.0;949.0;629.0
118;21620;2010;2631.0;1014.0;982.0;635.0
119;21620;2011;2579.0;946.0;1043.0;590.0
120;21650;2006;43.0;20.0;10.0;12.0
121;21650;2007;45.0;21.0;11.0;13.0
122;21650;2008;49.0;20.0;15.0;14.0
123;21650;2009;48.0;20.0;12.0;16.0
124;21650;2010;47.0;24.0;10.0;13.0
125;21650;2011;43.0;22.0;14.0;7.0
