ID;SBI93;Perioden;Bedrijven_1;TotaalAantalWerkzamePersonen_2;TotaalAantalFTE_3;AantalWerknemersVanDeEigenLoonlijst_4;AantalFTEVanDeEigenLoonlijst_5;TotaleBedrijfsopbrengsten_6;NettoOmzetTotaal_7;NettoOmzetHoofdactiviteitTotaal_8;VerkopenVanZelfvervaardigdeProducten_9;IndustrieleDiensten_10;NettoOmzetNevenactiviteitenTotaal_11;VerkopenVanHandelsgoederen_12;NietIndustrieleDiensten_13;NettoOmzetBuitenland_14;OmzetHoofdactiviteitTotaalBuitenland_15;VerkopenUitProductieInEULanden_16;VerkopenUitProductieInOverigeLanden_17;IndustrieleDienstenEULanden_18;IndustrieleDienstenOverigeLanden_19;OmzetUitNevenactiviteitenBuitenland_20;VerkopenHandelsgoederenEULanden_21;VerkopenHandelsgoederenOverigeLanden_22;NietIndustrieleDienstenEULanden_23;NietIndustrieleDienstenOverigeLanden_24;TotaalOverigeBedrijfsopbrengsten_25;Voorraadmutaties_26;Beginvoorraad_27;Eindvoorraad_28;VergoedingenUitgeleendPersoneel_29;GeactiveerdeKostenZelfvervaardigde_30;OntvangenRestitutieSubsidiebedragen_31;BedrijfsschadeUitkeringen_32;OverigeOpbrengstenNietEldersGes_33;TotaleBedrijfslasten_34;InkoopwaardeOmzetTotaal_35;InkoopwaardeGrondEnHulpstoffen_36;BeginvoorraadGrondEnHulpstoffen_37;InkopenGrondEnHulpstoffen_38;EindvoorraadGrondEnHulpstoffen_39;InkoopwaardeHandelsgoederen_40;BeginvoorraadHandelsgoederen_41;InkoopkostenVanHandelsgoederen_42;EindvoorraadHandelsgoederen_43;TotaalOverigeInkoopwaarde_44;KostenUitbesteedWerk_45;InkoopwaardeNietEldersGenoemd_46;Arbeidskosten_47;BrutoLonenEnSalarissen_48;WerkgeversdeelSocVerzekeringspremies_49;PremiesPensioenVUTInkoopsommenEnz_50;OverigeSocialeLasten_51;OverigeBedrijfslasten_52;OverigeKostenMBTPersoneel_53;BetaaldeBedragenAanUitzendbedrijven_54;KostenIngehuurdPersoneel_55;KostenStudieOfOpleiding_56;OverigePersoneelskosten_57;KostenVervoermiddelen_58;KostenHuurEnLeaseVanVervoermiddelen_59;KostenReparatieOnderhoudVervoermid_60;BrandstofkostenVervoermiddelen_61;Motorrijtuigenbelasting_62;KostenVerzekeringVervoermiddelen_63;OverigeAutokosten_64;KostenEnergieverbruik_65;KostenAardgasverbruik_66;KostenElektriciteitsverbruik_67;KostenVerbruikOverigeEnergiedragers_68;KostenVanHuisvesting_69;KostenHuurLeaseGebouwenTerreinen_70;KostenOnderhoudRepGebouwenTerreinen_71;SchoonmaakkostenVanGebouwenEnTerrein_72;MilieuheffingenEnZuiveringslasten_73;Onroerendezaakbelasting_74;KostenVerzekeringGebouwenEnTerreinen_75;OverigeHuisvestingskosten_76;KostenMachinesInstallatiesED_77;KostenHuurLeaseMachInstallatED_78;KostenReparatieMachinesED_79;OverigeMachineEnInventariskosten_80;Verkoopkosten_81;ReclameBeursEnRepresentatiekosten_82;Agentenprovisie_83;KostenReisVerblijfEnRepresentatie_84;OnderzoekOntwikkelingDoorDerden_85;OverigeVerkoopkosten_86;Communicatiekosten_87;KostenVanDienstverleningDoorDerden_88;Bankzaken_89;OverigeVerzekeringspremies_90;AccountantsEnAdvieskosten_91;Automatiseringskosten_92;KostenVuilafvoerEnVuilverwerking_93;OvKostenDienstverleningDoorDerden_94;OverigeBedrijfslasten_95;OctrooirechtenLicenties_96;BetalingenIntraconcerndienstenBeheer_97;KantoorbehoeftenContributiesAbonnement_98;KostenOverigeHuurOperationeleLease_99;OverigeKostprijsverhogendeBelastingen_100;KostenOnderhoudRepOverigeActiva_101;OngespecificeerdeAlgemeneKosten_102;AfschrijvingenOpVasteActiva_103;Bedrijfsresultaat_104;FinancieleLasten_105;FinancieelResultaat_106;FinancieleBaten_107;SaldoVoorzieningen_108;OnttrekkingenVrijvalVanVoorzieningen_109;ToevoegingenAanVoorzieningen_110;SaldoBuitengewoneBatenMinusLasten_111;BuitengewoneBaten_112;BuitengewoneLasten_113;ResultaatVoorBelastingen_114
1702;2956 Vervaardiging van overige..;2004;20.0;83.0;81.0;74.0;72.0;3617.0;3440.0;3330.0;2983.0;512.0;110.0;108.0;2.0;2752.0;2659.0;480.0;2166.0;10.0;3.0;93.0;46.0;47.0;0.0;0.0;177.0;131.0;582.0;713.0;7.0;0.0;24.0;0.0;15.0;3365.0;2049.0;1785.0;185.0;1770.0;170.0;76.0;7.0;76.0;7.0;189.0;175.0;13.0;467.0;382.0;41.0;37.0;6.0;755.0;99.0;69.0;7.0;5.0;18.0;11.0;9.0;0.0;1.0;0.0;0.0;1.0;8.0;3.0;6.0;0.0;76.0;39.0;21.0;3.0;0.0;1.0;10.0;1.0;32.0;7.0;8.0;16.0;295.0;5.0;28.0;14.0;240.0;8.0;9.0;30.0;1.0;2.0;7.0;16.0;0.0;3.0;195.0;25.0;140.0;5.0;0.0;0.0;4.0;20.0;93.0;253.0;34.0;1.0;35.0;-3.0;28.0;31.0;-3.0;11.0;14.0;247.0
1703;2956 Vervaardiging van overige..;2005;20.0;86.0;83.0;75.0;73.0;3413.0;3333.0;3188.0;2776.0;413.0;145.0;88.0;57.0;2947.0;2860.0;519.0;2331.0;7.0;3.0;87.0;72.0;15.0;0.0;0.0;80.0;29.0;716.0;745.0;8.0;3.0;24.0;0.0;15.0;3087.0;1740.0;1517.0;156.0;1512.0;151.0;61.0;6.0;61.0;6.0;163.0;161.0;1.0;465.0;381.0;40.0;41.0;4.0;789.0;130.0;102.0;1.0;6.0;22.0;12.0;9.0;0.0;2.0;0.0;0.0;0.0;10.0;3.0;7.0;0.0;70.0;34.0;21.0;3.0;0.0;1.0;10.0;1.0;32.0;11.0;8.0;13.0;317.0;4.0;22.0;16.0;269.0;6.0;10.0;41.0;1.0;2.0;11.0;22.0;0.0;4.0;167.0;16.0;128.0;4.0;0.0;0.0;5.0;14.0;92.0;326.0;24.0;-8.0;15.0;-6.0;17.0;23.0;2.0;16.0;13.0;314.0
1704;296 Vervaardiging van wapens en munitie;2000;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1705;296 Vervaardiging van wapens en munitie;2001;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1706;296 Vervaardiging van wapens en munitie;2002;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1707;296 Vervaardiging van wapens en munitie;2003;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1708;296 Vervaardiging van wapens en munitie;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1709;296 Vervaardiging van wapens en munitie;2005;0.0;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1710;297 Vervaardiging van huishoudelijke..;2000;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1711;297 Vervaardiging van huishoudelijke..;2001;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1712;297 Vervaardiging van huishoudelijke..;2002;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1713;297 Vervaardiging van huishoudelijke..;2003;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1714;297 Vervaardiging van huishoudelijke..;2004;5.0;8.0;8.0;8.0;7.0;158.0;157.0;152.0;152.0;0.0;5.0;5.0;0.0;61.0;60.0;51.0;9.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;7.0;7.0;0.0;0.0;0.0;0.0;0.0;142.0;86.0;81.0;18.0;79.0;16.0;4.0;0.0;4.0;0.0;1.0;1.0;0.0;29.0;23.0;3.0;2.0;0.0;19.0;3.0;2.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;4.0;2.0;0.0;1.0;1.0;1.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0;1.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;6.0;16.0;2.0;-1.0;0.0;-1.0;0.0;1.0;0.0;0.0;0.0;14.0
1715;297 Vervaardiging van huishoudelijke..;2005;5.0;7.0;7.0;7.0;6.0;138.0;138.0;119.0;116.0;3.0;19.0;19.0;0.0;40.0;38.0;34.0;4.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;7.0;7.0;0.0;0.0;0.0;0.0;0.0;124.0;73.0;58.0;8.0;59.0;8.0;11.0;1.0;11.0;1.0;4.0;4.0;0.0;27.0;22.0;3.0;2.0;0.0;19.0;2.0;1.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;6.0;3.0;1.0;1.0;1.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;5.0;14.0;1.0;-1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;13.0
1716;2971 Vervaardiging van elektrische..;2000;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1717;2971 Vervaardiging van elektrische..;2001;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1718;2971 Vervaardiging van elektrische..;2002;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1719;2971 Vervaardiging van elektrische..;2003;5.0;5.0;5.0;5.0;5.0;109.0;109.0;108.0;108.0;0.0;1.0;1.0;0.0;46.0;45.0;40.0;5.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;4.0;0.0;0.0;0.0;0.0;0.0;101.0;65.0;61.0;16.0;60.0;15.0;1.0;0.0;1.0;0.0;3.0;3.0;0.0;18.0;15.0;2.0;1.0;0.0;14.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;2.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0
1720;2971 Vervaardiging van elektrische..;2004;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1721;2971 Vervaardiging van elektrische..;2005;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1722;2972 Vervaardiging van..;2000;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1723;2972 Vervaardiging van..;2001;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1724;2972 Vervaardiging van..;2002;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1725;2972 Vervaardiging van..;2003;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1726;2972 Vervaardiging van..;2004;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1727;2972 Vervaardiging van..;2005;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1728;DL Vervaardiging van elektrische en..;2000;105.0;748.0;721.0;658.0;633.0;24954.0;21006.0;11773.0;;;9233.0;;;0.0;;;;;;;;;;;3948.0;131.0;1342.0;1474.0;2.0;181.0;88.0;0.0;3546.0;23566.0;13512.0;5338.0;555.0;5398.0;615.0;7996.0;463.0;8108.0;576.0;178.0;144.0;35.0;2890.0;2466.0;264.0;92.0;67.0;6531.0;548.0;367.0;76.0;44.0;61.0;44.0;29.0;1.0;6.0;0.0;0.0;6.0;88.0;21.0;62.0;5.0;186.0;48.0;92.0;31.0;3.0;3.0;4.0;5.0;136.0;16.0;112.0;9.0;2157.0;150.0;116.0;165.0;1666.0;60.0;58.0;835.0;5.0;21.0;208.0;547.0;10.0;43.0;2479.0;297.0;860.0;96.0;0.0;3.0;7.0;1216.0;632.0;1388.0;243.0;-87.0;156.0;-138.0;164.0;301.0;1503.0;1788.0;285.0;2666.0
1729;DL Vervaardiging van elektrische en..;2001;105.0;701.0;668.0;633.0;605.0;21808.0;18778.0;10687.0;9471.0;1215.0;8091.0;7956.0;135.0;14773.0;7950.0;4268.0;3132.0;250.0;300.0;6823.0;3931.0;2801.0;89.0;2.0;3030.0;-46.0;1504.0;1457.0;1.0;155.0;63.0;0.0;2857.0;22017.0;12300.0;4760.0;566.0;4718.0;523.0;7036.0;554.0;6990.0;508.0;504.0;179.0;324.0;3003.0;2544.0;292.0;105.0;62.0;5983.0;524.0;365.0;59.0;41.0;59.0;47.0;33.0;1.0;6.0;0.0;0.0;6.0;86.0;25.0;56.0;5.0;230.0;63.0;108.0;38.0;3.0;8.0;5.0;5.0;108.0;15.0;82.0;11.0;2274.0;132.0;13.0;182.0;1892.0;55.0;58.0;703.0;4.0;19.0;257.0;358.0;10.0;56.0;1953.0;64.0;764.0;78.0;0.0;4.0;7.0;1036.0;732.0;-210.0;190.0;-145.0;45.0;-98.0;245.0;342.0;-703.0;781.0;1483.0;-1155.0
1730;DL Vervaardiging van elektrische en..;2002;110.0;673.0;643.0;614.0;586.0;20812.0;16766.0;9055.0;7787.0;1268.0;7711.0;7625.0;85.0;14075.0;6506.0;3374.0;2652.0;237.0;243.0;7569.0;4902.0;2622.0;11.0;34.0;4047.0;-189.0;1808.0;1618.0;1.0;149.0;63.0;0.0;4022.0;20524.0;11907.0;4563.0;534.0;4751.0;723.0;6850.0;475.0;7070.0;695.0;494.0;231.0;262.0;3004.0;2539.0;317.0;93.0;56.0;4975.0;442.0;304.0;42.0;37.0;59.0;42.0;34.0;1.0;5.0;0.0;0.0;1.0;80.0;24.0;51.0;6.0;236.0;66.0;102.0;39.0;11.0;6.0;7.0;5.0;105.0;14.0;83.0;8.0;2009.0;120.0;12.0;181.0;1636.0;60.0;54.0;708.0;4.0;20.0;266.0;370.0;9.0;39.0;1299.0;97.0;738.0;80.0;0.0;0.0;9.0;374.0;639.0;288.0;220.0;-171.0;48.0;86.0;438.0;353.0;-64.0;53.0;117.0;138.0
1731;DL Vervaardiging van elektrische en..;2003;110.0;606.0;579.0;548.0;522.0;16933.0;13904.0;8102.0;7050.0;1052.0;5802.0;5736.0;66.0;10603.0;5773.0;2736.0;2512.0;278.0;247.0;4830.0;2905.0;1916.0;1.0;8.0;3029.0;-49.0;1263.0;1213.0;2.0;71.0;74.0;2.0;2930.0;16674.0;8499.0;4141.0;692.0;4098.0;649.0;4118.0;549.0;4065.0;496.0;239.0;200.0;39.0;2996.0;2374.0;249.0;294.0;79.0;4570.0;469.0;274.0;27.0;42.0;126.0;36.0;29.0;1.0;5.0;0.0;0.0;1.0;81.0;24.0;52.0;5.0;246.0;70.0;105.0;40.0;12.0;6.0;7.0;6.0;99.0;15.0;78.0;6.0;1826.0;124.0;12.0;135.0;1445.0;111.0;47.0;558.0;4.0;25.0;26.0;457.0;10.0;36.0;1208.0;107.0;719.0;77.0;0.0;0.0;8.0;297.0;610.0;259.0;91.0;9.0;100.0;-34.0;170.0;204.0;-21.0;45.0;66.0;212.0
1732;DL Vervaardiging van elektrische en..;2004;100.0;590.0;561.0;526.0;499.0;16673.0;15168.0;8327.0;7314.0;1014.0;6841.0;6774.0;67.0;11929.0;6074.0;3157.0;2347.0;312.0;258.0;5855.0;3838.0;2012.0;4.0;1.0;1505.0;-112.0;1213.0;1101.0;1.0;74.0;65.0;1.0;1477.0;16029.0;9503.0;4573.0;638.0;4646.0;712.0;4739.0;522.0;4678.0;461.0;191.0;166.0;25.0;2891.0;2420.0;251.0;134.0;86.0;3069.0;481.0;281.0;29.0;39.0;133.0;35.0;28.0;1.0;5.0;0.0;0.0;1.0;78.0;23.0;50.0;4.0;247.0;68.0;107.0;41.0;12.0;5.0;8.0;6.0;97.0;15.0;77.0;6.0;838.0;126.0;19.0;135.0;429.0;129.0;39.0;567.0;4.0;30.0;24.0;466.0;11.0;33.0;687.0;33.0;313.0;79.0;0.0;0.0;7.0;255.0;566.0;645.0;206.0;-107.0;98.0;8.0;155.0;147.0;-64.0;35.0;99.0;482.0
1733;DL Vervaardiging van elektrische en..;2005;95.0;548.0;522.0;493.0;468.0;17881.0;15964.0;7660.0;6724.0;936.0;8305.0;8258.0;46.0;12826.0;5791.0;3075.0;2218.0;264.0;234.0;7035.0;4439.0;2589.0;5.0;2.0;1917.0;103.0;1036.0;1134.0;2.0;71.0;73.0;1.0;1668.0;17280.0;10136.0;4230.0;716.0;4210.0;696.0;5715.0;479.0;5856.0;620.0;191.0;183.0;8.0;2750.0;2331.0;235.0;138.0;46.0;3852.0;499.0;302.0;23.0;41.0;133.0;40.0;31.0;1.0;7.0;0.0;0.0;1.0;90.0;30.0;56.0;4.0;245.0;64.0;111.0;42.0;9.0;4.0;7.0;10.0;98.0;17.0;73.0;8.0;1133.0;128.0;13.0;149.0;610.0;232.0;38.0;538.0;3.0;28.0;30.0;447.0;10.0;20.0;1171.0;30.0;354.0;74.0;1.0;0.0;2.0;710.0;542.0;601.0;110.0;169.0;278.0;133.0;386.0;252.0;193.0;275.0;82.0;1095.0
1734;30 Vervaardiging van kantoormachines..;2000;10.0;81.0;79.0;69.0;68.0;2824.0;2770.0;2389.0;;;380.0;;;0.0;;;;;;;;;;;54.0;31.0;138.0;169.0;1.0;0.0;19.0;0.0;2.0;2687.0;1866.0;1632.0;129.0;1629.0;126.0;206.0;25.0;197.0;16.0;28.0;28.0;0.0;294.0;247.0;29.0;16.0;2.0;464.0;82.0;62.0;6.0;4.0;10.0;3.0;2.0;0.0;1.0;0.0;0.0;0.0;7.0;2.0;6.0;0.0;17.0;10.0;3.0;2.0;0.0;0.0;1.0;1.0;7.0;2.0;4.0;0.0;134.0;10.0;100.0;12.0;9.0;4.0;5.0;65.0;1.0;3.0;15.0;12.0;2.0;32.0;144.0;101.0;7.0;3.0;0.0;0.0;6.0;27.0;61.0;136.0;25.0;-11.0;14.0;-10.0;0.0;10.0;-19.0;45.0;64.0;98.0
1735;30 Vervaardiging van kantoormachines..;2001;10.0;81.0;78.0;69.0;67.0;1922.0;1909.0;1652.0;1586.0;66.0;257.0;175.0;82.0;1550.0;1374.0;1001.0;313.0;35.0;25.0;176.0;28.0;67.0;81.0;0.0;13.0;-1.0;158.0;156.0;0.0;0.0;12.0;0.0;3.0;1867.0;1240.0;1087.0;88.0;1091.0;91.0;139.0;16.0;139.0;16.0;14.0;14.0;0.0;289.0;240.0;28.0;17.0;3.0;281.0;82.0;63.0;4.0;6.0;9.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;7.0;2.0;5.0;0.0;15.0;9.0;2.0;2.0;0.0;1.0;1.0;0.0;8.0;3.0;5.0;1.0;40.0;21.0;0.0;10.0;8.0;0.0;6.0;64.0;1.0;1.0;11.0;14.0;2.0;35.0;56.0;4.0;19.0;3.0;0.0;0.0;6.0;23.0;57.0;55.0;23.0;-4.0;19.0;-11.0;0.0;11.0;-32.0;19.0;51.0;8.0
1736;30 Vervaardiging van kantoormachines..;2002;10.0;59.0;57.0;46.0;45.0;1504.0;1509.0;1318.0;1277.0;41.0;191.0;190.0;2.0;1059.0;929.0;593.0;336.0;0.0;0.0;130.0;52.0;78.0;0.0;0.0;-6.0;-18.0;147.0;129.0;0.0;0.0;11.0;0.0;1.0;1523.0;1080.0;946.0;90.0;951.0;95.0;103.0;16.0;117.0;30.0;31.0;28.0;2.0;220.0;182.0;20.0;16.0;1.0;182.0;52.0;36.0;0.0;3.0;12.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;3.0;0.0;10.0;5.0;1.0;1.0;0.0;0.0;1.0;1.0;3.0;1.0;2.0;0.0;20.0;7.0;0.0;8.0;6.0;0.0;3.0;38.0;0.0;2.0;8.0;10.0;1.0;18.0;51.0;2.0;6.0;1.0;0.0;0.0;8.0;34.0;39.0;-19.0;16.0;8.0;24.0;-9.0;0.0;9.0;-5.0;15.0;20.0;-25.0
1737;30 Vervaardiging van kantoormachines..;2003;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1738;30 Vervaardiging van kantoormachines..;2004;5.0;55.0;53.0;44.0;42.0;1290.0;1253.0;1098.0;1056.0;42.0;155.0;154.0;1.0;860.0;739.0;279.0;428.0;30.0;2.0;121.0;49.0;72.0;0.0;0.0;37.0;22.0;126.0;148.0;0.0;5.0;7.0;0.0;4.0;1326.0;857.0;727.0;106.0;747.0;126.0;131.0;29.0;123.0;21.0;0.0;0.0;0.0;236.0;195.0;20.0;19.0;2.0;188.0;57.0;39.0;0.0;3.0;15.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;2.0;4.0;0.0;10.0;6.0;0.0;1.0;0.0;0.0;1.0;1.0;5.0;2.0;3.0;1.0;25.0;10.0;0.0;9.0;6.0;1.0;3.0;50.0;0.0;4.0;7.0;22.0;2.0;15.0;31.0;2.0;5.0;2.0;0.0;0.0;6.0;16.0;45.0;-36.0;16.0;28.0;44.0;3.0;3.0;1.0;13.0;16.0;3.0;7.0
1739;30 Vervaardiging van kantoormachines..;2005;5.0;49.0;47.0;41.0;39.0;1107.0;1088.0;917.0;899.0;17.0;171.0;170.0;1.0;872.0;745.0;262.0;474.0;8.0;1.0;127.0;36.0;91.0;0.0;0.0;20.0;7.0;147.0;153.0;0.0;0.0;7.0;0.0;5.0;1117.0;655.0;541.0;119.0;536.0;114.0;108.0;22.0;144.0;57.0;6.0;6.0;0.0;228.0;188.0;20.0;20.0;1.0;177.0;51.0;32.0;0.0;4.0;15.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;6.0;2.0;4.0;0.0;11.0;7.0;1.0;2.0;0.0;0.0;1.0;1.0;4.0;1.0;3.0;1.0;27.0;8.0;0.0;9.0;9.0;1.0;3.0;38.0;0.0;3.0;8.0;22.0;2.0;3.0;35.0;3.0;3.0;2.0;0.0;0.0;0.0;26.0;57.0;-10.0;15.0;21.0;36.0;-14.0;0.0;14.0;18.0;18.0;0.0;15.0
1740;3001 Vervaardiging van kantoormachines;2000;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1741;3001 Vervaardiging van kantoormachines;2001;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1742;3001 Vervaardiging van kantoormachines;2002;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1743;3001 Vervaardiging van kantoormachines;2003;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
