ID;Waterschapsheffingen;Waterschappen;Perioden;Begroting_1;Realisatie_2
2927;Zuiveringsheffing totaal;Waterschap Vechtstromen (WS);2016;55.0;55.0
2928;Zuiveringsheffing totaal;Waterschap Vechtstromen (WS);2017;55.0;57.0
2929;Zuiveringsheffing totaal;Waterschap Vechtstromen (WS);2018;56.0;58.0
2930;Zuiveringsheffing totaal;Waterschap Vechtstromen (WS);2019;56.0;58.0
2931;Zuiveringsheffing totaal;Waterschap Vechtstromen (WS);2020;59.0;57.0
2932;Zuiveringsheffing totaal;Waterschap Vechtstromen (WS);2021;60.0;61.0
2933;Zuiveringsheffing totaal;Waterschap Vechtstromen (WS);2022;63.0;65.0
2934;Zuiveringsheffing totaal;Waterschap Vechtstromen (WS);2023;71.0;73.0
2935;Zuiveringsheffing totaal;Waterschap Vechtstromen (WS);2024;80.0;
2936;Zuiveringsheffing totaal;Waterschap Vechtstromen (WS);2025;87.0;
2937;Zuiveringsheffing totaal;WS Drents Overijsselse Delta (WS);2015;;
2938;Zuiveringsheffing totaal;WS Drents Overijsselse Delta (WS);2016;44.0;44.0
2939;Zuiveringsheffing totaal;WS Drents Overijsselse Delta (WS);2017;44.0;44.0
2940;Zuiveringsheffing totaal;WS Drents Overijsselse Delta (WS);2018;43.0;43.0
2941;Zuiveringsheffing totaal;WS Drents Overijsselse Delta (WS);2019;47.0;49.0
2942;Zuiveringsheffing totaal;WS Drents Overijsselse Delta (WS);2020;48.0;47.0
2943;Zuiveringsheffing totaal;WS Drents Overijsselse Delta (WS);2021;48.0;50.0
2944;Zuiveringsheffing totaal;WS Drents Overijsselse Delta (WS);2022;51.0;51.0
2945;Zuiveringsheffing totaal;WS Drents Overijsselse Delta (WS);2023;57.0;58.0
2946;Zuiveringsheffing totaal;WS Drents Overijsselse Delta (WS);2024;65.0;
2947;Zuiveringsheffing totaal;WS Drents Overijsselse Delta (WS);2025;69.0;
2948;Zuiveringsheffing totaal;Waterschap Limburg (WS);2015;;
2949;Zuiveringsheffing totaal;Waterschap Limburg (WS);2016;;
2950;Zuiveringsheffing totaal;Waterschap Limburg (WS);2017;75.0;78.0
2951;Zuiveringsheffing totaal;Waterschap Limburg (WS);2018;76.0;78.0
2952;Zuiveringsheffing totaal;Waterschap Limburg (WS);2019;78.0;78.0
2953;Zuiveringsheffing totaal;Waterschap Limburg (WS);2020;85.0;85.0
2954;Zuiveringsheffing totaal;Waterschap Limburg (WS);2021;86.0;85.0
2955;Zuiveringsheffing totaal;Waterschap Limburg (WS);2022;91.0;91.0
2956;Zuiveringsheffing totaal;Waterschap Limburg (WS);2023;110.0;110.0
2957;Zuiveringsheffing totaal;Waterschap Limburg (WS);2024;142.0;
2958;Zuiveringsheffing totaal;Waterschap Limburg (WS);2025;152.0;
2959;Zuiveringsheffing totaal;Waterschap Amstel, Gooi en Vecht (WS);2015;;
2960;Zuiveringsheffing totaal;Waterschap Amstel, Gooi en Vecht (WS);2016;;
2961;Zuiveringsheffing totaal;Waterschap Amstel, Gooi en Vecht (WS);2017;86.0;89.0
2962;Zuiveringsheffing totaal;Waterschap Amstel, Gooi en Vecht (WS);2018;88.0;92.0
2963;Zuiveringsheffing totaal;Waterschap Amstel, Gooi en Vecht (WS);2019;91.0;94.0
2964;Zuiveringsheffing totaal;Waterschap Amstel, Gooi en Vecht (WS);2020;95.0;93.0
2965;Zuiveringsheffing totaal;Waterschap Amstel, Gooi en Vecht (WS);2021;99.0;95.0
2966;Zuiveringsheffing totaal;Waterschap Amstel, Gooi en Vecht (WS);2022;102.0;96.0
2967;Zuiveringsheffing totaal;Waterschap Amstel, Gooi en Vecht (WS);2023;111.0;106.0
2968;Zuiveringsheffing totaal;Waterschap Amstel, Gooi en Vecht (WS);2024;158.0;
2969;Zuiveringsheffing totaal;Waterschap Amstel, Gooi en Vecht (WS);2025;163.0;
2970;Zuiveringsheffing huishoudens;Nederland;2015;946.0;944.0
2971;Zuiveringsheffing huishoudens;Nederland;2016;955.0;959.0
2972;Zuiveringsheffing huishoudens;Nederland;2017;958.0;966.0
2973;Zuiveringsheffing huishoudens;Nederland;2018;965.0;945.0
2974;Zuiveringsheffing huishoudens;Nederland;2019;988.0;998.0
2975;Zuiveringsheffing huishoudens;Nederland;2020;1023.0;1030.0
2976;Zuiveringsheffing huishoudens;Nederland;2021;1067.0;1065.0
2977;Zuiveringsheffing huishoudens;Nederland;2022;1093.0;1091.0
2978;Zuiveringsheffing huishoudens;Nederland;2023;1206.0;1204.0
2979;Zuiveringsheffing huishoudens;Nederland;2024;1371.0;
2980;Zuiveringsheffing huishoudens;Nederland;2025;1486.0;
2981;Zuiveringsheffing huishoudens;Waterschap Groot Salland (WS);2015;19.0;19.0
2982;Zuiveringsheffing huishoudens;Waterschap Groot Salland (WS);2016;;
2983;Zuiveringsheffing huishoudens;Waterschap Groot Salland (WS);2017;;
2984;Zuiveringsheffing huishoudens;Waterschap Groot Salland (WS);2018;;
2985;Zuiveringsheffing huishoudens;Waterschap Groot Salland (WS);2019;;
2986;Zuiveringsheffing huishoudens;Waterschap Groot Salland (WS);2020;;
2987;Zuiveringsheffing huishoudens;Waterschap Groot Salland (WS);2021;;
2988;Zuiveringsheffing huishoudens;Waterschap Groot Salland (WS);2022;;
2989;Zuiveringsheffing huishoudens;Waterschap Groot Salland (WS);2023;;
2990;Zuiveringsheffing huishoudens;Waterschap Groot Salland (WS);2024;;
2991;Zuiveringsheffing huishoudens;Waterschap Groot Salland (WS);2025;;
2992;Zuiveringsheffing huishoudens;Waterschap Rijn en IJssel (WS);2015;29.0;29.0
2993;Zuiveringsheffing huishoudens;Waterschap Rijn en IJssel (WS);2016;30.0;30.0
2994;Zuiveringsheffing huishoudens;Waterschap Rijn en IJssel (WS);2017;30.0;30.0
2995;Zuiveringsheffing huishoudens;Waterschap Rijn en IJssel (WS);2018;31.0;31.0
2996;Zuiveringsheffing huishoudens;Waterschap Rijn en IJssel (WS);2019;33.0;32.0
2997;Zuiveringsheffing huishoudens;Waterschap Rijn en IJssel (WS);2020;33.0;34.0
2998;Zuiveringsheffing huishoudens;Waterschap Rijn en IJssel (WS);2021;35.0;35.0
2999;Zuiveringsheffing huishoudens;Waterschap Rijn en IJssel (WS);2022;37.0;37.0
3000;Zuiveringsheffing huishoudens;Waterschap Rijn en IJssel (WS);2023;40.0;40.0
3001;Zuiveringsheffing huishoudens;Waterschap Rijn en IJssel (WS);2024;42.0;
3002;Zuiveringsheffing huishoudens;Waterschap Rijn en IJssel (WS);2025;44.0;
3003;Zuiveringsheffing huishoudens;Hhs Amstel, Gooi en Vecht (WS);2015;66.0;66.0
3004;Zuiveringsheffing huishoudens;Hhs Amstel, Gooi en Vecht (WS);2016;65.0;67.0
3005;Zuiveringsheffing huishoudens;Hhs Amstel, Gooi en Vecht (WS);2017;;
3006;Zuiveringsheffing huishoudens;Hhs Amstel, Gooi en Vecht (WS);2018;;
3007;Zuiveringsheffing huishoudens;Hhs Amstel, Gooi en Vecht (WS);2019;;
3008;Zuiveringsheffing huishoudens;Hhs Amstel, Gooi en Vecht (WS);2020;;
3009;Zuiveringsheffing huishoudens;Hhs Amstel, Gooi en Vecht (WS);2021;;
3010;Zuiveringsheffing huishoudens;Hhs Amstel, Gooi en Vecht (WS);2022;;
3011;Zuiveringsheffing huishoudens;Hhs Amstel, Gooi en Vecht (WS);2023;;
3012;Zuiveringsheffing huishoudens;Hhs Amstel, Gooi en Vecht (WS);2024;;
3013;Zuiveringsheffing huishoudens;Hhs Amstel, Gooi en Vecht (WS);2025;;
3014;Zuiveringsheffing huishoudens;Hoogheemraadschap van Delfland (WS);2015;103.0;106.0
3015;Zuiveringsheffing huishoudens;Hoogheemraadschap van Delfland (WS);2016;105.0;107.0
3016;Zuiveringsheffing huishoudens;Hoogheemraadschap van Delfland (WS);2017;106.0;107.0
3017;Zuiveringsheffing huishoudens;Hoogheemraadschap van Delfland (WS);2018;108.0;108.0
3018;Zuiveringsheffing huishoudens;Hoogheemraadschap van Delfland (WS);2019;108.0;109.0
3019;Zuiveringsheffing huishoudens;Hoogheemraadschap van Delfland (WS);2020;110.0;110.0
3020;Zuiveringsheffing huishoudens;Hoogheemraadschap van Delfland (WS);2021;112.0;111.0
3021;Zuiveringsheffing huishoudens;Hoogheemraadschap van Delfland (WS);2022;102.0;101.0
3022;Zuiveringsheffing huishoudens;Hoogheemraadschap van Delfland (WS);2023;120.0;121.0
3023;Zuiveringsheffing huishoudens;Hoogheemraadschap van Delfland (WS);2024;131.0;
3024;Zuiveringsheffing huishoudens;Hoogheemraadschap van Delfland (WS);2025;135.0;
3025;Zuiveringsheffing huishoudens;Waterschap De Dommel (WS);2015;44.0;44.0
3026;Zuiveringsheffing huishoudens;Waterschap De Dommel (WS);2016;44.0;45.0
3027;Zuiveringsheffing huishoudens;Waterschap De Dommel (WS);2017;44.0;45.0
3028;Zuiveringsheffing huishoudens;Waterschap De Dommel (WS);2018;44.0;45.0
3029;Zuiveringsheffing huishoudens;Waterschap De Dommel (WS);2019;45.0;46.0
3030;Zuiveringsheffing huishoudens;Waterschap De Dommel (WS);2020;46.0;47.0
3031;Zuiveringsheffing huishoudens;Waterschap De Dommel (WS);2021;48.0;49.0
3032;Zuiveringsheffing huishoudens;Waterschap De Dommel (WS);2022;50.0;49.0
3033;Zuiveringsheffing huishoudens;Waterschap De Dommel (WS);2023;52.0;52.0
3034;Zuiveringsheffing huishoudens;Waterschap De Dommel (WS);2024;62.0;
3035;Zuiveringsheffing huishoudens;Waterschap De Dommel (WS);2025;69.0;
3036;Zuiveringsheffing huishoudens;Waterschap Roer en Overmaas (WS);2015;35.0;36.0
3037;Zuiveringsheffing huishoudens;Waterschap Roer en Overmaas (WS);2016;35.0;35.0
3038;Zuiveringsheffing huishoudens;Waterschap Roer en Overmaas (WS);2017;;
3039;Zuiveringsheffing huishoudens;Waterschap Roer en Overmaas (WS);2018;;
3040;Zuiveringsheffing huishoudens;Waterschap Roer en Overmaas (WS);2019;;
3041;Zuiveringsheffing huishoudens;Waterschap Roer en Overmaas (WS);2020;;
3042;Zuiveringsheffing huishoudens;Waterschap Roer en Overmaas (WS);2021;;
3043;Zuiveringsheffing huishoudens;Waterschap Roer en Overmaas (WS);2022;;
3044;Zuiveringsheffing huishoudens;Waterschap Roer en Overmaas (WS);2023;;
3045;Zuiveringsheffing huishoudens;Waterschap Roer en Overmaas (WS);2024;;
3046;Zuiveringsheffing huishoudens;Waterschap Roer en Overmaas (WS);2025;;
3047;Zuiveringsheffing huishoudens;Hoogheemraadschap van Rijnland (WS);2015;57.0;58.0
3048;Zuiveringsheffing huishoudens;Hoogheemraadschap van Rijnland (WS);2016;64.0;65.0
3049;Zuiveringsheffing huishoudens;Hoogheemraadschap van Rijnland (WS);2017;69.0;70.0
3050;Zuiveringsheffing huishoudens;Hoogheemraadschap van Rijnland (WS);2018;71.0;72.0
3051;Zuiveringsheffing huishoudens;Hoogheemraadschap van Rijnland (WS);2019;73.0;74.0
3052;Zuiveringsheffing huishoudens;Hoogheemraadschap van Rijnland (WS);2020;78.0;79.0
3053;Zuiveringsheffing huishoudens;Hoogheemraadschap van Rijnland (WS);2021;84.0;83.0
3054;Zuiveringsheffing huishoudens;Hoogheemraadschap van Rijnland (WS);2022;86.0;85.0
3055;Zuiveringsheffing huishoudens;Hoogheemraadschap van Rijnland (WS);2023;90.0;91.0
3056;Zuiveringsheffing huishoudens;Hoogheemraadschap van Rijnland (WS);2024;104.0;
3057;Zuiveringsheffing huishoudens;Hoogheemraadschap van Rijnland (WS);2025;125.0;
3058;Zuiveringsheffing huishoudens;Waterschap Rivierenland (WS);2015;51.0;52.0
3059;Zuiveringsheffing huishoudens;Waterschap Rivierenland (WS);2016;52.0;53.0
3060;Zuiveringsheffing huishoudens;Waterschap Rivierenland (WS);2017;52.0;52.0
3061;Zuiveringsheffing huishoudens;Waterschap Rivierenland (WS);2018;53.0;53.0
3062;Zuiveringsheffing huishoudens;Waterschap Rivierenland (WS);2019;53.0;53.0
3063;Zuiveringsheffing huishoudens;Waterschap Rivierenland (WS);2020;55.0;55.0
3064;Zuiveringsheffing huishoudens;Waterschap Rivierenland (WS);2021;57.0;57.0
3065;Zuiveringsheffing huishoudens;Waterschap Rivierenland (WS);2022;60.0;60.0
3066;Zuiveringsheffing huishoudens;Waterschap Rivierenland (WS);2023;67.0;67.0
3067;Zuiveringsheffing huishoudens;Waterschap Rivierenland (WS);2024;70.0;
3068;Zuiveringsheffing huishoudens;Waterschap Rivierenland (WS);2025;72.0;
3069;Zuiveringsheffing huishoudens;Hhs De Stichtse Rijnlanden (WS);2015;44.0;45.0
3070;Zuiveringsheffing huishoudens;Hhs De Stichtse Rijnlanden (WS);2016;46.0;47.0
3071;Zuiveringsheffing huishoudens;Hhs De Stichtse Rijnlanden (WS);2017;47.0;49.0
3072;Zuiveringsheffing huishoudens;Hhs De Stichtse Rijnlanden (WS);2018;49.0;48.0
3073;Zuiveringsheffing huishoudens;Hhs De Stichtse Rijnlanden (WS);2019;50.0;52.0
3074;Zuiveringsheffing huishoudens;Hhs De Stichtse Rijnlanden (WS);2020;49.0;52.0
3075;Zuiveringsheffing huishoudens;Hhs De Stichtse Rijnlanden (WS);2021;52.0;52.0
3076;Zuiveringsheffing huishoudens;Hhs De Stichtse Rijnlanden (WS);2022;51.0;51.0
3077;Zuiveringsheffing huishoudens;Hhs De Stichtse Rijnlanden (WS);2023;53.0;52.0
3078;Zuiveringsheffing huishoudens;Hhs De Stichtse Rijnlanden (WS);2024;55.0;
3079;Zuiveringsheffing huishoudens;Hhs De Stichtse Rijnlanden (WS);2025;61.0;
3080;Zuiveringsheffing huishoudens;Waterschap Peel en Maasvallei (WS);2015;19.0;19.0
3081;Zuiveringsheffing huishoudens;Waterschap Peel en Maasvallei (WS);2016;19.0;19.0
3082;Zuiveringsheffing huishoudens;Waterschap Peel en Maasvallei (WS);2017;;
3083;Zuiveringsheffing huishoudens;Waterschap Peel en Maasvallei (WS);2018;;
3084;Zuiveringsheffing huishoudens;Waterschap Peel en Maasvallei (WS);2019;;
3085;Zuiveringsheffing huishoudens;Waterschap Peel en Maasvallei (WS);2020;;
3086;Zuiveringsheffing huishoudens;Waterschap Peel en Maasvallei (WS);2021;;
3087;Zuiveringsheffing huishoudens;Waterschap Peel en Maasvallei (WS);2022;;
3088;Zuiveringsheffing huishoudens;Waterschap Peel en Maasvallei (WS);2023;;
3089;Zuiveringsheffing huishoudens;Waterschap Peel en Maasvallei (WS);2024;;
3090;Zuiveringsheffing huishoudens;Waterschap Peel en Maasvallei (WS);2025;;
3091;Zuiveringsheffing huishoudens;Waterschap Hunze en Aa's (WS);2015;32.0;32.0
3092;Zuiveringsheffing huishoudens;Waterschap Hunze en Aa's (WS);2016;33.0;32.0
3093;Zuiveringsheffing huishoudens;Waterschap Hunze en Aa's (WS);2017;31.0;32.0
3094;Zuiveringsheffing huishoudens;Waterschap Hunze en Aa's (WS);2018;30.0;30.0
3095;Zuiveringsheffing huishoudens;Waterschap Hunze en Aa's (WS);2019;31.0;31.0
3096;Zuiveringsheffing huishoudens;Waterschap Hunze en Aa's (WS);2020;31.0;31.0
3097;Zuiveringsheffing huishoudens;Waterschap Hunze en Aa's (WS);2021;31.0;32.0
3098;Zuiveringsheffing huishoudens;Waterschap Hunze en Aa's (WS);2022;31.0;32.0
3099;Zuiveringsheffing huishoudens;Waterschap Hunze en Aa's (WS);2023;32.0;32.0
3100;Zuiveringsheffing huishoudens;Waterschap Hunze en Aa's (WS);2024;35.0;
3101;Zuiveringsheffing huishoudens;Waterschap Hunze en Aa's (WS);2025;36.0;
3102;Zuiveringsheffing huishoudens;Waterschap Noorderzijlvest (WS);2015;21.0;21.0
3103;Zuiveringsheffing huishoudens;Waterschap Noorderzijlvest (WS);2016;21.0;21.0
3104;Zuiveringsheffing huishoudens;Waterschap Noorderzijlvest (WS);2017;21.0;21.0
3105;Zuiveringsheffing huishoudens;Waterschap Noorderzijlvest (WS);2018;21.0;21.0
3106;Zuiveringsheffing huishoudens;Waterschap Noorderzijlvest (WS);2019;22.0;22.0
3107;Zuiveringsheffing huishoudens;Waterschap Noorderzijlvest (WS);2020;22.0;22.0
3108;Zuiveringsheffing huishoudens;Waterschap Noorderzijlvest (WS);2021;23.0;23.0
3109;Zuiveringsheffing huishoudens;Waterschap Noorderzijlvest (WS);2022;24.0;24.0
3110;Zuiveringsheffing huishoudens;Waterschap Noorderzijlvest (WS);2023;27.0;27.0
3111;Zuiveringsheffing huishoudens;Waterschap Noorderzijlvest (WS);2024;30.0;
3112;Zuiveringsheffing huishoudens;Waterschap Noorderzijlvest (WS);2025;31.0;
3113;Zuiveringsheffing huishoudens;Waterschap Reest en Wieden (WS);2015;14.0;13.0
3114;Zuiveringsheffing huishoudens;Waterschap Reest en Wieden (WS);2016;;
3115;Zuiveringsheffing huishoudens;Waterschap Reest en Wieden (WS);2017;;
3116;Zuiveringsheffing huishoudens;Waterschap Reest en Wieden (WS);2018;;
3117;Zuiveringsheffing huishoudens;Waterschap Reest en Wieden (WS);2019;;
3118;Zuiveringsheffing huishoudens;Waterschap Reest en Wieden (WS);2020;;
3119;Zuiveringsheffing huishoudens;Waterschap Reest en Wieden (WS);2021;;
3120;Zuiveringsheffing huishoudens;Waterschap Reest en Wieden (WS);2022;;
3121;Zuiveringsheffing huishoudens;Waterschap Reest en Wieden (WS);2023;;
3122;Zuiveringsheffing huishoudens;Waterschap Reest en Wieden (WS);2024;;
3123;Zuiveringsheffing huishoudens;Waterschap Reest en Wieden (WS);2025;;
3124;Zuiveringsheffing huishoudens;Waterschap Zuiderzeeland (WS);2015;22.0;22.0
3125;Zuiveringsheffing huishoudens;Waterschap Zuiderzeeland (WS);2016;22.0;22.0
3126;Zuiveringsheffing huishoudens;Waterschap Zuiderzeeland (WS);2017;22.0;21.0
3127;Zuiveringsheffing huishoudens;Waterschap Zuiderzeeland (WS);2018;22.0;23.0
3128;Zuiveringsheffing huishoudens;Waterschap Zuiderzeeland (WS);2019;23.0;23.0
3129;Zuiveringsheffing huishoudens;Waterschap Zuiderzeeland (WS);2020;24.0;24.0
3130;Zuiveringsheffing huishoudens;Waterschap Zuiderzeeland (WS);2021;25.0;25.0
3131;Zuiveringsheffing huishoudens;Waterschap Zuiderzeeland (WS);2022;26.0;26.0
3132;Zuiveringsheffing huishoudens;Waterschap Zuiderzeeland (WS);2023;28.0;28.0
3133;Zuiveringsheffing huishoudens;Waterschap Zuiderzeeland (WS);2024;30.0;
3134;Zuiveringsheffing huishoudens;Waterschap Zuiderzeeland (WS);2025;33.0;
3135;Zuiveringsheffing huishoudens;Hhs Hollands Noorderkwartier (WS);2015;67.0;67.0
3136;Zuiveringsheffing huishoudens;Hhs Hollands Noorderkwartier (WS);2016;70.0;68.0
3137;Zuiveringsheffing huishoudens;Hhs Hollands Noorderkwartier (WS);2017;68.0;66.0
3138;Zuiveringsheffing huishoudens;Hhs Hollands Noorderkwartier (WS);2018;63.0;62.0
3139;Zuiveringsheffing huishoudens;Hhs Hollands Noorderkwartier (WS);2019;63.0;63.0
3140;Zuiveringsheffing huishoudens;Hhs Hollands Noorderkwartier (WS);2020;65.0;65.0
3141;Zuiveringsheffing huishoudens;Hhs Hollands Noorderkwartier (WS);2021;66.0;66.0
3142;Zuiveringsheffing huishoudens;Hhs Hollands Noorderkwartier (WS);2022;69.0;69.0
3143;Zuiveringsheffing huishoudens;Hhs Hollands Noorderkwartier (WS);2023;75.0;74.0
3144;Zuiveringsheffing huishoudens;Hhs Hollands Noorderkwartier (WS);2024;84.0;
3145;Zuiveringsheffing huishoudens;Hhs Hollands Noorderkwartier (WS);2025;96.0;
3146;Zuiveringsheffing huishoudens;Waterschap Brabantse Delta (WS);2015;43.0;43.0
3147;Zuiveringsheffing huishoudens;Waterschap Brabantse Delta (WS);2016;43.0;44.0
3148;Zuiveringsheffing huishoudens;Waterschap Brabantse Delta (WS);2017;43.0;44.0
3149;Zuiveringsheffing huishoudens;Waterschap Brabantse Delta (WS);2018;44.0;44.0
3150;Zuiveringsheffing huishoudens;Waterschap Brabantse Delta (WS);2019;46.0;47.0
3151;Zuiveringsheffing huishoudens;Waterschap Brabantse Delta (WS);2020;49.0;49.0
3152;Zuiveringsheffing huishoudens;Waterschap Brabantse Delta (WS);2021;51.0;51.0
3153;Zuiveringsheffing huishoudens;Waterschap Brabantse Delta (WS);2022;53.0;53.0
3154;Zuiveringsheffing huishoudens;Waterschap Brabantse Delta (WS);2023;59.0;59.0
3155;Zuiveringsheffing huishoudens;Waterschap Brabantse Delta (WS);2024;64.0;
3156;Zuiveringsheffing huishoudens;Waterschap Brabantse Delta (WS);2025;68.0;
3157;Zuiveringsheffing huishoudens;Wetterskip Fryslân (WS);2015;36.0;35.0
3158;Zuiveringsheffing huishoudens;Wetterskip Fryslân (WS);2016;36.0;36.0
3159;Zuiveringsheffing huishoudens;Wetterskip Fryslân (WS);2017;36.0;36.0
3160;Zuiveringsheffing huishoudens;Wetterskip Fryslân (WS);2018;36.0;36.0
3161;Zuiveringsheffing huishoudens;Wetterskip Fryslân (WS);2019;36.0;36.0
3162;Zuiveringsheffing huishoudens;Wetterskip Fryslân (WS);2020;37.0;37.0
3163;Zuiveringsheffing huishoudens;Wetterskip Fryslân (WS);2021;38.0;38.0
3164;Zuiveringsheffing huishoudens;Wetterskip Fryslân (WS);2022;39.0;40.0
3165;Zuiveringsheffing huishoudens;Wetterskip Fryslân (WS);2023;39.0;38.0
3166;Zuiveringsheffing huishoudens;Wetterskip Fryslân (WS);2024;45.0;
3167;Zuiveringsheffing huishoudens;Wetterskip Fryslân (WS);2025;47.0;
3168;Zuiveringsheffing huishoudens;Waterschap Aa en Maas (WS);2015;35.0;34.0
3169;Zuiveringsheffing huishoudens;Waterschap Aa en Maas (WS);2016;35.0;35.0
3170;Zuiveringsheffing huishoudens;Waterschap Aa en Maas (WS);2017;35.0;37.0
3171;Zuiveringsheffing huishoudens;Waterschap Aa en Maas (WS);2018;36.0;39.0
3172;Zuiveringsheffing huishoudens;Waterschap Aa en Maas (WS);2019;37.0;37.0
3173;Zuiveringsheffing huishoudens;Waterschap Aa en Maas (WS);2020;38.0;38.0
3174;Zuiveringsheffing huishoudens;Waterschap Aa en Maas (WS);2021;39.0;38.0
3175;Zuiveringsheffing huishoudens;Waterschap Aa en Maas (WS);2022;40.0;41.0
3176;Zuiveringsheffing huishoudens;Waterschap Aa en Maas (WS);2023;43.0;42.0
3177;Zuiveringsheffing huishoudens;Waterschap Aa en Maas (WS);2024;44.0;
3178;Zuiveringsheffing huishoudens;Waterschap Aa en Maas (WS);2025;49.0;
3179;Zuiveringsheffing huishoudens;Waterschap Hollandse Delta (WS);2015;58.0;55.0
3180;Zuiveringsheffing huishoudens;Waterschap Hollandse Delta (WS);2016;52.0;51.0
3181;Zuiveringsheffing huishoudens;Waterschap Hollandse Delta (WS);2017;52.0;51.0
3182;Zuiveringsheffing huishoudens;Waterschap Hollandse Delta (WS);2018;52.0;53.0
3183;Zuiveringsheffing huishoudens;Waterschap Hollandse Delta (WS);2019;55.0;55.0
3184;Zuiveringsheffing huishoudens;Waterschap Hollandse Delta (WS);2020;61.0;62.0
3185;Zuiveringsheffing huishoudens;Waterschap Hollandse Delta (WS);2021;66.0;66.0
3186;Zuiveringsheffing huishoudens;Waterschap Hollandse Delta (WS);2022;69.0;67.0
3187;Zuiveringsheffing huishoudens;Waterschap Hollandse Delta (WS);2023;75.0;73.0
3188;Zuiveringsheffing huishoudens;Waterschap Hollandse Delta (WS);2024;78.0;
3189;Zuiveringsheffing huishoudens;Waterschap Hollandse Delta (WS);2025;89.0;
3190;Zuiveringsheffing huishoudens;Hhs van Schieland en Krimpenerwaard (WS);2015;33.0;33.0
3191;Zuiveringsheffing huishoudens;Hhs van Schieland en Krimpenerwaard (WS);2016;33.0;33.0
3192;Zuiveringsheffing huishoudens;Hhs van Schieland en Krimpenerwaard (WS);2017;31.0;32.0
3193;Zuiveringsheffing huishoudens;Hhs van Schieland en Krimpenerwaard (WS);2018;31.0;31.0
3194;Zuiveringsheffing huishoudens;Hhs van Schieland en Krimpenerwaard (WS);2019;30.0;30.0
3195;Zuiveringsheffing huishoudens;Hhs van Schieland en Krimpenerwaard (WS);2020;30.0;31.0
3196;Zuiveringsheffing huishoudens;Hhs van Schieland en Krimpenerwaard (WS);2021;32.0;32.0
3197;Zuiveringsheffing huishoudens;Hhs van Schieland en Krimpenerwaard (WS);2022;33.0;32.0
3198;Zuiveringsheffing huishoudens;Hhs van Schieland en Krimpenerwaard (WS);2023;42.0;43.0
3199;Zuiveringsheffing huishoudens;Hhs van Schieland en Krimpenerwaard (WS);2024;45.0;
3200;Zuiveringsheffing huishoudens;Hhs van Schieland en Krimpenerwaard (WS);2025;48.0;
3201;Zuiveringsheffing huishoudens;Waterschap Scheldestromen (WS);2015;24.0;23.0
