ID;ProvincialTasks;Regions;Periods;Revenues_1;Expenditure_2;Balance_3;Revenues_4;Expenditure_5;Balance_6
7103;Logistics;Drenthe (PV);2019;0.0;0.0;0.0;0;0;0
7104;Logistics;Drenthe (PV);2020;0.0;0.0;0.0;0;0;0
7105;Logistics;Drenthe (PV);2021;0.0;0.0;0.0;0;0;0
7106;Logistics;Drenthe (PV);2022;0.0;0.0;0.0;0;0;0
7107;Logistics;Drenthe (PV);2023;0.0;0.0;0.0;0;0;0
7108;Logistics;Drenthe (PV);2024;0.0;0.0;0.0;0;0;0
7109;Logistics;Drenthe (PV);2025;0.0;0.0;0.0;0;0;0
7110;Logistics;Overijssel (PV);2017;0.0;0.4;-0.4;0;0;0
7111;Logistics;Overijssel (PV);2018;0.0;2.0;-2.0;0;2;-2
7112;Logistics;Overijssel (PV);2019;0.0;3.7;-3.7;0;3;-3
7113;Logistics;Overijssel (PV);2020;0.0;3.2;-3.2;0;3;-3
7114;Logistics;Overijssel (PV);2021;0.0;4.0;-4.0;0;3;-3
7115;Logistics;Overijssel (PV);2022;0.0;3.0;-3.0;0;3;-3
7116;Logistics;Overijssel (PV);2023;0.0;2.6;-2.6;0;2;-2
7117;Logistics;Overijssel (PV);2024;0.0;1.3;-1.3;0;1;-1
7118;Logistics;Overijssel (PV);2025;0.0;1.9;-1.9;0;2;-2
7119;Logistics;Flevoland (PV);2017;0.0;0.3;-0.3;0;1;-1
7120;Logistics;Flevoland (PV);2018;0.4;0.8;-0.4;1;2;-1
7121;Logistics;Flevoland (PV);2019;0.4;0.6;-0.3;1;2;-1
7122;Logistics;Flevoland (PV);2020;0.4;0.4;-0.1;1;1;0
7123;Logistics;Flevoland (PV);2021;0.4;0.5;-0.1;1;1;0
7124;Logistics;Flevoland (PV);2022;0.4;0.2;0.1;1;0;0
7125;Logistics;Flevoland (PV);2023;0.7;0.2;0.5;2;1;1
7126;Logistics;Flevoland (PV);2024;0.4;0.1;0.2;1;0;0
7127;Logistics;Flevoland (PV);2025;0.4;0.0;0.4;1;0;1
7128;Logistics;Gelderland (PV);2017;0.0;0.7;-0.7;0;0;0
7129;Logistics;Gelderland (PV);2018;0.0;0.7;-0.7;0;0;0
7130;Logistics;Gelderland (PV);2019;0.0;0.7;-0.7;0;0;0
7131;Logistics;Gelderland (PV);2020;0.0;0.6;-0.6;0;0;0
7132;Logistics;Gelderland (PV);2021;0.0;0.6;-0.6;0;0;0
7133;Logistics;Gelderland (PV);2022;0.0;0.6;-0.6;0;0;0
7134;Logistics;Gelderland (PV);2023;1.0;2.7;-1.7;0;1;-1
7135;Logistics;Gelderland (PV);2024;0.8;2.7;-1.9;0;1;-1
7136;Logistics;Gelderland (PV);2025;0.0;1.5;-1.5;0;1;-1
7137;Logistics;Utrecht (PV);2017;0.0;0.0;0.0;0;0;0
7138;Logistics;Utrecht (PV);2018;0.0;0.0;0.0;0;0;0
7139;Logistics;Utrecht (PV);2019;0.0;0.0;0.0;0;0;0
7140;Logistics;Utrecht (PV);2020;0.0;0.0;0.0;0;0;0
7141;Logistics;Utrecht (PV);2021;0.0;0.0;0.0;0;0;0
7142;Logistics;Utrecht (PV);2022;0.0;0.0;0.0;0;0;0
7143;Logistics;Utrecht (PV);2023;0.0;0.0;0.0;0;0;0
7144;Logistics;Utrecht (PV);2024;0.0;0.0;0.0;0;0;0
7145;Logistics;Utrecht (PV);2025;0.0;0.0;0.0;0;0;0
7146;Logistics;Noord-Holland (PV);2017;0.0;0.8;-0.8;0;0;0
7147;Logistics;Noord-Holland (PV);2018;0.0;4.1;-4.1;0;1;-1
7148;Logistics;Noord-Holland (PV);2019;0.5;10.5;-10.0;0;4;-4
7149;Logistics;Noord-Holland (PV);2020;0.5;6.7;-6.2;0;2;-2
7150;Logistics;Noord-Holland (PV);2021;0.5;7.6;-7.1;0;3;-2
7151;Logistics;Noord-Holland (PV);2022;0.2;7.4;-7.2;0;3;-2
7152;Logistics;Noord-Holland (PV);2023;0.0;8.3;-8.3;0;3;-3
7153;Logistics;Noord-Holland (PV);2024;0.1;7.8;-7.7;0;3;-3
7154;Logistics;Noord-Holland (PV);2025;0.3;8.2;-7.9;0;3;-3
7155;Logistics;Zuid-Holland (PV);2017;0.0;0.0;0.0;0;0;0
7156;Logistics;Zuid-Holland (PV);2018;0.0;0.0;0.0;0;0;0
7157;Logistics;Zuid-Holland (PV);2019;0.0;0.0;0.0;0;0;0
7158;Logistics;Zuid-Holland (PV);2020;0.0;0.0;0.0;0;0;0
7159;Logistics;Zuid-Holland (PV);2021;0.0;0.0;0.0;0;0;0
7160;Logistics;Zuid-Holland (PV);2022;0.0;0.0;0.0;0;0;0
7161;Logistics;Zuid-Holland (PV);2023;0.0;0.0;0.0;0;0;0
7162;Logistics;Zuid-Holland (PV);2024;0.0;0.0;0.0;0;0;0
7163;Logistics;Zuid-Holland (PV);2025;0.0;0.0;0.0;0;0;0
7164;Logistics;Zeeland (PV);2017;0.0;3.0;-3.0;0;8;-8
7165;Logistics;Zeeland (PV);2018;0.0;0.5;-0.5;0;1;-1
7166;Logistics;Zeeland (PV);2019;0.0;2.0;-2.0;0;5;-5
7167;Logistics;Zeeland (PV);2020;0.0;2.3;-2.3;0;6;-6
7168;Logistics;Zeeland (PV);2021;0.0;2.0;-2.0;0;5;-5
7169;Logistics;Zeeland (PV);2022;0.0;2.3;-2.3;0;6;-6
7170;Logistics;Zeeland (PV);2023;0.0;4.6;-4.6;0;12;-12
7171;Logistics;Zeeland (PV);2024;0.0;4.6;-4.6;0;12;-12
7172;Logistics;Zeeland (PV);2025;0.2;1.5;-1.3;0;4;-3
7173;Logistics;Noord-Brabant (PV);2017;0.0;0.0;0.0;0;0;0
7174;Logistics;Noord-Brabant (PV);2018;0.0;0.0;0.0;0;0;0
7175;Logistics;Noord-Brabant (PV);2019;0.0;0.1;-0.1;0;0;0
7176;Logistics;Noord-Brabant (PV);2020;0.0;0.0;0.0;0;0;0
7177;Logistics;Noord-Brabant (PV);2021;0.0;2.5;-2.5;0;1;-1
7178;Logistics;Noord-Brabant (PV);2022;0.0;0.4;-0.4;0;0;0
7179;Logistics;Noord-Brabant (PV);2023;0.0;0.4;-0.4;0;0;0
7180;Logistics;Noord-Brabant (PV);2024;0.0;0.4;-0.4;0;0;0
7181;Logistics;Noord-Brabant (PV);2025;0.0;0.3;-0.3;0;0;0
7182;Logistics;Limburg (PV);2017;26.0;26.9;-0.9;23;24;-1
7183;Logistics;Limburg (PV);2018;0.5;6.2;-5.8;0;6;-5
7184;Logistics;Limburg (PV);2019;0.5;9.1;-8.6;0;8;-8
7185;Logistics;Limburg (PV);2020;0.5;2.6;-2.1;0;2;-2
7186;Logistics;Limburg (PV);2021;0.5;1.0;-0.6;0;1;0
7187;Logistics;Limburg (PV);2022;0.5;0.9;-0.4;0;1;0
7188;Logistics;Limburg (PV);2023;0.6;10.0;-9.4;0;9;-8
7189;Logistics;Limburg (PV);2024;0.6;1.1;-0.5;1;1;0
7190;Logistics;Limburg (PV);2025;0.6;0.1;0.5;1;0;0
7191;Knowledge and innovation;The Netherlands;2017;21.0;152.1;-131.1;1;9;-8
7192;Knowledge and innovation;The Netherlands;2018;12.5;191.4;-178.9;1;11;-10
7193;Knowledge and innovation;The Netherlands;2019;12.1;168.1;-156.1;1;10;-9
7194;Knowledge and innovation;The Netherlands;2020;16.1;171.9;-155.8;1;10;-9
7195;Knowledge and innovation;The Netherlands;2021;21.5;175.8;-154.3;1;10;-9
7196;Knowledge and innovation;The Netherlands;2022;60.9;234.7;-173.8;3;13;-10
7197;Knowledge and innovation;The Netherlands;2023;89.2;254.5;-165.3;5;14;-9
7198;Knowledge and innovation;The Netherlands;2024;35.7;179.2;-143.6;2;10;-8
7199;Knowledge and innovation;The Netherlands;2025;34.7;183.5;-148.8;2;10;-8
7200;Knowledge and innovation;Noord-Nederland (LD);2017;0.3;36.6;-36.3;0;21;-21
7201;Knowledge and innovation;Noord-Nederland (LD);2018;0.8;48.8;-48.0;0;28;-28
7202;Knowledge and innovation;Noord-Nederland (LD);2019;0.3;51.2;-50.9;0;30;-30
7203;Knowledge and innovation;Noord-Nederland (LD);2020;1.0;50.7;-49.7;1;29;-29
7204;Knowledge and innovation;Noord-Nederland (LD);2021;2.2;33.3;-31.1;1;19;-18
7205;Knowledge and innovation;Noord-Nederland (LD);2022;12.7;49.0;-36.3;7;28;-21
7206;Knowledge and innovation;Noord-Nederland (LD);2023;19.4;50.3;-30.9;11;29;-18
7207;Knowledge and innovation;Noord-Nederland (LD);2024;8.4;40.1;-31.6;5;23;-18
7208;Knowledge and innovation;Noord-Nederland (LD);2025;7.0;36.8;-29.9;4;21;-17
7209;Knowledge and innovation;Oost-Nederland (LD);2017;20.0;51.7;-31.7;6;14;-9
7210;Knowledge and innovation;Oost-Nederland (LD);2018;11.4;42.4;-31.0;3;12;-9
7211;Knowledge and innovation;Oost-Nederland (LD);2019;11.6;32.9;-21.3;3;9;-6
7212;Knowledge and innovation;Oost-Nederland (LD);2020;15.0;59.5;-44.5;4;16;-12
7213;Knowledge and innovation;Oost-Nederland (LD);2021;16.7;67.6;-50.9;5;18;-14
7214;Knowledge and innovation;Oost-Nederland (LD);2022;37.0;94.0;-57.0;10;25;-15
7215;Knowledge and innovation;Oost-Nederland (LD);2023;62.0;107.6;-45.6;16;29;-12
7216;Knowledge and innovation;Oost-Nederland (LD);2024;21.8;62.3;-40.5;6;16;-11
7217;Knowledge and innovation;Oost-Nederland (LD);2025;21.5;60.4;-38.9;6;16;-10
7218;Knowledge and innovation;West-Nederland (LD);2017;0.0;18.5;-18.5;0;2;-2
7219;Knowledge and innovation;West-Nederland (LD);2018;0.0;56.9;-56.8;0;7;-7
7220;Knowledge and innovation;West-Nederland (LD);2019;0.0;45.9;-45.8;0;6;-6
7221;Knowledge and innovation;West-Nederland (LD);2020;0.0;43.5;-43.5;0;5;-5
7222;Knowledge and innovation;West-Nederland (LD);2021;0.1;56.7;-56.7;0;7;-7
7223;Knowledge and innovation;West-Nederland (LD);2022;8.8;64.1;-55.3;1;8;-7
7224;Knowledge and innovation;West-Nederland (LD);2023;7.7;62.0;-54.3;1;7;-6
7225;Knowledge and innovation;West-Nederland (LD);2024;5.4;57.4;-52.0;1;7;-6
7226;Knowledge and innovation;West-Nederland (LD);2025;5.6;57.6;-52.0;1;7;-6
7227;Knowledge and innovation;Zuid-Nederland (LD);2017;0.7;45.4;-44.7;0;12;-12
7228;Knowledge and innovation;Zuid-Nederland (LD);2018;0.2;43.3;-43.1;0;12;-12
7229;Knowledge and innovation;Zuid-Nederland (LD);2019;0.2;38.2;-38.1;0;10;-10
7230;Knowledge and innovation;Zuid-Nederland (LD);2020;0.0;18.2;-18.2;0;5;-5
7231;Knowledge and innovation;Zuid-Nederland (LD);2021;2.6;18.2;-15.6;1;5;-4
7232;Knowledge and innovation;Zuid-Nederland (LD);2022;2.3;27.6;-25.3;1;7;-7
7233;Knowledge and innovation;Zuid-Nederland (LD);2023;0.0;34.6;-34.6;0;9;-9
7234;Knowledge and innovation;Zuid-Nederland (LD);2024;0.0;19.5;-19.5;0;5;-5
7235;Knowledge and innovation;Zuid-Nederland (LD);2025;0.6;28.7;-28.0;0;8;-7
7236;Knowledge and innovation;Groningen (PV);2017;0.3;30.9;-30.6;0;53;-52
7237;Knowledge and innovation;Groningen (PV);2018;0.8;36.6;-35.9;1;63;-61
7238;Knowledge and innovation;Groningen (PV);2019;0.2;28.3;-28.1;0;48;-48
7239;Knowledge and innovation;Groningen (PV);2020;1.0;29.5;-28.5;2;50;-49
7240;Knowledge and innovation;Groningen (PV);2021;2.2;13.4;-11.2;4;23;-19
7241;Knowledge and innovation;Groningen (PV);2022;12.7;32.2;-19.4;22;54;-33
7242;Knowledge and innovation;Groningen (PV);2023;19.1;32.6;-13.5;32;55;-23
7243;Knowledge and innovation;Groningen (PV);2024;8.2;27.1;-18.9;14;45;-31
7244;Knowledge and innovation;Groningen (PV);2025;4.6;21.7;-17.0;8;36;-28
7245;Knowledge and innovation;Fryslân (PV);2017;0.0;4.7;-4.7;0;7;-7
7246;Knowledge and innovation;Fryslân (PV);2018;0.0;8.1;-8.1;0;13;-13
7247;Knowledge and innovation;Fryslân (PV);2019;0.0;21.3;-21.3;0;33;-33
7248;Knowledge and innovation;Fryslân (PV);2020;0.0;19.8;-19.8;0;30;-30
7249;Knowledge and innovation;Fryslân (PV);2021;0.0;18.4;-18.4;0;28;-28
7250;Knowledge and innovation;Fryslân (PV);2022;0.0;15.4;-15.4;0;24;-24
7251;Knowledge and innovation;Fryslân (PV);2023;0.3;16.2;-15.9;0;25;-24
7252;Knowledge and innovation;Fryslân (PV);2024;0.3;11.4;-11.2;0;17;-17
7253;Knowledge and innovation;Fryslân (PV);2025;2.3;13.6;-11.2;4;20;-17
7254;Knowledge and innovation;Drenthe (PV);2017;0.0;1.0;-1.0;0;2;-2
7255;Knowledge and innovation;Drenthe (PV);2018;0.0;4.0;-4.0;0;8;-8
7256;Knowledge and innovation;Drenthe (PV);2019;0.0;1.6;-1.6;0;3;-3
7257;Knowledge and innovation;Drenthe (PV);2020;0.0;1.5;-1.5;0;3;-3
7258;Knowledge and innovation;Drenthe (PV);2021;0.0;1.5;-1.5;0;3;-3
7259;Knowledge and innovation;Drenthe (PV);2022;0.0;1.5;-1.5;0;3;-3
7260;Knowledge and innovation;Drenthe (PV);2023;0.0;1.5;-1.5;0;3;-3
7261;Knowledge and innovation;Drenthe (PV);2024;0.0;1.6;-1.6;0;3;-3
7262;Knowledge and innovation;Drenthe (PV);2025;0.0;1.6;-1.6;0;3;-3
7263;Knowledge and innovation;Overijssel (PV);2017;0.1;26.7;-26.6;0;23;-23
7264;Knowledge and innovation;Overijssel (PV);2018;0.1;23.5;-23.4;0;20;-20
7265;Knowledge and innovation;Overijssel (PV);2019;0.1;15.4;-15.3;0;13;-13
7266;Knowledge and innovation;Overijssel (PV);2020;0.1;7.5;-7.4;0;6;-6
7267;Knowledge and innovation;Overijssel (PV);2021;0.1;10.0;-9.9;0;9;-8
7268;Knowledge and innovation;Overijssel (PV);2022;0.1;12.8;-12.7;0;11;-11
7269;Knowledge and innovation;Overijssel (PV);2023;5.8;19.6;-13.7;5;17;-12
7270;Knowledge and innovation;Overijssel (PV);2024;0.1;7.6;-7.5;0;6;-6
7271;Knowledge and innovation;Overijssel (PV);2025;1.6;9.6;-8.0;1;8;-7
7272;Knowledge and innovation;Flevoland (PV);2017;0.0;1.7;-1.7;0;4;-4
7273;Knowledge and innovation;Flevoland (PV);2018;0.0;0.7;-0.7;0;2;-2
7274;Knowledge and innovation;Flevoland (PV);2019;0.0;1.0;-1.0;0;3;-3
7275;Knowledge and innovation;Flevoland (PV);2020;0.0;1.8;-1.8;0;4;-4
7276;Knowledge and innovation;Flevoland (PV);2021;0.0;1.4;-1.4;0;3;-3
7277;Knowledge and innovation;Flevoland (PV);2022;0.0;1.1;-1.1;0;3;-3
7278;Knowledge and innovation;Flevoland (PV);2023;0.0;0.8;-0.8;0;2;-2
7279;Knowledge and innovation;Flevoland (PV);2024;0.0;0.4;-0.4;0;1;-1
7280;Knowledge and innovation;Flevoland (PV);2025;0.1;0.4;-0.3;0;1;-1
7281;Knowledge and innovation;Gelderland (PV);2017;20.0;23.3;-3.4;10;11;-2
7282;Knowledge and innovation;Gelderland (PV);2018;11.3;18.2;-6.9;5;9;-3
7283;Knowledge and innovation;Gelderland (PV);2019;11.5;16.5;-4.9;6;8;-2
7284;Knowledge and innovation;Gelderland (PV);2020;14.9;50.2;-35.2;7;24;-17
7285;Knowledge and innovation;Gelderland (PV);2021;16.6;56.1;-39.6;8;27;-19
7286;Knowledge and innovation;Gelderland (PV);2022;36.9;80.1;-43.2;17;38;-20
7287;Knowledge and innovation;Gelderland (PV);2023;56.2;87.2;-31.0;26;41;-15
7288;Knowledge and innovation;Gelderland (PV);2024;21.7;54.3;-32.6;10;25;-15
7289;Knowledge and innovation;Gelderland (PV);2025;19.9;50.5;-30.6;9;23;-14
7290;Knowledge and innovation;Utrecht (PV);2017;0.0;5.7;-5.7;0;4;-4
7291;Knowledge and innovation;Utrecht (PV);2018;0.0;5.2;-5.2;0;4;-4
7292;Knowledge and innovation;Utrecht (PV);2019;0.0;8.6;-8.6;0;6;-6
7293;Knowledge and innovation;Utrecht (PV);2020;0.0;4.1;-4.1;0;3;-3
7294;Knowledge and innovation;Utrecht (PV);2021;0.1;6.3;-6.2;0;5;-5
7295;Knowledge and innovation;Utrecht (PV);2022;0.1;8.9;-8.9;0;7;-6
7296;Knowledge and innovation;Utrecht (PV);2023;0.1;6.8;-6.7;0;5;-5
7297;Knowledge and innovation;Utrecht (PV);2024;0.0;8.9;-8.9;0;6;-6
7298;Knowledge and innovation;Utrecht (PV);2025;0.0;8.4;-8.4;0;6;-6
7299;Knowledge and innovation;Noord-Holland (PV);2017;0.0;3.3;-3.3;0;1;-1
7300;Knowledge and innovation;Noord-Holland (PV);2018;0.0;25.6;-25.6;0;9;-9
7301;Knowledge and innovation;Noord-Holland (PV);2019;0.0;3.5;-3.5;0;1;-1
7302;Knowledge and innovation;Noord-Holland (PV);2020;0.0;6.0;-6.0;0;2;-2
7303;Knowledge and innovation;Noord-Holland (PV);2021;0.0;7.1;-7.1;0;2;-2
7304;Knowledge and innovation;Noord-Holland (PV);2022;0.0;8.3;-8.3;0;3;-3
7305;Knowledge and innovation;Noord-Holland (PV);2023;0.0;13.0;-13.0;0;4;-4
7306;Knowledge and innovation;Noord-Holland (PV);2024;0.0;11.5;-11.5;0;4;-4
7307;Knowledge and innovation;Noord-Holland (PV);2025;0.0;9.2;-9.2;0;3;-3
7308;Knowledge and innovation;Zuid-Holland (PV);2017;0.0;7.1;-7.1;0;2;-2
7309;Knowledge and innovation;Zuid-Holland (PV);2018;0.0;21.8;-21.8;0;6;-6
7310;Knowledge and innovation;Zuid-Holland (PV);2019;0.0;28.8;-28.8;0;8;-8
7311;Knowledge and innovation;Zuid-Holland (PV);2020;0.0;29.8;-29.8;0;8;-8
7312;Knowledge and innovation;Zuid-Holland (PV);2021;0.0;40.6;-40.6;0;11;-11
7313;Knowledge and innovation;Zuid-Holland (PV);2022;8.8;41.8;-33.0;2;11;-9
7314;Knowledge and innovation;Zuid-Holland (PV);2023;7.7;37.5;-29.8;2;10;-8
7315;Knowledge and innovation;Zuid-Holland (PV);2024;5.4;32.5;-27.0;1;8;-7
7316;Knowledge and innovation;Zuid-Holland (PV);2025;4.1;30.6;-26.6;1;8;-7
7317;Knowledge and innovation;Zeeland (PV);2017;0.0;2.5;-2.5;0;7;-6
7318;Knowledge and innovation;Zeeland (PV);2018;0.0;4.2;-4.1;0;11;-11
7319;Knowledge and innovation;Zeeland (PV);2019;0.0;4.9;-4.9;0;13;-13
7320;Knowledge and innovation;Zeeland (PV);2020;0.0;3.6;-3.5;0;9;-9
7321;Knowledge and innovation;Zeeland (PV);2021;0.0;2.8;-2.8;0;7;-7
7322;Knowledge and innovation;Zeeland (PV);2022;0.0;5.1;-5.1;0;13;-13
7323;Knowledge and innovation;Zeeland (PV);2023;0.0;4.8;-4.8;0;12;-12
7324;Knowledge and innovation;Zeeland (PV);2024;0.0;4.5;-4.5;0;12;-12
7325;Knowledge and innovation;Zeeland (PV);2025;1.5;9.4;-7.9;4;24;-20
7326;Knowledge and innovation;Noord-Brabant (PV);2017;0.0;9.9;-9.9;0;4;-4
7327;Knowledge and innovation;Noord-Brabant (PV);2018;0.0;10.3;-10.3;0;4;-4
7328;Knowledge and innovation;Noord-Brabant (PV);2019;0.0;5.5;-5.5;0;2;-2
7329;Knowledge and innovation;Noord-Brabant (PV);2020;0.0;3.1;-3.1;0;1;-1
7330;Knowledge and innovation;Noord-Brabant (PV);2021;0.0;4.2;-4.2;0;2;-2
7331;Knowledge and innovation;Noord-Brabant (PV);2022;0.5;9.5;-9.0;0;4;-3
7332;Knowledge and innovation;Noord-Brabant (PV);2023;0.0;19.5;-19.5;0;7;-7
7333;Knowledge and innovation;Noord-Brabant (PV);2024;0.0;3.8;-3.8;0;1;-1
7334;Knowledge and innovation;Noord-Brabant (PV);2025;0.0;4.8;-4.8;0;2;-2
7335;Knowledge and innovation;Limburg (PV);2017;0.6;35.5;-34.8;1;32;-31
7336;Knowledge and innovation;Limburg (PV);2018;0.2;33.1;-32.9;0;30;-29
7337;Knowledge and innovation;Limburg (PV);2019;0.2;32.7;-32.6;0;29;-29
7338;Knowledge and innovation;Limburg (PV);2020;0.0;15.1;-15.1;0;14;-14
7339;Knowledge and innovation;Limburg (PV);2021;2.6;14.0;-11.4;2;13;-10
7340;Knowledge and innovation;Limburg (PV);2022;1.8;18.1;-16.3;2;16;-15
7341;Knowledge and innovation;Limburg (PV);2023;0.0;15.0;-15.0;0;13;-13
7342;Knowledge and innovation;Limburg (PV);2024;0.0;15.7;-15.7;0;14;-14
7343;Knowledge and innovation;Limburg (PV);2025;0.6;23.9;-23.2;1;21;-20
7344;Recreation and tourism;The Netherlands;2017;13.7;89.1;-75.4;1;5;-4
7345;Recreation and tourism;The Netherlands;2018;42.2;120.6;-78.4;2;7;-5
7346;Recreation and tourism;The Netherlands;2019;11.9;91.3;-79.4;1;5;-5
7347;Recreation and tourism;The Netherlands;2020;14.5;85.1;-70.6;1;5;-4
7348;Recreation and tourism;The Netherlands;2021;13.0;84.7;-71.7;1;5;-4
7349;Recreation and tourism;The Netherlands;2022;12.3;95.3;-83.0;1;5;-5
7350;Recreation and tourism;The Netherlands;2023;15.5;91.5;-76.0;1;5;-4
7351;Recreation and tourism;The Netherlands;2024;8.6;82.9;-74.3;0;5;-4
7352;Recreation and tourism;The Netherlands;2025;16.7;94.0;-77.3;1;5;-4
7353;Recreation and tourism;Noord-Nederland (LD);2017;0.4;13.1;-12.7;0;8;-7
7354;Recreation and tourism;Noord-Nederland (LD);2018;0.5;15.4;-14.9;0;9;-9
7355;Recreation and tourism;Noord-Nederland (LD);2019;0.6;16.3;-15.7;0;9;-9
7356;Recreation and tourism;Noord-Nederland (LD);2020;2.7;16.7;-14.0;2;10;-8
7357;Recreation and tourism;Noord-Nederland (LD);2021;0.8;16.7;-15.9;0;10;-9
7358;Recreation and tourism;Noord-Nederland (LD);2022;1.1;22.8;-21.7;1;13;-12
7359;Recreation and tourism;Noord-Nederland (LD);2023;0.7;17.4;-16.6;0;10;-9
7360;Recreation and tourism;Noord-Nederland (LD);2024;1.1;14.0;-12.9;1;8;-7
7361;Recreation and tourism;Noord-Nederland (LD);2025;3.2;18.9;-15.7;2;11;-9
7362;Recreation and tourism;Oost-Nederland (LD);2017;0.0;10.3;-10.3;0;3;-3
7363;Recreation and tourism;Oost-Nederland (LD);2018;0.0;14.3;-14.3;0;4;-4
7364;Recreation and tourism;Oost-Nederland (LD);2019;5.3;15.0;-9.7;1;4;-3
7365;Recreation and tourism;Oost-Nederland (LD);2020;0.0;12.2;-12.2;0;3;-3
7366;Recreation and tourism;Oost-Nederland (LD);2021;0.0;13.0;-13.0;0;4;-4
7367;Recreation and tourism;Oost-Nederland (LD);2022;0.0;11.8;-11.8;0;3;-3
7368;Recreation and tourism;Oost-Nederland (LD);2023;0.1;12.3;-12.2;0;3;-3
7369;Recreation and tourism;Oost-Nederland (LD);2024;0.1;8.7;-8.6;0;2;-2
7370;Recreation and tourism;Oost-Nederland (LD);2025;0.0;8.9;-8.8;0;2;-2
7371;Recreation and tourism;West-Nederland (LD);2017;12.9;59.9;-47.0;2;7;-6
7372;Recreation and tourism;West-Nederland (LD);2018;40.8;85.7;-44.9;5;10;-5
7373;Recreation and tourism;West-Nederland (LD);2019;5.7;55.5;-49.8;1;7;-6
7374;Recreation and tourism;West-Nederland (LD);2020;11.5;55.0;-43.5;1;7;-5
7375;Recreation and tourism;West-Nederland (LD);2021;11.9;52.1;-40.2;1;6;-5
7376;Recreation and tourism;West-Nederland (LD);2022;10.9;57.8;-46.8;1;7;-6
7377;Recreation and tourism;West-Nederland (LD);2023;14.4;58.1;-43.7;2;7;-5
7378;Recreation and tourism;West-Nederland (LD);2024;7.2;57.7;-50.5;1;7;-6
7379;Recreation and tourism;West-Nederland (LD);2025;13.1;61.6;-48.5;2;7;-6
7380;Recreation and tourism;Zuid-Nederland (LD);2017;0.4;5.9;-5.5;0;2;-2
7381;Recreation and tourism;Zuid-Nederland (LD);2018;0.9;5.2;-4.3;0;1;-1
7382;Recreation and tourism;Zuid-Nederland (LD);2019;0.3;4.5;-4.2;0;1;-1
7383;Recreation and tourism;Zuid-Nederland (LD);2020;0.3;1.2;-0.9;0;0;0
7384;Recreation and tourism;Zuid-Nederland (LD);2021;0.3;3.0;-2.7;0;1;-1
7385;Recreation and tourism;Zuid-Nederland (LD);2022;0.3;3.0;-2.7;0;1;-1
7386;Recreation and tourism;Zuid-Nederland (LD);2023;0.3;3.8;-3.5;0;1;-1
7387;Recreation and tourism;Zuid-Nederland (LD);2024;0.3;2.5;-2.2;0;1;-1
7388;Recreation and tourism;Zuid-Nederland (LD);2025;0.3;4.6;-4.3;0;1;-1
7389;Recreation and tourism;Groningen (PV);2017;0.0;1.2;-1.2;0;2;-2
7390;Recreation and tourism;Groningen (PV);2018;0.1;2.5;-2.4;0;4;-4
7391;Recreation and tourism;Groningen (PV);2019;0.0;1.2;-1.2;0;2;-2
7392;Recreation and tourism;Groningen (PV);2020;0.0;1.6;-1.6;0;3;-3
7393;Recreation and tourism;Groningen (PV);2021;0.0;1.2;-1.2;0;2;-2
7394;Recreation and tourism;Groningen (PV);2022;0.4;2.3;-1.9;1;4;-3
7395;Recreation and tourism;Groningen (PV);2023;0.2;2.4;-2.2;0;4;-4
7396;Recreation and tourism;Groningen (PV);2024;0.4;3.1;-2.7;1;5;-5
7397;Recreation and tourism;Groningen (PV);2025;0.1;3.1;-3.0;0;5;-5
7398;Recreation and tourism;Fryslân (PV);2017;0.4;7.2;-6.8;1;11;-11
7399;Recreation and tourism;Fryslân (PV);2018;0.4;6.7;-6.3;1;10;-10
7400;Recreation and tourism;Fryslân (PV);2019;0.6;7.5;-6.9;1;12;-11
7401;Recreation and tourism;Fryslân (PV);2020;2.7;10.3;-7.7;4;16;-12
7402;Recreation and tourism;Fryslân (PV);2021;0.6;9.6;-9.1;1;15;-14
7403;Recreation and tourism;Fryslân (PV);2022;0.4;10.6;-10.2;1;16;-16
7404;Recreation and tourism;Fryslân (PV);2023;0.5;11.2;-10.7;1;17;-16
7405;Recreation and tourism;Fryslân (PV);2024;0.5;5.2;-4.7;1;8;-7
7406;Recreation and tourism;Fryslân (PV);2025;3.1;7.6;-4.5;5;11;-7
7407;Recreation and tourism;Drenthe (PV);2017;0.0;4.6;-4.6;0;9;-9
7408;Recreation and tourism;Drenthe (PV);2018;0.0;6.2;-6.2;0;13;-13
7409;Recreation and tourism;Drenthe (PV);2019;0.0;7.6;-7.6;0;15;-15
7410;Recreation and tourism;Drenthe (PV);2020;0.0;4.8;-4.8;0;10;-10
7411;Recreation and tourism;Drenthe (PV);2021;0.2;5.9;-5.6;0;12;-11
7412;Recreation and tourism;Drenthe (PV);2022;0.2;9.9;-9.6;0;20;-19
7413;Recreation and tourism;Drenthe (PV);2023;0.0;3.7;-3.7;0;7;-7
7414;Recreation and tourism;Drenthe (PV);2024;0.2;5.7;-5.4;0;11;-11
7415;Recreation and tourism;Drenthe (PV);2025;0.0;8.2;-8.2;0;16;-16
7416;Recreation and tourism;Overijssel (PV);2017;0.0;4.8;-4.8;0;4;-4
7417;Recreation and tourism;Overijssel (PV);2018;0.0;4.3;-4.3;0;4;-4
7418;Recreation and tourism;Overijssel (PV);2019;0.0;4.1;-4.1;0;4;-4
7419;Recreation and tourism;Overijssel (PV);2020;0.0;0.7;-0.7;0;1;-1
