ID;SBI93;Perioden;Bedrijven_1;WerkzamePersonenEindSeptember_2;WerkzamePersonenFTEEindSeptember_3;WerknemersOpDeEigenLoonlijst_4;WerknemersFTEOpDeEigenLoonlijst_5;BrutoLonenEnSalarissen_6;TotaleBedrijfsopbrengsten_7;TotaleNettoOmzet_8;Hoofdactiviteit_9;Nevenactiviteiten_10;Buitenland_11;Binnenland_12;OverigeBedrijfsopbrengsten_13;TotaleBedrijfslasten_14;InkoopwaardeOmzet_15;Arbeidskosten_16;AfschrijvingenOpVasteActiva_17;TotaleOverigeBedrijfslasten_18;Verkoopkosten_19;Communicatiekosten_20;KostenEnergieverbruik_21;KostenVanDienstverleningDoorDerden_22;OverigePersoneelskosten_23;KostenVervoermiddelen_24;Huisvestingskosten_25;KostenInventaris_26;NietEerderGenoemdeBedrijfslasten_27;Bedrijfsresultaat_28;SaldoFinancieleBatenEnLasten_29;FinancieleBaten_30;FinancieleLasten_31;SaldoVoorzieningen_32;OnttrekkingenVrijvalVanVoorzieningen_33;ToevoegingenAanVoorzieningen_34;SaldoBuitengewoneBatenEnLasten_35;BuitengewoneBaten_36;BuitengewoneLasten_37;ResultaatVoorBelastingen_38
136;5186 Grthnd.elektro-instrumenten,onderd.;2004;2085;;;;;788.0;11696.0;11596.0;11322.0;274.0;4132.0;7464.0;100.0;11284.0;9046.0;967.0;109.0;1162.0;194.0;44.0;14.0;191.0;90.0;88.0;136.0;25.0;381.0;412.0;-21.0;46.0;68.0;2.0;41.0;39.0;-53.0;82.0;135.0;340.0
137;5186 Grthnd.elektro-instrumenten,onderd.;2005;2090;24.7;22.2;22.7;20.3;859.0;12496.0;12399.0;12023.0;376.0;5086.0;7313.0;97.0;11947.0;9561.0;1045.0;98.0;1243.0;174.0;43.0;16.0;207.0;123.0;107.0;136.0;25.0;413.0;549.0;-27.0;58.0;85.0;0.0;22.0;22.0;-61.0;18.0;79.0;460.0
138;5187 Groothand.ov machines v.ind/handel;2000;3940;50.8;47.7;46.8;43.9;1449.0;12737.0;12675.0;12211.0;464.0;2829.0;9846.0;62.0;11947.0;8569.0;1774.0;210.0;1394.0;288.0;69.0;28.0;136.0;182.0;186.0;174.0;50.0;283.0;788.0;-4.0;114.0;117.0;-15.0;11.0;27.0;8.0;45.0;36.0;778.0
139;5187 Groothand.ov machines v.ind/handel;2001;4030;50.8;47.4;46.8;43.7;1456.0;12482.0;12389.0;11980.0;409.0;3107.0;9282.0;93.0;11795.0;8434.0;1777.0;198.0;1386.0;280.0;77.0;27.0;135.0;172.0;187.0;172.0;46.0;296.0;686.0;-24.0;114.0;138.0;-17.0;17.0;34.0;-23.0;29.0;50.0;622.0
140;5187 Groothand.ov machines v.ind/handel;2002;4080;52.4;48.4;49.0;45.3;1568.0;12391.0;12295.0;11916.0;379.0;2934.0;9361.0;96.0;11751.0;8094.0;1915.0;229.0;1513.0;301.0;75.0;27.0;206.0;186.0;207.0;196.0;52.0;255.0;639.0;-79.0;130.0;209.0;-13.0;25.0;38.0;-17.0;33.0;48.0;529.0
141;5187 Groothand.ov machines v.ind/handel;2003;4050;45.4;42.0;42.7;39.5;1439.0;12726.0;12600.0;12121.0;479.0;3977.0;8623.0;126.0;12034.0;8690.0;1754.0;213.0;1377.0;279.0;71.0;27.0;195.0;154.0;181.0;186.0;49.0;235.0;693.0;-9.0;111.0;120.0;-4.0;24.0;27.0;135.0;171.0;36.0;818.0
142;5187 Groothand.ov machines v.ind/handel;2004;4255;45.2;41.5;41.6;38.4;1442.0;12886.0;12786.0;12323.0;463.0;3716.0;9070.0;100.0;12121.0;8688.0;1756.0;221.0;1456.0;292.0;66.0;28.0;216.0;176.0;195.0;192.0;52.0;234.0;766.0;-38.0;73.0;109.0;-3.0;27.0;29.0;388.0;425.0;36.0;1114.0
143;5187 Groothand.ov machines v.ind/handel;2005;4245;47.7;43.1;44.3;40.2;1510.0;13791.0;13670.0;13313.0;357.0;3896.0;9774.0;121.0;12973.0;9371.0;1838.0;220.0;1544.0;300.0;69.0;31.0;226.0;199.0;207.0;208.0;46.0;255.0;820.0;-43.0;87.0;128.0;-8.0;18.0;26.0;662.0;703.0;41.0;1432.0
144;5187a Gh pompen en technische apparaten;2000;1705;25.1;23.5;23.0;21.6;699.0;6184.0;6157.0;5963.0;194.0;1393.0;4764.0;27.0;5797.0;4161.0;858.0;98.0;680.0;145.0;35.0;13.0;72.0;96.0;81.0;89.0;25.0;127.0;386.0;-25.0;32.0;56.0;-8.0;4.0;12.0;-2.0;18.0;19.0;352.0
145;5187a Gh pompen en technische apparaten;2001;1730;24.9;23.2;23.1;21.5;722.0;6211.0;6161.0;5965.0;196.0;1613.0;4548.0;50.0;5844.0;4150.0;885.0;91.0;718.0;141.0;40.0;14.0;72.0;89.0;81.0;87.0;22.0;174.0;366.0;-6.0;60.0;65.0;-4.0;4.0;8.0;-19.0;10.0;29.0;338.0
146;5187a Gh pompen en technische apparaten;2002;1765;23.9;22.2;22.3;20.8;736.0;5770.0;5715.0;5537.0;178.0;1512.0;4203.0;55.0;5456.0;3743.0;905.0;94.0;714.0;152.0;35.0;14.0;100.0;90.0;83.0;95.0;23.0;120.0;314.0;-17.0;44.0;61.0;-3.0;5.0;10.0;-19.0;9.0;28.0;275.0
147;5187a Gh pompen en technische apparaten;2003;1780;21.5;20.1;20.1;18.7;686.0;5802.0;5718.0;5540.0;178.0;1551.0;4167.0;84.0;5445.0;3816.0;844.0;94.0;691.0;152.0;34.0;14.0;101.0;80.0;75.0;94.0;23.0;117.0;358.0;-5.0;41.0;46.0;-3.0;5.0;9.0;-11.0;8.0;19.0;340.0
148;5187a Gh pompen en technische apparaten;2004;1870;21.6;19.7;19.9;18.3;706.0;6273.0;6227.0;5994.0;233.0;1837.0;4390.0;46.0;5814.0;4132.0;867.0;93.0;722.0;165.0;32.0;15.0;110.0;87.0;79.0;92.0;24.0;115.0;460.0;-7.0;35.0;41.0;2.0;11.0;9.0;3.0;20.0;17.0;458.0
149;5187a Gh pompen en technische apparaten;2005;1815;22.2;20.3;20.5;18.8;711.0;6404.0;6346.0;6256.0;90.0;1612.0;4734.0;58.0;5897.0;4146.0;873.0;96.0;782.0;170.0;33.0;15.0;106.0;99.0;87.0;103.0;22.0;144.0;508.0;-22.0;32.0;54.0;-4.0;4.0;9.0;14.0;26.0;12.0;495.0
150;5187b Gh in rest mach+app vr ind/handel;2000;2235;25.7;24.2;23.8;22.3;750.0;6553.0;6518.0;6248.0;270.0;1436.0;5082.0;35.0;6150.0;4408.0;916.0;112.0;714.0;143.0;34.0;15.0;64.0;86.0;105.0;85.0;25.0;156.0;402.0;21.0;82.0;61.0;-7.0;7.0;15.0;10.0;27.0;17.0;426.0
151;5187b Gh in rest mach+app vr ind/handel;2001;2300;25.9;24.2;23.7;22.2;734.0;6271.0;6228.0;6015.0;213.0;1494.0;4734.0;43.0;5951.0;4284.0;892.0;107.0;668.0;139.0;37.0;13.0;63.0;83.0;106.0;85.0;24.0;122.0;320.0;-18.0;54.0;73.0;-13.0;13.0;26.0;-4.0;19.0;21.0;284.0
152;5187b Gh in rest mach+app vr ind/handel;2002;2315;28.5;26.2;26.7;24.5;832.0;6621.0;6580.0;6379.0;201.0;1422.0;5158.0;41.0;6295.0;4351.0;1010.0;135.0;799.0;149.0;40.0;13.0;106.0;96.0;124.0;101.0;29.0;135.0;325.0;-62.0;86.0;148.0;-10.0;20.0;28.0;2.0;24.0;20.0;254.0
153;5187b Gh in rest mach+app vr ind/handel;2003;2270;23.9;21.9;22.6;20.8;753.0;6924.0;6882.0;6581.0;301.0;2426.0;4456.0;42.0;6589.0;4874.0;910.0;119.0;686.0;127.0;37.0;13.0;94.0;74.0;106.0;92.0;26.0;118.0;335.0;-4.0;70.0;74.0;-1.0;19.0;18.0;146.0;163.0;17.0;478.0
154;5187b Gh in rest mach+app vr ind/handel;2004;2385;23.6;21.8;21.7;20.1;736.0;6613.0;6559.0;6329.0;230.0;1879.0;4680.0;54.0;6307.0;4556.0;889.0;128.0;734.0;127.0;34.0;13.0;106.0;89.0;116.0;100.0;28.0;119.0;306.0;-31.0;38.0;68.0;-5.0;16.0;20.0;385.0;405.0;19.0;656.0
155;5187b Gh in rest mach+app vr ind/handel;2005;2430;25.5;22.8;23.8;21.4;799.0;7387.0;7324.0;7057.0;267.0;2284.0;5040.0;63.0;7076.0;5225.0;965.0;124.0;762.0;130.0;36.0;16.0;120.0;100.0;120.0;105.0;24.0;111.0;312.0;-21.0;55.0;74.0;-4.0;14.0;17.0;648.0;677.0;29.0;937.0
156;5181a Gh in rest machines en apparaten;2000;2035;19.3;18.1;17.0;15.8;453.0;5058.0;5031.0;4945.0;86.0;904.0;4127.0;27.0;4796.0;3739.0;555.0;85.0;417.0;94.0;22.0;14.0;47.0;38.0;57.0;61.0;20.0;68.0;261.0;-19.0;27.0;46.0;-10.0;4.0;14.0;6.0;15.0;10.0;239.0
157;5181a Gh in rest machines en apparaten;2001;2095;19.2;18.0;16.5;15.4;436.0;4938.0;4909.0;4834.0;75.0;932.0;3977.0;29.0;4706.0;3685.0;531.0;77.0;413.0;83.0;21.0;12.0;44.0;43.0;56.0;59.0;19.0;75.0;233.0;-26.0;25.0;51.0;-3.0;2.0;6.0;5.0;15.0;10.0;208.0
158;5181a Gh in rest machines en apparaten;2002;2050;18.3;17.0;16.0;14.8;437.0;4522.0;4504.0;4404.0;100.0;1012.0;3492.0;18.0;4341.0;3290.0;538.0;80.0;433.0;90.0;21.0;12.0;53.0;44.0;56.0;67.0;20.0;70.0;182.0;-34.0;23.0;58.0;-7.0;7.0;14.0;7.0;22.0;15.0;148.0
159;5181a Gh in rest machines en apparaten;2003;2055;17.8;16.1;15.8;14.2;452.0;4418.0;4391.0;4222.0;169.0;872.0;3519.0;27.0;4281.0;3218.0;559.0;75.0;429.0;80.0;21.0;12.0;57.0;46.0;59.0;67.0;19.0;68.0;137.0;-29.0;21.0;50.0;-5.0;7.0;13.0;-4.0;12.0;18.0;99.0
160;5181a Gh in rest machines en apparaten;2004;2130;17.2;15.4;15.3;13.9;443.0;4817.0;4787.0;4645.0;142.0;1160.0;3627.0;30.0;4625.0;3547.0;542.0;78.0;458.0;89.0;22.0;13.0;60.0;54.0;59.0;71.0;21.0;65.0;190.0;-36.0;19.0;55.0;-4.0;6.0;11.0;0.0;6.0;7.0;152.0
161;5181a Gh in rest machines en apparaten;2005;2105;17.0;15.2;15.5;13.9;453.0;5418.0;5379.0;5217.0;162.0;1463.0;3916.0;39.0;5153.0;4058.0;555.0;81.0;459.0;82.0;20.0;14.0;65.0;62.0;61.0;73.0;18.0;64.0;265.0;-9.0;36.0;44.0;-3.0;9.0;14.0;13.0;19.0;7.0;265.0
162;519 Groothand.alg assortiment+ov gespec.;2000;3925;25.8;22.2;21.8;18.7;523.0;7411.0;7378.0;7276.0;102.0;1301.0;6077.0;33.0;6932.0;5521.0;629.0;123.0;659.0;153.0;25.0;18.0;68.0;63.0;78.0;112.0;24.0;117.0;479.0;-31.0;40.0;71.0;-4.0;4.0;7.0;2.0;20.0;18.0;447.0
163;519 Groothand.alg assortiment+ov gespec.;2001;3830;27.9;23.8;23.8;20.0;594.0;7746.0;7700.0;7533.0;167.0;1061.0;6639.0;46.0;7286.0;5735.0;717.0;114.0;720.0;168.0;29.0;21.0;67.0;85.0;85.0;120.0;25.0;119.0;459.0;31.0;116.0;85.0;-1.0;9.0;10.0;-12.0;7.0;19.0;477.0
164;519 Groothand.alg assortiment+ov gespec.;2002;3830;26.4;21.9;23.4;18.9;576.0;8383.0;8361.0;8258.0;103.0;1081.0;7280.0;22.0;7937.0;6419.0;701.0;99.0;718.0;149.0;26.0;17.0;102.0;78.0;83.0;131.0;24.0;107.0;446.0;-22.0;37.0;59.0;-3.0;4.0;7.0;-6.0;11.0;17.0;415.0
165;519 Groothand.alg assortiment+ov gespec.;2003;3735;27.1;22.3;24.3;19.9;625.0;8629.0;8592.0;8422.0;170.0;1445.0;7147.0;37.0;8182.0;6517.0;761.0;103.0;801.0;158.0;30.0;22.0;116.0;91.0;85.0;149.0;27.0;123.0;447.0;-15.0;33.0;48.0;-2.0;3.0;6.0;-3.0;15.0;18.0;426.0
166;519 Groothand.alg assortiment+ov gespec.;2004;4030;24.8;20.3;22.8;18.8;630.0;7872.0;7827.0;7654.0;173.0;1545.0;6282.0;45.0;7423.0;5774.0;770.0;103.0;776.0;147.0;30.0;24.0;107.0;87.0;77.0;140.0;29.0;135.0;449.0;-20.0;31.0;52.0;-1.0;3.0;4.0;-5.0;14.0;19.0;422.0
167;519 Groothand.alg assortiment+ov gespec.;2005;4195;25.1;20.5;23.1;18.9;667.0;8165.0;8122.0;7948.0;174.0;1597.0;6525.0;43.0;7646.0;5917.0;820.0;101.0;808.0;151.0;31.0;25.0;110.0;92.0;81.0;148.0;27.0;141.0;519.0;-19.0;53.0;72.0;1.0;7.0;6.0;-4.0;10.0;14.0;498.0
