ID;Regions;Margins;SectorBranchesSBI2008;SeasonalAdjustment;Periods;BusinessConfidence_1;BusinessSituationPastThreeMonths_2;BusinessSituationNextThreeMonths_3;UncertaintyIndicatorBusinessClimate_4
88;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2019 May;;;;
89;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2019 June;;;;
90;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2019 July;1.2;0.4;2.0;
91;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2019 August;;;;
92;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2019 September;;;;
93;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2019 October;-3.7;-4.1;-3.4;
94;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2019 November;;;;
95;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2019 December;;;;
96;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2020 January;-0.6;-1.9;0.6;
97;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2020 February;;;;
98;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2020 March;;;;
99;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2020 April;-51.1;-33.7;-68.6;
100;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2020 May;;;;
101;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2020 June;;;;
102;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2020 July;-22.2;-41.0;-3.4;
103;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2020 August;;;;
104;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2020 September;;;;
105;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2020 October;-15.2;-11.9;-18.5;
106;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2020 November;;;;
107;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2020 December;;;;
108;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2021 January;-11.1;-14.7;-7.6;
109;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2021 February;;;;
110;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2021 March;;;;
111;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2021 April;0.2;-5.6;6.0;
112;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2021 May;;;;
113;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2021 June;;;;
114;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2021 July;13.3;13.1;13.5;
115;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2021 August;;;;
116;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2021 September;;;;
117;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2021 October;14.0;15.1;12.9;
118;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2021 November;;;;
119;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2021 December;;;;
120;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2022 January;-0.5;-2.0;0.9;
121;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2022 February;;;;
122;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2022 March;;;;
123;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2022 April;-7.3;-6.6;-8.1;
124;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2022 May;;;;
125;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2022 June;;;;
126;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2022 July;-10.5;-11.2;-9.8;
127;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2022 August;;;;
128;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2022 September;;;;
129;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2022 October;-20.8;-19.4;-22.1;
130;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2022 November;;;;
131;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2022 December;;;;
132;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2023 January;-12.2;-13.3;-11.1;
133;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2023 February;;;;
134;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2023 March;;;;
135;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2023 April;-6.5;-7.9;-5.0;
136;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2023 May;;;;
137;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2023 June;;;;
138;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2023 July;-7.0;-8.0;-6.0;
139;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2023 August;;;;
140;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2023 September;;;;
141;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2023 October;-9.2;-11.1;-7.3;
142;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2023 November;;;;
143;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2023 December;;;;
144;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2024 January;-7.1;-10.0;-4.2;
145;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2024 February;;;;
146;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2024 March;;;;
147;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2024 April;-5.8;-9.2;-2.4;
148;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2024 May;;;;
149;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2024 June;;;;
150;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2024 July;-3.4;-5.6;-1.2;
151;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2024 August;;;;
152;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2024 September;;;;
153;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2024 October;-3.2;-6.3;-0.2;
154;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2024 November;;;;
155;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2024 December;;;;
156;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2025 January;-5.4;-8.4;-2.4;
157;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2025 February;;;;
158;Nederland;Value;All enterprises (no finance or energy);Seasonally adjusted data;2025 March;;;;
159;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2012 January;-22.0;-25.1;-18.9;
160;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2012 February;;;-14.8;
161;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2012 March;;;-12.3;
162;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2012 April;-18.8;-24.9;-12.7;
163;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2012 May;;;-17.4;
164;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2012 June;;;-17.7;
165;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2012 July;-20.7;-23.7;-17.7;
166;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2012 August;;;-14.5;
167;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2012 September;;;-15.8;
168;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2012 October;-19.7;-22.7;-16.7;
169;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2012 November;;;-18.6;
170;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2012 December;;;-21.6;
171;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2013 January;-23.4;-27.6;-19.2;
172;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2013 February;;;-16.7;
173;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2013 March;;;-19.5;
174;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2013 April;-21.3;-27.6;-15.1;
175;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2013 May;;;-9.9;
176;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2013 June;;;-10.1;
177;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2013 July;-15.7;-20.5;-10.9;
178;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2013 August;;;-5.0;
179;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2013 September;;;-5.4;
180;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2013 October;-8.9;-11.2;-6.5;
181;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2013 November;;;-1.1;
182;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2013 December;;;1.6;
183;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2014 January;-0.8;-4.8;3.2;
184;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2014 February;;;1.8;
185;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2014 March;;;4.5;
186;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2014 April;2.5;-0.1;5.1;
187;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2014 May;;;3.4;
188;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2014 June;;;3.8;
189;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2014 July;1.3;-1.0;3.6;
190;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2014 August;;;1.2;
191;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2014 September;;;1.1;
192;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2014 October;1.0;-1.7;3.7;
193;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2014 November;;;1.6;
194;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2014 December;;;1.5;
195;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2015 January;3.3;1.8;4.7;
196;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2015 February;;;2.4;
197;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2015 March;;;4.4;
198;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2015 April;4.4;4.1;4.6;
199;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2015 May;;;5.2;
200;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2015 June;;;4.6;
201;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2015 July;5.7;5.4;5.9;
202;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2015 August;;;6.7;
203;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2015 September;;;5.7;
204;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2015 October;6.9;6.2;7.6;
205;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2015 November;;;7.1;
206;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2015 December;;;6.5;
207;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2016 January;6.9;6.3;7.4;
208;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2016 February;;;6.0;
209;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2016 March;;;3.4;
210;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2016 April;4.5;5.2;3.8;
211;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2016 May;;;4.5;
212;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2016 June;;;5.9;
213;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2016 July;3.8;3.9;3.8;
214;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2016 August;;;3.4;
215;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2016 September;;;5.2;
216;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2016 October;6.7;6.4;7.1;
217;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2016 November;;;7.9;
218;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2016 December;;;9.3;
219;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2017 January;12.1;12.4;11.7;
220;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2017 February;;;9.6;
221;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2017 March;;;9.2;
222;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2017 April;10.6;12.1;9.1;
223;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2017 May;;;6.6;
224;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2017 June;;;8.3;
225;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2017 July;9.3;9.9;8.7;
226;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2017 August;;;9.5;
227;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2017 September;;;10.9;
228;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2017 October;11.5;11.3;11.7;
229;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2017 November;;;10.8;
230;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2017 December;;;11.3;
231;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2018 January;13.5;14.3;12.7;
232;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2018 February;;;11.8;
233;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2018 March;;;9.9;
234;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2018 April;10.0;10.9;9.1;
235;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2018 May;;;8.5;
236;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2018 June;;;8.1;
237;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2018 July;9.1;10.1;8.1;
238;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2018 August;;;7.5;
239;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2018 September;;;9.3;
240;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2018 October;8.0;7.3;8.7;
241;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2018 November;;;7.9;
242;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2018 December;;;7.6;
243;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2019 January;3.8;3.7;3.8;
244;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2019 February;;;3.3;
245;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2019 March;;;4.4;
246;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2019 April;1.6;1.5;1.8;
247;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2019 May;;;3.7;
248;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2019 June;;;2.8;
249;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2019 July;1.4;0.9;1.9;
250;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2019 August;;;1.4;
251;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2019 September;;;-0.1;
252;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2019 October;-2.1;-2.9;-1.2;
253;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2019 November;;;-0.3;
254;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2019 December;;;0.8;
255;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2020 January;1.0;-0.1;2.1;
256;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2020 February;;;1.1;
257;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2020 March;;;-16.6;
258;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2020 April;-49.6;-32.5;-66.6;
259;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2020 May;;;-48.2;
260;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2020 June;;;-13.6;
261;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2020 July;-22.0;-42.1;-1.9;
262;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2020 August;;;0.1;
263;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2020 September;;;-4.0;
264;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2020 October;-15.6;-11.4;-19.8;
265;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2020 November;;;-18.2;
266;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2020 December;;;-6.2;
267;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2021 January;-12.2;-16.4;-8.0;
268;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2021 February;;;-5.7;
269;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2021 March;;;0.9;
270;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2021 April;-0.7;-8.0;6.7;
271;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2021 May;;;15.8;20.3
272;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2021 June;;;21.0;14.3
273;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2021 July;15.8;15.6;16.0;13.3
274;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2021 August;;;13.6;10.9
275;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2021 September;;;12.0;6.6
276;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2021 October;14.9;16.4;13.3;9.4
277;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2021 November;;;6.2;12.2
278;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2021 December;;;-3.9;13.7
279;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2022 January;-1.4;-3.0;0.3;15.3
280;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2022 February;;;11.0;9.7
281;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2022 March;;;1.7;15.5
282;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2022 April;-2.7;-2.1;-3.3;13.7
283;Nederland;Value;C Industry, H-S services and 45+47;Seasonally adjusted data;2022 May;;;-3.0;12.2
