ID;SBI1993;Perioden;BanenVanWerknemersTotaal_1;MannelijkeWerknemers_2;VrouwelijkeWerknemers_3
80;0111  Akkerbouw;1993 30 september;1.8;1.4;0.4
81;0111  Akkerbouw;1994 30 september;3.0;2.2;0.8
82;0111  Akkerbouw;1995 31 december;1.2;1.1;0.1
83;0111  Akkerbouw;1995 31 december nader voorlopig;1.2;1.0;0.1
84;0111  Akkerbouw;1996 31 december nader voorlopig;1.8;1.5;0.3
85;0111  Akkerbouw;1997 31 december nader voorlopig;2.2;1.9;0.3
86;0111  Akkerbouw;1998 31 december nader voorlopig;2.4;2.0;0.4
87;0111  Akkerbouw;1999 31 december voorlopig;2.8;2.2;0.6
88;0111  Akkerbouw;1999 31 december nader voorlopig;2.9;2.3;0.6
89;0111  Akkerbouw;2000 31 december voorlopig;2.5;1.8;0.7
90;0111  Akkerbouw;2000 31 december nader voorlopig;2.5;1.8;0.7
91;0111  Akkerbouw;2001 31 december voorlopig;2.4;2.0;0.4
92;0111  Akkerbouw;2001 31 december nader voorlopig;2.4;2.0;0.4
93;0111  Akkerbouw;2002 31 december voorlopig;2.3;1.7;0.5
94;0111  Akkerbouw;2002 31 december nader voorlopig;2.3;1.7;0.5
95;0111  Akkerbouw;2003 31 december voorlopig;2.5;1.7;0.8
96;0111  Akkerbouw;2003 31 december nader voorlopig;2.4;1.8;0.6
97;0111  Akkerbouw;2004 31 december voorlopig;2.5;1.9;0.6
98;0111  Akkerbouw;2004 31 december nader voorlopig;2.5;1.9;0.6
99;0111  Akkerbouw;2005 31 december voorlopig;2.2;1.8;0.4
100;0112  Tuinbouw (excl. fruitteelt);1993 30 september;50.2;33.3;16.8
101;0112  Tuinbouw (excl. fruitteelt);1994 30 september;45.2;30.3;14.9
102;0112  Tuinbouw (excl. fruitteelt);1995 31 december;41.4;28.1;13.2
103;0112  Tuinbouw (excl. fruitteelt);1995 31 december nader voorlopig;41.1;27.9;13.2
104;0112  Tuinbouw (excl. fruitteelt);1996 31 december nader voorlopig;44.8;30.3;14.4
105;0112  Tuinbouw (excl. fruitteelt);1997 31 december nader voorlopig;45.2;30.4;14.9
106;0112  Tuinbouw (excl. fruitteelt);1998 31 december nader voorlopig;47.7;31.3;16.4
107;0112  Tuinbouw (excl. fruitteelt);1999 31 december voorlopig;47.8;29.9;17.9
108;0112  Tuinbouw (excl. fruitteelt);1999 31 december nader voorlopig;48.2;29.3;19.0
109;0112  Tuinbouw (excl. fruitteelt);2000 31 december voorlopig;48.2;29.2;19.0
110;0112  Tuinbouw (excl. fruitteelt);2000 31 december nader voorlopig;48.1;29.2;18.8
111;0112  Tuinbouw (excl. fruitteelt);2001 31 december voorlopig;47.8;31.0;16.8
112;0112  Tuinbouw (excl. fruitteelt);2001 31 december nader voorlopig;48.0;30.9;17.0
113;0112  Tuinbouw (excl. fruitteelt);2002 31 december voorlopig;46.6;28.8;17.8
114;0112  Tuinbouw (excl. fruitteelt);2002 31 december nader voorlopig;46.5;28.8;17.7
115;0112  Tuinbouw (excl. fruitteelt);2003 31 december voorlopig;45.5;28.2;17.3
116;0112  Tuinbouw (excl. fruitteelt);2003 31 december nader voorlopig;45.8;28.4;17.5
117;0112  Tuinbouw (excl. fruitteelt);2004 31 december voorlopig;45.0;28.3;16.8
118;0112  Tuinbouw (excl. fruitteelt);2004 31 december nader voorlopig;47.3;29.6;17.7
119;0112  Tuinbouw (excl. fruitteelt);2005 31 december voorlopig;46.9;28.6;18.3
120;0113  Fruitteelt;1993 30 september;2.4;1.6;0.8
121;0113  Fruitteelt;1994 30 september;1.2;0.9;0.4
122;0113  Fruitteelt;1995 31 december;1.4;1.0;0.4
123;0113  Fruitteelt;1995 31 december nader voorlopig;1.4;1.0;0.4
124;0113  Fruitteelt;1996 31 december nader voorlopig;1.7;1.2;0.5
125;0113  Fruitteelt;1997 31 december nader voorlopig;1.7;1.2;0.5
126;0113  Fruitteelt;1998 31 december nader voorlopig;1.5;1.0;0.5
127;0113  Fruitteelt;1999 31 december voorlopig;2.0;1.3;0.7
128;0113  Fruitteelt;1999 31 december nader voorlopig;2.1;1.4;0.8
129;0113  Fruitteelt;2000 31 december voorlopig;2.2;1.4;0.8
130;0113  Fruitteelt;2000 31 december nader voorlopig;2.2;1.4;0.8
131;0113  Fruitteelt;2001 31 december voorlopig;2.1;1.4;0.7
132;0113  Fruitteelt;2001 31 december nader voorlopig;2.1;1.4;0.7
133;0113  Fruitteelt;2002 31 december voorlopig;2.0;1.3;0.6
134;0113  Fruitteelt;2002 31 december nader voorlopig;2.0;1.3;0.6
135;0113  Fruitteelt;2003 31 december voorlopig;2.1;1.4;0.8
136;0113  Fruitteelt;2003 31 december nader voorlopig;2.1;1.4;0.7
137;0113  Fruitteelt;2004 31 december voorlopig;2.1;1.4;0.7
138;0113  Fruitteelt;2004 31 december nader voorlopig;2.2;1.4;0.8
139;0113  Fruitteelt;2005 31 december voorlopig;2.3;1.5;0.8
140;012   Fokken en houden van dieren;1993 30 september;6.2;4.7;1.4
141;012   Fokken en houden van dieren;1994 30 september;9.1;6.6;2.4
142;012   Fokken en houden van dieren;1995 31 december;6.4;5.4;1.1
143;012   Fokken en houden van dieren;1995 31 december nader voorlopig;6.4;5.3;1.0
144;012   Fokken en houden van dieren;1996 31 december nader voorlopig;7.1;5.9;1.2
145;012   Fokken en houden van dieren;1997 31 december nader voorlopig;7.3;5.8;1.5
146;012   Fokken en houden van dieren;1998 31 december nader voorlopig;7.1;5.4;1.7
147;012   Fokken en houden van dieren;1999 31 december voorlopig;6.4;4.8;1.7
148;012   Fokken en houden van dieren;1999 31 december nader voorlopig;7.0;5.1;1.9
149;012   Fokken en houden van dieren;2000 31 december voorlopig;7.1;5.3;1.8
150;012   Fokken en houden van dieren;2000 31 december nader voorlopig;7.1;5.2;1.9
151;012   Fokken en houden van dieren;2001 31 december voorlopig;7.0;5.1;1.9
152;012   Fokken en houden van dieren;2001 31 december nader voorlopig;7.0;5.1;1.9
153;012   Fokken en houden van dieren;2002 31 december voorlopig;7.0;5.2;1.8
154;012   Fokken en houden van dieren;2002 31 december nader voorlopig;7.2;5.4;1.9
155;012   Fokken en houden van dieren;2003 31 december voorlopig;6.4;4.5;1.9
156;012   Fokken en houden van dieren;2003 31 december nader voorlopig;6.4;4.5;1.9
157;012   Fokken en houden van dieren;2004 31 december voorlopig;6.1;4.5;1.7
158;012   Fokken en houden van dieren;2004 31 december nader voorlopig;6.2;4.5;1.7
159;012   Fokken en houden van dieren;2005 31 december voorlopig;6.4;4.9;1.5
160;013   Gemengde landbouwbedrijven;1993 30 september;0.5;0.4;0.1
161;013   Gemengde landbouwbedrijven;1994 30 september;1.2;0.8;0.3
162;013   Gemengde landbouwbedrijven;1995 31 december;0.9;0.7;0.2
163;013   Gemengde landbouwbedrijven;1995 31 december nader voorlopig;0.9;0.7;0.2
164;013   Gemengde landbouwbedrijven;1996 31 december nader voorlopig;1.0;0.7;0.2
165;013   Gemengde landbouwbedrijven;1997 31 december nader voorlopig;1.4;1.0;0.3
166;013   Gemengde landbouwbedrijven;1998 31 december nader voorlopig;0.9;0.7;0.2
167;013   Gemengde landbouwbedrijven;1999 31 december voorlopig;0.9;0.6;0.3
168;013   Gemengde landbouwbedrijven;1999 31 december nader voorlopig;1.0;0.7;0.3
169;013   Gemengde landbouwbedrijven;2000 31 december voorlopig;1.4;1.0;0.4
170;013   Gemengde landbouwbedrijven;2000 31 december nader voorlopig;1.4;1.0;0.4
171;013   Gemengde landbouwbedrijven;2001 31 december voorlopig;1.6;1.2;0.4
172;013   Gemengde landbouwbedrijven;2001 31 december nader voorlopig;1.6;1.2;0.4
173;013   Gemengde landbouwbedrijven;2002 31 december voorlopig;1.4;1.0;0.4
174;013   Gemengde landbouwbedrijven;2002 31 december nader voorlopig;1.5;1.1;0.4
175;013   Gemengde landbouwbedrijven;2003 31 december voorlopig;1.6;1.1;0.4
176;013   Gemengde landbouwbedrijven;2003 31 december nader voorlopig;1.3;1.0;0.3
177;013   Gemengde landbouwbedrijven;2004 31 december voorlopig;1.5;1.1;0.3
178;013   Gemengde landbouwbedrijven;2004 31 december nader voorlopig;1.5;1.2;0.3
179;013   Gemengde landbouwbedrijven;2005 31 december voorlopig;1.6;1.2;0.3
180;014   Dienstverlening t.b.v. de landbouw;1993 30 september;33.6;31.3;2.3
181;014   Dienstverlening t.b.v. de landbouw;1994 30 september;34.5;31.6;2.9
182;014   Dienstverlening t.b.v. de landbouw;1995 31 december;30.5;27.7;2.8
183;014   Dienstverlening t.b.v. de landbouw;1995 31 december nader voorlopig;29.4;26.6;2.8
184;014   Dienstverlening t.b.v. de landbouw;1996 31 december nader voorlopig;27.9;25.0;2.9
185;014   Dienstverlening t.b.v. de landbouw;1997 31 december nader voorlopig;29.7;25.8;3.9
186;014   Dienstverlening t.b.v. de landbouw;1998 31 december nader voorlopig;31.1;26.5;4.6
187;014   Dienstverlening t.b.v. de landbouw;1999 31 december voorlopig;33.4;29.1;4.3
188;014   Dienstverlening t.b.v. de landbouw;1999 31 december nader voorlopig;35.6;30.2;5.4
189;014   Dienstverlening t.b.v. de landbouw;2000 31 december voorlopig;37.6;31.2;6.4
190;014   Dienstverlening t.b.v. de landbouw;2000 31 december nader voorlopig;37.2;30.8;6.4
191;014   Dienstverlening t.b.v. de landbouw;2001 31 december voorlopig;38.5;32.1;6.3
192;014   Dienstverlening t.b.v. de landbouw;2001 31 december nader voorlopig;38.3;32.1;6.3
193;014   Dienstverlening t.b.v. de landbouw;2002 31 december voorlopig;39.0;32.8;6.2
194;014   Dienstverlening t.b.v. de landbouw;2002 31 december nader voorlopig;38.6;32.6;6.0
195;014   Dienstverlening t.b.v. de landbouw;2003 31 december voorlopig;35.8;30.4;5.4
196;014   Dienstverlening t.b.v. de landbouw;2003 31 december nader voorlopig;35.2;30.2;5.0
197;014   Dienstverlening t.b.v. de landbouw;2004 31 december voorlopig;34.6;29.7;4.9
198;014   Dienstverlening t.b.v. de landbouw;2004 31 december nader voorlopig;35.6;30.0;5.5
199;014   Dienstverlening t.b.v. de landbouw;2005 31 december voorlopig;34.9;29.7;5.3
200;014x  Ov. dienstverl. t.b.v. landbouw;1993 30 september;23.6;21.9;1.7
201;014x  Ov. dienstverl. t.b.v. landbouw;1994 30 september;24.0;21.9;2.1
202;014x  Ov. dienstverl. t.b.v. landbouw;1995 31 december;21.4;19.4;2.1
203;014x  Ov. dienstverl. t.b.v. landbouw;1995 31 december nader voorlopig;20.6;18.6;2.1
204;014x  Ov. dienstverl. t.b.v. landbouw;1996 31 december nader voorlopig;19.8;17.7;2.1
205;014x  Ov. dienstverl. t.b.v. landbouw;1997 31 december nader voorlopig;20.7;17.6;3.0
206;014x  Ov. dienstverl. t.b.v. landbouw;1998 31 december nader voorlopig;21.6;18.0;3.6
207;014x  Ov. dienstverl. t.b.v. landbouw;1999 31 december voorlopig;23.1;19.7;3.4
208;014x  Ov. dienstverl. t.b.v. landbouw;1999 31 december nader voorlopig;24.3;20.1;4.2
209;014x  Ov. dienstverl. t.b.v. landbouw;2000 31 december voorlopig;25.2;20.4;4.8
210;014x  Ov. dienstverl. t.b.v. landbouw;2000 31 december nader voorlopig;25.1;20.3;4.9
211;014x  Ov. dienstverl. t.b.v. landbouw;2001 31 december voorlopig;25.1;20.4;4.6
212;014x  Ov. dienstverl. t.b.v. landbouw;2001 31 december nader voorlopig;25.0;20.4;4.7
213;014x  Ov. dienstverl. t.b.v. landbouw;2002 31 december voorlopig;24.8;20.4;4.4
214;014x  Ov. dienstverl. t.b.v. landbouw;2002 31 december nader voorlopig;24.4;20.2;4.2
215;014x  Ov. dienstverl. t.b.v. landbouw;2003 31 december voorlopig;21.7;18.1;3.6
216;014x  Ov. dienstverl. t.b.v. landbouw;2003 31 december nader voorlopig;21.3;18.0;3.3
217;014x  Ov. dienstverl. t.b.v. landbouw;2004 31 december voorlopig;20.3;17.2;3.1
218;014x  Ov. dienstverl. t.b.v. landbouw;2004 31 december nader voorlopig;20.8;17.4;3.5
219;014x  Ov. dienstverl. t.b.v. landbouw;2005 31 december voorlopig;20.1;16.9;3.2
220;01411 Hoveniersbedrijven;1993 30 september;10.0;9.4;0.6
221;01411 Hoveniersbedrijven;1994 30 september;10.4;9.6;0.8
222;01411 Hoveniersbedrijven;1995 31 december;9.1;8.3;0.8
223;01411 Hoveniersbedrijven;1995 31 december nader voorlopig;8.8;8.0;0.8
224;01411 Hoveniersbedrijven;1996 31 december nader voorlopig;8.0;7.3;0.7
225;01411 Hoveniersbedrijven;1997 31 december nader voorlopig;9.1;8.2;0.9
226;01411 Hoveniersbedrijven;1998 31 december nader voorlopig;9.5;8.5;1.0
227;01411 Hoveniersbedrijven;1999 31 december voorlopig;10.3;9.4;0.9
228;01411 Hoveniersbedrijven;1999 31 december nader voorlopig;11.3;10.0;1.2
229;01411 Hoveniersbedrijven;2000 31 december voorlopig;12.4;10.8;1.6
230;01411 Hoveniersbedrijven;2000 31 december nader voorlopig;12.1;10.5;1.6
231;01411 Hoveniersbedrijven;2001 31 december voorlopig;13.4;11.7;1.7
232;01411 Hoveniersbedrijven;2001 31 december nader voorlopig;13.3;11.7;1.6
233;01411 Hoveniersbedrijven;2002 31 december voorlopig;14.2;12.4;1.8
234;01411 Hoveniersbedrijven;2002 31 december nader voorlopig;14.2;12.4;1.8
235;01411 Hoveniersbedrijven;2003 31 december voorlopig;14.0;12.3;1.8
236;01411 Hoveniersbedrijven;2003 31 december nader voorlopig;14.0;12.2;1.7
237;01411 Hoveniersbedrijven;2004 31 december voorlopig;14.3;12.5;1.8
238;01411 Hoveniersbedrijven;2004 31 december nader voorlopig;14.7;12.7;2.1
239;01411 Hoveniersbedrijven;2005 31 december voorlopig;14.8;12.8;2.0
240;015   Jacht;1993 30 september;0.1;0.1;0.0
241;015   Jacht;1994 30 september;0.1;0.1;0.0
242;015   Jacht;1995 31 december;0.0;0.0;0.0
243;015   Jacht;1995 31 december nader voorlopig;0.0;0.0;0.0
244;015   Jacht;1996 31 december nader voorlopig;0.0;0.0;0.0
245;015   Jacht;1997 31 december nader voorlopig;0.0;0.0;0.0
246;015   Jacht;1998 31 december nader voorlopig;0.0;0.0;0.0
247;015   Jacht;1999 31 december voorlopig;0.0;0.0;0.0
248;015   Jacht;1999 31 december nader voorlopig;0.0;0.0;0.0
249;015   Jacht;2000 31 december voorlopig;0.0;0.0;0.0
250;015   Jacht;2000 31 december nader voorlopig;0.0;0.0;0.0
251;015   Jacht;2001 31 december voorlopig;0.0;0.0;0.0
252;015   Jacht;2001 31 december nader voorlopig;0.0;0.0;0.0
253;015   Jacht;2002 31 december voorlopig;0.0;0.0;0.0
254;015   Jacht;2002 31 december nader voorlopig;0.0;0.0;0.0
255;015   Jacht;2003 31 december voorlopig;0.0;0.0;0.0
256;015   Jacht;2003 31 december nader voorlopig;0.0;0.0;0.0
257;015   Jacht;2004 31 december voorlopig;0.0;0.0;0.0
258;015   Jacht;2004 31 december nader voorlopig;0.0;0.0;0.0
259;015   Jacht;2005 31 december voorlopig;0.0;0.0;0.0
260;02    Bosbouw;1993 30 september;2.2;2.0;0.2
261;02    Bosbouw;1994 30 september;1.4;1.3;0.1
262;02    Bosbouw;1995 31 december;1.2;1.0;0.2
263;02    Bosbouw;1995 31 december nader voorlopig;1.2;1.0;0.2
264;02    Bosbouw;1996 31 december nader voorlopig;1.3;1.1;0.2
265;02    Bosbouw;1997 31 december nader voorlopig;1.3;1.0;0.2
266;02    Bosbouw;1998 31 december nader voorlopig;1.3;1.0;0.3
267;02    Bosbouw;1999 31 december voorlopig;1.5;1.2;0.3
268;02    Bosbouw;1999 31 december nader voorlopig;1.6;1.3;0.3
269;02    Bosbouw;2000 31 december voorlopig;1.6;1.3;0.4
270;02    Bosbouw;2000 31 december nader voorlopig;1.6;1.2;0.4
271;02    Bosbouw;2001 31 december voorlopig;1.6;1.2;0.4
272;02    Bosbouw;2001 31 december nader voorlopig;1.6;1.2;0.4
273;02    Bosbouw;2002 31 december voorlopig;1.6;1.2;0.4
274;02    Bosbouw;2002 31 december nader voorlopig;1.6;1.2;0.4
275;02    Bosbouw;2003 31 december voorlopig;1.6;1.2;0.4
276;02    Bosbouw;2003 31 december nader voorlopig;1.6;1.2;0.4
277;02    Bosbouw;2004 31 december voorlopig;1.5;1.1;0.3
278;02    Bosbouw;2004 31 december nader voorlopig;1.5;1.1;0.4
279;02    Bosbouw;2005 31 december voorlopig;1.4;1.1;0.3
280;05    Visserij;1993 30 september;1.2;1.1;0.1
281;05    Visserij;1994 30 september;1.3;1.2;0.0
282;05    Visserij;1995 31 december;1.3;1.3;0.0
283;05    Visserij;1995 31 december nader voorlopig;1.3;1.3;0.0
284;05    Visserij;1996 31 december nader voorlopig;1.7;1.6;0.1
285;05    Visserij;1997 31 december nader voorlopig;1.5;1.5;0.0
286;05    Visserij;1998 31 december nader voorlopig;2.0;1.7;0.3
287;05    Visserij;1999 31 december voorlopig;2.3;2.0;0.3
288;05    Visserij;1999 31 december nader voorlopig;2.1;1.8;0.3
289;05    Visserij;2000 31 december voorlopig;2.4;2.0;0.4
290;05    Visserij;2000 31 december nader voorlopig;2.2;1.8;0.4
291;05    Visserij;2001 31 december voorlopig;2.0;1.7;0.3
292;05    Visserij;2001 31 december nader voorlopig;1.8;1.5;0.3
293;05    Visserij;2002 31 december voorlopig;1.9;1.7;0.2
294;05    Visserij;2002 31 december nader voorlopig;1.9;1.7;0.2
295;05    Visserij;2003 31 december voorlopig;1.7;1.5;0.2
296;05    Visserij;2003 31 december nader voorlopig;1.7;1.5;0.2
297;05    Visserij;2004 31 december voorlopig;1.8;1.6;0.2
298;05    Visserij;2004 31 december nader voorlopig;1.8;1.6;0.2
299;05    Visserij;2005 31 december voorlopig;1.7;1.5;0.2
300;10-14 Delfstoffenwinning;1993 30 september;9.9;8.7;1.2
301;10-14 Delfstoffenwinning;1994 30 september;9.8;8.5;1.2
302;10-14 Delfstoffenwinning;1995 31 december;9.2;8.0;1.2
303;10-14 Delfstoffenwinning;1995 31 december nader voorlopig;10.1;8.8;1.3
304;10-14 Delfstoffenwinning;1996 31 december nader voorlopig;9.8;8.5;1.3
305;10-14 Delfstoffenwinning;1997 31 december nader voorlopig;10.2;8.8;1.4
306;10-14 Delfstoffenwinning;1998 31 december nader voorlopig;10.0;8.8;1.2
307;10-14 Delfstoffenwinning;1999 31 december voorlopig;10.0;8.8;1.2
308;10-14 Delfstoffenwinning;1999 31 december nader voorlopig;8.9;7.8;1.1
309;10-14 Delfstoffenwinning;2000 31 december voorlopig;8.7;7.6;1.0
310;10-14 Delfstoffenwinning;2000 31 december nader voorlopig;9.1;8.0;1.1
311;10-14 Delfstoffenwinning;2001 31 december voorlopig;8.8;7.8;1.1
312;10-14 Delfstoffenwinning;2001 31 december nader voorlopig;8.9;7.8;1.1
313;10-14 Delfstoffenwinning;2002 31 december voorlopig;8.7;7.6;1.1
314;10-14 Delfstoffenwinning;2002 31 december nader voorlopig;8.6;7.5;1.1
315;10-14 Delfstoffenwinning;2003 31 december voorlopig;8.5;7.4;1.1
316;10-14 Delfstoffenwinning;2003 31 december nader voorlopig;8.9;7.7;1.2
317;10-14 Delfstoffenwinning;2004 31 december voorlopig;8.9;7.7;1.2
318;10-14 Delfstoffenwinning;2004 31 december nader voorlopig;8.7;7.5;1.2
319;10-14 Delfstoffenwinning;2005 31 december voorlopig;8.6;7.5;1.2
320;11    Aardolie- en aardgaswinning;1993 30 september;7.6;6.7;1.0
321;11    Aardolie- en aardgaswinning;1994 30 september;7.5;6.5;1.0
322;11    Aardolie- en aardgaswinning;1995 31 december;6.9;5.9;0.9
323;11    Aardolie- en aardgaswinning;1995 31 december nader voorlopig;7.0;6.1;0.9
324;11    Aardolie- en aardgaswinning;1996 31 december nader voorlopig;6.7;5.7;0.9
325;11    Aardolie- en aardgaswinning;1997 31 december nader voorlopig;6.6;5.6;0.9
326;11    Aardolie- en aardgaswinning;1998 31 december nader voorlopig;6.7;5.9;0.8
327;11    Aardolie- en aardgaswinning;1999 31 december voorlopig;6.3;5.5;0.8
328;11    Aardolie- en aardgaswinning;1999 31 december nader voorlopig;6.3;5.5;0.8
329;11    Aardolie- en aardgaswinning;2000 31 december voorlopig;6.0;5.3;0.8
330;11    Aardolie- en aardgaswinning;2000 31 december nader voorlopig;6.3;5.5;0.8
331;11    Aardolie- en aardgaswinning;2001 31 december voorlopig;6.3;5.5;0.8
332;11    Aardolie- en aardgaswinning;2001 31 december nader voorlopig;6.2;5.4;0.8
333;11    Aardolie- en aardgaswinning;2002 31 december voorlopig;6.1;5.3;0.8
334;11    Aardolie- en aardgaswinning;2002 31 december nader voorlopig;6.0;5.2;0.8
335;11    Aardolie- en aardgaswinning;2003 31 december voorlopig;6.0;5.1;0.8
336;11    Aardolie- en aardgaswinning;2003 31 december nader voorlopig;6.3;5.4;0.9
337;11    Aardolie- en aardgaswinning;2004 31 december voorlopig;6.3;5.4;0.9
338;11    Aardolie- en aardgaswinning;2004 31 december nader voorlopig;6.3;5.4;0.9
339;11    Aardolie- en aardgaswinning;2005 31 december voorlopig;6.4;5.5;0.9
340;10    Turfwinning;1993 30 september;0.1;0.1;0.0
341;10    Turfwinning;1994 30 september;0.1;0.1;0.0
342;10    Turfwinning;1995 31 december;0.1;0.1;0.0
