ID;SBI1993;Perioden;BanenVanWerknemersTotaal_1;MannelijkeWerknemers_2;VrouwelijkeWerknemers_3
3836;45213 Leggen van kabels en buizen;2003 31 december nader voorlopig;12.7;11.9;0.7
3837;45213 Leggen van kabels en buizen;2004 31 december voorlopig;11.5;10.8;0.7
3838;45213 Leggen van kabels en buizen;2004 31 december nader voorlopig;11.5;10.8;0.7
3839;45213 Leggen van kabels en buizen;2005 31 december voorlopig;13.4;12.6;0.9
3840;4522  Dakdekken en bouwen dakconstruct.;1993 30 september;7.1;6.8;0.3
3841;4522  Dakdekken en bouwen dakconstruct.;1994 30 september;6.9;6.6;0.3
3842;4522  Dakdekken en bouwen dakconstruct.;1995 31 december;6.8;6.4;0.3
3843;4522  Dakdekken en bouwen dakconstruct.;1995 31 december nader voorlopig;6.7;6.3;0.3
3844;4522  Dakdekken en bouwen dakconstruct.;1996 31 december nader voorlopig;6.9;6.5;0.4
3845;4522  Dakdekken en bouwen dakconstruct.;1997 31 december nader voorlopig;7.3;6.8;0.4
3846;4522  Dakdekken en bouwen dakconstruct.;1998 31 december nader voorlopig;7.3;6.8;0.5
3847;4522  Dakdekken en bouwen dakconstruct.;1999 31 december voorlopig;7.5;7.0;0.5
3848;4522  Dakdekken en bouwen dakconstruct.;1999 31 december nader voorlopig;7.7;7.1;0.6
3849;4522  Dakdekken en bouwen dakconstruct.;2000 31 december voorlopig;7.9;7.4;0.5
3850;4522  Dakdekken en bouwen dakconstruct.;2000 31 december nader voorlopig;7.9;7.4;0.5
3851;4522  Dakdekken en bouwen dakconstruct.;2001 31 december voorlopig;8.0;7.5;0.6
3852;4522  Dakdekken en bouwen dakconstruct.;2001 31 december nader voorlopig;8.1;7.5;0.6
3853;4522  Dakdekken en bouwen dakconstruct.;2002 31 december voorlopig;7.9;7.3;0.6
3854;4522  Dakdekken en bouwen dakconstruct.;2002 31 december nader voorlopig;7.9;7.3;0.6
3855;4522  Dakdekken en bouwen dakconstruct.;2003 31 december voorlopig;7.5;6.9;0.6
3856;4522  Dakdekken en bouwen dakconstruct.;2003 31 december nader voorlopig;7.5;6.9;0.6
3857;4522  Dakdekken en bouwen dakconstruct.;2004 31 december voorlopig;7.3;6.7;0.6
3858;4522  Dakdekken en bouwen dakconstruct.;2004 31 december nader voorlopig;7.3;6.7;0.6
3859;4522  Dakdekken en bouwen dakconstruct.;2005 31 december voorlopig;7.3;6.7;0.6
3860;4523  Aanleg wegen, luchthavens e.d.;1993 30 september;30.4;29.0;1.4
3861;4523  Aanleg wegen, luchthavens e.d.;1994 30 september;32.0;30.4;1.6
3862;4523  Aanleg wegen, luchthavens e.d.;1995 31 december;29.9;28.3;1.7
3863;4523  Aanleg wegen, luchthavens e.d.;1995 31 december nader voorlopig;29.4;27.8;1.6
3864;4523  Aanleg wegen, luchthavens e.d.;1996 31 december nader voorlopig;29.5;27.9;1.7
3865;4523  Aanleg wegen, luchthavens e.d.;1997 31 december nader voorlopig;30.3;28.5;1.8
3866;4523  Aanleg wegen, luchthavens e.d.;1998 31 december nader voorlopig;32.8;30.8;1.9
3867;4523  Aanleg wegen, luchthavens e.d.;1999 31 december voorlopig;33.6;31.6;2.0
3868;4523  Aanleg wegen, luchthavens e.d.;1999 31 december nader voorlopig;34.1;31.9;2.3
3869;4523  Aanleg wegen, luchthavens e.d.;2000 31 december voorlopig;34.4;32.1;2.3
3870;4523  Aanleg wegen, luchthavens e.d.;2000 31 december nader voorlopig;34.3;32.0;2.3
3871;4523  Aanleg wegen, luchthavens e.d.;2001 31 december voorlopig;34.9;32.4;2.4
3872;4523  Aanleg wegen, luchthavens e.d.;2001 31 december nader voorlopig;34.8;32.4;2.5
3873;4523  Aanleg wegen, luchthavens e.d.;2002 31 december voorlopig;34.1;31.5;2.5
3874;4523  Aanleg wegen, luchthavens e.d.;2002 31 december nader voorlopig;34.2;31.8;2.5
3875;4523  Aanleg wegen, luchthavens e.d.;2003 31 december voorlopig;32.3;29.9;2.4
3876;4523  Aanleg wegen, luchthavens e.d.;2003 31 december nader voorlopig;32.4;30.0;2.4
3877;4523  Aanleg wegen, luchthavens e.d.;2004 31 december voorlopig;29.9;27.7;2.2
3878;4523  Aanleg wegen, luchthavens e.d.;2004 31 december nader voorlopig;29.9;27.7;2.2
3879;4523  Aanleg wegen, luchthavens e.d.;2005 31 december voorlopig;29.9;27.7;2.2
3880;45231 Aanleg weg. e.d. (excl. stratenm.);1993 30 september;22.3;21.2;1.1
3881;45231 Aanleg weg. e.d. (excl. stratenm.);1994 30 september;24.4;23.1;1.3
3882;45231 Aanleg weg. e.d. (excl. stratenm.);1995 31 december;22.4;21.1;1.3
3883;45231 Aanleg weg. e.d. (excl. stratenm.);1995 31 december nader voorlopig;22.0;20.7;1.3
3884;45231 Aanleg weg. e.d. (excl. stratenm.);1996 31 december nader voorlopig;22.4;21.1;1.4
3885;45231 Aanleg weg. e.d. (excl. stratenm.);1997 31 december nader voorlopig;23.0;21.6;1.4
3886;45231 Aanleg weg. e.d. (excl. stratenm.);1998 31 december nader voorlopig;25.5;23.9;1.5
3887;45231 Aanleg weg. e.d. (excl. stratenm.);1999 31 december voorlopig;26.2;24.6;1.6
3888;45231 Aanleg weg. e.d. (excl. stratenm.);1999 31 december nader voorlopig;26.5;24.7;1.8
3889;45231 Aanleg weg. e.d. (excl. stratenm.);2000 31 december voorlopig;26.6;24.8;1.8
3890;45231 Aanleg weg. e.d. (excl. stratenm.);2000 31 december nader voorlopig;26.6;24.7;1.9
3891;45231 Aanleg weg. e.d. (excl. stratenm.);2001 31 december voorlopig;27.0;25.1;1.9
3892;45231 Aanleg weg. e.d. (excl. stratenm.);2001 31 december nader voorlopig;26.9;25.0;2.0
3893;45231 Aanleg weg. e.d. (excl. stratenm.);2002 31 december voorlopig;26.7;24.7;2.0
3894;45231 Aanleg weg. e.d. (excl. stratenm.);2002 31 december nader voorlopig;26.9;24.9;1.9
3895;45231 Aanleg weg. e.d. (excl. stratenm.);2003 31 december voorlopig;25.5;23.6;1.9
3896;45231 Aanleg weg. e.d. (excl. stratenm.);2003 31 december nader voorlopig;25.6;23.7;1.9
3897;45231 Aanleg weg. e.d. (excl. stratenm.);2004 31 december voorlopig;23.8;22.1;1.7
3898;45231 Aanleg weg. e.d. (excl. stratenm.);2004 31 december nader voorlopig;23.7;22.0;1.7
3899;45231 Aanleg weg. e.d. (excl. stratenm.);2005 31 december voorlopig;24.1;22.3;1.8
3900;45232 Stratenmaken;1993 30 september;8.1;7.8;0.3
3901;45232 Stratenmaken;1994 30 september;7.6;7.3;0.3
3902;45232 Stratenmaken;1995 31 december;7.5;7.2;0.3
3903;45232 Stratenmaken;1995 31 december nader voorlopig;7.4;7.1;0.3
3904;45232 Stratenmaken;1996 31 december nader voorlopig;7.1;6.8;0.3
3905;45232 Stratenmaken;1997 31 december nader voorlopig;7.3;6.9;0.4
3906;45232 Stratenmaken;1998 31 december nader voorlopig;7.3;6.9;0.4
3907;45232 Stratenmaken;1999 31 december voorlopig;7.5;7.0;0.4
3908;45232 Stratenmaken;1999 31 december nader voorlopig;7.6;7.2;0.5
3909;45232 Stratenmaken;2000 31 december voorlopig;7.7;7.3;0.4
3910;45232 Stratenmaken;2000 31 december nader voorlopig;7.7;7.3;0.4
3911;45232 Stratenmaken;2001 31 december voorlopig;7.8;7.3;0.5
3912;45232 Stratenmaken;2001 31 december nader voorlopig;7.9;7.4;0.5
3913;45232 Stratenmaken;2002 31 december voorlopig;7.4;6.9;0.5
3914;45232 Stratenmaken;2002 31 december nader voorlopig;7.4;6.8;0.5
3915;45232 Stratenmaken;2003 31 december voorlopig;6.7;6.2;0.5
3916;45232 Stratenmaken;2003 31 december nader voorlopig;6.8;6.3;0.5
3917;45232 Stratenmaken;2004 31 december voorlopig;6.1;5.7;0.4
3918;45232 Stratenmaken;2004 31 december nader voorlopig;6.1;5.7;0.5
3919;45232 Stratenmaken;2005 31 december voorlopig;5.8;5.4;0.4
3920;4524  Natte waterbouw;1993 30 september;4.6;4.4;0.2
3921;4524  Natte waterbouw;1994 30 september;4.3;4.0;0.3
3922;4524  Natte waterbouw;1995 31 december;4.3;4.1;0.3
3923;4524  Natte waterbouw;1995 31 december nader voorlopig;4.3;4.0;0.3
3924;4524  Natte waterbouw;1996 31 december nader voorlopig;3.9;3.6;0.2
3925;4524  Natte waterbouw;1997 31 december nader voorlopig;3.9;3.6;0.3
3926;4524  Natte waterbouw;1998 31 december nader voorlopig;4.4;4.1;0.3
3927;4524  Natte waterbouw;1999 31 december voorlopig;3.9;3.6;0.3
3928;4524  Natte waterbouw;1999 31 december nader voorlopig;4.0;3.6;0.3
3929;4524  Natte waterbouw;2000 31 december voorlopig;4.3;3.9;0.3
3930;4524  Natte waterbouw;2000 31 december nader voorlopig;4.2;3.9;0.4
3931;4524  Natte waterbouw;2001 31 december voorlopig;5.4;4.9;0.5
3932;4524  Natte waterbouw;2001 31 december nader voorlopig;5.4;4.9;0.5
3933;4524  Natte waterbouw;2002 31 december voorlopig;5.2;4.7;0.5
3934;4524  Natte waterbouw;2002 31 december nader voorlopig;5.3;4.8;0.5
3935;4524  Natte waterbouw;2003 31 december voorlopig;5.3;4.8;0.5
3936;4524  Natte waterbouw;2003 31 december nader voorlopig;5.3;4.8;0.5
3937;4524  Natte waterbouw;2004 31 december voorlopig;4.8;4.4;0.4
3938;4524  Natte waterbouw;2004 31 december nader voorlopig;4.8;4.4;0.4
3939;4524  Natte waterbouw;2005 31 december voorlopig;4.7;4.3;0.4
3940;4525  Ov. gespecial. bouwwerkzaamheden;1993 30 september;23.7;22.9;0.8
3941;4525  Ov. gespecial. bouwwerkzaamheden;1994 30 september;23.7;22.7;1.0
3942;4525  Ov. gespecial. bouwwerkzaamheden;1995 31 december;24.6;23.5;1.1
3943;4525  Ov. gespecial. bouwwerkzaamheden;1995 31 december nader voorlopig;24.1;23.1;1.0
3944;4525  Ov. gespecial. bouwwerkzaamheden;1996 31 december nader voorlopig;23.8;22.7;1.0
3945;4525  Ov. gespecial. bouwwerkzaamheden;1997 31 december nader voorlopig;24.5;23.4;1.1
3946;4525  Ov. gespecial. bouwwerkzaamheden;1998 31 december nader voorlopig;24.8;23.6;1.1
3947;4525  Ov. gespecial. bouwwerkzaamheden;1999 31 december voorlopig;24.5;23.4;1.2
3948;4525  Ov. gespecial. bouwwerkzaamheden;1999 31 december nader voorlopig;24.9;23.6;1.4
3949;4525  Ov. gespecial. bouwwerkzaamheden;2000 31 december voorlopig;25.3;23.9;1.4
3950;4525  Ov. gespecial. bouwwerkzaamheden;2000 31 december nader voorlopig;25.3;23.9;1.4
3951;4525  Ov. gespecial. bouwwerkzaamheden;2001 31 december voorlopig;25.2;23.7;1.5
3952;4525  Ov. gespecial. bouwwerkzaamheden;2001 31 december nader voorlopig;25.4;23.9;1.5
3953;4525  Ov. gespecial. bouwwerkzaamheden;2002 31 december voorlopig;23.4;21.9;1.5
3954;4525  Ov. gespecial. bouwwerkzaamheden;2002 31 december nader voorlopig;23.2;21.7;1.5
3955;4525  Ov. gespecial. bouwwerkzaamheden;2003 31 december voorlopig;21.7;20.3;1.4
3956;4525  Ov. gespecial. bouwwerkzaamheden;2003 31 december nader voorlopig;21.8;20.4;1.4
3957;4525  Ov. gespecial. bouwwerkzaamheden;2004 31 december voorlopig;20.2;18.9;1.3
3958;4525  Ov. gespecial. bouwwerkzaamheden;2004 31 december nader voorlopig;20.2;18.9;1.3
3959;4525  Ov. gespecial. bouwwerkzaamheden;2005 31 december voorlopig;20.7;19.4;1.3
3960;45251 Heien e.a. funderingswerkzaamheden;1993 30 september;1.3;1.3;0.0
3961;45251 Heien e.a. funderingswerkzaamheden;1994 30 september;1.3;1.3;0.1
3962;45251 Heien e.a. funderingswerkzaamheden;1995 31 december;1.3;1.3;0.1
3963;45251 Heien e.a. funderingswerkzaamheden;1995 31 december nader voorlopig;1.3;1.3;0.1
3964;45251 Heien e.a. funderingswerkzaamheden;1996 31 december nader voorlopig;1.2;1.2;0.1
3965;45251 Heien e.a. funderingswerkzaamheden;1997 31 december nader voorlopig;1.3;1.2;0.1
3966;45251 Heien e.a. funderingswerkzaamheden;1998 31 december nader voorlopig;1.2;1.2;0.1
3967;45251 Heien e.a. funderingswerkzaamheden;1999 31 december voorlopig;1.2;1.2;0.1
3968;45251 Heien e.a. funderingswerkzaamheden;1999 31 december nader voorlopig;1.2;1.2;0.1
3969;45251 Heien e.a. funderingswerkzaamheden;2000 31 december voorlopig;1.4;1.3;0.1
3970;45251 Heien e.a. funderingswerkzaamheden;2000 31 december nader voorlopig;1.4;1.3;0.1
3971;45251 Heien e.a. funderingswerkzaamheden;2001 31 december voorlopig;1.5;1.4;0.1
3972;45251 Heien e.a. funderingswerkzaamheden;2001 31 december nader voorlopig;1.5;1.4;0.1
3973;45251 Heien e.a. funderingswerkzaamheden;2002 31 december voorlopig;1.4;1.3;0.1
3974;45251 Heien e.a. funderingswerkzaamheden;2002 31 december nader voorlopig;1.4;1.3;0.1
3975;45251 Heien e.a. funderingswerkzaamheden;2003 31 december voorlopig;1.4;1.3;0.1
3976;45251 Heien e.a. funderingswerkzaamheden;2003 31 december nader voorlopig;1.4;1.3;0.1
3977;45251 Heien e.a. funderingswerkzaamheden;2004 31 december voorlopig;1.4;1.3;0.1
3978;45251 Heien e.a. funderingswerkzaamheden;2004 31 december nader voorlopig;1.4;1.3;0.1
3979;45251 Heien e.a. funderingswerkzaamheden;2005 31 december voorlopig;1.4;1.3;0.1
3980;45252 Vlechten van betonstaal;1993 30 september;2.9;2.8;0.1
3981;45252 Vlechten van betonstaal;1994 30 september;3.0;2.9;0.1
3982;45252 Vlechten van betonstaal;1995 31 december;2.7;2.5;0.1
3983;45252 Vlechten van betonstaal;1995 31 december nader voorlopig;2.6;2.5;0.1
3984;45252 Vlechten van betonstaal;1996 31 december nader voorlopig;2.5;2.4;0.1
3985;45252 Vlechten van betonstaal;1997 31 december nader voorlopig;2.5;2.3;0.1
3986;45252 Vlechten van betonstaal;1998 31 december nader voorlopig;2.5;2.4;0.1
3987;45252 Vlechten van betonstaal;1999 31 december voorlopig;2.5;2.4;0.1
3988;45252 Vlechten van betonstaal;1999 31 december nader voorlopig;2.5;2.4;0.2
3989;45252 Vlechten van betonstaal;2000 31 december voorlopig;2.6;2.4;0.2
3990;45252 Vlechten van betonstaal;2000 31 december nader voorlopig;2.5;2.4;0.2
3991;45252 Vlechten van betonstaal;2001 31 december voorlopig;2.6;2.5;0.2
3992;45252 Vlechten van betonstaal;2001 31 december nader voorlopig;2.6;2.5;0.2
3993;45252 Vlechten van betonstaal;2002 31 december voorlopig;2.4;2.2;0.2
3994;45252 Vlechten van betonstaal;2002 31 december nader voorlopig;2.4;2.3;0.2
3995;45252 Vlechten van betonstaal;2003 31 december voorlopig;2.4;2.2;0.2
3996;45252 Vlechten van betonstaal;2003 31 december nader voorlopig;2.4;2.2;0.2
3997;45252 Vlechten van betonstaal;2004 31 december voorlopig;2.0;1.9;0.1
3998;45252 Vlechten van betonstaal;2004 31 december nader voorlopig;2.0;1.9;0.1
3999;45252 Vlechten van betonstaal;2005 31 december voorlopig;2.1;2.0;0.1
4000;45253 Metselen en voegen;1993 30 september;8.4;8.2;0.2
4001;45253 Metselen en voegen;1994 30 september;9.0;8.8;0.3
4002;45253 Metselen en voegen;1995 31 december;9.9;9.6;0.3
4003;45253 Metselen en voegen;1995 31 december nader voorlopig;9.7;9.4;0.3
4004;45253 Metselen en voegen;1996 31 december nader voorlopig;9.4;9.1;0.3
4005;45253 Metselen en voegen;1997 31 december nader voorlopig;9.9;9.6;0.3
4006;45253 Metselen en voegen;1998 31 december nader voorlopig;9.9;9.6;0.4
4007;45253 Metselen en voegen;1999 31 december voorlopig;9.9;9.5;0.4
4008;45253 Metselen en voegen;1999 31 december nader voorlopig;10.1;9.7;0.4
4009;45253 Metselen en voegen;2000 31 december voorlopig;10.0;9.6;0.4
4010;45253 Metselen en voegen;2000 31 december nader voorlopig;10.0;9.6;0.4
4011;45253 Metselen en voegen;2001 31 december voorlopig;9.4;8.9;0.5
4012;45253 Metselen en voegen;2001 31 december nader voorlopig;9.5;9.1;0.5
4013;45253 Metselen en voegen;2002 31 december voorlopig;8.5;8.1;0.5
4014;45253 Metselen en voegen;2002 31 december nader voorlopig;8.4;8.0;0.4
4015;45253 Metselen en voegen;2003 31 december voorlopig;8.1;7.6;0.4
4016;45253 Metselen en voegen;2003 31 december nader voorlopig;8.1;7.7;0.4
4017;45253 Metselen en voegen;2004 31 december voorlopig;7.3;6.9;0.4
4018;45253 Metselen en voegen;2004 31 december nader voorlopig;7.3;6.9;0.4
4019;45253 Metselen en voegen;2005 31 december voorlopig;7.0;6.7;0.4
4020;45254 Ov. gespecialiseerd werk in bouw;1993 30 september;11.0;10.6;0.5
4021;45254 Ov. gespecialiseerd werk in bouw;1994 30 september;10.4;9.8;0.6
4022;45254 Ov. gespecialiseerd werk in bouw;1995 31 december;10.7;10.1;0.6
4023;45254 Ov. gespecialiseerd werk in bouw;1995 31 december nader voorlopig;10.5;9.9;0.6
4024;45254 Ov. gespecialiseerd werk in bouw;1996 31 december nader voorlopig;10.6;10.0;0.5
4025;45254 Ov. gespecialiseerd werk in bouw;1997 31 december nader voorlopig;10.8;10.2;0.6
4026;45254 Ov. gespecialiseerd werk in bouw;1998 31 december nader voorlopig;11.1;10.5;0.6
4027;45254 Ov. gespecialiseerd werk in bouw;1999 31 december voorlopig;10.9;10.3;0.6
4028;45254 Ov. gespecialiseerd werk in bouw;1999 31 december nader voorlopig;11.0;10.3;0.7
4029;45254 Ov. gespecialiseerd werk in bouw;2000 31 december voorlopig;11.3;10.6;0.7
4030;45254 Ov. gespecialiseerd werk in bouw;2000 31 december nader voorlopig;11.4;10.6;0.8
4031;45254 Ov. gespecialiseerd werk in bouw;2001 31 december voorlopig;11.7;10.9;0.8
4032;45254 Ov. gespecialiseerd werk in bouw;2001 31 december nader voorlopig;11.8;11.0;0.8
4033;45254 Ov. gespecialiseerd werk in bouw;2002 31 december voorlopig;11.1;10.3;0.8
4034;45254 Ov. gespecialiseerd werk in bouw;2002 31 december nader voorlopig;10.9;10.1;0.8
4035;45254 Ov. gespecialiseerd werk in bouw;2003 31 december voorlopig;9.8;9.1;0.7
4036;45254 Ov. gespecialiseerd werk in bouw;2003 31 december nader voorlopig;9.9;9.2;0.7
4037;45254 Ov. gespecialiseerd werk in bouw;2004 31 december voorlopig;9.4;8.8;0.7
4038;45254 Ov. gespecialiseerd werk in bouw;2004 31 december nader voorlopig;9.5;8.8;0.7
4039;45254 Ov. gespecialiseerd werk in bouw;2005 31 december voorlopig;10.1;9.4;0.7
4040;453   Bouwinstallatiebedrijven;1993 30 september;96.0;88.8;7.1
4041;453   Bouwinstallatiebedrijven;1994 30 september;92.1;85.4;6.7
4042;453   Bouwinstallatiebedrijven;1995 31 december;88.8;82.0;6.9
4043;453   Bouwinstallatiebedrijven;1995 31 december nader voorlopig;95.3;88.3;7.0
4044;453   Bouwinstallatiebedrijven;1996 31 december nader voorlopig;102.7;94.8;7.9
4045;453   Bouwinstallatiebedrijven;1997 31 december nader voorlopig;104.6;95.9;8.7
4046;453   Bouwinstallatiebedrijven;1998 31 december nader voorlopig;110.2;101.1;9.1
4047;453   Bouwinstallatiebedrijven;1999 31 december voorlopig;112.8;102.5;10.4
4048;453   Bouwinstallatiebedrijven;1999 31 december nader voorlopig;114.7;103.4;11.3
4049;453   Bouwinstallatiebedrijven;2000 31 december voorlopig;118.1;105.8;12.2
4050;453   Bouwinstallatiebedrijven;2000 31 december nader voorlopig;118.2;106.0;12.2
4051;453   Bouwinstallatiebedrijven;2001 31 december voorlopig;117.9;105.6;12.4
4052;453   Bouwinstallatiebedrijven;2001 31 december nader voorlopig;117.9;105.5;12.4
4053;453   Bouwinstallatiebedrijven;2002 31 december voorlopig;118.5;106.6;11.9
4054;453   Bouwinstallatiebedrijven;2002 31 december nader voorlopig;118.3;106.4;11.9
4055;453   Bouwinstallatiebedrijven;2003 31 december voorlopig;117.8;106.1;11.8
4056;453   Bouwinstallatiebedrijven;2003 31 december nader voorlopig;119.6;107.6;12.0
4057;453   Bouwinstallatiebedrijven;2004 31 december voorlopig;117.3;105.7;11.6
4058;453   Bouwinstallatiebedrijven;2004 31 december nader voorlopig;117.7;106.0;11.7
4059;453   Bouwinstallatiebedrijven;2005 31 december voorlopig;116.3;104.7;11.6
4060;4531  Elektrotechn. bouwinstallatie;1993 30 september;38.4;35.8;2.6
4061;4531  Elektrotechn. bouwinstallatie;1994 30 september;37.8;35.2;2.6
4062;4531  Elektrotechn. bouwinstallatie;1995 31 december;38.8;35.7;3.1
4063;4531  Elektrotechn. bouwinstallatie;1995 31 december nader voorlopig;41.7;38.5;3.1
4064;4531  Elektrotechn. bouwinstallatie;1996 31 december nader voorlopig;44.9;41.4;3.5
4065;4531  Elektrotechn. bouwinstallatie;1997 31 december nader voorlopig;43.4;40.0;3.4
4066;4531  Elektrotechn. bouwinstallatie;1998 31 december nader voorlopig;45.9;42.3;3.6
4067;4531  Elektrotechn. bouwinstallatie;1999 31 december voorlopig;47.8;43.7;4.1
4068;4531  Elektrotechn. bouwinstallatie;1999 31 december nader voorlopig;48.6;44.1;4.5
4069;4531  Elektrotechn. bouwinstallatie;2000 31 december voorlopig;50.3;45.5;4.8
4070;4531  Elektrotechn. bouwinstallatie;2000 31 december nader voorlopig;50.3;45.5;4.8
4071;4531  Elektrotechn. bouwinstallatie;2001 31 december voorlopig;50.5;45.5;4.9
4072;4531  Elektrotechn. bouwinstallatie;2001 31 december nader voorlopig;50.3;45.4;4.9
4073;4531  Elektrotechn. bouwinstallatie;2002 31 december voorlopig;50.7;46.0;4.7
4074;4531  Elektrotechn. bouwinstallatie;2002 31 december nader voorlopig;50.4;45.7;4.7
4075;4531  Elektrotechn. bouwinstallatie;2003 31 december voorlopig;49.7;45.1;4.6
4076;4531  Elektrotechn. bouwinstallatie;2003 31 december nader voorlopig;50.6;45.8;4.7
4077;4531  Elektrotechn. bouwinstallatie;2004 31 december voorlopig;50.3;45.6;4.7
4078;4531  Elektrotechn. bouwinstallatie;2004 31 december nader voorlopig;50.4;45.7;4.7
4079;4531  Elektrotechn. bouwinstallatie;2005 31 december voorlopig;50.6;45.8;4.7
4080;4532  Isolatiebedrijven;1993 30 september;5.0;4.7;0.3
4081;4532  Isolatiebedrijven;1994 30 september;4.7;4.4;0.3
4082;4532  Isolatiebedrijven;1995 31 december;4.6;4.3;0.3
4083;4532  Isolatiebedrijven;1995 31 december nader voorlopig;4.9;4.6;0.3
4084;4532  Isolatiebedrijven;1996 31 december nader voorlopig;5.2;4.9;0.3
4085;4532  Isolatiebedrijven;1997 31 december nader voorlopig;4.9;4.6;0.4
4086;4532  Isolatiebedrijven;1998 31 december nader voorlopig;4.9;4.6;0.3
4087;4532  Isolatiebedrijven;1999 31 december voorlopig;4.7;4.3;0.3
4088;4532  Isolatiebedrijven;1999 31 december nader voorlopig;4.8;4.4;0.4
4089;4532  Isolatiebedrijven;2000 31 december voorlopig;4.8;4.4;0.4
4090;4532  Isolatiebedrijven;2000 31 december nader voorlopig;4.9;4.4;0.4
4091;4532  Isolatiebedrijven;2001 31 december voorlopig;4.8;4.4;0.4
4092;4532  Isolatiebedrijven;2001 31 december nader voorlopig;4.8;4.4;0.4
4093;4532  Isolatiebedrijven;2002 31 december voorlopig;4.4;4.0;0.4
4094;4532  Isolatiebedrijven;2002 31 december nader voorlopig;4.4;4.0;0.4
4095;4532  Isolatiebedrijven;2003 31 december voorlopig;4.3;3.9;0.3
4096;4532  Isolatiebedrijven;2003 31 december nader voorlopig;4.3;4.0;0.3
4097;4532  Isolatiebedrijven;2004 31 december voorlopig;4.3;3.9;0.4
4098;4532  Isolatiebedrijven;2004 31 december nader voorlopig;4.2;3.9;0.3
4099;4532  Isolatiebedrijven;2005 31 december voorlopig;3.8;3.5;0.3
4100;"4533  Loodgieters; installatie alg.";1993 30 september;42.9;39.7;3.2
4101;"4533  Loodgieters; installatie alg.";1994 30 september;41.6;38.6;3.0
4102;"4533  Loodgieters; installatie alg.";1995 31 december;39.9;36.8;3.1
4103;"4533  Loodgieters; installatie alg.";1995 31 december nader voorlopig;42.8;39.7;3.2
4104;"4533  Loodgieters; installatie alg.";1996 31 december nader voorlopig;46.9;43.2;3.7
4105;"4533  Loodgieters; installatie alg.";1997 31 december nader voorlopig;47.6;43.6;4.1
4106;"4533  Loodgieters; installatie alg.";1998 31 december nader voorlopig;49.1;45.1;4.0
4107;"4533  Loodgieters; installatie alg.";1999 31 december voorlopig;49.5;45.0;4.6
4108;"4533  Loodgieters; installatie alg.";1999 31 december nader voorlopig;50.5;45.5;5.0
4109;"4533  Loodgieters; installatie alg.";2000 31 december voorlopig;52.7;47.1;5.5
4110;"4533  Loodgieters; installatie alg.";2000 31 december nader voorlopig;52.9;47.3;5.5
4111;"4533  Loodgieters; installatie alg.";2001 31 december voorlopig;52.2;46.6;5.6
4112;"4533  Loodgieters; installatie alg.";2001 31 december nader voorlopig;52.2;46.7;5.6
4113;"4533  Loodgieters; installatie alg.";2002 31 december voorlopig;53.4;48.1;5.3
4114;"4533  Loodgieters; installatie alg.";2002 31 december nader voorlopig;53.5;48.1;5.4
4115;"4533  Loodgieters; installatie alg.";2003 31 december voorlopig;53.6;48.2;5.4
4116;"4533  Loodgieters; installatie alg.";2003 31 december nader voorlopig;54.6;49.0;5.5
4117;"4533  Loodgieters; installatie alg.";2004 31 december voorlopig;52.3;47.1;5.2
4118;"4533  Loodgieters; installatie alg.";2004 31 december nader voorlopig;52.7;47.5;5.3
4119;"4533  Loodgieters; installatie alg.";2005 31 december voorlopig;51.8;46.5;5.3
4120;"45331 Loodgieters; sanitairinstallatie";1993 30 september;21.6;20.0;1.6
4121;"45331 Loodgieters; sanitairinstallatie";1994 30 september;21.1;19.5;1.6
4122;"45331 Loodgieters; sanitairinstallatie";1995 31 december;20.4;18.7;1.7
4123;"45331 Loodgieters; sanitairinstallatie";1995 31 december nader voorlopig;22.0;20.2;1.7
4124;"45331 Loodgieters; sanitairinstallatie";1996 31 december nader voorlopig;24.2;22.2;2.0
4125;"45331 Loodgieters; sanitairinstallatie";1997 31 december nader voorlopig;24.3;22.0;2.2
4126;"45331 Loodgieters; sanitairinstallatie";1998 31 december nader voorlopig;24.9;22.8;2.1
4127;"45331 Loodgieters; sanitairinstallatie";1999 31 december voorlopig;24.9;22.5;2.4
4128;"45331 Loodgieters; sanitairinstallatie";1999 31 december nader voorlopig;25.6;22.9;2.7
4129;"45331 Loodgieters; sanitairinstallatie";2000 31 december voorlopig;27.2;24.1;3.1
4130;"45331 Loodgieters; sanitairinstallatie";2000 31 december nader voorlopig;27.2;24.1;3.1
4131;"45331 Loodgieters; sanitairinstallatie";2001 31 december voorlopig;26.1;23.1;3.0
4132;"45331 Loodgieters; sanitairinstallatie";2001 31 december nader voorlopig;26.2;23.2;3.0
4133;"45331 Loodgieters; sanitairinstallatie";2002 31 december voorlopig;26.3;23.6;2.7
4134;"45331 Loodgieters; sanitairinstallatie";2002 31 december nader voorlopig;26.6;23.8;2.8
4135;"45331 Loodgieters; sanitairinstallatie";2003 31 december voorlopig;26.6;23.8;2.8
4136;"45331 Loodgieters; sanitairinstallatie";2003 31 december nader voorlopig;27.3;24.4;2.9
4137;"45331 Loodgieters; sanitairinstallatie";2004 31 december voorlopig;27.0;24.2;2.8
4138;"45331 Loodgieters; sanitairinstallatie";2004 31 december nader voorlopig;27.2;24.3;2.8
4139;"45331 Loodgieters; sanitairinstallatie";2005 31 december voorlopig;26.7;23.9;2.8
4140;45332 CV- en luchtbehandel. installatie;1993 30 september;21.3;19.7;1.6
