ID;HuishoudensKenmerken;Perioden;BrutoExploitatieoverschot_1;BrutoGemengdInkomen_2;BrutoSaldoPrimaireInkomens_3;BrutoBeschikbaarInkomen_4;BrutoAlternatiefBeschikbaarInkomen_5;Totaal_6;BeloningVanWerknemers_7;InkomenUitVermogen_8;SocialeUitkeringenInGeld_9;OverigeInkomensoverdrachten_10;SocialeOverdrachtenInNatura_11;Totaal_12;InkomenUitVermogen_13;BelastingenOpInkomenEnVermogen_14;SocialePremies_15;OverigeInkomensoverdrachten_16;CorrectieMutatiesInPensioenrechten_17;BrutoExploitatieoverschot_18;BrutoGemengdInkomen_19;BrutoSaldoPrimaireInkomens_20;BrutoBeschikbaarInkomen_21;BrutoAlternatiefBeschikbaarInkomen_22;Totaal_23;BeloningVanWerknemers_24;InkomenUitVermogen_25;SocialeUitkeringenInGeld_26;OverigeInkomensoverdrachten_27;SocialeOverdrachtenInNatura_28;Totaal_29;InkomenUitVermogen_30;BelastingenOpInkomenEnVermogen_31;SocialePremies_32;OverigeInkomensoverdrachten_33;CorrectieMutatiesInPensioenrechten_34;BrutoExploitatieoverschot_35;BrutoGemengdInkomen_36;BrutoSaldoPrimaireInkomens_37;BrutoBeschikbaarInkomen_38;BrutoAlternatiefBeschikbaarInkomen_39;Totaal_40;BeloningVanWerknemers_41;InkomenUitVermogen_42;SocialeUitkeringenInGeld_43;OverigeInkomensoverdrachten_44;SocialeOverdrachtenInNatura_45;Totaal_46;InkomenUitVermogen_47;BelastingenOpInkomenEnVermogen_48;SocialePremies_49;OverigeInkomensoverdrachten_50;CorrectieMutatiesInPensioenrechten_51;BrutoExploitatieoverschot_52;BrutoGemengdInkomen_53;BrutoSaldoPrimaireInkomens_54;BrutoBeschikbaarInkomen_55;BrutoAlternatiefBeschikbaarInkomen_56;Totaal_57;BeloningVanWerknemers_58;InkomenUitVermogen_59;SocialeUitkeringenInGeld_60;OverigeInkomensoverdrachten_61;SocialeOverdrachtenInNatura_62;Totaal_63;InkomenUitVermogen_64;BelastingenOpInkomenEnVermogen_65;SocialePremies_66;OverigeInkomensoverdrachten_67
138;Inkomstenbron: uit arbeid;2013;1428;4941;303524;163715;218462;386324;281857;20207;22295;7218;54748;174232;4910;33655;123123;12544;40963;0.4;1.3;78.2;42.2;56.3;99.5;72.6;5.2;5.7;1.9;14.1;44.9;1.3;8.7;31.7;3.2;10.6;0.3;0.9;53.4;28.8;38.5;68.0;49.6;3.6;3.9;1.3;9.6;30.7;0.9;5.9;21.7;2.2;7.2;0.7;2.3;138.9;74.9;100;176.8;129.0;9.2;10.2;3.3;25.1;79.8;2.2;15.4;56.4;5.7
139;Inkomstenbron: uit arbeid;2014;2599;4864;303679;167074;221252;383509;282237;18744;21396;6954;54178;169721;4766;33082;120122;11751;39257;0.7;1.3;78.8;43.3;57.4;99.5;73.2;4.9;5.6;1.8;14.1;44.0;1.2;8.6;31.2;3.0;10.2;0.5;0.9;54.0;29.7;39.3;68.2;50.2;3.3;3.8;1.2;9.6;30.2;0.8;5.9;21.4;2.1;7.0;1.2;2.2;137.3;75.5;100;173.3;127.6;8.5;9.7;3.1;24.5;76.7;2.2;15.0;54.3;5.3
140;Uitkering ouderdom/nabestaanden;2005;1557;1192;14950;43325;64714;84199;2629;10710;46093;3379;21389;22235;1137;4827;11995;4276;-15775;0.9;0.7;8.2;23.7;35.4;46.1;1.4;5.9;25.2;1.9;11.7;12.2;0.6;2.6;6.6;2.3;-8.6;0.7;0.5;6.9;20.0;29.8;38.8;1.2;4.9;21.3;1.6;9.9;10.3;0.5;2.2;5.5;2.0;-7.3;2.4;1.8;23.1;66.9;100;130.1;4.1;16.5;71.2;5.2;33.1;34.4;1.8;7.5;18.5;6.6
141;Uitkering ouderdom/nabestaanden;2006;2426;1242;16773;47569;72915;92031;2805;11883;49834;2163;25346;22784;1583;5034;13006;3160;-18192;1.3;0.7;9.0;25.6;39.2;49.5;1.5;6.4;26.8;1.2;13.6;12.2;0.9;2.7;7.0;1.7;-9.8;1.1;0.6;7.6;21.5;33.0;41.7;1.3;5.4;22.6;1.0;11.5;10.3;0.7;2.3;5.9;1.4;-8.2;3.3;1.7;23.0;65.2;100;126.2;3.8;16.3;68.3;3.0;34.8;31.2;2.2;6.9;17.8;4.3
142;Uitkering ouderdom/nabestaanden;2007;3322;1212;16885;50272;76076;94635;2951;11509;52149;2222;25804;23092;2108;4969;12854;3160;-19573;1.8;0.7;9.1;27.0;40.8;50.8;1.6;6.2;28.0;1.2;13.8;12.4;1.1;2.7;6.9;1.7;-10.5;1.5;0.5;7.6;22.7;34.4;42.7;1.3;5.2;23.6;1.0;11.7;10.4;1.0;2.2;5.8;1.4;-8.8;4.4;1.6;22.2;66.1;100;124.4;3.9;15.1;68.5;2.9;33.9;30.4;2.8;6.5;16.9;4.2
143;Uitkering ouderdom/nabestaanden;2008;3513;1264;19878;52733;79522;99993;3289;14147;53478;2290;26789;25248;2335;5043;15000;2870;-18304;1.9;0.7;10.6;28.1;42.4;53.3;1.8;7.5;28.5;1.2;14.3;13.5;1.2;2.7;8.0;1.5;-9.8;1.6;0.6;8.9;23.7;35.7;44.9;1.5;6.3;24.0;1.0;12.0;11.3;1.0;2.3;6.7;1.3;-8.2;4.4;1.6;25.0;66.3;100;125.7;4.1;17.8;67.2;2.9;33.7;31.8;2.9;6.3;18.9;3.6
144;Uitkering ouderdom/nabestaanden;2009;1156;1298;17015;49781;78952;102996;3351;12516;55613;2345;29171;26498;1306;6396;15520;3276;-18593;0.6;0.7;8.9;25.9;41.1;53.6;1.7;6.5;28.9;1.2;15.2;13.8;0.7;3.3;8.1;1.7;-9.7;0.5;0.6;7.5;21.8;34.6;45.1;1.5;5.5;24.4;1.0;12.8;11.6;0.6;2.8;6.8;1.4;-8.1;1.5;1.6;21.6;63.1;100;130.5;4.2;15.9;70.4;3.0;36.9;33.6;1.7;8.1;19.7;4.1
145;Uitkering ouderdom/nabestaanden;2010;680;1272;16463;50300;81018;106570;3647;11938;57695;2572;30718;27503;1073;7010;15838;3582;-19829;0.3;0.6;8.4;25.6;41.3;54.3;1.9;6.1;29.4;1.3;15.7;14.0;0.5;3.6;8.1;1.8;-10.1;0.3;0.5;7.1;21.5;34.7;45.6;1.6;5.1;24.7;1.1;13.2;11.8;0.5;3.0;6.8;1.5;-8.5;0.8;1.6;20.3;62.1;100;131.5;4.5;14.7;71.2;3.2;37.9;33.9;1.3;8.7;19.5;4.4
146;Uitkering ouderdom/nabestaanden;2011;1105;1262;18669;53471;85213;113259;3604;13971;61093;2849;31742;30414;1272;7080;18246;3815;-20091;0.6;0.6;9.4;26.9;42.9;57.0;1.8;7.0;30.7;1.4;16.0;15.3;0.6;3.6;9.2;1.9;-10.1;0.5;0.5;7.9;22.6;36.0;47.9;1.5;5.9;25.8;1.2;13.4;12.9;0.5;3.0;7.7;1.6;-8.5;1.3;1.5;21.9;62.7;100;132.9;4.2;16.4;71.7;3.3;37.3;35.7;1.5;8.3;21.4;4.5
147;Uitkering ouderdom/nabestaanden;2012;255;1242;19276;55108;88554;117821;3510;15008;63243;2613;33446;30763;739;6460;20156;3408;-19759;0.1;0.6;9.6;27.3;43.9;58.5;1.7;7.4;31.4;1.3;16.6;15.3;0.4;3.2;10.0;1.7;-9.8;0.1;0.5;8.0;23.0;36.9;49.1;1.5;6.3;26.4;1.1;14.0;12.8;0.3;2.7;8.4;1.4;-8.2;0.3;1.4;21.8;62.2;100;133.0;4.0;16.9;71.4;3.0;37.8;34.7;0.8;7.3;22.8;3.8
148;Uitkering ouderdom/nabestaanden;2013;657;1236;19894;55373;92870;123898;3570;15078;64980;2774;37497;32921;646;7278;21331;3666;-20264;0.3;0.6;9.8;27.2;45.5;60.8;1.8;7.4;31.9;1.4;18.4;16.1;0.3;3.6;10.5;1.8;-9.9;0.3;0.5;8.2;22.8;38.3;51.1;1.5;6.2;26.8;1.1;15.5;13.6;0.3;3.0;8.8;1.5;-8.4;0.7;1.3;21.4;59.6;100;133.4;3.8;16.2;70.0;3.0;40.4;35.4;0.7;7.8;23.0;3.9
149;Uitkering ouderdom/nabestaanden;2014;1036;1265;20540;55921;94287;125945;3924;14952;65975;2727;38366;33958;637;7683;21826;3811;-19610;0.5;0.6;10.0;27.1;45.8;61.1;1.9;7.3;32.0;1.3;18.6;16.5;0.3;3.7;10.6;1.8;-9.5;0.4;0.5;8.4;22.8;38.4;51.4;1.6;6.1;26.9;1.1;15.6;13.8;0.3;3.1;8.9;1.6;-8.0;1.1;1.3;21.8;59.3;100;133.6;4.2;15.9;70.0;2.9;40.7;36.0;0.7;8.1;23.1;4.0
150;Overig uitkeringen en overdrachtsinkomen;2005;245;435;4237;21709;29670;36205;2525;1437;20539;3743;7962;7214;405;643;4758;1408;322;0.3;0.5;4.8;24.6;33.6;41.0;2.9;1.6;23.3;4.2;9.0;8.2;0.5;0.7;5.4;1.6;0.4;0.2;0.4;3.8;19.6;26.8;32.8;2.3;1.3;18.6;3.4;7.2;6.5;0.4;0.6;4.3;1.3;0.3;0.8;1.5;14.3;73.2;100;122.0;8.5;4.8;69.2;12.6;26.8;24.3;1.4;2.2;16.0;4.7
151;Overig uitkeringen en overdrachtsinkomen;2006;347;402;4049;20533;29209;35137;2448;1385;19225;3403;8676;6678;533;619;4432;1093;115;0.4;0.5;4.8;24.3;34.5;41.6;2.9;1.6;22.7;4.0;10.3;7.9;0.6;0.7;5.2;1.3;0.1;0.3;0.4;3.9;19.6;27.9;33.5;2.3;1.3;18.4;3.2;8.3;6.4;0.5;0.6;4.2;1.0;0.1;1.2;1.4;13.9;70.3;100;120.3;8.4;4.7;65.8;11.7;29.7;22.9;1.8;2.1;15.2;3.7
152;Overig uitkeringen en overdrachtsinkomen;2007;419;357;3885;20434;28847;34385;2353;1343;19058;3218;8413;6314;587;606;4213;908;131;0.5;0.4;4.9;25.6;36.1;43.1;2.9;1.7;23.9;4.0;10.5;7.9;0.7;0.8;5.3;1.1;0.2;0.4;0.4;4.0;20.9;29.5;35.2;2.4;1.4;19.5;3.3;8.6;6.5;0.6;0.6;4.3;0.9;0.1;1.5;1.2;13.5;70.8;100;119.2;8.2;4.7;66.1;11.2;29.2;21.9;2.0;2.1;14.6;3.1
153;Overig uitkeringen en overdrachtsinkomen;2008;363;332;3801;19957;28243;33904;2273;1390;18938;3017;8286;6357;558;539;4584;675;241;0.5;0.4;5.1;26.6;37.7;45.3;3.0;1.9;25.3;4.0;11.1;8.5;0.7;0.7;6.1;0.9;0.3;0.4;0.4;4.2;21.9;31.0;37.2;2.5;1.5;20.8;3.3;9.1;7.0;0.6;0.6;5.0;0.7;0.3;1.3;1.2;13.5;70.7;100;120.0;8.0;4.9;67.1;10.7;29.3;22.5;2.0;1.9;16.2;2.4
154;Overig uitkeringen en overdrachtsinkomen;2009;95;345;4224;21512;30858;37450;2829;1315;20555;3404;9347;7032;360;774;4965;933;393;0.1;0.4;5.2;26.6;38.2;46.4;3.5;1.6;25.4;4.2;11.6;8.7;0.4;1.0;6.1;1.2;0.5;0.1;0.4;4.3;22.0;31.6;38.3;2.9;1.3;21.0;3.5;9.6;7.2;0.4;0.8;5.1;1.0;0.4;0.3;1.1;13.7;69.7;100;121.4;9.2;4.3;66.6;11.0;30.3;22.8;1.2;2.5;16.1;3.0
155;Overig uitkeringen en overdrachtsinkomen;2010;50;353;4273;22497;32757;39457;2972;1198;21558;3469;10260;7104;301;709;5216;879;293;0.1;0.4;5.0;26.4;38.5;46.3;3.5;1.4;25.3;4.1;12.0;8.3;0.4;0.8;6.1;1.0;0.3;0.0;0.3;4.1;21.8;31.7;38.2;2.9;1.2;20.9;3.4;9.9;6.9;0.3;0.7;5.0;0.8;0.3;0.2;1.1;13.0;68.7;100;120.5;9.1;3.7;65.8;10.6;31.3;21.7;0.9;2.2;15.9;2.7
156;Overig uitkeringen en overdrachtsinkomen;2011;97;357;4468;22670;33251;40554;3030;1330;22005;3608;10581;7756;346;691;5749;971;453;0.1;0.4;5.1;25.7;37.8;46.1;3.4;1.5;25.0;4.1;12.0;8.8;0.4;0.8;6.5;1.1;0.5;0.1;0.3;4.2;21.2;31.2;38.0;2.8;1.2;20.6;3.4;9.9;7.3;0.3;0.6;5.4;0.9;0.4;0.3;1.1;13.4;68.2;100;122.0;9.1;4.0;66.2;10.9;31.8;23.3;1.0;2.1;17.3;2.9
157;Overig uitkeringen en overdrachtsinkomen;2012;14;336;4551;22563;33384;40947;3054;1348;22651;3072;10821;7913;202;661;6335;715;510;0.0;0.4;5.1;25.4;37.6;46.2;3.4;1.5;25.5;3.5;12.2;8.9;0.2;0.7;7.1;0.8;0.6;0.0;0.3;4.2;20.9;30.9;37.9;2.8;1.2;21.0;2.8;10.0;7.3;0.2;0.6;5.9;0.7;0.5;0.0;1.0;13.6;67.6;100;122.7;9.1;4.0;67.9;9.2;32.4;23.7;0.6;2.0;19.0;2.1
158;Overig uitkeringen en overdrachtsinkomen;2013;59;367;5065;24520;35824;43867;3321;1516;24030;3695;11304;8468;198;1033;6468;768;583;0.1;0.4;5.3;25.4;37.2;45.5;3.4;1.6;24.9;3.8;11.7;8.8;0.2;1.1;6.7;0.8;0.6;0.1;0.3;4.3;20.9;30.5;37.4;2.8;1.3;20.5;3.1;9.6;7.2;0.2;0.9;5.5;0.7;0.5;0.2;1.0;14.1;68.4;100;122.4;9.3;4.2;67.1;10.3;31.6;23.6;0.6;2.9;18.1;2.1
159;Overig uitkeringen en overdrachtsinkomen;2014;110;375;5093;24710;36720;45001;3268;1552;24570;3603;12009;8767;211;913;6775;868;660;0.1;0.4;5.1;24.7;36.7;45.0;3.3;1.6;24.6;3.6;12.0;8.8;0.2;0.9;6.8;0.9;0.7;0.1;0.3;4.2;20.3;30.1;36.9;2.7;1.3;20.2;3.0;9.9;7.2;0.2;0.7;5.6;0.7;0.5;0.3;1.0;13.9;67.3;100;122.6;8.9;4.2;66.9;9.8;32.7;23.9;0.6;2.5;18.5;2.4
160;Hoofdkostwinner: tot 35 jaar;2005;949;5961;63525;41051;52702;79832;56017;3662;5617;2884;11651;34040;3064;3592;24391;2993;7758;0.6;4.0;42.1;27.2;34.9;52.9;37.1;2.4;3.7;1.9;7.7;22.6;2.0;2.4;16.2;2.0;5.1;0.5;3.1;32.6;21.0;27.0;40.9;28.7;1.9;2.9;1.5;6.0;17.5;1.6;1.8;12.5;1.5;4.0;1.8;11.3;120.5;77.9;100;151.5;106.3;6.9;10.7;5.5;22.1;64.6;5.8;6.8;46.3;5.7
161;Hoofdkostwinner: tot 35 jaar;2006;1369;6142;63107;40653;53723;79829;56289;3364;5702;1404;13069;33617;4057;3747;24287;1526;7027;0.9;4.1;42.5;27.4;36.2;53.8;37.9;2.3;3.8;0.9;8.8;22.6;2.7;2.5;16.4;1.0;4.7;0.7;3.2;33.0;21.3;28.1;41.8;29.5;1.8;3.0;0.7;6.8;17.6;2.1;2.0;12.7;0.8;3.7;2.5;11.4;117.5;75.7;100;148.6;104.8;6.3;10.6;2.6;24.3;62.6;7.6;7.0;45.2;2.8
162;Hoofdkostwinner: tot 35 jaar;2007;1788;5885;64154;40668;54558;82663;58182;3637;5625;1330;13889;35779;5338;4090;24803;1548;7383;1.2;4.0;43.4;27.5;36.9;55.9;39.4;2.5;3.8;0.9;9.4;24.2;3.6;2.8;16.8;1.0;5.0;0.9;3.1;33.9;21.5;28.8;43.7;30.8;1.9;3.0;0.7;7.3;18.9;2.8;2.2;13.1;0.8;3.9;3.3;10.8;117.6;74.5;100;151.5;106.6;6.7;10.3;2.4;25.5;65.6;9.8;7.5;45.5;2.8
163;Hoofdkostwinner: tot 35 jaar;2008;1801;6375;67081;40729;55839;86768;60854;3803;5605;1396;15110;39106;5753;4526;27279;1549;8035;1.2;4.3;45.1;27.4;37.6;58.4;40.9;2.6;3.8;0.9;10.2;26.3;3.9;3.0;18.4;1.0;5.4;0.9;3.4;35.3;21.5;29.4;45.7;32.1;2.0;3.0;0.7;8.0;20.6;3.0;2.4;14.4;0.8;4.2;3.2;11.4;120.1;72.9;100;155.4;109.0;6.8;10.0;2.5;27.1;70.0;10.3;8.1;48.9;2.8
164;Hoofdkostwinner: tot 35 jaar;2009;486;6529;68312;44498;60484;89105;60242;4143;7331;1404;15986;35635;3087;5050;25905;1594;8289;0.3;4.4;45.9;29.9;40.6;59.8;40.5;2.8;4.9;0.9;10.7;23.9;2.1;3.4;17.4;1.1;5.6;0.3;3.4;35.9;23.4;31.8;46.9;31.7;2.2;3.9;0.7;8.4;18.7;1.6;2.7;13.6;0.8;4.4;0.8;10.8;112.9;73.6;100;147.3;99.6;6.9;12.1;2.3;26.4;58.9;5.1;8.3;42.8;2.6
165;Hoofdkostwinner: tot 35 jaar;2010;225;6187;65751;43235;59669;87379;58506;3143;7854;1442;16434;34122;2310;4847;25407;1558;7508;0.1;4.1;43.9;28.9;39.8;58.3;39.0;2.1;5.2;1.0;11.0;22.8;1.5;3.2;17.0;1.0;5.0;0.1;3.2;34.5;22.7;31.3;45.9;30.7;1.7;4.1;0.8;8.6;17.9;1.2;2.5;13.3;0.8;3.9;0.4;10.4;110.2;72.5;100;146.4;98.1;5.3;13.2;2.4;27.5;57.2;3.9;8.1;42.6;2.6
166;Hoofdkostwinner: tot 35 jaar;2011;419;6038;66454;43389;59612;88636;59113;3471;8202;1627;16223;35480;2587;4608;26654;1632;7814;0.3;4.0;43.9;28.7;39.4;58.6;39.1;2.3;5.4;1.1;10.7;23.4;1.7;3.0;17.6;1.1;5.2;0.2;3.1;34.6;22.6;31.1;46.2;30.8;1.8;4.3;0.8;8.5;18.5;1.3;2.4;13.9;0.9;4.1;0.7;10.1;111.5;72.8;100;148.7;99.2;5.8;13.8;2.7;27.2;59.5;4.3;7.7;44.7;2.7
167;Hoofdkostwinner: tot 35 jaar;2012;65;5915;67621;43633;60221;89215;59476;3550;8391;1209;16588;34974;1385;4439;27787;1362;8263;0.0;3.9;44.5;28.7;39.6;58.7;39.1;2.3;5.5;0.8;10.9;23.0;0.9;2.9;18.3;0.9;5.4;0.0;3.1;35.1;22.6;31.2;46.3;30.9;1.8;4.4;0.6;8.6;18.1;0.7;2.3;14.4;0.7;4.3;0.1;9.8;112.3;72.5;100;148.1;98.8;5.9;13.9;2.0;27.5;58.1;2.3;7.4;46.1;2.3
168;Hoofdkostwinner: tot 35 jaar;2013;214;5844;66497;46700;62197;87412;57956;3609;9008;1342;15496;31273;1126;4143;24559;1446;8400;0.1;3.9;43.8;30.8;41.0;57.6;38.2;2.4;5.9;0.9;10.2;20.6;0.7;2.7;16.2;1.0;5.5;0.1;3.0;34.5;24.2;32.3;45.3;30.1;1.9;4.7;0.7;8.0;16.2;0.6;2.1;12.7;0.8;4.4;0.3;9.4;106.9;75.1;100;140.5;93.2;5.8;14.5;2.2;24.9;50.3;1.8;6.7;39.5;2.3
169;Hoofdkostwinner: tot 35 jaar;2014;454;6154;67119;46773;62482;86919;58024;3556;8330;1300;15709;31045;1069;4142;24377;1457;8164;0.3;4.0;43.8;30.5;40.8;56.7;37.9;2.3;5.4;0.8;10.2;20.3;0.7;2.7;15.9;1.0;5.3;0.2;3.2;34.6;24.1;32.2;44.8;29.9;1.8;4.3;0.7;8.1;16.0;0.6;2.1;12.6;0.8;4.2;0.7;9.8;107.4;74.9;100;139.1;92.9;5.7;13.3;2.1;25.1;49.7;1.7;6.6;39.0;2.3
170;Hoofdkostwinner: 35 tot 50 jaar;2005;2965;22240;150103;97564;130543;187462;120798;11270;14571;7844;32979;82124;7170;15291;50087;9576;17593;1.3;9.8;66.3;43.1;57.7;82.8;53.4;5.0;6.4;3.5;14.6;36.3;3.2;6.8;22.1;4.2;7.8;0.8;6.2;41.6;27.0;36.2;52.0;33.5;3.1;4.0;2.2;9.1;22.8;2.0;4.2;13.9;2.7;4.9;2.3;17.0;115.0;74.7;100;143.6;92.5;8.6;11.2;6.0;25.3;62.9;5.5;11.7;38.4;7.3
171;Hoofdkostwinner: 35 tot 50 jaar;2006;4431;23195;155246;99771;136733;192598;125455;11841;14098;4243;36961;83492;9676;16494;51189;6132;15971;2.0;10.2;68.5;44.0;60.3;84.9;55.3;5.2;6.2;1.9;16.3;36.8;4.3;7.3;22.6;2.7;7.0;1.2;6.4;43.0;27.7;37.9;53.4;34.8;3.3;3.9;1.2;10.2;23.1;2.7;4.6;14.2;1.7;4.4;3.2;17.0;113.5;73.0;100;140.9;91.8;8.7;10.3;3.1;27.0;61.1;7.1;12.1;37.4;4.5
172;Hoofdkostwinner: 35 tot 50 jaar;2007;5808;24142;161931;102704;141247;201236;131220;13944;13258;4272;38543;89939;13183;17817;52395;6544;16809;2.6;10.7;71.6;45.4;62.5;89.0;58.0;6.2;5.9;1.9;17.0;39.8;5.8;7.9;23.2;2.9;7.4;1.6;6.7;45.1;28.6;39.3;56.0;36.5;3.9;3.7;1.2;10.7;25.0;3.7;5.0;14.6;1.8;4.7;4.1;17.1;114.6;72.7;100;142.5;92.9;9.9;9.4;3.0;27.3;63.7;9.3;12.6;37.1;4.6
173;Hoofdkostwinner: 35 tot 50 jaar;2008;5991;24108;165785;103685;144578;209506;135822;14268;14278;4245;40894;95027;14403;18216;56700;5708;17958;2.7;10.7;73.7;46.1;64.2;93.1;60.3;6.3;6.3;1.9;18.2;42.2;6.4;8.1;25.2;2.5;8.0;1.7;6.8;46.5;29.1;40.6;58.8;38.1;4.0;4.0;1.2;11.5;26.7;4.0;5.1;15.9;1.6;5.0;4.1;16.7;114.7;71.7;100;144.9;93.9;9.9;9.9;2.9;28.3;65.7;10.0;12.6;39.2;3.9
174;Hoofdkostwinner: 35 tot 50 jaar;2009;1847;23164;166327;105763;148686;212217;136185;12861;15639;4611;42923;88542;7728;20387;54096;6331;18651;0.8;10.4;74.3;47.3;66.5;94.9;60.9;5.7;7.0;2.1;19.2;39.6;3.5;9.1;24.2;2.8;8.3;0.5;6.6;47.1;29.9;42.1;60.1;38.6;3.6;4.4;1.3;12.2;25.1;2.2;5.8;15.3;1.8;5.3;1.2;15.6;111.9;71.1;100;142.7;91.6;8.6;10.5;3.1;28.9;59.5;5.2;13.7;36.4;4.3
175;Hoofdkostwinner: 35 tot 50 jaar;2010;1046;23528;165139;105777;148822;211178;134811;11708;16712;4903;43045;86931;5954;20818;53713;6445;17071;0.5;10.6;74.7;47.9;67.3;95.5;61.0;5.3;7.6;2.2;19.5;39.3;2.7;9.4;24.3;2.9;7.7;0.3;6.7;47.3;30.3;42.7;60.5;38.6;3.4;4.8;1.4;12.3;24.9;1.7;6.0;15.4;1.8;4.9;0.7;15.8;111.0;71.1;100;141.9;90.6;7.9;11.2;3.3;28.9;58.4;4.0;14.0;36.1;4.3
176;Hoofdkostwinner: 35 tot 50 jaar;2011;1627;23505;166693;106177;148027;212555;136465;11983;16752;5505;41850;89660;6887;20296;56060;6417;17760;0.7;10.8;76.3;48.6;67.8;97.3;62.5;5.5;7.7;2.5;19.2;41.1;3.2;9.3;25.7;2.9;8.1;0.5;6.8;48.5;30.9;43.1;61.9;39.7;3.5;4.9;1.6;12.2;26.1;2.0;5.9;16.3;1.9;5.2;1.1;15.9;112.6;71.7;100;143.6;92.2;8.1;11.3;3.7;28.3;60.6;4.7;13.7;37.9;4.3
177;Hoofdkostwinner: 35 tot 50 jaar;2012;391;23060;166753;104766;146346;210741;136508;10612;17049;4992;41579;87847;3819;19224;58464;6340;18442;0.2;10.7;77.5;48.7;68.0;97.9;63.4;4.9;7.9;2.3;19.3;40.8;1.8;8.9;27.2;2.9;8.6;0.1;6.8;49.3;31.0;43.3;62.3;40.4;3.1;5.0;1.5;12.3;26.0;1.1;5.7;17.3;1.9;5.5;0.3;15.8;113.9;71.6;100;144.0;93.3;7.3;11.6;3.4;28.4;60.0;2.6;13.1;39.9;4.3
178;Hoofdkostwinner: 35 tot 50 jaar;2013;862;22737;165306;103335;140608;204377;135073;9816;17333;4882;37273;87368;3182;18269;59921;5996;19151;0.4;10.7;77.9;48.7;66.3;96.4;63.7;4.6;8.2;2.3;17.6;41.2;1.5;8.6;28.3;2.8;9.0;0.3;6.8;49.8;31.1;42.3;61.5;40.7;3.0;5.2;1.5;11.2;26.3;1.0;5.5;18.0;1.8;5.8;0.6;16.2;117.6;73.5;100;145.4;96.1;7.0;12.3;3.5;26.5;62.1;2.3;13.0;42.6;4.3
179;Hoofdkostwinner: 35 tot 50 jaar;2014;1538;23272;164720;104187;140882;201568;133662;9355;17126;4729;36696;85495;3106;18510;58478;5400;17967;0.7;11.1;78.9;49.9;67.4;96.5;64.0;4.5;8.2;2.3;17.6;40.9;1.5;8.9;28.0;2.6;8.6;0.5;7.1;50.4;31.9;43.1;61.7;40.9;2.9;5.2;1.4;11.2;26.2;1.0;5.7;17.9;1.7;5.5;1.1;16.5;116.9;74.0;100;143.1;94.9;6.6;12.2;3.4;26.0;60.7;2.2;13.1;41.5;3.8
180;Hoofdkostwinner: 50 tot 65 jaar;2005;2651;16462;112927;83431;99352;150861;81767;16098;29576;7500;15921;70622;4050;15234;41741;9597;5789;1.4;8.8;60.2;44.5;53.0;80.5;43.6;8.6;15.8;4.0;8.5;37.7;2.2;8.1;22.3;5.1;3.1;1.0;6.2;42.5;31.4;37.4;56.8;30.8;6.1;11.1;2.8;6.0;26.6;1.5;5.7;15.7;3.6;2.2;2.7;16.6;113.7;84.0;100;151.8;82.3;16.2;29.8;7.5;16.0;71.1;4.1;15.3;42.0;9.7
181;Hoofdkostwinner: 50 tot 65 jaar;2006;4009;17096;118682;87411;106747;157928;86102;17078;30264;5149;19336;72286;5603;16294;43259;7130;3586;2.1;8.9;61.9;45.6;55.7;82.4;44.9;8.9;15.8;2.7;10.1;37.7;2.9;8.5;22.6;3.7;1.9;1.5;6.3;43.8;32.3;39.4;58.3;31.8;6.3;11.2;1.9;7.1;26.7;2.1;6.0;16.0;2.6;1.3;3.8;16.0;111.2;81.9;100;147.9;80.7;16.0;28.4;4.8;18.1;67.7;5.2;15.3;40.5;6.7
182;Hoofdkostwinner: 50 tot 65 jaar;2007;5368;17625;127749;93534;113956;169441;92364;19886;31324;5444;20423;78477;7494;17742;45560;7682;4640;2.7;9.0;65.4;47.9;58.4;86.8;47.3;10.2;16.0;2.8;10.5;40.2;3.8;9.1;23.3;3.9;2.4;1.9;6.4;46.3;33.9;41.3;61.4;33.5;7.2;11.3;2.0;7.4;28.4;2.7;6.4;16.5;2.8;1.7;4.7;15.5;112.1;82.1;100;148.7;81.1;17.5;27.5;4.8;17.9;68.9;6.6;15.6;40.0;6.7
183;Hoofdkostwinner: 50 tot 65 jaar;2008;5567;17944;137189;97215;119531;181390;99584;22334;31646;5511;22316;85371;8240;17901;51399;7830;7110;2.8;9.1;69.3;49.1;60.4;91.6;50.3;11.3;16.0;2.8;11.3;43.1;4.2;9.0;26.0;4.0;3.6;2.0;6.4;49.0;34.7;42.7;64.8;35.6;8.0;11.3;2.0;8.0;30.5;2.9;6.4;18.4;2.8;2.5;4.7;15.0;114.8;81.3;100;151.8;83.3;18.7;26.5;4.6;18.7;71.4;6.9;15.0;43.0;6.6
184;Hoofdkostwinner: 50 tot 65 jaar;2009;1813;18479;138288;95613;120150;184774;104205;18326;31824;5883;24537;84917;4535;20667;51377;8338;8980;0.9;9.1;68.5;47.3;59.5;91.5;51.6;9.1;15.8;2.9;12.1;42.0;2.2;10.2;25.4;4.1;4.4;0.6;6.5;48.4;33.4;42.0;64.6;36.4;6.4;11.1;2.1;8.6;29.7;1.6;7.2;18.0;2.9;3.1;1.5;15.4;115.1;79.6;100;153.8;86.7;15.3;26.5;4.9;20.4;70.7;3.8;17.2;42.8;6.9
