ID;RegioS;Perioden;Kiesgerechtigden_1;Opkomst_2;TotaalStemmen_3;GeldigeStemmen_4;CDA_5;ChristenUnie_6;D66_7;GroenLinks_8;PvdA_9;SGP_10;SP_11;VVD_12;OverigeLandelijkeGroeperingEn_13;LokaleConfessioneleGroeperingEn_14;LokaleOnafhankelijkeGroeperingEn_15;LokaleProgressieveGroeperingEn_16;CDA_17;ChristenUnie_18;D66_19;GroenLinks_20;PvdA_21;SGP_22;SP_23;VVD_24;OverigeLandelijkeGroeperingEn_25;LokaleConfessioneleGroeperingEn_26;LokaleOnafhankelijkeGroeperingEn_27;LokaleProgressieveGroeperingEn_28;TotaalGemeenteraadsleden_29;CDA_30;ChristenUnie_31;D66_32;GroenLinks_33;PvdA_34;SGP_35;SP_36;VVD_37;OverigeLandelijkeGroeperingEn_38;LokaleConfessioneleGroeperingEn_39;LokaleOnafhankelijkeGroeperingEn_40;LokaleProgressieveGroeperingEn_41;TotaalGemeenteraadsleden_42;CDA_43;ChristenUnie_44;D66_45;GroenLinks_46;PvdA_47;SGP_48;SP_49;VVD_50;OverigeLandelijkeGroeperingEn_51;LokaleConfessioneleGroeperingEn_52;LokaleOnafhankelijkeGroeperingEn_53;LokaleProgressieveGroeperingEn_54;TotaalGemeenteraadsleden_55;CDA_56;ChristenUnie_57;D66_58;GroenLinks_59;PvdA_60;SGP_61;SP_62;VVD_63;OverigeLandelijkeGroeperingEn_64;LokaleConfessioneleGroeperingEn_65;LokaleOnafhankelijkeGroeperingEn_66;LokaleProgressieveGroeperingEn_67;TotaalWethouders_68;CDA_69;ChristenUnie_70;D66_71;GroenLinks_72;PvdA_73;SGP_74;SP_75;VVD_76;OverigeLandelijkeGroeperingEn_77;LokaleConfessioneleGroeperingEn_78;LokaleOnafhankelijkeGroeperingEn_79;LokaleProgressieveGroeperingEn_80;TotaalWethouders_81;CDA_82;ChristenUnie_83;D66_84;GroenLinks_85;PvdA_86;SGP_87;SP_88;VVD_89;OverigeLandelijkeGroeperingEn_90;LokaleConfessioneleGroeperingEn_91;LokaleOnafhankelijkeGroeperingEn_92;LokaleProgressieveGroeperingEn_93;TotaalWethouders_94;CDA_95;ChristenUnie_96;D66_97;GroenLinks_98;PvdA_99;SGP_100;SP_101;VVD_102;OverigeLandelijkeGroeperingEn_103;LokaleConfessioneleGroeperingEn_104;LokaleOnafhankelijkeGroeperingEn_105;LokaleProgressieveGroeperingEn_106;TotaalWethouders_107;CDA_108;ChristenUnie_109;D66_110;GroenLinks_111;PvdA_112;SGP_113;SP_114;VVD_115;OverigeLandelijkeGroeperingEn_116;LokaleConfessioneleGroeperingEn_117;LokaleOnafhankelijkeGroeperingEn_118;LokaleProgressieveGroeperingEn_119;TotaalWethouders_120;CDA_121;D66_122;ChristenUnie_123;GroenLinks_124;PvdA_125;SGP_126;SP_127;VVD_128;OverigeLandelijkeGroeperingEn_129;LokaleConfessioneleGroeperingEn_130;LokaleOnafhankelijkeGroeperingEn_131;LokaleProgressieveGroeperingEn_132;TotaalWethouders_133;CDA_134;ChristenUnie_135;D66_136;GroenLinks_137;PvdA_138;SGP_139;SP_140;VVD_141;OverigeLandelijkeGroeperingEn_142;LokaleConfessioneleGroeperingEn_143;LokaleOnafhankelijkeGroeperingEn_144;LokaleProgressieveGroeperingEn_145;Man_146;Vrouw_147;Landsdeel_148;Provincie_149;Kamerkieskring_150;COROPGebied_151;Gemeente_152
81;Woerden;2000;34979;47.1;16489;16475;4713;1377;1089;1406;2140;925;0;2758;0;0;2067;0;28.6;8.4;6.6;8.5;13.0;5.6;0.0;16.7;0.0;0.0;12.5;0.0;29;9;2;2;2;4;2;0;5;0;0;3;0;22;8;1;2;0;3;2;0;3;0;0;3;0;7;1;1;0;2;1;0;0;2;0;0;0;0;4;2;0;0;0;1;0;0;1;0;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;3;26;08;17;0632
82;Woerden;2001;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;     ; ;  ;  ;  ;    
83;Woerden;2002;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;     ; ;  ;  ;  ;    
84;Wijdemeren;2000;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;     ; ;  ;  ;  ;    
85;Wijdemeren;2001;18110;50.8;9193;9180;2599;0;450;643;920;0;0;1854;0;0;2714;0;28.3;0.0;4.9;7.0;10.0;0.0;0.0;20.2;0.0;0.0;29.6;0.0;19;6;0;1;1;2;0;0;4;0;0;5;0;14;5;0;1;0;1;0;0;3;0;0;4;0;5;1;0;0;1;1;0;0;1;0;0;1;0;5;1;0;0;0;1;0;0;0;0;0;3;0;4;1;0;0;0;1;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VVD  ;     ;3;27;10;24;1696
86;Wijdemeren;2002;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;     ; ;  ;  ;  ;    
87;Zwartewaterland;2000;15212;69.4;10562;10554;2336;2012;0;0;1780;0;0;947;0;2237;1242;0;22.1;19.1;0.0;0.0;16.9;0.0;0.0;9.0;0.0;21.2;11.8;0.0;19;4;4;0;0;3;0;0;2;0;4;2;0;18;4;4;0;0;3;0;0;1;0;4;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;3;1;1;0;0;1;0;0;0;0;0;0;0;3;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;2;23;04;10;1896
88;Zwartewaterland;2001;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;     ; ;  ;  ;  ;    
89;Zwartewaterland;2002;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;     ; ;  ;  ;  ;    
90;Zwijndrecht;2000;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;     ; ;  ;  ;  ;    
91;Zwijndrecht;2001;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;     ; ;  ;  ;  ;    
92;Zwijndrecht;2002;34981;51.2;17909;17895;4858;0;1446;1156;3246;0;0;2603;1857;2413;316;0;27.1;0.0;8.1;6.5;18.1;0.0;0.0;14.5;10.4;13.5;1.8;0.0;29;8;0;2;2;6;0;0;4;3;4;0;0;20;4;0;1;2;4;0;0;3;2;4;0;0;9;4;0;1;0;2;0;0;1;1;0;0;0;4;2;0;0;0;1;0;0;0;0;1;0;0;2;1;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VVD  ;     ;3;28;14;30;0642
