ID;Grootteklasse;RegioS;Rechtsvorm;Perioden;Bedrijven_1;TotaalAantalWerknemers_2;AantalVasteWerknemers_3;AantalLosseWerknemers_4;TotaalArbeid_5;ArbeidOndernemers_6;ArbeidHuwelijksPartners_7;ArbeidOverigeGezinsleden_8;TotaalBedrijfsopbrengsten_9;NettoOmzet_10;OverigeBedrijfsopbrengsten_11;TotaalBedrijfslasten_12;InkoopwaardeOmzet_13;Personeelslasten_14;OverigeBedrijfslasten_15;TotaalOverigeOpbrengstenEnLasten_16;SaldoInterest_17;SaldoBuitengewoneBatenEnLasten_18;SaldoVoorzieningen_19;ResultaatVoorBelastingen_20;TotaalInvesteringen_21;TotaalInvesteringenInNieuweActiva_22;TotaalInvesteringenIn2eHandseActiva_23;TotaalNettoOmzet_24;AgrarischLoonwerk_25;OverigLoonwerk_26;TotaalOverigeBedrijfsopbrengsten_27;OpbrengstenUitContributies_28;OpbrengstenLandbouwactiviteiten_29;OpbrengstenVerhuurMachines_30;UitkeringenSchadeverzekeringen_31;OverigeBedrijfsopbrengstenNEG_32;TotaalInkoopwaardeOmzet_33;TotaalInkopenGrondEnHulpstoffen_34;Kunstmest_35;Bestrijdingsmiddelen_36;ZaaiPlantEnPootgoed_37;OverigeGrondEnHulpstoffen_38;InkopenHandelsgoederen_39;WerkDoorDerden_40;TotaalPersoneelslasten_41;BrutoLonen_42;SocialeLasten_43;OverigePersoneelslasten_44;TotaalOverigeBedrijfslasten_45;TotaleEnergiekosten_46;BrandstoffenTrekkracht_47;Aardgas_48;Elektriciteit_49;OverigeBrandstoffen_50;OverigeBetaaldeArbeid_51;TotaleAlgemeneKosten_52;HuurGebouwenEnTerreinen_53;HuurTransportmMachinesWerktuigen_54;OnderhoudGebouwen_55;OnderhTransportmMachinesEtc_56;PremiesSchadeverzekeringen_57;KostenPrivegebruikBedrijfsauto_58;KostprijsverhBelastingenEnHeffingen_59;OverigeAlgemeneKosten_60;TotaleAfschrijvingen_61;Gebouwen_62;MachinesEnWerktuigen_63;OverigeMaterieleActiva_64;TotaalInvesteringen_65;TotaalInvesteringenInNieuweActiva_66;GrondEnTerreinen_67;Woonruimten_68;Bedrijfsruimten_69;GrondWegenEnWaterbouwkWerken_70;ExterneTransportmiddelen_71;Trekkers_72;OverigeInterneTransportmiddelen_73;Kantoormachines_74;MachinesEnWerktuigen_75;Installaties_76;OverigeMaterieleActiva_77;ImmaterieleActiva_78;TotaalInvesteringenIn2eHandseActiva_79;GrondEnTerreinen_80;Woonruimten_81;Bedrijfsruimten_82;GrondWegenEnWaterbouwkWerken_83;ExterneTransportmiddelen_84;Trekkers_85;OverigeInterneTransportmiddelen_86;Kantoormachines_87;MachinesEnWerktuigen_88;Installaties_89;OverigeMaterieleActiva_90;ImmaterieleActiva_91;TotaalDesinvesteringen_92;GrondEnTerreinen_93;Woonruimten_94;Bedrijfsruimten_95;GrondWegenEnWaterbouwkWerken_96;ExterneTransportmiddelen_97;Trekkers_98;OverigeInterneTransportmiddelen_99;Kantoormachines_100;MachinesEnWerktuigen_101;Installaties_102;OverigeMaterieleActiva_103;ImmaterieleActiva_104
150;Totaal grootteklassen;Gelderland;Totaal rechtsvormen;1992;591;1.3;0.5;0.7;459.0;403.0;53.0;4.0;115.0;106.0;8.0;98.0;24.0;28.0;46.0;-5.0;-5.0;0.0;0.0;12.0;27.0;23.0;3.0;106.0;93.0;14.0;8.0;0.0;5.0;0.0;0.0;2.0;24.0;18.0;2.0;4.0;6.0;5.0;2.0;3.0;28.0;21.0;6.0;1.0;46.0;5.0;5.0;0.0;0.0;0.0;0.0;20.0;1.0;1.0;0.0;10.0;2.0;-1.0;0.0;7.0;20.0;1.0;19.0;1.0;27.0;23.0;0.0;0.0;1.0;0.0;1.0;3.0;1.0;0.0;15.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0
151;Totaal grootteklassen;Gelderland;Totaal rechtsvormen;1995;580;2.6;1.7;0.9;649.0;583.0;57.0;9.0;205.0;179.0;26.0;181.0;37.0;76.0;68.0;-3.0;-4.0;1.0;0.0;21.0;36.0;30.0;6.0;179.0;149.0;30.0;26.0;7.0;13.0;0.0;0.0;5.0;37.0;22.0;2.0;5.0;7.0;8.0;8.0;6.0;76.0;65.0;8.0;2.0;68.0;6.0;6.0;0.0;0.0;0.0;1.0;33.0;1.0;2.0;1.0;15.0;3.0;-1.0;0.0;13.0;27.0;2.0;24.0;1.0;36.0;30.0;0.0;0.0;1.0;1.0;1.0;5.0;1.0;0.0;20.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0
152;Totaal grootteklassen;Gelderland;Totaal rechtsvormen;1998;660;2.1;1.4;0.7;735.0;684.0;44.0;8.0;177.0;160.0;18.0;152.0;40.0;45.0;66.0;-5.0;-5.0;0.0;0.0;21.0;41.0;36.0;5.0;160.0;123.0;37.0;18.0;0.0;8.0;1.0;0.0;9.0;40.0;22.0;1.0;5.0;6.0;10.0;8.0;10.0;45.0;34.0;9.0;2.0;66.0;7.0;6.0;0.0;0.0;0.0;1.0;30.0;1.0;2.0;1.0;13.0;2.0;-1.0;0.0;11.0;28.0;2.0;25.0;1.0;41.0;36.0;1.0;1.0;2.0;1.0;2.0;6.0;1.0;0.0;22.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0
153;Totaal grootteklassen;Gelderland;Coöperatieve vereniging;1992;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;Totaal grootteklassen;Gelderland;Coöperatieve vereniging;1995;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;Totaal grootteklassen;Gelderland;Coöperatieve vereniging;1998;12;0.2;0.2;0.0;0.0;0.0;0.0;0.0;15.0;13.0;2.0;14.0;4.0;5.0;4.0;0.0;0.0;0.0;0.0;1.0;3.0;3.0;0.0;13.0;11.0;2.0;2.0;0.0;2.0;0.0;0.0;1.0;4.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;5.0;4.0;1.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;2.0;0.0;3.0;3.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
156;Totaal grootteklassen;Gelderland;Gezinsbedrijf;1992;497;0.8;0.3;0.5;456.0;400.0;53.0;4.0;79.0;73.0;6.0;64.0;15.0;16.0;33.0;-4.0;-4.0;0.0;0.0;11.0;19.0;16.0;3.0;73.0;63.0;10.0;6.0;0.0;4.0;0.0;0.0;1.0;15.0;11.0;1.0;3.0;4.0;3.0;2.0;2.0;16.0;12.0;4.0;1.0;33.0;4.0;3.0;0.0;0.0;0.0;0.0;14.0;1.0;1.0;0.0;7.0;1.0;-1.0;0.0;5.0;14.0;1.0;13.0;0.0;19.0;16.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0;11.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
157;Totaal grootteklassen;Gelderland;Gezinsbedrijf;1995;494;1.2;0.6;0.6;644.0;578.0;57.0;9.0;119.0;106.0;14.0;97.0;26.0;25.0;46.0;-4.0;-4.0;0.0;0.0;19.0;27.0;22.0;5.0;106.0;85.0;21.0;14.0;0.0;10.0;0.0;0.0;3.0;26.0;14.0;1.0;4.0;5.0;5.0;7.0;4.0;25.0;19.0;5.0;1.0;46.0;5.0;4.0;0.0;0.0;0.0;1.0;21.0;1.0;1.0;0.0;11.0;2.0;-1.0;0.0;7.0;20.0;1.0;18.0;1.0;27.0;22.0;0.0;0.0;1.0;1.0;1.0;4.0;0.0;0.0;15.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0
158;Totaal grootteklassen;Gelderland;Gezinsbedrijf;1998;571;1.2;0.8;0.5;731.0;681.0;43.0;8.0;115.0;105.0;9.0;93.0;24.0;25.0;45.0;-3.0;-3.0;0.0;0.0;18.0;29.0;25.0;4.0;105.0;81.0;25.0;9.0;0.0;4.0;0.0;0.0;5.0;24.0;14.0;1.0;3.0;4.0;6.0;3.0;7.0;25.0;18.0;5.0;1.0;45.0;5.0;4.0;0.0;0.0;0.0;0.0;20.0;1.0;1.0;1.0;9.0;2.0;-1.0;0.0;7.0;19.0;1.0;18.0;1.0;29.0;25.0;1.0;1.0;1.0;0.0;1.0;4.0;1.0;0.0;16.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0
159;Totaal grootteklassen;Gelderland;NV of BV;1992;56;0.3;0.2;0.1;1.0;1.0;0.0;0.0;22.0;20.0;2.0;20.0;5.0;7.0;9.0;-1.0;-1.0;0.0;0.0;1.0;5.0;4.0;0.0;20.0;17.0;3.0;2.0;0.0;1.0;0.0;0.0;1.0;5.0;3.0;0.0;1.0;1.0;1.0;0.0;1.0;7.0;5.0;1.0;0.0;9.0;1.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;4.0;0.0;4.0;0.0;5.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
160;Totaal grootteklassen;Gelderland;NV of BV;1995;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161;Totaal grootteklassen;Gelderland;NV of BV;1998;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;Totaal grootteklassen;Gelderland;Andere rechtsvormen;1992;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163;Totaal grootteklassen;Gelderland;Andere rechtsvormen;1995;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;Totaal grootteklassen;Gelderland;Andere rechtsvormen;1998;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;Totaal grootteklassen;Utrecht;Totaal rechtsvormen;1992;252;0.5;0.3;0.2;180.0;157.0;18.0;5.0;33.0;32.0;1.0;28.0;6.0;9.0;13.0;-1.0;-1.0;0.0;0.0;5.0;9.0;8.0;1.0;32.0;26.0;6.0;1.0;0.0;1.0;0.0;0.0;1.0;6.0;3.0;0.0;1.0;1.0;1.0;1.0;3.0;9.0;6.0;2.0;0.0;13.0;1.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;2.0;6.0;0.0;5.0;0.0;9.0;8.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;5.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
166;Totaal grootteklassen;Utrecht;Totaal rechtsvormen;1995;268;0.6;0.3;0.2;249.0;226.0;21.0;2.0;49.0;46.0;3.0;39.0;10.0;12.0;17.0;-1.0;-1.0;0.0;0.0;8.0;10.0;8.0;2.0;46.0;33.0;13.0;3.0;0.0;1.0;0.0;0.0;1.0;10.0;4.0;0.0;1.0;1.0;2.0;1.0;5.0;12.0;9.0;2.0;1.0;17.0;2.0;2.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;3.0;7.0;0.0;7.0;0.0;10.0;8.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;5.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
167;Totaal grootteklassen;Utrecht;Totaal rechtsvormen;1998;322;0.9;0.5;0.4;308.0;289.0;17.0;1.0;56.0;52.0;4.0;46.0;12.0;15.0;20.0;-1.0;-1.0;0.0;0.0;9.0;12.0;10.0;2.0;52.0;31.0;21.0;4.0;0.0;1.0;0.0;0.0;3.0;12.0;5.0;0.0;1.0;1.0;2.0;2.0;5.0;15.0;11.0;3.0;1.0;20.0;2.0;2.0;0.0;0.0;0.0;0.0;9.0;0.0;1.0;0.0;4.0;1.0;0.0;0.0;3.0;8.0;0.0;7.0;0.0;12.0;10.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0;6.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
168;Totaal grootteklassen;Utrecht;Coöperatieve vereniging;1992;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169;Totaal grootteklassen;Utrecht;Coöperatieve vereniging;1995;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
170;Totaal grootteklassen;Utrecht;Coöperatieve vereniging;1998;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
171;Totaal grootteklassen;Utrecht;Gezinsbedrijf;1992;226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
172;Totaal grootteklassen;Utrecht;Gezinsbedrijf;1995;246;0.4;0.2;0.2;249.0;226.0;21.0;2.0;36.0;34.0;2.0;27.0;7.0;7.0;13.0;-1.0;-1.0;0.0;0.0;8.0;8.0;7.0;2.0;34.0;25.0;9.0;2.0;0.0;1.0;0.0;0.0;1.0;7.0;3.0;0.0;1.0;1.0;1.0;1.0;3.0;7.0;6.0;1.0;0.0;13.0;1.0;1.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;2.0;6.0;0.0;5.0;0.0;8.0;7.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;4.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
173;Totaal grootteklassen;Utrecht;Gezinsbedrijf;1998;293;0.6;0.3;0.3;306.0;287.0;17.0;1.0;41.0;39.0;2.0;33.0;9.0;9.0;15.0;-1.0;-1.0;0.0;0.0;8.0;10.0;8.0;2.0;39.0;23.0;16.0;2.0;0.0;1.0;0.0;0.0;1.0;9.0;4.0;0.0;1.0;1.0;2.0;1.0;4.0;9.0;7.0;2.0;1.0;15.0;2.0;1.0;0.0;0.0;0.0;0.0;7.0;0.0;1.0;0.0;3.0;1.0;0.0;0.0;3.0;6.0;0.0;5.0;0.0;10.0;8.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;5.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
174;Totaal grootteklassen;Utrecht;NV of BV;1992;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
175;Totaal grootteklassen;Utrecht;NV of BV;1995;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
176;Totaal grootteklassen;Utrecht;NV of BV;1998;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;Totaal grootteklassen;Utrecht;Andere rechtsvormen;1992;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
178;Totaal grootteklassen;Utrecht;Andere rechtsvormen;1995;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
179;Totaal grootteklassen;Utrecht;Andere rechtsvormen;1998;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;Totaal grootteklassen;Noord-Holland;Totaal rechtsvormen;1992;365;0.8;0.4;0.4;265.0;231.0;27.0;6.0;61.0;56.0;5.0;50.0;10.0;17.0;23.0;-2.0;-2.0;0.0;0.0;8.0;13.0;11.0;2.0;56.0;49.0;7.0;5.0;0.0;2.0;0.0;0.0;2.0;10.0;4.0;0.0;1.0;1.0;2.0;1.0;4.0;17.0;13.0;4.0;1.0;23.0;2.0;2.0;0.0;0.0;0.0;0.0;11.0;1.0;1.0;0.0;5.0;1.0;0.0;0.0;3.0;10.0;1.0;9.0;0.0;13.0;11.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;7.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
181;Totaal grootteklassen;Noord-Holland;Totaal rechtsvormen;1995;402;1.2;0.7;0.6;414.0;373.0;39.0;3.0;103.0;89.0;14.0;86.0;25.0;25.0;36.0;-2.0;-3.0;0.0;0.0;15.0;21.0;18.0;3.0;89.0;66.0;23.0;14.0;0.0;7.0;0.0;0.0;7.0;25.0;9.0;1.0;2.0;2.0;5.0;8.0;8.0;25.0;19.0;5.0;1.0;36.0;4.0;3.0;0.0;0.0;0.0;1.0;16.0;1.0;1.0;0.0;8.0;2.0;-1.0;0.0;4.0;16.0;1.0;14.0;1.0;21.0;18.0;0.0;0.0;1.0;0.0;1.0;4.0;0.0;0.0;11.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0
182;Totaal grootteklassen;Noord-Holland;Totaal rechtsvormen;1998;477;1.6;1.0;0.5;512.0;473.0;32.0;7.0;133.0;119.0;14.0;106.0;28.0;34.0;44.0;-2.0;-2.0;0.0;0.0;24.0;27.0;24.0;4.0;119.0;80.0;39.0;14.0;0.0;4.0;0.0;0.0;9.0;28.0;12.0;1.0;3.0;2.0;7.0;8.0;9.0;34.0;25.0;7.0;2.0;44.0;4.0;3.0;0.0;0.0;0.0;2.0;20.0;1.0;1.0;1.0;8.0;2.0;0.0;0.0;7.0;19.0;2.0;15.0;1.0;27.0;24.0;2.0;0.0;1.0;1.0;1.0;4.0;1.0;0.0;13.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0
183;Totaal grootteklassen;Noord-Holland;Coöperatieve vereniging;1992;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184;Totaal grootteklassen;Noord-Holland;Coöperatieve vereniging;1995;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
185;Totaal grootteklassen;Noord-Holland;Coöperatieve vereniging;1998;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
186;Totaal grootteklassen;Noord-Holland;Gezinsbedrijf;1992;319;0.5;0.2;0.3;265.0;231.0;27.0;6.0;42.0;39.0;3.0;33.0;6.0;10.0;17.0;-1.0;-2.0;0.0;0.0;7.0;11.0;9.0;2.0;39.0;35.0;4.0;3.0;0.0;2.0;0.0;0.0;1.0;6.0;3.0;0.0;1.0;1.0;1.0;1.0;3.0;10.0;8.0;2.0;0.0;17.0;2.0;1.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;2.0;8.0;0.0;7.0;0.0;11.0;9.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;6.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
187;Totaal grootteklassen;Noord-Holland;Gezinsbedrijf;1995;352;0.7;0.4;0.3;407.0;366.0;38.0;3.0;69.0;61.0;9.0;54.0;14.0;14.0;26.0;-2.0;-2.0;0.0;0.0;13.0;17.0;14.0;3.0;61.0;50.0;11.0;9.0;0.0;7.0;0.0;0.0;2.0;14.0;6.0;0.0;2.0;1.0;3.0;4.0;4.0;14.0;11.0;3.0;1.0;26.0;3.0;2.0;0.0;0.0;0.0;0.0;11.0;1.0;1.0;0.0;6.0;1.0;0.0;0.0;3.0;12.0;1.0;11.0;0.0;17.0;14.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;8.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
188;Totaal grootteklassen;Noord-Holland;Gezinsbedrijf;1998;422;0.8;0.5;0.3;510.0;471.0;32.0;7.0;86.0;78.0;8.0;65.0;17.0;17.0;31.0;-2.0;-2.0;0.0;0.0;18.0;21.0;18.0;3.0;78.0;50.0;28.0;8.0;0.0;3.0;0.0;0.0;4.0;17.0;6.0;0.0;2.0;1.0;3.0;5.0;6.0;17.0;12.0;4.0;1.0;31.0;3.0;3.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;1.0;6.0;1.0;0.0;0.0;4.0;15.0;2.0;12.0;1.0;21.0;18.0;1.0;0.0;1.0;0.0;1.0;3.0;0.0;0.0;11.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0
189;Totaal grootteklassen;Noord-Holland;NV of BV;1992;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
190;Totaal grootteklassen;Noord-Holland;NV of BV;1995;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
191;Totaal grootteklassen;Noord-Holland;NV of BV;1998;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
192;Totaal grootteklassen;Noord-Holland;Andere rechtsvormen;1992;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Totaal grootteklassen;Noord-Holland;Andere rechtsvormen;1995;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
194;Totaal grootteklassen;Noord-Holland;Andere rechtsvormen;1998;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
