ID;Woonplaatsen;Code_1;Naam_2;Code_3;Naam_4;Code_5;Naam_6;Code_7
1917;Slijk-Ewijk;1871; Overbetuwe                        ;1734; Gelderland              ;25; Oost-Nederland          ;2
1918;Slochteren;1358; Slochteren                        ;40; Groningen               ;20; Noord-Nederland         ;1
1919;Slootdorp;2435; Hollands Kroon                    ;1911; Noord-Holland           ;27; West-Nederland          ;3
1920;Sloten;1684; Gaasterlân-Sleat                  ;653; Friesland               ;21; Noord-Nederland         ;1
1921;Sluis;2962; Sluis                             ;1714; Zeeland                 ;29; West-Nederland          ;3
1922;Sluiskil;1135; Terneuzen                         ;715; Zeeland                 ;29; West-Nederland          ;3
1923;Smakt;2334; Venray                            ;984; Limburg                 ;31; Zuid-Nederland          ;4
1924;Smalle Ee;3288; Smallingerland                    ;90; Friesland               ;21; Noord-Nederland         ;1
1925;Smallebrugge;2420; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
1926;Smilde;3021; Midden-Drenthe                    ;1731; Drenthe                 ;22; Noord-Nederland         ;1
1927;Smilde;2457; Assen                             ;106; Drenthe                 ;22; Noord-Nederland         ;1
1928;Snakkerburen;1200; Leeuwarden                        ;80; Friesland               ;21; Noord-Nederland         ;1
1929;Sneek;2861; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
1930;Snelrewaard;1912; Oudewater                         ;589; Utrecht                 ;26; West-Nederland          ;3
1931;Snikzwaag;2509; Skarsterlân                       ;51; Friesland               ;21; Noord-Nederland         ;1
1932;Soerendonk;1569; Cranendonck                       ;1706; Noord-Brabant           ;30; Zuid-Nederland          ;4
1933;Soest;1013; Soest                             ;342; Utrecht                 ;26; West-Nederland          ;3
1934;Soesterberg;1014; Soest                             ;342; Utrecht                 ;26; West-Nederland          ;3
1935;Someren;2745; Someren                           ;847; Noord-Brabant           ;30; Zuid-Nederland          ;4
1936;Sommelsdijk;3145; Goeree-Overflakkee                ;1924; Zuid-Holland            ;28; West-Nederland          ;3
1937;Son;2599; Son en Breugel                    ;848; Noord-Brabant           ;30; Zuid-Nederland          ;4
1938;Son en Breugel;3520; Son en Breugel                    ;848; Noord-Brabant           ;30; Zuid-Nederland          ;4
1939;Sondel;1685; Gaasterlân-Sleat                  ;653; Friesland               ;21; Noord-Nederland         ;1
1940;Sonnega;1739; Weststellingwerf                  ;98; Friesland               ;21; Noord-Nederland         ;1
1941;Spaarndam;2642; Haarlemmerliede en Spaarnwoude    ;393; Noord-Holland           ;27; West-Nederland          ;3
1942;Spaarndam gem. Haarlem;2908; Haarlem                           ;392; Noord-Holland           ;27; West-Nederland          ;3
1943;Spanbroek;2792; Opmeer                            ;432; Noord-Holland           ;27; West-Nederland          ;3
1944;Spanga;1740; Weststellingwerf                  ;98; Friesland               ;21; Noord-Nederland         ;1
1945;Spankeren;1505; Rheden                            ;275; Gelderland              ;25; Oost-Nederland          ;2
1946;Spannum;2030; Littenseradiel                    ;140; Friesland               ;21; Noord-Nederland         ;1
1947;Spaubeek;1671; Beek                              ;888; Limburg                 ;31; Zuid-Nederland          ;4
1948;Spier;3022; Midden-Drenthe                    ;1731; Drenthe                 ;22; Noord-Nederland         ;1
1949;Spier;3120; Westerveld                        ;1701; Drenthe                 ;22; Noord-Nederland         ;1
1950;Spierdijk;1190; Koggenland                        ;1598; Noord-Holland           ;27; West-Nederland          ;3
1951;Spijk;2356; Lingewaal                         ;733; Gelderland              ;25; Oost-Nederland          ;2
1952;Spijk;2980; Rijnwaarden                       ;196; Gelderland              ;25; Oost-Nederland          ;2
1953;Spijk;3241; Delfzijl                          ;10; Groningen               ;20; Noord-Nederland         ;1
1954;Spijkenisse;3032; Spijkenisse                       ;612; Zuid-Holland            ;28; West-Nederland          ;3
1955;Spijkerboor;2286; Wormerland                        ;880; Noord-Holland           ;27; West-Nederland          ;3
1956;Spijkerboor;1180; Aa en Hunze                       ;1680; Drenthe                 ;22; Noord-Nederland         ;1
1957;Sprang-Capelle;2596; Waalwijk                          ;867; Noord-Brabant           ;30; Zuid-Nederland          ;4
1958;Sprundel;2583; Rucphen                           ;840; Noord-Brabant           ;30; Zuid-Nederland          ;4
1959;Spui;1136; Terneuzen                         ;715; Zeeland                 ;29; West-Nederland          ;3
1960;St. Willebrord;2584; Rucphen                           ;840; Noord-Brabant           ;30; Zuid-Nederland          ;4
1961;St.-Annaparochie;3331; het Bildt                         ;63; Friesland               ;21; Noord-Nederland         ;1
1962;St.-Jacobiparochie;3332; het Bildt                         ;63; Friesland               ;21; Noord-Nederland         ;1
1963;Stad aan 't Haringvliet;3146; Goeree-Overflakkee                ;1924; Zuid-Holland            ;28; West-Nederland          ;3
1964;Stadskanaal;3074; Stadskanaal                       ;37; Groningen               ;20; Noord-Nederland         ;1
1965;Stampersgat;1247; Halderberge                       ;1655; Noord-Brabant           ;30; Zuid-Nederland          ;4
1966;Standdaarbuiten;1324; Moerdijk                          ;1709; Noord-Brabant           ;30; Zuid-Nederland          ;4
1967;Staphorst;1046; Staphorst                         ;180; Overijssel              ;23; Oost-Nederland          ;2
1968;Starnmeer;3555; Graft-De Rijp                     ;365; Noord-Holland           ;27; West-Nederland          ;3
1969;Startenhuizen;3452; Loppersum                         ;24; Groningen               ;20; Noord-Nederland         ;1
1970;Startenhuizen;3481; Eemsmond                          ;1651; Groningen               ;20; Noord-Nederland         ;1
1971;Stavenisse;2075; Tholen                            ;716; Zeeland                 ;29; West-Nederland          ;3
1972;Stavoren;1969; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
1973;Stedum;3453; Loppersum                         ;24; Groningen               ;20; Noord-Nederland         ;1
1974;De Steeg;1502; Rheden                            ;275; Gelderland              ;25; Oost-Nederland          ;2
1975;Steenbergen;1650; Noordenveld                       ;1699; Drenthe                 ;22; Noord-Nederland         ;1
1976;Steenbergen;1405; Steenbergen                       ;851; Noord-Brabant           ;30; Zuid-Nederland          ;4
1977;Steendam;1359; Slochteren                        ;40; Groningen               ;20; Noord-Nederland         ;1
1978;Steenderen;1526; Bronckhorst                       ;1876; Gelderland              ;25; Oost-Nederland          ;2
1979;Steenenkamer;2608; Voorst                            ;285; Gelderland              ;25; Oost-Nederland          ;2
1980;Steensel;2995; Eersel                            ;770; Noord-Brabant           ;30; Zuid-Nederland          ;4
1981;Steenwijk;2713; Steenwijkerland                   ;1708; Overijssel              ;23; Oost-Nederland          ;2
1982;Steenwijkerwold;2714; Steenwijkerland                   ;1708; Overijssel              ;23; Oost-Nederland          ;2
1983;Stegeren;2553; Ommen                             ;175; Overijssel              ;23; Oost-Nederland          ;2
1984;Steggerda;1741; Weststellingwerf                  ;98; Friesland               ;21; Noord-Nederland         ;1
1985;Stein;1913; Stein                             ;971; Limburg                 ;31; Zuid-Nederland          ;4
1986;Stellendam;2933; Goeree-Overflakkee                ;1924; Zuid-Holland            ;28; West-Nederland          ;3
1987;Sterksel;1316; Heeze-Leende                      ;1658; Noord-Brabant           ;30; Zuid-Nederland          ;4
1988;Stevensbeek;2084; Sint Anthonis                     ;1702; Noord-Brabant           ;30; Zuid-Nederland          ;4
1989;Stevensweert;1922; Maasgouw                          ;1641; Limburg                 ;31; Zuid-Nederland          ;4
1990;Steyl;1475; Venlo                             ;983; Limburg                 ;31; Zuid-Nederland          ;4
1991;Stieltjeskanaal;2163; Coevorden                         ;109; Drenthe                 ;22; Noord-Nederland         ;1
1992;Stiens;3230; Leeuwarderadeel                   ;81; Friesland               ;21; Noord-Nederland         ;1
1993;Stitswerd;3482; Eemsmond                          ;1651; Groningen               ;20; Noord-Nederland         ;1
1994;Stokkum;2210; Montferland                       ;1955; Gelderland              ;25; Oost-Nederland          ;2
1995;Stolwijk;2388; Vlist                             ;623; Zuid-Holland            ;28; West-Nederland          ;3
1996;Stompetoren;1890; Schermer                          ;458; Noord-Holland           ;27; West-Nederland          ;3
1997;Stoutenburg;2639; Leusden                           ;327; Utrecht                 ;26; West-Nederland          ;3
1998;Stoutenburg Noord;1667; Amersfoort                        ;307; Utrecht                 ;26; West-Nederland          ;3
1999;Stramproy;1975; Weert                             ;988; Limburg                 ;31; Zuid-Nederland          ;4
2000;Streefkerk;1805; Molenwaard                        ;1927; Zuid-Holland            ;28; West-Nederland          ;3
2001;Striep;2620; Terschelling                      ;93; Friesland               ;21; Noord-Nederland         ;1
2002;Strijbeek;3435; Alphen-Chaam                      ;1723; Noord-Brabant           ;30; Zuid-Nederland          ;4
2003;Strijen;2797; Strijen                           ;617; Zuid-Holland            ;28; West-Nederland          ;3
2004;Strijensas;2798; Strijen                           ;617; Zuid-Holland            ;28; West-Nederland          ;3
2005;Stroe;1059; Barneveld                         ;203; Gelderland              ;25; Oost-Nederland          ;2
2006;Stroobos;3180; Achtkarspelen                     ;59; Friesland               ;21; Noord-Nederland         ;1
2007;Stuifzand;1819; Hoogeveen                         ;118; Drenthe                 ;22; Noord-Nederland         ;1
2008;Stuifzand;3023; Midden-Drenthe                    ;1731; Drenthe                 ;22; Noord-Nederland         ;1
2009;Sumar;2453; Tytsjerksteradiel                 ;737; Friesland               ;21; Noord-Nederland         ;1
2010;Surhuisterveen;3181; Achtkarspelen                     ;59; Friesland               ;21; Noord-Nederland         ;1
2011;Surhuizum;3182; Achtkarspelen                     ;59; Friesland               ;21; Noord-Nederland         ;1
2012;Susteren;2045; Echt-Susteren                     ;1711; Limburg                 ;31; Zuid-Nederland          ;4
2013;Suwâld;2448; Tytsjerksteradiel                 ;737; Friesland               ;21; Noord-Nederland         ;1
2014;Swalmen;2283; Roermond                          ;957; Limburg                 ;31; Zuid-Nederland          ;4
2015;Sweikhuizen;2104; Schinnen                          ;962; Limburg                 ;31; Zuid-Nederland          ;4
2016;Swichum;1204; Leeuwarden                        ;80; Friesland               ;21; Noord-Nederland         ;1
2017;Swifterbant;2431; Dronten                           ;303; Flevoland               ;24; Oost-Nederland          ;2
2018;Swolgen;1859; Horst aan de Maas                 ;1507; Limburg                 ;31; Zuid-Nederland          ;4
2019;Taarlo;2918; Tynaarlo                          ;1730; Drenthe                 ;22; Noord-Nederland         ;1
2020;Teeffelen;3472; Oss                               ;828; Noord-Brabant           ;30; Zuid-Nederland          ;4
2021;Teerns;1203; Leeuwarden                        ;80; Friesland               ;21; Noord-Nederland         ;1
2022;Tegelen;1474; Venlo                             ;983; Limburg                 ;31; Zuid-Nederland          ;4
2023;Terband;2182; Heerenveen                        ;74; Friesland               ;21; Noord-Nederland         ;1
2024;Terborg;1577; Oude IJsselstreek                 ;1509; Gelderland              ;25; Oost-Nederland          ;2
2025;Terheijden;2578; Drimmelen                         ;1719; Noord-Brabant           ;30; Zuid-Nederland          ;4
2026;Terherne;2537; Boarnsterhim                      ;55; Friesland               ;21; Noord-Nederland         ;1
2027;Terhole;3096; Hulst                             ;677; Zeeland                 ;29; West-Nederland          ;3
2028;Terkaple;2510; Skarsterlân                       ;51; Friesland               ;21; Noord-Nederland         ;1
2029;Termunten;3242; Delfzijl                          ;10; Groningen               ;20; Noord-Nederland         ;1
2030;Termunterzijl;3243; Delfzijl                          ;10; Groningen               ;20; Noord-Nederland         ;1
2031;Ternaard;3411; Dongeradeel                       ;58; Friesland               ;21; Noord-Nederland         ;1
2032;Terneuzen;1137; Terneuzen                         ;715; Zeeland                 ;29; West-Nederland          ;3
2033;Teroele;2511; Skarsterlân                       ;51; Friesland               ;21; Noord-Nederland         ;1
2034;Terschuur;1058; Barneveld                         ;203; Gelderland              ;25; Oost-Nederland          ;2
2035;Tersoal;2538; Boarnsterhim                      ;55; Friesland               ;21; Noord-Nederland         ;1
2036;Terwispel;3355; Opsterland                        ;86; Friesland               ;21; Noord-Nederland         ;1
2037;Terwolde;2609; Voorst                            ;285; Gelderland              ;25; Oost-Nederland          ;2
2038;Teteringen;1706; Breda                             ;758; Noord-Brabant           ;30; Zuid-Nederland          ;4
2039;Teuge;2610; Voorst                            ;285; Gelderland              ;25; Oost-Nederland          ;2
2040;Thesinge;1832; Ten Boer                          ;9; Groningen               ;20; Noord-Nederland         ;1
2041;Tholen;2071; Tholen                            ;716; Zeeland                 ;29; West-Nederland          ;3
2042;Thorn;1916; Maasgouw                          ;1641; Limburg                 ;31; Zuid-Nederland          ;4
2043;Tiel;2557; Tiel                              ;281; Gelderland              ;25; Oost-Nederland          ;2
2044;Tiendeveen;1820; Hoogeveen                         ;118; Drenthe                 ;22; Noord-Nederland         ;1
2045;Tiendeveen;3024; Midden-Drenthe                    ;1731; Drenthe                 ;22; Noord-Nederland         ;1
2046;Tienhoven;2065; Stichtse Vecht                    ;1904; Utrecht                 ;26; West-Nederland          ;3
2047;Tienhoven;2107; Zederik                           ;707; Zuid-Holland            ;28; West-Nederland          ;3
2048;Tienray;1860; Horst aan de Maas                 ;1507; Limburg                 ;31; Zuid-Nederland          ;4
2049;Tijnje;3356; Opsterland                        ;86; Friesland               ;21; Noord-Nederland         ;1
2050;De Tike;3276; Smallingerland                    ;90; Friesland               ;21; Noord-Nederland         ;1
2051;Tilburg;1043; Tilburg                           ;855; Noord-Brabant           ;30; Zuid-Nederland          ;4
2052;Tilligte;1416; Dinkelland                        ;1774; Overijssel              ;23; Oost-Nederland          ;2
2053;Tinallinge;2473; Winsum                            ;53; Groningen               ;20; Noord-Nederland         ;1
2054;Tinte;1211; Westvoorne                        ;614; Zuid-Holland            ;28; West-Nederland          ;3
2055;Tirns;2421; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
2056;Tjalhuizum;2422; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
2057;Tjalleberd;2184; Heerenveen                        ;74; Friesland               ;21; Noord-Nederland         ;1
2058;Tjerkgaast;2512; Skarsterlân                       ;51; Friesland               ;21; Noord-Nederland         ;1
2059;Tjerkwerd;2324; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
2060;Tjuchem;1360; Slochteren                        ;40; Groningen               ;20; Noord-Nederland         ;1
2061;Tolbert;2345; Leek                              ;22; Groningen               ;20; Noord-Nederland         ;1
2062;Toldijk;1531; Bronckhorst                       ;1876; Gelderland              ;25; Oost-Nederland          ;2
2063;Tolkamer;2981; Rijnwaarden                       ;196; Gelderland              ;25; Oost-Nederland          ;2
2064;Tollebeek;1279; Noordoostpolder                   ;171; Flevoland               ;24; Oost-Nederland          ;2
2065;Tonden;1110; Brummen                           ;213; Gelderland              ;25; Oost-Nederland          ;2
2066;Toornwerd;3454; Loppersum                         ;24; Groningen               ;20; Noord-Nederland         ;1
2067;Tricht;3220; Geldermalsen                      ;236; Gelderland              ;25; Oost-Nederland          ;2
2068;Triemen;3314; Kollumerland en Nieuwkruisland    ;79; Friesland               ;21; Noord-Nederland         ;1
2069;Tripscompagnie;2276; Menterwolde                       ;1987; Groningen               ;20; Noord-Nederland         ;1
2070;Tubbergen;1294; Tubbergen                         ;183; Overijssel              ;23; Oost-Nederland          ;2
2071;Tuil;3366; Neerijnen                         ;304; Gelderland              ;25; Oost-Nederland          ;2
2072;Tuitjenhorn;3292; Schagen                           ;441; Noord-Holland           ;27; West-Nederland          ;3
2073;Tuk;2715; Steenwijkerland                   ;1708; Overijssel              ;23; Oost-Nederland          ;2
2074;Tull en 't Waal;2055; Houten                            ;321; Utrecht                 ;26; West-Nederland          ;3
2075;Twello;2611; Voorst                            ;285; Gelderland              ;25; Oost-Nederland          ;2
2076;Twijzel;3183; Achtkarspelen                     ;59; Friesland               ;21; Noord-Nederland         ;1
2077;Twijzelerheide;3184; Achtkarspelen                     ;59; Friesland               ;21; Noord-Nederland         ;1
2078;Twisk;3157; Medemblik                         ;420; Noord-Holland           ;27; West-Nederland          ;3
2079;Tynaarlo;2919; Tynaarlo                          ;1730; Drenthe                 ;22; Noord-Nederland         ;1
2080;Tytsjerk;2447; Tytsjerksteradiel                 ;737; Friesland               ;21; Noord-Nederland         ;1
2081;Tzum;1362; Franekeradeel                     ;70; Friesland               ;21; Noord-Nederland         ;1
2082;Tzummarum;1377; Franekeradeel                     ;70; Friesland               ;21; Noord-Nederland         ;1
2083;Ubbena;2395; Assen                             ;106; Drenthe                 ;22; Noord-Nederland         ;1
2084;Ubbergen;2879; Ubbergen                          ;282; Gelderland              ;25; Oost-Nederland          ;2
2085;Uddel;3562; Apeldoorn                         ;200; Gelderland              ;25; Oost-Nederland          ;2
2086;Uden;1847; Uden                              ;856; Noord-Brabant           ;30; Zuid-Nederland          ;4
2087;Udenhout;1045; Tilburg                           ;855; Noord-Brabant           ;30; Zuid-Nederland          ;4
2088;Uffelte;3121; Westerveld                        ;1701; Drenthe                 ;22; Noord-Nederland         ;1
2089;Ugchelen;2256; Apeldoorn                         ;200; Gelderland              ;25; Oost-Nederland          ;2
2090;Uitdam;1947; Waterland                         ;852; Noord-Holland           ;27; West-Nederland          ;3
2091;Uitgeest;2755; Uitgeest                          ;450; Noord-Holland           ;27; West-Nederland          ;3
2092;Uithoorn;2062; Uithoorn                          ;451; Noord-Holland           ;27; West-Nederland          ;3
2093;Uithuizen;3483; Eemsmond                          ;1651; Groningen               ;20; Noord-Nederland         ;1
2094;Uithuizermeeden;3484; Eemsmond                          ;1651; Groningen               ;20; Noord-Nederland         ;1
2095;Uitwellingerga;2423; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
2096;Uitwijk;3304; Woudrichem                        ;874; Noord-Brabant           ;30; Zuid-Nederland          ;4
2097;Ulestraten;1465; Meerssen                          ;938; Limburg                 ;31; Zuid-Nederland          ;4
2098;Ulft;1580; Oude IJsselstreek                 ;1509; Gelderland              ;25; Oost-Nederland          ;2
2099;Ulicoten;2884; Baarle-Nassau                     ;744; Noord-Brabant           ;30; Zuid-Nederland          ;4
2100;Ulrum;3425; De Marne                          ;1663; Groningen               ;20; Noord-Nederland         ;1
2101;Ulvenhout;1704; Breda                             ;758; Noord-Brabant           ;30; Zuid-Nederland          ;4
2102;Ulvenhout AC;3436; Alphen-Chaam                      ;1723; Noord-Brabant           ;30; Zuid-Nederland          ;4
2103;Ureterp;3357; Opsterland                        ;86; Friesland               ;21; Noord-Nederland         ;1
2104;Urk;2143; Urk                               ;184; Flevoland               ;24; Oost-Nederland          ;2
2105;Urmond;1915; Stein                             ;971; Limburg                 ;31; Zuid-Nederland          ;4
2106;Ursem;1191; Koggenland                        ;1598; Noord-Holland           ;27; West-Nederland          ;3
2107;Ursem gem. S;1891; Schermer                          ;458; Noord-Holland           ;27; West-Nederland          ;3
2108;Usquert;3485; Eemsmond                          ;1651; Groningen               ;20; Noord-Nederland         ;1
2109;Utrecht;3295; Utrecht                           ;344; Utrecht                 ;26; West-Nederland          ;3
2110;Vaals;1429; Vaals                             ;981; Limburg                 ;31; Zuid-Nederland          ;4
2111;Vaassen;1345; Epe                               ;232; Gelderland              ;25; Oost-Nederland          ;2
2112;Valburg;1872; Overbetuwe                        ;1734; Gelderland              ;25; Oost-Nederland          ;2
2113;Valkenburg;1718; Valkenburg aan de Geul            ;994; Limburg                 ;31; Zuid-Nederland          ;4
2114;Valkenburg;1709; Katwijk                           ;537; Zuid-Holland            ;28; West-Nederland          ;3
2115;Valkenswaard;1100; Valkenswaard                      ;858; Noord-Brabant           ;30; Zuid-Nederland          ;4
2116;Valthe;1800; Borger-Odoorn                     ;1681; Drenthe                 ;22; Noord-Nederland         ;1
2117;Valthermond;1801; Borger-Odoorn                     ;1681; Drenthe                 ;22; Noord-Nederland         ;1
2118;2e Valthermond;1781; Borger-Odoorn                     ;1681; Drenthe                 ;22; Noord-Nederland         ;1
2119;Varik;3367; Neerijnen                         ;304; Gelderland              ;25; Oost-Nederland          ;2
2120;Varsselder;1582; Oude IJsselstreek                 ;1509; Gelderland              ;25; Oost-Nederland          ;2
2121;Varsseveld;1574; Oude IJsselstreek                 ;1509; Gelderland              ;25; Oost-Nederland          ;2
2122;Vasse;1295; Tubbergen                         ;183; Overijssel              ;23; Oost-Nederland          ;2
2123;Veelerveen;2234; Bellingwedde                      ;7; Groningen               ;20; Noord-Nederland         ;1
2124;Veen;1956; Aalburg                           ;738; Noord-Brabant           ;30; Zuid-Nederland          ;4
2125;Veendam;1240; Veendam                           ;47; Groningen               ;20; Noord-Nederland         ;1
2126;Veenendaal;2048; Veenendaal                        ;345; Utrecht                 ;26; West-Nederland          ;3
2127;De Veenhoop;3277; Smallingerland                    ;90; Friesland               ;21; Noord-Nederland         ;1
2128;Veenhuizen;1651; Noordenveld                       ;1699; Drenthe                 ;22; Noord-Nederland         ;1
2129;Veeningen;3171; De Wolden                         ;1690; Drenthe                 ;22; Noord-Nederland         ;1
2130;Veenklooster;3315; Kollumerland en Nieuwkruisland    ;79; Friesland               ;21; Noord-Nederland         ;1
2131;Veenoord;1999; Emmen                             ;114; Drenthe                 ;22; Noord-Nederland         ;1
2132;Veere;2783; Veere                             ;717; Zeeland                 ;29; West-Nederland          ;3
2133;Veessen;2866; Heerde                            ;246; Gelderland              ;25; Oost-Nederland          ;2
2134;Vegelinsoord;2513; Skarsterlân                       ;51; Friesland               ;21; Noord-Nederland         ;1
2135;Veghel;2827; Veghel                            ;860; Noord-Brabant           ;30; Zuid-Nederland          ;4
2136;'t Veld;2520; Hollands Kroon                    ;1911; Noord-Holland           ;27; West-Nederland          ;3
2137;Velddriel;1631; Maasdriel                         ;263; Gelderland              ;25; Oost-Nederland          ;2
2138;Den Velde;1547; Hardenberg                        ;160; Overijssel              ;23; Oost-Nederland          ;2
2139;Velden;3142; Venlo                             ;983; Limburg                 ;31; Zuid-Nederland          ;4
2140;Veldhoven;1384; Veldhoven                         ;861; Noord-Brabant           ;30; Zuid-Nederland          ;4
2141;Velp;3198; Grave                             ;786; Noord-Brabant           ;30; Zuid-Nederland          ;4
2142;Velp;1500; Rheden                            ;275; Gelderland              ;25; Oost-Nederland          ;2
2143;Velsen-Noord;2833; Velsen                            ;453; Noord-Holland           ;27; West-Nederland          ;3
2144;Velsen-Zuid;2834; Velsen                            ;453; Noord-Holland           ;27; West-Nederland          ;3
2145;Velserbroek;2839; Velsen                            ;453; Noord-Holland           ;27; West-Nederland          ;3
2146;Venebrugge;1565; Hardenberg                        ;160; Overijssel              ;23; Oost-Nederland          ;2
2147;Venhorst;3139; Boekel                            ;755; Noord-Brabant           ;30; Zuid-Nederland          ;4
2148;Venhuizen;1512; Drechterland                      ;498; Noord-Holland           ;27; West-Nederland          ;3
2149;Venlo;1473; Venlo                             ;983; Limburg                 ;31; Zuid-Nederland          ;4
2150;Venray;2335; Venray                            ;984; Limburg                 ;31; Zuid-Nederland          ;4
2151;Ven-Zelderheide;2481; Gennep                            ;907; Limburg                 ;31; Zuid-Nederland          ;4
2152;Vessem;2996; Eersel                            ;770; Noord-Brabant           ;30; Zuid-Nederland          ;4
2153;Vethuizen;2211; Montferland                       ;1955; Gelderland              ;25; Oost-Nederland          ;2
2154;Veulen;2336; Venray                            ;984; Limburg                 ;31; Zuid-Nederland          ;4
2155;Vianen;2843; Vianen                            ;620; Utrecht                 ;26; West-Nederland          ;3
2156;Vianen (NB.);1455; Cuijk                             ;1684; Noord-Brabant           ;30; Zuid-Nederland          ;4
2157;Vierakker;1532; Bronckhorst                       ;1876; Gelderland              ;25; Oost-Nederland          ;2
2158;Vierhouten;2985; Nunspeet                          ;302; Gelderland              ;25; Oost-Nederland          ;2
2159;Vierhuizen;3426; De Marne                          ;1663; Groningen               ;20; Noord-Nederland         ;1
2160;Vierlingsbeek;1223; Boxmeer                           ;756; Noord-Brabant           ;30; Zuid-Nederland          ;4
2161;Vierpolders;2369; Brielle                           ;501; Zuid-Holland            ;28; West-Nederland          ;3
2162;Vijfhuizen;1613; Haarlemmermeer                    ;394; Noord-Holland           ;27; West-Nederland          ;3
2163;Vijlen;1431; Vaals                             ;981; Limburg                 ;31; Zuid-Nederland          ;4
2164;Vilsteren;2554; Ommen                             ;175; Overijssel              ;23; Oost-Nederland          ;2
2165;Vinkega;1743; Weststellingwerf                  ;98; Friesland               ;21; Noord-Nederland         ;1
2166;Vinkel;3063; Bernheze                          ;1721; Noord-Brabant           ;30; Zuid-Nederland          ;4
2167;Vinkel;2749; Maasdonk                          ;1671; Noord-Brabant           ;30; Zuid-Nederland          ;4
2168;Vinkenbuurt;2555; Ommen                             ;175; Overijssel              ;23; Oost-Nederland          ;2
2169;Vinkeveen;3550; De Ronde Venen                    ;736; Utrecht                 ;26; West-Nederland          ;3
2170;Visvliet;2127; Zuidhorn                          ;56; Groningen               ;20; Noord-Nederland         ;1
2171;Vlaardingen;1015; Vlaardingen                       ;622; Zuid-Holland            ;28; West-Nederland          ;3
2172;Vlagtwedde;2298; Vlagtwedde                        ;48; Groningen               ;20; Noord-Nederland         ;1
2173;Vledder;3122; Westerveld                        ;1701; Drenthe                 ;22; Noord-Nederland         ;1
2174;Vledderveen;3078; Stadskanaal                       ;37; Groningen               ;20; Noord-Nederland         ;1
2175;Vledderveen;3123; Westerveld                        ;1701; Drenthe                 ;22; Noord-Nederland         ;1
2176;Vleuten;3296; Utrecht                           ;344; Utrecht                 ;26; West-Nederland          ;3
2177;Vlieland;3299; Vlieland                          ;96; Friesland               ;21; Noord-Nederland         ;1
2178;Vlierden;1775; Deurne                            ;762; Noord-Brabant           ;30; Zuid-Nederland          ;4
2179;Vlijmen;3503; Heusden                           ;797; Noord-Brabant           ;30; Zuid-Nederland          ;4
2180;Vlissingen;1078; Vlissingen                        ;718; Zeeland                 ;29; West-Nederland          ;3
2181;Vlist;2389; Vlist                             ;623; Zuid-Holland            ;28; West-Nederland          ;3
2182;Vlodrop;2595; Roerdalen                         ;1669; Limburg                 ;31; Zuid-Nederland          ;4
2183;Voerendaal;1855; Voerendaal                        ;986; Limburg                 ;31; Zuid-Nederland          ;4
2184;Vogelenzang;2651; Bloemendaal                       ;377; Noord-Holland           ;27; West-Nederland          ;3
2185;Vogelwaarde;3095; Hulst                             ;677; Zeeland                 ;29; West-Nederland          ;3
2186;Volendam;1748; Edam-Volendam                     ;385; Noord-Holland           ;27; West-Nederland          ;3
2187;Volkel;1848; Uden                              ;856; Noord-Brabant           ;30; Zuid-Nederland          ;4
2188;Vollenhove;2716; Steenwijkerland                   ;1708; Overijssel              ;23; Oost-Nederland          ;2
2189;Vondelingenplaat Rotterdam;3087; Rotterdam                         ;599; Zuid-Holland            ;28; West-Nederland          ;3
2190;Voorburg;1622; Leidschendam-Voorburg             ;1916; Zuid-Holland            ;28; West-Nederland          ;3
2191;Voorhout;2004; Teylingen                         ;1525; Zuid-Holland            ;28; West-Nederland          ;3
2192;Voorschoten;3231; Voorschoten                       ;626; Zuid-Holland            ;28; West-Nederland          ;3
2193;Voorst;1586; Oude IJsselstreek                 ;1509; Gelderland              ;25; Oost-Nederland          ;2
2194;Voorst;2612; Voorst                            ;285; Gelderland              ;25; Oost-Nederland          ;2
2195;Voorthuizen;1055; Barneveld                         ;203; Gelderland              ;25; Oost-Nederland          ;2
2196;Vorchten;2867; Heerde                            ;246; Gelderland              ;25; Oost-Nederland          ;2
2197;Vorden;3573; Bronckhorst                       ;1876; Gelderland              ;25; Oost-Nederland          ;2
2198;Vorstenbosch;3064; Bernheze                          ;1721; Noord-Brabant           ;30; Zuid-Nederland          ;4
2199;Vortum-Mullem;1224; Boxmeer                           ;756; Noord-Brabant           ;30; Zuid-Nederland          ;4
2200;Vragender;2226; Oost Gelre                        ;1586; Gelderland              ;25; Oost-Nederland          ;2
2201;Vredenheim;1181; Aa en Hunze                       ;1680; Drenthe                 ;22; Noord-Nederland         ;1
2202;Vredepeel;2337; Venray                            ;984; Limburg                 ;31; Zuid-Nederland          ;4
2203;Vreeland;3525; Stichtse Vecht                    ;1904; Utrecht                 ;26; West-Nederland          ;3
