ID;BedrijfstakkenBranchesSBI2008;Perioden;BeloningVanWerknemers_1;Lonen_2;SocialePremiesTLVWerkgevers_3;Loonkosten_4;BeloningVanWerknemers_5;Lonen_6;Loonkosten_7;BeloningPerArbeidsjaar_8;LonenPerArbeidsjaar_9;LoonkostenPerArbeidsjaar_10;BeloningPerGewerktUur_11;LonenPerGewerktUur_12;LoonkostenPerGewerktUur_13;BeloningPerArbeidsjaar_14;LonenPerArbeidsjaar_15;LoonkostenPerArbeidsjaar_16;BeloningPerGewerktUur_17;LonenPerGewerktUur_18;LoonkostenPerGewerktUur_19;Arbeidsjaren_20;GewerkteUren_21;BetaaldeUren_22;OvereengekomenUren_23;BetaaldeOverwerkuren_24;Arbeidsjaren_25;GewerkteUren_26;Totaal_27;Mannen_28;Vrouwen_29;Totaal_30;Mannen_31;Vrouwen_32;Totaal_33;Mannen_34;Vrouwen_35;Totaal_36
4512;94 Ideële, belangen-, hobbyverenigingen;1969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4513;94 Ideële, belangen-, hobbyverenigingen;1970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4514;94 Ideële, belangen-, hobbyverenigingen;1971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4515;94 Ideële, belangen-, hobbyverenigingen;1972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4516;94 Ideële, belangen-, hobbyverenigingen;1973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4517;94 Ideële, belangen-, hobbyverenigingen;1974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4518;94 Ideële, belangen-, hobbyverenigingen;1975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4519;94 Ideële, belangen-, hobbyverenigingen;1976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4520;94 Ideële, belangen-, hobbyverenigingen;1977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4521;94 Ideële, belangen-, hobbyverenigingen;1978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4522;94 Ideële, belangen-, hobbyverenigingen;1979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4523;94 Ideële, belangen-, hobbyverenigingen;1980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4524;94 Ideële, belangen-, hobbyverenigingen;1981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4525;94 Ideële, belangen-, hobbyverenigingen;1982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4526;94 Ideële, belangen-, hobbyverenigingen;1983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4527;94 Ideële, belangen-, hobbyverenigingen;1984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4528;94 Ideële, belangen-, hobbyverenigingen;1985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4529;94 Ideële, belangen-, hobbyverenigingen;1986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4530;94 Ideële, belangen-, hobbyverenigingen;1987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4531;94 Ideële, belangen-, hobbyverenigingen;1988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4532;94 Ideële, belangen-, hobbyverenigingen;1989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4533;94 Ideële, belangen-, hobbyverenigingen;1990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4534;94 Ideële, belangen-, hobbyverenigingen;1991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4535;94 Ideële, belangen-, hobbyverenigingen;1992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4536;94 Ideële, belangen-, hobbyverenigingen;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4537;94 Ideële, belangen-, hobbyverenigingen;1994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4538;94 Ideële, belangen-, hobbyverenigingen;1995;1620.0;1321.0;299.0;1620.0;;;;36.6;29.9;36.6;19.4;15.8;19.4;;;;;;;44.0;83.0;;;;;;64.0;35.0;29.0;;;;;;;
4539;94 Ideële, belangen-, hobbyverenigingen;1996;1683.0;1394.0;289.0;1665.0;4.0;5.6;2.8;37.6;31.1;37.2;19.9;16.5;19.7;2.5;4.1;1.4;2.5;4.1;1.4;45.0;85.0;;;;1.4;1.4;66.0;36.0;30.0;;;;;;;3.1
4540;94 Ideële, belangen-, hobbyverenigingen;1997;1758.0;1480.0;278.0;1731.0;4.4;6.1;3.9;36.7;30.9;36.1;19.5;16.4;19.2;-2.3;-0.8;-2.8;-1.8;-0.2;-2.3;48.0;90.0;;;;6.9;6.4;68.0;38.0;31.0;;;;;;;3.4
4541;94 Ideële, belangen-, hobbyverenigingen;1998;1875.0;1487.0;388.0;1837.0;6.7;0.5;6.1;37.6;29.8;36.9;20.0;15.9;19.6;2.6;-3.4;2.1;2.5;-3.5;2.0;50.0;94.0;;;;4.0;4.1;70.0;39.0;31.0;;;;;;;2.5
4542;94 Ideële, belangen-, hobbyverenigingen;1999;2012.0;1589.0;423.0;1970.0;7.3;6.9;7.2;39.3;31.1;38.5;20.9;16.5;20.5;4.5;4.1;4.5;4.6;4.2;4.6;51.0;96.0;;;;2.6;2.5;72.0;40.0;32.0;;;;;;;2.8
4543;94 Ideële, belangen-, hobbyverenigingen;2000;2200.0;1702.0;498.0;2158.0;9.4;7.2;9.6;42.8;33.2;42.0;23.0;17.8;22.6;9.0;6.8;9.2;10.0;7.7;10.2;51.0;96.0;;;;0.4;-0.5;72.0;39.0;34.0;;;;;;;0.6
4544;94 Ideële, belangen-, hobbyverenigingen;2001;2305.0;1815.0;490.0;2260.0;4.8;6.6;4.7;41.5;32.7;40.7;23.4;18.4;22.9;-3.2;-1.5;-3.3;1.6;3.4;1.5;56.0;99.0;;;;8.2;3.2;74.0;39.0;34.0;;;;;;;1.9
4545;94 Ideële, belangen-, hobbyverenigingen;2002;2362.0;1847.0;515.0;2308.0;2.5;1.8;2.1;43.7;34.2;42.7;25.0;19.6;24.5;5.5;4.8;5.1;7.1;6.4;6.7;54.0;94.0;;;;-2.9;-4.3;72.0;38.0;34.0;;;;;;;-1.8
4546;94 Ideële, belangen-, hobbyverenigingen;2003;2379.0;1845.0;534.0;2338.0;0.7;-0.1;1.3;45.6;35.4;44.8;27.1;21.0;26.6;4.2;3.3;4.8;8.1;7.1;8.7;52.0;88.0;;;;-3.3;-6.8;70.0;36.0;34.0;;;;;;;-2.9
4547;94 Ideële, belangen-, hobbyverenigingen;2004;2403.0;1869.0;534.0;2360.0;1.0;1.3;0.9;46.7;36.3;45.9;28.4;22.1;27.9;2.5;2.8;2.4;4.9;5.2;4.8;51.0;85.0;;;;-1.5;-3.8;70.0;36.0;34.0;;;;;;;-0.9
4548;94 Ideële, belangen-, hobbyverenigingen;2005;2402.0;1888.0;514.0;2375.0;0.0;1.0;0.7;47.1;37.0;46.6;29.0;22.8;28.6;0.8;1.8;1.5;2.0;3.0;2.7;51.0;83.0;;;;-0.8;-1.9;69.0;35.0;34.0;;;;;;;-0.8
4549;94 Ideële, belangen-, hobbyverenigingen;2006;2467.0;1928.0;539.0;2446.0;2.7;2.1;3.0;48.4;37.8;48.0;29.9;23.4;29.6;2.7;2.2;3.0;3.2;2.7;3.5;51.0;83.0;;;;-0.1;-0.5;69.0;36.0;33.0;;;;;;;-0.6
4550;94 Ideële, belangen-, hobbyverenigingen;2007;2584.0;2045.0;539.0;2559.0;4.8;6.1;4.6;49.1;38.9;48.6;30.2;23.9;29.9;1.5;2.8;1.4;1.0;2.3;0.9;53.0;86.0;;;;3.2;3.7;70.0;36.0;34.0;;;;;;;2.0
4551;94 Ideële, belangen-, hobbyverenigingen;2008;2680.0;2114.0;566.0;2649.0;3.7;3.4;3.5;49.9;39.3;49.3;30.5;24.1;30.2;1.6;1.3;1.4;1.1;0.8;0.9;54.0;88.0;;;;2.1;2.5;71.0;36.0;35.0;;;;;;;1.6
4552;94 Ideële, belangen-, hobbyverenigingen;2009;2853.0;2251.0;602.0;2820.0;6.5;6.5;6.5;51.7;40.8;51.1;31.8;25.1;31.4;3.7;3.7;3.7;4.2;4.2;4.2;55.0;90.0;;;;2.7;2.2;73.0;37.0;37.0;;;;;;;2.9
4553;94 Ideële, belangen-, hobbyverenigingen;2010;2944.0;2345.0;599.0;2914.0;3.2;4.2;3.3;52.5;41.8;51.9;32.3;25.7;32.0;1.5;2.5;1.6;1.6;2.6;1.7;56.0;91.0;108.0;108.0;0.0;1.7;1.6;76.0;33.0;42.0;32.0;21.0;11.0;44.0;13.0;31.0;3.0
4554;94 Ideële, belangen-, hobbyverenigingen;2011;3065.0;2428.0;637.0;3038.0;4.1;3.5;4.2;54.9;43.5;54.4;33.7;26.7;33.4;4.5;3.9;4.7;4.4;3.8;4.5;56.0;91.0;108.0;107.0;0.0;-0.4;-0.2;75.0;33.0;42.0;31.0;20.0;11.0;44.0;12.0;31.0;-0.5
4555;94 Ideële, belangen-, hobbyverenigingen;2012;2969.0;2333.0;636.0;2944.0;-3.1;-3.9;-3.1;56.7;44.6;56.3;35.1;27.6;34.8;3.4;2.6;3.5;4.2;3.3;4.2;52.0;85.0;101.0;101.0;0.0;-6.3;-7.0;71.0;31.0;40.0;29.0;18.0;11.0;42.0;12.0;30.0;-6.1
4556;94 Ideële, belangen-, hobbyverenigingen;2013;2904.0;2284.0;620.0;2894.0;-2.2;-2.1;-1.7;58.9;46.3;58.7;36.3;28.5;36.1;3.8;3.9;4.3;3.2;3.3;3.7;49.0;80.0;96.0;96.0;0.0;-5.8;-5.3;67.0;28.0;39.0;26.0;16.0;10.0;41.0;12.0;29.0;-4.9
4557;94 Ideële, belangen-, hobbyverenigingen;2014;2950.0;2298.0;652.0;2949.0;1.6;0.6;1.9;60.8;47.3;60.8;37.1;28.9;37.1;3.2;2.2;3.5;2.4;1.4;2.7;49.0;79.0;94.0;94.0;0.0;-1.5;-0.8;66.0;27.0;38.0;26.0;15.0;10.0;40.0;12.0;28.0;-2.3
4558;94 Ideële, belangen-, hobbyverenigingen;2015;2876.0;2270.0;606.0;2873.0;-2.5;-1.2;-2.6;62.3;49.2;62.3;37.9;29.9;37.8;2.5;3.9;2.5;2.1;3.5;2.0;46.0;76.0;90.0;90.0;0.0;-4.9;-4.5;62.0;27.0;35.0;24.0;15.0;10.0;37.0;12.0;26.0;-5.8
4559;94 Ideële, belangen-, hobbyverenigingen;2016;2955.0;2328.0;627.0;2952.0;2.7;2.5;2.7;63.9;50.4;63.9;38.7;30.5;38.7;2.5;2.4;2.6;2.1;2.0;2.1;46.0;76.0;91.0;90.0;0.0;0.2;0.6;62.0;27.0;35.0;24.0;14.0;9.0;38.0;12.0;26.0;-0.2
4560;95 Reparatie van consumentenartikelen;1969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4561;95 Reparatie van consumentenartikelen;1970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4562;95 Reparatie van consumentenartikelen;1971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4563;95 Reparatie van consumentenartikelen;1972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4564;95 Reparatie van consumentenartikelen;1973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4565;95 Reparatie van consumentenartikelen;1974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4566;95 Reparatie van consumentenartikelen;1975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4567;95 Reparatie van consumentenartikelen;1976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4568;95 Reparatie van consumentenartikelen;1977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4569;95 Reparatie van consumentenartikelen;1978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4570;95 Reparatie van consumentenartikelen;1979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4571;95 Reparatie van consumentenartikelen;1980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4572;95 Reparatie van consumentenartikelen;1981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4573;95 Reparatie van consumentenartikelen;1982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4574;95 Reparatie van consumentenartikelen;1983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4575;95 Reparatie van consumentenartikelen;1984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4576;95 Reparatie van consumentenartikelen;1985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4577;95 Reparatie van consumentenartikelen;1986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4578;95 Reparatie van consumentenartikelen;1987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4579;95 Reparatie van consumentenartikelen;1988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4580;95 Reparatie van consumentenartikelen;1989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4581;95 Reparatie van consumentenartikelen;1990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4582;95 Reparatie van consumentenartikelen;1991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4583;95 Reparatie van consumentenartikelen;1992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4584;95 Reparatie van consumentenartikelen;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4585;95 Reparatie van consumentenartikelen;1994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4586;95 Reparatie van consumentenartikelen;1995;97.0;84.0;13.0;97.0;;;;24.3;21.0;24.3;14.0;12.1;14.0;;;;;;;4.0;7.0;;;;;;5.0;2.0;3.0;;;;;;;
4587;95 Reparatie van consumentenartikelen;1996;104.0;90.0;14.0;103.0;6.6;6.6;5.6;25.1;21.7;24.9;14.4;12.4;14.3;3.4;3.5;2.5;2.5;2.6;1.6;4.0;7.0;;;;3.0;3.9;5.0;2.0;3.0;;;;;;;2.6
4588;95 Reparatie van consumentenartikelen;1997;110.0;97.0;13.0;108.0;6.0;8.0;5.1;25.4;22.4;25.0;14.7;12.9;14.4;1.3;3.1;0.4;2.2;4.0;1.3;4.0;8.0;;;;4.7;3.8;5.0;3.0;3.0;;;;;;;5.7
4589;95 Reparatie van consumentenartikelen;1998;123.0;101.0;22.0;121.0;11.0;4.1;11.2;26.7;22.0;26.3;15.4;12.7;15.2;5.1;-1.4;5.3;5.0;-1.5;5.2;5.0;8.0;;;;5.5;5.7;6.0;3.0;3.0;;;;;;;5.4
4590;95 Reparatie van consumentenartikelen;1999;137.0;112.0;25.0;133.0;12.1;11.0;10.6;28.3;23.1;27.5;16.3;13.3;15.8;5.7;4.7;4.4;5.7;4.7;4.3;5.0;8.0;;;;6.0;6.1;6.0;3.0;3.0;;;;;;;6.2
4591;95 Reparatie van consumentenartikelen;2000;150.0;121.0;29.0;146.0;9.5;7.8;9.7;30.1;24.2;29.3;17.5;14.0;17.0;6.4;4.8;6.7;7.2;5.5;7.4;5.0;9.0;;;;2.9;2.1;6.0;3.0;3.0;;;;;;;3.0
4592;95 Reparatie van consumentenartikelen;2001;157.0;129.0;28.0;153.0;4.9;6.9;5.0;30.9;25.4;30.2;17.9;14.7;17.5;2.8;4.8;3.0;2.6;4.6;2.8;5.0;9.0;;;;2.0;2.2;6.0;3.0;3.0;;;;;;;1.9
4593;95 Reparatie van consumentenartikelen;2002;159.0;129.0;30.0;155.0;0.9;0.0;0.9;31.8;25.9;31.0;18.4;15.0;18.0;2.9;2.1;2.9;2.8;2.0;2.8;5.0;9.0;;;;-2.0;-1.9;6.0;3.0;3.0;;;;;;;-0.6
4594;95 Reparatie van consumentenartikelen;2003;161.0;130.0;31.0;159.0;1.1;0.5;2.4;33.3;26.9;32.9;19.5;15.7;19.2;4.7;4.1;6.1;5.6;4.9;6.9;5.0;8.0;;;;-3.4;-4.2;6.0;3.0;3.0;;;;;;;-1.7
4595;95 Reparatie van consumentenartikelen;2004;159.0;129.0;30.0;156.0;-1.1;-0.9;-1.8;33.5;27.1;32.8;19.1;15.5;18.8;0.4;0.6;-0.3;-1.7;-1.5;-2.3;5.0;8.0;;;;-1.5;0.6;6.0;3.0;3.0;;;;;;;-2.4
4596;95 Reparatie van consumentenartikelen;2005;159.0;130.0;29.0;157.0;0.4;1.4;1.1;34.6;28.3;34.2;20.0;16.3;19.7;3.4;4.4;4.1;4.5;5.5;5.2;5.0;8.0;;;;-2.9;-3.9;6.0;3.0;3.0;;;;;;;-2.3
4597;95 Reparatie van consumentenartikelen;2006;164.0;135.0;29.0;164.0;3.2;3.8;4.5;34.3;28.2;34.3;19.9;16.4;19.9;-0.8;-0.2;0.5;-0.3;0.3;1.0;5.0;8.0;;;;4.0;3.5;6.0;3.0;3.0;;;;;;;2.9
4598;95 Reparatie van consumentenartikelen;2007;174.0;143.0;31.0;173.0;6.2;6.0;5.6;35.2;28.9;35.0;20.4;16.7;20.3;2.5;2.3;1.9;2.2;2.1;1.7;5.0;9.0;;;;3.6;3.8;6.0;3.0;3.0;;;;;;;3.9
4599;95 Reparatie van consumentenartikelen;2008;186.0;151.0;35.0;186.0;6.1;5.2;6.7;36.6;29.8;36.6;21.2;17.3;21.2;3.9;3.1;4.5;4.2;3.3;4.8;5.0;9.0;;;;2.1;1.8;6.0;3.0;3.0;;;;;;;2.7
4600;95 Reparatie van consumentenartikelen;2009;171.0;141.0;30.0;170.0;-7.9;-6.6;-8.5;37.3;30.8;37.1;21.4;17.7;21.3;1.8;3.4;1.2;0.7;2.2;0.1;5.0;8.0;;;;-9.6;-8.5;6.0;3.0;3.0;;;;;;;-7.6
4601;95 Reparatie van consumentenartikelen;2010;175.0;144.0;31.0;174.0;2.6;2.0;2.6;39.1;32.1;38.9;22.4;18.4;22.3;4.9;4.3;4.9;4.8;4.2;4.8;4.0;8.0;9.0;9.0;0.0;-2.2;-2.1;6.0;4.0;2.0;3.0;3.0;0.0;2.0;1.0;1.0;-2.0
4602;95 Reparatie van consumentenartikelen;2011;176.0;144.0;32.0;177.0;0.7;0.3;1.9;40.6;33.2;40.9;23.0;18.8;23.1;3.9;3.5;5.1;2.6;2.3;3.8;4.0;8.0;9.0;9.0;0.0;-3.1;-1.9;6.0;4.0;2.0;3.0;3.0;0.0;2.0;1.0;1.0;-2.7
4603;95 Reparatie van consumentenartikelen;2012;176.0;142.0;34.0;175.0;-0.2;-1.5;-1.3;40.5;32.7;40.3;23.2;18.7;23.0;-0.3;-1.6;-1.4;0.6;-0.7;-0.5;4.0;8.0;9.0;9.0;0.0;0.1;-0.8;6.0;4.0;2.0;3.0;3.0;0.0;2.0;1.0;1.0;0.3
4604;95 Reparatie van consumentenartikelen;2013;165.0;133.0;32.0;164.0;-6.5;-6.6;-6.6;41.6;33.6;41.4;23.7;19.1;23.6;2.7;2.6;2.7;2.5;2.3;2.4;4.0;7.0;8.0;8.0;0.0;-9.0;-8.8;5.0;4.0;1.0;3.0;3.0;0.0;2.0;1.0;1.0;-8.7
4605;95 Reparatie van consumentenartikelen;2014;160.0;126.0;34.0;160.0;-3.2;-5.2;-2.6;42.8;33.8;42.8;24.2;19.1;24.2;2.8;0.7;3.5;2.0;-0.2;2.6;4.0;7.0;8.0;8.0;0.0;-5.8;-5.1;5.0;4.0;1.0;3.0;2.0;0.0;2.0;1.0;1.0;-5.6
4606;95 Reparatie van consumentenartikelen;2015;165.0;132.0;33.0;164.0;3.0;4.5;2.4;41.5;33.3;41.3;23.4;18.7;23.2;-3.0;-1.5;-3.6;-3.4;-2.0;-4.0;4.0;7.0;8.0;8.0;0.0;6.2;6.7;5.0;4.0;2.0;3.0;2.0;0.0;3.0;1.0;1.0;8.8
4607;95 Reparatie van consumentenartikelen;2016;168.0;135.0;33.0;168.0;2.3;2.3;2.9;42.6;34.1;42.6;23.9;19.1;23.9;2.5;2.5;3.2;2.1;2.1;2.7;4.0;7.0;8.0;8.0;0.0;-0.2;0.2;5.0;4.0;2.0;3.0;2.0;0.0;3.0;1.0;1.0;-0.4
4608;96 Overige persoonlijke dienstverlening;1969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4609;96 Overige persoonlijke dienstverlening;1970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4610;96 Overige persoonlijke dienstverlening;1971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4611;96 Overige persoonlijke dienstverlening;1972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4612;96 Overige persoonlijke dienstverlening;1973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4613;96 Overige persoonlijke dienstverlening;1974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4614;96 Overige persoonlijke dienstverlening;1975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4615;96 Overige persoonlijke dienstverlening;1976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4616;96 Overige persoonlijke dienstverlening;1977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4617;96 Overige persoonlijke dienstverlening;1978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4618;96 Overige persoonlijke dienstverlening;1979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4619;96 Overige persoonlijke dienstverlening;1980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4620;96 Overige persoonlijke dienstverlening;1981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4621;96 Overige persoonlijke dienstverlening;1982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4622;96 Overige persoonlijke dienstverlening;1983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4623;96 Overige persoonlijke dienstverlening;1984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4624;96 Overige persoonlijke dienstverlening;1985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4625;96 Overige persoonlijke dienstverlening;1986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4626;96 Overige persoonlijke dienstverlening;1987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4627;96 Overige persoonlijke dienstverlening;1988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4628;96 Overige persoonlijke dienstverlening;1989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4629;96 Overige persoonlijke dienstverlening;1990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4630;96 Overige persoonlijke dienstverlening;1991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4631;96 Overige persoonlijke dienstverlening;1992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4632;96 Overige persoonlijke dienstverlening;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4633;96 Overige persoonlijke dienstverlening;1994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4634;96 Overige persoonlijke dienstverlening;1995;705.0;608.0;97.0;697.0;;;;21.7;18.7;21.5;13.4;11.5;13.2;;;;;;;32.0;53.0;;;;;;44.0;10.0;33.0;;;;;;;
4635;96 Overige persoonlijke dienstverlening;1996;745.0;651.0;94.0;722.0;5.8;7.2;3.7;22.5;19.7;21.8;13.9;12.1;13.4;3.7;5.0;1.7;3.7;5.0;1.7;33.0;54.0;;;;2.0;2.0;45.0;11.0;35.0;;;;;;;3.4
4636;96 Overige persoonlijke dienstverlening;1997;818.0;723.0;95.0;778.0;9.7;11.0;7.7;23.3;20.6;22.2;14.4;12.7;13.7;3.5;4.7;1.6;3.9;5.1;1.9;35.0;57.0;;;;6.0;5.6;46.0;11.0;35.0;;;;;;;2.7
4637;96 Overige persoonlijke dienstverlening;1998;869.0;697.0;172.0;815.0;6.2;-3.6;4.8;24.0;19.2;22.5;14.8;11.9;13.9;2.8;-6.7;1.4;2.7;-6.8;1.3;36.0;59.0;;;;3.4;3.4;47.0;11.0;36.0;;;;;;;1.8
4638;96 Overige persoonlijke dienstverlening;1999;874.0;712.0;162.0;809.0;0.4;2.0;-0.9;23.3;19.0;21.6;14.4;11.7;13.3;-2.7;-1.1;-4.0;-2.7;-1.1;-3.9;37.0;61.0;;;;3.2;3.2;49.0;12.0;37.0;;;;;;;3.3
4639;96 Overige persoonlijke dienstverlening;2000;936.0;743.0;193.0;867.0;7.3;4.5;7.4;24.5;19.5;22.7;15.3;12.1;14.2;5.3;2.5;5.4;6.1;3.3;6.2;38.0;61.0;;;;1.9;1.1;50.0;11.0;39.0;;;;;;;2.6
4640;96 Overige persoonlijke dienstverlening;2001;943.0;763.0;180.0;868.0;0.7;2.7;0.0;25.2;20.4;23.2;15.1;12.2;13.9;2.8;4.9;2.1;-1.1;0.9;-1.7;37.0;62.0;;;;-2.1;1.7;51.0;12.0;40.0;;;;;;;2.3
4641;96 Overige persoonlijke dienstverlening;2002;975.0;793.0;182.0;899.0;3.4;3.8;3.5;26.2;21.3;24.2;16.0;13.0;14.8;4.0;4.5;4.2;5.9;6.4;6.1;37.0;61.0;;;;-0.6;-2.4;52.0;12.0;40.0;;;;;;;2.6
4642;96 Overige persoonlijke dienstverlening;2003;992.0;805.0;187.0;928.0;1.8;1.5;3.3;26.8;21.7;25.1;16.4;13.3;15.3;2.1;1.9;3.6;2.4;2.2;3.9;37.0;60.0;;;;-0.4;-0.6;53.0;13.0;40.0;;;;;;;0.5
4643;96 Overige persoonlijke dienstverlening;2004;1040.0;843.0;197.0;976.0;4.8;4.7;5.1;27.5;22.3;25.8;16.7;13.5;15.6;2.6;2.6;3.0;1.5;1.4;1.8;38.0;62.0;;;;2.1;3.3;54.0;13.0;41.0;;;;;;;1.9
4644;96 Overige persoonlijke dienstverlening;2005;1041.0;854.0;187.0;981.0;0.2;1.3;0.6;27.4;22.5;25.9;16.8;13.8;15.9;-0.2;0.9;0.2;1.2;2.3;1.6;38.0;62.0;;;;0.4;-1.0;56.0;13.0;43.0;;;;;;;4.2
4645;96 Overige persoonlijke dienstverlening;2006;1046.0;864.0;182.0;991.0;0.5;1.2;1.1;27.6;22.8;26.1;17.0;14.0;16.1;0.5;1.1;1.0;0.9;1.6;1.5;38.0;62.0;;;;0.1;-0.4;56.0;14.0;42.0;;;;;;;-0.9
4646;96 Overige persoonlijke dienstverlening;2007;1100.0;907.0;193.0;1043.0;5.0;4.9;5.1;28.1;23.2;26.6;17.4;14.3;16.5;1.9;1.8;2.0;2.2;2.1;2.3;39.0;63.0;;;;3.0;2.7;58.0;14.0;43.0;;;;;;;3.9
4647;96 Overige persoonlijke dienstverlening;2008;1170.0;960.0;210.0;1113.0;6.4;5.9;6.8;29.2;24.0;27.8;18.1;14.8;17.2;4.0;3.5;4.3;4.0;3.5;4.4;40.0;65.0;;;;2.3;2.3;59.0;15.0;44.0;;;;;;;2.3
