ID;Bedrijfsomvang;BedrijfstakBranchesSBI2008;Perioden;IndexcijfersOmzet_1;Omzetontwikkeling_2
178;Kleinbedrijf;412-439 Bouw (geen projectontwikkeling);2008 4e kwartaal;169;12.6
179;Kleinbedrijf;412-439 Bouw (geen projectontwikkeling);2008;144;15.9
180;Kleinbedrijf;412-439 Bouw (geen projectontwikkeling);2009 1e kwartaal;128;5.0
181;Kleinbedrijf;412-439 Bouw (geen projectontwikkeling);2009 2e kwartaal;153;1.7
182;Kleinbedrijf;412-439 Bouw (geen projectontwikkeling);2009 3e kwartaal;135;-1.1
183;Kleinbedrijf;412-439 Bouw (geen projectontwikkeling);2009 4e kwartaal;162;-4.4
184;Kleinbedrijf;412-439 Bouw (geen projectontwikkeling);2009;144;0.0
185;Kleinbedrijf;412-439 Bouw (geen projectontwikkeling);2010 1e kwartaal;112;-12.8
186;Kleinbedrijf;412-439 Bouw (geen projectontwikkeling);2010 2e kwartaal;146;-4.6
187;Kleinbedrijf;412-439 Bouw (geen projectontwikkeling);2010 3e kwartaal;132;-2.0
188;Kleinbedrijf;412-439 Bouw (geen projectontwikkeling);2010 4e kwartaal;161;-0.2
189;Kleinbedrijf;412-439 Bouw (geen projectontwikkeling);2010;138;-4.6
190;Kleinbedrijf;412-439 Bouw (geen projectontwikkeling);2011 1e kwartaal;127;13.3
191;Kleinbedrijf;412-439 Bouw (geen projectontwikkeling);2011 2e kwartaal;159;9.1
192;Kleinbedrijf;412-439 Bouw (geen projectontwikkeling);2011 3e kwartaal;143;8.2
193;Kleinbedrijf;412-439 Bouw (geen projectontwikkeling);2011 4e kwartaal;162;0.2
194;Kleinbedrijf;412-439 Bouw (geen projectontwikkeling);2011;148;7.1
195;Kleinbedrijf;412-439 Bouw (geen projectontwikkeling);2012 1e kwartaal;116;-8.2
196;Kleinbedrijf;412-439 Bouw (geen projectontwikkeling);2012 2e kwartaal;144;-9.6
197;Kleinbedrijf;412-439 Bouw (geen projectontwikkeling);2012 3e kwartaal;138;-3.3
198;Kleinbedrijf;412-439 Bouw (geen projectontwikkeling);2012 4e kwartaal;142;-11.9
199;Kleinbedrijf;412-439 Bouw (geen projectontwikkeling);2012;135;-8.4
200;Kleinbedrijf;412  Algemene B&U-bouw;2005 1e kwartaal;76;-2.3
201;Kleinbedrijf;412  Algemene B&U-bouw;2005 2e kwartaal;106;7.5
202;Kleinbedrijf;412  Algemene B&U-bouw;2005 3e kwartaal;95;10.4
203;Kleinbedrijf;412  Algemene B&U-bouw;2005 4e kwartaal;123;9.6
204;Kleinbedrijf;412  Algemene B&U-bouw;2005;100;6.8
205;Kleinbedrijf;412  Algemene B&U-bouw;2006 1e kwartaal;88;16.1
206;Kleinbedrijf;412  Algemene B&U-bouw;2006 2e kwartaal;119;12.3
207;Kleinbedrijf;412  Algemene B&U-bouw;2006 3e kwartaal;105;10.9
208;Kleinbedrijf;412  Algemene B&U-bouw;2006 4e kwartaal;144;16.4
209;Kleinbedrijf;412  Algemene B&U-bouw;2006;114;13.9
210;Kleinbedrijf;412  Algemene B&U-bouw;2007 1e kwartaal;103;16.8
211;Kleinbedrijf;412  Algemene B&U-bouw;2007 2e kwartaal;131;9.6
212;Kleinbedrijf;412  Algemene B&U-bouw;2007 3e kwartaal;118;11.7
213;Kleinbedrijf;412  Algemene B&U-bouw;2007 4e kwartaal;153;6.4
214;Kleinbedrijf;412  Algemene B&U-bouw;2007;126;10.5
215;Kleinbedrijf;412  Algemene B&U-bouw;2008 1e kwartaal;125;21.6
216;Kleinbedrijf;412  Algemene B&U-bouw;2008 2e kwartaal;154;17.7
217;Kleinbedrijf;412  Algemene B&U-bouw;2008 3e kwartaal;137;16.5
218;Kleinbedrijf;412  Algemene B&U-bouw;2008 4e kwartaal;172;12.4
219;Kleinbedrijf;412  Algemene B&U-bouw;2008;147;16.6
220;Kleinbedrijf;412  Algemene B&U-bouw;2009 1e kwartaal;137;10.1
221;Kleinbedrijf;412  Algemene B&U-bouw;2009 2e kwartaal;164;6.8
222;Kleinbedrijf;412  Algemene B&U-bouw;2009 3e kwartaal;139;1.4
223;Kleinbedrijf;412  Algemene B&U-bouw;2009 4e kwartaal;167;-2.6
224;Kleinbedrijf;412  Algemene B&U-bouw;2009;152;3.5
225;Kleinbedrijf;412  Algemene B&U-bouw;2010 1e kwartaal;117;-14.9
226;Kleinbedrijf;412  Algemene B&U-bouw;2010 2e kwartaal;153;-7.0
227;Kleinbedrijf;412  Algemene B&U-bouw;2010 3e kwartaal;135;-2.9
228;Kleinbedrijf;412  Algemene B&U-bouw;2010 4e kwartaal;169;1.3
229;Kleinbedrijf;412  Algemene B&U-bouw;2010;143;-5.6
230;Kleinbedrijf;412  Algemene B&U-bouw;2011 1e kwartaal;135;15.1
231;Kleinbedrijf;412  Algemene B&U-bouw;2011 2e kwartaal;170;11.6
232;Kleinbedrijf;412  Algemene B&U-bouw;2011 3e kwartaal;154;14.2
233;Kleinbedrijf;412  Algemene B&U-bouw;2011 4e kwartaal;164;-2.9
234;Kleinbedrijf;412  Algemene B&U-bouw;2011;156;8.6
235;Kleinbedrijf;412  Algemene B&U-bouw;2012 1e kwartaal;121;-10.1
236;Kleinbedrijf;412  Algemene B&U-bouw;2012 2e kwartaal;150;-12.2
237;Kleinbedrijf;412  Algemene B&U-bouw;2012 3e kwartaal;145;-5.8
238;Kleinbedrijf;412  Algemene B&U-bouw;2012 4e kwartaal;143;-13.2
239;Kleinbedrijf;412  Algemene B&U-bouw;2012;140;-10.4
240;Kleinbedrijf;42 Grond-, water- en wegenbouw;2005 1e kwartaal;64;-3.5
241;Kleinbedrijf;42 Grond-, water- en wegenbouw;2005 2e kwartaal;106;10.1
242;Kleinbedrijf;42 Grond-, water- en wegenbouw;2005 3e kwartaal;98;16.3
243;Kleinbedrijf;42 Grond-, water- en wegenbouw;2005 4e kwartaal;131;11.6
244;Kleinbedrijf;42 Grond-, water- en wegenbouw;2005;100;9.5
245;Kleinbedrijf;42 Grond-, water- en wegenbouw;2006 1e kwartaal;75;16.9
246;Kleinbedrijf;42 Grond-, water- en wegenbouw;2006 2e kwartaal;121;14.2
247;Kleinbedrijf;42 Grond-, water- en wegenbouw;2006 3e kwartaal;112;13.9
248;Kleinbedrijf;42 Grond-, water- en wegenbouw;2006 4e kwartaal;153;16.3
249;Kleinbedrijf;42 Grond-, water- en wegenbouw;2006;115;15.2
250;Kleinbedrijf;42 Grond-, water- en wegenbouw;2007 1e kwartaal;95;27.6
251;Kleinbedrijf;42 Grond-, water- en wegenbouw;2007 2e kwartaal;136;12.4
252;Kleinbedrijf;42 Grond-, water- en wegenbouw;2007 3e kwartaal;128;13.8
253;Kleinbedrijf;42 Grond-, water- en wegenbouw;2007 4e kwartaal;161;5.2
254;Kleinbedrijf;42 Grond-, water- en wegenbouw;2007;130;12.8
255;Kleinbedrijf;42 Grond-, water- en wegenbouw;2008 1e kwartaal;121;27.2
256;Kleinbedrijf;42 Grond-, water- en wegenbouw;2008 2e kwartaal;160;17.0
257;Kleinbedrijf;42 Grond-, water- en wegenbouw;2008 3e kwartaal;141;10.4
258;Kleinbedrijf;42 Grond-, water- en wegenbouw;2008 4e kwartaal;182;13.3
259;Kleinbedrijf;42 Grond-, water- en wegenbouw;2008;151;16.1
260;Kleinbedrijf;42 Grond-, water- en wegenbouw;2009 1e kwartaal;128;5.2
261;Kleinbedrijf;42 Grond-, water- en wegenbouw;2009 2e kwartaal;164;3.0
262;Kleinbedrijf;42 Grond-, water- en wegenbouw;2009 3e kwartaal;149;6.0
263;Kleinbedrijf;42 Grond-, water- en wegenbouw;2009 4e kwartaal;188;3.2
264;Kleinbedrijf;42 Grond-, water- en wegenbouw;2009;157;4.2
265;Kleinbedrijf;42 Grond-, water- en wegenbouw;2010 1e kwartaal;79;-37.8
266;Kleinbedrijf;42 Grond-, water- en wegenbouw;2010 2e kwartaal;145;-11.9
267;Kleinbedrijf;42 Grond-, water- en wegenbouw;2010 3e kwartaal;129;-13.6
268;Kleinbedrijf;42 Grond-, water- en wegenbouw;2010 4e kwartaal;150;-20.3
269;Kleinbedrijf;42 Grond-, water- en wegenbouw;2010;126;-20.1
270;Kleinbedrijf;42 Grond-, water- en wegenbouw;2011 1e kwartaal;111;39.7
271;Kleinbedrijf;42 Grond-, water- en wegenbouw;2011 2e kwartaal;150;3.9
272;Kleinbedrijf;42 Grond-, water- en wegenbouw;2011 3e kwartaal;133;3.2
273;Kleinbedrijf;42 Grond-, water- en wegenbouw;2011 4e kwartaal;168;12.1
274;Kleinbedrijf;42 Grond-, water- en wegenbouw;2011;141;11.8
275;Kleinbedrijf;42 Grond-, water- en wegenbouw;2012 1e kwartaal;98;-11.3
276;Kleinbedrijf;42 Grond-, water- en wegenbouw;2012 2e kwartaal;149;-0.9
277;Kleinbedrijf;42 Grond-, water- en wegenbouw;2012 3e kwartaal;137;3.1
278;Kleinbedrijf;42 Grond-, water- en wegenbouw;2012 4e kwartaal;159;-5.2
279;Kleinbedrijf;42 Grond-, water- en wegenbouw;2012;136;-3.3
280;Kleinbedrijf;43 Gespecialiseerde bouw;2005 1e kwartaal;79;0.4
281;Kleinbedrijf;43 Gespecialiseerde bouw;2005 2e kwartaal;104;8.5
282;Kleinbedrijf;43 Gespecialiseerde bouw;2005 3e kwartaal;96;10.1
283;Kleinbedrijf;43 Gespecialiseerde bouw;2005 4e kwartaal;121;8.6
284;Kleinbedrijf;43 Gespecialiseerde bouw;2005;100;7.2
285;Kleinbedrijf;43 Gespecialiseerde bouw;2006 1e kwartaal;89;13.5
286;Kleinbedrijf;43 Gespecialiseerde bouw;2006 2e kwartaal;115;10.4
287;Kleinbedrijf;43 Gespecialiseerde bouw;2006 3e kwartaal;106;11.0
288;Kleinbedrijf;43 Gespecialiseerde bouw;2006 4e kwartaal;138;13.7
289;Kleinbedrijf;43 Gespecialiseerde bouw;2006;112;12.1
290;Kleinbedrijf;43 Gespecialiseerde bouw;2007 1e kwartaal;102;14.0
291;Kleinbedrijf;43 Gespecialiseerde bouw;2007 2e kwartaal;128;11.0
292;Kleinbedrijf;43 Gespecialiseerde bouw;2007 3e kwartaal;116;9.3
293;Kleinbedrijf;43 Gespecialiseerde bouw;2007 4e kwartaal;147;6.8
294;Kleinbedrijf;43 Gespecialiseerde bouw;2007;123;9.9
295;Kleinbedrijf;43 Gespecialiseerde bouw;2008 1e kwartaal;121;18.5
296;Kleinbedrijf;43 Gespecialiseerde bouw;2008 2e kwartaal;148;15.9
297;Kleinbedrijf;43 Gespecialiseerde bouw;2008 3e kwartaal;135;16.3
298;Kleinbedrijf;43 Gespecialiseerde bouw;2008 4e kwartaal;166;12.7
299;Kleinbedrijf;43 Gespecialiseerde bouw;2008;142;15.6
300;Kleinbedrijf;43 Gespecialiseerde bouw;2009 1e kwartaal;124;2.3
301;Kleinbedrijf;43 Gespecialiseerde bouw;2009 2e kwartaal;146;-1.2
302;Kleinbedrijf;43 Gespecialiseerde bouw;2009 3e kwartaal;131;-3.1
303;Kleinbedrijf;43 Gespecialiseerde bouw;2009 4e kwartaal;156;-6.1
304;Kleinbedrijf;43 Gespecialiseerde bouw;2009;139;-2.4
305;Kleinbedrijf;43 Gespecialiseerde bouw;2010 1e kwartaal;112;-9.0
306;Kleinbedrijf;43 Gespecialiseerde bouw;2010 2e kwartaal;143;-2.3
307;Kleinbedrijf;43 Gespecialiseerde bouw;2010 3e kwartaal;131;-0.2
308;Kleinbedrijf;43 Gespecialiseerde bouw;2010 4e kwartaal;158;1.5
309;Kleinbedrijf;43 Gespecialiseerde bouw;2010;136;-2.2
310;Kleinbedrijf;43 Gespecialiseerde bouw;2011 1e kwartaal;124;10.4
311;Kleinbedrijf;43 Gespecialiseerde bouw;2011 2e kwartaal;155;8.3
312;Kleinbedrijf;43 Gespecialiseerde bouw;2011 3e kwartaal;138;5.6
313;Kleinbedrijf;43 Gespecialiseerde bouw;2011 4e kwartaal;159;0.8
314;Kleinbedrijf;43 Gespecialiseerde bouw;2011;144;5.9
315;Kleinbedrijf;43 Gespecialiseerde bouw;2012 1e kwartaal;116;-6.8
316;Kleinbedrijf;43 Gespecialiseerde bouw;2012 2e kwartaal;141;-9.0
