ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;AantalInstallatiesBijWoningen_5;OpgesteldVermogenVanZonnepanelen_6
7766;Verspreide huizen Hollandscheveld-Oost;Hoogeveen                               ;Buurt     ;BU01185402;1;49.0;216.0
7767;Wijk 55 Noordscheschut;Hoogeveen                               ;Wijk      ;WK011855  ;1;197.0;686.0
7768;Noordscheschut kern;Hoogeveen                               ;Buurt     ;BU01185500;1;169.0;543.0
7769;Verspreide huizen Noordscheschut;Hoogeveen                               ;Buurt     ;BU01185501;1;28.0;143.0
7770;Wijk 56 Nieuwlande;Hoogeveen                               ;Wijk      ;WK011856  ;1;152.0;546.0
7771;Nieuwlande kern;Hoogeveen                               ;Buurt     ;BU01185600;1;149.0;522.0
7772;Verspreide huizen Nieuwlande;Hoogeveen                               ;Buurt     ;BU01185601;1;3.0;24.0
7773;Wijk 57 Nieuweroord;Hoogeveen                               ;Wijk      ;WK011857  ;1;74.0;409.0
7774;Nieuweroord kern;Hoogeveen                               ;Buurt     ;BU01185700;1;40.0;180.0
7775;Verspreide huizen Nieuweroord;Hoogeveen                               ;Buurt     ;BU01185701;1;34.0;229.0
7776;Wijk 58 Tiendeveen;Hoogeveen                               ;Wijk      ;WK011858  ;1;76.0;290.0
7777;Tiendeveen kern;Hoogeveen                               ;Buurt     ;BU01185800;1;47.0;152.0
7778;Verspreide huizen Tiendeveen;Hoogeveen                               ;Buurt     ;BU01185801;1;29.0;138.0
7779;Wijk 59 Stuifzand;Hoogeveen                               ;Wijk      ;WK011859  ;1;72.0;283.0
7780;Stuifzand kern;Hoogeveen                               ;Buurt     ;BU01185900;1;42.0;138.0
7781;Verspreide huizen Stuifzand;Hoogeveen                               ;Buurt     ;BU01185901;1;30.0;145.0
7782;Wijk 60 Pesse;Hoogeveen                               ;Wijk      ;WK011860  ;1;234.0;809.0
7783;Pesse kern;Hoogeveen                               ;Buurt     ;BU01186000;1;190.0;634.0
7784;Verspreide huizen Pesse-Oost;Hoogeveen                               ;Buurt     ;BU01186001;1;17.0;58.0
7785;Verspreide huizen Pesse-West;Hoogeveen                               ;Buurt     ;BU01186002;1;6.0;32.0
7786;Verspreide huizen Pesse-Zuid;Hoogeveen                               ;Buurt     ;BU01186003;1;21.0;84.0
7787;Wijk 61 Zuideropgaande Nieuw Moscou;Hoogeveen                               ;Wijk      ;WK011861  ;1;45.0;233.0
7788;Zuideropgaande Nieuw Moscou;Hoogeveen                               ;Buurt     ;BU01186100;1;45.0;233.0
7789;Wijk 62 Industrie- en verspr. gebieden;Hoogeveen                               ;Wijk      ;WK011862  ;1;38.0;213.0
7790;Industriegebied Toldijk;Hoogeveen                               ;Buurt     ;BU01186201;1;;
7791;Industriegebied Noord A;Hoogeveen                               ;Buurt     ;BU01186202;1;;
7792;Industriegebied Noord B;Hoogeveen                               ;Buurt     ;BU01186203;1;7.0;46.0
7793;Industriegebied Buitenvaart;Hoogeveen                               ;Buurt     ;BU01186204;1;12.0;75.0
7794;Verspreide huizen Alteveer;Hoogeveen                               ;Buurt     ;BU01186205;1;14.0;66.0
7795;Verspreide huizen Nijstad;Hoogeveen                               ;Buurt     ;BU01186206;1;;
7796;Hoorn;Hoorn                                   ;Gemeente  ;GM0405    ;.;4477.0;12644.0
7797;Wijk 10 Binnenstad;Hoorn                                   ;Wijk      ;WK040510  ;1;91.0;261.0
7798;Binnenstad - Buurt 10 00;Hoorn                                   ;Buurt     ;BU04051000;1;18.0;74.0
7799;Binnenstad - Buurt 10 01;Hoorn                                   ;Buurt     ;BU04051001;1;44.0;98.0
7800;Binnenstad - Buurt 10 02;Hoorn                                   ;Buurt     ;BU04051002;1;21.0;55.0
7801;Binnenstad - Buurt 10 03;Hoorn                                   ;Buurt     ;BU04051003;1;8.0;34.0
7802;Wijk 11 Venenlaan-kwartier;Hoorn                                   ;Wijk      ;WK040511  ;1;225.0;482.0
7803;Venelaankwartier - Buurt 11 00;Hoorn                                   ;Buurt     ;BU04051100;1;;
7804;Venelaankwartier - Buurt 11 01;Hoorn                                   ;Buurt     ;BU04051101;1;13.0;67.0
7805;Venelaankwartier - Buurt 11 02;Hoorn                                   ;Buurt     ;BU04051102;1;196.0;343.0
7806;Venelaankwartier - Buurt 11 03;Hoorn                                   ;Buurt     ;BU04051103;1;16.0;72.0
7807;Wijk 12 Hoorn-Noord;Hoorn                                   ;Wijk      ;WK040512  ;1;216.0;579.0
7808;Hoorn Noord - Buurt 12 00;Hoorn                                   ;Buurt     ;BU04051200;1;53.0;162.0
7809;Hoorn Noord - Buurt 12 01;Hoorn                                   ;Buurt     ;BU04051201;1;42.0;132.0
7810;Hoorn Noord - Buurt 12 02;Hoorn                                   ;Buurt     ;BU04051202;1;114.0;258.0
7811;Hoorn Noord - Buurt 12 03;Hoorn                                   ;Buurt     ;BU04051203;1;7.0;27.0
7812;Hoorn Noord - Buurt 12 04;Hoorn                                   ;Buurt     ;BU04051204;1;;
7813;Wijk 13 Grote Waal;Hoorn                                   ;Wijk      ;WK040513  ;1;372.0;930.0
7814;Grote Waal - Buurt 13 00;Hoorn                                   ;Buurt     ;BU04051300;1;15.0;52.0
7815;Grote Waal - Buurt 13 01;Hoorn                                   ;Buurt     ;BU04051301;1;76.0;154.0
7816;Grote Waal - Buurt 13 02;Hoorn                                   ;Buurt     ;BU04051302;1;;
7817;Grote Waal - Buurt 13 03;Hoorn                                   ;Buurt     ;BU04051303;1;13.0;33.0
7818;Grote Waal - Buurt 13 04;Hoorn                                   ;Buurt     ;BU04051304;1;13.0;38.0
7819;Grote Waal - Buurt 13 05;Hoorn                                   ;Buurt     ;BU04051305;1;65.0;158.0
7820;Grote Waal - Buurt 13 06;Hoorn                                   ;Buurt     ;BU04051306;1;20.0;58.0
7821;Grote Waal - Buurt 13 07;Hoorn                                   ;Buurt     ;BU04051307;1;161.0;399.0
7822;Grote Waal - Buurt 13 08;Hoorn                                   ;Buurt     ;BU04051308;1;9.0;38.0
7823;Wijk 20 Risdam-Zuid;Hoorn                                   ;Wijk      ;WK040520  ;1;647.0;1686.0
7824;Risdam-Zuid - Buurt 20 00;Hoorn                                   ;Buurt     ;BU04052000;1;93.0;202.0
7825;Risdam-Zuid - Buurt 20 01;Hoorn                                   ;Buurt     ;BU04052001;1;7.0;124.0
7826;Risdam-Zuid - Buurt 20 02;Hoorn                                   ;Buurt     ;BU04052002;1;14.0;41.0
7827;Risdam-Zuid - Buurt 20 03;Hoorn                                   ;Buurt     ;BU04052003;1;24.0;69.0
7828;Risdam-Zuid - Buurt 20 04;Hoorn                                   ;Buurt     ;BU04052004;1;140.0;314.0
7829;Risdam-Zuid - Buurt 20 05;Hoorn                                   ;Buurt     ;BU04052005;1;23.0;49.0
7830;Risdam-Zuid - Buurt 20 06;Hoorn                                   ;Buurt     ;BU04052006;1;104.0;305.0
7831;Risdam-Zuid - Buurt 20 07;Hoorn                                   ;Buurt     ;BU04052007;1;150.0;296.0
7832;Risdam-Zuid - Buurt 20 08;Hoorn                                   ;Buurt     ;BU04052008;1;92.0;285.0
7833;Wijk 21 Risdam-Noord;Hoorn                                   ;Wijk      ;WK040521  ;1;370.0;1031.0
7834;Risdam-Noord - Buurt 21 00;Hoorn                                   ;Buurt     ;BU04052100;1;114.0;325.0
7835;Risdam-Noord - Buurt 21 01;Hoorn                                   ;Buurt     ;BU04052101;1;68.0;205.0
7836;Risdam-Noord - Buurt 21 02;Hoorn                                   ;Buurt     ;BU04052102;1;;
7837;Risdam-Noord - Buurt 21 03;Hoorn                                   ;Buurt     ;BU04052103;1;71.0;177.0
7838;Risdam-Noord - Buurt 21 04;Hoorn                                   ;Buurt     ;BU04052104;1;86.0;237.0
7839;Risdam-Noord - Buurt 21 05;Hoorn                                   ;Buurt     ;BU04052105;1;;
7840;Wijk 22 Nieuwe Steen;Hoorn                                   ;Wijk      ;WK040522  ;1;157.0;485.0
7841;Nieuwe Steen - Buurt 22 00;Hoorn                                   ;Buurt     ;BU04052200;1;;
7842;Nieuwe Steen - Buurt 22 01;Hoorn                                   ;Buurt     ;BU04052201;1;;
7843;Wijk 30 Zwaag;Hoorn                                   ;Wijk      ;WK040530  ;1;258.0;710.0
7844;Zwaag - Buurt 30 00;Hoorn                                   ;Buurt     ;BU04053000;1;5.0;28.0
7845;Zwaag - Buurt 30 01;Hoorn                                   ;Buurt     ;BU04053001;1;186.0;458.0
7846;Zwaag - Buurt 30 02;Hoorn                                   ;Buurt     ;BU04053002;1;51.0;155.0
7847;Zwaag - Buurt 30 04;Hoorn                                   ;Buurt     ;BU04053004;1;3.0;20.0
7848;Zwaag - Buurt 30 05;Hoorn                                   ;Buurt     ;BU04053005;1;4.0;14.0
7849;Zwaag - Buurt 30 06;Hoorn                                   ;Buurt     ;BU04053006;1;9.0;35.0
7850;Wijk 31 Blokker;Hoorn                                   ;Wijk      ;WK040531  ;1;307.0;1118.0
7851;Blokker - Buurt 31 00;Hoorn                                   ;Buurt     ;BU04053100;1;8.0;31.0
7852;Blokker - Buurt 31 01;Hoorn                                   ;Buurt     ;BU04053101;1;19.0;155.0
7853;Blokker - Buurt 31 02;Hoorn                                   ;Buurt     ;BU04053102;1;42.0;170.0
7854;Blokker - Buurt 31 03;Hoorn                                   ;Buurt     ;BU04053103;1;70.0;197.0
7855;Blokker - Buurt 31 04;Hoorn                                   ;Buurt     ;BU04053104;1;168.0;565.0
7856;Wijk 32 Kersenboogerd-Noord;Hoorn                                   ;Wijk      ;WK040532  ;1;266.0;534.0
7857;Kersenboogerd-Noord - Buurt 32 00;Hoorn                                   ;Buurt     ;BU04053200;1;38.0;112.0
7858;Kersenboogerd-Noord - Buurt 32 01;Hoorn                                   ;Buurt     ;BU04053201;1;37.0;99.0
7859;Kersenboogerd-Noord - Buurt 32 02;Hoorn                                   ;Buurt     ;BU04053202;1;16.0;41.0
7860;Kersenboogerd-Noord - Buurt 32 03;Hoorn                                   ;Buurt     ;BU04053203;1;175.0;282.0
7861;Wijk 33 Kersenboogerd-Zuid;Hoorn                                   ;Wijk      ;WK040533  ;1;999.0;3210.0
7862;Kersenboogerd-Zuid - Buurt 33 00;Hoorn                                   ;Buurt     ;BU04053300;1;62.0;194.0
7863;Kersenboogerd-Zuid - Buurt 33 01;Hoorn                                   ;Buurt     ;BU04053301;1;;
7864;Kersenboogerd-Zuid - Buurt 33 02;Hoorn                                   ;Buurt     ;BU04053302;1;18.0;40.0
7865;Kersenboogerd-Zuid - Buurt 33 03;Hoorn                                   ;Buurt     ;BU04053303;1;170.0;488.0
7866;Kersenboogerd-Zuid - Buurt 33 04;Hoorn                                   ;Buurt     ;BU04053304;1;121.0;374.0
7867;Kersenboogerd-Zuid - Buurt 33 05;Hoorn                                   ;Buurt     ;BU04053305;1;137.0;436.0
7868;Kersenboogerd-Zuid - Buurt 33 06;Hoorn                                   ;Buurt     ;BU04053306;1;261.0;886.0
7869;Kersenboogerd-Zuid - Buurt 33 07;Hoorn                                   ;Buurt     ;BU04053307;1;143.0;498.0
7870;Kersenboogerd-Zuid - Buurt 33 08;Hoorn                                   ;Buurt     ;BU04053308;1;79.0;262.0
7871;Kersenboogerd-Zuid - Buurt 33 09;Hoorn                                   ;Buurt     ;BU04053309;1;;
7872;Wijk 34 Hoorn 80;Hoorn                                   ;Wijk      ;WK040534  ;1;;
7873;Hoorn 80 - Buurt 34 00;Hoorn                                   ;Buurt     ;BU04053400;1;;
7874;Hoorn 80 - Buurt 34 01;Hoorn                                   ;Buurt     ;BU04053401;1;;
7875;Hoorn 80 - Buurt 34 02;Hoorn                                   ;Buurt     ;BU04053402;1;;
7876;Wijk 35 Bangert en Oosterpolder;Hoorn                                   ;Wijk      ;WK040535  ;1;569.0;1619.0
7877;Bangert en Oosterpolder - Buurt 35 01;Hoorn                                   ;Buurt     ;BU04053501;1;116.0;395.0
7878;Bangert en Oosterpolder - Buurt 35 02;Hoorn                                   ;Buurt     ;BU04053502;1;117.0;406.0
7879;Bangert en Oosterpolder - Buurt 35 03;Hoorn                                   ;Buurt     ;BU04053503;1;217.0;474.0
7880;Bangert en Oosterpolder - Buurt 35 04;Hoorn                                   ;Buurt     ;BU04053504;1;110.0;315.0
7881;Bangert en Oosterpolder - Buurt 35 05;Hoorn                                   ;Buurt     ;BU04053505;1;;
7882;Bangert en Oosterpolder - Buurt 35 06;Hoorn                                   ;Buurt     ;BU04053506;1;;
7883;Wijk 36 Noord;Hoorn                                   ;Wijk      ;WK040536  ;1;;
7884;Zevenhuis - Buurt 36 00;Hoorn                                   ;Buurt     ;BU04053600;1;;
7885;Horst aan de Maas;Horst aan de Maas                       ;Gemeente  ;GM1507    ;.;3849.0;16261.0
7886;Wijk 00 Griendtsveen;Horst aan de Maas                       ;Wijk      ;WK150700  ;1;48.0;164.0
7887;Griendtsveen;Horst aan de Maas                       ;Buurt     ;BU15070000;1;;
7888;Verspreide huizen Griendtsveen;Horst aan de Maas                       ;Buurt     ;BU15070009;1;;
7889;Wijk 01 America;Horst aan de Maas                       ;Wijk      ;WK150701  ;1;214.0;1042.0
7890;America;Horst aan de Maas                       ;Buurt     ;BU15070100;1;143.0;499.0
7891;Meerdal;Horst aan de Maas                       ;Buurt     ;BU15070101;1;;
7892;Loohorst;Horst aan de Maas                       ;Buurt     ;BU15070102;1;;
7893;Verspreide huizen America;Horst aan de Maas                       ;Buurt     ;BU15070109;1;71.0;543.0
7894;Wijk 02 Meterik;Horst aan de Maas                       ;Wijk      ;WK150702  ;1;135.0;619.0
7895;Meterik;Horst aan de Maas                       ;Buurt     ;BU15070200;1;60.0;250.0
7896;Verspreide huizen Meterik;Horst aan de Maas                       ;Buurt     ;BU15070209;1;75.0;369.0
7897;Wijk 03 Hegelsom;Horst aan de Maas                       ;Wijk      ;WK150703  ;1;210.0;858.0
7898;Hegelsom;Horst aan de Maas                       ;Buurt     ;BU15070300;1;162.0;562.0
7899;Verspreide huizen Hegelsom;Horst aan de Maas                       ;Buurt     ;BU15070309;1;48.0;296.0
7900;Wijk 04 Horst;Horst aan de Maas                       ;Wijk      ;WK150704  ;1;1180.0;4536.0
7901;Horst-Centrum;Horst aan de Maas                       ;Buurt     ;BU15070400;1;112.0;409.0
7902;Molenveld;Horst aan de Maas                       ;Buurt     ;BU15070401;1;200.0;727.0
7903;De Riet;Horst aan de Maas                       ;Buurt     ;BU15070402;1;36.0;101.0
7904;Weisterbeek;Horst aan de Maas                       ;Buurt     ;BU15070403;1;122.0;296.0
7905;Nieuwstraat;Horst aan de Maas                       ;Buurt     ;BU15070404;1;69.0;316.0
7906;Kapellerhof;Horst aan de Maas                       ;Buurt     ;BU15070405;1;45.0;241.0
7907;Berkelsbroek;Horst aan de Maas                       ;Buurt     ;BU15070406;1;76.0;292.0
7908;Stuksbeemden;Horst aan de Maas                       ;Buurt     ;BU15070407;1;155.0;526.0
7909;De Risselt;Horst aan de Maas                       ;Buurt     ;BU15070408;1;114.0;446.0
7910;De Afhang;Horst aan de Maas                       ;Buurt     ;BU15070409;1;171.0;690.0
7911;Hoogveld;Horst aan de Maas                       ;Buurt     ;BU15070410;1;4.0;39.0
7912;Verspreide huizen Horst;Horst aan de Maas                       ;Buurt     ;BU15070419;1;76.0;453.0
7913;Wijk 05 Melderslo;Horst aan de Maas                       ;Wijk      ;WK150705  ;1;213.0;1092.0
7914;Melderslo;Horst aan de Maas                       ;Buurt     ;BU15070500;1;147.0;643.0
7915;Verspreide huizen Melderslo;Horst aan de Maas                       ;Buurt     ;BU15070509;1;66.0;450.0
7916;Wijk 06 Broekhuizen;Horst aan de Maas                       ;Wijk      ;WK150706  ;1;101.0;443.0
7917;Broekhuizenvorst;Horst aan de Maas                       ;Buurt     ;BU15070600;1;91.0;385.0
7918;Verspreide huizen Broekhuizenvorst;Horst aan de Maas                       ;Buurt     ;BU15070609;1;10.0;58.0
7919;Wijk 07 Lottum;Horst aan de Maas                       ;Wijk      ;WK150707  ;1;166.0;740.0
7920;Lottum;Horst aan de Maas                       ;Buurt     ;BU15070700;1;111.0;429.0
7921;Verspreide huizen Lottum;Horst aan de Maas                       ;Buurt     ;BU15070709;1;55.0;311.0
7922;Wijk 08 Grubbenvorst;Horst aan de Maas                       ;Wijk      ;WK150708  ;1;426.0;1717.0
7923;Grubbenvorst-Centrum;Horst aan de Maas                       ;Buurt     ;BU15070800;1;59.0;260.0
7924;De Comert;Horst aan de Maas                       ;Buurt     ;BU15070801;1;35.0;120.0
7925;'t Reuvelt;Horst aan de Maas                       ;Buurt     ;BU15070802;1;97.0;360.0
7926;Middelreuvelt;Horst aan de Maas                       ;Buurt     ;BU15070803;1;134.0;493.0
7927;Tuinhaversveld;Horst aan de Maas                       ;Buurt     ;BU15070804;1;68.0;250.0
7928;Verspreide huizen Grubbenvorst;Horst aan de Maas                       ;Buurt     ;BU15070809;1;33.0;235.0
7929;Wijk 09 Broekhuizen;Horst aan de Maas                       ;Wijk      ;WK150709  ;1;66.0;309.0
7930;Broekhuizen;Horst aan de Maas                       ;Buurt     ;BU15070900;1;54.0;247.0
7931;Verspreide huizen Broekhuizen;Horst aan de Maas                       ;Buurt     ;BU15070909;1;12.0;62.0
7932;Wijk 10 Sevenum;Horst aan de Maas                       ;Wijk      ;WK150710  ;1;615.0;2662.0
7933;Sevenum;Horst aan de Maas                       ;Buurt     ;BU15071000;1;504.0;1989.0
7934;De Schatberg;Horst aan de Maas                       ;Buurt     ;BU15071001;1;;
7935;Verspreide huizen Sevenum;Horst aan de Maas                       ;Buurt     ;BU15071009;1;111.0;673.0
7936;Wijk 11 Kronenberg;Horst aan de Maas                       ;Wijk      ;WK150711  ;1;110.0;471.0
7937;Kronenberg;Horst aan de Maas                       ;Buurt     ;BU15071100;1;86.0;341.0
7938;Verspreide huizen Kronenberg;Horst aan de Maas                       ;Buurt     ;BU15071109;1;24.0;129.0
7939;Wijk 12 Evertsoorsd;Horst aan de Maas                       ;Wijk      ;WK150712  ;1;8.0;67.0
7940;Everstoord;Horst aan de Maas                       ;Buurt     ;BU15071200;1;;
7941;Verspreide huizen Eversoord;Horst aan de Maas                       ;Buurt     ;BU15071209;1;;
7942;Wijk 13 Meerlo;Horst aan de Maas                       ;Wijk      ;WK150713  ;1;180.0;696.0
7943;Meerlo;Horst aan de Maas                       ;Buurt     ;BU15071300;1;164.0;596.0
7944;Verspreide huizen Meerlo;Horst aan de Maas                       ;Buurt     ;BU15071309;1;16.0;99.0
7945;Wijk 14 Tienray;Horst aan de Maas                       ;Wijk      ;WK150714  ;1;85.0;369.0
7946;Tienray;Horst aan de Maas                       ;Buurt     ;BU15071400;1;79.0;334.0
7947;Verspreide huizen Tienray;Horst aan de Maas                       ;Buurt     ;BU15071409;1;6.0;34.0
7948;Wijk 15 Swolgen;Horst aan de Maas                       ;Wijk      ;WK150715  ;1;92.0;478.0
7949;Swolgen;Horst aan de Maas                       ;Buurt     ;BU15071500;1;70.0;299.0
7950;Verspreide huizen Swolgen;Horst aan de Maas                       ;Buurt     ;BU15071509;1;22.0;179.0
7951;Houten;Houten                                  ;Gemeente  ;GM0321    ;.;3363.0;10420.0
7952;Wijk 10 Houten Noord-West;Houten                                  ;Wijk      ;WK032110  ;1;1116.0;3320.0
7953;Oude Dorp;Houten                                  ;Buurt     ;BU03211010;1;183.0;580.0
7954;Oorden;Houten                                  ;Buurt     ;BU03211011;1;66.0;220.0
7955;Hoven;Houten                                  ;Buurt     ;BU03211012;1;;
7956;Gaarden;Houten                                  ;Buurt     ;BU03211013;1;103.0;317.0
7957;Hoeven;Houten                                  ;Buurt     ;BU03211014;1;120.0;343.0
7958;Erven;Houten                                  ;Buurt     ;BU03211015;1;100.0;327.0
7959;Poorten;Houten                                  ;Buurt     ;BU03211016;1;108.0;302.0
7960;Slagen;Houten                                  ;Buurt     ;BU03211017;1;128.0;398.0
7961;Borchen;Houten                                  ;Buurt     ;BU03211018;1;118.0;354.0
7962;Campen;Houten                                  ;Buurt     ;BU03211019;1;140.0;334.0
7963;Rondweg Noord-West;Houten                                  ;Buurt     ;BU03211050;1;;
7964;Wijk 11 Houten Noord-Oost;Houten                                  ;Wijk      ;WK032111  ;1;672.0;1808.0
7965;Centrum West;Houten                                  ;Buurt     ;BU03211120;1;14.0;63.0
7966;Centrum Oost;Houten                                  ;Buurt     ;BU03211121;1;31.0;81.0
7967;Molens;Houten                                  ;Buurt     ;BU03211122;1;16.0;39.0
7968;Hagen;Houten                                  ;Buurt     ;BU03211123;1;68.0;185.0
7969;weiden;Houten                                  ;Buurt     ;BU03211124;1;120.0;294.0
7970;Gilden;Houten                                  ;Buurt     ;BU03211125;1;127.0;347.0
7971;velden;Houten                                  ;Buurt     ;BU03211126;1;96.0;233.0
7972;Sloten;Houten                                  ;Buurt     ;BU03211127;1;70.0;187.0
7973;Bermen;Houten                                  ;Buurt     ;BU03211128;1;52.0;144.0
7974;Akkers;Houten                                  ;Buurt     ;BU03211129;1;78.0;237.0
7975;Rondweg Noord-Oost;Houten                                  ;Buurt     ;BU03211151;1;;
7976;Wijk 12 Houten Zuid-West;Houten                                  ;Wijk      ;WK032112  ;1;604.0;1954.0
7977;Bouwen;Houten                                  ;Buurt     ;BU03211230;1;40.0;118.0
7978;Houten;Houten                                  ;Buurt     ;BU03211231;1;133.0;496.0
7979;Waters;Houten                                  ;Buurt     ;BU03211232;1;103.0;377.0
7980;Polders;Houten                                  ;Buurt     ;BU03211233;1;60.0;198.0
7981;Stenen;Houten                                  ;Buurt     ;BU03211234;1;74.0;221.0
7982;muren;Houten                                  ;Buurt     ;BU03211235;1;115.0;346.0
7983;Castellum West;Houten                                  ;Buurt     ;BU03211236;1;61.0;85.0
7984;Castellum Oost;Houten                                  ;Buurt     ;BU03211237;1;15.0;63.0
7985;Schaften;Houten                                  ;Buurt     ;BU03211238;1;3.0;51.0
7986;Rondweg Zuid-West;Houten                                  ;Buurt     ;BU03211252;1;;
7987;Wijk 13 Houten Zuid-Oost;Houten                                  ;Wijk      ;WK032113  ;1;696.0;2127.0
7988;Landen;Houten                                  ;Buurt     ;BU03211340;1;101.0;278.0
7989;Tuinen;Houten                                  ;Buurt     ;BU03211341;1;149.0;537.0
7990;Sporen;Houten                                  ;Buurt     ;BU03211342;1;67.0;198.0
7991;Meren;Houten                                  ;Buurt     ;BU03211343;1;158.0;443.0
7992;Mossen;Houten                                  ;Buurt     ;BU03211344;1;169.0;534.0
7993;Grassen;Houten                                  ;Buurt     ;BU03211345;1;52.0;137.0
7994;Rondweg Zuid-Oost;Houten                                  ;Buurt     ;BU03211353;1;;
7995;Wijk 20 Houten Buitengebied;Houten                                  ;Wijk      ;WK032120  ;1;26.0;186.0
7996;De Staart;Houten                                  ;Buurt     ;BU03212054;1;;
7997;Kaden;Houten                                  ;Buurt     ;BU03212055;1;;
7998;vesten;Houten                                  ;Buurt     ;BU03212056;1;;
7999;Schepen;Houten                                  ;Buurt     ;BU03212057;1;;
8000;Boten;Houten                                  ;Buurt     ;BU03212058;1;;
8001;Honen;Houten                                  ;Buurt     ;BU03212059;1;;
8002;Hof van Wulven;Houten                                  ;Buurt     ;BU03212060;1;;
8003;Bruggen;Houten                                  ;Buurt     ;BU03212061;1;;
8004;Bogen;Houten                                  ;Buurt     ;BU03212062;1;;
8005;De Poel;Houten                                  ;Buurt     ;BU03212063;1;;
8006;Buitengebied Houten West;Houten                                  ;Buurt     ;BU03212064;1;11.0;66.0
8007;Buitengebied Houten Oost;Houten                                  ;Buurt     ;BU03212065;1;8.0;77.0
8008;Wijk 30 't Goy;Houten                                  ;Wijk      ;WK032130  ;1;36.0;124.0
8009;Dorp 't Goy;Houten                                  ;Buurt     ;BU03213070;1;22.0;59.0
8010;'t Goysedorp;Houten                                  ;Buurt     ;BU03213071;1;14.0;65.0
8011;Wijk 31 't Goy Buitengebied;Houten                                  ;Wijk      ;WK032131  ;1;6.0;42.0
8012;Buitengebied 't Goy;Houten                                  ;Buurt     ;BU03213172;1;6.0;42.0
8013;Wijk 40 Tull en 't waal;Houten                                  ;Wijk      ;WK032140  ;1;58.0;281.0
8014;'t Waal;Houten                                  ;Buurt     ;BU03214080;1;42.0;213.0
8015;Tull;Houten                                  ;Buurt     ;BU03214081;1;16.0;68.0
8016;Wijk 41 Tull en 't Waal Buitengebied;Houten                                  ;Wijk      ;WK032141  ;1;8.0;28.0
8017;Buitengebied Tull en 't Waal;Houten                                  ;Buurt     ;BU03214182;1;8.0;28.0
8018;Wijk 50 Schalkwijk;Houten                                  ;Wijk      ;WK032150  ;1;118.0;395.0
8019;Dorp Schalkwijk West;Houten                                  ;Buurt     ;BU03215090;1;90.0;274.0
8020;Dorp Schalkwijk Oost;Houten                                  ;Buurt     ;BU03215091;1;28.0;121.0
8021;Wijk 51 Schalkwijk Buitengebied;Houten                                  ;Wijk      ;WK032151  ;1;23.0;156.0
8022;Buitengebied Schalkwijk West;Houten                                  ;Buurt     ;BU03215192;1;12.0;63.0
8023;Buitengebied Schalkwijk Oost;Houten                                  ;Buurt     ;BU03215193;1;11.0;94.0
8024;Huizen;Huizen                                  ;Gemeente  ;GM0406    ;.;3190.0;8524.0
8025;Wijk 00 Oude Dorp;Huizen                                  ;Wijk      ;WK040600  ;1;446.0;1046.0
8026;De Noord;Huizen                                  ;Buurt     ;BU04060001;1;182.0;477.0
8027;De Zuid;Huizen                                  ;Buurt     ;BU04060002;1;264.0;568.0
8028;Wijk 01 Westereng;Huizen                                  ;Wijk      ;WK040601  ;1;226.0;574.0
8029;Westereng;Huizen                                  ;Buurt     ;BU04060103;1;226.0;574.0
8030;Wijk 02 Buitenwijken;Huizen                                  ;Wijk      ;WK040602  ;1;16.0;82.0
8031;Flevo;Huizen                                  ;Buurt     ;BU04060204;1;7.0;24.0
8032;Bikbergen;Huizen                                  ;Buurt     ;BU04060205;1;;
8033;Crailo;Huizen                                  ;Buurt     ;BU04060206;1;9.0;58.0
8034;Wijk 03 Erica en Tafelberg;Huizen                                  ;Wijk      ;WK040603  ;1;11.0;55.0
8035;Thames;Huizen                                  ;Buurt     ;BU04060307;1;;
8036;IJzeren veld;Huizen                                  ;Buurt     ;BU04060308;1;7.0;37.0
8037;Parrewijn;Huizen                                  ;Buurt     ;BU04060327;1;;
8038;Tafelberger Heide;Huizen                                  ;Buurt     ;BU04060328;1;;
8039;Rijsbergen;Huizen                                  ;Buurt     ;BU04060329;1;;
8040;Huizerhoogt;Huizen                                  ;Buurt     ;BU04060330;1;4.0;18.0
8041;Wijk 04 Staatslieden en Componistenbuurt;Huizen                                  ;Wijk      ;WK040604  ;1;127.0;515.0
8042;Sijsjesberg;Huizen                                  ;Buurt     ;BU04060409;1;31.0;115.0
8043;Zuidereng;Huizen                                  ;Buurt     ;BU04060410;1;96.0;400.0
8044;Wijk 05 Havengebied;Huizen                                  ;Wijk      ;WK040605  ;1;74.0;232.0
8045;Gooierhoofd;Huizen                                  ;Buurt     ;BU04060511;1;8.0;22.0
8046;Wolfskamer;Huizen                                  ;Buurt     ;BU04060512;1;;
8047;Industriewijk 't Plaveen;Huizen                                  ;Buurt     ;BU04060513;1;66.0;210.0
8048;Wijk 06 Zenderwijk en Bovenweg;Huizen                                  ;Wijk      ;WK040606  ;1;207.0;588.0
8049;Bovenweg;Huizen                                  ;Buurt     ;BU04060614;1;179.0;497.0
8050;Zenderwijk;Huizen                                  ;Buurt     ;BU04060615;1;28.0;91.0
8051;Wijk 07 Stad en Lande;Huizen                                  ;Wijk      ;WK040607  ;1;323.0;811.0
8052;Stad en Lande;Huizen                                  ;Buurt     ;BU04060716;1;323.0;811.0
8053;Wijk 08 Huizermaat West en Zuid;Huizen                                  ;Wijk      ;WK040608  ;1;651.0;1669.0
