ID;Vormen;Wijken;Perioden;TotaalJongerenMetJeugdzorgInNatura_1;k_0Tot4Jaar_2;k_4Tot12Jaar_3;k_12Tot18Jaar_4;k_18Tot23Jaar_5;ThuiswonendKindInEenouderhuishouden_6;ThuiswonendKindBijEenPaar_7;AnderHuishouden_8;TotaalTrajectenInNatura_9;GemeentelijkeToegang_10;Huisarts_11;Jeugdarts_12;GecertificeerdeInstelling_13;MedischSpecialist_14;RechterOfficierVanJustitie_15;GeenVerwijzer_16;VerwijzerOnbekend_17;Gemeentenaam_18;SoortRegio_19;Codering_20;IndelingswijzigingWijken_21
9414;Jeugdhulp zonder verblijf;Lingewaard;1e halfjaar 2024;1200.0;30.0;595.0;565.0;;220.0;935.0;45.0;1570.0;465.0;905.0;45.0;40.0;80.0;;35.0;;Lingewaard                              ;Gemeente ;GM1705    ;1.0
9415;Jeugdhulp zonder verblijf;Bemmel;1e halfjaar 2024;295.0;;135.0;160.0;;55.0;235.0;;395.0;105.0;250.0;;;20.0;;;;Lingewaard                              ;Wijk     ;WK170500  ;1.0
9416;Jeugdhulp zonder verblijf;Gendt;1e halfjaar 2024;170.0;;95.0;75.0;;30.0;135.0;10.0;240.0;80.0;130.0;;10.0;15.0;;;;Lingewaard                              ;Wijk     ;WK170501  ;1.0
9417;Jeugdhulp zonder verblijf;Huissen;1e halfjaar 2024;520.0;15.0;260.0;235.0;;95.0;410.0;15.0;670.0;205.0;385.0;20.0;15.0;25.0;;15.0;;Lingewaard                              ;Wijk     ;WK170502  ;1.0
9418;Jeugdhulp zonder verblijf;Loo Gld;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Lingewaard                              ;Wijk     ;WK170503  ;1.0
9419;Jeugdhulp zonder verblijf;Angeren;1e halfjaar 2024;65.0;;30.0;30.0;;10.0;50.0;;80.0;20.0;40.0;;;;;;;Lingewaard                              ;Wijk     ;WK170504  ;1.0
9420;Jeugdhulp zonder verblijf;Doornenburg;1e halfjaar 2024;50.0;;30.0;20.0;;10.0;40.0;;65.0;15.0;40.0;;;;;;;Lingewaard                              ;Wijk     ;WK170505  ;1.0
9421;Jeugdhulp zonder verblijf;Haalderen;1e halfjaar 2024;45.0;;20.0;25.0;;10.0;35.0;;60.0;15.0;35.0;;;;;;;Lingewaard                              ;Wijk     ;WK170506  ;1.0
9422;Jeugdhulp zonder verblijf;Ressen;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Lingewaard                              ;Wijk     ;WK170507  ;1.0
9423;Jeugdhulp zonder verblijf;Lisse;1e halfjaar 2024;615.0;20.0;280.0;295.0;20.0;100.0;485.0;25.0;835.0;125.0;230.0;35.0;40.0;25.0;;380.0;;Lisse                                   ;Gemeente ;GM0553    ;1.0
9424;Jeugdhulp zonder verblijf;Lisse Noord;1e halfjaar 2024;135.0;;65.0;70.0;;20.0;105.0;;180.0;30.0;55.0;10.0;15.0;;;70.0;;Lisse                                   ;Wijk     ;WK055301  ;1.0
9425;Jeugdhulp zonder verblijf;Centrum;1e halfjaar 2024;130.0;;75.0;50.0;;20.0;105.0;10.0;185.0;35.0;60.0;10.0;10.0;;;65.0;;Lisse                                   ;Wijk     ;WK055302  ;1.0
9426;Jeugdhulp zonder verblijf;Lisse Zuid;1e halfjaar 2024;200.0;10.0;90.0;95.0;;40.0;155.0;;280.0;45.0;95.0;15.0;10.0;10.0;;100.0;;Lisse                                   ;Wijk     ;WK055303  ;1.0
9427;Jeugdhulp zonder verblijf;Buitengebied;1e halfjaar 2024;35.0;;15.0;20.0;;;30.0;;45.0;;20.0;;;;;15.0;;Lisse                                   ;Wijk     ;WK055304  ;1.0
9428;Jeugdhulp zonder verblijf;Lochem;1e halfjaar 2024;595.0;;290.0;280.0;20.0;125.0;440.0;30.0;750.0;455.0;165.0;30.0;30.0;25.0;;10.0;35.0;Lochem                                  ;Gemeente ;GM0262    ;1.0
9429;Jeugdhulp zonder verblijf;Wijk 00 Lochem kern;1e halfjaar 2024;210.0;;100.0;105.0;;65.0;145.0;;280.0;200.0;35.0;20.0;;10.0;;;10.0;Lochem                                  ;Wijk     ;WK026200  ;1.0
9430;Jeugdhulp zonder verblijf;Wijk 01 Lochem buitengebied;1e halfjaar 2024;25.0;;15.0;10.0;;;20.0;;25.0;20.0;;;;;;;;Lochem                                  ;Wijk     ;WK026201  ;1.0
9431;Jeugdhulp zonder verblijf;Wijk 02 Laren;1e halfjaar 2024;70.0;;45.0;20.0;;;60.0;;80.0;50.0;15.0;;;;;;;Lochem                                  ;Wijk     ;WK026202  ;1.0
9432;Jeugdhulp zonder verblijf;Wijk 03 Barchem;1e halfjaar 2024;20.0;;10.0;10.0;;;15.0;;25.0;15.0;;;;;;;;Lochem                                  ;Wijk     ;WK026203  ;1.0
9433;Jeugdhulp zonder verblijf;Wijk 04 Gorssel;1e halfjaar 2024;190.0;;80.0;95.0;10.0;35.0;135.0;15.0;235.0;105.0;85.0;;15.0;10.0;;;10.0;Lochem                                  ;Wijk     ;WK026204  ;1.0
9434;Jeugdhulp zonder verblijf;Wijk 01 Almen-Harfsen;1e halfjaar 2024;45.0;;20.0;20.0;;;40.0;;60.0;35.0;20.0;;;;;;;Lochem                                  ;Wijk     ;WK026205  ;1.0
9435;Jeugdhulp zonder verblijf;Loon op Zand;1e halfjaar 2024;490.0;20.0;295.0;175.0;;95.0;380.0;10.0;625.0;245.0;160.0;115.0;10.0;55.0;;40.0;;Loon op Zand                            ;Gemeente ;GM0809    ;1.0
9436;Jeugdhulp zonder verblijf;Wijk 10 Kaatsheuvel-West;1e halfjaar 2024;190.0;10.0;120.0;60.0;;40.0;145.0;;255.0;100.0;50.0;60.0;;25.0;;;;Loon op Zand                            ;Wijk     ;WK080910  ;1.0
9437;Jeugdhulp zonder verblijf;Wijk 20 Kaatsheuvel-Oost;1e halfjaar 2024;115.0;;65.0;45.0;;25.0;85.0;;145.0;60.0;40.0;20.0;;15.0;;;;Loon op Zand                            ;Wijk     ;WK080920  ;1.0
9438;Jeugdhulp zonder verblijf;Wijk 30 Loon op Zand;1e halfjaar 2024;120.0;;80.0;30.0;;20.0;100.0;;150.0;60.0;40.0;30.0;;15.0;;;;Loon op Zand                            ;Wijk     ;WK080930  ;1.0
9439;Jeugdhulp zonder verblijf;Wijk 40 De Moer;1e halfjaar 2024;;;;;;;;;10.0;;;;;;;;;Loon op Zand                            ;Wijk     ;WK080940  ;1.0
9440;Jeugdhulp zonder verblijf;Lopik;1e halfjaar 2024;235.0;10.0;130.0;90.0;10.0;55.0;175.0;10.0;270.0;120.0;70.0;10.0;20.0;45.0;;10.0;;Lopik                                   ;Gemeente ;GM0331    ;1.0
9441;Jeugdhulp zonder verblijf;Wijk 00 Lopik, Benschop en Polsbroek;1e halfjaar 2024;190.0;10.0;105.0;70.0;;50.0;130.0;10.0;225.0;120.0;60.0;10.0;15.0;10.0;;10.0;;Lopik                                   ;Wijk     ;WK033100  ;1.0
9442;Jeugdhulp zonder verblijf;Losser;1e halfjaar 2024;505.0;20.0;260.0;215.0;10.0;110.0;375.0;20.0;670.0;240.0;250.0;60.0;50.0;45.0;;30.0;;Losser                                  ;Gemeente ;GM0168    ;1.0
9443;Jeugdhulp zonder verblijf;Wijk 00 Losser;1e halfjaar 2024;285.0;10.0;155.0;120.0;;65.0;210.0;;375.0;135.0;145.0;35.0;15.0;25.0;;15.0;;Losser                                  ;Wijk     ;WK016800  ;1.0
9444;Jeugdhulp zonder verblijf;Wijk 01 Glane;1e halfjaar 2024;10.0;;;;;;;;10.0;;;;;;;;;Losser                                  ;Wijk     ;WK016801  ;1.0
9445;Jeugdhulp zonder verblijf;Wijk 02 Overdinkel;1e halfjaar 2024;130.0;10.0;60.0;55.0;;35.0;90.0;10.0;190.0;75.0;65.0;20.0;15.0;15.0;;;;Losser                                  ;Wijk     ;WK016802  ;1.0
9446;Jeugdhulp zonder verblijf;Wijk 03 De Lutte;1e halfjaar 2024;55.0;;25.0;30.0;;;50.0;;65.0;20.0;30.0;;;;;;;Losser                                  ;Wijk     ;WK016803  ;1.0
9447;Jeugdhulp zonder verblijf;Wijk 04 Beuningen;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Losser                                  ;Wijk     ;WK016804  ;1.0
9448;Jeugdhulp zonder verblijf;Maasdriel;1e halfjaar 2024;535.0;40.0;240.0;245.0;10.0;90.0;410.0;35.0;680.0;290.0;270.0;30.0;35.0;45.0;;15.0;;Maasdriel                               ;Gemeente ;GM0263    ;1.0
9449;Jeugdhulp zonder verblijf;Wijk 00 Kerkdriel;1e halfjaar 2024;160.0;;70.0;85.0;;35.0;115.0;15.0;205.0;90.0;75.0;15.0;10.0;15.0;;;;Maasdriel                               ;Wijk     ;WK026300  ;1.0
9450;Jeugdhulp zonder verblijf;Wijk 01 Ammerzoden;1e halfjaar 2024;85.0;;40.0;40.0;;20.0;65.0;;115.0;60.0;35.0;;10.0;;;;;Maasdriel                               ;Wijk     ;WK026301  ;1.0
9451;Jeugdhulp zonder verblijf;Wijk 02 Hedel;1e halfjaar 2024;120.0;;55.0;55.0;;20.0;95.0;;150.0;70.0;55.0;;;10.0;;;;Maasdriel                               ;Wijk     ;WK026302  ;1.0
9452;Jeugdhulp zonder verblijf;Wijk 03 Heerewaarden;1e halfjaar 2024;15.0;;;10.0;;;10.0;;30.0;15.0;;;;;;;;Maasdriel                               ;Wijk     ;WK026303  ;1.0
9453;Jeugdhulp zonder verblijf;Wijk 04 Rossum;1e halfjaar 2024;60.0;;30.0;25.0;;;55.0;;80.0;35.0;35.0;;;;;;;Maasdriel                               ;Wijk     ;WK026304  ;1.0
9454;Jeugdhulp zonder verblijf;Maasgouw;1e halfjaar 2024;445.0;35.0;225.0;155.0;35.0;125.0;290.0;35.0;650.0;170.0;170.0;10.0;40.0;15.0;;240.0;;Maasgouw                                ;Gemeente ;GM1641    ;1.0
9455;Jeugdhulp zonder verblijf;Wijk 00 Maasbracht;1e halfjaar 2024;145.0;10.0;70.0;50.0;10.0;45.0;85.0;15.0;230.0;65.0;60.0;;15.0;;;85.0;;Maasgouw                                ;Wijk     ;WK164100  ;1.0
9456;Jeugdhulp zonder verblijf;Wijk 01 Linne;1e halfjaar 2024;75.0;;35.0;20.0;10.0;25.0;45.0;;95.0;15.0;25.0;;10.0;;;35.0;;Maasgouw                                ;Wijk     ;WK164101  ;1.0
9457;Jeugdhulp zonder verblijf;Wijk 02 Stevensweert;1e halfjaar 2024;20.0;;10.0;10.0;;10.0;15.0;;35.0;10.0;;;;;;15.0;;Maasgouw                                ;Wijk     ;WK164102  ;1.0
9458;Jeugdhulp zonder verblijf;Wijk 03 Ohé en Laak;1e halfjaar 2024;15.0;;;;;;15.0;;20.0;;10.0;;;;;;;Maasgouw                                ;Wijk     ;WK164103  ;1.0
9459;Jeugdhulp zonder verblijf;Wijk 04 Thorn;1e halfjaar 2024;35.0;;20.0;;;10.0;15.0;;50.0;15.0;;;;;;25.0;;Maasgouw                                ;Wijk     ;WK164104  ;1.0
9460;Jeugdhulp zonder verblijf;Wijk 05 Heel;1e halfjaar 2024;80.0;;45.0;25.0;;20.0;55.0;;115.0;35.0;30.0;;;;;40.0;;Maasgouw                                ;Wijk     ;WK164105  ;1.0
9461;Jeugdhulp zonder verblijf;Wijk 06 Beegden;1e halfjaar 2024;25.0;;10.0;10.0;;;20.0;;30.0;;10.0;;;;;15.0;;Maasgouw                                ;Wijk     ;WK164106  ;1.0
9462;Jeugdhulp zonder verblijf;Wijk 07 Wessem;1e halfjaar 2024;40.0;;20.0;15.0;;;30.0;;55.0;15.0;20.0;;;;;15.0;;Maasgouw                                ;Wijk     ;WK164107  ;1.0
9463;Jeugdhulp zonder verblijf;Maashorst;1e halfjaar 2024;1090.0;55.0;500.0;520.0;10.0;290.0;765.0;35.0;1420.0;745.0;435.0;20.0;75.0;80.0;;60.0;;Maashorst                               ;Gemeente ;GM1991    ;1.0
9464;Jeugdhulp zonder verblijf;Uden;1e halfjaar 2024;615.0;30.0;275.0;300.0;;195.0;400.0;20.0;805.0;465.0;210.0;15.0;40.0;40.0;;30.0;;Maashorst                               ;Wijk     ;WK199101  ;1.0
9465;Jeugdhulp zonder verblijf;Volkel;1e halfjaar 2024;50.0;;20.0;25.0;;15.0;35.0;;60.0;30.0;20.0;;;;;;;Maashorst                               ;Wijk     ;WK199102  ;1.0
9466;Jeugdhulp zonder verblijf;Odiliapeel;1e halfjaar 2024;30.0;;15.0;10.0;;;25.0;;40.0;25.0;10.0;;;;;;;Maashorst                               ;Wijk     ;WK199103  ;1.0
9467;Jeugdhulp zonder verblijf;Schaijk;1e halfjaar 2024;130.0;10.0;65.0;50.0;;30.0;95.0;;170.0;75.0;70.0;;;15.0;;;;Maashorst                               ;Wijk     ;WK199104  ;1.0
9468;Jeugdhulp zonder verblijf;Reek;1e halfjaar 2024;45.0;;25.0;15.0;;;35.0;;70.0;30.0;25.0;;;;;;;Maashorst                               ;Wijk     ;WK199105  ;1.0
9469;Jeugdhulp zonder verblijf;Zeeland;1e halfjaar 2024;110.0;;55.0;55.0;;20.0;95.0;;150.0;95.0;40.0;;10.0;;;;;Maashorst                               ;Wijk     ;WK199106  ;1.0
9470;Jeugdhulp zonder verblijf;Maassluis;1e halfjaar 2024;425.0;30.0;200.0;180.0;15.0;170.0;235.0;20.0;520.0;215.0;130.0;;45.0;40.0;;80.0;;Maassluis                               ;Gemeente ;GM0556    ;1.0
9471;Jeugdhulp zonder verblijf;Wijk 01 Taanschuurpolder;1e halfjaar 2024;30.0;;15.0;10.0;;10.0;20.0;;40.0;20.0;;;;;;;;Maassluis                               ;Wijk     ;WK055601  ;1.0
9472;Jeugdhulp zonder verblijf;Wijk 02 Dijkpolder;1e halfjaar 2024;85.0;;40.0;35.0;;40.0;45.0;;100.0;40.0;25.0;;;;;20.0;;Maassluis                               ;Wijk     ;WK055602  ;1.0
9473;Jeugdhulp zonder verblijf;Sluispolder;1e halfjaar 2024;75.0;;35.0;35.0;;35.0;40.0;;100.0;40.0;20.0;;10.0;10.0;;20.0;;Maassluis                               ;Wijk     ;WK055603  ;1.0
9474;Jeugdhulp zonder verblijf;Wijk 04 Kapelpolder;1e halfjaar 2024;70.0;;30.0;35.0;;30.0;35.0;;80.0;30.0;20.0;;;;;20.0;;Maassluis                               ;Wijk     ;WK055604  ;1.0
9475;Jeugdhulp zonder verblijf;Wijk 05 Burgemeesterswijk;1e halfjaar 2024;65.0;;30.0;30.0;;20.0;40.0;;75.0;25.0;30.0;;;;;;;Maassluis                               ;Wijk     ;WK055605  ;1.0
9476;Jeugdhulp zonder verblijf;Wijk 06 Steendijkpolder;1e halfjaar 2024;40.0;;20.0;15.0;;15.0;25.0;;55.0;15.0;20.0;;;;;;;Maassluis                               ;Wijk     ;WK055606  ;1.0
9477;Jeugdhulp zonder verblijf;Wijk 07 Aalkeetpolder;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Maassluis                               ;Wijk     ;WK055607  ;1.0
9478;Jeugdhulp zonder verblijf;Wijk 08 Wilgenrijk;1e halfjaar 2024;15.0;;10.0;;;;15.0;;20.0;10.0;;;;;;;;Maassluis                               ;Wijk     ;WK055608  ;1.0
9479;Jeugdhulp zonder verblijf;Maastricht;1e halfjaar 2024;2280.0;200.0;1110.0;920.0;45.0;820.0;1305.0;150.0;2890.0;1165.0;1010.0;245.0;200.0;165.0;30.0;75.0;;Maastricht                              ;Gemeente ;GM0935    ;1.0
9480;Jeugdhulp zonder verblijf;Wijk 00 Centrum;1e halfjaar 2024;100.0;15.0;50.0;35.0;;35.0;55.0;10.0;130.0;40.0;45.0;20.0;;10.0;;;;Maastricht                              ;Wijk     ;WK093500  ;1.0
9481;Jeugdhulp zonder verblijf;Wijk 01 Buitenwijk Zuidwest;1e halfjaar 2024;120.0;;50.0;60.0;;20.0;95.0;;145.0;35.0;90.0;10.0;;10.0;;;;Maastricht                              ;Wijk     ;WK093501  ;1.0
9482;Jeugdhulp zonder verblijf;Wijk 02 Buitenwijk West;1e halfjaar 2024;785.0;55.0;395.0;315.0;20.0;315.0;430.0;40.0;1000.0;450.0;335.0;75.0;50.0;40.0;15.0;35.0;;Maastricht                              ;Wijk     ;WK093502  ;1.0
9483;Jeugdhulp zonder verblijf;Wijk 03 Buitenwijk Noordwest;1e halfjaar 2024;30.0;;15.0;10.0;;;25.0;;35.0;10.0;20.0;;;;;;;Maastricht                              ;Wijk     ;WK093503  ;1.0
9484;Jeugdhulp zonder verblijf;Wijk 04 Buitenwijk Oost;1e halfjaar 2024;650.0;60.0;320.0;255.0;15.0;245.0;365.0;45.0;855.0;360.0;300.0;65.0;65.0;35.0;;25.0;;Maastricht                              ;Wijk     ;WK093504  ;1.0
9485;Jeugdhulp zonder verblijf;Wijk 05 Buitenwijk Noordoost;1e halfjaar 2024;70.0;;35.0;25.0;;20.0;45.0;;90.0;30.0;35.0;10.0;;10.0;;;;Maastricht                              ;Wijk     ;WK093505  ;1.0
9486;Jeugdhulp zonder verblijf;Wijk 06 Buitenwijk Zuidoost;1e halfjaar 2024;355.0;30.0;175.0;150.0;;110.0;225.0;20.0;435.0;180.0;170.0;30.0;20.0;25.0;;;;Maastricht                              ;Wijk     ;WK093506  ;1.0
9487;Jeugdhulp zonder verblijf;Medemblik;1e halfjaar 2024;900.0;25.0;450.0;390.0;30.0;215.0;650.0;35.0;1110.0;350.0;545.0;10.0;50.0;35.0;;110.0;;Medemblik                               ;Gemeente ;GM0420    ;1.0
9488;Jeugdhulp zonder verblijf;Medemblik;1e halfjaar 2024;155.0;10.0;65.0;70.0;10.0;60.0;90.0;;185.0;60.0;90.0;;10.0;;;10.0;;Medemblik                               ;Wijk     ;WK042001  ;1.0
9489;Jeugdhulp zonder verblijf;Opperdoes;1e halfjaar 2024;20.0;;10.0;10.0;;;15.0;;25.0;10.0;10.0;;;;;;;Medemblik                               ;Wijk     ;WK042002  ;1.0
9490;Jeugdhulp zonder verblijf;Twisk;1e halfjaar 2024;10.0;;;;;;;;10.0;;;;;;;;;Medemblik                               ;Wijk     ;WK042003  ;1.0
9491;Jeugdhulp zonder verblijf;Lambertschaag;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Medemblik                               ;Wijk     ;WK042004  ;1.0
9492;Jeugdhulp zonder verblijf;Abbekerk;1e halfjaar 2024;20.0;;10.0;10.0;;;10.0;;20.0;;15.0;;;;;;;Medemblik                               ;Wijk     ;WK042005  ;1.0
9493;Jeugdhulp zonder verblijf;Sijbekarspel;1e halfjaar 2024;20.0;;15.0;;;;15.0;;25.0;10.0;10.0;;;;;;;Medemblik                               ;Wijk     ;WK042006  ;1.0
9494;Jeugdhulp zonder verblijf;Benningbroek;1e halfjaar 2024;10.0;;;;;;10.0;;15.0;;10.0;;;;;;;Medemblik                               ;Wijk     ;WK042007  ;1.0
9495;Jeugdhulp zonder verblijf;Wognum;1e halfjaar 2024;105.0;;55.0;45.0;;20.0;80.0;10.0;130.0;35.0;75.0;;;;;;;Medemblik                               ;Wijk     ;WK042008  ;1.0
9496;Jeugdhulp zonder verblijf;Zwaagdijk-West;1e halfjaar 2024;15.0;;10.0;10.0;;;10.0;;20.0;;15.0;;;;;;;Medemblik                               ;Wijk     ;WK042009  ;1.0
9497;Jeugdhulp zonder verblijf;Nibbixwoud;1e halfjaar 2024;35.0;;15.0;20.0;;;25.0;;40.0;15.0;25.0;;;;;;;Medemblik                               ;Wijk     ;WK042010  ;1.0
9498;Jeugdhulp zonder verblijf;Midwoud;1e halfjaar 2024;40.0;;25.0;15.0;;15.0;25.0;;50.0;25.0;25.0;;;;;;;Medemblik                               ;Wijk     ;WK042011  ;1.0
9499;Jeugdhulp zonder verblijf;Oostwoud;1e halfjaar 2024;;;;;;;;;10.0;;;;;;;;;Medemblik                               ;Wijk     ;WK042012  ;1.0
9500;Jeugdhulp zonder verblijf;Hauwert;1e halfjaar 2024;;;;;;;;;10.0;;;;;;;;;Medemblik                               ;Wijk     ;WK042013  ;1.0
9501;Jeugdhulp zonder verblijf;Zwaagdijk-Oost;1e halfjaar 2024;15.0;;10.0;;;;15.0;;20.0;;10.0;;;;;;;Medemblik                               ;Wijk     ;WK042014  ;1.0
9502;Jeugdhulp zonder verblijf;Wervershoof;1e halfjaar 2024;120.0;;55.0;60.0;;35.0;85.0;;155.0;40.0;105.0;;;;;;;Medemblik                               ;Wijk     ;WK042015  ;1.0
9503;Jeugdhulp zonder verblijf;Andijk;1e halfjaar 2024;115.0;;60.0;50.0;;10.0;95.0;;150.0;50.0;75.0;;;10.0;;10.0;;Medemblik                               ;Wijk     ;WK042016  ;1.0
9504;Jeugdhulp zonder verblijf;Meerssen;1e halfjaar 2024;385.0;25.0;170.0;185.0;;85.0;295.0;;475.0;190.0;205.0;35.0;;25.0;;;;Meerssen                                ;Gemeente ;GM0938    ;1.0
9505;Jeugdhulp zonder verblijf;Wijk 00 Meerssen;1e halfjaar 2024;160.0;15.0;65.0;75.0;;45.0;110.0;;195.0;85.0;85.0;15.0;;10.0;;;;Meerssen                                ;Wijk     ;WK093800  ;1.0
9506;Jeugdhulp zonder verblijf;Wijk 01 Ulestraten;1e halfjaar 2024;60.0;;30.0;30.0;;10.0;50.0;;75.0;40.0;25.0;;;;;;;Meerssen                                ;Wijk     ;WK093801  ;1.0
9507;Jeugdhulp zonder verblijf;Wijk 02 Bunde - Geulle;1e halfjaar 2024;145.0;10.0;70.0;70.0;;25.0;120.0;;175.0;65.0;90.0;10.0;;;;;;Meerssen                                ;Wijk     ;WK093802  ;1.0
9508;Jeugdhulp zonder verblijf;Meierijstad;1e halfjaar 2024;1535.0;65.0;820.0;605.0;45.0;390.0;1085.0;60.0;1955.0;815.0;595.0;60.0;95.0;75.0;;310.0;;Meierijstad                             ;Gemeente ;GM1948    ;1.0
9509;Jeugdhulp zonder verblijf;Erp;1e halfjaar 2024;120.0;;70.0;45.0;;30.0;85.0;;170.0;75.0;45.0;;10.0;;;40.0;;Meierijstad                             ;Wijk     ;WK194801  ;1.0
9510;Jeugdhulp zonder verblijf;Schijndel;1e halfjaar 2024;390.0;10.0;210.0;160.0;10.0;85.0;295.0;10.0;470.0;240.0;145.0;30.0;30.0;20.0;;;;Meierijstad                             ;Wijk     ;WK194802  ;1.0
9511;Jeugdhulp zonder verblijf;Sint-Oedenrode;1e halfjaar 2024;270.0;15.0;135.0;100.0;15.0;80.0;180.0;10.0;320.0;130.0;110.0;10.0;20.0;10.0;;50.0;;Meierijstad                             ;Wijk     ;WK194803  ;1.0
9512;Jeugdhulp zonder verblijf;Veghel;1e halfjaar 2024;510.0;30.0;290.0;185.0;10.0;145.0;350.0;15.0;710.0;305.0;160.0;20.0;20.0;25.0;;180.0;;Meierijstad                             ;Wijk     ;WK194804  ;1.0
9513;Jeugdhulp zonder verblijf;Meppel;1e halfjaar 2024;675.0;35.0;290.0;335.0;10.0;180.0;455.0;40.0;785.0;220.0;430.0;20.0;30.0;30.0;10.0;45.0;;Meppel                                  ;Gemeente ;GM0119    ;1.0
9514;Jeugdhulp zonder verblijf;Centrum;1e halfjaar 2024;65.0;;20.0;35.0;;15.0;45.0;;75.0;15.0;45.0;;;;;;;Meppel                                  ;Wijk     ;WK011900  ;1.0
9515;Jeugdhulp zonder verblijf;Watertoren;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Meppel                                  ;Wijk     ;WK011901  ;1.0
9516;Jeugdhulp zonder verblijf;Haveltermade;1e halfjaar 2024;75.0;;30.0;35.0;;35.0;35.0;;95.0;40.0;40.0;;;;;;;Meppel                                  ;Wijk     ;WK011902  ;1.0
9517;Jeugdhulp zonder verblijf;Koedijkslanden;1e halfjaar 2024;145.0;10.0;60.0;75.0;;50.0;85.0;10.0;180.0;60.0;95.0;;;;;;;Meppel                                  ;Wijk     ;WK011903  ;1.0
9518;Jeugdhulp zonder verblijf;Berggierslanden;1e halfjaar 2024;80.0;;30.0;45.0;;;70.0;;85.0;15.0;60.0;;;;;;;Meppel                                  ;Wijk     ;WK011904  ;1.0
9519;Jeugdhulp zonder verblijf;Ezinge;1e halfjaar 2024;10.0;;;;;;;;10.0;;;;;;;;;Meppel                                  ;Wijk     ;WK011905  ;1.0
9520;Jeugdhulp zonder verblijf;Oosterboer;1e halfjaar 2024;130.0;;60.0;65.0;;20.0;105.0;;145.0;20.0;95.0;;;;;15.0;;Meppel                                  ;Wijk     ;WK011906  ;1.0
9521;Jeugdhulp zonder verblijf;Nieuwveenselanden;1e halfjaar 2024;35.0;;15.0;15.0;;10.0;20.0;;35.0;10.0;20.0;;;;;;;Meppel                                  ;Wijk     ;WK011907  ;1.0
9522;Jeugdhulp zonder verblijf;Blankenstein;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Meppel                                  ;Wijk     ;WK011908  ;1.0
9523;Jeugdhulp zonder verblijf;Industrieterrein Noord;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Meppel                                  ;Wijk     ;WK011909  ;1.0
9524;Jeugdhulp zonder verblijf;Industrie Oevers;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Meppel                                  ;Wijk     ;WK011910  ;1.0
9525;Jeugdhulp zonder verblijf;Verspreid gebied Meppel;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Meppel                                  ;Wijk     ;WK011911  ;1.0
9526;Jeugdhulp zonder verblijf;Nijeveen;1e halfjaar 2024;55.0;;20.0;35.0;;15.0;40.0;;65.0;20.0;35.0;;;;;;;Meppel                                  ;Wijk     ;WK011912  ;1.0
9527;Jeugdhulp zonder verblijf;Rogat;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Meppel                                  ;Wijk     ;WK011913  ;1.0
9528;Jeugdhulp zonder verblijf;Middelburg (Z.);1e halfjaar 2024;1285.0;45.0;635.0;585.0;20.0;390.0;815.0;80.0;1790.0;775.0;805.0;25.0;60.0;75.0;;30.0;10.0;Middelburg (Z.)                         ;Gemeente ;GM0687    ;1.0
9529;Jeugdhulp zonder verblijf;Binnenstad;1e halfjaar 2024;95.0;;40.0;50.0;;30.0;65.0;;135.0;50.0;65.0;;;;;;;Middelburg (Z.)                         ;Wijk     ;WK068700  ;1.0
9530;Jeugdhulp zonder verblijf;Griffioen;1e halfjaar 2024;80.0;;35.0;45.0;;20.0;55.0;;105.0;35.0;55.0;;;;;;;Middelburg (Z.)                         ;Wijk     ;WK068710  ;1.0
9531;Jeugdhulp zonder verblijf;Klarenbeek;1e halfjaar 2024;80.0;;50.0;30.0;;30.0;50.0;;105.0;30.0;65.0;;;;;;;Middelburg (Z.)                         ;Wijk     ;WK068711  ;1.0
9532;Jeugdhulp zonder verblijf;Nieuw Middelburg;1e halfjaar 2024;50.0;;25.0;25.0;;25.0;20.0;;85.0;35.0;40.0;;;;;;;Middelburg (Z.)                         ;Wijk     ;WK068712  ;1.0
9533;Jeugdhulp zonder verblijf;Brigdamme;1e halfjaar 2024;15.0;;;;;;10.0;;15.0;;10.0;;;;;;;Middelburg (Z.)                         ;Wijk     ;WK068713  ;1.0
9534;Jeugdhulp zonder verblijf;Sint Laurens;1e halfjaar 2024;25.0;;15.0;10.0;;;20.0;;30.0;10.0;20.0;;;;;;;Middelburg (Z.)                         ;Wijk     ;WK068714  ;1.0
9535;Jeugdhulp zonder verblijf;Ramsburg;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Middelburg (Z.)                         ;Wijk     ;WK068715  ;1.0
9536;Jeugdhulp zonder verblijf;Veersepoort;1e halfjaar 2024;35.0;;15.0;20.0;;;30.0;;40.0;;30.0;;;;;;;Middelburg (Z.)                         ;Wijk     ;WK068716  ;1.0
9537;Jeugdhulp zonder verblijf;Verspreide huizen in het noorden;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Middelburg (Z.)                         ;Wijk     ;WK068717  ;1.0
