ID;DiplomaOpPeilmoment;Geslacht;Herkomstkenmerken;DefinitiefSchooladvies;OnderwijspositieOpPeilmoment;Startjaar;Peilmoment;LeerlingenAantal_1
4796;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt;Leerlingen in vo;2018;4 jaar na startjaar;220.0
4797;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt;Leerlingen in vo;2018;5 jaar na startjaar;
4798;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt;Leerlingen in vo;2018;6 jaar na startjaar;
4799;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt;Leerlingen in vo;2018;7 jaar na startjaar;
4800;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt;Leerlingen uit vo;2008;4 jaar na startjaar;
4801;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt;Leerlingen uit vo;2008;5 jaar na startjaar;
4802;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt;Leerlingen uit vo;2008;6 jaar na startjaar;
4803;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt;Leerlingen uit vo;2008;7 jaar na startjaar;
4804;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt;Leerlingen uit vo;2010;4 jaar na startjaar;
4805;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt;Leerlingen uit vo;2010;5 jaar na startjaar;
4806;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt;Leerlingen uit vo;2010;6 jaar na startjaar;
4807;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt;Leerlingen uit vo;2010;7 jaar na startjaar;
4808;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt;Leerlingen uit vo;2012;4 jaar na startjaar;
4809;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt;Leerlingen uit vo;2012;5 jaar na startjaar;
4810;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt;Leerlingen uit vo;2012;6 jaar na startjaar;
4811;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt;Leerlingen uit vo;2012;7 jaar na startjaar;
4812;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt;Leerlingen uit vo;2014;4 jaar na startjaar;
4813;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt;Leerlingen uit vo;2014;5 jaar na startjaar;
4814;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt;Leerlingen uit vo;2014;6 jaar na startjaar;
4815;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt;Leerlingen uit vo;2014;7 jaar na startjaar;
4816;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt;Leerlingen uit vo;2016;4 jaar na startjaar;500.0
4817;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt;Leerlingen uit vo;2016;5 jaar na startjaar;660.0
4818;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt;Leerlingen uit vo;2016;6 jaar na startjaar;750.0
4819;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt;Leerlingen uit vo;2016;7 jaar na startjaar;
4820;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt;Leerlingen uit vo;2018;4 jaar na startjaar;400.0
4821;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt;Leerlingen uit vo;2018;5 jaar na startjaar;
4822;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt;Leerlingen uit vo;2018;6 jaar na startjaar;
4823;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt;Leerlingen uit vo;2018;7 jaar na startjaar;
4824;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2008;4 jaar na startjaar;
4825;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2008;5 jaar na startjaar;
4826;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2008;6 jaar na startjaar;
4827;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2008;7 jaar na startjaar;
4828;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2010;4 jaar na startjaar;
4829;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2010;5 jaar na startjaar;
4830;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2010;6 jaar na startjaar;
4831;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2010;7 jaar na startjaar;
4832;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2012;4 jaar na startjaar;
4833;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2012;5 jaar na startjaar;
4834;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2012;6 jaar na startjaar;
4835;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2012;7 jaar na startjaar;
4836;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2014;4 jaar na startjaar;
4837;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2014;5 jaar na startjaar;
4838;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2014;6 jaar na startjaar;
4839;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2014;7 jaar na startjaar;
4840;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2016;4 jaar na startjaar;320.0
4841;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2016;5 jaar na startjaar;320.0
4842;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2016;6 jaar na startjaar;320.0
4843;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2016;7 jaar na startjaar;
4844;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2018;4 jaar na startjaar;340.0
4845;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2018;5 jaar na startjaar;
4846;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2018;6 jaar na startjaar;
4847;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2018;7 jaar na startjaar;
4848;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen in vo;2008;4 jaar na startjaar;
4849;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen in vo;2008;5 jaar na startjaar;
4850;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen in vo;2008;6 jaar na startjaar;
4851;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen in vo;2008;7 jaar na startjaar;
4852;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen in vo;2010;4 jaar na startjaar;
4853;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen in vo;2010;5 jaar na startjaar;
4854;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen in vo;2010;6 jaar na startjaar;
4855;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen in vo;2010;7 jaar na startjaar;
4856;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen in vo;2012;4 jaar na startjaar;
4857;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen in vo;2012;5 jaar na startjaar;
4858;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen in vo;2012;6 jaar na startjaar;
4859;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen in vo;2012;7 jaar na startjaar;
4860;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen in vo;2014;4 jaar na startjaar;
4861;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen in vo;2014;5 jaar na startjaar;
4862;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen in vo;2014;6 jaar na startjaar;
4863;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen in vo;2014;7 jaar na startjaar;
4864;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen in vo;2016;4 jaar na startjaar;170.0
4865;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen in vo;2016;5 jaar na startjaar;70.0
4866;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen in vo;2016;6 jaar na startjaar;20.0
4867;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen in vo;2016;7 jaar na startjaar;
4868;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen in vo;2018;4 jaar na startjaar;190.0
4869;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen in vo;2018;5 jaar na startjaar;
4870;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen in vo;2018;6 jaar na startjaar;
4871;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen in vo;2018;7 jaar na startjaar;
4872;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen uit vo;2008;4 jaar na startjaar;
4873;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen uit vo;2008;5 jaar na startjaar;
4874;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen uit vo;2008;6 jaar na startjaar;
4875;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen uit vo;2008;7 jaar na startjaar;
4876;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen uit vo;2010;4 jaar na startjaar;
4877;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen uit vo;2010;5 jaar na startjaar;
4878;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen uit vo;2010;6 jaar na startjaar;
4879;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen uit vo;2010;7 jaar na startjaar;
4880;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen uit vo;2012;4 jaar na startjaar;
4881;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen uit vo;2012;5 jaar na startjaar;
4882;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen uit vo;2012;6 jaar na startjaar;
4883;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen uit vo;2012;7 jaar na startjaar;
4884;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen uit vo;2014;4 jaar na startjaar;
4885;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen uit vo;2014;5 jaar na startjaar;
4886;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen uit vo;2014;6 jaar na startjaar;
4887;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen uit vo;2014;7 jaar na startjaar;
4888;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen uit vo;2016;4 jaar na startjaar;150.0
4889;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen uit vo;2016;5 jaar na startjaar;250.0
4890;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen uit vo;2016;6 jaar na startjaar;300.0
4891;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen uit vo;2016;7 jaar na startjaar;
4892;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen uit vo;2018;4 jaar na startjaar;150.0
4893;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen uit vo;2018;5 jaar na startjaar;
4894;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen uit vo;2018;6 jaar na startjaar;
4895;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: vmbo-gt/havo;Leerlingen uit vo;2018;7 jaar na startjaar;
4896;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Totaal leerlingen startjaar;2008;4 jaar na startjaar;
4897;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Totaal leerlingen startjaar;2008;5 jaar na startjaar;
4898;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Totaal leerlingen startjaar;2008;6 jaar na startjaar;
4899;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Totaal leerlingen startjaar;2008;7 jaar na startjaar;
4900;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Totaal leerlingen startjaar;2010;4 jaar na startjaar;
4901;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Totaal leerlingen startjaar;2010;5 jaar na startjaar;
4902;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Totaal leerlingen startjaar;2010;6 jaar na startjaar;
4903;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Totaal leerlingen startjaar;2010;7 jaar na startjaar;
4904;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Totaal leerlingen startjaar;2012;4 jaar na startjaar;
4905;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Totaal leerlingen startjaar;2012;5 jaar na startjaar;
4906;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Totaal leerlingen startjaar;2012;6 jaar na startjaar;
4907;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Totaal leerlingen startjaar;2012;7 jaar na startjaar;
4908;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Totaal leerlingen startjaar;2014;4 jaar na startjaar;
4909;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Totaal leerlingen startjaar;2014;5 jaar na startjaar;
4910;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Totaal leerlingen startjaar;2014;6 jaar na startjaar;
4911;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Totaal leerlingen startjaar;2014;7 jaar na startjaar;
4912;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Totaal leerlingen startjaar;2016;4 jaar na startjaar;700.0
4913;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Totaal leerlingen startjaar;2016;5 jaar na startjaar;700.0
4914;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Totaal leerlingen startjaar;2016;6 jaar na startjaar;700.0
4915;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Totaal leerlingen startjaar;2016;7 jaar na startjaar;
4916;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Totaal leerlingen startjaar;2018;4 jaar na startjaar;610.0
4917;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Totaal leerlingen startjaar;2018;5 jaar na startjaar;
4918;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Totaal leerlingen startjaar;2018;6 jaar na startjaar;
4919;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Totaal leerlingen startjaar;2018;7 jaar na startjaar;
4920;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen in vo;2008;4 jaar na startjaar;
4921;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen in vo;2008;5 jaar na startjaar;
4922;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen in vo;2008;6 jaar na startjaar;
4923;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen in vo;2008;7 jaar na startjaar;
4924;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen in vo;2010;4 jaar na startjaar;
4925;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen in vo;2010;5 jaar na startjaar;
4926;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen in vo;2010;6 jaar na startjaar;
4927;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen in vo;2010;7 jaar na startjaar;
4928;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen in vo;2012;4 jaar na startjaar;
4929;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen in vo;2012;5 jaar na startjaar;
4930;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen in vo;2012;6 jaar na startjaar;
4931;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen in vo;2012;7 jaar na startjaar;
4932;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen in vo;2014;4 jaar na startjaar;
4933;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen in vo;2014;5 jaar na startjaar;
4934;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen in vo;2014;6 jaar na startjaar;
4935;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen in vo;2014;7 jaar na startjaar;
4936;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen in vo;2016;4 jaar na startjaar;540.0
4937;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen in vo;2016;5 jaar na startjaar;260.0
4938;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen in vo;2016;6 jaar na startjaar;70.0
4939;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen in vo;2016;7 jaar na startjaar;
4940;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen in vo;2018;4 jaar na startjaar;480.0
4941;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen in vo;2018;5 jaar na startjaar;
4942;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen in vo;2018;6 jaar na startjaar;
4943;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen in vo;2018;7 jaar na startjaar;
4944;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen uit vo;2008;4 jaar na startjaar;
4945;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen uit vo;2008;5 jaar na startjaar;
4946;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen uit vo;2008;6 jaar na startjaar;
4947;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen uit vo;2008;7 jaar na startjaar;
4948;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen uit vo;2010;4 jaar na startjaar;
4949;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen uit vo;2010;5 jaar na startjaar;
4950;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen uit vo;2010;6 jaar na startjaar;
4951;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen uit vo;2010;7 jaar na startjaar;
4952;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen uit vo;2012;4 jaar na startjaar;
4953;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen uit vo;2012;5 jaar na startjaar;
4954;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen uit vo;2012;6 jaar na startjaar;
4955;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen uit vo;2012;7 jaar na startjaar;
4956;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen uit vo;2014;4 jaar na startjaar;
4957;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen uit vo;2014;5 jaar na startjaar;
4958;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen uit vo;2014;6 jaar na startjaar;
4959;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen uit vo;2014;7 jaar na startjaar;
4960;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen uit vo;2016;4 jaar na startjaar;160.0
4961;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen uit vo;2016;5 jaar na startjaar;450.0
4962;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen uit vo;2016;6 jaar na startjaar;630.0
4963;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen uit vo;2016;7 jaar na startjaar;
4964;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen uit vo;2018;4 jaar na startjaar;130.0
4965;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen uit vo;2018;5 jaar na startjaar;
4966;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen uit vo;2018;6 jaar na startjaar;
4967;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo;Leerlingen uit vo;2018;7 jaar na startjaar;
4968;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo/vwo;Totaal leerlingen startjaar;2008;4 jaar na startjaar;
4969;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo/vwo;Totaal leerlingen startjaar;2008;5 jaar na startjaar;
4970;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo/vwo;Totaal leerlingen startjaar;2008;6 jaar na startjaar;
4971;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo/vwo;Totaal leerlingen startjaar;2008;7 jaar na startjaar;
4972;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo/vwo;Totaal leerlingen startjaar;2010;4 jaar na startjaar;
4973;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo/vwo;Totaal leerlingen startjaar;2010;5 jaar na startjaar;
4974;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo/vwo;Totaal leerlingen startjaar;2010;6 jaar na startjaar;
4975;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo/vwo;Totaal leerlingen startjaar;2010;7 jaar na startjaar;
4976;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo/vwo;Totaal leerlingen startjaar;2012;4 jaar na startjaar;
4977;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo/vwo;Totaal leerlingen startjaar;2012;5 jaar na startjaar;
4978;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo/vwo;Totaal leerlingen startjaar;2012;6 jaar na startjaar;
4979;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo/vwo;Totaal leerlingen startjaar;2012;7 jaar na startjaar;
4980;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo/vwo;Totaal leerlingen startjaar;2014;4 jaar na startjaar;
4981;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo/vwo;Totaal leerlingen startjaar;2014;5 jaar na startjaar;
4982;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Suriname;Advies: havo/vwo;Totaal leerlingen startjaar;2014;6 jaar na startjaar;
