ID;DiplomaOpPeilmoment;Geslacht;Herkomstkenmerken;DefinitiefSchooladvies;OnderwijspositieOpPeilmoment;Startjaar;Peilmoment;LeerlingenAantal_1
15;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;2014;7 jaar na startjaar;197280.0
16;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;2016;4 jaar na startjaar;194730.0
17;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;2016;5 jaar na startjaar;194730.0
18;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;2016;6 jaar na startjaar;194730.0
19;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;2016;7 jaar na startjaar;
20;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;2018;4 jaar na startjaar;183490.0
21;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;2018;5 jaar na startjaar;
22;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;2018;6 jaar na startjaar;
23;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;2018;7 jaar na startjaar;
24;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen in vo;2008;4 jaar na startjaar;99920.0
25;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen in vo;2008;5 jaar na startjaar;58220.0
26;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen in vo;2008;6 jaar na startjaar;10180.0
27;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen in vo;2008;7 jaar na startjaar;630.0
28;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen in vo;2010;4 jaar na startjaar;103490.0
29;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen in vo;2010;5 jaar na startjaar;60340.0
30;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen in vo;2010;6 jaar na startjaar;11250.0
31;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen in vo;2010;7 jaar na startjaar;900.0
32;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen in vo;2012;4 jaar na startjaar;107160.0
33;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen in vo;2012;5 jaar na startjaar;63000.0
34;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen in vo;2012;6 jaar na startjaar;11440.0
35;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen in vo;2012;7 jaar na startjaar;900.0
36;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen in vo;2014;4 jaar na startjaar;107060.0
37;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen in vo;2014;5 jaar na startjaar;62550.0
38;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen in vo;2014;6 jaar na startjaar;10250.0
39;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen in vo;2014;7 jaar na startjaar;830.0
40;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen in vo;2016;4 jaar na startjaar;104450.0
41;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen in vo;2016;5 jaar na startjaar;61620.0
42;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen in vo;2016;6 jaar na startjaar;11770.0
43;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen in vo;2016;7 jaar na startjaar;
44;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen in vo;2018;4 jaar na startjaar;101070.0
45;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen in vo;2018;5 jaar na startjaar;
46;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen in vo;2018;6 jaar na startjaar;
47;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen in vo;2018;7 jaar na startjaar;
48;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen uit vo;2008;4 jaar na startjaar;83650.0
49;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen uit vo;2008;5 jaar na startjaar;125350.0
50;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen uit vo;2008;6 jaar na startjaar;173400.0
51;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen uit vo;2008;7 jaar na startjaar;182940.0
52;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen uit vo;2010;4 jaar na startjaar;85700.0
53;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen uit vo;2010;5 jaar na startjaar;128850.0
54;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen uit vo;2010;6 jaar na startjaar;177930.0
55;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen uit vo;2010;7 jaar na startjaar;188280.0
56;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen uit vo;2012;4 jaar na startjaar;89920.0
57;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen uit vo;2012;5 jaar na startjaar;134090.0
58;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen uit vo;2012;6 jaar na startjaar;185640.0
59;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen uit vo;2012;7 jaar na startjaar;196190.0
60;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen uit vo;2014;4 jaar na startjaar;90220.0
61;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen uit vo;2014;5 jaar na startjaar;134730.0
62;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen uit vo;2014;6 jaar na startjaar;187020.0
63;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen uit vo;2014;7 jaar na startjaar;196450.0
64;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen uit vo;2016;4 jaar na startjaar;90280.0
65;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen uit vo;2016;5 jaar na startjaar;133110.0
66;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen uit vo;2016;6 jaar na startjaar;182960.0
67;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen uit vo;2016;7 jaar na startjaar;
68;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen uit vo;2018;4 jaar na startjaar;82420.0
69;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen uit vo;2018;5 jaar na startjaar;
70;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen uit vo;2018;6 jaar na startjaar;
71;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Leerlingen uit vo;2018;7 jaar na startjaar;
72;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Totaal leerlingen startjaar;2008;4 jaar na startjaar;
73;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Totaal leerlingen startjaar;2008;5 jaar na startjaar;
74;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Totaal leerlingen startjaar;2008;6 jaar na startjaar;
75;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Totaal leerlingen startjaar;2008;7 jaar na startjaar;
76;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Totaal leerlingen startjaar;2010;4 jaar na startjaar;
77;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Totaal leerlingen startjaar;2010;5 jaar na startjaar;
78;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Totaal leerlingen startjaar;2010;6 jaar na startjaar;
79;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Totaal leerlingen startjaar;2010;7 jaar na startjaar;
80;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Totaal leerlingen startjaar;2012;4 jaar na startjaar;
81;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Totaal leerlingen startjaar;2012;5 jaar na startjaar;
82;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Totaal leerlingen startjaar;2012;6 jaar na startjaar;
83;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Totaal leerlingen startjaar;2012;7 jaar na startjaar;
84;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Totaal leerlingen startjaar;2014;4 jaar na startjaar;
85;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Totaal leerlingen startjaar;2014;5 jaar na startjaar;
86;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Totaal leerlingen startjaar;2014;6 jaar na startjaar;
87;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Totaal leerlingen startjaar;2014;7 jaar na startjaar;
88;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Totaal leerlingen startjaar;2016;4 jaar na startjaar;184440.0
89;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Totaal leerlingen startjaar;2016;5 jaar na startjaar;184440.0
90;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Totaal leerlingen startjaar;2016;6 jaar na startjaar;184440.0
91;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Totaal leerlingen startjaar;2016;7 jaar na startjaar;
92;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Totaal leerlingen startjaar;2018;4 jaar na startjaar;174430.0
93;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Totaal leerlingen startjaar;2018;5 jaar na startjaar;
94;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Totaal leerlingen startjaar;2018;6 jaar na startjaar;
95;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Totaal leerlingen startjaar;2018;7 jaar na startjaar;
96;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen in vo;2008;4 jaar na startjaar;
97;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen in vo;2008;5 jaar na startjaar;
98;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen in vo;2008;6 jaar na startjaar;
99;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen in vo;2008;7 jaar na startjaar;
100;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen in vo;2010;4 jaar na startjaar;
101;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen in vo;2010;5 jaar na startjaar;
102;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen in vo;2010;6 jaar na startjaar;
103;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen in vo;2010;7 jaar na startjaar;
104;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen in vo;2012;4 jaar na startjaar;
105;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen in vo;2012;5 jaar na startjaar;
106;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen in vo;2012;6 jaar na startjaar;
107;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen in vo;2012;7 jaar na startjaar;
108;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen in vo;2014;4 jaar na startjaar;
109;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen in vo;2014;5 jaar na startjaar;
110;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen in vo;2014;6 jaar na startjaar;
111;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen in vo;2014;7 jaar na startjaar;
112;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen in vo;2016;4 jaar na startjaar;101580.0
113;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen in vo;2016;5 jaar na startjaar;60090.0
114;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen in vo;2016;6 jaar na startjaar;11160.0
115;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen in vo;2016;7 jaar na startjaar;
116;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen in vo;2018;4 jaar na startjaar;97890.0
117;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen in vo;2018;5 jaar na startjaar;
118;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen in vo;2018;6 jaar na startjaar;
119;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen in vo;2018;7 jaar na startjaar;
120;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen uit vo;2008;4 jaar na startjaar;
121;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen uit vo;2008;5 jaar na startjaar;
122;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen uit vo;2008;6 jaar na startjaar;
123;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen uit vo;2008;7 jaar na startjaar;
124;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen uit vo;2010;4 jaar na startjaar;
125;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen uit vo;2010;5 jaar na startjaar;
126;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen uit vo;2010;6 jaar na startjaar;
127;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen uit vo;2010;7 jaar na startjaar;
128;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen uit vo;2012;4 jaar na startjaar;
129;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen uit vo;2012;5 jaar na startjaar;
130;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen uit vo;2012;6 jaar na startjaar;
131;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen uit vo;2012;7 jaar na startjaar;
132;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen uit vo;2014;4 jaar na startjaar;
133;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen uit vo;2014;5 jaar na startjaar;
134;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen uit vo;2014;6 jaar na startjaar;
135;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen uit vo;2014;7 jaar na startjaar;
136;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen uit vo;2016;4 jaar na startjaar;82850.0
137;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen uit vo;2016;5 jaar na startjaar;124340.0
138;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen uit vo;2016;6 jaar na startjaar;173280.0
139;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen uit vo;2016;7 jaar na startjaar;
140;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen uit vo;2018;4 jaar na startjaar;76540.0
141;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen uit vo;2018;5 jaar na startjaar;
142;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen uit vo;2018;6 jaar na startjaar;
143;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen met een schooladvies;Leerlingen uit vo;2018;7 jaar na startjaar;
144;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vso/pro/vmbo-b;Totaal leerlingen startjaar;2008;4 jaar na startjaar;
145;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vso/pro/vmbo-b;Totaal leerlingen startjaar;2008;5 jaar na startjaar;
146;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vso/pro/vmbo-b;Totaal leerlingen startjaar;2008;6 jaar na startjaar;
147;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vso/pro/vmbo-b;Totaal leerlingen startjaar;2008;7 jaar na startjaar;
148;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vso/pro/vmbo-b;Totaal leerlingen startjaar;2010;4 jaar na startjaar;
149;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vso/pro/vmbo-b;Totaal leerlingen startjaar;2010;5 jaar na startjaar;
150;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vso/pro/vmbo-b;Totaal leerlingen startjaar;2010;6 jaar na startjaar;
151;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vso/pro/vmbo-b;Totaal leerlingen startjaar;2010;7 jaar na startjaar;
152;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vso/pro/vmbo-b;Totaal leerlingen startjaar;2012;4 jaar na startjaar;
153;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vso/pro/vmbo-b;Totaal leerlingen startjaar;2012;5 jaar na startjaar;
154;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vso/pro/vmbo-b;Totaal leerlingen startjaar;2012;6 jaar na startjaar;
155;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vso/pro/vmbo-b;Totaal leerlingen startjaar;2012;7 jaar na startjaar;
