ID;BronTechniek;Perioden;Elektriciteitsproductie_1;AandeelInTotaalElektriciteitsverbruik_2;Elektriciteitsproductie_3;AandeelInTotaalElektriciteitsverbruik_4;Elektriciteitsproductie_5;AandeelInTotaalElektriciteitsverbruik_6;Elektriciteit_7;AandeelInTotaalElektriciteitsverbruik_8;Elektriciteit_9;AandeelInTotaalElektriciteitsverbruik_10
31;Totaal energiebronnen;2005;7448.0;6.27;7468.0;6.29;6996.0;6.11;9799.0;8.56;26.0;0.02
32;Totaal energiebronnen;2006 1e kwartaal;;;2246.0;7.03;2106.0;6.9;1430.0;4.68;;
33;Totaal energiebronnen;2006 2e kwartaal;;;2311.0;8.16;2168.0;7.78;1971.0;7.07;;
34;Totaal energiebronnen;2006 3e kwartaal;;;1371.0;4.77;1286.0;4.69;1151.0;4.2;;
35;Totaal energiebronnen;2006 4e kwartaal;;;2139.0;6.84;2006.0;6.63;4559.0;15.05;;
36;Totaal energiebronnen;2006;7866.0;6.54;8065.0;6.7;7566.0;6.52;9110.0;7.85;186.0;0.16
37;Totaal energiebronnen;2007 1e kwartaal;;;2157.0;6.66;2021.0;6.47;1857.0;5.95;;
38;Totaal energiebronnen;2007 2e kwartaal;;;1543.0;5.33;1446.0;5.16;1757.0;6.27;;
39;Totaal energiebronnen;2007 3e kwartaal;;;1878.0;6.46;1759.0;6.25;2334.0;8.3;;
40;Totaal energiebronnen;2007 4e kwartaal;;;2021.0;6.25;1893.0;6.09;6324.0;20.36;;
41;Totaal energiebronnen;2007;7320.0;5.96;7600.0;6.19;7118.0;6.01;12271.0;10.36;233.0;0.2
42;Totaal energiebronnen;2008 1e kwartaal;;;2877.0;8.67;2691.0;8.39;5223.0;16.29;360.0;1.12
43;Totaal energiebronnen;2008 2e kwartaal;;;1743.0;5.97;1630.0;5.79;3917.0;13.91;261.0;0.93
44;Totaal energiebronnen;2008 3e kwartaal;;;2149.0;7.37;2010.0;7.15;3405.0;12.1;213.0;0.76
45;Totaal energiebronnen;2008 4e kwartaal;;;2780.0;8.54;2600.0;8.29;6379.0;20.35;642.0;2.05
46;Totaal energiebronnen;2008;9212.0;7.43;9549.0;7.7;8931.0;7.46;18924.0;15.81;1476.0;1.23
47;Totaal energiebronnen;2009 1e kwartaal;;;2797.0;8.85;2614.0;8.63;4616.0;15.24;82.0;0.27
48;Totaal energiebronnen;2009 2e kwartaal;;;2479.0;8.94;2317.0;8.64;3240.0;12.08;35.0;0.13
49;Totaal energiebronnen;2009 3e kwartaal;;;2477.0;9.07;2316.0;8.84;3540.0;13.52;135.0;0.52
50;Totaal energiebronnen;2009 4e kwartaal;;;3102.0;9.77;2900.0;9.49;5542.0;18.15;57.0;0.19
51;Totaal energiebronnen;2009;10756.0;9.08;10854.0;9.17;10147.0;8.91;16938.0;14.88;309.0;0.27
52;Totaal energiebronnen;2010 1e kwartaal;;;2909.0;9.22;2708.0;8.89;6353.0;20.85;18.0;0.06
53;Totaal energiebronnen;2010 2e kwartaal;;;2553.0;9.07;2377.0;8.74;2185.0;8.03;190.0;0.7
54;Totaal energiebronnen;2010 3e kwartaal;;;2567.0;9.04;2390.0;8.68;2792.0;10.15;27.0;0.1
55;Totaal energiebronnen;2010 4e kwartaal;;;3187.0;9.7;2967.0;9.35;4657.0;14.67;182.0;0.57
56;Totaal energiebronnen;2010;11722.0;9.69;11216.0;9.28;10442.0;8.93;15987.0;13.67;417.0;0.36
57;Totaal energiebronnen;2011 1e kwartaal;;;3167.0;9.85;2971.0;9.55;6388.0;20.54;618.0;1.99
58;Totaal energiebronnen;2011 2e kwartaal;;;2887.0;10.22;2691.0;9.87;7976.0;29.26;307.0;1.12
59;Totaal energiebronnen;2011 3e kwartaal;;;2924.0;10.18;2718.0;9.8;4031.0;14.54;1007.0;3.63
60;Totaal energiebronnen;2011 4e kwartaal;;;3352.0;10.17;3154.0;9.92;7139.0;22.44;1361.0;4.28
61;Totaal energiebronnen;2011;12008.0;9.84;12340.0;10.11;11534.0;9.78;25534.0;21.66;3293.0;2.79
62;Totaal energiebronnen;2012 1e kwartaal;;;3504.0;11.1;3285.0;10.76;8845.0;28.97;1070.0;3.51
63;Totaal energiebronnen;2012 2e kwartaal;;;2998.0;10.76;2799.0;10.39;6275.0;23.28;800.0;2.97
64;Totaal energiebronnen;2012 3e kwartaal;;;2845.0;10.09;2635.0;9.66;5711.0;20.93;827.0;3.03
65;Totaal energiebronnen;2012 4e kwartaal;;;3232.0;10.11;3039.0;9.83;11944.0;38.62;1120.0;3.62
66;Totaal energiebronnen;2012;12532.0;10.48;12579.0;10.52;11758.0;10.16;32774.0;28.33;3817.0;3.3
67;Totaal energiebronnen;2013 1e kwartaal;;;3219.0;10.42;3027.0;10.1;13312.0;44.42;1990.0;6.64
68;Totaal energiebronnen;2013 2e kwartaal;;;2976.0;10.93;2792.0;10.55;4685.0;17.71;621.0;2.35
69;Totaal energiebronnen;2013 3e kwartaal;;;2514.0;9.04;2314.0;8.57;9041.0;33.48;1528.0;5.66
70;Totaal energiebronnen;2013 4e kwartaal;;;3376.0;10.6;3196.0;10.34;12798.0;41.4;1928.0;6.24
71;Totaal energiebronnen;2013;11849.0;10.06;12085.0;10.26;11329.0;9.91;39835.0;34.84;6067.0;5.31
72;Waterkracht;1990;85.0;0.1;85.0;0.1;85.0;0.11;;;;
73;Waterkracht;1991;95.0;0.11;104.0;0.12;104.0;0.13;;;;
74;Waterkracht;1992;103.0;0.12;120.0;0.14;120.0;0.14;;;;
75;Waterkracht;1993;100.0;0.11;92.0;0.11;92.0;0.11;;;;
76;Waterkracht;1994;100.0;0.11;100.0;0.11;100.0;0.11;;;;
77;Waterkracht;1995;98.0;0.11;88.0;0.1;88.0;0.1;;;;
78;Waterkracht;1996;96.0;0.1;80.0;0.08;80.0;0.09;;;;
79;Waterkracht;1997;95.0;0.1;92.0;0.09;92.0;0.1;;;;
80;Waterkracht;1998;97.0;0.09;112.0;0.11;112.0;0.11;;;;
81;Waterkracht;1999;96.0;0.09;90.0;0.09;90.0;0.09;;;;
82;Waterkracht;2000;100.0;0.09;142.0;0.13;142.0;0.14;;;;
83;Waterkracht;2001;102.0;0.09;117.0;0.11;117.0;0.11;;;;
84;Waterkracht;2002 1e kwartaal;;;21.0;0.07;21.0;0.08;;;;
85;Waterkracht;2002 2e kwartaal;;;37.0;0.14;37.0;0.14;;;;
86;Waterkracht;2002 3e kwartaal;;;24.0;0.09;24.0;0.09;;;;
87;Waterkracht;2002 4e kwartaal;;;28.0;0.09;28.0;0.1;;;;
88;Waterkracht;2002;103.0;0.09;110.0;0.1;110.0;0.1;3731.0;3.44;;
89;Waterkracht;2003 1e kwartaal;;;32.0;0.11;32.0;0.11;;;;
90;Waterkracht;2003 2e kwartaal;;;24.0;0.09;24.0;0.09;;;;
91;Waterkracht;2003 3e kwartaal;;;5.0;0.02;5.0;0.02;;;;
92;Waterkracht;2003 4e kwartaal;;;11.0;0.04;11.0;0.04;;;;
93;Waterkracht;2003;100.0;0.09;72.0;0.06;72.0;0.07;769.0;0.7;;
94;Waterkracht;2004 1e kwartaal;;;30.0;0.1;30.0;0.1;;;;
95;Waterkracht;2004 2e kwartaal;;;24.0;0.08;24.0;0.09;;;;
96;Waterkracht;2004 3e kwartaal;;;15.0;0.05;15.0;0.06;;;;
97;Waterkracht;2004 4e kwartaal;;;25.0;0.08;25.0;0.08;;;;
98;Waterkracht;2004;100.0;0.08;95.0;0.08;95.0;0.08;2570.0;2.24;;
99;Waterkracht;2005 1e kwartaal;;;40.0;0.13;40.0;0.14;;;;
100;Waterkracht;2005 2e kwartaal;;;22.0;0.08;22.0;0.08;;;;
101;Waterkracht;2005 3e kwartaal;;;11.0;0.04;11.0;0.04;;;;
102;Waterkracht;2005 4e kwartaal;;;15.0;0.05;15.0;0.05;;;;
103;Waterkracht;2005;100.0;0.08;88.0;0.07;88.0;0.08;8313.0;7.26;;
104;Waterkracht;2006 1e kwartaal;;;30.0;0.09;30.0;0.1;;;;
105;Waterkracht;2006 2e kwartaal;;;34.0;0.12;34.0;0.12;;;;
106;Waterkracht;2006 3e kwartaal;;;15.0;0.05;15.0;0.05;;;;
107;Waterkracht;2006 4e kwartaal;;;27.0;0.09;27.0;0.09;;;;
108;Waterkracht;2006;100.0;0.08;106.0;0.09;106.0;0.09;7680.0;6.62;;
109;Waterkracht;2007 1e kwartaal;;;30.0;0.09;30.0;0.1;;;;
110;Waterkracht;2007 2e kwartaal;;;29.0;0.1;29.0;0.1;;;;
111;Waterkracht;2007 3e kwartaal;;;29.0;0.1;29.0;0.1;;;;
112;Waterkracht;2007 4e kwartaal;;;19.0;0.06;19.0;0.06;;;;
113;Waterkracht;2007;99.0;0.08;107.0;0.09;107.0;0.09;10684.0;9.02;;
114;Waterkracht;2008 1e kwartaal;;;22.0;0.07;22.0;0.07;;;;
115;Waterkracht;2008 2e kwartaal;;;27.0;0.09;27.0;0.1;;;;
116;Waterkracht;2008 3e kwartaal;;;19.0;0.07;19.0;0.07;;;;
117;Waterkracht;2008 4e kwartaal;;;34.0;0.1;34.0;0.11;;;;
118;Waterkracht;2008;100.0;0.08;102.0;0.08;102.0;0.09;18409.0;15.38;;
119;Waterkracht;2009 1e kwartaal;;;34.0;0.11;34.0;0.11;;;;
120;Waterkracht;2009 2e kwartaal;;;31.0;0.11;31.0;0.11;;;;
121;Waterkracht;2009 3e kwartaal;;;11.0;0.04;11.0;0.04;;;;
122;Waterkracht;2009 4e kwartaal;;;22.0;0.07;22.0;0.07;;;;
123;Waterkracht;2009;100.0;0.08;98.0;0.08;98.0;0.09;16318.0;14.33;;
124;Waterkracht;2010 1e kwartaal;;;34.0;0.11;34.0;0.11;;;;
125;Waterkracht;2010 2e kwartaal;;;26.0;0.09;26.0;0.1;;;;
126;Waterkracht;2010 3e kwartaal;;;17.0;0.06;17.0;0.06;;;;
127;Waterkracht;2010 4e kwartaal;;;28.0;0.09;28.0;0.09;;;;
128;Waterkracht;2010;101.0;0.08;105.0;0.09;105.0;0.09;15333.0;13.11;;
129;Waterkracht;2011 1e kwartaal;;;32.0;0.1;32.0;0.1;;;;
130;Waterkracht;2011 2e kwartaal;;;7.0;0.02;7.0;0.03;;;;
131;Waterkracht;2011 3e kwartaal;;;8.0;0.03;8.0;0.03;;;;
132;Waterkracht;2011 4e kwartaal;;;10.0;0.03;10.0;0.03;;;;
133;Waterkracht;2011;100.0;0.08;57.0;0.05;57.0;0.05;22213.0;18.84;;
134;Waterkracht;2012 1e kwartaal;;;29.0;0.09;29.0;0.09;;;;
135;Waterkracht;2012 2e kwartaal;;;32.0;0.12;32.0;0.12;;;;
136;Waterkracht;2012 3e kwartaal;;;18.0;0.06;18.0;0.06;;;;
137;Waterkracht;2012 4e kwartaal;;;26.0;0.08;26.0;0.08;;;;
138;Waterkracht;2012;100.0;0.08;104.0;0.09;104.0;0.09;29789.0;25.75;;
139;Waterkracht;2013 1e kwartaal;;;35.0;0.11;35.0;0.12;;;;
140;Waterkracht;2013 2e kwartaal;;;36.0;0.13;36.0;0.14;;;;
141;Waterkracht;2013 3e kwartaal;;;14.0;0.05;14.0;0.05;;;;
142;Waterkracht;2013 4e kwartaal;;;30.0;0.09;30.0;0.1;;;;
143;Waterkracht;2013;101.0;0.09;115.0;0.1;115.0;0.1;33979.0;29.72;;
144;Totaal windenergie;1990;56.0;0.07;56.0;0.07;56.0;0.07;;;;
145;Totaal windenergie;1991;88.0;0.11;88.0;0.11;88.0;0.11;;;;
146;Totaal windenergie;1992;137.0;0.16;147.0;0.17;147.0;0.18;;;;
147;Totaal windenergie;1993;173.0;0.2;174.0;0.2;174.0;0.21;;;;
148;Totaal windenergie;1994;221.0;0.24;238.0;0.26;238.0;0.27;;;;
149;Totaal windenergie;1995;314.0;0.34;317.0;0.34;317.0;0.36;;;;
150;Totaal windenergie;1996;435.0;0.45;437.0;0.46;437.0;0.47;;;;
151;Totaal windenergie;1997;489.0;0.49;475.0;0.48;475.0;0.5;;;;
152;Totaal windenergie;1998;571.0;0.55;640.0;0.62;640.0;0.64;;;;
153;Totaal windenergie;1999;642.0;0.61;645.0;0.61;645.0;0.63;;;;
154;Totaal windenergie;2000;744.0;0.69;829.0;0.76;829.0;0.79;;;;
155;Totaal windenergie;2001;822.0;0.74;825.0;0.74;825.0;0.77;;;;
156;Totaal windenergie;2002 1e kwartaal;;;342.0;1.19;342.0;1.23;;;;
157;Totaal windenergie;2002 2e kwartaal;;;193.0;0.72;193.0;0.75;;;;
158;Totaal windenergie;2002 3e kwartaal;;;125.0;0.46;125.0;0.48;;;;
159;Totaal windenergie;2002 4e kwartaal;;;287.0;0.97;287.0;1.01;;;;
160;Totaal windenergie;2002;1020.0;0.91;947.0;0.84;947.0;0.87;36.0;0.03;;
161;Totaal windenergie;2003 1e kwartaal;;;338.0;1.14;338.0;1.18;;;;
162;Totaal windenergie;2003 2e kwartaal;;;303.0;1.12;303.0;1.16;;;;
163;Totaal windenergie;2003 3e kwartaal;;;194.0;0.71;194.0;0.74;;;;
164;Totaal windenergie;2003 4e kwartaal;;;485.0;1.62;485.0;1.67;;;;
165;Totaal windenergie;2003;1359.0;1.19;1320.0;1.16;1320.0;1.2;240.0;0.22;;
166;Totaal windenergie;2004 1e kwartaal;;;585.0;1.91;585.0;1.96;;;;
167;Totaal windenergie;2004 2e kwartaal;;;351.0;1.24;351.0;1.29;;;;
168;Totaal windenergie;2004 3e kwartaal;;;411.0;1.44;411.0;1.5;;;;
169;Totaal windenergie;2004 4e kwartaal;;;524.0;1.68;524.0;1.73;;;;
170;Totaal windenergie;2004;1763.0;1.49;1871.0;1.58;1871.0;1.63;376.0;0.33;;
171;Totaal windenergie;2005 1e kwartaal;;;740.0;2.38;740.0;2.48;;;;
172;Totaal windenergie;2005 2e kwartaal;;;391.0;1.39;391.0;1.43;;;;
173;Totaal windenergie;2005 3e kwartaal;;;340.0;1.2;340.0;1.24;;;;
174;Totaal windenergie;2005 4e kwartaal;;;596.0;1.91;596.0;1.99;;;;
175;Totaal windenergie;2005;2034.0;1.71;2067.0;1.74;2067.0;1.81;4.0;0.0;;
176;Totaal windenergie;2006 1e kwartaal;;;674.0;2.11;674.0;2.21;0.0;0.0;;
177;Totaal windenergie;2006 2e kwartaal;;;583.0;2.06;583.0;2.09;0.0;0.0;;
178;Totaal windenergie;2006 3e kwartaal;;;389.0;1.35;389.0;1.42;0.0;0.0;;
179;Totaal windenergie;2006 4e kwartaal;;;1089.0;3.48;1089.0;3.59;0.0;0.0;;
180;Totaal windenergie;2006;2540.0;2.11;2734.0;2.27;2734.0;2.35;0.0;0.0;;
181;Totaal windenergie;2007 1e kwartaal;;;1194.0;3.68;1194.0;3.82;;;;
182;Totaal windenergie;2007 2e kwartaal;;;597.0;2.06;597.0;2.13;;;;
183;Totaal windenergie;2007 3e kwartaal;;;750.0;2.58;750.0;2.67;;;;
184;Totaal windenergie;2007 4e kwartaal;;;897.0;2.78;897.0;2.89;;;;
185;Totaal windenergie;2007;3166.0;2.58;3438.0;2.8;3438.0;2.9;140.0;0.12;;
186;Totaal windenergie;2008 1e kwartaal;;;1495.0;4.5;1495.0;4.66;;;;
187;Totaal windenergie;2008 2e kwartaal;;;712.0;2.44;712.0;2.53;;;;
188;Totaal windenergie;2008 3e kwartaal;;;869.0;2.98;869.0;3.09;;;;
189;Totaal windenergie;2008 4e kwartaal;;;1183.0;3.64;1183.0;3.77;;;;
190;Totaal windenergie;2008;3925.0;3.16;4260.0;3.43;4260.0;3.56;140.0;0.12;;
191;Totaal windenergie;2009 1e kwartaal;;;1193.0;3.78;1193.0;3.94;;;;
192;Totaal windenergie;2009 2e kwartaal;;;881.0;3.18;881.0;3.29;;;;
193;Totaal windenergie;2009 3e kwartaal;;;940.0;3.44;940.0;3.59;;;;
194;Totaal windenergie;2009 4e kwartaal;;;1566.0;4.93;1566.0;5.13;;;;
195;Totaal windenergie;2009;4481.0;3.78;4581.0;3.87;4581.0;4.02;360.0;0.32;;
196;Totaal windenergie;2010 1e kwartaal;;;1112.0;3.52;1112.0;3.65;;;;
197;Totaal windenergie;2010 2e kwartaal;;;785.0;2.79;785.0;2.89;;;;
198;Totaal windenergie;2010 3e kwartaal;;;842.0;2.97;842.0;3.06;;;;
199;Totaal windenergie;2010 4e kwartaal;;;1254.0;3.82;1254.0;3.95;;;;
200;Totaal windenergie;2010;4503.0;3.72;3993.0;3.3;3993.0;3.42;449.0;0.38;;
201;Totaal windenergie;2011 1e kwartaal;;;1268.0;3.94;1268.0;4.08;;;;
202;Totaal windenergie;2011 2e kwartaal;;;1049.0;3.71;1049.0;3.85;;;;
203;Totaal windenergie;2011 3e kwartaal;;;1069.0;3.72;1069.0;3.85;;;;
204;Totaal windenergie;2011 4e kwartaal;;;1714.0;5.2;1714.0;5.39;;;;
205;Totaal windenergie;2011;4725.0;3.87;5100.0;4.18;5100.0;4.33;2299.0;1.95;;
206;Totaal windenergie;2012 1e kwartaal;;;1399.0;4.43;1399.0;4.58;;;;
207;Totaal windenergie;2012 2e kwartaal;;;1101.0;3.95;1101.0;4.09;;;;
208;Totaal windenergie;2012 3e kwartaal;;;921.0;3.26;921.0;3.38;;;;
209;Totaal windenergie;2012 4e kwartaal;;;1561.0;4.88;1561.0;5.05;;;;
210;Totaal windenergie;2012;4939.0;4.13;4982.0;4.16;4982.0;4.31;1758.0;1.52;;
211;Totaal windenergie;2013 1e kwartaal;;;1552.0;5.02;1552.0;5.18;;;;
212;Totaal windenergie;2013 2e kwartaal;;;1347.0;4.95;1347.0;5.09;;;;
213;Totaal windenergie;2013 3e kwartaal;;;785.0;2.82;785.0;2.91;;;;
214;Totaal windenergie;2013 4e kwartaal;;;1891.0;5.93;1891.0;6.12;;;;
215;Totaal windenergie;2013;5352.0;4.54;5574.0;4.73;5574.0;4.87;2738.0;2.39;;
216;Windenergie op land;1990;56.0;0.07;56.0;0.07;56.0;0.07;;;;
217;Windenergie op land;1991;88.0;0.11;88.0;0.11;88.0;0.11;;;;
218;Windenergie op land;1992;137.0;0.16;147.0;0.17;147.0;0.18;;;;
219;Windenergie op land;1993;173.0;0.2;174.0;0.2;174.0;0.21;;;;
220;Windenergie op land;1994;221.0;0.24;238.0;0.26;238.0;0.27;;;;
221;Windenergie op land;1995;314.0;0.34;317.0;0.34;317.0;0.36;;;;
222;Windenergie op land;1996;435.0;0.45;437.0;0.46;437.0;0.47;;;;
223;Windenergie op land;1997;489.0;0.49;475.0;0.48;475.0;0.5;;;;
224;Windenergie op land;1998;571.0;0.55;640.0;0.62;640.0;0.64;;;;
225;Windenergie op land;1999;642.0;0.61;645.0;0.61;645.0;0.63;;;;
226;Windenergie op land;2000;744.0;0.69;829.0;0.76;829.0;0.79;;;;
227;Windenergie op land;2001;822.0;0.74;825.0;0.74;825.0;0.77;;;;
228;Windenergie op land;2002 1e kwartaal;;;342.0;1.19;342.0;1.23;;;;
229;Windenergie op land;2002 2e kwartaal;;;193.0;0.72;193.0;0.75;;;;
230;Windenergie op land;2002 3e kwartaal;;;125.0;0.46;125.0;0.48;;;;
231;Windenergie op land;2002 4e kwartaal;;;287.0;0.97;287.0;1.01;;;;
232;Windenergie op land;2002;1020.0;0.91;947.0;0.84;947.0;0.87;;;;
233;Windenergie op land;2003 1e kwartaal;;;338.0;1.14;338.0;1.18;;;;
234;Windenergie op land;2003 2e kwartaal;;;303.0;1.12;303.0;1.16;;;;
235;Windenergie op land;2003 3e kwartaal;;;194.0;0.71;194.0;0.74;;;;
236;Windenergie op land;2003 4e kwartaal;;;485.0;1.62;485.0;1.67;;;;
237;Windenergie op land;2003;1359.0;1.19;1320.0;1.16;1320.0;1.2;;;;
238;Windenergie op land;2004 1e kwartaal;;;585.0;1.91;585.0;1.96;;;;
239;Windenergie op land;2004 2e kwartaal;;;351.0;1.24;351.0;1.29;;;;
240;Windenergie op land;2004 3e kwartaal;;;411.0;1.44;411.0;1.5;;;;
241;Windenergie op land;2004 4e kwartaal;;;524.0;1.68;524.0;1.73;;;;
242;Windenergie op land;2004;1763.0;1.49;1871.0;1.58;1871.0;1.63;;;;
243;Windenergie op land;2005 1e kwartaal;;;740.0;2.38;740.0;2.48;;;;
244;Windenergie op land;2005 2e kwartaal;;;391.0;1.39;391.0;1.43;;;;
245;Windenergie op land;2005 3e kwartaal;;;340.0;1.2;340.0;1.24;;;;
246;Windenergie op land;2005 4e kwartaal;;;596.0;1.91;596.0;1.99;;;;
247;Windenergie op land;2005;2034.0;1.71;2067.0;1.74;2067.0;1.81;;;;
248;Windenergie op land;2006 1e kwartaal;;;674.0;2.11;674.0;2.21;0.0;0.0;;
249;Windenergie op land;2006 2e kwartaal;;;583.0;2.06;583.0;2.09;0.0;0.0;;
250;Windenergie op land;2006 3e kwartaal;;;389.0;1.35;389.0;1.42;0.0;0.0;;
251;Windenergie op land;2006 4e kwartaal;;;1021.0;3.26;1021.0;3.37;0.0;0.0;;
252;Windenergie op land;2006;2477.0;2.06;2666.0;2.22;2666.0;2.3;0.0;0.0;;
253;Windenergie op land;2007 1e kwartaal;;;1086.0;3.35;1086.0;3.48;;;;
254;Windenergie op land;2007 2e kwartaal;;;529.0;1.83;529.0;1.89;;;;
255;Windenergie op land;2007 3e kwartaal;;;668.0;2.3;668.0;2.37;;;;
256;Windenergie op land;2007 4e kwartaal;;;825.0;2.55;825.0;2.66;;;;
257;Windenergie op land;2007;2862.0;2.33;3108.0;2.53;3108.0;2.62;;;;
258;Windenergie op land;2008 1e kwartaal;;;1384.0;4.17;1384.0;4.32;;;;
259;Windenergie op land;2008 2e kwartaal;;;599.0;2.05;599.0;2.13;;;;
260;Windenergie op land;2008 3e kwartaal;;;709.0;2.43;709.0;2.52;;;;
261;Windenergie op land;2008 4e kwartaal;;;972.0;2.99;972.0;3.1;;;;
262;Windenergie op land;2008;3376.0;2.72;3664.0;2.95;3664.0;3.06;;;;
263;Windenergie op land;2009 1e kwartaal;;;1011.0;3.2;1011.0;3.34;;;;
264;Windenergie op land;2009 2e kwartaal;;;742.0;2.68;742.0;2.77;;;;
265;Windenergie op land;2009 3e kwartaal;;;780.0;2.86;780.0;2.98;;;;
266;Windenergie op land;2009 4e kwartaal;;;1312.0;4.14;1312.0;4.3;;;;
267;Windenergie op land;2009;3762.0;3.18;3846.0;3.25;3846.0;3.38;;;;
268;Windenergie op land;2010 1e kwartaal;;;915.0;2.9;915.0;3.0;;;;
269;Windenergie op land;2010 2e kwartaal;;;669.0;2.38;669.0;2.46;;;;
270;Windenergie op land;2010 3e kwartaal;;;694.0;2.45;694.0;2.52;;;;
271;Windenergie op land;2010 4e kwartaal;;;1035.0;3.15;1035.0;3.26;;;;
272;Windenergie op land;2010;3737.0;3.09;3315.0;2.74;3315.0;2.83;;;;
273;Windenergie op land;2011 1e kwartaal;;;1071.0;3.33;1071.0;3.44;;;;
274;Windenergie op land;2011 2e kwartaal;;;890.0;3.15;890.0;3.27;;;;
275;Windenergie op land;2011 3e kwartaal;;;891.0;3.1;891.0;3.21;;;;
276;Windenergie op land;2011 4e kwartaal;;;1446.0;4.39;1446.0;4.55;;;;
277;Windenergie op land;2011;3982.0;3.26;4298.0;3.52;4298.0;3.65;;;;
278;Windenergie op land;2012 1e kwartaal;;;1196.0;3.79;1196.0;3.92;;;;
279;Windenergie op land;2012 2e kwartaal;;;927.0;3.33;927.0;3.44;;;;
280;Windenergie op land;2012 3e kwartaal;;;763.0;2.71;763.0;2.8;;;;
281;Windenergie op land;2012 4e kwartaal;;;1307.0;4.09;1307.0;4.23;;;;
282;Windenergie op land;2012;4156.0;3.47;4193.0;3.51;4193.0;3.62;;;;
283;Windenergie op land;2013 1e kwartaal;;;1326.0;4.29;1326.0;4.42;;;;
284;Windenergie op land;2013 2e kwartaal;;;1150.0;4.22;1150.0;4.35;;;;
285;Windenergie op land;2013 3e kwartaal;;;664.0;2.39;664.0;2.46;;;;
286;Windenergie op land;2013 4e kwartaal;;;1664.0;5.22;1664.0;5.38;;;;
287;Windenergie op land;2013;4612.0;3.92;4803.0;4.08;4803.0;4.2;;;;
288;Windenergie op zee;1990;0.0;0.0;0.0;0.0;0.0;0.0;;;;
289;Windenergie op zee;1991;0.0;0.0;0.0;0.0;0.0;0.0;;;;
