ID;Populatie;Vervoerwijzen;Motieven;RegioS;Perioden;VerplaatsingenPerPersoonPerDag_1;AfgelegdeAfstandPerVerplaatsing_2;AfgelegdeAfstandPerPersoonPerDag_3;ReisduurPerVerplaatsing_4;ReisduurPerPersoonPerDag_5
19;Hele bevolking;Alle hoofdvervoerwijzen;1;Nederland;2004;3.06;10.68;32.71;20.04;61.36
20;Hele bevolking;Alle hoofdvervoerwijzen;1;Nederland;2005;3.0;10.72;32.22;20.05;60.24
21;Hele bevolking;Alle hoofdvervoerwijzen;1;Nederland;2006;3.03;10.66;32.31;20.09;60.87
22;Hele bevolking;Alle hoofdvervoerwijzen;1;Nederland;2007;2.99;10.9;32.58;20.31;60.72
23;Hele bevolking;Alle hoofdvervoerwijzen;1;Groningen;1985;;;;;
24;Hele bevolking;Alle hoofdvervoerwijzen;1;Groningen;1986;;;;;
25;Hele bevolking;Alle hoofdvervoerwijzen;1;Groningen;1987;;;;;
26;Hele bevolking;Alle hoofdvervoerwijzen;1;Groningen;1988;;;;;
27;Hele bevolking;Alle hoofdvervoerwijzen;1;Groningen;1989;;;;;
28;Hele bevolking;Alle hoofdvervoerwijzen;1;Groningen;1990;;;;;
29;Hele bevolking;Alle hoofdvervoerwijzen;1;Groningen;1991;;;;;
30;Hele bevolking;Alle hoofdvervoerwijzen;1;Groningen;1992;;;;;
31;Hele bevolking;Alle hoofdvervoerwijzen;1;Groningen;1993;;;;;
32;Hele bevolking;Alle hoofdvervoerwijzen;1;Groningen;1994;3.16;9.7;30.59;18.77;59.36
33;Hele bevolking;Alle hoofdvervoerwijzen;1;Groningen;1995;3.12;10.84;33.84;19.79;61.82
34;Hele bevolking;Alle hoofdvervoerwijzen;1;Groningen;1996;3.08;10.48;32.27;19.53;60.21
35;Hele bevolking;Alle hoofdvervoerwijzen;1;Groningen;1997;3.04;10.8;32.72;19.94;60.64
36;Hele bevolking;Alle hoofdvervoerwijzen;1;Groningen;1998;3.1;10.77;33.3;19.78;61.33
37;Hele bevolking;Alle hoofdvervoerwijzen;1;Groningen;1999;3.07;10.3;31.63;19.0;58.36
38;Hele bevolking;Alle hoofdvervoerwijzen;1;Groningen;2000;3.1;10.1;31.31;18.41;57.08
39;Hele bevolking;Alle hoofdvervoerwijzen;1;Groningen;2001;3.03;10.48;31.71;18.74;56.71
40;Hele bevolking;Alle hoofdvervoerwijzen;1;Groningen;2002;3.03;10.77;32.68;18.82;57.1
41;Hele bevolking;Alle hoofdvervoerwijzen;1;Groningen;2003;3.05;10.81;33.01;18.74;57.21
42;Hele bevolking;Alle hoofdvervoerwijzen;1;Groningen;2004;;;;;
43;Hele bevolking;Alle hoofdvervoerwijzen;1;Groningen;2005;;;;;
44;Hele bevolking;Alle hoofdvervoerwijzen;1;Groningen;2006;;;;;
45;Hele bevolking;Alle hoofdvervoerwijzen;1;Groningen;2007;;;;;
46;Hele bevolking;Alle hoofdvervoerwijzen;1;Friesland;1985;;;;;
47;Hele bevolking;Alle hoofdvervoerwijzen;1;Friesland;1986;;;;;
48;Hele bevolking;Alle hoofdvervoerwijzen;1;Friesland;1987;;;;;
49;Hele bevolking;Alle hoofdvervoerwijzen;1;Friesland;1988;;;;;
50;Hele bevolking;Alle hoofdvervoerwijzen;1;Friesland;1989;;;;;
51;Hele bevolking;Alle hoofdvervoerwijzen;1;Friesland;1990;;;;;
52;Hele bevolking;Alle hoofdvervoerwijzen;1;Friesland;1991;;;;;
53;Hele bevolking;Alle hoofdvervoerwijzen;1;Friesland;1992;;;;;
54;Hele bevolking;Alle hoofdvervoerwijzen;1;Friesland;1993;;;;;
55;Hele bevolking;Alle hoofdvervoerwijzen;1;Friesland;1994;3.07;10.08;31.0;18.73;57.53
56;Hele bevolking;Alle hoofdvervoerwijzen;1;Friesland;1995;3.13;10.25;32.12;19.19;60.07
57;Hele bevolking;Alle hoofdvervoerwijzen;1;Friesland;1996;3.06;10.61;32.5;19.95;60.98
58;Hele bevolking;Alle hoofdvervoerwijzen;1;Friesland;1997;3.13;10.24;32.09;19.06;59.59
59;Hele bevolking;Alle hoofdvervoerwijzen;1;Friesland;1998;3.0;10.72;32.16;19.17;57.53
60;Hele bevolking;Alle hoofdvervoerwijzen;1;Friesland;1999;3.1;10.14;31.48;18.38;57.04
61;Hele bevolking;Alle hoofdvervoerwijzen;1;Friesland;2000;3.08;10.68;32.87;18.54;57.08
62;Hele bevolking;Alle hoofdvervoerwijzen;1;Friesland;2001;3.04;11.06;33.58;18.82;57.14
63;Hele bevolking;Alle hoofdvervoerwijzen;1;Friesland;2002;3.05;10.0;30.51;17.85;54.47
64;Hele bevolking;Alle hoofdvervoerwijzen;1;Friesland;2003;3.15;11.08;34.85;18.74;58.94
65;Hele bevolking;Alle hoofdvervoerwijzen;1;Friesland;2004;;;;;
66;Hele bevolking;Alle hoofdvervoerwijzen;1;Friesland;2005;;;;;
67;Hele bevolking;Alle hoofdvervoerwijzen;1;Friesland;2006;;;;;
68;Hele bevolking;Alle hoofdvervoerwijzen;1;Friesland;2007;;;;;
69;Hele bevolking;Alle hoofdvervoerwijzen;1;Drenthe;1985;;;;;
70;Hele bevolking;Alle hoofdvervoerwijzen;1;Drenthe;1986;;;;;
71;Hele bevolking;Alle hoofdvervoerwijzen;1;Drenthe;1987;;;;;
72;Hele bevolking;Alle hoofdvervoerwijzen;1;Drenthe;1988;;;;;
73;Hele bevolking;Alle hoofdvervoerwijzen;1;Drenthe;1989;;;;;
74;Hele bevolking;Alle hoofdvervoerwijzen;1;Drenthe;1990;;;;;
75;Hele bevolking;Alle hoofdvervoerwijzen;1;Drenthe;1991;;;;;
76;Hele bevolking;Alle hoofdvervoerwijzen;1;Drenthe;1992;;;;;
77;Hele bevolking;Alle hoofdvervoerwijzen;1;Drenthe;1993;;;;;
78;Hele bevolking;Alle hoofdvervoerwijzen;1;Drenthe;1994;3.12;11.13;34.76;19.37;60.42
79;Hele bevolking;Alle hoofdvervoerwijzen;1;Drenthe;1995;3.01;11.62;34.98;19.82;59.75
80;Hele bevolking;Alle hoofdvervoerwijzen;1;Drenthe;1996;2.97;11.87;35.27;20.21;59.93
81;Hele bevolking;Alle hoofdvervoerwijzen;1;Drenthe;1997;3.13;11.14;34.84;19.68;61.63
82;Hele bevolking;Alle hoofdvervoerwijzen;1;Drenthe;1998;2.98;11.58;34.44;19.4;57.77
83;Hele bevolking;Alle hoofdvervoerwijzen;1;Drenthe;1999;3.1;11.67;36.19;19.36;60.04
84;Hele bevolking;Alle hoofdvervoerwijzen;1;Drenthe;2000;3.06;11.24;34.37;18.8;57.47
85;Hele bevolking;Alle hoofdvervoerwijzen;1;Drenthe;2001;2.94;11.98;35.21;19.42;57.06
86;Hele bevolking;Alle hoofdvervoerwijzen;1;Drenthe;2002;3.03;12.13;36.81;19.67;59.7
87;Hele bevolking;Alle hoofdvervoerwijzen;1;Drenthe;2003;2.98;11.4;33.97;18.74;55.86
88;Hele bevolking;Alle hoofdvervoerwijzen;1;Drenthe;2004;;;;;
89;Hele bevolking;Alle hoofdvervoerwijzen;1;Drenthe;2005;;;;;
90;Hele bevolking;Alle hoofdvervoerwijzen;1;Drenthe;2006;;;;;
91;Hele bevolking;Alle hoofdvervoerwijzen;1;Drenthe;2007;;;;;
92;Hele bevolking;Alle hoofdvervoerwijzen;1;Overijssel;1985;;;;;
93;Hele bevolking;Alle hoofdvervoerwijzen;1;Overijssel;1986;;;;;
94;Hele bevolking;Alle hoofdvervoerwijzen;1;Overijssel;1987;;;;;
95;Hele bevolking;Alle hoofdvervoerwijzen;1;Overijssel;1988;;;;;
96;Hele bevolking;Alle hoofdvervoerwijzen;1;Overijssel;1989;;;;;
97;Hele bevolking;Alle hoofdvervoerwijzen;1;Overijssel;1990;;;;;
98;Hele bevolking;Alle hoofdvervoerwijzen;1;Overijssel;1991;;;;;
99;Hele bevolking;Alle hoofdvervoerwijzen;1;Overijssel;1992;;;;;
100;Hele bevolking;Alle hoofdvervoerwijzen;1;Overijssel;1993;;;;;
101;Hele bevolking;Alle hoofdvervoerwijzen;1;Overijssel;1994;3.22;9.81;31.52;18.33;59.1
102;Hele bevolking;Alle hoofdvervoerwijzen;1;Overijssel;1995;3.24;9.58;30.95;18.39;59.56
103;Hele bevolking;Alle hoofdvervoerwijzen;1;Overijssel;1996;3.19;9.71;30.92;18.07;57.69
104;Hele bevolking;Alle hoofdvervoerwijzen;1;Overijssel;1997;3.22;10.37;33.39;18.97;61.13
105;Hele bevolking;Alle hoofdvervoerwijzen;1;Overijssel;1998;3.19;9.72;30.92;18.3;58.32
106;Hele bevolking;Alle hoofdvervoerwijzen;1;Overijssel;1999;3.2;9.95;31.85;18.35;58.72
107;Hele bevolking;Alle hoofdvervoerwijzen;1;Overijssel;2000;3.18;9.82;31.19;18.07;57.42
108;Hele bevolking;Alle hoofdvervoerwijzen;1;Overijssel;2001;3.16;9.99;31.55;18.23;57.58
109;Hele bevolking;Alle hoofdvervoerwijzen;1;Overijssel;2002;3.12;10.11;31.6;17.93;56.03
110;Hele bevolking;Alle hoofdvervoerwijzen;1;Overijssel;2003;3.12;10.07;31.46;18.26;57.06
111;Hele bevolking;Alle hoofdvervoerwijzen;1;Overijssel;2004;;;;;
112;Hele bevolking;Alle hoofdvervoerwijzen;1;Overijssel;2005;;;;;
113;Hele bevolking;Alle hoofdvervoerwijzen;1;Overijssel;2006;;;;;
114;Hele bevolking;Alle hoofdvervoerwijzen;1;Overijssel;2007;;;;;
115;Hele bevolking;Alle hoofdvervoerwijzen;1;Flevoland;1985;;;;;
116;Hele bevolking;Alle hoofdvervoerwijzen;1;Flevoland;1986;;;;;
117;Hele bevolking;Alle hoofdvervoerwijzen;1;Flevoland;1987;;;;;
118;Hele bevolking;Alle hoofdvervoerwijzen;1;Flevoland;1988;;;;;
119;Hele bevolking;Alle hoofdvervoerwijzen;1;Flevoland;1989;;;;;
120;Hele bevolking;Alle hoofdvervoerwijzen;1;Flevoland;1990;;;;;
121;Hele bevolking;Alle hoofdvervoerwijzen;1;Flevoland;1991;;;;;
122;Hele bevolking;Alle hoofdvervoerwijzen;1;Flevoland;1992;;;;;
123;Hele bevolking;Alle hoofdvervoerwijzen;1;Flevoland;1993;;;;;
124;Hele bevolking;Alle hoofdvervoerwijzen;1;Flevoland;1994;3.36;11.25;37.67;19.26;64.67
125;Hele bevolking;Alle hoofdvervoerwijzen;1;Flevoland;1995;3.14;12.56;39.61;20.51;64.48
126;Hele bevolking;Alle hoofdvervoerwijzen;1;Flevoland;1996;3.18;12.07;38.47;19.95;63.53
127;Hele bevolking;Alle hoofdvervoerwijzen;1;Flevoland;1997;3.1;12.63;39.05;20.65;64.02
128;Hele bevolking;Alle hoofdvervoerwijzen;1;Flevoland;1998;3.15;12.68;40.06;20.71;65.16
129;Hele bevolking;Alle hoofdvervoerwijzen;1;Flevoland;1999;3.13;13.13;41.08;20.62;64.5
130;Hele bevolking;Alle hoofdvervoerwijzen;1;Flevoland;2000;3.14;13.9;43.65;20.51;64.43
131;Hele bevolking;Alle hoofdvervoerwijzen;1;Flevoland;2001;2.88;13.63;39.28;20.28;58.46
132;Hele bevolking;Alle hoofdvervoerwijzen;1;Flevoland;2002;3.01;14.37;43.3;20.92;63.04
133;Hele bevolking;Alle hoofdvervoerwijzen;1;Flevoland;2003;3.01;13.4;40.32;20.41;61.41
134;Hele bevolking;Alle hoofdvervoerwijzen;1;Flevoland;2004;;;;;
135;Hele bevolking;Alle hoofdvervoerwijzen;1;Flevoland;2005;;;;;
136;Hele bevolking;Alle hoofdvervoerwijzen;1;Flevoland;2006;;;;;
137;Hele bevolking;Alle hoofdvervoerwijzen;1;Flevoland;2007;;;;;
138;Hele bevolking;Alle hoofdvervoerwijzen;1;Gelderland;1985;;;;;
139;Hele bevolking;Alle hoofdvervoerwijzen;1;Gelderland;1986;;;;;
140;Hele bevolking;Alle hoofdvervoerwijzen;1;Gelderland;1987;;;;;
141;Hele bevolking;Alle hoofdvervoerwijzen;1;Gelderland;1988;;;;;
142;Hele bevolking;Alle hoofdvervoerwijzen;1;Gelderland;1989;;;;;
143;Hele bevolking;Alle hoofdvervoerwijzen;1;Gelderland;1990;;;;;
144;Hele bevolking;Alle hoofdvervoerwijzen;1;Gelderland;1991;;;;;
145;Hele bevolking;Alle hoofdvervoerwijzen;1;Gelderland;1992;;;;;
146;Hele bevolking;Alle hoofdvervoerwijzen;1;Gelderland;1993;;;;;
147;Hele bevolking;Alle hoofdvervoerwijzen;1;Gelderland;1994;3.19;9.8;31.19;18.58;59.28
148;Hele bevolking;Alle hoofdvervoerwijzen;1;Gelderland;1995;3.18;10.17;32.34;18.96;60.26
149;Hele bevolking;Alle hoofdvervoerwijzen;1;Gelderland;1996;3.16;10.24;32.37;18.7;59.15
150;Hele bevolking;Alle hoofdvervoerwijzen;1;Gelderland;1997;3.17;10.64;33.73;19.46;61.62
151;Hele bevolking;Alle hoofdvervoerwijzen;1;Gelderland;1998;3.15;10.57;33.28;19.25;60.61
152;Hele bevolking;Alle hoofdvervoerwijzen;1;Gelderland;1999;3.17;10.78;34.13;19.19;60.74
153;Hele bevolking;Alle hoofdvervoerwijzen;1;Gelderland;2000;3.11;11.02;34.33;19.35;60.26
154;Hele bevolking;Alle hoofdvervoerwijzen;1;Gelderland;2001;3.13;10.39;32.53;18.8;58.88
155;Hele bevolking;Alle hoofdvervoerwijzen;1;Gelderland;2002;3.14;10.77;33.79;18.79;58.96
156;Hele bevolking;Alle hoofdvervoerwijzen;1;Gelderland;2003;3.1;10.21;31.68;18.38;57.05
157;Hele bevolking;Alle hoofdvervoerwijzen;1;Gelderland;2004;;;;;
158;Hele bevolking;Alle hoofdvervoerwijzen;1;Gelderland;2005;;;;;
159;Hele bevolking;Alle hoofdvervoerwijzen;1;Gelderland;2006;;;;;
160;Hele bevolking;Alle hoofdvervoerwijzen;1;Gelderland;2007;;;;;
161;Hele bevolking;Alle hoofdvervoerwijzen;1;Utrecht;1985;;;;;
162;Hele bevolking;Alle hoofdvervoerwijzen;1;Utrecht;1986;;;;;
163;Hele bevolking;Alle hoofdvervoerwijzen;1;Utrecht;1987;;;;;
164;Hele bevolking;Alle hoofdvervoerwijzen;1;Utrecht;1988;;;;;
165;Hele bevolking;Alle hoofdvervoerwijzen;1;Utrecht;1989;;;;;
166;Hele bevolking;Alle hoofdvervoerwijzen;1;Utrecht;1990;;;;;
167;Hele bevolking;Alle hoofdvervoerwijzen;1;Utrecht;1991;;;;;
168;Hele bevolking;Alle hoofdvervoerwijzen;1;Utrecht;1992;;;;;
169;Hele bevolking;Alle hoofdvervoerwijzen;1;Utrecht;1993;;;;;
170;Hele bevolking;Alle hoofdvervoerwijzen;1;Utrecht;1994;3.28;10.7;35.21;20.32;66.62
171;Hele bevolking;Alle hoofdvervoerwijzen;1;Utrecht;1995;3.26;10.8;35.21;19.99;65.1
172;Hele bevolking;Alle hoofdvervoerwijzen;1;Utrecht;1996;3.22;10.82;34.82;20.04;64.63
173;Hele bevolking;Alle hoofdvervoerwijzen;1;Utrecht;1997;3.25;10.76;34.89;20.46;66.47
174;Hele bevolking;Alle hoofdvervoerwijzen;1;Utrecht;1998;3.23;10.72;34.63;20.34;65.69
175;Hele bevolking;Alle hoofdvervoerwijzen;1;Utrecht;1999;3.2;11.18;35.79;20.45;65.48
176;Hele bevolking;Alle hoofdvervoerwijzen;1;Utrecht;2000;3.22;10.5;33.76;20.03;64.41
177;Hele bevolking;Alle hoofdvervoerwijzen;1;Utrecht;2001;3.13;11.48;35.88;20.51;64.1
178;Hele bevolking;Alle hoofdvervoerwijzen;1;Utrecht;2002;3.16;10.78;34.05;19.93;62.95
179;Hele bevolking;Alle hoofdvervoerwijzen;1;Utrecht;2003;3.19;10.88;34.67;19.74;62.92
180;Hele bevolking;Alle hoofdvervoerwijzen;1;Utrecht;2004;;;;;
181;Hele bevolking;Alle hoofdvervoerwijzen;1;Utrecht;2005;;;;;
182;Hele bevolking;Alle hoofdvervoerwijzen;1;Utrecht;2006;;;;;
183;Hele bevolking;Alle hoofdvervoerwijzen;1;Utrecht;2007;;;;;
184;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Holland;1985;;;;;
185;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Holland;1986;;;;;
186;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Holland;1987;;;;;
187;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Holland;1988;;;;;
188;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Holland;1989;;;;;
189;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Holland;1990;;;;;
190;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Holland;1991;;;;;
191;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Holland;1992;;;;;
192;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Holland;1993;;;;;
193;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Holland;1994;3.27;9.69;31.74;20.33;66.48
194;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Holland;1995;3.21;9.99;32.03;20.79;66.65
195;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Holland;1996;3.2;9.79;31.4;20.29;64.95
196;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Holland;1997;3.15;10.36;32.67;21.15;66.63
197;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Holland;1998;3.17;10.47;33.17;20.99;66.45
198;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Holland;1999;3.18;10.4;33.13;21.13;67.3
199;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Holland;2000;3.07;10.36;31.8;21.2;65.07
200;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Holland;2001;3.07;10.56;32.44;21.32;65.51
201;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Holland;2002;3.07;10.35;31.76;20.68;63.49
202;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Holland;2003;3.08;10.29;31.71;20.94;64.5
203;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Holland;2004;;;;;
204;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Holland;2005;;;;;
205;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Holland;2006;;;;;
206;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Holland;2007;;;;;
207;Hele bevolking;Alle hoofdvervoerwijzen;1;Zuid-Holland;1985;;;;;
208;Hele bevolking;Alle hoofdvervoerwijzen;1;Zuid-Holland;1986;;;;;
209;Hele bevolking;Alle hoofdvervoerwijzen;1;Zuid-Holland;1987;;;;;
210;Hele bevolking;Alle hoofdvervoerwijzen;1;Zuid-Holland;1988;;;;;
211;Hele bevolking;Alle hoofdvervoerwijzen;1;Zuid-Holland;1989;;;;;
212;Hele bevolking;Alle hoofdvervoerwijzen;1;Zuid-Holland;1990;;;;;
213;Hele bevolking;Alle hoofdvervoerwijzen;1;Zuid-Holland;1991;;;;;
214;Hele bevolking;Alle hoofdvervoerwijzen;1;Zuid-Holland;1992;;;;;
215;Hele bevolking;Alle hoofdvervoerwijzen;1;Zuid-Holland;1993;;;;;
216;Hele bevolking;Alle hoofdvervoerwijzen;1;Zuid-Holland;1994;3.18;9.17;29.27;19.71;62.76
217;Hele bevolking;Alle hoofdvervoerwijzen;1;Zuid-Holland;1995;3.17;9.56;30.28;20.13;63.71
218;Hele bevolking;Alle hoofdvervoerwijzen;1;Zuid-Holland;1996;3.13;9.51;29.79;19.81;61.96
219;Hele bevolking;Alle hoofdvervoerwijzen;1;Zuid-Holland;1997;3.18;9.9;31.47;20.5;65.12
220;Hele bevolking;Alle hoofdvervoerwijzen;1;Zuid-Holland;1998;3.14;9.92;31.11;20.29;63.67
221;Hele bevolking;Alle hoofdvervoerwijzen;1;Zuid-Holland;1999;3.07;10.04;30.79;20.39;62.55
222;Hele bevolking;Alle hoofdvervoerwijzen;1;Zuid-Holland;2000;3.02;10.07;30.39;20.39;61.55
223;Hele bevolking;Alle hoofdvervoerwijzen;1;Zuid-Holland;2001;3.01;9.91;29.87;20.16;60.76
224;Hele bevolking;Alle hoofdvervoerwijzen;1;Zuid-Holland;2002;2.95;10.06;29.65;20.18;59.46
225;Hele bevolking;Alle hoofdvervoerwijzen;1;Zuid-Holland;2003;3.07;9.77;30.03;19.91;61.22
226;Hele bevolking;Alle hoofdvervoerwijzen;1;Zuid-Holland;2004;;;;;
227;Hele bevolking;Alle hoofdvervoerwijzen;1;Zuid-Holland;2005;;;;;
228;Hele bevolking;Alle hoofdvervoerwijzen;1;Zuid-Holland;2006;;;;;
229;Hele bevolking;Alle hoofdvervoerwijzen;1;Zuid-Holland;2007;;;;;
230;Hele bevolking;Alle hoofdvervoerwijzen;1;Zeeland;1985;;;;;
231;Hele bevolking;Alle hoofdvervoerwijzen;1;Zeeland;1986;;;;;
232;Hele bevolking;Alle hoofdvervoerwijzen;1;Zeeland;1987;;;;;
233;Hele bevolking;Alle hoofdvervoerwijzen;1;Zeeland;1988;;;;;
234;Hele bevolking;Alle hoofdvervoerwijzen;1;Zeeland;1989;;;;;
235;Hele bevolking;Alle hoofdvervoerwijzen;1;Zeeland;1990;;;;;
236;Hele bevolking;Alle hoofdvervoerwijzen;1;Zeeland;1991;;;;;
237;Hele bevolking;Alle hoofdvervoerwijzen;1;Zeeland;1992;;;;;
238;Hele bevolking;Alle hoofdvervoerwijzen;1;Zeeland;1993;;;;;
239;Hele bevolking;Alle hoofdvervoerwijzen;1;Zeeland;1994;3.21;10.0;32.26;18.66;59.8
240;Hele bevolking;Alle hoofdvervoerwijzen;1;Zeeland;1995;3.17;9.83;31.23;18.67;59.2
241;Hele bevolking;Alle hoofdvervoerwijzen;1;Zeeland;1996;3.09;9.17;28.47;18.42;56.89
242;Hele bevolking;Alle hoofdvervoerwijzen;1;Zeeland;1997;3.15;9.87;31.23;18.93;59.59
243;Hele bevolking;Alle hoofdvervoerwijzen;1;Zeeland;1998;3.15;10.8;34.15;19.4;61.05
244;Hele bevolking;Alle hoofdvervoerwijzen;1;Zeeland;1999;3.21;9.39;30.15;17.41;55.93
245;Hele bevolking;Alle hoofdvervoerwijzen;1;Zeeland;2000;3.28;9.79;32.16;17.9;58.81
246;Hele bevolking;Alle hoofdvervoerwijzen;1;Zeeland;2001;3.07;10.37;31.79;18.52;56.8
247;Hele bevolking;Alle hoofdvervoerwijzen;1;Zeeland;2002;3.15;10.19;32.08;18.3;57.62
248;Hele bevolking;Alle hoofdvervoerwijzen;1;Zeeland;2003;2.99;10.74;32.14;18.57;55.56
249;Hele bevolking;Alle hoofdvervoerwijzen;1;Zeeland;2004;;;;;
250;Hele bevolking;Alle hoofdvervoerwijzen;1;Zeeland;2005;;;;;
251;Hele bevolking;Alle hoofdvervoerwijzen;1;Zeeland;2006;;;;;
252;Hele bevolking;Alle hoofdvervoerwijzen;1;Zeeland;2007;;;;;
253;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Brabant;1985;;;;;
254;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Brabant;1986;;;;;
255;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Brabant;1987;;;;;
256;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Brabant;1988;;;;;
257;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Brabant;1989;;;;;
258;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Brabant;1990;;;;;
259;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Brabant;1991;;;;;
260;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Brabant;1992;;;;;
261;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Brabant;1993;;;;;
262;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Brabant;1994;3.19;9.39;29.91;18.41;58.65
263;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Brabant;1995;3.18;9.75;30.95;18.64;59.21
264;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Brabant;1996;3.21;9.85;31.61;18.56;59.59
265;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Brabant;1997;3.18;10.21;32.42;19.28;61.24
266;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Brabant;1998;3.14;9.96;31.3;18.89;59.39
267;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Brabant;1999;3.22;10.09;32.46;18.88;60.71
268;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Brabant;2000;3.18;10.29;32.75;18.83;59.95
269;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Brabant;2001;3.1;10.16;31.54;18.82;58.43
270;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Brabant;2002;3.15;10.13;31.94;18.64;58.76
271;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Brabant;2003;3.16;10.27;32.49;18.67;59.04
272;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Brabant;2004;;;;;
273;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Brabant;2005;;;;;
274;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Brabant;2006;;;;;
275;Hele bevolking;Alle hoofdvervoerwijzen;1;Noord-Brabant;2007;;;;;
276;Hele bevolking;Alle hoofdvervoerwijzen;1;Limburg;1985;;;;;
277;Hele bevolking;Alle hoofdvervoerwijzen;1;Limburg;1986;;;;;
278;Hele bevolking;Alle hoofdvervoerwijzen;1;Limburg;1987;;;;;
