ID;Rijbewijscategorie;LeeftijdRijbewijshouder;RegioS;Perioden;PersonenMetRijbewijs_1
108;Autorijbewijs totaal;Totaal;Overijssel (PV);2014;739676.0
109;Autorijbewijs totaal;Totaal;Overijssel (PV);2015;744877.0
110;Autorijbewijs totaal;Totaal;Overijssel (PV);2016;751616.0
111;Autorijbewijs totaal;Totaal;Overijssel (PV);2017;756490.0
112;Autorijbewijs totaal;Totaal;Overijssel (PV);2018;761082.0
113;Autorijbewijs totaal;Totaal;Overijssel (PV);2019;768109.0
114;Autorijbewijs totaal;Totaal;Overijssel (PV);2020;776834.0
115;Autorijbewijs totaal;Totaal;Overijssel (PV);2021;786316.0
116;Autorijbewijs totaal;Totaal;Overijssel (PV);2022;788137.0
117;Autorijbewijs totaal;Totaal;Overijssel (PV);2023;795175.0
118;Autorijbewijs totaal;Totaal;Overijssel (PV);2024;801852.0
119;Autorijbewijs totaal;Totaal;Overijssel (PV);2025;810036.0
120;Autorijbewijs totaal;Totaal;Flevoland (PV);2014;237637.0
121;Autorijbewijs totaal;Totaal;Flevoland (PV);2015;240297.0
122;Autorijbewijs totaal;Totaal;Flevoland (PV);2016;244507.0
123;Autorijbewijs totaal;Totaal;Flevoland (PV);2017;246928.0
124;Autorijbewijs totaal;Totaal;Flevoland (PV);2018;250172.0
125;Autorijbewijs totaal;Totaal;Flevoland (PV);2019;254298.0
126;Autorijbewijs totaal;Totaal;Flevoland (PV);2020;258549.0
127;Autorijbewijs totaal;Totaal;Flevoland (PV);2021;263373.0
128;Autorijbewijs totaal;Totaal;Flevoland (PV);2022;266660.0
129;Autorijbewijs totaal;Totaal;Flevoland (PV);2023;270599.0
130;Autorijbewijs totaal;Totaal;Flevoland (PV);2024;276088.0
131;Autorijbewijs totaal;Totaal;Flevoland (PV);2025;280949.0
132;Autorijbewijs totaal;Totaal;Gelderland (PV);2014;1316315.0
133;Autorijbewijs totaal;Totaal;Gelderland (PV);2015;1329440.0
134;Autorijbewijs totaal;Totaal;Gelderland (PV);2016;1344166.0
135;Autorijbewijs totaal;Totaal;Gelderland (PV);2017;1356242.0
136;Autorijbewijs totaal;Totaal;Gelderland (PV);2018;1368261.0
137;Autorijbewijs totaal;Totaal;Gelderland (PV);2019;1383904.0
138;Autorijbewijs totaal;Totaal;Gelderland (PV);2020;1401103.0
139;Autorijbewijs totaal;Totaal;Gelderland (PV);2021;1420109.0
140;Autorijbewijs totaal;Totaal;Gelderland (PV);2022;1424468.0
141;Autorijbewijs totaal;Totaal;Gelderland (PV);2023;1436872.0
142;Autorijbewijs totaal;Totaal;Gelderland (PV);2024;1453802.0
143;Autorijbewijs totaal;Totaal;Gelderland (PV);2025;1469299.0
144;Autorijbewijs totaal;Totaal;Utrecht (PV);2014;789177.0
145;Autorijbewijs totaal;Totaal;Utrecht (PV);2015;797785.0
146;Autorijbewijs totaal;Totaal;Utrecht (PV);2016;812607.0
147;Autorijbewijs totaal;Totaal;Utrecht (PV);2017;821379.0
148;Autorijbewijs totaal;Totaal;Utrecht (PV);2018;830282.0
149;Autorijbewijs totaal;Totaal;Utrecht (PV);2019;840851.0
150;Autorijbewijs totaal;Totaal;Utrecht (PV);2020;876463.0
151;Autorijbewijs totaal;Totaal;Utrecht (PV);2021;887385.0
152;Autorijbewijs totaal;Totaal;Utrecht (PV);2022;888063.0
153;Autorijbewijs totaal;Totaal;Utrecht (PV);2023;896837.0
154;Autorijbewijs totaal;Totaal;Utrecht (PV);2024;908679.0
155;Autorijbewijs totaal;Totaal;Utrecht (PV);2025;919541.0
156;Autorijbewijs totaal;Totaal;Noord-Holland (PV);2014;1667459.0
157;Autorijbewijs totaal;Totaal;Noord-Holland (PV);2015;1685596.0
158;Autorijbewijs totaal;Totaal;Noord-Holland (PV);2016;1714633.0
159;Autorijbewijs totaal;Totaal;Noord-Holland (PV);2017;1730667.0
160;Autorijbewijs totaal;Totaal;Noord-Holland (PV);2018;1741461.0
161;Autorijbewijs totaal;Totaal;Noord-Holland (PV);2019;1755663.0
162;Autorijbewijs totaal;Totaal;Noord-Holland (PV);2020;1772245.0
163;Autorijbewijs totaal;Totaal;Noord-Holland (PV);2021;1792413.0
164;Autorijbewijs totaal;Totaal;Noord-Holland (PV);2022;1789827.0
165;Autorijbewijs totaal;Totaal;Noord-Holland (PV);2023;1800686.0
166;Autorijbewijs totaal;Totaal;Noord-Holland (PV);2024;1820344.0
167;Autorijbewijs totaal;Totaal;Noord-Holland (PV);2025;1839476.0
168;Autorijbewijs totaal;Totaal;Zuid-Holland (PV);2014;2136022.0
169;Autorijbewijs totaal;Totaal;Zuid-Holland (PV);2015;2157820.0
170;Autorijbewijs totaal;Totaal;Zuid-Holland (PV);2016;2191504.0
171;Autorijbewijs totaal;Totaal;Zuid-Holland (PV);2017;2213368.0
172;Autorijbewijs totaal;Totaal;Zuid-Holland (PV);2018;2234321.0
173;Autorijbewijs totaal;Totaal;Zuid-Holland (PV);2019;2257342.0
174;Autorijbewijs totaal;Totaal;Zuid-Holland (PV);2020;2261563.0
175;Autorijbewijs totaal;Totaal;Zuid-Holland (PV);2021;2290199.0
176;Autorijbewijs totaal;Totaal;Zuid-Holland (PV);2022;2288411.0
177;Autorijbewijs totaal;Totaal;Zuid-Holland (PV);2023;2302606.0
178;Autorijbewijs totaal;Totaal;Zuid-Holland (PV);2024;2330567.0
179;Autorijbewijs totaal;Totaal;Zuid-Holland (PV);2025;2358949.0
180;Autorijbewijs totaal;Totaal;Zeeland (PV);2014;250236.0
181;Autorijbewijs totaal;Totaal;Zeeland (PV);2015;252092.0
182;Autorijbewijs totaal;Totaal;Zeeland (PV);2016;254046.0
183;Autorijbewijs totaal;Totaal;Zeeland (PV);2017;255347.0
184;Autorijbewijs totaal;Totaal;Zeeland (PV);2018;256541.0
185;Autorijbewijs totaal;Totaal;Zeeland (PV);2019;258299.0
186;Autorijbewijs totaal;Totaal;Zeeland (PV);2020;260235.0
187;Autorijbewijs totaal;Totaal;Zeeland (PV);2021;263684.0
188;Autorijbewijs totaal;Totaal;Zeeland (PV);2022;263570.0
189;Autorijbewijs totaal;Totaal;Zeeland (PV);2023;265040.0
190;Autorijbewijs totaal;Totaal;Zeeland (PV);2024;266281.0
191;Autorijbewijs totaal;Totaal;Zeeland (PV);2025;267939.0
192;Autorijbewijs totaal;Totaal;Noord-Brabant (PV);2014;1646258.0
193;Autorijbewijs totaal;Totaal;Noord-Brabant (PV);2015;1661340.0
194;Autorijbewijs totaal;Totaal;Noord-Brabant (PV);2016;1680392.0
195;Autorijbewijs totaal;Totaal;Noord-Brabant (PV);2017;1693626.0
196;Autorijbewijs totaal;Totaal;Noord-Brabant (PV);2018;1706960.0
197;Autorijbewijs totaal;Totaal;Noord-Brabant (PV);2019;1723431.0
198;Autorijbewijs totaal;Totaal;Noord-Brabant (PV);2020;1742254.0
199;Autorijbewijs totaal;Totaal;Noord-Brabant (PV);2021;1762189.0
200;Autorijbewijs totaal;Totaal;Noord-Brabant (PV);2022;1765058.0
201;Autorijbewijs totaal;Totaal;Noord-Brabant (PV);2023;1779383.0
202;Autorijbewijs totaal;Totaal;Noord-Brabant (PV);2024;1797923.0
203;Autorijbewijs totaal;Totaal;Noord-Brabant (PV);2025;1816428.0
204;Autorijbewijs totaal;Totaal;Limburg (PV);2014;735182.0
205;Autorijbewijs totaal;Totaal;Limburg (PV);2015;738542.0
206;Autorijbewijs totaal;Totaal;Limburg (PV);2016;743760.0
207;Autorijbewijs totaal;Totaal;Limburg (PV);2017;746745.0
208;Autorijbewijs totaal;Totaal;Limburg (PV);2018;748180.0
209;Autorijbewijs totaal;Totaal;Limburg (PV);2019;751023.0
210;Autorijbewijs totaal;Totaal;Limburg (PV);2020;755378.0
211;Autorijbewijs totaal;Totaal;Limburg (PV);2021;761684.0
212;Autorijbewijs totaal;Totaal;Limburg (PV);2022;759830.0
213;Autorijbewijs totaal;Totaal;Limburg (PV);2023;762203.0
214;Autorijbewijs totaal;Totaal;Limburg (PV);2024;766074.0
215;Autorijbewijs totaal;Totaal;Limburg (PV);2025;769459.0
216;Autorijbewijs totaal;Totaal;Niet in te delen (PV);2014;30970.0
217;Autorijbewijs totaal;Totaal;Niet in te delen (PV);2015;31519.0
218;Autorijbewijs totaal;Totaal;Niet in te delen (PV);2016;33125.0
219;Autorijbewijs totaal;Totaal;Niet in te delen (PV);2017;35491.0
220;Autorijbewijs totaal;Totaal;Niet in te delen (PV);2018;37737.0
221;Autorijbewijs totaal;Totaal;Niet in te delen (PV);2019;40037.0
222;Autorijbewijs totaal;Totaal;Niet in te delen (PV);2020;41976.0
223;Autorijbewijs totaal;Totaal;Niet in te delen (PV);2021;44145.0
224;Autorijbewijs totaal;Totaal;Niet in te delen (PV);2022;43292.0
225;Autorijbewijs totaal;Totaal;Niet in te delen (PV);2023;44530.0
226;Autorijbewijs totaal;Totaal;Niet in te delen (PV);2024;50477.0
227;Autorijbewijs totaal;Totaal;Niet in te delen (PV);2025;55334.0
228;Autorijbewijs totaal;16 tot 18 jaar;Nederland;2014;12846.0
229;Autorijbewijs totaal;16 tot 18 jaar;Nederland;2015;14927.0
230;Autorijbewijs totaal;16 tot 18 jaar;Nederland;2016;16665.0
231;Autorijbewijs totaal;16 tot 18 jaar;Nederland;2017;17367.0
232;Autorijbewijs totaal;16 tot 18 jaar;Nederland;2018;19660.0
233;Autorijbewijs totaal;16 tot 18 jaar;Nederland;2019;18688.0
234;Autorijbewijs totaal;16 tot 18 jaar;Nederland;2020;18425.0
235;Autorijbewijs totaal;16 tot 18 jaar;Nederland;2021;12122.0
236;Autorijbewijs totaal;16 tot 18 jaar;Nederland;2022;10063.0
237;Autorijbewijs totaal;16 tot 18 jaar;Nederland;2023;13197.0
238;Autorijbewijs totaal;16 tot 18 jaar;Nederland;2024;14195.0
239;Autorijbewijs totaal;16 tot 18 jaar;Nederland;2025;14897.0
240;Autorijbewijs totaal;16 tot 18 jaar;Noord-Nederland (LD);2014;1371.0
241;Autorijbewijs totaal;16 tot 18 jaar;Noord-Nederland (LD);2015;1547.0
242;Autorijbewijs totaal;16 tot 18 jaar;Noord-Nederland (LD);2016;1661.0
243;Autorijbewijs totaal;16 tot 18 jaar;Noord-Nederland (LD);2017;1800.0
244;Autorijbewijs totaal;16 tot 18 jaar;Noord-Nederland (LD);2018;2145.0
245;Autorijbewijs totaal;16 tot 18 jaar;Noord-Nederland (LD);2019;1964.0
246;Autorijbewijs totaal;16 tot 18 jaar;Noord-Nederland (LD);2020;1961.0
247;Autorijbewijs totaal;16 tot 18 jaar;Noord-Nederland (LD);2021;1269.0
248;Autorijbewijs totaal;16 tot 18 jaar;Noord-Nederland (LD);2022;1129.0
249;Autorijbewijs totaal;16 tot 18 jaar;Noord-Nederland (LD);2023;1353.0
250;Autorijbewijs totaal;16 tot 18 jaar;Noord-Nederland (LD);2024;1510.0
251;Autorijbewijs totaal;16 tot 18 jaar;Noord-Nederland (LD);2025;1503.0
252;Autorijbewijs totaal;16 tot 18 jaar;Oost-Nederland (LD);2014;3090.0
253;Autorijbewijs totaal;16 tot 18 jaar;Oost-Nederland (LD);2015;3512.0
254;Autorijbewijs totaal;16 tot 18 jaar;Oost-Nederland (LD);2016;4119.0
255;Autorijbewijs totaal;16 tot 18 jaar;Oost-Nederland (LD);2017;4334.0
256;Autorijbewijs totaal;16 tot 18 jaar;Oost-Nederland (LD);2018;4829.0
257;Autorijbewijs totaal;16 tot 18 jaar;Oost-Nederland (LD);2019;4695.0
258;Autorijbewijs totaal;16 tot 18 jaar;Oost-Nederland (LD);2020;4556.0
259;Autorijbewijs totaal;16 tot 18 jaar;Oost-Nederland (LD);2021;3083.0
260;Autorijbewijs totaal;16 tot 18 jaar;Oost-Nederland (LD);2022;2513.0
261;Autorijbewijs totaal;16 tot 18 jaar;Oost-Nederland (LD);2023;3237.0
262;Autorijbewijs totaal;16 tot 18 jaar;Oost-Nederland (LD);2024;3504.0
263;Autorijbewijs totaal;16 tot 18 jaar;Oost-Nederland (LD);2025;3769.0
264;Autorijbewijs totaal;16 tot 18 jaar;West-Nederland (LD);2014;5154.0
265;Autorijbewijs totaal;16 tot 18 jaar;West-Nederland (LD);2015;5999.0
266;Autorijbewijs totaal;16 tot 18 jaar;West-Nederland (LD);2016;6632.0
267;Autorijbewijs totaal;16 tot 18 jaar;West-Nederland (LD);2017;6850.0
268;Autorijbewijs totaal;16 tot 18 jaar;West-Nederland (LD);2018;7950.0
269;Autorijbewijs totaal;16 tot 18 jaar;West-Nederland (LD);2019;7585.0
270;Autorijbewijs totaal;16 tot 18 jaar;West-Nederland (LD);2020;7550.0
271;Autorijbewijs totaal;16 tot 18 jaar;West-Nederland (LD);2021;5026.0
272;Autorijbewijs totaal;16 tot 18 jaar;West-Nederland (LD);2022;4201.0
273;Autorijbewijs totaal;16 tot 18 jaar;West-Nederland (LD);2023;5557.0
274;Autorijbewijs totaal;16 tot 18 jaar;West-Nederland (LD);2024;5772.0
275;Autorijbewijs totaal;16 tot 18 jaar;West-Nederland (LD);2025;6203.0
276;Autorijbewijs totaal;16 tot 18 jaar;Zuid-Nederland (LD);2014;3230.0
277;Autorijbewijs totaal;16 tot 18 jaar;Zuid-Nederland (LD);2015;3869.0
278;Autorijbewijs totaal;16 tot 18 jaar;Zuid-Nederland (LD);2016;4252.0
279;Autorijbewijs totaal;16 tot 18 jaar;Zuid-Nederland (LD);2017;4383.0
280;Autorijbewijs totaal;16 tot 18 jaar;Zuid-Nederland (LD);2018;4736.0
281;Autorijbewijs totaal;16 tot 18 jaar;Zuid-Nederland (LD);2019;4444.0
282;Autorijbewijs totaal;16 tot 18 jaar;Zuid-Nederland (LD);2020;4358.0
283;Autorijbewijs totaal;16 tot 18 jaar;Zuid-Nederland (LD);2021;2744.0
284;Autorijbewijs totaal;16 tot 18 jaar;Zuid-Nederland (LD);2022;2220.0
285;Autorijbewijs totaal;16 tot 18 jaar;Zuid-Nederland (LD);2023;3050.0
286;Autorijbewijs totaal;16 tot 18 jaar;Zuid-Nederland (LD);2024;3408.0
287;Autorijbewijs totaal;16 tot 18 jaar;Zuid-Nederland (LD);2025;3422.0
288;Autorijbewijs totaal;16 tot 18 jaar;Niet in te delen (LD);2014;1.0
289;Autorijbewijs totaal;16 tot 18 jaar;Niet in te delen (LD);2015;0.0
290;Autorijbewijs totaal;16 tot 18 jaar;Niet in te delen (LD);2016;1.0
291;Autorijbewijs totaal;16 tot 18 jaar;Niet in te delen (LD);2017;0.0
292;Autorijbewijs totaal;16 tot 18 jaar;Niet in te delen (LD);2018;0.0
293;Autorijbewijs totaal;16 tot 18 jaar;Niet in te delen (LD);2019;0.0
294;Autorijbewijs totaal;16 tot 18 jaar;Niet in te delen (LD);2020;0.0
295;Autorijbewijs totaal;16 tot 18 jaar;Niet in te delen (LD);2021;0.0
296;Autorijbewijs totaal;16 tot 18 jaar;Niet in te delen (LD);2022;0.0
297;Autorijbewijs totaal;16 tot 18 jaar;Niet in te delen (LD);2023;0.0
298;Autorijbewijs totaal;16 tot 18 jaar;Niet in te delen (LD);2024;1.0
299;Autorijbewijs totaal;16 tot 18 jaar;Niet in te delen (LD);2025;0.0
300;Autorijbewijs totaal;16 tot 18 jaar;Groningen (PV);2014;355.0
301;Autorijbewijs totaal;16 tot 18 jaar;Groningen (PV);2015;428.0
302;Autorijbewijs totaal;16 tot 18 jaar;Groningen (PV);2016;416.0
303;Autorijbewijs totaal;16 tot 18 jaar;Groningen (PV);2017;457.0
304;Autorijbewijs totaal;16 tot 18 jaar;Groningen (PV);2018;576.0
305;Autorijbewijs totaal;16 tot 18 jaar;Groningen (PV);2019;538.0
306;Autorijbewijs totaal;16 tot 18 jaar;Groningen (PV);2020;513.0
307;Autorijbewijs totaal;16 tot 18 jaar;Groningen (PV);2021;351.0
308;Autorijbewijs totaal;16 tot 18 jaar;Groningen (PV);2022;282.0
309;Autorijbewijs totaal;16 tot 18 jaar;Groningen (PV);2023;332.0
310;Autorijbewijs totaal;16 tot 18 jaar;Groningen (PV);2024;391.0
311;Autorijbewijs totaal;16 tot 18 jaar;Groningen (PV);2025;346.0
312;Autorijbewijs totaal;16 tot 18 jaar;Fryslân (PV);2014;530.0
313;Autorijbewijs totaal;16 tot 18 jaar;Fryslân (PV);2015;568.0
314;Autorijbewijs totaal;16 tot 18 jaar;Fryslân (PV);2016;702.0
315;Autorijbewijs totaal;16 tot 18 jaar;Fryslân (PV);2017;725.0
316;Autorijbewijs totaal;16 tot 18 jaar;Fryslân (PV);2018;900.0
317;Autorijbewijs totaal;16 tot 18 jaar;Fryslân (PV);2019;765.0
318;Autorijbewijs totaal;16 tot 18 jaar;Fryslân (PV);2020;761.0
319;Autorijbewijs totaal;16 tot 18 jaar;Fryslân (PV);2021;498.0
320;Autorijbewijs totaal;16 tot 18 jaar;Fryslân (PV);2022;447.0
321;Autorijbewijs totaal;16 tot 18 jaar;Fryslân (PV);2023;534.0
322;Autorijbewijs totaal;16 tot 18 jaar;Fryslân (PV);2024;547.0
323;Autorijbewijs totaal;16 tot 18 jaar;Fryslân (PV);2025;595.0
324;Autorijbewijs totaal;16 tot 18 jaar;Drenthe (PV);2014;486.0
325;Autorijbewijs totaal;16 tot 18 jaar;Drenthe (PV);2015;551.0
326;Autorijbewijs totaal;16 tot 18 jaar;Drenthe (PV);2016;543.0
327;Autorijbewijs totaal;16 tot 18 jaar;Drenthe (PV);2017;618.0
328;Autorijbewijs totaal;16 tot 18 jaar;Drenthe (PV);2018;669.0
329;Autorijbewijs totaal;16 tot 18 jaar;Drenthe (PV);2019;661.0
330;Autorijbewijs totaal;16 tot 18 jaar;Drenthe (PV);2020;687.0
331;Autorijbewijs totaal;16 tot 18 jaar;Drenthe (PV);2021;420.0
332;Autorijbewijs totaal;16 tot 18 jaar;Drenthe (PV);2022;400.0
333;Autorijbewijs totaal;16 tot 18 jaar;Drenthe (PV);2023;487.0
334;Autorijbewijs totaal;16 tot 18 jaar;Drenthe (PV);2024;572.0
335;Autorijbewijs totaal;16 tot 18 jaar;Drenthe (PV);2025;562.0
336;Autorijbewijs totaal;16 tot 18 jaar;Overijssel (PV);2014;967.0
337;Autorijbewijs totaal;16 tot 18 jaar;Overijssel (PV);2015;1071.0
338;Autorijbewijs totaal;16 tot 18 jaar;Overijssel (PV);2016;1268.0
339;Autorijbewijs totaal;16 tot 18 jaar;Overijssel (PV);2017;1362.0
340;Autorijbewijs totaal;16 tot 18 jaar;Overijssel (PV);2018;1458.0
341;Autorijbewijs totaal;16 tot 18 jaar;Overijssel (PV);2019;1421.0
342;Autorijbewijs totaal;16 tot 18 jaar;Overijssel (PV);2020;1348.0
343;Autorijbewijs totaal;16 tot 18 jaar;Overijssel (PV);2021;979.0
344;Autorijbewijs totaal;16 tot 18 jaar;Overijssel (PV);2022;848.0
345;Autorijbewijs totaal;16 tot 18 jaar;Overijssel (PV);2023;1115.0
346;Autorijbewijs totaal;16 tot 18 jaar;Overijssel (PV);2024;1114.0
347;Autorijbewijs totaal;16 tot 18 jaar;Overijssel (PV);2025;1261.0
348;Autorijbewijs totaal;16 tot 18 jaar;Flevoland (PV);2014;329.0
349;Autorijbewijs totaal;16 tot 18 jaar;Flevoland (PV);2015;371.0
350;Autorijbewijs totaal;16 tot 18 jaar;Flevoland (PV);2016;428.0
351;Autorijbewijs totaal;16 tot 18 jaar;Flevoland (PV);2017;472.0
352;Autorijbewijs totaal;16 tot 18 jaar;Flevoland (PV);2018;491.0
353;Autorijbewijs totaal;16 tot 18 jaar;Flevoland (PV);2019;515.0
354;Autorijbewijs totaal;16 tot 18 jaar;Flevoland (PV);2020;471.0
