ID;BurgerlijkeStaat;Geslacht;GrootteklasseNagelatenVermogen;Perioden;NagelatenVermogenAantal_1;NagelatenVermogenTotaalBedrag_2;NagelatenVermogenGemiddeldBedrag_3;NagelatenVermogenMediaanBedrag_4
0;Totaal burgerlijke staat;Mannen en vrouwen;Totaal;2005;52120;9488.0;182.0;98.0
1;Totaal burgerlijke staat;Mannen en vrouwen;Totaal;2006;56240;10439.0;186.0;101.0
2;Totaal burgerlijke staat;Mannen en vrouwen;Totaal;2007;55340;10912.0;197.0;109.0
3;Totaal burgerlijke staat;Mannen en vrouwen;Totaal;2008;56670;11398.0;201.0;112.0
4;Totaal burgerlijke staat;Mannen en vrouwen;Totaal;2009;56400;10754.0;191.0;114.0
5;Totaal burgerlijke staat;Mannen en vrouwen;Totaal;2010;52650;12473.0;237.0;145.0
6;Totaal burgerlijke staat;Mannen en vrouwen;Negatief of nul euro;2005;660;-34.0;-51.0;-17.0
7;Totaal burgerlijke staat;Mannen en vrouwen;Negatief of nul euro;2006;640;-31.0;-48.0;-15.0
8;Totaal burgerlijke staat;Mannen en vrouwen;Negatief of nul euro;2007;710;-36.0;-50.0;-20.0
9;Totaal burgerlijke staat;Mannen en vrouwen;Negatief of nul euro;2008;680;-48.0;-70.0;-20.0
10;Totaal burgerlijke staat;Mannen en vrouwen;Negatief of nul euro;2009;810;-51.0;-62.0;-20.0
11;Totaal burgerlijke staat;Mannen en vrouwen;Negatief of nul euro;2010;550;-46.0;-84.0;-26.0
12;Totaal burgerlijke staat;Mannen en vrouwen;> 0 tot 5 000 euro;2005;1730;4.0;2.0;2.0
13;Totaal burgerlijke staat;Mannen en vrouwen;> 0 tot 5 000 euro;2006;2060;4.0;2.0;2.0
14;Totaal burgerlijke staat;Mannen en vrouwen;> 0 tot 5 000 euro;2007;1760;4.0;2.0;2.0
15;Totaal burgerlijke staat;Mannen en vrouwen;> 0 tot 5 000 euro;2008;1510;3.0;2.0;2.0
16;Totaal burgerlijke staat;Mannen en vrouwen;> 0 tot 5 000 euro;2009;1340;3.0;2.0;2.0
17;Totaal burgerlijke staat;Mannen en vrouwen;> 0 tot 5 000 euro;2010;910;2.0;2.0;2.0
18;Totaal burgerlijke staat;Mannen en vrouwen;5 000 tot 10 000 euro;2005;1510;11.0;7.0;8.0
19;Totaal burgerlijke staat;Mannen en vrouwen;5 000 tot 10 000 euro;2006;1610;12.0;8.0;8.0
20;Totaal burgerlijke staat;Mannen en vrouwen;5 000 tot 10 000 euro;2007;1420;11.0;8.0;7.0
21;Totaal burgerlijke staat;Mannen en vrouwen;5 000 tot 10 000 euro;2008;1260;9.0;8.0;8.0
22;Totaal burgerlijke staat;Mannen en vrouwen;5 000 tot 10 000 euro;2009;1160;9.0;8.0;8.0
23;Totaal burgerlijke staat;Mannen en vrouwen;5 000 tot 10 000 euro;2010;710;5.0;8.0;8.0
24;Totaal burgerlijke staat;Mannen en vrouwen;10 000 tot 25 000 euro;2005;5400;95.0;17.0;18.0
25;Totaal burgerlijke staat;Mannen en vrouwen;10 000 tot 25 000 euro;2006;5570;98.0;18.0;18.0
26;Totaal burgerlijke staat;Mannen en vrouwen;10 000 tot 25 000 euro;2007;4920;86.0;17.0;17.0
27;Totaal burgerlijke staat;Mannen en vrouwen;10 000 tot 25 000 euro;2008;4630;82.0;18.0;18.0
28;Totaal burgerlijke staat;Mannen en vrouwen;10 000 tot 25 000 euro;2009;4290;76.0;18.0;18.0
29;Totaal burgerlijke staat;Mannen en vrouwen;10 000 tot 25 000 euro;2010;3100;55.0;18.0;18.0
30;Totaal burgerlijke staat;Mannen en vrouwen;25 000 tot 50 000 euro;2005;7240;263.0;36.0;36.0
31;Totaal burgerlijke staat;Mannen en vrouwen;25 000 tot 50 000 euro;2006;7680;280.0;36.0;36.0
32;Totaal burgerlijke staat;Mannen en vrouwen;25 000 tot 50 000 euro;2007;7170;263.0;37.0;36.0
33;Totaal burgerlijke staat;Mannen en vrouwen;25 000 tot 50 000 euro;2008;7150;265.0;37.0;37.0
34;Totaal burgerlijke staat;Mannen en vrouwen;25 000 tot 50 000 euro;2009;7020;260.0;37.0;37.0
35;Totaal burgerlijke staat;Mannen en vrouwen;25 000 tot 50 000 euro;2010;4830;179.0;37.0;37.0
36;Totaal burgerlijke staat;Mannen en vrouwen;50 000 tot 100 000 euro;2005;9900;733.0;74.0;74.0
37;Totaal burgerlijke staat;Mannen en vrouwen;50 000 tot 100 000 euro;2006;10430;771.0;74.0;73.0
38;Totaal burgerlijke staat;Mannen en vrouwen;50 000 tot 100 000 euro;2007;10070;747.0;74.0;74.0
39;Totaal burgerlijke staat;Mannen en vrouwen;50 000 tot 100 000 euro;2008;10690;792.0;74.0;74.0
40;Totaal burgerlijke staat;Mannen en vrouwen;50 000 tot 100 000 euro;2009;10880;807.0;74.0;74.0
41;Totaal burgerlijke staat;Mannen en vrouwen;50 000 tot 100 000 euro;2010;8480;634.0;75.0;75.0
42;Totaal burgerlijke staat;Mannen en vrouwen;100 000 tot 200 000 euro;2005;12500;1798.0;144.0;141.0
43;Totaal burgerlijke staat;Mannen en vrouwen;100 000 tot 200 000 euro;2006;13710;1973.0;144.0;142.0
44;Totaal burgerlijke staat;Mannen en vrouwen;100 000 tot 200 000 euro;2007;13940;2009.0;144.0;141.0
45;Totaal burgerlijke staat;Mannen en vrouwen;100 000 tot 200 000 euro;2008;14690;2117.0;144.0;142.0
46;Totaal burgerlijke staat;Mannen en vrouwen;100 000 tot 200 000 euro;2009;14860;2145.0;144.0;142.0
47;Totaal burgerlijke staat;Mannen en vrouwen;100 000 tot 200 000 euro;2010;15200;2217.0;146.0;144.0
48;Totaal burgerlijke staat;Mannen en vrouwen;200 000 tot 500 000 euro;2005;10080;3033.0;301.0;280.0
49;Totaal burgerlijke staat;Mannen en vrouwen;200 000 tot 500 000 euro;2006;11000;3306.0;301.0;280.0
50;Totaal burgerlijke staat;Mannen en vrouwen;200 000 tot 500 000 euro;2007;11610;3510.0;302.0;282.0
51;Totaal burgerlijke staat;Mannen en vrouwen;200 000 tot 500 000 euro;2008;12200;3666.0;301.0;281.0
52;Totaal burgerlijke staat;Mannen en vrouwen;200 000 tot 500 000 euro;2009;12480;3735.0;299.0;279.0
53;Totaal burgerlijke staat;Mannen en vrouwen;200 000 tot 500 000 euro;2010;14520;4396.0;303.0;284.0
54;Totaal burgerlijke staat;Mannen en vrouwen;500 000 euro en meer;2005;3100;3585.0;1157.0;731.0
55;Totaal burgerlijke staat;Mannen en vrouwen;500 000 euro en meer;2006;3540;4026.0;1139.0;731.0
56;Totaal burgerlijke staat;Mannen en vrouwen;500 000 euro en meer;2007;3750;4317.0;1151.0;743.0
57;Totaal burgerlijke staat;Mannen en vrouwen;500 000 euro en meer;2008;3860;4511.0;1168.0;740.0
58;Totaal burgerlijke staat;Mannen en vrouwen;500 000 euro en meer;2009;3570;3770.0;1055.0;719.0
59;Totaal burgerlijke staat;Mannen en vrouwen;500 000 euro en meer;2010;4340;5031.0;1160.0;722.0
60;Totaal burgerlijke staat;Mannen;Totaal;2005;26950;5168.0;192.0;107.0
61;Totaal burgerlijke staat;Mannen;Totaal;2006;28870;5580.0;193.0;110.0
62;Totaal burgerlijke staat;Mannen;Totaal;2007;28540;5895.0;207.0;117.0
63;Totaal burgerlijke staat;Mannen;Totaal;2008;28810;6116.0;212.0;120.0
64;Totaal burgerlijke staat;Mannen;Totaal;2009;29290;5739.0;196.0;121.0
65;Totaal burgerlijke staat;Mannen;Totaal;2010;27090;6657.0;246.0;149.0
66;Totaal burgerlijke staat;Mannen;Negatief of nul euro;2005;440;-24.0;-55.0;-16.0
67;Totaal burgerlijke staat;Mannen;Negatief of nul euro;2006;400;-21.0;-52.0;-18.0
68;Totaal burgerlijke staat;Mannen;Negatief of nul euro;2007;430;-23.0;-53.0;-18.0
69;Totaal burgerlijke staat;Mannen;Negatief of nul euro;2008;430;-36.0;-83.0;-20.0
70;Totaal burgerlijke staat;Mannen;Negatief of nul euro;2009;550;-33.0;-61.0;-19.0
71;Totaal burgerlijke staat;Mannen;Negatief of nul euro;2010;340;-31.0;-94.0;-26.0
72;Totaal burgerlijke staat;Mannen;> 0 tot 5 000 euro;2005;800;2.0;2.0;2.0
73;Totaal burgerlijke staat;Mannen;> 0 tot 5 000 euro;2006;1020;2.0;2.0;2.0
74;Totaal burgerlijke staat;Mannen;> 0 tot 5 000 euro;2007;880;2.0;2.0;2.0
75;Totaal burgerlijke staat;Mannen;> 0 tot 5 000 euro;2008;730;2.0;2.0;2.0
76;Totaal burgerlijke staat;Mannen;> 0 tot 5 000 euro;2009;700;1.0;2.0;2.0
77;Totaal burgerlijke staat;Mannen;> 0 tot 5 000 euro;2010;460;1.0;2.0;2.0
78;Totaal burgerlijke staat;Mannen;5 000 tot 10 000 euro;2005;660;5.0;7.0;7.0
79;Totaal burgerlijke staat;Mannen;5 000 tot 10 000 euro;2006;730;6.0;8.0;8.0
80;Totaal burgerlijke staat;Mannen;5 000 tot 10 000 euro;2007;650;5.0;7.0;7.0
81;Totaal burgerlijke staat;Mannen;5 000 tot 10 000 euro;2008;550;4.0;7.0;7.0
82;Totaal burgerlijke staat;Mannen;5 000 tot 10 000 euro;2009;530;4.0;8.0;8.0
83;Totaal burgerlijke staat;Mannen;5 000 tot 10 000 euro;2010;340;3.0;7.0;8.0
84;Totaal burgerlijke staat;Mannen;10 000 tot 25 000 euro;2005;2150;38.0;17.0;17.0
85;Totaal burgerlijke staat;Mannen;10 000 tot 25 000 euro;2006;2320;41.0;18.0;18.0
86;Totaal burgerlijke staat;Mannen;10 000 tot 25 000 euro;2007;1960;34.0;17.0;17.0
87;Totaal burgerlijke staat;Mannen;10 000 tot 25 000 euro;2008;1780;31.0;18.0;18.0
88;Totaal burgerlijke staat;Mannen;10 000 tot 25 000 euro;2009;1760;31.0;18.0;18.0
89;Totaal burgerlijke staat;Mannen;10 000 tot 25 000 euro;2010;1300;23.0;18.0;18.0
90;Totaal burgerlijke staat;Mannen;25 000 tot 50 000 euro;2005;3240;120.0;37.0;37.0
91;Totaal burgerlijke staat;Mannen;25 000 tot 50 000 euro;2006;3360;124.0;37.0;36.0
92;Totaal burgerlijke staat;Mannen;25 000 tot 50 000 euro;2007;3140;116.0;37.0;37.0
93;Totaal burgerlijke staat;Mannen;25 000 tot 50 000 euro;2008;3020;112.0;37.0;37.0
94;Totaal burgerlijke staat;Mannen;25 000 tot 50 000 euro;2009;3020;112.0;37.0;37.0
95;Totaal burgerlijke staat;Mannen;25 000 tot 50 000 euro;2010;2070;77.0;37.0;37.0
96;Totaal burgerlijke staat;Mannen;50 000 tot 100 000 euro;2005;5490;410.0;75.0;74.0
97;Totaal burgerlijke staat;Mannen;50 000 tot 100 000 euro;2006;5590;417.0;75.0;75.0
98;Totaal burgerlijke staat;Mannen;50 000 tot 100 000 euro;2007;5380;404.0;75.0;75.0
99;Totaal burgerlijke staat;Mannen;50 000 tot 100 000 euro;2008;5740;430.0;75.0;75.0
100;Totaal burgerlijke staat;Mannen;50 000 tot 100 000 euro;2009;5770;433.0;75.0;75.0
101;Totaal burgerlijke staat;Mannen;50 000 tot 100 000 euro;2010;4220;320.0;76.0;76.0
102;Totaal burgerlijke staat;Mannen;100 000 tot 200 000 euro;2005;7220;1033.0;143.0;140.0
103;Totaal burgerlijke staat;Mannen;100 000 tot 200 000 euro;2006;7800;1118.0;143.0;140.0
104;Totaal burgerlijke staat;Mannen;100 000 tot 200 000 euro;2007;8050;1158.0;144.0;141.0
105;Totaal burgerlijke staat;Mannen;100 000 tot 200 000 euro;2008;8310;1193.0;144.0;141.0
106;Totaal burgerlijke staat;Mannen;100 000 tot 200 000 euro;2009;8540;1228.0;144.0;141.0
107;Totaal burgerlijke staat;Mannen;100 000 tot 200 000 euro;2010;8630;1257.0;146.0;144.0
108;Totaal burgerlijke staat;Mannen;200 000 tot 500 000 euro;2005;5350;1601.0;299.0;277.0
109;Totaal burgerlijke staat;Mannen;200 000 tot 500 000 euro;2006;5840;1747.0;299.0;278.0
110;Totaal burgerlijke staat;Mannen;200 000 tot 500 000 euro;2007;6090;1840.0;302.0;281.0
111;Totaal burgerlijke staat;Mannen;200 000 tot 500 000 euro;2008;6260;1873.0;299.0;278.0
112;Totaal burgerlijke staat;Mannen;200 000 tot 500 000 euro;2009;6580;1959.0;298.0;276.0
113;Totaal burgerlijke staat;Mannen;200 000 tot 500 000 euro;2010;7520;2257.0;300.0;281.0
114;Totaal burgerlijke staat;Mannen;500 000 euro en meer;2005;1600;1984.0;1237.0;737.0
115;Totaal burgerlijke staat;Mannen;500 000 euro en meer;2006;1810;2146.0;1187.0;733.0
116;Totaal burgerlijke staat;Mannen;500 000 euro en meer;2007;1940;2359.0;1214.0;767.0
117;Totaal burgerlijke staat;Mannen;500 000 euro en meer;2008;2000;2506.0;1254.0;745.0
118;Totaal burgerlijke staat;Mannen;500 000 euro en meer;2009;1840;2004.0;1089.0;718.0
119;Totaal burgerlijke staat;Mannen;500 000 euro en meer;2010;2220;2751.0;1238.0;721.0
120;Totaal burgerlijke staat;Vrouwen;Totaal;2005;25160;4320.0;172.0;85.0
121;Totaal burgerlijke staat;Vrouwen;Totaal;2006;27360;4859.0;178.0;89.0
122;Totaal burgerlijke staat;Vrouwen;Totaal;2007;26800;5016.0;187.0;97.0
123;Totaal burgerlijke staat;Vrouwen;Totaal;2008;27860;5282.0;190.0;103.0
124;Totaal burgerlijke staat;Vrouwen;Totaal;2009;27120;5014.0;185.0;105.0
125;Totaal burgerlijke staat;Vrouwen;Totaal;2010;25560;5816.0;228.0;139.0
126;Totaal burgerlijke staat;Vrouwen;Negatief of nul euro;2005;220;-10.0;-45.0;-18.0
127;Totaal burgerlijke staat;Vrouwen;Negatief of nul euro;2006;240;-10.0;-41.0;-11.0
128;Totaal burgerlijke staat;Vrouwen;Negatief of nul euro;2007;270;-13.0;-46.0;-21.0
129;Totaal burgerlijke staat;Vrouwen;Negatief of nul euro;2008;250;-12.0;-47.0;-19.0
130;Totaal burgerlijke staat;Vrouwen;Negatief of nul euro;2009;260;-17.0;-65.0;-22.0
131;Totaal burgerlijke staat;Vrouwen;Negatief of nul euro;2010;220;-15.0;-69.0;-25.0
132;Totaal burgerlijke staat;Vrouwen;> 0 tot 5 000 euro;2005;930;2.0;2.0;2.0
133;Totaal burgerlijke staat;Vrouwen;> 0 tot 5 000 euro;2006;1040;2.0;2.0;2.0
134;Totaal burgerlijke staat;Vrouwen;> 0 tot 5 000 euro;2007;870;2.0;2.0;2.0
135;Totaal burgerlijke staat;Vrouwen;> 0 tot 5 000 euro;2008;780;2.0;2.0;2.0
136;Totaal burgerlijke staat;Vrouwen;> 0 tot 5 000 euro;2009;630;1.0;2.0;2.0
137;Totaal burgerlijke staat;Vrouwen;> 0 tot 5 000 euro;2010;460;1.0;2.0;2.0
138;Totaal burgerlijke staat;Vrouwen;5 000 tot 10 000 euro;2005;850;6.0;8.0;8.0
139;Totaal burgerlijke staat;Vrouwen;5 000 tot 10 000 euro;2006;880;7.0;8.0;8.0
140;Totaal burgerlijke staat;Vrouwen;5 000 tot 10 000 euro;2007;770;6.0;8.0;8.0
141;Totaal burgerlijke staat;Vrouwen;5 000 tot 10 000 euro;2008;710;5.0;8.0;8.0
142;Totaal burgerlijke staat;Vrouwen;5 000 tot 10 000 euro;2009;630;5.0;8.0;7.0
143;Totaal burgerlijke staat;Vrouwen;5 000 tot 10 000 euro;2010;370;3.0;8.0;7.0
144;Totaal burgerlijke staat;Vrouwen;10 000 tot 25 000 euro;2005;3250;57.0;18.0;18.0
145;Totaal burgerlijke staat;Vrouwen;10 000 tot 25 000 euro;2006;3250;57.0;17.0;18.0
146;Totaal burgerlijke staat;Vrouwen;10 000 tot 25 000 euro;2007;2960;52.0;18.0;18.0
147;Totaal burgerlijke staat;Vrouwen;10 000 tot 25 000 euro;2008;2850;51.0;18.0;18.0
148;Totaal burgerlijke staat;Vrouwen;10 000 tot 25 000 euro;2009;2530;45.0;18.0;18.0
149;Totaal burgerlijke staat;Vrouwen;10 000 tot 25 000 euro;2010;1800;32.0;18.0;18.0
150;Totaal burgerlijke staat;Vrouwen;25 000 tot 50 000 euro;2005;3990;144.0;36.0;35.0
151;Totaal burgerlijke staat;Vrouwen;25 000 tot 50 000 euro;2006;4320;156.0;36.0;36.0
152;Totaal burgerlijke staat;Vrouwen;25 000 tot 50 000 euro;2007;4030;147.0;36.0;36.0
153;Totaal burgerlijke staat;Vrouwen;25 000 tot 50 000 euro;2008;4130;153.0;37.0;37.0
154;Totaal burgerlijke staat;Vrouwen;25 000 tot 50 000 euro;2009;4000;148.0;37.0;37.0
155;Totaal burgerlijke staat;Vrouwen;25 000 tot 50 000 euro;2010;2760;103.0;37.0;37.0
156;Totaal burgerlijke staat;Vrouwen;50 000 tot 100 000 euro;2005;4420;323.0;73.0;73.0
157;Totaal burgerlijke staat;Vrouwen;50 000 tot 100 000 euro;2006;4840;353.0;73.0;72.0
158;Totaal burgerlijke staat;Vrouwen;50 000 tot 100 000 euro;2007;4690;343.0;73.0;72.0
159;Totaal burgerlijke staat;Vrouwen;50 000 tot 100 000 euro;2008;4950;362.0;73.0;73.0
160;Totaal burgerlijke staat;Vrouwen;50 000 tot 100 000 euro;2009;5110;373.0;73.0;72.0
161;Totaal burgerlijke staat;Vrouwen;50 000 tot 100 000 euro;2010;4260;313.0;74.0;73.0
162;Totaal burgerlijke staat;Vrouwen;100 000 tot 200 000 euro;2005;5290;765.0;145.0;142.0
163;Totaal burgerlijke staat;Vrouwen;100 000 tot 200 000 euro;2006;5900;855.0;145.0;143.0
164;Totaal burgerlijke staat;Vrouwen;100 000 tot 200 000 euro;2007;5890;851.0;144.0;142.0
165;Totaal burgerlijke staat;Vrouwen;100 000 tot 200 000 euro;2008;6380;924.0;145.0;143.0
166;Totaal burgerlijke staat;Vrouwen;100 000 tot 200 000 euro;2009;6320;917.0;145.0;143.0
167;Totaal burgerlijke staat;Vrouwen;100 000 tot 200 000 euro;2010;6570;960.0;146.0;144.0
168;Totaal burgerlijke staat;Vrouwen;200 000 tot 500 000 euro;2005;4730;1432.0;303.0;283.0
169;Totaal burgerlijke staat;Vrouwen;200 000 tot 500 000 euro;2006;5160;1559.0;302.0;283.0
170;Totaal burgerlijke staat;Vrouwen;200 000 tot 500 000 euro;2007;5510;1670.0;303.0;283.0
171;Totaal burgerlijke staat;Vrouwen;200 000 tot 500 000 euro;2008;5940;1792.0;302.0;282.0
172;Totaal burgerlijke staat;Vrouwen;200 000 tot 500 000 euro;2009;5900;1776.0;301.0;280.0
173;Totaal burgerlijke staat;Vrouwen;200 000 tot 500 000 euro;2010;7000;2139.0;305.0;287.0
174;Totaal burgerlijke staat;Vrouwen;500 000 euro en meer;2005;1490;1601.0;1072.0;726.0
175;Totaal burgerlijke staat;Vrouwen;500 000 euro en meer;2006;1730;1880.0;1088.0;731.0
176;Totaal burgerlijke staat;Vrouwen;500 000 euro en meer;2007;1810;1958.0;1083.0;719.0
177;Totaal burgerlijke staat;Vrouwen;500 000 euro en meer;2008;1860;2005.0;1076.0;731.0
178;Totaal burgerlijke staat;Vrouwen;500 000 euro en meer;2009;1730;1766.0;1019.0;720.0
179;Totaal burgerlijke staat;Vrouwen;500 000 euro en meer;2010;2110;2279.0;1078.0;725.0
180;Ongehuwd;Mannen en vrouwen;Totaal;2005;6810;1252.0;184.0;68.0
181;Ongehuwd;Mannen en vrouwen;Totaal;2006;6890;1237.0;179.0;69.0
182;Ongehuwd;Mannen en vrouwen;Totaal;2007;7140;1316.0;184.0;70.0
183;Ongehuwd;Mannen en vrouwen;Totaal;2008;7240;1277.0;176.0;72.0
184;Ongehuwd;Mannen en vrouwen;Totaal;2009;7210;1308.0;181.0;74.0
185;Ongehuwd;Mannen en vrouwen;Totaal;2010;7250;1444.0;199.0;90.0
186;Ongehuwd;Mannen en vrouwen;Negatief of nul euro;2005;90;-5.0;-59.0;-11.0
187;Ongehuwd;Mannen en vrouwen;Negatief of nul euro;2006;70;-2.0;-32.0;-11.0
188;Ongehuwd;Mannen en vrouwen;Negatief of nul euro;2007;100;-4.0;-36.0;-14.0
189;Ongehuwd;Mannen en vrouwen;Negatief of nul euro;2008;100;-10.0;-107.0;-12.0
190;Ongehuwd;Mannen en vrouwen;Negatief of nul euro;2009;120;-6.0;-56.0;-20.0
191;Ongehuwd;Mannen en vrouwen;Negatief of nul euro;2010;70;-4.0;-61.0;-20.0
192;Ongehuwd;Mannen en vrouwen;> 0 tot 5 000 euro;2005;320;1.0;2.0;2.0
193;Ongehuwd;Mannen en vrouwen;> 0 tot 5 000 euro;2006;290;1.0;2.0;2.0
194;Ongehuwd;Mannen en vrouwen;> 0 tot 5 000 euro;2007;310;1.0;2.0;2.0
195;Ongehuwd;Mannen en vrouwen;> 0 tot 5 000 euro;2008;280;1.0;2.0;2.0
196;Ongehuwd;Mannen en vrouwen;> 0 tot 5 000 euro;2009;240;1.0;2.0;2.0
197;Ongehuwd;Mannen en vrouwen;> 0 tot 5 000 euro;2010;140;0.0;2.0;2.0
198;Ongehuwd;Mannen en vrouwen;5 000 tot 10 000 euro;2005;320;2.0;8.0;8.0
199;Ongehuwd;Mannen en vrouwen;5 000 tot 10 000 euro;2006;280;2.0;8.0;8.0
200;Ongehuwd;Mannen en vrouwen;5 000 tot 10 000 euro;2007;280;2.0;7.0;7.0
201;Ongehuwd;Mannen en vrouwen;5 000 tot 10 000 euro;2008;250;2.0;8.0;8.0
202;Ongehuwd;Mannen en vrouwen;5 000 tot 10 000 euro;2009;230;2.0;8.0;8.0
203;Ongehuwd;Mannen en vrouwen;5 000 tot 10 000 euro;2010;150;1.0;8.0;8.0
204;Ongehuwd;Mannen en vrouwen;10 000 tot 25 000 euro;2005;1200;21.0;17.0;17.0
205;Ongehuwd;Mannen en vrouwen;10 000 tot 25 000 euro;2006;1140;20.0;17.0;17.0
206;Ongehuwd;Mannen en vrouwen;10 000 tot 25 000 euro;2007;1170;20.0;17.0;17.0
207;Ongehuwd;Mannen en vrouwen;10 000 tot 25 000 euro;2008;1130;20.0;18.0;18.0
208;Ongehuwd;Mannen en vrouwen;10 000 tot 25 000 euro;2009;1030;18.0;18.0;18.0
209;Ongehuwd;Mannen en vrouwen;10 000 tot 25 000 euro;2010;890;16.0;18.0;18.0
210;Ongehuwd;Mannen en vrouwen;25 000 tot 50 000 euro;2005;1060;38.0;36.0;35.0
211;Ongehuwd;Mannen en vrouwen;25 000 tot 50 000 euro;2006;1210;44.0;36.0;36.0
212;Ongehuwd;Mannen en vrouwen;25 000 tot 50 000 euro;2007;1210;44.0;36.0;35.0
213;Ongehuwd;Mannen en vrouwen;25 000 tot 50 000 euro;2008;1270;46.0;36.0;35.0
214;Ongehuwd;Mannen en vrouwen;25 000 tot 50 000 euro;2009;1330;48.0;36.0;36.0
215;Ongehuwd;Mannen en vrouwen;25 000 tot 50 000 euro;2010;1380;50.0;36.0;36.0
216;Ongehuwd;Mannen en vrouwen;50 000 tot 100 000 euro;2005;960;70.0;72.0;71.0
217;Ongehuwd;Mannen en vrouwen;50 000 tot 100 000 euro;2006;1010;72.0;72.0;70.0
218;Ongehuwd;Mannen en vrouwen;50 000 tot 100 000 euro;2007;1020;73.0;72.0;70.0
219;Ongehuwd;Mannen en vrouwen;50 000 tot 100 000 euro;2008;1140;82.0;72.0;71.0
220;Ongehuwd;Mannen en vrouwen;50 000 tot 100 000 euro;2009;1150;83.0;72.0;70.0
221;Ongehuwd;Mannen en vrouwen;50 000 tot 100 000 euro;2010;1170;84.0;71.0;70.0
222;Ongehuwd;Mannen en vrouwen;100 000 tot 200 000 euro;2005;1100;160.0;146.0;144.0
223;Ongehuwd;Mannen en vrouwen;100 000 tot 200 000 euro;2006;1160;170.0;146.0;145.0
224;Ongehuwd;Mannen en vrouwen;100 000 tot 200 000 euro;2007;1140;166.0;146.0;145.0
225;Ongehuwd;Mannen en vrouwen;100 000 tot 200 000 euro;2008;1190;174.0;146.0;145.0
226;Ongehuwd;Mannen en vrouwen;100 000 tot 200 000 euro;2009;1170;169.0;144.0;141.0
227;Ongehuwd;Mannen en vrouwen;100 000 tot 200 000 euro;2010;1280;187.0;146.0;145.0
228;Ongehuwd;Mannen en vrouwen;200 000 tot 500 000 euro;2005;1280;395.0;309.0;289.0
229;Ongehuwd;Mannen en vrouwen;200 000 tot 500 000 euro;2006;1250;385.0;308.0;291.0
230;Ongehuwd;Mannen en vrouwen;200 000 tot 500 000 euro;2007;1350;421.0;312.0;294.0
231;Ongehuwd;Mannen en vrouwen;200 000 tot 500 000 euro;2008;1350;419.0;311.0;295.0
232;Ongehuwd;Mannen en vrouwen;200 000 tot 500 000 euro;2009;1400;435.0;311.0;294.0
233;Ongehuwd;Mannen en vrouwen;200 000 tot 500 000 euro;2010;1550;483.0;312.0;291.0
234;Ongehuwd;Mannen en vrouwen;500 000 euro en meer;2005;480;571.0;1191.0;712.0
235;Ongehuwd;Mannen en vrouwen;500 000 euro en meer;2006;500;547.0;1096.0;734.0
236;Ongehuwd;Mannen en vrouwen;500 000 euro en meer;2007;570;593.0;1040.0;719.0
237;Ongehuwd;Mannen en vrouwen;500 000 euro en meer;2008;530;543.0;1017.0;717.0
238;Ongehuwd;Mannen en vrouwen;500 000 euro en meer;2009;540;559.0;1040.0;713.0
239;Ongehuwd;Mannen en vrouwen;500 000 euro en meer;2010;630;627.0;988.0;701.0
240;Ongehuwd;Mannen;Totaal;2005;3320;635.0;191.0;71.0
241;Ongehuwd;Mannen;Totaal;2006;3360;610.0;182.0;72.0
242;Ongehuwd;Mannen;Totaal;2007;3580;687.0;192.0;71.0
243;Ongehuwd;Mannen;Totaal;2008;3590;682.0;190.0;75.0
244;Ongehuwd;Mannen;Totaal;2009;3600;684.0;190.0;75.0
245;Ongehuwd;Mannen;Totaal;2010;3690;781.0;212.0;94.0
246;Ongehuwd;Mannen;Negatief of nul euro;2005;70;-5.0;-74.0;-13.0
247;Ongehuwd;Mannen;Negatief of nul euro;2006;50;-2.0;-32.0;-15.0
248;Ongehuwd;Mannen;Negatief of nul euro;2007;60;-3.0;-41.0;-15.0
249;Ongehuwd;Mannen;Negatief of nul euro;2008;80;-9.0;-121.0;-12.0
250;Ongehuwd;Mannen;Negatief of nul euro;2009;90;-5.0;-55.0;-19.0
251;Ongehuwd;Mannen;Negatief of nul euro;2010;50;-3.0;-69.0;-18.0
252;Ongehuwd;Mannen;> 0 tot 5 000 euro;2005;170;0.0;2.0;2.0
253;Ongehuwd;Mannen;> 0 tot 5 000 euro;2006;180;0.0;2.0;2.0
254;Ongehuwd;Mannen;> 0 tot 5 000 euro;2007;190;0.0;2.0;2.0
255;Ongehuwd;Mannen;> 0 tot 5 000 euro;2008;160;0.0;2.0;2.0
256;Ongehuwd;Mannen;> 0 tot 5 000 euro;2009;150;0.0;2.0;2.0
257;Ongehuwd;Mannen;> 0 tot 5 000 euro;2010;90;0.0;2.0;2.0
258;Ongehuwd;Mannen;5 000 tot 10 000 euro;2005;150;1.0;7.0;7.0
259;Ongehuwd;Mannen;5 000 tot 10 000 euro;2006;150;1.0;8.0;8.0
260;Ongehuwd;Mannen;5 000 tot 10 000 euro;2007;170;1.0;7.0;7.0
261;Ongehuwd;Mannen;5 000 tot 10 000 euro;2008;130;1.0;8.0;8.0
262;Ongehuwd;Mannen;5 000 tot 10 000 euro;2009;120;1.0;8.0;8.0
263;Ongehuwd;Mannen;5 000 tot 10 000 euro;2010;80;1.0;8.0;8.0
264;Ongehuwd;Mannen;10 000 tot 25 000 euro;2005;560;9.0;17.0;17.0
265;Ongehuwd;Mannen;10 000 tot 25 000 euro;2006;530;9.0;17.0;17.0
