ID;EffectVanDeSamenwerkingOp;GrootteVanHetEffect;BedrijfstakkenBranchesSBI93;Perioden;AantSamenwerkendeBedrijven250Wp_1;PercSamenwerkendeBedrijven250Wp_2
89;7;4;2;2008;72;19
90;7;4;3;2006;69;34
91;7;4;3;2007;39;22
92;7;4;3;2008;41;22
93;7;4;4;2006;29;32
94;7;4;4;2007;30;30
95;7;4;4;2008;19;24
96;7;4;5;2006;40;67
97;7;4;5;2007;20;37
98;7;4;5;2008;10;22
99;7;4;6;2006;154;53
100;7;4;6;2007;105;45
101;7;4;6;2008;91;41
102;7;4;7;2006;263;45
103;7;4;7;2007;185;35
104;7;4;7;2008;122;25
105;8;0;1;2006;1633;100
106;8;0;1;2007;1470;100
107;8;0;1;2008;1398;100
108;8;0;2;2006;406;100
109;8;0;2;2007;379;100
110;8;0;2;2008;377;100
111;8;0;3;2006;201;100
112;8;0;3;2007;178;100
113;8;0;3;2008;187;100
114;8;0;4;2006;91;100
115;8;0;4;2007;100;100
116;8;0;4;2008;78;100
117;8;0;5;2006;60;100
118;8;0;5;2007;54;100
119;8;0;5;2008;46;100
120;8;0;6;2006;291;100
121;8;0;6;2007;234;100
122;8;0;6;2008;224;100
123;8;0;7;2006;585;100
124;8;0;7;2007;525;100
125;8;0;7;2008;485;100
126;8;1;1;2006;193;12
127;8;1;1;2007;202;14
128;8;1;1;2008;208;15
129;8;1;2;2006;59;15
130;8;1;2;2007;56;15
131;8;1;2;2008;45;12
132;8;1;3;2006;23;11
133;8;1;3;2007;15;8
134;8;1;3;2008;32;17
135;8;1;4;2006;17;19
136;8;1;4;2007;29;29
137;8;1;4;2008;14;18
138;8;1;5;2006;6;10
139;8;1;5;2007;14;26
140;8;1;5;2008;21;46
141;8;1;6;2006;32;11
142;8;1;6;2007;42;18
143;8;1;6;2008;45;20
144;8;1;7;2006;55;9
145;8;1;7;2007;45;9
146;8;1;7;2008;52;11
147;8;2;1;2006;288;18
148;8;2;1;2007;228;16
149;8;2;1;2008;260;19
150;8;2;2;2006;116;29
151;8;2;2;2007;74;20
152;8;2;2;2008;106;28
153;8;2;3;2006;26;13
154;8;2;3;2007;20;11
155;8;2;3;2008;26;14
156;8;2;4;2006;18;20
157;8;2;4;2007;12;12
158;8;2;4;2008;19;24
159;8;2;5;2006;15;25
160;8;2;5;2007;8;15
161;8;2;5;2008;10;22
162;8;2;6;2006;50;17
163;8;2;6;2007;49;21
164;8;2;6;2008;26;12
165;8;2;7;2006;64;11
166;8;2;7;2007;65;12
167;8;2;7;2008;73;15
168;8;3;1;2006;410;25
169;8;3;1;2007;413;28
170;8;3;1;2008;355;25
171;8;3;2;2006;109;27
172;8;3;2;2007;132;35
173;8;3;2;2008;117;31
174;8;3;3;2006;25;12
175;8;3;3;2007;26;15
176;8;3;3;2008;29;16
177;8;3;4;2006;8;9
178;8;3;4;2007;21;21
179;8;3;4;2008;10;13
180;8;3;5;2006;11;18
181;8;3;5;2007;6;11
182;8;3;5;2008;4;9
183;8;3;6;2006;81;28
184;8;3;6;2007;55;24
185;8;3;6;2008;55;25
186;8;3;7;2006;177;30
187;8;3;7;2007;173;33
188;8;3;7;2008;141;29
189;8;4;1;2006;742;45
190;8;4;1;2007;627;43
191;8;4;1;2008;575;41
192;8;4;2;2006;122;30
193;8;4;2;2007;117;31
194;8;4;2;2008;109;29
195;8;4;3;2006;127;63
196;8;4;3;2007;117;66
197;8;4;3;2008;100;53
198;8;4;4;2006;48;53
199;8;4;4;2007;38;38
200;8;4;4;2008;35;45
201;8;4;5;2006;28;47
202;8;4;5;2007;26;48
203;8;4;5;2008;11;24
204;8;4;6;2006;128;44
205;8;4;6;2007;88;38
206;8;4;6;2008;98;44
207;8;4;7;2006;289;49
208;8;4;7;2007;242;46
209;8;4;7;2008;219;45
210;9;0;1;2006;1633;100
211;9;0;1;2007;1470;100
212;9;0;1;2008;1398;100
213;9;0;2;2006;406;100
214;9;0;2;2007;379;100
215;9;0;2;2008;377;100
216;9;0;3;2006;201;100
217;9;0;3;2007;178;100
218;9;0;3;2008;187;100
219;9;0;4;2006;91;100
220;9;0;4;2007;100;100
221;9;0;4;2008;78;100
222;9;0;5;2006;60;100
223;9;0;5;2007;54;100
224;9;0;5;2008;46;100
225;9;0;6;2006;291;100
226;9;0;6;2007;234;100
227;9;0;6;2008;224;100
228;9;0;7;2006;585;100
229;9;0;7;2007;525;100
230;9;0;7;2008;485;100
231;9;1;1;2006;128;8
232;9;1;1;2007;172;12
233;9;1;1;2008;131;9
234;9;1;2;2006;26;6
235;9;1;2;2007;33;9
236;9;1;2;2008;22;6
237;9;1;3;2006;28;14
238;9;1;3;2007;32;18
239;9;1;3;2008;31;17
240;9;1;4;2006;9;10
241;9;1;4;2007;12;12
242;9;1;4;2008;12;15
243;9;1;5;2006;12;20
244;9;1;5;2007;20;37
245;9;1;5;2008;18;39
246;9;1;6;2006;16;5
247;9;1;6;2007;44;19
248;9;1;6;2008;21;9
249;9;1;7;2006;37;6
250;9;1;7;2007;30;6
251;9;1;7;2008;27;6
252;9;2;1;2006;235;14
253;9;2;1;2007;184;13
254;9;2;1;2008;181;13
255;9;2;2;2006;65;16
256;9;2;2;2007;44;12
257;9;2;2;2008;51;14
258;9;2;3;2006;36;18
259;9;2;3;2007;30;17
260;9;2;3;2008;33;18
261;9;2;4;2006;15;16
262;9;2;4;2007;25;25
263;9;2;4;2008;12;15
264;9;2;5;2006;17;28
265;9;2;5;2007;12;22
266;9;2;5;2008;12;26
267;9;2;6;2006;63;22
268;9;2;6;2007;34;15
269;9;2;6;2008;44;20
270;9;2;7;2006;39;7
271;9;2;7;2007;40;8
272;9;2;7;2008;29;6
273;9;3;1;2006;597;37
274;9;3;1;2007;434;30
275;9;3;1;2008;448;32
276;9;3;2;2006;155;38
277;9;3;2;2007;112;30
278;9;3;2;2008;124;33
279;9;3;3;2006;65;32
280;9;3;3;2007;38;21
281;9;3;3;2008;37;20
282;9;3;4;2006;20;22
283;9;3;4;2007;31;31
284;9;3;4;2008;13;17
285;9;3;5;2006;13;22
286;9;3;5;2007;8;15
287;9;3;5;2008;10;22
288;9;3;6;2006;118;41
289;9;3;6;2007;71;30
290;9;3;6;2008;86;38
291;9;3;7;2006;228;39
292;9;3;7;2007;174;33
293;9;3;7;2008;177;36
294;9;4;1;2006;673;41
295;9;4;1;2007;680;46
296;9;4;1;2008;638;46
297;9;4;2;2006;160;39
298;9;4;2;2007;190;50
299;9;4;2;2008;180;48
300;9;4;3;2006;72;36
301;9;4;3;2007;78;44
302;9;4;3;2008;86;46
303;9;4;4;2006;47;52
304;9;4;4;2007;32;32
305;9;4;4;2008;41;53
306;9;4;5;2006;18;30
307;9;4;5;2007;14;26
308;9;4;5;2008;6;13
309;9;4;6;2006;94;32
310;9;4;6;2007;85;36
311;9;4;6;2008;73;33
312;9;4;7;2006;281;48
313;9;4;7;2007;281;54
314;9;4;7;2008;252;52
315;10;0;1;2006;1633;100
316;10;0;1;2007;1470;100
317;10;0;1;2008;1398;100
318;10;0;2;2006;406;100
319;10;0;2;2007;379;100
320;10;0;2;2008;377;100
321;10;0;3;2006;201;100
322;10;0;3;2007;178;100
323;10;0;3;2008;187;100
324;10;0;4;2006;91;100
325;10;0;4;2007;100;100
326;10;0;4;2008;78;100
327;10;0;5;2006;60;100
328;10;0;5;2007;54;100
329;10;0;5;2008;46;100
330;10;0;6;2006;291;100
331;10;0;6;2007;234;100
332;10;0;6;2008;224;100
333;10;0;7;2006;585;100
334;10;0;7;2007;525;100
335;10;0;7;2008;485;100
336;10;1;1;2006;246;15
337;10;1;1;2007;268;18
338;10;1;1;2008;245;18
339;10;1;2;2006;55;14
340;10;1;2;2007;53;14
341;10;1;2;2008;48;13
342;10;1;3;2006;29;14
343;10;1;3;2007;32;18
344;10;1;3;2008;32;17
345;10;1;4;2006;35;38
346;10;1;4;2007;29;29
347;10;1;4;2008;27;35
348;10;1;5;2006;20;33
349;10;1;5;2007;16;30
350;10;1;5;2008;18;39
351;10;1;6;2006;51;18
352;10;1;6;2007;62;26
353;10;1;6;2008;61;27
354;10;1;7;2006;56;10
355;10;1;7;2007;76;14
356;10;1;7;2008;60;12
357;10;2;1;2006;369;23
358;10;2;1;2007;305;21
359;10;2;1;2008;335;24
360;10;2;2;2006;111;27
361;10;2;2;2007;77;20
362;10;2;2;2008;86;23
363;10;2;3;2006;28;14
364;10;2;3;2007;25;14
365;10;2;3;2008;46;25
366;10;2;4;2006;4;4
367;10;2;4;2007;25;25
368;10;2;4;2008;23;29
369;10;2;5;2006;11;18
370;10;2;5;2007;14;26
371;10;2;5;2008;19;41
372;10;2;6;2006;90;31
373;10;2;6;2007;69;29
374;10;2;6;2008;65;29
375;10;2;7;2006;125;21
376;10;2;7;2007;96;18
377;10;2;7;2008;98;20
378;10;3;1;2006;750;46
379;10;3;1;2007;638;43
380;10;3;1;2008;551;39
381;10;3;2;2006;203;50
382;10;3;2;2007;188;50
383;10;3;2;2008;184;49
384;10;3;3;2006;103;51
385;10;3;3;2007;76;43
386;10;3;3;2008;68;36
387;10;3;4;2006;23;25
388;10;3;4;2007;38;38
389;10;3;4;2008;15;19
390;10;3;5;2006;16;27
391;10;3;5;2007;16;30
392;10;3;5;2008;5;11
393;10;3;6;2006;118;41
394;10;3;6;2007;81;35
395;10;3;6;2008;73;33
396;10;3;7;2006;286;49
397;10;3;7;2007;240;46
398;10;3;7;2008;204;42
399;10;4;1;2006;268;16
400;10;4;1;2007;259;18
401;10;4;1;2008;267;19
402;10;4;2;2006;37;9
403;10;4;2;2007;61;16
404;10;4;2;2008;59;16
405;10;4;3;2006;41;20
406;10;4;3;2007;45;25
407;10;4;3;2008;41;22
408;10;4;4;2006;29;32
409;10;4;4;2007;8;8
410;10;4;4;2008;13;17
411;10;4;5;2006;13;22
412;10;4;5;2007;8;15
413;10;4;5;2008;4;9
414;10;4;6;2006;32;11
415;10;4;6;2007;22;9
416;10;4;6;2008;25;11
417;10;4;7;2006;118;20
418;10;4;7;2007;113;22
419;10;4;7;2008;123;25
420;11;0;1;2006;1633;100
421;11;0;1;2007;1470;100
422;11;0;1;2008;1398;100
423;11;0;2;2006;406;100
424;11;0;2;2007;379;100
425;11;0;2;2008;377;100
426;11;0;3;2006;201;100
427;11;0;3;2007;178;100
428;11;0;3;2008;187;100
429;11;0;4;2006;91;100
430;11;0;4;2007;100;100
431;11;0;4;2008;78;100
432;11;0;5;2006;60;100
433;11;0;5;2007;54;100
434;11;0;5;2008;46;100
435;11;0;6;2006;291;100
436;11;0;6;2007;234;100
437;11;0;6;2008;224;100
438;11;0;7;2006;585;100
439;11;0;7;2007;525;100
440;11;0;7;2008;485;100
441;11;1;1;2006;140;9
442;11;1;1;2007;141;10
443;11;1;1;2008;144;10
444;11;1;2;2006;28;7
445;11;1;2;2007;34;9
446;11;1;2;2008;30;8
447;11;1;3;2006;12;6
448;11;1;3;2007;10;6
449;11;1;3;2008;19;10
450;11;1;4;2006;18;20
451;11;1;4;2007;16;16
452;11;1;4;2008;13;17
453;11;1;5;2006;4;7
454;11;1;5;2007;11;20
455;11;1;5;2008;12;26
456;11;1;6;2006;48;16
457;11;1;6;2007;29;12
458;11;1;6;2008;27;12
459;11;1;7;2006;31;5
460;11;1;7;2007;40;8
461;11;1;7;2008;43;9
462;11;2;1;2006;206;13
463;11;2;1;2007;166;11
464;11;2;1;2008;183;13
465;11;2;2;2006;79;19
466;11;2;2;2007;49;13
467;11;2;2;2008;55;15
468;11;2;3;2006;20;10
469;11;2;3;2007;16;9
470;11;2;3;2008;10;5
471;11;2;4;2006;2;2
472;11;2;4;2007;16;16
473;11;2;4;2008;29;37
474;11;2;5;2006;14;23
475;11;2;5;2007;0;0
476;11;2;5;2008;0;0
477;11;2;6;2006;29;10
478;11;2;6;2007;33;14
479;11;2;6;2008;36;16
480;11;2;7;2006;62;11
481;11;2;7;2007;52;10
482;11;2;7;2008;53;11
483;11;3;1;2006;415;25
484;11;3;1;2007;354;24
485;11;3;1;2008;320;23
486;11;3;2;2006;137;34
487;11;3;2;2007;120;32
488;11;3;2;2008;102;27
489;11;3;3;2006;39;19
490;11;3;3;2007;26;15
491;11;3;3;2008;29;16
492;11;3;4;2006;16;18
493;11;3;4;2007;17;17
494;11;3;4;2008;6;8
495;11;3;5;2006;6;10
496;11;3;5;2007;7;13
497;11;3;5;2008;10;22
498;11;3;6;2006;66;23
499;11;3;6;2007;55;24
500;11;3;6;2008;55;25
501;11;3;7;2006;152;26
502;11;3;7;2007;129;25
503;11;3;7;2008;118;24
504;11;4;1;2006;872;53
505;11;4;1;2007;809;55
506;11;4;1;2008;751;54
507;11;4;2;2006;162;40
508;11;4;2;2007;176;46
509;11;4;2;2008;190;50
510;11;4;3;2006;130;65
511;11;4;3;2007;126;71
512;11;4;3;2008;129;69
513;11;4;4;2006;55;60
514;11;4;4;2007;51;51
515;11;4;4;2008;30;38
516;11;4;5;2006;36;60
517;11;4;5;2007;36;67
518;11;4;5;2008;24;52
519;11;4;6;2006;148;51
520;11;4;6;2007;117;50
521;11;4;6;2008;106;47
522;11;4;7;2006;340;58
523;11;4;7;2007;304;58
524;11;4;7;2008;271;56
