ID;RegioS;Perioden;JongerenMetJeugdhulpInNatura_1;JongerenMetJeugdhMetVerblInNat_2;JongerenMetJeugdbescherming_3;JeugdbeschEnJeugdhMetVerblInNat_4;JongerenMetJeugdreclassering_5
33;West-Nederland (LD);1e halfjaar 2022;11.1;8.2;1.0;46.0;0.3
34;West-Nederland (LD);2e halfjaar 2022;11.4;8.1;0.9;46.3;0.3
35;West-Nederland (LD);2022;13.4;7.7;1.1;45.7;0.4
36;West-Nederland (LD);1e halfjaar 2023;11.5;7.8;0.9;47.9;0.3
37;West-Nederland (LD);2e halfjaar 2023;11.5;8.1;0.8;48.6;0.3
38;West-Nederland (LD);2023;13.7;7.5;1.0;47.8;0.4
39;West-Nederland (LD);1e half jaar 2024;10.9;7.6;0.8;45.9;0.3
40;Zuid-Nederland (LD);1e halfjaar 2021;11.5;9.4;1.2;44.0;0.3
41;Zuid-Nederland (LD);2e halfjaar 2021;11.6;9.5;1.1;45.1;0.2
42;Zuid-Nederland (LD);2021;13.8;8.9;1.2;44.9;0.3
43;Zuid-Nederland (LD);1e halfjaar 2022;11.5;9.1;1.1;45.5;0.2
44;Zuid-Nederland (LD);2e halfjaar 2022;11.8;8.9;1.0;45.4;0.2
45;Zuid-Nederland (LD);2022;13.9;8.4;1.2;45.4;0.3
46;Zuid-Nederland (LD);1e halfjaar 2023;11.9;8.3;1.0;45.4;0.2
47;Zuid-Nederland (LD);2e halfjaar 2023;12.1;8.3;0.9;45.6;0.2
48;Zuid-Nederland (LD);2023;14.3;7.8;1.1;45.0;0.3
49;Zuid-Nederland (LD);1e half jaar 2024;11.8;7.3;0.9;40.7;0.3
50;Groningen (PV);1e halfjaar 2021;13.0;13.3;1.4;54.0;0.4
51;Groningen (PV);2e halfjaar 2021;13.0;13.1;1.4;52.6;0.3
52;Groningen (PV);2021;15.2;13.3;1.6;55.8;0.4
53;Groningen (PV);1e halfjaar 2022;13.2;13.1;1.4;55.6;0.3
54;Groningen (PV);2e halfjaar 2022;13.3;13.6;1.4;56.6;0.3
55;Groningen (PV);2022;15.4;12.7;1.6;55.7;0.4
56;Groningen (PV);1e halfjaar 2023;13.3;11.7;1.2;54.1;0.3
57;Groningen (PV);2e halfjaar 2023;13.3;11.8;1.2;53.0;0.3
58;Groningen (PV);2023;15.5;11.3;1.4;54.8;0.4
59;Groningen (PV);1e half jaar 2024;13.2;10.5;1.2;49.9;0.3
60;Fryslân (PV);1e halfjaar 2021;11.1;12.9;1.5;49.9;0.2
61;Fryslân (PV);2e halfjaar 2021;10.9;12.8;1.5;48.3;0.3
62;Fryslân (PV);2021;13.2;12.0;1.6;50.5;0.3
63;Fryslân (PV);1e halfjaar 2022;11.4;12.0;1.5;47.5;0.2
64;Fryslân (PV);2e halfjaar 2022;11.7;11.6;1.5;46.8;0.3
65;Fryslân (PV);2022;13.6;11.0;1.6;47.6;0.3
66;Fryslân (PV);1e halfjaar 2023;12.0;10.9;1.4;47.9;0.3
67;Fryslân (PV);2e halfjaar 2023;11.8;11.2;1.3;48.3;0.3
68;Fryslân (PV);2023;14.1;10.4;1.5;48.3;0.3
69;Fryslân (PV);1e half jaar 2024;11.5;10.6;1.3;48.8;0.3
70;Drenthe (PV);1e halfjaar 2021;12.2;12.0;1.2;58.1;0.3
71;Drenthe (PV);2e halfjaar 2021;12.2;12.3;1.2;56.4;0.3
72;Drenthe (PV);2021;14.3;11.9;1.3;58.4;0.4
73;Drenthe (PV);1e halfjaar 2022;11.9;11.8;1.1;53.9;0.3
74;Drenthe (PV);2e halfjaar 2022;11.9;11.7;1.0;55.8;0.3
75;Drenthe (PV);2022;13.9;11.5;1.2;54.9;0.4
76;Drenthe (PV);1e halfjaar 2023;12.0;10.9;1.0;55.6;0.3
77;Drenthe (PV);2e halfjaar 2023;11.8;11.3;1.0;57.2;0.3
78;Drenthe (PV);2023;14.0;10.8;1.1;56.6;0.4
79;Drenthe (PV);1e half jaar 2024;11.8;11.0;1.0;55.3;0.4
80;Overijssel (PV);1e halfjaar 2021;10.2;13.9;1.3;53.0;0.3
81;Overijssel (PV);2e halfjaar 2021;10.3;13.9;1.3;52.5;0.3
82;Overijssel (PV);2021;12.0;13.1;1.5;52.7;0.3
83;Overijssel (PV);1e halfjaar 2022;10.5;13.3;1.3;53.8;0.3
84;Overijssel (PV);2e halfjaar 2022;10.6;13.4;1.2;55.3;0.3
85;Overijssel (PV);2022;12.3;12.5;1.4;54.0;0.3
86;Overijssel (PV);1e halfjaar 2023;10.7;12.7;1.2;55.9;0.3
87;Overijssel (PV);2e halfjaar 2023;10.8;12.4;1.2;55.4;0.3
88;Overijssel (PV);2023;12.5;11.9;1.3;56.0;0.3
89;Overijssel (PV);1e half jaar 2024;10.5;11.6;1.1;54.6;0.3
90;Flevoland (PV);1e halfjaar 2021;10.2;11.8;1.2;48.0;0.4
91;Flevoland (PV);2e halfjaar 2021;10.5;12.3;1.3;51.2;0.4
92;Flevoland (PV);2021;12.3;11.3;1.4;49.4;0.4
93;Flevoland (PV);1e halfjaar 2022;10.0;10.9;1.3;45.9;0.4
94;Flevoland (PV);2e halfjaar 2022;10.3;10.6;1.3;46.0;0.4
95;Flevoland (PV);2022;12.1;9.9;1.4;45.6;0.4
96;Flevoland (PV);1e halfjaar 2023;10.3;10.0;1.2;45.2;0.4
97;Flevoland (PV);2e halfjaar 2023;10.5;9.9;1.2;45.2;0.4
98;Flevoland (PV);2023;12.5;9.1;1.4;44.5;0.5
99;Flevoland (PV);1e half jaar 2024;10.4;9.1;1.1;44.4;0.4
100;Gelderland (PV);1e halfjaar 2021;11.7;10.5;1.2;48.0;0.2
101;Gelderland (PV);2e halfjaar 2021;11.7;10.7;1.2;47.6;0.2
102;Gelderland (PV);2021;13.8;10.0;1.4;48.0;0.3
103;Gelderland (PV);1e halfjaar 2022;11.7;9.6;1.1;44.8;0.2
104;Gelderland (PV);2e halfjaar 2022;11.8;9.5;1.1;45.8;0.2
105;Gelderland (PV);2022;13.9;9.1;1.2;46.0;0.2
106;Gelderland (PV);1e halfjaar 2023;12.3;8.7;1.0;47.9;0.2
107;Gelderland (PV);2e halfjaar 2023;12.6;8.7;1.0;49.0;0.2
108;Gelderland (PV);2023;14.6;8.3;1.1;48.0;0.3
109;Gelderland (PV);1e half jaar 2024;12.1;8.3;0.9;49.9;0.2
110;Utrecht (PV);1e halfjaar 2021;11.5;6.6;0.9;43.3;0.2
111;Utrecht (PV);2e halfjaar 2021;11.8;6.4;0.9;43.7;0.2
112;Utrecht (PV);2021;13.9;6.2;1.0;43.8;0.3
113;Utrecht (PV);1e halfjaar 2022;12.0;6.3;0.9;43.4;0.2
114;Utrecht (PV);2e halfjaar 2022;12.1;6.3;0.9;41.9;0.2
115;Utrecht (PV);2022;14.2;6.0;1.0;42.3;0.2
116;Utrecht (PV);1e halfjaar 2023;12.1;6.1;0.8;44.8;0.2
117;Utrecht (PV);2e halfjaar 2023;12.0;6.4;0.8;45.0;0.2
118;Utrecht (PV);2023;14.3;5.8;0.9;43.8;0.2
119;Utrecht (PV);1e half jaar 2024;11.4;5.8;0.8;43.9;0.2
120;Noord-Holland (PV);1e halfjaar 2021;10.7;8.5;0.9;46.4;0.3
121;Noord-Holland (PV);2e halfjaar 2021;10.7;8.7;0.9;46.1;0.3
122;Noord-Holland (PV);2021;12.8;8.0;1.0;46.1;0.4
123;Noord-Holland (PV);1e halfjaar 2022;11.2;7.9;0.9;46.1;0.3
124;Noord-Holland (PV);2e halfjaar 2022;11.5;7.7;0.8;47.0;0.3
125;Noord-Holland (PV);2022;13.4;7.4;0.9;45.8;0.3
126;Noord-Holland (PV);1e halfjaar 2023;11.5;7.4;0.7;48.4;0.3
127;Noord-Holland (PV);2e halfjaar 2023;11.5;7.9;0.7;49.2;0.3
128;Noord-Holland (PV);2023;13.6;7.1;0.8;48.1;0.3
129;Noord-Holland (PV);1e half jaar 2024;11.0;7.3;0.7;45.8;0.3
130;Zuid-Holland (PV);1e halfjaar 2021;10.3;9.5;1.1;46.6;0.4
131;Zuid-Holland (PV);2e halfjaar 2021;10.3;9.7;1.1;47.3;0.4
132;Zuid-Holland (PV);2021;12.4;9.0;1.2;46.9;0.4
133;Zuid-Holland (PV);1e halfjaar 2022;10.6;9.0;1.0;46.4;0.4
134;Zuid-Holland (PV);2e halfjaar 2022;10.9;8.8;1.0;47.2;0.4
135;Zuid-Holland (PV);2022;12.9;8.4;1.2;46.5;0.4
136;Zuid-Holland (PV);1e halfjaar 2023;11.1;8.5;0.9;48.8;0.4
137;Zuid-Holland (PV);2e halfjaar 2023;11.1;8.8;0.9;49.8;0.4
138;Zuid-Holland (PV);2023;13.2;8.2;1.1;48.9;0.4
139;Zuid-Holland (PV);1e half jaar 2024;10.4;8.4;0.9;47.0;0.4
140;Zeeland (PV);1e halfjaar 2021;12.2;12.1;1.3;50.7;0.3
141;Zeeland (PV);2e halfjaar 2021;12.4;12.0;1.4;48.2;0.3
142;Zeeland (PV);2021;14.5;11.4;1.5;48.9;0.3
143;Zeeland (PV);1e halfjaar 2022;12.9;10.9;1.4;48.8;0.3
144;Zeeland (PV);2e halfjaar 2022;13.2;10.8;1.3;47.9;0.3
145;Zeeland (PV);2022;15.2;10.4;1.5;48.4;0.4
146;Zeeland (PV);1e halfjaar 2023;13.7;9.6;1.2;46.9;0.3
147;Zeeland (PV);2e halfjaar 2023;13.7;9.9;1.3;46.7;0.3
148;Zeeland (PV);2023;16.1;9.4;1.4;47.1;0.3
149;Zeeland (PV);1e half jaar 2024;13.6;9.0;1.3;43.2;0.3
150;Noord-Brabant (PV);1e halfjaar 2021;10.9;8.6;1.0;43.1;0.2
151;Noord-Brabant (PV);2e halfjaar 2021;10.9;8.7;1.0;43.7;0.2
152;Noord-Brabant (PV);2021;13.1;8.1;1.1;43.7;0.3
153;Noord-Brabant (PV);1e halfjaar 2022;10.9;8.1;0.9;44.0;0.2
154;Noord-Brabant (PV);2e halfjaar 2022;11.3;7.9;0.9;43.7;0.2
155;Noord-Brabant (PV);2022;13.3;7.4;1.0;43.5;0.3
156;Noord-Brabant (PV);1e halfjaar 2023;11.4;7.4;0.9;43.6;0.2
157;Noord-Brabant (PV);2e halfjaar 2023;11.7;7.3;0.8;43.7;0.2
158;Noord-Brabant (PV);2023;13.9;6.9;1.0;42.8;0.3
159;Noord-Brabant (PV);1e half jaar 2024;11.4;6.2;0.8;36.8;0.2
160;Limburg (PV);1e halfjaar 2021;13.3;11.1;1.5;45.7;0.3
161;Limburg (PV);2e halfjaar 2021;13.5;11.3;1.5;47.6;0.3
162;Limburg (PV);2021;15.6;10.7;1.6;47.0;0.4
163;Limburg (PV);1e halfjaar 2022;13.2;11.2;1.4;48.2;0.3
164;Limburg (PV);2e halfjaar 2022;13.2;11.1;1.3;48.5;0.3
165;Limburg (PV);2022;15.5;10.6;1.6;48.6;0.3
166;Limburg (PV);1e halfjaar 2023;13.1;10.6;1.3;48.7;0.3
167;Limburg (PV);2e halfjaar 2023;13.2;10.7;1.3;49.0;0.3
168;Limburg (PV);2023;15.5;10.1;1.4;48.8;0.4
169;Limburg (PV);1e half jaar 2024;13.0;10.3;1.3;47.8;0.3
170;Aa en Hunze;1e halfjaar 2021;11.5;13.7;1.5;61.9;
171;Aa en Hunze;2e halfjaar 2021;11.7;13.6;1.5;57.1;
172;Aa en Hunze;2021;13.5;12.5;1.6;58.2;
173;Aa en Hunze;1e halfjaar 2022;11.9;11.6;1.2;59.6;
174;Aa en Hunze;2e halfjaar 2022;11.6;13.5;1.3;59.6;
175;Aa en Hunze;2022;13.7;12.9;1.4;61.7;
176;Aa en Hunze;1e halfjaar 2023;12.1;11.9;1.1;45.7;
177;Aa en Hunze;2e halfjaar 2023;11.5;12.7;0.9;53.8;
178;Aa en Hunze;2023;13.9;11.7;1.0;51.1;
179;Aa en Hunze;1e half jaar 2024;11.2;11.2;0.8;66.7;
180;Aalsmeer;1e halfjaar 2021;10.0;5.8;0.6;65.9;
181;Aalsmeer;2e halfjaar 2021;10.1;5.8;0.5;62.9;
182;Aalsmeer;2021;12.4;5.1;0.6;55.8;0.2
183;Aalsmeer;1e halfjaar 2022;10.7;6.1;0.5;54.8;0.2
184;Aalsmeer;2e halfjaar 2022;11.6;5.9;0.5;60.6;0.2
185;Aalsmeer;2022;13.6;5.5;0.5;63.9;0.2
186;Aalsmeer;1e halfjaar 2023;12.6;4.8;0.5;57.6;0.2
187;Aalsmeer;2e halfjaar 2023;13.0;4.9;0.7;46.7;0.2
188;Aalsmeer;2023;15.3;4.3;0.7;47.8;0.2
189;Aalsmeer;1e half jaar 2024;13.0;5.1;0.6;67.6;
190;Aalten;1e halfjaar 2021;10.8;11.9;0.9;56.3;
191;Aalten;2e halfjaar 2021;10.9;11.2;0.9;56.5;
192;Aalten;2021;12.7;11.2;1.0;62.0;
193;Aalten;1e halfjaar 2022;11.7;10.2;0.8;51.3;
194;Aalten;2e halfjaar 2022;11.2;11.7;0.9;61.4;
195;Aalten;2022;13.6;10.3;1.0;62.0;0.2
196;Aalten;1e halfjaar 2023;10.9;11.4;0.8;58.5;
197;Aalten;2e halfjaar 2023;11.1;9.9;0.7;58.8;
198;Aalten;2023;13.0;9.5;0.8;59.0;
199;Aalten;1e half jaar 2024;10.5;8.8;0.6;43.8;
200;Achtkarspelen;1e halfjaar 2021;10.9;15.7;1.8;54.8;
201;Achtkarspelen;2e halfjaar 2021;10.8;14.2;1.7;48.0;
202;Achtkarspelen;2021;12.9;14.1;1.9;50.4;
203;Achtkarspelen;1e halfjaar 2022;10.9;10.3;1.3;50.0;
204;Achtkarspelen;2e halfjaar 2022;11.0;10.4;1.2;49.3;
205;Achtkarspelen;2022;13.1;9.5;1.3;49.4;
206;Achtkarspelen;1e halfjaar 2023;10.9;11.3;1.0;63.8;
207;Achtkarspelen;2e halfjaar 2023;11.1;12.8;1.0;76.7;
208;Achtkarspelen;2023;13.0;11.6;1.1;70.3;
209;Achtkarspelen;1e half jaar 2024;10.2;14.5;1.2;67.6;
210;Alblasserdam;1e halfjaar 2021;12.2;10.8;1.1;52.0;
211;Alblasserdam;2e halfjaar 2021;12.0;10.4;1.1;54.0;
212;Alblasserdam;2021;14.5;9.7;1.3;48.3;
213;Alblasserdam;1e halfjaar 2022;13.0;7.5;1.0;41.9;
214;Alblasserdam;2e halfjaar 2022;12.5;8.7;1.0;50.0;
215;Alblasserdam;2022;15.4;7.6;1.1;49.0;
216;Alblasserdam;1e halfjaar 2023;12.2;6.9;0.8;44.7;
217;Alblasserdam;2e halfjaar 2023;11.5;7.3;0.9;48.7;
218;Alblasserdam;2023;14.2;6.8;1.0;48.9;
219;Alblasserdam;1e half jaar 2024;12.0;8.7;0.7;50.0;
220;Albrandswaard;1e halfjaar 2021;6.5;8.5;0.5;51.7;0.3
221;Albrandswaard;2e halfjaar 2021;7.1;5.8;0.6;40.6;0.3
222;Albrandswaard;2021;8.4;6.4;0.6;43.8;0.3
223;Albrandswaard;1e halfjaar 2022;7.7;3.9;0.5;29.6;
224;Albrandswaard;2e halfjaar 2022;7.7;5.8;0.4;45.5;0.2
225;Albrandswaard;2022;9.4;5.1;0.5;39.3;0.3
226;Albrandswaard;1e halfjaar 2023;8.9;6.4;0.4;44.0;
227;Albrandswaard;2e halfjaar 2023;8.8;5.7;0.4;40.9;0.2
228;Albrandswaard;2023;10.5;5.6;0.5;46.2;0.2
229;Albrandswaard;1e half jaar 2024;8.5;3.4;0.4;;0.2
230;Alkmaar;1e halfjaar 2021;12.7;9.4;1.5;43.2;0.3
231;Alkmaar;2e halfjaar 2021;12.9;8.8;1.3;40.7;0.2
232;Alkmaar;2021;15.0;8.6;1.6;41.7;0.3
233;Alkmaar;1e halfjaar 2022;13.6;7.7;1.3;42.0;0.2
234;Alkmaar;2e halfjaar 2022;13.7;8.1;1.3;40.1;0.2
235;Alkmaar;2022;15.9;7.9;1.5;42.4;0.3
236;Alkmaar;1e halfjaar 2023;13.9;8.0;1.2;45.3;0.3
237;Alkmaar;2e halfjaar 2023;13.9;8.1;1.2;42.9;0.3
238;Alkmaar;2023;16.3;7.6;1.3;42.9;0.3
239;Alkmaar;1e half jaar 2024;13.5;6.5;1.2;32.4;0.3
240;Almelo;1e halfjaar 2021;12.5;17.2;2.0;54.1;0.4
241;Almelo;2e halfjaar 2021;12.4;17.0;2.0;49.8;0.4
242;Almelo;2021;14.6;16.5;2.2;52.6;0.5
243;Almelo;1e halfjaar 2022;12.7;18.0;2.2;57.6;0.4
244;Almelo;2e halfjaar 2022;12.9;16.8;2.1;55.5;0.4
245;Almelo;2022;14.6;16.7;2.3;58.5;0.5
246;Almelo;1e halfjaar 2023;13.1;17.7;2.0;59.1;0.5
247;Almelo;2e halfjaar 2023;13.6;17.0;1.8;62.2;0.4
248;Almelo;2023;15.3;16.4;2.1;59.8;0.5
249;Almelo;1e half jaar 2024;13.7;16.1;1.7;64.7;0.5
250;Almere;1e halfjaar 2021;10.7;9.0;1.0;41.6;0.4
251;Almere;2e halfjaar 2021;11.1;9.4;1.1;44.2;0.4
252;Almere;2021;12.9;8.7;1.2;44.0;0.5
253;Almere;1e halfjaar 2022;10.7;9.1;1.1;45.9;0.5
254;Almere;2e halfjaar 2022;11.1;8.7;1.2;42.9;0.5
255;Almere;2022;13.0;8.1;1.3;43.2;0.5
256;Almere;1e halfjaar 2023;11.3;8.2;1.2;40.6;0.5
257;Almere;2e halfjaar 2023;11.6;8.1;1.2;41.0;0.5
258;Almere;2023;13.7;7.5;1.4;40.8;0.6
259;Almere;1e half jaar 2024;11.6;7.4;1.1;40.5;0.5
260;Alphen aan den Rijn;1e halfjaar 2021;11.9;7.4;1.1;43.9;0.3
261;Alphen aan den Rijn;2e halfjaar 2021;11.4;7.8;1.0;46.3;0.3
262;Alphen aan den Rijn;2021;13.9;7.0;1.2;45.4;0.4
263;Alphen aan den Rijn;1e halfjaar 2022;11.7;8.8;1.0;48.9;0.2
264;Alphen aan den Rijn;2e halfjaar 2022;11.7;8.9;1.0;52.5;0.3
265;Alphen aan den Rijn;2022;14.3;8.2;1.1;51.4;0.3
266;Alphen aan den Rijn;1e halfjaar 2023;11.8;8.5;0.9;54.1;0.2
267;Alphen aan den Rijn;2e halfjaar 2023;11.8;9.2;0.9;58.2;0.2
268;Alphen aan den Rijn;2023;13.8;8.5;1.0;57.2;0.3
269;Alphen aan den Rijn;1e half jaar 2024;6.9;11.3;0.8;51.8;0.2
270;Alphen-Chaam;1e halfjaar 2021;8.9;6.6;0.5;;
271;Alphen-Chaam;2e halfjaar 2021;9.2;5.2;0.5;;
272;Alphen-Chaam;2021;11.3;5.6;0.5;;
273;Alphen-Chaam;1e halfjaar 2022;10.5;4.6;0.4;;
274;Alphen-Chaam;2e halfjaar 2022;11.0;;;;
275;Alphen-Chaam;2022;12.7;3.8;0.5;;
276;Alphen-Chaam;1e halfjaar 2023;10.2;;;;
277;Alphen-Chaam;2e halfjaar 2023;9.8;4.4;;;
278;Alphen-Chaam;2023;12.0;3.6;;;
279;Alphen-Chaam;1e half jaar 2024;9.8;4.4;;;
280;Altena;1e halfjaar 2021;9.8;8.8;0.9;47.7;
281;Altena;2e halfjaar 2021;9.8;8.8;0.9;48.6;
282;Altena;2021;11.8;8.1;1.0;48.3;
283;Altena;1e halfjaar 2022;10.0;8.6;0.8;50.0;
284;Altena;2e halfjaar 2022;10.2;8.3;0.7;50.0;
285;Altena;2022;12.3;8.1;0.9;52.8;
286;Altena;1e halfjaar 2023;10.5;7.3;0.8;51.6;
287;Altena;2e halfjaar 2023;10.2;7.5;0.7;48.7;0.1
288;Altena;2023;12.6;6.8;0.8;45.8;0.1
289;Altena;1e half jaar 2024;9.8;5.6;0.7;32.6;0.1
290;Ameland;1e halfjaar 2021;9.6;;;;
291;Ameland;2e halfjaar 2021;6.8;;;;
292;Ameland;2021;10.4;;;;
293;Ameland;1e halfjaar 2022;7.2;;;;
294;Ameland;2e halfjaar 2022;6.7;;;;
295;Ameland;2022;8.1;;;;
296;Ameland;1e halfjaar 2023;5.6;;;;
297;Ameland;2e halfjaar 2023;4.5;;;;
298;Ameland;2023;6.9;;;;
299;Ameland;1e half jaar 2024;;;;;
300;Amersfoort;1e halfjaar 2021;11.6;7.6;0.9;47.9;0.3
301;Amersfoort;2e halfjaar 2021;11.6;7.3;0.9;46.1;0.3
302;Amersfoort;2021;14.3;6.9;1.0;47.9;0.3
303;Amersfoort;1e halfjaar 2022;12.8;6.7;1.0;46.1;0.3
304;Amersfoort;2e halfjaar 2022;13.2;6.7;0.9;46.5;0.3
305;Amersfoort;2022;15.4;6.2;1.0;45.8;0.3
306;Amersfoort;1e halfjaar 2023;13.3;6.2;0.9;50.3;0.2
307;Amersfoort;2e halfjaar 2023;13.5;6.5;0.8;48.9;0.2
308;Amersfoort;2023;15.8;6.0;0.9;48.7;0.3
309;Amersfoort;1e half jaar 2024;12.1;6.1;0.7;49.6;0.2
310;Amstelveen;1e halfjaar 2021;9.4;4.8;0.5;41.9;0.3
311;Amstelveen;2e halfjaar 2021;9.2;4.9;0.5;37.9;0.2
312;Amstelveen;2021;11.4;4.4;0.5;38.6;0.3
313;Amstelveen;1e halfjaar 2022;9.1;4.6;0.5;32.0;0.2
314;Amstelveen;2e halfjaar 2022;9.4;4.6;0.5;31.6;0.3
315;Amstelveen;2022;11.1;4.4;0.6;29.8;0.3
316;Amstelveen;1e halfjaar 2023;9.4;4.2;0.5;34.0;0.2
317;Amstelveen;2e halfjaar 2023;9.6;3.8;0.5;30.0;0.2
318;Amstelveen;2023;11.4;3.6;0.5;30.5;0.2
319;Amstelveen;1e half jaar 2024;9.8;3.3;0.4;31.6;0.2
320;Amsterdam;1e halfjaar 2021;11.4;8.1;0.8;51.5;0.6
321;Amsterdam;2e halfjaar 2021;11.3;8.4;0.8;49.8;0.5
322;Amsterdam;2021;13.6;7.7;0.9;51.3;0.6
323;Amsterdam;1e halfjaar 2022;11.7;8.0;0.8;51.4;0.5
324;Amsterdam;2e halfjaar 2022;12.0;7.9;0.8;52.7;0.4
325;Amsterdam;2022;14.0;7.4;0.9;51.0;0.5
326;Amsterdam;1e halfjaar 2023;11.8;7.8;0.7;54.1;0.4
327;Amsterdam;2e halfjaar 2023;11.8;8.2;0.6;55.3;0.4
328;Amsterdam;2023;14.2;7.3;0.7;53.1;0.5
329;Amsterdam;1e half jaar 2024;10.9;8.1;0.6;53.6;0.4
330;Apeldoorn;1e halfjaar 2021;11.6;11.4;1.5;40.7;0.3
331;Apeldoorn;2e halfjaar 2021;11.8;12.0;1.5;43.3;0.2
332;Apeldoorn;2021;13.9;11.2;1.6;44.8;0.3
333;Apeldoorn;1e halfjaar 2022;12.3;10.2;1.5;40.9;0.2
334;Apeldoorn;2e halfjaar 2022;12.4;10.4;1.4;40.3;0.2
335;Apeldoorn;2022;14.6;9.7;1.6;41.8;0.3
336;Apeldoorn;1e halfjaar 2023;13.1;9.0;1.4;43.7;0.2
337;Apeldoorn;2e halfjaar 2023;13.5;9.1;1.3;44.3;0.2
338;Apeldoorn;2023;15.4;8.8;1.5;44.0;0.2
339;Apeldoorn;1e half jaar 2024;12.6;9.0;1.2;47.6;0.2
340;Arnhem;1e halfjaar 2021;11.9;10.5;1.2;43.4;0.6
341;Arnhem;2e halfjaar 2021;12.0;11.0;1.2;44.0;0.6
342;Arnhem;2021;14.2;10.1;1.4;44.4;0.7
343;Arnhem;1e halfjaar 2022;12.2;11.2;1.2;44.7;0.5
344;Arnhem;2e halfjaar 2022;12.9;10.9;1.2;50.0;0.5
345;Arnhem;2022;14.9;10.5;1.4;46.6;0.7
346;Arnhem;1e halfjaar 2023;13.2;10.0;1.1;50.1;0.6
347;Arnhem;2e halfjaar 2023;13.4;10.6;1.1;51.3;0.6
348;Arnhem;2023;15.8;9.9;1.3;51.8;0.7
349;Arnhem;1e half jaar 2024;12.6;9.3;1.0;50.2;0.5
350;Assen;1e halfjaar 2021;15.0;12.4;1.2;60.7;0.6
351;Assen;2e halfjaar 2021;15.1;12.2;1.2;56.6;0.7
352;Assen;2021;17.6;12.3;1.3;60.8;0.8
353;Assen;1e halfjaar 2022;15.0;10.8;1.0;53.7;0.7
354;Assen;2e halfjaar 2022;15.0;10.0;1.0;51.6;0.6
355;Assen;2022;17.2;10.3;1.1;54.2;0.7
356;Assen;1e halfjaar 2023;15.0;9.2;0.9;51.6;0.5
357;Assen;2e halfjaar 2023;14.5;9.0;0.9;59.3;0.5
358;Assen;2023;17.2;8.6;1.0;53.4;0.6
359;Assen;1e half jaar 2024;14.7;8.5;0.9;57.9;0.6
360;Asten;1e halfjaar 2021;9.6;10.5;1.2;55.6;
361;Asten;2e halfjaar 2021;8.7;13.1;1.1;66.7;
362;Asten;2021;10.8;10.5;1.2;60.5;
363;Asten;1e halfjaar 2022;8.2;11.8;0.8;68.0;
364;Asten;2e halfjaar 2022;8.8;12.1;0.9;66.7;
