ID;RegioS;Perioden;JongerenMetJeugdhulpInNatura_1;JongerenMetJeugdhMetVerblInNat_2;JongerenMetJeugdbescherming_3;JeugdbeschEnJeugdhMetVerblInNat_4;JongerenMetJeugdreclassering_5
2253;Noordenveld;1e halfjaar 2022;10.4;8.2;0.5;51.9;0.2
2254;Noordenveld;2e halfjaar 2022;10.4;9.4;0.6;48.4;
2255;Noordenveld;2022;12.4;8.7;0.6;48.5;0.2
2256;Noordenveld;1e halfjaar 2023;10.4;8.0;0.5;51.9;0.3
2257;Noordenveld;2e halfjaar 2023;10.4;8.3;0.5;61.5;0.3
2258;Noordenveld;2023;12.2;7.9;0.5;55.2;0.3
2259;Noordenveld;1e half jaar 2024;10.7;7.5;0.6;55.9;0.3
2260;Noordoostpolder;1e halfjaar 2021;9.1;15.8;1.4;55.1;0.1
2261;Noordoostpolder;2e halfjaar 2021;8.8;16.6;1.4;58.6;0.2
2262;Noordoostpolder;2021;10.5;14.8;1.5;57.1;0.2
2263;Noordoostpolder;1e halfjaar 2022;8.5;14.1;1.2;50.4;0.3
2264;Noordoostpolder;2e halfjaar 2022;8.5;14.2;1.1;54.8;0.2
2265;Noordoostpolder;2022;10.1;12.7;1.3;51.1;0.3
2266;Noordoostpolder;1e halfjaar 2023;8.3;11.3;0.9;50.0;0.2
2267;Noordoostpolder;2e halfjaar 2023;8.4;10.6;0.9;48.0;0.1
2268;Noordoostpolder;2023;9.9;10.2;1.1;46.6;0.2
2269;Noordoostpolder;1e half jaar 2024;8.8;9.1;0.9;51.6;0.1
2270;Noordwijk;1e halfjaar 2021;12.5;5.4;0.5;59.5;
2271;Noordwijk;2e halfjaar 2021;12.2;4.6;0.5;47.6;0.2
2272;Noordwijk;2021;14.7;4.9;0.6;54.3;0.2
2273;Noordwijk;1e halfjaar 2022;12.1;4.5;0.5;40.5;0.2
2274;Noordwijk;2e halfjaar 2022;12.5;4.6;0.5;41.0;0.2
2275;Noordwijk;2022;14.8;4.4;0.5;39.5;0.2
2276;Noordwijk;1e halfjaar 2023;12.8;4.2;0.5;46.2;0.2
2277;Noordwijk;2e halfjaar 2023;13.4;4.4;0.6;47.7;0.2
2278;Noordwijk;2023;15.6;3.9;0.6;47.9;0.3
2279;Noordwijk;1e half jaar 2024;13.5;3.5;0.6;37.0;0.2
2280;Nuenen, Gerwen en Nederwetten;1e halfjaar 2021;9.1;8.4;0.7;48.4;
2281;Nuenen, Gerwen en Nederwetten;2e halfjaar 2021;9.0;7.2;0.6;55.6;
2282;Nuenen, Gerwen en Nederwetten;2021;10.9;7.4;0.7;46.9;
2283;Nuenen, Gerwen en Nederwetten;1e halfjaar 2022;8.2;8.2;0.4;47.1;
2284;Nuenen, Gerwen en Nederwetten;2e halfjaar 2022;9.0;7.5;0.4;;
2285;Nuenen, Gerwen en Nederwetten;2022;10.2;6.8;0.4;;
2286;Nuenen, Gerwen en Nederwetten;1e halfjaar 2023;9.2;5.3;0.3;;
2287;Nuenen, Gerwen en Nederwetten;2e halfjaar 2023;10.0;5.1;0.2;;
2288;Nuenen, Gerwen en Nederwetten;2023;11.3;4.7;0.3;;
2289;Nuenen, Gerwen en Nederwetten;1e half jaar 2024;9.9;3.6;;;
2290;Nunspeet;1e halfjaar 2021;8.9;11.9;1.4;43.5;
2291;Nunspeet;2e halfjaar 2021;9.6;12.0;1.3;48.1;0.2
2292;Nunspeet;2021;11.1;11.1;1.5;44.8;0.2
2293;Nunspeet;1e halfjaar 2022;9.6;10.9;1.1;42.9;
2294;Nunspeet;2e halfjaar 2022;10.3;10.1;1.1;42.9;0.2
2295;Nunspeet;2022;12.3;9.7;1.2;47.4;0.2
2296;Nunspeet;1e halfjaar 2023;9.6;8.6;0.9;37.3;0.3
2297;Nunspeet;2e halfjaar 2023;10.1;8.2;0.9;41.4;0.3
2298;Nunspeet;2023;11.9;7.9;1.0;37.3;0.3
2299;Nunspeet;1e half jaar 2024;9.8;7.4;0.7;41.7;
2300;Oegstgeest;1e halfjaar 2021;11.8;3.6;0.6;;
2301;Oegstgeest;2e halfjaar 2021;11.8;2.9;0.6;;
2302;Oegstgeest;2021;14.0;3.2;0.6;;
2303;Oegstgeest;1e halfjaar 2022;11.3;2.8;0.6;28.1;
2304;Oegstgeest;2e halfjaar 2022;12.1;3.1;0.5;30.0;
2305;Oegstgeest;2022;14.2;3.1;0.6;27.8;
2306;Oegstgeest;1e halfjaar 2023;12.7;3.6;0.5;41.4;
2307;Oegstgeest;2e halfjaar 2023;12.5;3.6;0.5;51.9;
2308;Oegstgeest;2023;15.1;3.2;0.6;43.8;
2309;Oegstgeest;1e half jaar 2024;12.0;3.7;0.6;40.6;
2310;Oirschot;1e halfjaar 2021;9.3;2.9;0.4;;
2311;Oirschot;2e halfjaar 2021;9.7;2.5;0.3;;
2312;Oirschot;2021;11.9;2.5;0.4;;
2313;Oirschot;1e halfjaar 2022;9.5;3.8;0.2;;
2314;Oirschot;2e halfjaar 2022;10.4;3.8;0.3;;
2315;Oirschot;2022;12.7;3.3;0.3;;
2316;Oirschot;1e halfjaar 2023;11.2;2.4;0.4;;
2317;Oirschot;2e halfjaar 2023;10.6;2.3;0.4;;
2318;Oirschot;2023;14.1;2.1;0.5;;
2319;Oirschot;1e half jaar 2024;10.9;;0.4;;
2320;Oisterwijk;1e halfjaar 2021;9.8;7.8;0.8;56.8;0.2
2321;Oisterwijk;2e halfjaar 2021;9.7;8.6;0.7;59.0;
2322;Oisterwijk;2021;12.0;7.4;0.8;59.1;0.2
2323;Oisterwijk;1e halfjaar 2022;10.1;7.1;0.6;63.6;0.3
2324;Oisterwijk;2e halfjaar 2022;10.0;5.8;0.5;69.0;0.3
2325;Oisterwijk;2022;12.5;5.6;0.6;60.6;0.3
2326;Oisterwijk;1e halfjaar 2023;9.6;7.6;0.7;61.0;0.2
2327;Oisterwijk;2e halfjaar 2023;9.1;7.2;0.6;60.6;
2328;Oisterwijk;2023;11.6;6.1;0.6;59.5;0.2
2329;Oisterwijk;1e half jaar 2024;9.5;6.4;0.6;62.2;
2330;Oldambt;1e halfjaar 2021;14.1;18.0;1.9;56.5;0.4
2331;Oldambt;2e halfjaar 2021;13.3;19.3;2.1;57.0;0.4
2332;Oldambt;2021;16.0;18.2;2.2;56.3;0.5
2333;Oldambt;1e halfjaar 2022;13.9;20.4;2.1;56.7;0.4
2334;Oldambt;2e halfjaar 2022;13.8;21.3;2.0;58.6;0.4
2335;Oldambt;2022;15.9;19.8;2.3;55.5;0.5
2336;Oldambt;1e halfjaar 2023;14.0;18.8;2.1;60.7;0.5
2337;Oldambt;2e halfjaar 2023;13.9;20.0;2.2;63.1;0.5
2338;Oldambt;2023;15.8;19.0;2.4;62.6;0.6
2339;Oldambt;1e half jaar 2024;13.5;18.5;2.3;55.3;0.5
2340;Oldebroek;1e halfjaar 2021;9.2;12.3;1.1;57.1;
2341;Oldebroek;2e halfjaar 2021;9.4;10.9;1.0;50.9;
2342;Oldebroek;2021;11.0;11.4;1.2;52.3;
2343;Oldebroek;1e halfjaar 2022;9.5;9.8;0.9;56.3;
2344;Oldebroek;2e halfjaar 2022;9.3;10.4;1.0;49.1;
2345;Oldebroek;2022;11.1;9.9;1.2;54.8;
2346;Oldebroek;1e halfjaar 2023;9.0;11.5;0.9;56.5;
2347;Oldebroek;2e halfjaar 2023;9.3;9.9;0.8;51.1;
2348;Oldebroek;2023;10.8;9.9;0.9;53.2;
2349;Oldebroek;1e half jaar 2024;9.4;8.9;0.8;55.0;
2350;Oldenzaal;1e halfjaar 2021;9.4;13.9;1.2;61.6;0.2
2351;Oldenzaal;2e halfjaar 2021;10.0;13.1;1.2;61.1;
2352;Oldenzaal;2021;11.5;13.0;1.2;63.2;0.2
2353;Oldenzaal;1e halfjaar 2022;10.0;13.1;1.1;57.4;
2354;Oldenzaal;2e halfjaar 2022;10.5;12.1;1.2;54.9;
2355;Oldenzaal;2022;12.0;11.6;1.2;58.7;
2356;Oldenzaal;1e halfjaar 2023;10.8;9.3;1.1;48.5;
2357;Oldenzaal;2e halfjaar 2023;10.7;10.3;1.1;50.8;0.2
2358;Oldenzaal;2023;12.7;9.4;1.2;49.3;0.2
2359;Oldenzaal;1e half jaar 2024;10.8;9.7;1.2;47.1;0.2
2360;Olst-Wijhe;1e halfjaar 2021;9.2;11.7;1.2;41.5;
2361;Olst-Wijhe;2e halfjaar 2021;9.0;10.6;1.2;42.5;
2362;Olst-Wijhe;2021;10.7;10.3;1.3;37.0;
2363;Olst-Wijhe;1e halfjaar 2022;8.6;10.4;1.1;41.0;
2364;Olst-Wijhe;2e halfjaar 2022;8.9;10.4;1.1;36.8;
2365;Olst-Wijhe;2022;10.2;10.2;1.3;37.8;
2366;Olst-Wijhe;1e halfjaar 2023;9.8;9.3;0.9;56.3;
2367;Olst-Wijhe;2e halfjaar 2023;9.8;8.9;0.9;46.7;
2368;Olst-Wijhe;2023;11.6;9.5;1.1;58.3;
2369;Olst-Wijhe;1e half jaar 2024;9.9;7.7;1.0;39.4;
2370;Ommen;1e halfjaar 2021;9.8;14.5;1.2;53.5;
2371;Ommen;2e halfjaar 2021;10.2;14.8;1.2;57.8;
2372;Ommen;2021;11.7;13.6;1.3;57.4;
2373;Ommen;1e halfjaar 2022;10.2;12.2;0.9;52.9;
2374;Ommen;2e halfjaar 2022;10.3;11.7;0.8;63.3;
2375;Ommen;2022;11.7;11.8;1.0;55.3;
2376;Ommen;1e halfjaar 2023;10.7;10.2;0.9;52.9;
2377;Ommen;2e halfjaar 2023;10.8;10.1;0.7;55.6;
2378;Ommen;2023;12.2;9.2;0.9;51.5;
2379;Ommen;1e half jaar 2024;10.1;9.0;0.6;62.5;
2380;Oost Gelre;1e halfjaar 2021;13.3;16.6;1.7;65.6;0.3
2381;Oost Gelre;2e halfjaar 2021;12.9;14.7;1.4;60.0;0.2
2382;Oost Gelre;2021;15.5;14.7;1.8;62.6;0.3
2383;Oost Gelre;1e halfjaar 2022;12.7;13.8;1.4;63.5;0.2
2384;Oost Gelre;2e halfjaar 2022;12.8;13.4;1.4;59.7;0.3
2385;Oost Gelre;2022;14.8;13.3;1.6;60.5;0.3
2386;Oost Gelre;1e halfjaar 2023;12.6;15.2;1.4;67.6;0.3
2387;Oost Gelre;2e halfjaar 2023;14.0;15.1;1.5;73.4;0.3
2388;Oost Gelre;2023;15.2;15.0;1.6;71.8;0.3
2389;Oost Gelre;1e half jaar 2024;13.2;15.5;1.2;79.1;0.4
2390;Oosterhout;1e halfjaar 2021;12.1;7.5;1.1;37.2;0.3
2391;Oosterhout;2e halfjaar 2021;12.3;7.3;1.0;41.2;0.3
2392;Oosterhout;2021;14.7;6.9;1.2;38.3;0.3
2393;Oosterhout;1e halfjaar 2022;13.0;6.5;0.9;38.1;0.3
2394;Oosterhout;2e halfjaar 2022;13.3;6.9;0.9;34.0;0.3
2395;Oosterhout;2022;15.8;6.2;1.0;36.8;0.3
2396;Oosterhout;1e halfjaar 2023;14.4;5.9;0.9;39.0;0.3
2397;Oosterhout;2e halfjaar 2023;14.2;6.1;0.9;39.4;0.2
2398;Oosterhout;2023;17.1;5.5;1.1;37.0;0.3
2399;Oosterhout;1e half jaar 2024;13.6;4.2;0.9;28.0;0.3
2400;Ooststellingwerf;1e halfjaar 2021;11.0;12.0;1.5;47.1;
2401;Ooststellingwerf;2e halfjaar 2021;11.7;10.1;1.6;37.0;
2402;Ooststellingwerf;2021;13.9;11.4;1.6;51.4;
2403;Ooststellingwerf;1e halfjaar 2022;13.0;11.5;2.2;37.8;
2404;Ooststellingwerf;2e halfjaar 2022;13.3;11.6;2.1;35.8;0.3
2405;Ooststellingwerf;2022;15.4;11.7;2.3;37.7;0.3
2406;Ooststellingwerf;1e halfjaar 2023;13.5;11.4;1.8;38.3;0.3
2407;Ooststellingwerf;2e halfjaar 2023;13.0;12.3;1.6;39.7;0.3
2408;Ooststellingwerf;2023;15.3;11.0;1.9;34.9;0.3
2409;Ooststellingwerf;1e half jaar 2024;12.0;11.6;1.6;43.5;0.4
2410;Oostzaan;1e halfjaar 2021;8.5;8.9;1.0;66.7;
2411;Oostzaan;2e halfjaar 2021;7.6;9.2;0.8;64.3;
2412;Oostzaan;2021;9.3;7.5;0.9;64.7;
2413;Oostzaan;1e halfjaar 2022;10.2;7.0;0.4;;
2414;Oostzaan;2e halfjaar 2022;9.8;8.4;0.4;;
2415;Oostzaan;2022;11.3;7.2;0.5;;
2416;Oostzaan;1e halfjaar 2023;7.5;10.1;0.4;;
2417;Oostzaan;2e halfjaar 2023;7.7;12.0;0.4;;
2418;Oostzaan;2023;8.8;10.5;0.5;80.0;
2419;Oostzaan;1e half jaar 2024;8.0;12.4;0.7;66.7;
2420;Opmeer;1e halfjaar 2021;7.9;12.8;0.7;62.5;
2421;Opmeer;2e halfjaar 2021;7.6;11.6;0.5;91.7;
2422;Opmeer;2021;9.0;11.3;0.7;64.7;
2423;Opmeer;1e halfjaar 2022;7.9;13.6;0.7;66.7;
2424;Opmeer;2e halfjaar 2022;7.9;13.0;0.8;58.8;
2425;Opmeer;2022;9.3;12.1;0.8;61.1;
2426;Opmeer;1e halfjaar 2023;10.3;8.7;0.5;83.3;
2427;Opmeer;2e halfjaar 2023;9.8;9.2;0.5;66.7;
2428;Opmeer;2023;11.9;8.3;0.7;73.3;
2429;Opmeer;1e half jaar 2024;9.5;5.7;;;
2430;Opsterland;1e halfjaar 2021;10.0;16.4;1.6;59.1;0.2
2431;Opsterland;2e halfjaar 2021;9.9;16.8;1.7;59.8;
2432;Opsterland;2021;11.9;14.8;1.7;59.4;0.3
2433;Opsterland;1e halfjaar 2022;9.5;13.2;1.3;48.7;0.3
2434;Opsterland;2e halfjaar 2022;9.8;12.2;1.2;51.4;
2435;Opsterland;2022;11.6;12.4;1.4;51.8;0.3
2436;Opsterland;1e halfjaar 2023;10.3;12.3;1.3;57.5;
2437;Opsterland;2e halfjaar 2023;10.3;14.2;1.4;60.5;
2438;Opsterland;2023;12.2;12.9;1.5;61.6;
2439;Opsterland;1e half jaar 2024;9.7;13.5;1.1;63.1;
2440;Oss;1e halfjaar 2021;13.5;8.0;1.3;42.3;0.3
2441;Oss;2e halfjaar 2021;13.3;8.6;1.2;40.8;0.3
2442;Oss;2021;16.6;7.4;1.4;42.1;0.4
2443;Oss;1e halfjaar 2022;14.2;8.6;1.2;47.9;0.2
2444;Oss;2e halfjaar 2022;14.6;8.2;1.1;49.7;0.2
2445;Oss;2022;17.6;7.6;1.3;50.2;0.3
2446;Oss;1e halfjaar 2023;14.5;7.4;1.1;52.8;0.2
2447;Oss;2e halfjaar 2023;14.9;8.0;1.1;48.1;0.2
2448;Oss;2023;17.8;7.3;1.2;46.6;0.3
2449;Oss;1e half jaar 2024;15.2;7.9;1.2;49.2;0.3
2450;Oude IJsselstreek;1e halfjaar 2021;13.7;10.6;1.6;45.4;0.2
2451;Oude IJsselstreek;2e halfjaar 2021;14.0;10.8;1.6;43.6;
2452;Oude IJsselstreek;2021;16.4;10.0;1.8;43.8;0.2
2453;Oude IJsselstreek;1e halfjaar 2022;14.0;9.2;1.5;40.4;
2454;Oude IJsselstreek;2e halfjaar 2022;14.5;9.2;1.6;45.9;0.2
2455;Oude IJsselstreek;2022;16.6;9.3;1.7;44.7;0.2
2456;Oude IJsselstreek;1e halfjaar 2023;15.5;8.8;1.7;40.0;0.2
2457;Oude IJsselstreek;2e halfjaar 2023;15.2;8.9;1.6;39.0;
2458;Oude IJsselstreek;2023;17.4;7.8;1.7;38.2;0.2
2459;Oude IJsselstreek;1e half jaar 2024;15.0;7.0;1.3;37.9;
2460;Ouder-Amstel;1e halfjaar 2021;9.9;7.1;0.4;72.7;
2461;Ouder-Amstel;2e halfjaar 2021;9.4;7.1;0.3;;
2462;Ouder-Amstel;2021;11.3;6.2;0.3;;
2463;Ouder-Amstel;1e halfjaar 2022;9.5;7.4;0.3;;
2464;Ouder-Amstel;2e halfjaar 2022;10.4;7.8;;;
2465;Ouder-Amstel;2022;11.9;8.3;0.4;72.7;
2466;Ouder-Amstel;1e halfjaar 2023;10.1;8.7;;;
2467;Ouder-Amstel;2e halfjaar 2023;10.1;8.0;0.3;;
2468;Ouder-Amstel;2023;12.4;7.3;0.4;;
2469;Ouder-Amstel;1e half jaar 2024;9.9;8.8;0.3;;
2470;Oudewater;1e halfjaar 2021;8.5;9.2;1.2;33.3;
2471;Oudewater;2e halfjaar 2021;8.7;9.0;0.9;;
2472;Oudewater;2021;10.3;8.1;1.2;33.3;
2473;Oudewater;1e halfjaar 2022;8.6;6.9;0.6;;
2474;Oudewater;2e halfjaar 2022;8.5;5.8;0.5;;
2475;Oudewater;2022;10.3;5.8;0.7;;
2476;Oudewater;1e halfjaar 2023;8.7;8.0;0.9;44.4;
2477;Oudewater;2e halfjaar 2023;9.1;9.3;0.7;;
2478;Oudewater;2023;10.6;8.1;0.9;44.4;
2479;Oudewater;1e half jaar 2024;8.9;8.0;0.7;;
2480;Overbetuwe;1e halfjaar 2021;10.9;9.1;1.0;51.4;0.3
2481;Overbetuwe;2e halfjaar 2021;11.0;9.9;1.2;47.9;0.3
2482;Overbetuwe;2021;13.0;9.3;1.3;49.6;0.4
2483;Overbetuwe;1e halfjaar 2022;11.0;7.9;1.0;39.4;0.2
2484;Overbetuwe;2e halfjaar 2022;11.4;7.1;1.0;37.8;0.2
2485;Overbetuwe;2022;13.1;7.3;1.1;40.2;0.2
2486;Overbetuwe;1e halfjaar 2023;12.1;6.4;0.8;40.7;0.2
2487;Overbetuwe;2e halfjaar 2023;12.2;6.5;0.8;37.5;0.2
2488;Overbetuwe;2023;14.5;6.2;0.8;41.0;0.2
2489;Overbetuwe;1e half jaar 2024;12.1;7.0;0.8;44.3;0.2
2490;Papendrecht;1e halfjaar 2021;13.2;8.7;1.2;42.1;0.2
2491;Papendrecht;2e halfjaar 2021;13.2;8.3;1.1;36.8;
2492;Papendrecht;2021;15.9;8.4;1.3;40.7;0.2
2493;Papendrecht;1e halfjaar 2022;13.0;8.2;1.0;44.3;0.2
2494;Papendrecht;2e halfjaar 2022;13.8;7.3;0.9;46.6;0.2
2495;Papendrecht;2022;16.2;6.7;1.1;40.6;0.2
2496;Papendrecht;1e halfjaar 2023;13.3;7.1;1.2;37.3;0.3
2497;Papendrecht;2e halfjaar 2023;11.9;7.8;1.3;38.0;0.2
2498;Papendrecht;2023;15.1;7.0;1.4;39.3;0.3
2499;Papendrecht;1e half jaar 2024;11.0;9.8;1.2;43.4;0.3
2500;Peel en Maas;1e halfjaar 2021;9.4;9.0;1.1;29.8;0.2
2501;Peel en Maas;2e halfjaar 2021;10.0;8.9;1.1;28.4;0.2
2502;Peel en Maas;2021;11.6;8.5;1.2;30.7;0.3
2503;Peel en Maas;1e halfjaar 2022;9.8;9.9;1.0;35.6;0.2
2504;Peel en Maas;2e halfjaar 2022;9.3;10.0;1.0;36.0;0.2
2505;Peel en Maas;2022;11.5;9.5;1.1;34.5;0.3
2506;Peel en Maas;1e halfjaar 2023;9.6;9.2;0.9;31.4;0.2
2507;Peel en Maas;2e halfjaar 2023;9.5;9.2;1.0;38.4;0.2
2508;Peel en Maas;2023;11.7;8.9;1.0;40.0;0.3
2509;Peel en Maas;1e half jaar 2024;10.0;8.4;0.9;37.9;
2510;Pekela;1e halfjaar 2021;14.1;17.1;2.4;41.2;
2511;Pekela;2e halfjaar 2021;13.7;18.2;1.9;40.5;
2512;Pekela;2021;15.7;17.9;2.4;40.4;
2513;Pekela;1e halfjaar 2022;13.8;21.7;2.3;43.1;
2514;Pekela;2e halfjaar 2022;14.5;21.1;2.7;39.7;
2515;Pekela;2022;16.4;20.4;2.7;44.1;
2516;Pekela;1e halfjaar 2023;14.3;19.3;2.4;43.4;
2517;Pekela;2e halfjaar 2023;13.9;18.2;2.4;41.5;
2518;Pekela;2023;16.2;19.0;2.9;46.9;
2519;Pekela;1e half jaar 2024;13.3;16.1;2.1;39.6;
2520;Pijnacker-Nootdorp;1e halfjaar 2021;9.3;5.8;0.5;56.3;0.1
2521;Pijnacker-Nootdorp;2e halfjaar 2021;8.9;5.6;0.4;49.1;0.1
2522;Pijnacker-Nootdorp;2021;11.1;5.1;0.5;50.0;0.1
2523;Pijnacker-Nootdorp;1e halfjaar 2022;9.9;4.9;0.3;56.8;0.1
2524;Pijnacker-Nootdorp;2e halfjaar 2022;10.0;4.3;0.3;58.8;0.1
2525;Pijnacker-Nootdorp;2022;11.9;4.3;0.3;54.5;0.1
2526;Pijnacker-Nootdorp;1e halfjaar 2023;11.0;4.1;0.3;53.8;0.1
2527;Pijnacker-Nootdorp;2e halfjaar 2023;11.0;4.7;0.3;65.9;0.1
2528;Pijnacker-Nootdorp;2023;13.1;4.4;0.4;58.3;0.1
2529;Pijnacker-Nootdorp;1e half jaar 2024;11.3;3.8;0.3;69.7;0.1
2530;Purmerend;1e halfjaar 2021;10.3;11.7;1.0;52.1;0.2
2531;Purmerend;2e halfjaar 2021;10.2;12.5;0.9;54.1;0.2
2532;Purmerend;2021;12.2;11.3;1.1;52.9;0.2
2533;Purmerend;1e halfjaar 2022;9.7;11.7;0.9;51.0;0.2
2534;Purmerend;2e halfjaar 2022;9.8;11.2;0.9;53.1;0.2
2535;Purmerend;2022;11.6;10.9;1.0;53.4;0.3
2536;Purmerend;1e halfjaar 2023;9.5;11.7;0.8;56.3;0.2
2537;Purmerend;2e halfjaar 2023;9.2;14.3;0.7;55.3;0.2
2538;Purmerend;2023;11.1;12.5;0.8;55.9;0.2
2539;Purmerend;1e half jaar 2024;8.8;14.2;0.6;54.5;0.2
2540;Putten;1e halfjaar 2021;10.4;12.8;1.6;59.5;
2541;Putten;2e halfjaar 2021;10.9;12.8;1.6;56.5;
2542;Putten;2021;12.8;10.9;1.9;52.0;
2543;Putten;1e halfjaar 2022;10.0;10.9;1.3;42.6;
2544;Putten;2e halfjaar 2022;10.4;10.6;1.4;39.2;
2545;Putten;2022;12.6;9.7;1.5;41.6;
2546;Putten;1e halfjaar 2023;10.2;8.7;1.3;34.8;
2547;Putten;2e halfjaar 2023;10.5;8.5;1.2;39.3;
2548;Putten;2023;12.5;8.3;1.4;38.9;
2549;Putten;1e half jaar 2024;10.7;7.2;1.2;40.3;
2550;Raalte;1e halfjaar 2021;6.2;17.1;0.7;51.9;0.2
2551;Raalte;2e halfjaar 2021;6.4;14.7;0.8;46.4;
2552;Raalte;2021;7.3;14.7;0.8;44.3;
2553;Raalte;1e halfjaar 2022;6.4;16.7;0.9;50.8;
2554;Raalte;2e halfjaar 2022;6.4;15.9;0.9;49.2;
2555;Raalte;2022;7.4;15.1;0.9;49.2;
2556;Raalte;1e halfjaar 2023;8.6;10.8;0.8;45.6;
2557;Raalte;2e halfjaar 2023;10.6;9.4;0.9;50.0;
2558;Raalte;2023;11.5;9.2;0.9;47.8;
2559;Raalte;1e half jaar 2024;12.3;7.6;0.9;49.3;
2560;Reimerswaal;1e halfjaar 2021;9.6;12.1;0.9;47.1;
2561;Reimerswaal;2e halfjaar 2021;9.1;14.3;0.9;51.0;0.3
2562;Reimerswaal;2021;10.9;12.5;1.0;47.4;0.3
2563;Reimerswaal;1e halfjaar 2022;9.2;10.7;0.8;52.4;0.2
2564;Reimerswaal;2e halfjaar 2022;10.2;10.2;0.9;50.0;
2565;Reimerswaal;2022;11.3;10.4;0.9;56.0;0.2
2566;Reimerswaal;1e halfjaar 2023;11.4;6.9;0.8;46.5;
2567;Reimerswaal;2e halfjaar 2023;11.8;6.9;0.7;45.9;
2568;Reimerswaal;2023;13.4;6.6;0.8;47.7;
2569;Reimerswaal;1e half jaar 2024;12.0;5.5;0.8;38.1;
2570;Renkum;1e halfjaar 2021;12.7;7.9;1.2;45.3;0.3
2571;Renkum;2e halfjaar 2021;13.0;9.0;1.3;50.0;0.3
2572;Renkum;2021;15.2;9.0;1.4;51.3;0.4
2573;Renkum;1e halfjaar 2022;13.2;11.2;1.3;55.2;0.3
2574;Renkum;2e halfjaar 2022;13.1;10.5;1.1;48.3;0.4
2575;Renkum;2022;15.3;10.5;1.2;51.5;0.4
2576;Renkum;1e halfjaar 2023;14.1;8.8;0.9;56.5;0.4
2577;Renkum;2e halfjaar 2023;14.2;7.4;0.8;43.2;0.4
2578;Renkum;2023;16.8;7.5;1.0;47.1;0.4
2579;Renkum;1e half jaar 2024;13.2;7.7;0.9;44.7;0.3
2580;Renswoude;1e halfjaar 2021;7.0;8.2;0.6;;
2581;Renswoude;2e halfjaar 2021;7.0;10.3;0.6;;
2582;Renswoude;2021;8.8;9.0;0.8;;
2583;Renswoude;1e halfjaar 2022;6.7;9.6;;;
2584;Renswoude;2e halfjaar 2022;8.2;8.7;;;
2585;Renswoude;2022;9.1;8.6;;;
2586;Renswoude;1e halfjaar 2023;7.8;7.1;;;
2587;Renswoude;2e halfjaar 2023;9.3;8.3;;;
2588;Renswoude;2023;10.4;8.1;;;
2589;Renswoude;1e half jaar 2024;8.7;8.9;;;
2590;Reusel-De Mierden;1e halfjaar 2021;8.9;7.7;1.0;37.0;
2591;Reusel-De Mierden;2e halfjaar 2021;9.2;7.4;1.1;33.3;
2592;Reusel-De Mierden;2021;10.7;7.4;1.4;31.6;
2593;Reusel-De Mierden;1e halfjaar 2022;7.7;5.9;1.0;;
2594;Reusel-De Mierden;2e halfjaar 2022;8.5;6.2;0.9;;
2595;Reusel-De Mierden;2022;9.8;6.1;1.1;;
2596;Reusel-De Mierden;1e halfjaar 2023;8.2;5.9;0.7;;
2597;Reusel-De Mierden;2e halfjaar 2023;8.6;4.3;0.7;;
2598;Reusel-De Mierden;2023;10.3;5.0;0.8;;
2599;Reusel-De Mierden;1e half jaar 2024;8.1;4.6;1.0;;
2600;Rheden;1e halfjaar 2021;12.7;12.1;1.5;59.1;0.3
2601;Rheden;2e halfjaar 2021;11.9;12.2;1.4;55.1;0.3
2602;Rheden;2021;15.0;11.1;1.6;55.8;0.3
2603;Rheden;1e halfjaar 2022;12.9;10.8;1.4;46.2;0.2
2604;Rheden;2e halfjaar 2022;12.7;11.9;1.4;47.2;0.3
2605;Rheden;2022;15.0;10.8;1.6;48.7;0.3
2606;Rheden;1e halfjaar 2023;13.2;11.3;1.3;48.4;0.3
2607;Rheden;2e halfjaar 2023;13.5;12.3;1.2;53.9;0.3
2608;Rheden;2023;15.5;11.5;1.4;50.5;0.4
2609;Rheden;1e half jaar 2024;12.5;12.2;1.1;58.8;0.3
2610;Rhenen;1e halfjaar 2021;8.4;9.4;0.7;60.7;
2611;Rhenen;2e halfjaar 2021;8.7;10.2;0.7;70.0;
2612;Rhenen;2021;10.2;9.5;0.7;65.6;
2613;Rhenen;1e halfjaar 2022;8.0;9.3;0.5;69.6;
2614;Rhenen;2e halfjaar 2022;8.0;10.3;0.6;68.0;
2615;Rhenen;2022;9.4;9.2;0.6;61.5;
2616;Rhenen;1e halfjaar 2023;8.9;9.8;0.7;62.1;
2617;Rhenen;2e halfjaar 2023;10.4;8.4;0.7;60.7;
2618;Rhenen;2023;11.4;7.8;0.7;63.3;
2619;Rhenen;1e half jaar 2024;10.1;9.8;0.6;63.0;
2620;Ridderkerk;1e halfjaar 2021;8.3;13.1;1.0;57.6;0.5
2621;Ridderkerk;2e halfjaar 2021;9.1;12.8;1.0;60.0;0.5
2622;Ridderkerk;2021;10.4;11.8;1.1;60.9;0.5
2623;Ridderkerk;1e halfjaar 2022;9.0;10.0;0.8;57.3;0.4
2624;Ridderkerk;2e halfjaar 2022;9.3;11.7;0.9;51.8;0.4
2625;Ridderkerk;2022;11.0;10.2;1.0;51.6;0.5
2626;Ridderkerk;1e halfjaar 2023;9.5;10.0;0.9;51.9;0.5
2627;Ridderkerk;2e halfjaar 2023;9.9;11.4;0.9;59.5;0.4
