ID;BatenLastenSaldo;RegioS;Perioden;TotaalProvincaleFuncties_1;TotaalAlgemeenBestuur_2;ProvincialeStaten_3;GedeputeerdeStaten_4;Kabinetszaken_5;BestuurlijkeOrganisatie_6;FinancieelToezicht_7;UitvoeringOvWettelijkeRegelingen_8;OverigeZakenBetrAlgemeenBestuur_9;OverigeBatenEnLasten_10;TotaalOpenbareOrdeEnVeiligheid_11;OpenbareOrdeEnVeiligheidAlgemeen_12;OpenbareOrdeEnVeiligheid_13;OverigeBeschermendeMaatregelen_14;TotaalVerkeerEnVervoer_15;VerkeerEnVervoerAlgemeen_16;Landwegen_17;BootEnVeerdiensten_18;Waterwegen_19;Vervoer_20;TotaalWaterhuishouding_21;WaterhuishoudingAlgemeen_22;Waterschapsaangelegenheden_23;Waterkeringen_24;KwantitatiefBeheerOppervlaktewater_25;KwantitatiefBeheerGrondwater_26;Landaanwinning_27;TotaalMilieubeheer_28;MilieubeheerAlgemeen_29;KwalitatiefBeheerOppervlaktewater_30;KwalitatiefBeheerGrondwaterEnBodem_31;BestrijdingLuchtverontreiniging_32;BestrijdingGeluidhinder_33;VergunningverleningEnHandhaving_34;Ontgrondingen_35;TotaalRecreatieEnNatuur_36;RecreatieEnNatuurAlgemeen_37;Recreatie_38;Natuur_39;TotaalEconomischeEnAgrarischeZaken_40;AlgemeneEconomischeAangelegenheden_41;BevorderingEconomischeActiviteiten_42;Nutsvoorzieningen_43;AgrarischeAangelegenheden_44;TotaalWelzijn_45;WelzijnAlgemeen_46;Educatie_47;LichamelijkeVormingEnSport_48;KunstEnOudheidkunde_49;SociaalCultureelWerkEnOntwikkeling_50;MaatschappelijkeVoorzieningen_51;Volksgezondheid_52;Ouderenzorg_53;Jeugdhulpverlening_54;TotaalRuimtelijkeOrdEnVolkshuisv_55;RuimtOrdEnVolkshuisvAlgemeen_56;RuimtelijkeOrdening_57;Volkshuisvesting_58;StedelijkeVernieuwing_59;TotaalFinancieringEnAlgDekkingsmid_60;GeldleningenEnUitzettingen1Jaar_61;GeldleningenEnUitzettingen1Jaar_62;VennootschapsbelastingVpb_63;AlgemeneUitkeringProvinciefonds_64;EigenMiddelen_65;OverigeFinancieleMiddelen_66;AlgemeneBatenEnLastenOnvoorzien_67;SaldoKostenplaatsen_68;SaldoVanDeRekeningBatenEnLasten_69;MutatiesResDieVhmDeHoofdfuncties_70;ResultaatVdRekeningBatenEnLasten_71;TotaalProvincaleFuncties_72;TotaalAlgemeenBestuur_73;ProvincialeStaten_74;GedeputeerdeStaten_75;Kabinetszaken_76;BestuurlijkeOrganisatie_77;FinancieelToezicht_78;UitvoeringOvWettelijkeRegelingen_79;OverigeZakenBetrAlgemeenBestuur_80;OverigeBatenEnLasten_81;TotaalOpenbareOrdeEnVeiligheid_82;OpenbareOrdeEnVeiligheidAlgemeen_83;OpenbareOrdeEnVeiligheid_84;OverigeBeschermendeMaatregelen_85;TotaalVerkeerEnVervoer_86;VerkeerEnVervoerAlgemeen_87;Landwegen_88;BootEnVeerdiensten_89;Waterwegen_90;Vervoer_91;TotaalWaterhuishouding_92;WaterhuishoudingAlgemeen_93;Waterschapsaangelegenheden_94;Waterkeringen_95;KwantitatiefBeheerOppervlaktewater_96;KwantitatiefBeheerGrondwater_97;Landaanwinning_98;TotaalMilieubeheer_99;MilieubeheerAlgemeen_100;KwalitatiefBeheerOppervlaktewater_101;KwalitatiefBeheerGrondwaterEnBodem_102;BestrijdingLuchtverontreiniging_103;BestrijdingGeluidhinder_104;VergunningverleningEnHandhaving_105;Ontgrondingen_106;TotaalRecreatieEnNatuur_107;RecreatieEnNatuurAlgemeen_108;Recreatie_109;Natuur_110;TotaalEconomischeEnAgrarischeZaken_111;AlgemeneEconomischeAangelegenheden_112;BevorderingEconomischeActiviteiten_113;Nutsvoorzieningen_114;AgrarischeAangelegenheden_115;TotaalWelzijn_116;WelzijnAlgemeen_117;Educatie_118;LichamelijkeVormingEnSport_119;KunstEnOudheidkunde_120;SociaalCultureelWerkEnOntwikkeling_121;MaatschappelijkeVoorzieningen_122;Volksgezondheid_123;Ouderenzorg_124;Jeugdhulpverlening_125;TotaalRuimtelijkeOrdEnVolkshuisv_126;RuimtOrdEnVolkshuisvAlgemeen_127;RuimtelijkeOrdening_128;Volkshuisvesting_129;StedelijkeVernieuwing_130;TotaalFinancieringEnAlgDekkingsmid_131;GeldleningenEnUitzettingen1Jaar_132;GeldleningenEnUitzettingen1Jaar_133;VennootschapsbelastingVpb_134;AlgemeneUitkeringProvinciefonds_135;EigenMiddelen_136;OverigeFinancieleMiddelen_137;AlgemeneBatenEnLastenOnvoorzien_138;SaldoKostenplaatsen_139;SaldoVanDeRekeningBatenEnLasten_140;MutatiesResDieVhmDeHoofdfuncties_141;ResultaatVdRekeningBatenEnLasten_142
10;Baten;Noord-Nederland (LD);2007;1229.6;6.5;0.1;0.0;0.0;0.1;0.0;0.0;1.3;4.9;1.1;1.1;0.0;0.0;220.0;30.4;27.1;0.0;36.3;126.1;3.8;1.2;0.0;0.8;0.2;1.6;0;24.9;0.7;1.6;19.7;0.0;0.7;1.9;0.3;57.4;3.1;0.8;53.5;172.2;2.7;2.6;156.9;10.0;123.8;0.0;0.1;0.2;3.9;3.5;0.5;0.0;0.0;115.6;21.8;0.0;6.6;11.5;3.6;598.1;22.2;31.0;;240.3;125.3;3.0;0.5;2.5;424.8;173.3;0.0;722;4;0;0;0;0;0;0;1;3;1;1;0;0;129;18;16;0;21;74;2;1;0;0;0;1;0;15;0;1;12;0;0;1;0;34;2;0;31;101;2;1;92;6;73;0;0;0;2;2;0;0;0;68;13;0;4;7;2;351;13;18;;141;74;2;0;1;250;102;0
11;Baten;Noord-Nederland (LD);2008;1286.2;5.2;0.3;0.1;0.0;0.0;0.0;0.1;1.5;3.3;1.5;1.5;0.0;0.0;151.4;16.1;6.7;0.0;31.0;97.5;3.9;1.3;0.0;0.8;0.0;1.8;0;20.6;0.7;0.3;18.6;0.3;0.0;0.7;-0.1;57.3;0.2;0.6;56.5;154.0;1.4;4.8;133.4;14.4;127.6;0.4;0.0;0.1;3.3;1.9;0.3;0.1;0.0;121.6;17.4;0.0;5.7;7.5;4.2;747.4;32.0;33.7;;253.3;136.9;0.6;2.3;0.3;0.0;288.2;0.0;754;3;0;0;0;0;0;0;1;2;1;1;0;0;89;9;4;0;18;57;2;1;0;0;0;1;0;12;0;0;11;0;0;0;0;34;0;0;33;90;1;3;78;8;75;0;0;0;2;1;0;0;0;71;10;0;3;4;2;438;19;20;;149;80;0;1;0;0;169;0
12;Baten;Noord-Nederland (LD);2009;3316.1;5.1;0.1;0.0;0.0;0.0;0.0;0.1;1.2;3.8;1.6;1.6;0.0;0.0;168.4;24.0;3.2;0.0;29.8;111.4;3.6;0.4;0.0;1.1;0.1;1.9;0;32.4;1.8;0.4;28.5;0.4;0.0;1.1;0.2;61.0;0.1;1.2;59.8;2046.3;3.8;3.9;2028.2;10.3;124.1;0.1;0.0;0.0;1.6;0.4;0.0;0.0;0.0;122.0;23.6;0.0;6.8;9.2;7.6;850.1;24.9;43.1;;271.8;144.3;14.5;6.7;-3.0;0.0;347.8;0.0;1941;3;0;0;0;0;0;0;1;2;1;1;0;0;99;14;2;0;17;65;2;0;0;1;0;1;0;19;1;0;17;0;0;1;0;36;0;1;35;1198;2;2;1187;6;73;0;0;0;1;0;0;0;0;71;14;0;4;5;4;497;15;25;;159;84;8;4;-2;0;204;0
13;Baten;Noord-Nederland (LD);2010;1710.0;4.7;0.2;0.3;0.0;0.0;0.0;0.1;1.3;2.8;1.7;1.7;0.0;0.0;191.6;36.4;5.2;0.0;24.6;125.4;6.3;2.5;0.0;0.8;0.1;2.9;0;11.9;1.8;0.3;7.9;0.5;0.0;1.3;0.1;87.0;0.1;2.2;84.6;55.3;2.7;3.2;39.6;9.8;129.0;0.2;0.3;-0.1;1.7;0.4;0.0;0.0;0.1;126.4;-6.0;0.0;-8.7;0.7;2.0;1228.5;11.4;70.2;;333.6;148.7;17.0;3.5;-6.7;15.1;650.9;0.0;998;3;0;0;0;0;0;0;1;2;1;1;0;0;112;21;3;0;14;73;4;1;0;0;0;2;0;7;1;0;5;0;0;1;0;51;0;1;49;32;2;2;23;6;75;0;0;0;1;0;0;0;0;74;-4;0;-5;0;1;717;7;41;;195;87;10;2;-4;9;380;0
14;Baten;Noord-Nederland (LD);2011;1689.3;6.7;0.1;0.1;0.0;0.0;0.0;0.1;3.4;2.9;0.1;0.1;0.0;0.0;365.9;131.0;4.7;0.0;105.5;124.7;5.1;1.9;0.0;1.0;0.0;2.2;0;26.1;1.8;1.8;19.5;0.0;0.0;2.7;0.2;102.2;0.2;2.4;99.5;182.6;4.5;9.2;142.0;26.9;130.7;0.2;0.2;0.0;1.9;0.1;0.0;0.0;0.0;128.2;48.5;0.0;17.1;9.1;22.2;821.5;13.5;70.3;;312.3;151.9;21.3;9.8;-0.8;8.9;243.2;0.0;983;4;0;0;0;0;0;0;2;2;0;0;0;0;213;76;3;0;61;73;3;1;0;1;0;1;0;15;1;1;11;0;0;2;0;59;0;1;58;106;3;5;83;16;76;0;0;0;1;0;0;0;0;75;28;0;10;5;13;478;8;41;;182;88;12;6;0;5;142;0
15;Baten;Noord-Nederland (LD);2012;1949.2;5.3;0.1;0.0;0.0;0.0;0.0;0.0;2.1;3.1;0.0;0.0;0.0;0.0;409.5;67.2;12.1;0.0;214.3;115.9;4.6;2.7;0.0;0.0;0.0;1.8;0;11.3;5.7;1.4;2.5;0.0;0.0;1.5;0.3;90.4;0.2;1.0;89.2;90.0;6.9;3.8;60.6;18.7;149.1;0.1;0.1;0.0;2.0;0.1;0.0;0.0;0.2;146.6;10.0;0.0;6.8;3.2;0.0;1179.0;16.9;129.5;;437.2;154.8;6.5;34.4;0.0;63.4;399.7;0.0;1134;3;0;0;0;0;0;0;1;2;0;0;0;0;238;39;7;0;125;67;3;2;0;0;0;1;0;7;3;1;1;0;0;1;0;53;0;1;52;52;4;2;35;11;87;0;0;0;1;0;0;0;0;85;6;0;4;2;0;686;10;75;;254;90;4;20;0;37;233;0
16;Baten;Noord-Nederland (LD);2013;1645.9;8.7;0.2;0.0;0.0;0.0;0.0;0.1;3.7;4.7;0.0;0.0;0.0;0.0;278.5;83.2;14.5;0.0;45.7;135.1;2.3;0.5;0.0;0.0;0.0;1.7;0;7.8;1.5;0.0;3.3;0.0;0.0;2.8;0.1;4.8;0.2;1.2;3.4;64.1;10.4;10.1;42.2;1.4;145.8;0.0;0.0;0.0;2.5;0.1;0.0;0.0;0.1;143.1;6.6;0.0;4.9;1.7;0.0;1127.3;9.6;87.7;;364.1;154.5;0.9;1.4;0.5;57.5;504.4;4.2;958;5;0;0;0;0;0;0;2;3;0;0;0;0;162;48;8;0;27;79;1;0;0;0;0;1;0;5;1;0;2;0;0;2;0;3;0;1;2;37;6;6;25;1;85;0;0;0;1;0;0;0;0;83;4;0;3;1;0;656;6;51;;212;90;1;1;0;33;294;2
17;Baten;Noord-Nederland (LD);2014;1610.6;22.4;0.1;0.3;0.0;0.0;0.0;0.1;1.0;21.0;0.0;0.0;0.0;0.0;198.1;53.1;11.4;0.0;8.5;125.1;2.2;0.3;0.0;0.0;0.0;1.8;0;19.1;4.5;0.0;13.1;0.0;0.0;1.4;0.1;16.0;1.0;1.0;14.0;61.4;13.8;-4.7;50.3;1.9;149.9;0.0;0.0;0.0;2.0;0.5;0.0;0.1;0.0;147.3;11.4;0.0;5.3;6.1;0.0;1130.2;3.4;85.7;;350.3;170.0;5.8;1.7;0.7;103.3;506.9;5.7;937;13;0;0;0;0;0;0;1;12;0;0;0;0;115;31;7;0;5;73;1;0;0;0;0;1;0;11;3;0;8;0;0;1;0;9;1;1;8;36;8;-3;29;1;87;0;0;0;1;0;0;0;0;86;7;0;3;4;0;658;2;50;;204;99;3;1;0;60;295;3
18;Baten;Noord-Nederland (LD);2015;2114.3;24.8;0.2;1.3;0.0;0.0;0.0;0.1;1.0;22.2;0.3;0.3;0.0;0.0;268.5;106.3;9.1;0.0;7.9;145.2;2.6;0.9;0.0;0.0;0.0;1.7;0;84.4;81.7;0.0;1.0;0.1;0.0;1.4;0.1;33.8;1.2;0.5;32.1;75.4;10.2;10.9;64.3;-10.0;1.8;0.0;0.0;0.0;1.7;0.0;0.0;0.1;0.0;0.0;6.1;0.0;6.0;0.2;0.0;1616.5;1.8;84.0;;342.8;176.5;10.2;2.4;-0.4;180.9;999.2;0.0;1230;14;0;1;0;0;0;0;1;13;0;0;0;0;156;62;5;0;5;84;2;1;0;0;0;1;0;49;48;0;1;0;0;1;0;20;1;0;19;44;6;6;37;-6;1;0;0;0;1;0;0;0;0;0;4;0;3;0;0;940;1;49;;199;103;6;1;0;105;581;0
19;Baten;Noord-Nederland (LD);2016;2185.7;22.6;0.1;0.3;0.0;0.0;0.0;0.1;1.4;20.6;0.3;0.3;0.0;0.0;279.4;131.8;13.3;0.0;7.0;127.3;2.1;0.3;0.0;0.0;0.0;1.8;0;55.4;47.3;0.0;5.8;0.1;0.1;2.0;0.2;32.6;1.9;2.2;28.5;80.1;24.8;17.4;37.6;0.2;2.2;0.0;0.0;0.0;1.7;0.4;0.0;0.1;0.0;0.1;6.7;0.0;6.5;0.3;0.0;1704.2;0.0;69.9;0.0;644.4;161.7;5.2;2.7;0.3;261.5;786.7;33.2;1272;13;0;0;0;0;0;0;1;12;0;0;0;0;163;77;8;0;4;74;1;0;0;0;0;1;0;32;27;0;3;0;0;1;0;19;1;1;17;47;14;10;22;0;1;0;0;0;1;0;0;0;0;0;4;0;4;0;0;992;0;41;0.0;375;94;3;2;0;152;458;19
