ID;SBI93;Rechtsvorm;Perioden;Oprichtingen_1;WerkzamePersonen_2;AantalBedrijven_3
95;C/D Delfstoffenwinning/industrie;Totaal rechtsvorm;1998;2.1;3.4;47.3
96;C/D Delfstoffenwinning/industrie;Totaal rechtsvorm;1999;2.3;4.8;46.5
97;C/D Delfstoffenwinning/industrie;Totaal rechtsvorm;2000;2.5;4.8;45.6
98;C/D Delfstoffenwinning/industrie;Totaal rechtsvorm;2001;2.2;3.5;47.2
99;C/D Delfstoffenwinning/industrie;Totaal rechtsvorm;2002;1.9;3.5;46.7
100;C/D Delfstoffenwinning/industrie;Totaal rechtsvorm;2003;1.7;2.9;46.2
101;C/D Delfstoffenwinning/industrie;Totaal rechtsvorm;2004;1.8;2.8;46.8
102;C/D Delfstoffenwinning/industrie;Totaal rechtsvorm;2005;2.1;3.0;45.9
103;C/D Delfstoffenwinning/industrie;Totaal rechtsvorm;2006;2.1;3.0;46.8
104;C/D Delfstoffenwinning/industrie;Totaal rechtsvorm;2007;2.0;3.1;46.9
105;C/D Delfstoffenwinning/industrie;Totaal rechtsvorm;2008;1.9;2.6;47.9
106;C/D Delfstoffenwinning/industrie;Totaal rechtsvorm;2009;1.5;2.1;50.4
107;C/D Delfstoffenwinning/industrie;Totaal rechtsvorm;2010;1.8;2.3;50.3
108;C/D Delfstoffenwinning/industrie;Eenmanszaken;1993;;;16.9
109;C/D Delfstoffenwinning/industrie;Eenmanszaken;1994;;;16.8
110;C/D Delfstoffenwinning/industrie;Eenmanszaken;1995;;;16.2
111;C/D Delfstoffenwinning/industrie;Eenmanszaken;1996;;;16.2
112;C/D Delfstoffenwinning/industrie;Eenmanszaken;1997;;;16.8
113;C/D Delfstoffenwinning/industrie;Eenmanszaken;1998;1.4;1.8;17.5
114;C/D Delfstoffenwinning/industrie;Eenmanszaken;1999;1.5;1.6;16.9
115;C/D Delfstoffenwinning/industrie;Eenmanszaken;2000;1.7;2.0;16.2
116;C/D Delfstoffenwinning/industrie;Eenmanszaken;2001;1.6;1.8;16.5
117;C/D Delfstoffenwinning/industrie;Eenmanszaken;2002;1.2;1.4;16.2
118;C/D Delfstoffenwinning/industrie;Eenmanszaken;2003;1.1;1.2;16.5
119;C/D Delfstoffenwinning/industrie;Eenmanszaken;2004;1.3;1.4;17.8
120;C/D Delfstoffenwinning/industrie;Eenmanszaken;2005;1.5;1.6;17.7
121;C/D Delfstoffenwinning/industrie;Eenmanszaken;2006;1.6;1.7;18.3
122;C/D Delfstoffenwinning/industrie;Eenmanszaken;2007;1.5;1.6;18.3
123;C/D Delfstoffenwinning/industrie;Eenmanszaken;2008;1.6;1.9;19.1
124;C/D Delfstoffenwinning/industrie;Eenmanszaken;2009;1.2;1.2;20.9
125;C/D Delfstoffenwinning/industrie;Eenmanszaken;2010;1.4;1.5;21.1
126;C/D Delfstoffenwinning/industrie;NV's en BV's;1993;;;17.6
127;C/D Delfstoffenwinning/industrie;NV's en BV's;1994;;;18.4
128;C/D Delfstoffenwinning/industrie;NV's en BV's;1995;;;18.1
129;C/D Delfstoffenwinning/industrie;NV's en BV's;1996;;;18.8
130;C/D Delfstoffenwinning/industrie;NV's en BV's;1997;;;18.5
131;C/D Delfstoffenwinning/industrie;NV's en BV's;1998;0.3;0.9;19.6
132;C/D Delfstoffenwinning/industrie;NV's en BV's;1999;0.4;2.1;19.6
133;C/D Delfstoffenwinning/industrie;NV's en BV's;2000;0.4;1.8;19.5
134;C/D Delfstoffenwinning/industrie;NV's en BV's;2001;0.4;1.4;20.3
135;C/D Delfstoffenwinning/industrie;NV's en BV's;2002;0.4;1.0;20.7
136;C/D Delfstoffenwinning/industrie;NV's en BV's;2003;0.4;1.3;19.8
137;C/D Delfstoffenwinning/industrie;NV's en BV's;2004;0.3;0.8;19.5
138;C/D Delfstoffenwinning/industrie;NV's en BV's;2005;0.4;1.0;18.9
139;C/D Delfstoffenwinning/industrie;NV's en BV's;2006;0.3;0.9;19.4
140;C/D Delfstoffenwinning/industrie;NV's en BV's;2007;0.3;1.1;19.5
141;C/D Delfstoffenwinning/industrie;NV's en BV's;2008;0.1;0.4;19.9
142;C/D Delfstoffenwinning/industrie;NV's en BV's;2009;0.2;0.6;20.4
143;C/D Delfstoffenwinning/industrie;NV's en BV's;2010;0.2;0.4;20.3
144;C/D Delfstoffenwinning/industrie;V.o.f. en Maatschappen;1993;;;6.9
145;C/D Delfstoffenwinning/industrie;V.o.f. en Maatschappen;1994;;;7.6
146;C/D Delfstoffenwinning/industrie;V.o.f. en Maatschappen;1995;;;7.6
147;C/D Delfstoffenwinning/industrie;V.o.f. en Maatschappen;1996;;;8.2
148;C/D Delfstoffenwinning/industrie;V.o.f. en Maatschappen;1997;;;8.6
149;C/D Delfstoffenwinning/industrie;V.o.f. en Maatschappen;1998;0.3;0.7;9.1
150;C/D Delfstoffenwinning/industrie;V.o.f. en Maatschappen;1999;0.3;0.8;8.8
151;C/D Delfstoffenwinning/industrie;V.o.f. en Maatschappen;2000;0.4;0.9;8.9
152;C/D Delfstoffenwinning/industrie;V.o.f. en Maatschappen;2001;0.2;0.4;9.4
153;C/D Delfstoffenwinning/industrie;V.o.f. en Maatschappen;2002;0.3;1.0;8.9
154;C/D Delfstoffenwinning/industrie;V.o.f. en Maatschappen;2003;0.1;0.3;9.0
155;C/D Delfstoffenwinning/industrie;V.o.f. en Maatschappen;2004;0.2;0.6;8.7
156;C/D Delfstoffenwinning/industrie;V.o.f. en Maatschappen;2005;0.2;0.4;8.5
157;C/D Delfstoffenwinning/industrie;V.o.f. en Maatschappen;2006;0.2;0.3;8.3
158;C/D Delfstoffenwinning/industrie;V.o.f. en Maatschappen;2007;0.2;0.4;8.2
159;C/D Delfstoffenwinning/industrie;V.o.f. en Maatschappen;2008;0.1;0.3;7.9
160;C/D Delfstoffenwinning/industrie;V.o.f. en Maatschappen;2009;0.1;0.2;8.1
161;C/D Delfstoffenwinning/industrie;V.o.f. en Maatschappen;2010;0.1;0.4;7.9
162;C/D Delfstoffenwinning/industrie;Overige rechtsvormen;1993;;;1.4
163;C/D Delfstoffenwinning/industrie;Overige rechtsvormen;1994;;;1.3
164;C/D Delfstoffenwinning/industrie;Overige rechtsvormen;1995;;;1.2
165;C/D Delfstoffenwinning/industrie;Overige rechtsvormen;1996;;;1.2
166;C/D Delfstoffenwinning/industrie;Overige rechtsvormen;1997;;;1.2
167;C/D Delfstoffenwinning/industrie;Overige rechtsvormen;1998;0.0;0.0;1.2
168;C/D Delfstoffenwinning/industrie;Overige rechtsvormen;1999;0.0;0.3;1.1
169;C/D Delfstoffenwinning/industrie;Overige rechtsvormen;2000;0.0;0.1;1.1
170;C/D Delfstoffenwinning/industrie;Overige rechtsvormen;2001;0.0;0.0;1.1
171;C/D Delfstoffenwinning/industrie;Overige rechtsvormen;2002;0.0;0.1;1.0
172;C/D Delfstoffenwinning/industrie;Overige rechtsvormen;2003;0.0;0.1;0.9
173;C/D Delfstoffenwinning/industrie;Overige rechtsvormen;2004;0.0;0.1;0.8
174;C/D Delfstoffenwinning/industrie;Overige rechtsvormen;2005;0.0;0.0;0.8
175;C/D Delfstoffenwinning/industrie;Overige rechtsvormen;2006;0.0;0.1;0.9
176;C/D Delfstoffenwinning/industrie;Overige rechtsvormen;2007;0.0;0.0;1.0
177;C/D Delfstoffenwinning/industrie;Overige rechtsvormen;2008;0.0;0.0;1.0
178;C/D Delfstoffenwinning/industrie;Overige rechtsvormen;2009;0.0;0.1;1.0
179;C/D Delfstoffenwinning/industrie;Overige rechtsvormen;2010;0.0;0.0;1.0
180;F Bouwnijverheid;Totaal rechtsvorm;1993;3.0;5.3;41.1
181;F Bouwnijverheid;Totaal rechtsvorm;1994;2.8;4.0;41.9
182;F Bouwnijverheid;Totaal rechtsvorm;1995;4.2;8.3;43.9
183;F Bouwnijverheid;Totaal rechtsvorm;1996;4.8;8.4;48.4
184;F Bouwnijverheid;Totaal rechtsvorm;1997;4.5;7.1;51.4
185;F Bouwnijverheid;Totaal rechtsvorm;1998;4.7;7.0;58.3
186;F Bouwnijverheid;Totaal rechtsvorm;1999;4.9;7.4;62.3
187;F Bouwnijverheid;Totaal rechtsvorm;2000;7.2;10.6;63.4
188;F Bouwnijverheid;Totaal rechtsvorm;2001;7.6;9.5;67.6
189;F Bouwnijverheid;Totaal rechtsvorm;2002;6.1;8.6;69.4
190;F Bouwnijverheid;Totaal rechtsvorm;2003;5.1;6.8;71.3
191;F Bouwnijverheid;Totaal rechtsvorm;2004;5.7;7.5;72.4
192;F Bouwnijverheid;Totaal rechtsvorm;2005;8.2;9.9;74.0
193;F Bouwnijverheid;Totaal rechtsvorm;2006;9.6;11.7;81.7
194;F Bouwnijverheid;Totaal rechtsvorm;2007;10.2;11.8;85.9
195;F Bouwnijverheid;Totaal rechtsvorm;2008;8.0;9.6;96.7
196;F Bouwnijverheid;Totaal rechtsvorm;2009;4.9;6.0;109.4
197;F Bouwnijverheid;Totaal rechtsvorm;2010;5.2;6.4;111.7
198;F Bouwnijverheid;Eenmanszaken;1993;;;20.5
199;F Bouwnijverheid;Eenmanszaken;1994;;;20.5
200;F Bouwnijverheid;Eenmanszaken;1995;;;22.1
201;F Bouwnijverheid;Eenmanszaken;1996;;;24.3
202;F Bouwnijverheid;Eenmanszaken;1997;;;27.1
203;F Bouwnijverheid;Eenmanszaken;1998;3.6;4.2;30.3
204;F Bouwnijverheid;Eenmanszaken;1999;3.9;4.9;32.9
205;F Bouwnijverheid;Eenmanszaken;2000;5.9;6.7;33.6
206;F Bouwnijverheid;Eenmanszaken;2001;6.4;7.1;36.5
207;F Bouwnijverheid;Eenmanszaken;2002;5.1;5.7;39.7
208;F Bouwnijverheid;Eenmanszaken;2003;4.4;5.1;41.1
209;F Bouwnijverheid;Eenmanszaken;2004;4.9;5.4;43.8
210;F Bouwnijverheid;Eenmanszaken;2005;7.3;7.8;45.5
211;F Bouwnijverheid;Eenmanszaken;2006;8.7;9.4;52.0
212;F Bouwnijverheid;Eenmanszaken;2007;9.4;9.9;56.7
213;F Bouwnijverheid;Eenmanszaken;2008;7.5;8.2;66.1
214;F Bouwnijverheid;Eenmanszaken;2009;4.4;4.5;77.6
215;F Bouwnijverheid;Eenmanszaken;2010;4.6;4.9;80.0
216;F Bouwnijverheid;NV's en BV's;1993;;;13.0
217;F Bouwnijverheid;NV's en BV's;1994;;;13.4
218;F Bouwnijverheid;NV's en BV's;1995;;;13.4
219;F Bouwnijverheid;NV's en BV's;1996;;;14.3
220;F Bouwnijverheid;NV's en BV's;1997;;;13.8
221;F Bouwnijverheid;NV's en BV's;1998;0.3;1.2;15.8
222;F Bouwnijverheid;NV's en BV's;1999;0.2;0.9;16.2
223;F Bouwnijverheid;NV's en BV's;2000;0.3;1.0;16.0
224;F Bouwnijverheid;NV's en BV's;2001;0.3;0.8;16.4
225;F Bouwnijverheid;NV's en BV's;2002;0.4;1.6;15.8
226;F Bouwnijverheid;NV's en BV's;2003;0.3;0.8;15.9
227;F Bouwnijverheid;NV's en BV's;2004;0.3;0.7;15.1
228;F Bouwnijverheid;NV's en BV's;2005;0.3;0.6;15.0
229;F Bouwnijverheid;NV's en BV's;2006;0.4;1.1;15.8
230;F Bouwnijverheid;NV's en BV's;2007;0.2;0.7;15.5
231;F Bouwnijverheid;NV's en BV's;2008;0.2;0.6;16.6
232;F Bouwnijverheid;NV's en BV's;2009;0.2;0.7;17.5
233;F Bouwnijverheid;NV's en BV's;2010;0.2;0.8;17.8
234;F Bouwnijverheid;V.o.f. en Maatschappen;1993;;;7.1
235;F Bouwnijverheid;V.o.f. en Maatschappen;1994;;;7.6
236;F Bouwnijverheid;V.o.f. en Maatschappen;1995;;;8.0
237;F Bouwnijverheid;V.o.f. en Maatschappen;1996;;;9.3
238;F Bouwnijverheid;V.o.f. en Maatschappen;1997;;;9.9
239;F Bouwnijverheid;V.o.f. en Maatschappen;1998;0.7;1.6;11.7
240;F Bouwnijverheid;V.o.f. en Maatschappen;1999;0.7;1.5;12.6
241;F Bouwnijverheid;V.o.f. en Maatschappen;2000;1.0;2.7;13.2
242;F Bouwnijverheid;V.o.f. en Maatschappen;2001;0.8;1.5;14.2
243;F Bouwnijverheid;V.o.f. en Maatschappen;2002;0.6;1.1;13.5
244;F Bouwnijverheid;V.o.f. en Maatschappen;2003;0.4;0.9;13.8
245;F Bouwnijverheid;V.o.f. en Maatschappen;2004;0.4;1.4;13.1
246;F Bouwnijverheid;V.o.f. en Maatschappen;2005;0.6;1.5;13.1
247;F Bouwnijverheid;V.o.f. en Maatschappen;2006;0.4;1.1;13.4
248;F Bouwnijverheid;V.o.f. en Maatschappen;2007;0.5;1.1;13.2
249;F Bouwnijverheid;V.o.f. en Maatschappen;2008;0.3;0.8;13.4
250;F Bouwnijverheid;V.o.f. en Maatschappen;2009;0.3;0.7;13.7
251;F Bouwnijverheid;V.o.f. en Maatschappen;2010;0.3;0.6;13.3
252;F Bouwnijverheid;Overige rechtsvormen;1993;;;0.4
253;F Bouwnijverheid;Overige rechtsvormen;1994;;;0.4
254;F Bouwnijverheid;Overige rechtsvormen;1995;;;0.4
255;F Bouwnijverheid;Overige rechtsvormen;1996;;;0.5
256;F Bouwnijverheid;Overige rechtsvormen;1997;;;0.5
257;F Bouwnijverheid;Overige rechtsvormen;1998;0.1;0.1;0.6
258;F Bouwnijverheid;Overige rechtsvormen;1999;0.1;0.1;0.6
259;F Bouwnijverheid;Overige rechtsvormen;2000;0.1;0.2;0.6
260;F Bouwnijverheid;Overige rechtsvormen;2001;0.0;0.1;0.6
261;F Bouwnijverheid;Overige rechtsvormen;2002;0.0;0.1;0.5
262;F Bouwnijverheid;Overige rechtsvormen;2003;0.0;0.0;0.4
263;F Bouwnijverheid;Overige rechtsvormen;2004;0.0;0.0;0.4
264;F Bouwnijverheid;Overige rechtsvormen;2005;0.0;0.1;0.4
265;F Bouwnijverheid;Overige rechtsvormen;2006;0.1;0.1;0.5
266;F Bouwnijverheid;Overige rechtsvormen;2007;0.1;0.1;0.5
267;F Bouwnijverheid;Overige rechtsvormen;2008;0.0;0.0;0.5
268;F Bouwnijverheid;Overige rechtsvormen;2009;0.0;0.1;0.5
269;F Bouwnijverheid;Overige rechtsvormen;2010;0.1;0.1;0.5
270;50 Handel in en reparatie van auto's...;Totaal rechtsvorm;1993;0.9;1.4;19.5
271;50 Handel in en reparatie van auto's...;Totaal rechtsvorm;1994;1.4;2.2;19.1
272;50 Handel in en reparatie van auto's...;Totaal rechtsvorm;1995;1.2;1.9;19.2
273;50 Handel in en reparatie van auto's...;Totaal rechtsvorm;1996;1.1;1.8;20.8
274;50 Handel in en reparatie van auto's...;Totaal rechtsvorm;1997;0.9;1.5;21.2
275;50 Handel in en reparatie van auto's...;Totaal rechtsvorm;1998;1.0;1.4;21.5
276;50 Handel in en reparatie van auto's...;Totaal rechtsvorm;1999;0.9;1.3;22.6
277;50 Handel in en reparatie van auto's...;Totaal rechtsvorm;2000;0.9;1.5;23.4
278;50 Handel in en reparatie van auto's...;Totaal rechtsvorm;2001;1.0;1.7;23.1
279;50 Handel in en reparatie van auto's...;Totaal rechtsvorm;2002;1.0;1.6;22.8
280;50 Handel in en reparatie van auto's...;Totaal rechtsvorm;2003;0.9;1.3;20.9
281;50 Handel in en reparatie van auto's...;Totaal rechtsvorm;2004;0.9;1.4;21.5
282;50 Handel in en reparatie van auto's...;Totaal rechtsvorm;2005;1.0;1.4;21.7
283;50 Handel in en reparatie van auto's...;Totaal rechtsvorm;2006;1.2;1.7;21.9
284;50 Handel in en reparatie van auto's...;Totaal rechtsvorm;2007;1.1;1.4;23.0
285;50 Handel in en reparatie van auto's...;Totaal rechtsvorm;2008;1.0;1.3;24.5
286;50 Handel in en reparatie van auto's...;Totaal rechtsvorm;2009;1.0;1.3;24.8
287;50 Handel in en reparatie van auto's...;Totaal rechtsvorm;2010;1.0;1.2;24.8
288;50 Handel in en reparatie van auto's...;Eenmanszaken;1993;;;9.8
289;50 Handel in en reparatie van auto's...;Eenmanszaken;1994;;;9.3
290;50 Handel in en reparatie van auto's...;Eenmanszaken;1995;;;9.0
291;50 Handel in en reparatie van auto's...;Eenmanszaken;1996;;;9.5
292;50 Handel in en reparatie van auto's...;Eenmanszaken;1997;;;10.0
293;50 Handel in en reparatie van auto's...;Eenmanszaken;1998;0.7;0.8;9.6
294;50 Handel in en reparatie van auto's...;Eenmanszaken;1999;0.6;0.7;10.3
295;50 Handel in en reparatie van auto's...;Eenmanszaken;2000;0.7;0.8;10.4
296;50 Handel in en reparatie van auto's...;Eenmanszaken;2001;0.6;0.8;9.9
297;50 Handel in en reparatie van auto's...;Eenmanszaken;2002;0.7;0.8;9.6
298;50 Handel in en reparatie van auto's...;Eenmanszaken;2003;0.6;0.7;8.9
299;50 Handel in en reparatie van auto's...;Eenmanszaken;2004;0.7;0.8;9.6
300;50 Handel in en reparatie van auto's...;Eenmanszaken;2005;0.7;0.8;9.8
301;50 Handel in en reparatie van auto's...;Eenmanszaken;2006;0.9;1.0;10.1
302;50 Handel in en reparatie van auto's...;Eenmanszaken;2007;0.9;1.0;11.0
303;50 Handel in en reparatie van auto's...;Eenmanszaken;2008;0.8;0.8;11.9
304;50 Handel in en reparatie van auto's...;Eenmanszaken;2009;0.7;1.0;12.2
305;50 Handel in en reparatie van auto's...;Eenmanszaken;2010;0.8;0.9;12.3
306;50 Handel in en reparatie van auto's...;NV's en BV's;1993;;;6.1
307;50 Handel in en reparatie van auto's...;NV's en BV's;1994;;;6.0
308;50 Handel in en reparatie van auto's...;NV's en BV's;1995;;;6.2
309;50 Handel in en reparatie van auto's...;NV's en BV's;1996;;;6.7
310;50 Handel in en reparatie van auto's...;NV's en BV's;1997;;;6.4
311;50 Handel in en reparatie van auto's...;NV's en BV's;1998;0.1;0.2;6.8
312;50 Handel in en reparatie van auto's...;NV's en BV's;1999;0.1;0.3;6.9
313;50 Handel in en reparatie van auto's...;NV's en BV's;2000;0.1;0.4;7.3
314;50 Handel in en reparatie van auto's...;NV's en BV's;2001;0.2;0.6;7.3
315;50 Handel in en reparatie van auto's...;NV's en BV's;2002;0.2;0.5;7.5
316;50 Handel in en reparatie van auto's...;NV's en BV's;2003;0.1;0.3;6.6
317;50 Handel in en reparatie van auto's...;NV's en BV's;2004;0.1;0.3;6.5
318;50 Handel in en reparatie van auto's...;NV's en BV's;2005;0.1;0.5;6.6
319;50 Handel in en reparatie van auto's...;NV's en BV's;2006;0.1;0.4;6.6
320;50 Handel in en reparatie van auto's...;NV's en BV's;2007;0.1;0.3;6.6
321;50 Handel in en reparatie van auto's...;NV's en BV's;2008;0.1;0.2;7.1
322;50 Handel in en reparatie van auto's...;NV's en BV's;2009;0.1;0.1;7.4
323;50 Handel in en reparatie van auto's...;NV's en BV's;2010;0.0;0.1;7.4
324;50 Handel in en reparatie van auto's...;V.o.f. en Maatschappen;1993;;;3.2
325;50 Handel in en reparatie van auto's...;V.o.f. en Maatschappen;1994;;;3.5
326;50 Handel in en reparatie van auto's...;V.o.f. en Maatschappen;1995;;;3.7
327;50 Handel in en reparatie van auto's...;V.o.f. en Maatschappen;1996;;;4.3
328;50 Handel in en reparatie van auto's...;V.o.f. en Maatschappen;1997;;;4.4
329;50 Handel in en reparatie van auto's...;V.o.f. en Maatschappen;1998;0.2;0.3;4.7
330;50 Handel in en reparatie van auto's...;V.o.f. en Maatschappen;1999;0.1;0.2;5.0
331;50 Handel in en reparatie van auto's...;V.o.f. en Maatschappen;2000;0.1;0.3;5.3
332;50 Handel in en reparatie van auto's...;V.o.f. en Maatschappen;2001;0.2;0.3;5.5
333;50 Handel in en reparatie van auto's...;V.o.f. en Maatschappen;2002;0.1;0.2;5.4
334;50 Handel in en reparatie van auto's...;V.o.f. en Maatschappen;2003;0.2;0.3;5.1
335;50 Handel in en reparatie van auto's...;V.o.f. en Maatschappen;2004;0.1;0.2;5.1
336;50 Handel in en reparatie van auto's...;V.o.f. en Maatschappen;2005;0.1;0.2;5.1
337;50 Handel in en reparatie van auto's...;V.o.f. en Maatschappen;2006;0.1;0.3;5.0
338;50 Handel in en reparatie van auto's...;V.o.f. en Maatschappen;2007;0.1;0.1;5.1
339;50 Handel in en reparatie van auto's...;V.o.f. en Maatschappen;2008;0.1;0.2;5.2
340;50 Handel in en reparatie van auto's...;V.o.f. en Maatschappen;2009;0.1;0.3;4.9
341;50 Handel in en reparatie van auto's...;V.o.f. en Maatschappen;2010;0.1;0.2;4.9
342;50 Handel in en reparatie van auto's...;Overige rechtsvormen;1993;;;0.3
343;50 Handel in en reparatie van auto's...;Overige rechtsvormen;1994;;;0.3
344;50 Handel in en reparatie van auto's...;Overige rechtsvormen;1995;;;0.3
345;50 Handel in en reparatie van auto's...;Overige rechtsvormen;1996;;;0.3
346;50 Handel in en reparatie van auto's...;Overige rechtsvormen;1997;;;0.3
347;50 Handel in en reparatie van auto's...;Overige rechtsvormen;1998;0.0;0.0;0.4
