ID;Geslacht;Leeftijd;Perioden;TotaalBevolking_1;TotaalWerkzamePersonen_2;WerkzamePersonen12UurPerWeek_3;WerkzamePersonen12PerWeek_4;NettoArbeidsparticipatie_5;Werknemers_6;Zelfstandigen_7;OnderwijsniveauLaag_8;OnderwijsniveauMiddelbaar_9;OnderwijsniveauHoog_10;OnderwijsniveauOnbekend_11;Arbeidsduur12Tot20UurPerWeek_12;Arbeidsduur20Tot35UurPerWeek_13;Arbeidsduur35UurOfMeerPerWeek_14
11;Mannen en vrouwen;Totaal leeftijd vanaf 15 jaar;2003;13004;7912.0;863.0;7049.0;54.2;6233.0;816.0;1818.0;3118.0;2086.0;27.0;648.0;1877.0;4524.0
12;Mannen en vrouwen;Totaal leeftijd vanaf 15 jaar;2004;13062;7864.0;896.0;6968.0;53.3;6136.0;832.0;1712.0;2978.0;2235.0;43.0;654.0;1871.0;4443.0
13;Mannen en vrouwen;Totaal leeftijd vanaf 15 jaar;2005;13114;7877.0;907.0;6970.0;53.2;6122.0;848.0;1638.0;3076.0;2222.0;34.0;677.0;1915.0;4378.0
14;Mannen en vrouwen;Totaal leeftijd vanaf 15 jaar;2006;13165;8036.0;906.0;7130.0;54.2;6217.0;914.0;1664.0;3159.0;2269.0;39.0;690.0;1971.0;4469.0
15;Mannen en vrouwen;2;1992;958;381.0;209.0;171.0;17.9;;;;;;;;;
16;Mannen en vrouwen;2;1993;921;350.0;200.0;150.0;16.3;;;;;;;;;
17;Mannen en vrouwen;2;1994;914;347.0;209.0;138.0;15.1;;;;;;;;;
18;Mannen en vrouwen;2;1995;900;349.0;217.0;132.0;14.7;;;;;;;;;
19;Mannen en vrouwen;2;1996;915;384.0;227.0;157.0;17.2;;;;;;;;;
20;Mannen en vrouwen;2;1997;914;420.0;243.0;177.0;19.4;;;;;;;;;
21;Mannen en vrouwen;2;1998;912;448.0;264.0;184.0;20.1;;;;;;;;;
22;Mannen en vrouwen;2;1999;916;484.0;271.0;213.0;23.3;;;;;;;;;
23;Mannen en vrouwen;2;2000;921;508.0;294.0;213.0;23.2;;;;;;;;;
24;Mannen en vrouwen;2;2001;928;524.0;289.0;235.0;25.3;;;;;;;;;
25;Mannen en vrouwen;2;2002;942;515.0;301.0;214.0;22.7;;;;;;;;;
26;Mannen en vrouwen;2;2003;957;504.0;293.0;211.0;22.0;;;;;;;;;
27;Mannen en vrouwen;2;2004;967;500.0;309.0;191.0;19.8;;;;;;;;;
28;Mannen en vrouwen;2;2005;978;490.0;305.0;184.0;18.9;;;;;;;;;
29;Mannen en vrouwen;2;2006;989;515.0;328.0;187.0;18.9;;;;;;;;;
30;Mannen en vrouwen;3;1992;1250;875.0;119.0;756.0;60.4;;;;;;;;;
31;Mannen en vrouwen;3;1993;1232;845.0;125.0;721.0;58.5;;;;;;;;;
32;Mannen en vrouwen;3;1994;1187;815.0;134.0;681.0;57.4;;;;;;;;;
33;Mannen en vrouwen;3;1995;1112;783.0;139.0;644.0;57.9;;;;;;;;;
34;Mannen en vrouwen;3;1996;1033;749.0;136.0;612.0;59.3;;;;;;;;;
35;Mannen en vrouwen;3;1997;1004;749.0;130.0;620.0;61.7;;;;;;;;;
36;Mannen en vrouwen;3;1998;963;718.0;130.0;588.0;61.1;;;;;;;;;
37;Mannen en vrouwen;3;1999;949;735.0;125.0;610.0;64.3;;;;;;;;;
38;Mannen en vrouwen;3;2000;953;739.0;127.0;612.0;64.2;;;;;;;;;
39;Mannen en vrouwen;3;2001;960;739.0;121.0;617.0;64.3;;;;;;;;;
40;Mannen en vrouwen;3;2002;965;757.0;135.0;622.0;64.5;;;;;;;;;
41;Mannen en vrouwen;3;2003;964;742.0;147.0;594.0;61.7;;;;;;;;;
42;Mannen en vrouwen;3;2004;962;718.0;151.0;568.0;59.0;;;;;;;;;
43;Mannen en vrouwen;3;2005;960;710.0;152.0;558.0;58.1;;;;;;;;;
44;Mannen en vrouwen;3;2006;960;731.0;160.0;571.0;59.5;;;;;;;;;
45;Mannen en vrouwen;4;1992;1296;1035.0;44.0;991.0;76.5;;;;;;;;;
46;Mannen en vrouwen;4;1993;1320;1054.0;54.0;1001.0;75.8;;;;;;;;;
47;Mannen en vrouwen;4;1994;1300;1021.0;54.0;967.0;74.4;;;;;;;;;
48;Mannen en vrouwen;4;1995;1299;1027.0;51.0;976.0;75.2;;;;;;;;;
49;Mannen en vrouwen;4;1996;1286;1035.0;46.0;989.0;76.9;;;;;;;;;
50;Mannen en vrouwen;4;1997;1270;1047.0;45.0;1002.0;78.9;;;;;;;;;
51;Mannen en vrouwen;4;1998;1254;1062.0;40.0;1022.0;81.5;;;;;;;;;
52;Mannen en vrouwen;4;1999;1208;1028.0;35.0;993.0;82.2;;;;;;;;;
53;Mannen en vrouwen;4;2000;1141;979.0;38.0;942.0;82.5;;;;;;;;;
54;Mannen en vrouwen;4;2001;1089;931.0;39.0;892.0;81.9;;;;;;;;;
55;Mannen en vrouwen;4;2002;1045;876.0;35.0;841.0;80.4;;;;;;;;;
56;Mannen en vrouwen;4;2003;1014;855.0;36.0;819.0;80.8;;;;;;;;;
57;Mannen en vrouwen;4;2004;995;830.0;40.0;790.0;79.4;;;;;;;;;
58;Mannen en vrouwen;4;2005;986;822.0;33.0;790.0;80.1;;;;;;;;;
59;Mannen en vrouwen;4;2006;985;831.0;32.0;799.0;81.1;;;;;;;;;
60;Mannen en vrouwen;5;1992;1262;950.0;64.0;886.0;70.2;;;;;;;;;
61;Mannen en vrouwen;5;1993;1263;961.0;58.0;903.0;71.5;;;;;;;;;
62;Mannen en vrouwen;5;1994;1293;976.0;67.0;910.0;70.3;;;;;;;;;
63;Mannen en vrouwen;5;1995;1308;1015.0;66.0;949.0;72.5;;;;;;;;;
64;Mannen en vrouwen;5;1996;1312;1035.0;59.0;975.0;74.4;;;;;;;;;
65;Mannen en vrouwen;5;1997;1310;1046.0;57.0;989.0;75.5;;;;;;;;;
66;Mannen en vrouwen;5;1998;1306;1077.0;56.0;1020.0;78.1;;;;;;;;;
67;Mannen en vrouwen;5;1999;1302;1086.0;50.0;1036.0;79.6;;;;;;;;;
68;Mannen en vrouwen;5;2000;1308;1108.0;49.0;1058.0;80.9;;;;;;;;;
69;Mannen en vrouwen;5;2001;1309;1104.0;49.0;1055.0;80.6;;;;;;;;;
70;Mannen en vrouwen;5;2002;1297;1090.0;50.0;1039.0;80.1;;;;;;;;;
71;Mannen en vrouwen;5;2003;1267;1056.0;46.0;1010.0;79.7;;;;;;;;;
72;Mannen en vrouwen;5;2004;1215;1014.0;43.0;971.0;79.9;;;;;;;;;
73;Mannen en vrouwen;5;2005;1152;963.0;40.0;923.0;80.2;;;;;;;;;
74;Mannen en vrouwen;5;2006;1093;929.0;33.0;896.0;82.0;;;;;;;;;
75;Mannen en vrouwen;6;1992;1167;872.0;67.0;805.0;69.0;;;;;;;;;
76;Mannen en vrouwen;6;1993;1177;882.0;70.0;812.0;69.0;;;;;;;;;
77;Mannen en vrouwen;6;1994;1209;910.0;75.0;836.0;69.1;;;;;;;;;
78;Mannen en vrouwen;6;1995;1231;939.0;73.0;866.0;70.3;;;;;;;;;
79;Mannen en vrouwen;6;1996;1243;959.0;70.0;890.0;71.6;;;;;;;;;
80;Mannen en vrouwen;6;1997;1258;985.0;77.0;909.0;72.2;;;;;;;;;
81;Mannen en vrouwen;6;1998;1276;1019.0;64.0;955.0;74.8;;;;;;;;;
82;Mannen en vrouwen;6;1999;1298;1047.0;70.0;977.0;75.3;;;;;;;;;
83;Mannen en vrouwen;6;2000;1313;1087.0;69.0;1017.0;77.5;;;;;;;;;
84;Mannen en vrouwen;6;2001;1321;1100.0;69.0;1031.0;78.0;;;;;;;;;
85;Mannen en vrouwen;6;2002;1319;1099.0;64.0;1035.0;78.5;;;;;;;;;
86;Mannen en vrouwen;6;2003;1313;1074.0;58.0;1016.0;77.4;;;;;;;;;
87;Mannen en vrouwen;6;2004;1307;1065.0;60.0;1005.0;76.9;;;;;;;;;
88;Mannen en vrouwen;6;2005;1304;1067.0;59.0;1009.0;77.4;;;;;;;;;
89;Mannen en vrouwen;6;2006;1296;1076.0;52.0;1024.0;79.0;;;;;;;;;
90;Mannen en vrouwen;7;1992;1162;862.0;65.0;796.0;68.5;;;;;;;;;
91;Mannen en vrouwen;7;1993;1140;852.0;66.0;786.0;69.0;;;;;;;;;
92;Mannen en vrouwen;7;1994;1126;844.0;70.0;774.0;68.7;;;;;;;;;
93;Mannen en vrouwen;7;1995;1130;859.0;65.0;793.0;70.2;;;;;;;;;
94;Mannen en vrouwen;7;1996;1154;878.0;63.0;814.0;70.5;;;;;;;;;
95;Mannen en vrouwen;7;1997;1163;910.0;67.0;843.0;72.5;;;;;;;;;
96;Mannen en vrouwen;7;1998;1174;937.0;65.0;872.0;74.3;;;;;;;;;
97;Mannen en vrouwen;7;1999;1194;964.0;62.0;903.0;75.6;;;;;;;;;
98;Mannen en vrouwen;7;2000;1217;996.0;61.0;935.0;76.8;;;;;;;;;
99;Mannen en vrouwen;7;2001;1238;1030.0;60.0;970.0;78.4;;;;;;;;;
100;Mannen en vrouwen;7;2002;1258;1025.0;53.0;972.0;77.3;;;;;;;;;
101;Mannen en vrouwen;7;2003;1276;1042.0;59.0;983.0;77.0;;;;;;;;;
102;Mannen en vrouwen;7;2004;1292;1046.0;61.0;985.0;76.2;;;;;;;;;
103;Mannen en vrouwen;7;2005;1303;1056.0;65.0;991.0;76.1;;;;;;;;;
104;Mannen en vrouwen;7;2006;1304;1072.0;58.0;1015.0;77.8;;;;;;;;;
105;Mannen en vrouwen;8;1992;1042;732.0;52.0;680.0;65.3;;;;;;;;;
106;Mannen en vrouwen;8;1993;1107;791.0;60.0;731.0;66.1;;;;;;;;;
107;Mannen en vrouwen;8;1994;1146;827.0;66.0;762.0;66.5;;;;;;;;;
108;Mannen en vrouwen;8;1995;1183;865.0;62.0;803.0;67.8;;;;;;;;;
109;Mannen en vrouwen;8;1996;1162;847.0;60.0;786.0;67.7;;;;;;;;;
110;Mannen en vrouwen;8;1997;1145;865.0;60.0;806.0;70.4;;;;;;;;;
111;Mannen en vrouwen;8;1998;1123;855.0;56.0;800.0;71.2;;;;;;;;;
112;Mannen en vrouwen;8;1999;1120;871.0;54.0;816.0;72.9;;;;;;;;;
113;Mannen en vrouwen;8;2000;1131;894.0;56.0;837.0;74.1;;;;;;;;;
114;Mannen en vrouwen;8;2001;1142;915.0;52.0;863.0;75.5;;;;;;;;;
115;Mannen en vrouwen;8;2002;1155;935.0;50.0;885.0;76.7;;;;;;;;;
116;Mannen en vrouwen;8;2003;1168;950.0;48.0;902.0;77.3;;;;;;;;;
117;Mannen en vrouwen;8;2004;1184;956.0;51.0;904.0;76.4;;;;;;;;;
118;Mannen en vrouwen;8;2005;1202;968.0;54.0;914.0;76.1;;;;;;;;;
119;Mannen en vrouwen;8;2006;1220;992.0;50.0;942.0;77.3;;;;;;;;;
120;Mannen en vrouwen;9;1992;808;492.0;44.0;448.0;55.5;;;;;;;;;
121;Mannen en vrouwen;9;1993;846;516.0;39.0;477.0;56.4;;;;;;;;;
122;Mannen en vrouwen;9;1994;868;540.0;47.0;493.0;56.8;;;;;;;;;
123;Mannen en vrouwen;9;1995;887;574.0;47.0;527.0;59.5;;;;;;;;;
124;Mannen en vrouwen;9;1996;963;624.0;51.0;573.0;59.5;;;;;;;;;
125;Mannen en vrouwen;9;1997;1022;683.0;52.0;631.0;61.7;;;;;;;;;
126;Mannen en vrouwen;9;1998;1097;764.0;55.0;708.0;64.6;;;;;;;;;
127;Mannen en vrouwen;9;1999;1132;798.0;61.0;737.0;65.1;;;;;;;;;
128;Mannen en vrouwen;9;2000;1156;826.0;58.0;768.0;66.4;;;;;;;;;
129;Mannen en vrouwen;9;2001;1156;839.0;55.0;784.0;67.8;;;;;;;;;
130;Mannen en vrouwen;9;2002;1127;822.0;52.0;770.0;68.3;;;;;;;;;
131;Mannen en vrouwen;9;2003;1111;821.0;54.0;768.0;69.1;;;;;;;;;
132;Mannen en vrouwen;9;2004;1106;813.0;52.0;760.0;68.8;;;;;;;;;
133;Mannen en vrouwen;9;2005;1109;832.0;57.0;775.0;69.9;;;;;;;;;
134;Mannen en vrouwen;9;2006;1120;854.0;47.0;807.0;72.0;;;;;;;;;
135;Mannen en vrouwen;55 tot 60 jaar;1992;725;305.0;30.0;275.0;37.9;;;;;;;;;
136;Mannen en vrouwen;55 tot 60 jaar;1993;725;302.0;30.0;272.0;37.6;;;;;;;;;
137;Mannen en vrouwen;55 tot 60 jaar;1994;744;316.0;35.0;281.0;37.8;;;;;;;;;
138;Mannen en vrouwen;55 tot 60 jaar;1995;758;327.0;32.0;296.0;39.0;;;;;;;;;
139;Mannen en vrouwen;55 tot 60 jaar;1996;776;346.0;38.0;309.0;39.8;;;;;;;;;
140;Mannen en vrouwen;55 tot 60 jaar;1997;790;366.0;37.0;329.0;41.7;;;;;;;;;
141;Mannen en vrouwen;55 tot 60 jaar;1998;809;389.0;35.0;354.0;43.7;;;;;;;;;
142;Mannen en vrouwen;55 tot 60 jaar;1999;836;424.0;37.0;387.0;46.3;;;;;;;;;
143;Mannen en vrouwen;55 tot 60 jaar;2000;862;461.0;40.0;421.0;48.9;;;;;;;;;
144;Mannen en vrouwen;55 tot 60 jaar;2001;915;509.0;43.0;466.0;51.0;;;;;;;;;
145;Mannen en vrouwen;55 tot 60 jaar;2002;996;583.0;55.0;528.0;53.0;;;;;;;;;
146;Mannen en vrouwen;55 tot 60 jaar;2003;1055;613.0;56.0;556.0;52.7;;;;;;;;;
147;Mannen en vrouwen;55 tot 60 jaar;2004;1092;650.0;59.0;591.0;54.1;;;;;;;;;
148;Mannen en vrouwen;55 tot 60 jaar;2005;1124;684.0;61.0;622.0;55.4;;;;;;;;;
149;Mannen en vrouwen;55 tot 60 jaar;2006;1122;710.0;58.0;652.0;58.1;;;;;;;;;
150;Mannen en vrouwen;60 tot 65 jaar;1992;678;95.0;18.0;77.0;11.4;;;;;;;;;
151;Mannen en vrouwen;60 tot 65 jaar;1993;690;94.0;22.0;72.0;10.5;;;;;;;;;
152;Mannen en vrouwen;60 tot 65 jaar;1994;686;95.0;16.0;79.0;11.5;;;;;;;;;
153;Mannen en vrouwen;60 tot 65 jaar;1995;689;96.0;19.0;77.0;11.2;;;;;;;;;
154;Mannen en vrouwen;60 tot 65 jaar;1996;689;97.0;19.0;78.0;11.4;;;;;;;;;
155;Mannen en vrouwen;60 tot 65 jaar;1997;690;99.0;20.0;79.0;11.5;;;;;;;;;
156;Mannen en vrouwen;60 tot 65 jaar;1998;691;104.0;19.0;85.0;12.3;;;;;;;;;
157;Mannen en vrouwen;60 tot 65 jaar;1999;710;117.0;22.0;95.0;13.4;;;;;;;;;
158;Mannen en vrouwen;60 tot 65 jaar;2000;727;137.0;24.0;113.0;15.5;;;;;;;;;
159;Mannen en vrouwen;60 tot 65 jaar;2001;743;141.0;32.0;109.0;14.7;;;;;;;;;
160;Mannen en vrouwen;60 tot 65 jaar;2002;759;165.0;37.0;128.0;16.9;;;;;;;;;
161;Mannen en vrouwen;60 tot 65 jaar;2003;779;174.0;33.0;141.0;18.2;;;;;;;;;
162;Mannen en vrouwen;60 tot 65 jaar;2004;805;189.0;36.0;153.0;19.0;;;;;;;;;
163;Mannen en vrouwen;60 tot 65 jaar;2005;825;191.0;41.0;151.0;18.3;;;;;;;;;
164;Mannen en vrouwen;60 tot 65 jaar;2006;875;227.0;45.0;182.0;20.8;;;;;;;;;
165;Mannen en vrouwen;65 tot 70 jaar;1992;610;36.0;13.0;22.0;3.7;;;;;;;;;
166;Mannen en vrouwen;65 tot 70 jaar;1993;597;32.0;11.0;20.0;3.4;;;;;;;;;
167;Mannen en vrouwen;65 tot 70 jaar;1994;607;32.0;12.0;20.0;3.2;;;;;;;;;
168;Mannen en vrouwen;65 tot 70 jaar;1995;623;32.0;13.0;19.0;3.1;;;;;;;;;
169;Mannen en vrouwen;65 tot 70 jaar;1996;634;36.0;15.0;21.0;3.3;;;;;;;;;
170;Mannen en vrouwen;65 tot 70 jaar;1997;619;35.0;14.0;21.0;3.3;;;;;;;;;
171;Mannen en vrouwen;65 tot 70 jaar;1998;639;39.0;14.0;25.0;4.0;;;;;;;;;
172;Mannen en vrouwen;65 tot 70 jaar;1999;628;37.0;15.0;21.0;3.4;;;;;;;;;
173;Mannen en vrouwen;65 tot 70 jaar;2000;614;38.0;16.0;21.0;3.5;;;;;;;;;
174;Mannen en vrouwen;65 tot 70 jaar;2001;630;40.0;16.0;24.0;3.8;;;;;;;;;
175;Mannen en vrouwen;65 tot 70 jaar;2002;640;45.0;21.0;24.0;3.8;;;;;;;;;
176;Mannen en vrouwen;65 tot 70 jaar;2003;650;51.0;21.0;30.0;4.6;;;;;;;;;
177;Mannen en vrouwen;65 tot 70 jaar;2004;678;53.0;20.0;34.0;5.0;;;;;;;;;
178;Mannen en vrouwen;65 tot 70 jaar;2005;667;58.0;25.0;33.0;4.9;;;;;;;;;
179;Mannen en vrouwen;65 tot 70 jaar;2006;713;62.0;27.0;35.0;4.9;;;;;;;;;
180;Mannen en vrouwen;70 tot 75 jaar;1992;493;15.0;7.0;8.0;1.6;;;;;;;;;
181;Mannen en vrouwen;70 tot 75 jaar;1993;529;17.0;7.0;10.0;1.9;;;;;;;;;
182;Mannen en vrouwen;70 tot 75 jaar;1994;540;16.0;6.0;10.0;1.9;;;;;;;;;
183;Mannen en vrouwen;70 tot 75 jaar;1995;539;13.0;7.0;7.0;1.2;;;;;;;;;
184;Mannen en vrouwen;70 tot 75 jaar;1996;527;13.0;6.0;7.0;1.3;;;;;;;;;
185;Mannen en vrouwen;70 tot 75 jaar;1997;548;15.0;7.0;7.0;1.4;;;;;;;;;
186;Mannen en vrouwen;70 tot 75 jaar;1998;534;17.0;9.0;8.0;1.5;;;;;;;;;
187;Mannen en vrouwen;70 tot 75 jaar;1999;544;16.0;9.0;7.0;1.3;;;;;;;;;
188;Mannen en vrouwen;70 tot 75 jaar;2000;567;21.0;12.0;9.0;1.6;;;;;;;;;
189;Mannen en vrouwen;70 tot 75 jaar;2001;560;14.0;7.0;7.0;1.3;;;;;;;;;
190;Mannen en vrouwen;70 tot 75 jaar;2002;560;19.0;9.0;10.0;1.7;;;;;;;;;
191;Mannen en vrouwen;70 tot 75 jaar;2003;563;20.0;8.0;12.0;2.0;;;;;;;;;
192;Mannen en vrouwen;70 tot 75 jaar;2004;553;17.0;8.0;9.0;1.7;;;;;;;;;
193;Mannen en vrouwen;70 tot 75 jaar;2005;582;25.0;11.0;14.0;2.4;;;;;;;;;
194;Mannen en vrouwen;70 tot 75 jaar;2006;552;28.0;11.0;16.0;3.0;;;;;;;;;
195;Mannen en vrouwen;75 jaar of ouder;1992;676;8.0;4.0;4.0;0.6;;;;;;;;;
196;Mannen en vrouwen;75 jaar of ouder;1993;699;9.0;4.0;5.0;0.8;;;;;;;;;
197;Mannen en vrouwen;75 jaar of ouder;1994;700;7.0;3.0;4.0;0.5;;;;;;;;;
198;Mannen en vrouwen;75 jaar of ouder;1995;713;7.0;3.0;4.0;0.5;;;;;;;;;
199;Mannen en vrouwen;75 jaar of ouder;1996;757;8.0;4.0;4.0;0.5;;;;;;;;;
200;Mannen en vrouwen;75 jaar of ouder;1997;774;8.0;4.0;4.0;0.6;;;;;;;;;
201;Mannen en vrouwen;75 jaar of ouder;1998;797;8.0;4.0;3.0;0.4;;;;;;;;;
202;Mannen en vrouwen;75 jaar of ouder;1999;822;6.0;2.0;4.0;0.5;;;;;;;;;
203;Mannen en vrouwen;75 jaar of ouder;2000;839;6.0;2.0;4.0;0.4;;;;;;;;;
204;Mannen en vrouwen;75 jaar of ouder;2001;857;9.0;3.0;6.0;0.7;;;;;;;;;
205;Mannen en vrouwen;75 jaar of ouder;2002;873;11.0;5.0;5.0;0.6;;;;;;;;;
206;Mannen en vrouwen;75 jaar of ouder;2003;888;11.0;5.0;6.0;0.7;;;;;;;;;
207;Mannen en vrouwen;75 jaar of ouder;2004;907;12.0;6.0;6.0;0.7;;;;;;;;;
208;Mannen en vrouwen;75 jaar of ouder;2005;922;10.0;5.0;5.0;0.5;;;;;;;;;
209;Mannen en vrouwen;75 jaar of ouder;2006;936;10.0;5.0;5.0;0.5;;;;;;;;;
210;Mannen en vrouwen;15 tot 25 jaar;1992;2208;1256.0;329.0;927.0;42.0;902.0;25.0;404.0;460.0;62.0;;54.0;171.0;702.0
211;Mannen en vrouwen;15 tot 25 jaar;1993;2153;1195.0;324.0;871.0;40.5;844.0;27.0;366.0;441.0;64.0;;47.0;172.0;651.0
212;Mannen en vrouwen;15 tot 25 jaar;1994;2100;1162.0;343.0;819.0;39.0;795.0;24.0;335.0;421.0;62.0;;63.0;171.0;584.0
213;Mannen en vrouwen;15 tot 25 jaar;1995;2012;1133.0;356.0;776.0;38.6;752.0;24.0;309.0;399.0;67.0;;68.0;174.0;534.0
214;Mannen en vrouwen;15 tot 25 jaar;1996;1948;1133.0;363.0;770.0;39.5;744.0;26.0;306.0;396.0;67.0;;75.0;183.0;512.0
215;Mannen en vrouwen;15 tot 25 jaar;1997;1918;1169.0;372.0;797.0;41.5;772.0;25.0;299.0;415.0;81.0;2.0;82.0;190.0;525.0
216;Mannen en vrouwen;15 tot 25 jaar;1998;1875;1165.0;394.0;772.0;41.1;754.0;18.0;287.0;395.0;87.0;;110.0;187.0;474.0
217;Mannen en vrouwen;15 tot 25 jaar;1999;1865;1219.0;396.0;824.0;44.2;807.0;17.0;328.0;398.0;97.0;;120.0;186.0;518.0
218;Mannen en vrouwen;15 tot 25 jaar;2000;1873;1246.0;421.0;825.0;44.0;806.0;19.0;324.0;425.0;73.0;3.0;117.0;186.0;522.0
219;Mannen en vrouwen;15 tot 25 jaar;2001;1888;1262.0;410.0;852.0;45.1;830.0;22.0;350.0;421.0;79.0;2.0;124.0;205.0;524.0
220;Mannen en vrouwen;15 tot 25 jaar;2002;1907;1272.0;436.0;836.0;43.8;816.0;20.0;326.0;427.0;80.0;3.0;131.0;218.0;487.0
221;Mannen en vrouwen;15 tot 25 jaar;2003;1921;1246.0;441.0;805.0;41.9;786.0;19.0;312.0;402.0;89.0;2.0;123.0;221.0;461.0
222;Mannen en vrouwen;15 tot 25 jaar;2004;1929;1218.0;460.0;759.0;39.3;736.0;23.0;294.0;365.0;97.0;3.0;118.0;206.0;434.0
223;Mannen en vrouwen;15 tot 25 jaar;2005;1938;1200.0;458.0;742.0;38.3;722.0;21.0;275.0;370.0;97.0;;134.0;202.0;407.0
224;Mannen en vrouwen;15 tot 25 jaar;2006;1950;1246.0;488.0;758.0;38.9;729.0;29.0;282.0;377.0;96.0;2.0;138.0;201.0;420.0
225;Mannen en vrouwen;25 tot 50 jaar;1992;5929;4450.0;292.0;4158.0;70.1;3727.0;431.0;1255.0;1769.0;1128.0;6.0;244.0;765.0;3149.0
226;Mannen en vrouwen;25 tot 50 jaar;1993;6006;4540.0;307.0;4233.0;70.5;3775.0;458.0;1217.0;1831.0;1181.0;4.0;260.0;807.0;3166.0
227;Mannen en vrouwen;25 tot 50 jaar;1994;6075;4579.0;331.0;4248.0;69.9;3762.0;486.0;1197.0;1862.0;1182.0;8.0;260.0;839.0;3149.0
228;Mannen en vrouwen;25 tot 50 jaar;1995;6151;4705.0;318.0;4387.0;71.3;3905.0;482.0;1194.0;1947.0;1238.0;8.0;282.0;903.0;3202.0
229;Mannen en vrouwen;25 tot 50 jaar;1996;6158;4754.0;299.0;4455.0;72.3;3960.0;495.0;1143.0;2045.0;1253.0;14.0;276.0;940.0;3239.0
230;Mannen en vrouwen;25 tot 50 jaar;1997;6145;4854.0;306.0;4548.0;74.0;4046.0;502.0;1156.0;2092.0;1284.0;16.0;288.0;979.0;3281.0
231;Mannen en vrouwen;25 tot 50 jaar;1998;6134;4950.0;281.0;4668.0;76.1;4169.0;499.0;1156.0;2114.0;1383.0;16.0;325.0;1027.0;3316.0
232;Mannen en vrouwen;25 tot 50 jaar;1999;6123;4997.0;271.0;4725.0;77.2;4233.0;492.0;1151.0;2123.0;1433.0;18.0;328.0;1076.0;3322.0
233;Mannen en vrouwen;25 tot 50 jaar;2000;6110;5063.0;274.0;4789.0;78.4;4265.0;524.0;1167.0;2142.0;1459.0;22.0;352.0;1132.0;3306.0
234;Mannen en vrouwen;25 tot 50 jaar;2001;6099;5079.0;269.0;4810.0;78.9;4302.0;508.0;1170.0;2192.0;1421.0;27.0;360.0;1145.0;3305.0
235;Mannen en vrouwen;25 tot 50 jaar;2002;6074;5025.0;252.0;4773.0;78.6;4260.0;513.0;1120.0;2149.0;1487.0;17.0;379.0;1221.0;3173.0
236;Mannen en vrouwen;25 tot 50 jaar;2003;6037;4976.0;246.0;4731.0;78.4;4212.0;518.0;1042.0;2130.0;1540.0;18.0;381.0;1235.0;3115.0
237;Mannen en vrouwen;25 tot 50 jaar;2004;5993;4911.0;256.0;4656.0;77.7;4135.0;521.0;961.0;2033.0;1631.0;30.0;380.0;1229.0;3046.0
