ID;Geslacht;Leeftijd;Perioden;TotaalBevolking_1;TotaalWerkzamePersonen_2;WerkzamePersonen12UurPerWeek_3;WerkzamePersonen12PerWeek_4;NettoArbeidsparticipatie_5;Werknemers_6;Zelfstandigen_7;OnderwijsniveauLaag_8;OnderwijsniveauMiddelbaar_9;OnderwijsniveauHoog_10;OnderwijsniveauOnbekend_11;Arbeidsduur12Tot20UurPerWeek_12;Arbeidsduur20Tot35UurPerWeek_13;Arbeidsduur35UurOfMeerPerWeek_14
761;Vrouwen;15 tot 25 jaar;2003;945;602.0;228.0;375.0;39.7;369.0;6.0;123.0;193.0;58.0;;65.0;137.0;173.0
762;Vrouwen;15 tot 25 jaar;2004;950;596.0;240.0;356.0;37.5;350.0;6.0;108.0;187.0;61.0;;63.0;124.0;168.0
763;Vrouwen;15 tot 25 jaar;2005;954;587.0;236.0;351.0;36.8;344.0;6.0;102.0;187.0;62.0;;77.0;129.0;144.0
764;Vrouwen;15 tot 25 jaar;2006;958;601.0;249.0;352.0;36.7;344.0;8.0;104.0;186.0;61.0;;81.0;121.0;150.0
765;Vrouwen;25 tot 50 jaar;1992;2898;1717.0;261.0;1455.0;50.2;1321.0;134.0;417.0;614.0;422.0;2.0;227.0;611.0;617.0
766;Vrouwen;25 tot 50 jaar;1993;2943;1807.0;276.0;1531.0;52.0;1388.0;142.0;413.0;652.0;465.0;;242.0;649.0;639.0
767;Vrouwen;25 tot 50 jaar;1994;2974;1842.0;295.0;1547.0;52.0;1391.0;155.0;397.0;692.0;456.0;2.0;238.0;669.0;640.0
768;Vrouwen;25 tot 50 jaar;1995;3013;1913.0;287.0;1626.0;54.0;1475.0;151.0;407.0;726.0;491.0;2.0;255.0;718.0;653.0
769;Vrouwen;25 tot 50 jaar;1996;3024;1950.0;269.0;1681.0;55.6;1523.0;158.0;397.0;791.0;490.0;4.0;254.0;749.0;678.0
770;Vrouwen;25 tot 50 jaar;1997;3021;2037.0;276.0;1762.0;58.3;1601.0;161.0;416.0;831.0;510.0;5.0;269.0;777.0;716.0
771;Vrouwen;25 tot 50 jaar;1998;3018;2095.0;256.0;1840.0;61.0;1679.0;160.0;416.0;859.0;559.0;5.0;301.0;819.0;719.0
772;Vrouwen;25 tot 50 jaar;1999;3016;2151.0;249.0;1902.0;63.1;1737.0;165.0;411.0;889.0;596.0;6.0;305.0;857.0;740.0
773;Vrouwen;25 tot 50 jaar;2000;3012;2200.0;251.0;1949.0;64.7;1780.0;168.0;424.0;911.0;607.0;7.0;328.0;905.0;715.0
774;Vrouwen;25 tot 50 jaar;2001;3009;2233.0;243.0;1990.0;66.1;1826.0;164.0;430.0;941.0;610.0;9.0;339.0;928.0;722.0
775;Vrouwen;25 tot 50 jaar;2002;3000;2226.0;224.0;2003.0;66.7;1843.0;160.0;418.0;929.0;650.0;6.0;355.0;970.0;677.0
776;Vrouwen;25 tot 50 jaar;2003;2987;2242.0;217.0;2024.0;67.8;1863.0;161.0;399.0;933.0;686.0;6.0;361.0;984.0;679.0
777;Vrouwen;25 tot 50 jaar;2004;2971;2225.0;222.0;2003.0;67.4;1839.0;164.0;369.0;883.0;741.0;11.0;356.0;988.0;659.0
778;Vrouwen;25 tot 50 jaar;2005;2953;2235.0;217.0;2018.0;68.4;1858.0;160.0;338.0;933.0;740.0;7.0;347.0;1010.0;662.0
779;Vrouwen;25 tot 50 jaar;2006;2934;2255.0;194.0;2061.0;70.2;1879.0;182.0;332.0;954.0;769.0;7.0;358.0;1023.0;680.0
780;Vrouwen;50 tot 65 jaar;1992;1116;270.0;69.0;200.0;17.9;159.0;41.0;86.0;70.0;45.0;;48.0;91.0;61.0
781;Vrouwen;50 tot 65 jaar;1993;1128;280.0;72.0;208.0;18.5;163.0;46.0;94.0;66.0;48.0;;50.0;95.0;63.0
782;Vrouwen;50 tot 65 jaar;1994;1150;305.0;76.0;229.0;19.9;181.0;48.0;96.0;77.0;55.0;;50.0;113.0;66.0
783;Vrouwen;50 tot 65 jaar;1995;1166;331.0;76.0;255.0;21.9;199.0;56.0;107.0;86.0;62.0;;60.0;120.0;75.0
784;Vrouwen;50 tot 65 jaar;1996;1208;356.0;85.0;272.0;22.5;216.0;56.0;104.0;100.0;66.0;;56.0;132.0;84.0
785;Vrouwen;50 tot 65 jaar;1997;1244;392.0;87.0;305.0;24.6;241.0;65.0;112.0;115.0;77.0;;64.0;150.0;91.0
786;Vrouwen;50 tot 65 jaar;1998;1289;431.0;86.0;345.0;26.8;284.0;61.0;124.0;128.0;92.0;;75.0;162.0;108.0
787;Vrouwen;50 tot 65 jaar;1999;1328;470.0;97.0;374.0;28.1;311.0;63.0;140.0;141.0;92.0;;83.0;177.0;114.0
788;Vrouwen;50 tot 65 jaar;2000;1361;522.0;97.0;425.0;31.2;343.0;83.0;152.0;161.0;111.0;2.0;91.0;212.0;122.0
789;Vrouwen;50 tot 65 jaar;2001;1394;548.0;102.0;447.0;32.0;375.0;72.0;168.0;164.0;113.0;;98.0;222.0;127.0
790;Vrouwen;50 tot 65 jaar;2002;1428;588.0;110.0;477.0;33.4;406.0;71.0;163.0;186.0;127.0;;104.0;243.0;130.0
791;Vrouwen;50 tot 65 jaar;2003;1460;616.0;110.0;506.0;34.7;430.0;76.0;170.0;192.0;142.0;2.0;109.0;264.0;133.0
792;Vrouwen;50 tot 65 jaar;2004;1489;655.0;115.0;540.0;36.3;463.0;77.0;168.0;201.0;168.0;3.0;116.0;289.0;136.0
793;Vrouwen;50 tot 65 jaar;2005;1518;693.0;124.0;568.0;37.4;489.0;79.0;179.0;210.0;175.0;3.0;127.0;301.0;140.0
794;Vrouwen;50 tot 65 jaar;2006;1548;736.0;115.0;621.0;40.1;540.0;81.0;181.0;244.0;193.0;3.0;126.0;336.0;159.0
795;Vrouwen;65 jaar of ouder;1992;1043;13.0;7.0;6.0;0.6;3.0;4.0;3.0;2.0;;;2.0;2.0;2.0
796;Vrouwen;65 jaar of ouder;1993;1067;13.0;7.0;7.0;0.6;3.0;4.0;4.0;2.0;;;2.0;2.0;3.0
797;Vrouwen;65 jaar of ouder;1994;1080;12.0;7.0;5.0;0.5;;4.0;3.0;2.0;;;2.0;2.0;2.0
798;Vrouwen;65 jaar of ouder;1995;1094;11.0;6.0;5.0;0.4;;4.0;2.0;2.0;;;2.0;2.0;
799;Vrouwen;65 jaar of ouder;1996;1117;11.0;6.0;5.0;0.4;;4.0;2.0;2.0;;;;2.0;
800;Vrouwen;65 jaar of ouder;1997;1128;14.0;9.0;5.0;0.4;2.0;3.0;2.0;2.0;;;2.0;2.0;
801;Vrouwen;65 jaar of ouder;1998;1143;13.0;7.0;5.0;0.5;;5.0;2.0;2.0;;;;3.0;
802;Vrouwen;65 jaar of ouder;1999;1155;14.0;9.0;5.0;0.4;;4.0;;2.0;2.0;;2.0;3.0;
803;Vrouwen;65 jaar of ouder;2000;1167;17.0;11.0;6.0;0.5;2.0;5.0;3.0;2.0;2.0;;3.0;2.0;2.0
804;Vrouwen;65 jaar of ouder;2001;1178;16.0;7.0;9.0;0.7;2.0;7.0;4.0;2.0;2.0;;2.0;4.0;2.0
805;Vrouwen;65 jaar of ouder;2002;1189;21.0;11.0;10.0;0.8;3.0;7.0;4.0;5.0;;;3.0;5.0;2.0
806;Vrouwen;65 jaar of ouder;2003;1200;25.0;13.0;12.0;1.0;5.0;6.0;4.0;4.0;3.0;;3.0;4.0;4.0
807;Vrouwen;65 jaar of ouder;2004;1215;22.0;9.0;13.0;1.1;6.0;7.0;4.0;4.0;4.0;;4.0;6.0;3.0
808;Vrouwen;65 jaar of ouder;2005;1229;24.0;16.0;8.0;0.7;3.0;5.0;4.0;2.0;2.0;;3.0;4.0;2.0
809;Vrouwen;65 jaar of ouder;2006;1240;25.0;16.0;9.0;0.8;3.0;6.0;3.0;3.0;3.0;;4.0;4.0;
