ID;Regions;SIC1993;Periods;VolumeChange_1;Deflator_2
97;Extra-region;G Trade, repair, consumer articles;2004;;
98;Extra-region;G Trade, repair, consumer articles;2005;;
99;Extra-region;G Trade, repair, consumer articles;2006;;
100;Extra-region;H Hotels and restaurants;2002;;
101;Extra-region;H Hotels and restaurants;2003;;
102;Extra-region;H Hotels and restaurants;2004;;
103;Extra-region;H Hotels and restaurants;2005;;
104;Extra-region;H Hotels and restaurants;2006;;
105;Extra-region;I Transport, storage and communication;2002;;
106;Extra-region;I Transport, storage and communication;2003;;
107;Extra-region;I Transport, storage and communication;2004;;
108;Extra-region;I Transport, storage and communication;2005;;
109;Extra-region;I Transport, storage and communication;2006;;
110;Extra-region;J Financial intermediation;2002;;
111;Extra-region;J Financial intermediation;2003;;
112;Extra-region;J Financial intermediation;2004;;
113;Extra-region;J Financial intermediation;2005;;
114;Extra-region;J Financial intermediation;2006;;
115;Extra-region;K Renting and business activities;2002;;
116;Extra-region;K Renting and business activities;2003;;
117;Extra-region;K Renting and business activities;2004;;
118;Extra-region;K Renting and business activities;2005;;
119;Extra-region;K Renting and business activities;2006;;
120;Extra-region;L Government, defence, social security;2002;1.90552213;3.86403165
121;Extra-region;L Government, defence, social security;2003;1.83542726;1.1770229
122;Extra-region;L Government, defence, social security;2004;3.29325099;3.0516032
123;Extra-region;L Government, defence, social security;2005;-0.1792419;1.63120231
124;Extra-region;L Government, defence, social security;2006;;
125;Extra-region;M Education;2002;;
126;Extra-region;M Education;2003;;
127;Extra-region;M Education;2004;;
128;Extra-region;M Education;2005;;
129;Extra-region;M Education;2006;;
130;Extra-region;N Health and social work;2002;;
131;Extra-region;N Health and social work;2003;;
132;Extra-region;N Health and social work;2004;;
133;Extra-region;N Health and social work;2005;;
134;Extra-region;N Health and social work;2006;;
135;Extra-region;O+P Environment, culture, other services;2002;;
136;Extra-region;O+P Environment, culture, other services;2003;;
137;Extra-region;O+P Environment, culture, other services;2004;;
138;Extra-region;O+P Environment, culture, other services;2005;;
139;Extra-region;O+P Environment, culture, other services;2006;;
140;North Netherlands;Total commercial activities;2002;0.80838527;1.74155653
141;North Netherlands;Total commercial activities;2003;0.72277678;3.14322832
142;North Netherlands;Total commercial activities;2004;1.39310732;-0.2377145
143;North Netherlands;Total commercial activities;2005;0.58038785;5.60176232
144;North Netherlands;Total commercial activities;2006;0.80525574;
145;North Netherlands;A+B Agriculture, forestry and fishing;2002;1.43778289;-7.8597472
146;North Netherlands;A+B Agriculture, forestry and fishing;2003;6.99021536;-3.3039853
147;North Netherlands;A+B Agriculture, forestry and fishing;2004;5.19446336;-8.5189164
148;North Netherlands;A+B Agriculture, forestry and fishing;2005;1.86180225;1.1505901
149;North Netherlands;A+B Agriculture, forestry and fishing;2006;;
150;North Netherlands;C Mining and quarrying;2002;2.48202715;-11.030796
151;North Netherlands;C Mining and quarrying;2003;2.91456814;8.31769897
152;North Netherlands;C Mining and quarrying;2004;6.74511066;-2.801653
153;North Netherlands;C Mining and quarrying;2005;-3.8223478;32.4240398
154;North Netherlands;C Mining and quarrying;2006;;
155;North Netherlands;D+E Manufacturing, public utilities;2002;1.94975744;2.55064721
156;North Netherlands;D+E Manufacturing, public utilities;2003;0.01958918;2.78512557
157;North Netherlands;D+E Manufacturing, public utilities;2004;1.60609863;-2.1658475
158;North Netherlands;D+E Manufacturing, public utilities;2005;-1.2024024;0.46015374
159;North Netherlands;D+E Manufacturing, public utilities;2006;;
160;North Netherlands;F Construction;2002;-5.295747;7.89655204
161;North Netherlands;F Construction;2003;-5.3724535;5.17201106
162;North Netherlands;F Construction;2004;-3.8657696;2.47983098
163;North Netherlands;F Construction;2005;3.04573949;1.10128354
164;North Netherlands;F Construction;2006;;
165;North Netherlands;G Trade, repair, consumer articles;2002;-2.7412551;5.86238075
166;North Netherlands;G Trade, repair, consumer articles;2003;1.88962629;-3.3155506
167;North Netherlands;G Trade, repair, consumer articles;2004;-0.7269596;-2.3882482
168;North Netherlands;G Trade, repair, consumer articles;2005;0.91358527;-3.5201515
169;North Netherlands;G Trade, repair, consumer articles;2006;;
170;North Netherlands;H Hotels and restaurants;2002;-1.769476;11.1433108
171;North Netherlands;H Hotels and restaurants;2003;-6.4868741;3.02061447
172;North Netherlands;H Hotels and restaurants;2004;-4.5863819;2.76628292
173;North Netherlands;H Hotels and restaurants;2005;-1.6573318;1.31262892
174;North Netherlands;H Hotels and restaurants;2006;;
175;North Netherlands;I Transport, storage and communication;2002;1.43272125;2.37189874
176;North Netherlands;I Transport, storage and communication;2003;-4.6704357;2.16252782
177;North Netherlands;I Transport, storage and communication;2004;-1.9868266;-0.226596
178;North Netherlands;I Transport, storage and communication;2005;4.05633688;-1.5117308
179;North Netherlands;I Transport, storage and communication;2006;;
180;North Netherlands;J Financial intermediation;2002;3.53614841;8.17244959
181;North Netherlands;J Financial intermediation;2003;5.34422861;12.6328552
182;North Netherlands;J Financial intermediation;2004;4.38033242;-3.1740144
183;North Netherlands;J Financial intermediation;2005;3.21729844;5.24996522
184;North Netherlands;J Financial intermediation;2006;;
185;North Netherlands;K Renting and business activities;2002;-1.7985548;0.73361756
186;North Netherlands;K Renting and business activities;2003;-3.0091249;0.01632787
187;North Netherlands;K Renting and business activities;2004;1.1563409;3.74295688
188;North Netherlands;K Renting and business activities;2005;2.39484799;3.02555249
189;North Netherlands;K Renting and business activities;2006;;
190;North Netherlands;L Government, defence, social security;2002;1.09653325;3.66883183
191;North Netherlands;L Government, defence, social security;2003;5.91527984;2.66687309
192;North Netherlands;L Government, defence, social security;2004;-1.3903832;2.46004453
193;North Netherlands;L Government, defence, social security;2005;-0.0306784;2.01026692
194;North Netherlands;L Government, defence, social security;2006;;
195;North Netherlands;M Education;2002;1.4999544;7.08657276
196;North Netherlands;M Education;2003;0.97162029;4.98467512
197;North Netherlands;M Education;2004;0.56089482;3.20915373
198;North Netherlands;M Education;2005;-0.4706954;2.92167285
199;North Netherlands;M Education;2006;;
200;North Netherlands;N Health and social work;2002;5.33934137;8.93965667
201;North Netherlands;N Health and social work;2003;4.12601714;3.93160837
202;North Netherlands;N Health and social work;2004;2.45763486;1.29930953
203;North Netherlands;N Health and social work;2005;2.24741438;2.6816786
204;North Netherlands;N Health and social work;2006;;
205;North Netherlands;O+P Environment, culture, other services;2002;3.673099;5.32893812
206;North Netherlands;O+P Environment, culture, other services;2003;-1.4497915;4.96918725
207;North Netherlands;O+P Environment, culture, other services;2004;-2.5986819;2.91801679
208;North Netherlands;O+P Environment, culture, other services;2005;2.63459329;1.21432017
209;North Netherlands;O+P Environment, culture, other services;2006;;
210;East Netherlands;Total commercial activities;2002;-0.4414421;4.26302995
211;East Netherlands;Total commercial activities;2003;1.22782288;2.04761338
212;East Netherlands;Total commercial activities;2004;1.4870119;0.51778842
213;East Netherlands;Total commercial activities;2005;2.22027255;1.07101627
214;East Netherlands;Total commercial activities;2006;3.21167233;
215;East Netherlands;A+B Agriculture, forestry and fishing;2002;-1.2895673;-7.504748
216;East Netherlands;A+B Agriculture, forestry and fishing;2003;3.53223387;-1.7290024
217;East Netherlands;A+B Agriculture, forestry and fishing;2004;8.41672836;-9.3746693
218;East Netherlands;A+B Agriculture, forestry and fishing;2005;0.90462665;3.55890955
219;East Netherlands;A+B Agriculture, forestry and fishing;2006;;
220;East Netherlands;C Mining and quarrying;2002;-5.6893714;-2.6726027
221;East Netherlands;C Mining and quarrying;2003;-12.91911;3.26807706
222;East Netherlands;C Mining and quarrying;2004;5.56927285;-0.6687944
223;East Netherlands;C Mining and quarrying;2005;-5.025614;2.90268506
224;East Netherlands;C Mining and quarrying;2006;;
225;East Netherlands;D+E Manufacturing, public utilities;2002;-1.3278118;2.68535167
226;East Netherlands;D+E Manufacturing, public utilities;2003;0.76552646;2.7449013
227;East Netherlands;D+E Manufacturing, public utilities;2004;2.62207421;-1.0888225
228;East Netherlands;D+E Manufacturing, public utilities;2005;0.62096541;-0.1643519
229;East Netherlands;D+E Manufacturing, public utilities;2006;;
230;East Netherlands;F Construction;2002;-4.6869857;8.01981423
231;East Netherlands;F Construction;2003;-5.05722;5.33907171
232;East Netherlands;F Construction;2004;-3.2360473;2.5304654
233;East Netherlands;F Construction;2005;2.45329206;1.1058515
234;East Netherlands;F Construction;2006;;
235;East Netherlands;G Trade, repair, consumer articles;2002;-1.2691573;6.17152846
236;East Netherlands;G Trade, repair, consumer articles;2003;1.78051553;-3.9431582
237;East Netherlands;G Trade, repair, consumer articles;2004;2.96236408;-2.0860736
238;East Netherlands;G Trade, repair, consumer articles;2005;3.72724727;-2.8412566
239;East Netherlands;G Trade, repair, consumer articles;2006;;
240;East Netherlands;H Hotels and restaurants;2002;-2.0195143;11.1112438
241;East Netherlands;H Hotels and restaurants;2003;-6.644249;3.01833269
242;East Netherlands;H Hotels and restaurants;2004;-0.009808;2.78990599
243;East Netherlands;H Hotels and restaurants;2005;0.6935439;1.30288725
244;East Netherlands;H Hotels and restaurants;2006;;
245;East Netherlands;I Transport, storage and communication;2002;1.45678909;2.57047698
246;East Netherlands;I Transport, storage and communication;2003;0.07940663;3.06084741
247;East Netherlands;I Transport, storage and communication;2004;1.39288619;-1.1847448
248;East Netherlands;I Transport, storage and communication;2005;4.68964236;-0.899851
249;East Netherlands;I Transport, storage and communication;2006;;
250;East Netherlands;J Financial intermediation;2002;-1.8849793;8.86537148
251;East Netherlands;J Financial intermediation;2003;2.77258753;10.7823435
252;East Netherlands;J Financial intermediation;2004;4.93614199;-3.0787932
253;East Netherlands;J Financial intermediation;2005;3.72028023;3.64264687
254;East Netherlands;J Financial intermediation;2006;;
255;East Netherlands;K Renting and business activities;2002;-1.2488024;0.88760822
256;East Netherlands;K Renting and business activities;2003;2.14079968;0.30591353
257;East Netherlands;K Renting and business activities;2004;0.31692777;3.47136688
258;East Netherlands;K Renting and business activities;2005;3.34659135;2.66231679
259;East Netherlands;K Renting and business activities;2006;;
260;East Netherlands;L Government, defence, social security;2002;1.53500365;3.71820181
261;East Netherlands;L Government, defence, social security;2003;4.30713532;2.48515729
262;East Netherlands;L Government, defence, social security;2004;-0.057079;2.5584268
263;East Netherlands;L Government, defence, social security;2005;0.28660883;1.93815968
264;East Netherlands;L Government, defence, social security;2006;;
265;East Netherlands;M Education;2002;0.65442555;7.23406219
266;East Netherlands;M Education;2003;0.89857496;5.1269125
267;East Netherlands;M Education;2004;1.00880944;3.21045326
268;East Netherlands;M Education;2005;0.22910894;2.97542079
269;East Netherlands;M Education;2006;;
270;East Netherlands;N Health and social work;2002;5.18687175;8.74614876
271;East Netherlands;N Health and social work;2003;4.02870715;4.21064008
272;East Netherlands;N Health and social work;2004;2.17486413;1.50641214
273;East Netherlands;N Health and social work;2005;1.76113257;2.65606289
274;East Netherlands;N Health and social work;2006;;
275;East Netherlands;O+P Environment, culture, other services;2002;1.63538017;5.64348464
276;East Netherlands;O+P Environment, culture, other services;2003;-1.3889596;4.80414911
277;East Netherlands;O+P Environment, culture, other services;2004;-1.9458084;2.94992792
278;East Netherlands;O+P Environment, culture, other services;2005;2.73167004;1.14801035
279;East Netherlands;O+P Environment, culture, other services;2006;;
280;West Netherlands;Total commercial activities;2002;0.61050926;4.73119115
281;West Netherlands;Total commercial activities;2003;0.5749496;1.94211815
282;West Netherlands;Total commercial activities;2004;2.27795077;0.61006928
283;West Netherlands;Total commercial activities;2005;1.64023659;1.48085295
284;West Netherlands;Total commercial activities;2006;3.33143427;
285;West Netherlands;A+B Agriculture, forestry and fishing;2002;-1.5705873;1.91783778
286;West Netherlands;A+B Agriculture, forestry and fishing;2003;4.08417503;0.30108291
287;West Netherlands;A+B Agriculture, forestry and fishing;2004;4.47062183;-11.74811
288;West Netherlands;A+B Agriculture, forestry and fishing;2005;0.14087947;-0.4084252
289;West Netherlands;A+B Agriculture, forestry and fishing;2006;;
290;West Netherlands;C Mining and quarrying;2002;6.57149487;-7.0564273
291;West Netherlands;C Mining and quarrying;2003;-1.3309656;4.21769356
292;West Netherlands;C Mining and quarrying;2004;3.27781207;-0.0274688
293;West Netherlands;C Mining and quarrying;2005;-10.894199;17.860909
294;West Netherlands;C Mining and quarrying;2006;;
295;West Netherlands;D+E Manufacturing, public utilities;2002;2.62654948;1.18113454
296;West Netherlands;D+E Manufacturing, public utilities;2003;-0.8658523;4.223736
297;West Netherlands;D+E Manufacturing, public utilities;2004;2.03725288;1.87546448
298;West Netherlands;D+E Manufacturing, public utilities;2005;0.03169206;3.26232442
299;West Netherlands;D+E Manufacturing, public utilities;2006;;
300;West Netherlands;F Construction;2002;-1.1168539;8.12753607
301;West Netherlands;F Construction;2003;-5.428513;5.09067535
302;West Netherlands;F Construction;2004;-2.8513741;2.19498538
303;West Netherlands;F Construction;2005;3.24760853;0.81814329
304;West Netherlands;F Construction;2006;;
305;West Netherlands;G Trade, repair, consumer articles;2002;0.11369092;6.762836
306;West Netherlands;G Trade, repair, consumer articles;2003;4.15205109;-5.0543726
307;West Netherlands;G Trade, repair, consumer articles;2004;4.53130645;-2.1374178
308;West Netherlands;G Trade, repair, consumer articles;2005;3.28291285;-2.6745077
309;West Netherlands;G Trade, repair, consumer articles;2006;;
310;West Netherlands;H Hotels and restaurants;2002;-4.6813425;11.0946791
311;West Netherlands;H Hotels and restaurants;2003;-4.7876821;2.99676822
312;West Netherlands;H Hotels and restaurants;2004;-0.7875499;2.69909637
313;West Netherlands;H Hotels and restaurants;2005;-0.5851546;1.33984383
314;West Netherlands;H Hotels and restaurants;2006;;
315;West Netherlands;I Transport, storage and communication;2002;4.50011142;5.25550738
316;West Netherlands;I Transport, storage and communication;2003;5.02316926;-0.2262209
317;West Netherlands;I Transport, storage and communication;2004;4.89980987;-1.7108985
318;West Netherlands;I Transport, storage and communication;2005;3.49990931;-2.3028116
319;West Netherlands;I Transport, storage and communication;2006;;
320;West Netherlands;J Financial intermediation;2002;2.78495766;8.56760128
321;West Netherlands;J Financial intermediation;2003;4.5617653;8.79389352
322;West Netherlands;J Financial intermediation;2004;9.57760964;-3.2228561
323;West Netherlands;J Financial intermediation;2005;1.57681307;4.6246177
324;West Netherlands;J Financial intermediation;2006;;
325;West Netherlands;K Renting and business activities;2002;-3.9683079;1.64556475
326;West Netherlands;K Renting and business activities;2003;-3.2253025;0.97452349
327;West Netherlands;K Renting and business activities;2004;-0.0113755;3.35501583
328;West Netherlands;K Renting and business activities;2005;2.76857082;2.75123612
329;West Netherlands;K Renting and business activities;2006;;
330;West Netherlands;L Government, defence, social security;2002;3.96923623;3.66978031
331;West Netherlands;L Government, defence, social security;2003;0.56001155;2.58147621
332;West Netherlands;L Government, defence, social security;2004;-0.4977434;2.51165821
333;West Netherlands;L Government, defence, social security;2005;-0.5966807;1.97992068
334;West Netherlands;L Government, defence, social security;2006;;
335;West Netherlands;M Education;2002;0.24291237;6.99430443
336;West Netherlands;M Education;2003;0.90526119;4.92889452
337;West Netherlands;M Education;2004;-0.0258148;3.25552263
338;West Netherlands;M Education;2005;-0.7478328;2.92045668
339;West Netherlands;M Education;2006;;
340;West Netherlands;N Health and social work;2002;4.89900818;8.91550605
341;West Netherlands;N Health and social work;2003;3.21552984;3.96586946
342;West Netherlands;N Health and social work;2004;2.33564236;1.32184765
343;West Netherlands;N Health and social work;2005;1.35974746;2.60505147
344;West Netherlands;N Health and social work;2006;;
345;West Netherlands;O+P Environment, culture, other services;2002;3.14148118;5.08800511
346;West Netherlands;O+P Environment, culture, other services;2003;-0.936252;4.67928887
347;West Netherlands;O+P Environment, culture, other services;2004;-0.5549641;2.92632038
348;West Netherlands;O+P Environment, culture, other services;2005;-0.574038;0.76748583
349;West Netherlands;O+P Environment, culture, other services;2006;;
350;South Netherlands;Total commercial activities;2002;-0.3497973;3.95574757
351;South Netherlands;Total commercial activities;2003;-0.0040929;1.98198299
352;South Netherlands;Total commercial activities;2004;2.85232948;0.15618353
353;South Netherlands;Total commercial activities;2005;1.61258496;0.9131487
354;South Netherlands;Total commercial activities;2006;3.12454439;
355;South Netherlands;A+B Agriculture, forestry and fishing;2002;-3.5644293;-9.4835594
356;South Netherlands;A+B Agriculture, forestry and fishing;2003;2.51282644;1.25616232
357;South Netherlands;A+B Agriculture, forestry and fishing;2004;6.50931575;-12.772721
358;South Netherlands;A+B Agriculture, forestry and fishing;2005;-0.7616971;7.95212146
359;South Netherlands;A+B Agriculture, forestry and fishing;2006;;
360;South Netherlands;C Mining and quarrying;2002;22.4893467;-1.0501092
361;South Netherlands;C Mining and quarrying;2003;-19.090095;2.7228398
362;South Netherlands;C Mining and quarrying;2004;-14.320616;-0.7017915
363;South Netherlands;C Mining and quarrying;2005;3.99511421;0.72094302
364;South Netherlands;C Mining and quarrying;2006;;
365;South Netherlands;D+E Manufacturing, public utilities;2002;0.18362875;2.21008091
366;South Netherlands;D+E Manufacturing, public utilities;2003;-3.0500194;2.41978476
367;South Netherlands;D+E Manufacturing, public utilities;2004;5.25356389;-1.7532707
368;South Netherlands;D+E Manufacturing, public utilities;2005;0.29083407;-0.7195844
369;South Netherlands;D+E Manufacturing, public utilities;2006;;
370;South Netherlands;F Construction;2002;-5.7546882;8.16786197
371;South Netherlands;F Construction;2003;-5.9250845;5.34698536
372;South Netherlands;F Construction;2004;-1.3729935;2.48163329
373;South Netherlands;F Construction;2005;2.89847911;1.11351263
374;South Netherlands;F Construction;2006;;
375;South Netherlands;G Trade, repair, consumer articles;2002;-2.1874812;6.16670237
376;South Netherlands;G Trade, repair, consumer articles;2003;2.78347992;-4.1233983
377;South Netherlands;G Trade, repair, consumer articles;2004;5.83084224;-2.0160196
378;South Netherlands;G Trade, repair, consumer articles;2005;3.3224173;-2.694208
379;South Netherlands;G Trade, repair, consumer articles;2006;;
380;South Netherlands;H Hotels and restaurants;2002;-4.5388777;11.0910333
381;South Netherlands;H Hotels and restaurants;2003;-6.3165772;3.01079779
382;South Netherlands;H Hotels and restaurants;2004;-2.4030401;2.75723733
383;South Netherlands;H Hotels and restaurants;2005;-1.479105;1.31616678
384;South Netherlands;H Hotels and restaurants;2006;;
385;South Netherlands;I Transport, storage and communication;2002;1.53406892;2.60172261
386;South Netherlands;I Transport, storage and communication;2003;0.51835446;2.30425483
387;South Netherlands;I Transport, storage and communication;2004;2.72273873;-0.8169318
388;South Netherlands;I Transport, storage and communication;2005;0.90172599;-0.7241249
389;South Netherlands;I Transport, storage and communication;2006;;
390;South Netherlands;J Financial intermediation;2002;-0.2555607;9.01012533
391;South Netherlands;J Financial intermediation;2003;6.62106154;10.7207016
392;South Netherlands;J Financial intermediation;2004;4.12283462;-3.0253502
393;South Netherlands;J Financial intermediation;2005;5.8239356;3.4800681
394;South Netherlands;J Financial intermediation;2006;;
395;South Netherlands;K Renting and business activities;2002;-1.6240088;0.74026173
396;South Netherlands;K Renting and business activities;2003;-0.666568;-0.0278196
397;South Netherlands;K Renting and business activities;2004;1.91678223;3.67080192
398;South Netherlands;K Renting and business activities;2005;2.47546991;2.88983021
399;South Netherlands;K Renting and business activities;2006;;
400;South Netherlands;L Government, defence, social security;2002;1.40401522;3.71227293
401;South Netherlands;L Government, defence, social security;2003;4.87585396;2.49656465
402;South Netherlands;L Government, defence, social security;2004;-0.5439883;2.55010869
403;South Netherlands;L Government, defence, social security;2005;-0.2642003;1.94439708
404;South Netherlands;L Government, defence, social security;2006;;
405;South Netherlands;M Education;2002;0.84219785;7.22483925
406;South Netherlands;M Education;2003;0.92863395;5.10917451
407;South Netherlands;M Education;2004;0.20113122;3.19072844
408;South Netherlands;M Education;2005;0.14434767;2.96235632
409;South Netherlands;M Education;2006;;
410;South Netherlands;N Health and social work;2002;5.02849383;8.78266134
411;South Netherlands;N Health and social work;2003;3.58162177;4.1998696
412;South Netherlands;N Health and social work;2004;2.31673531;1.45354438
413;South Netherlands;N Health and social work;2005;1.15373082;2.68630466
414;South Netherlands;N Health and social work;2006;;
415;South Netherlands;O+P Environment, culture, other services;2002;3.3790709;5.59436286
416;South Netherlands;O+P Environment, culture, other services;2003;-0.7052329;4.74426498
417;South Netherlands;O+P Environment, culture, other services;2004;-1.9872093;3.07192219
418;South Netherlands;O+P Environment, culture, other services;2005;1.11160922;1.00915284
419;South Netherlands;O+P Environment, culture, other services;2006;;
420;Groningen (PV);Total commercial activities;2002;2.82194841;0.10635175
421;Groningen (PV);Total commercial activities;2003;1.33388056;3.77960361
422;Groningen (PV);Total commercial activities;2004;2.83131692;-0.6824028
423;Groningen (PV);Total commercial activities;2005;-0.7534731;9.75284542
424;Groningen (PV);Total commercial activities;2006;-1.1014303;
425;Groningen (PV);A+B Agriculture, forestry and fishing;2002;2.31130534;-7.572734
426;Groningen (PV);A+B Agriculture, forestry and fishing;2003;7.09923897;-2.0265316
427;Groningen (PV);A+B Agriculture, forestry and fishing;2004;4.523239;-13.161711
428;Groningen (PV);A+B Agriculture, forestry and fishing;2005;0.89823921;1.28506334
429;Groningen (PV);A+B Agriculture, forestry and fishing;2006;;
430;Groningen (PV);C Mining and quarrying;2002;8.00899369;-11.199568
431;Groningen (PV);C Mining and quarrying;2003;6.89120537;8.57290167
432;Groningen (PV);C Mining and quarrying;2004;10.8400639;-2.9228678
433;Groningen (PV);C Mining and quarrying;2005;-3.9252482;33.2565909
434;Groningen (PV);C Mining and quarrying;2006;;
435;Groningen (PV);D+E Manufacturing, public utilities;2002;2.77905575;3.02943827
436;Groningen (PV);D+E Manufacturing, public utilities;2003;-2.5697429;2.35835009
437;Groningen (PV);D+E Manufacturing, public utilities;2004;1.81506779;-2.8552842
438;Groningen (PV);D+E Manufacturing, public utilities;2005;-2.2320067;1.03470696
439;Groningen (PV);D+E Manufacturing, public utilities;2006;;
440;Groningen (PV);F Construction;2002;-4.3883083;7.92599254
