ID;SectorBranchesSIC2008;Periods;ConsolidatedProduction_1;ContributionOfLabour_2;ContributionOfHoursWorked_3;ContributionOfLabourComposition_4;ContributionOfCapital_5;ContributionOfICTCapital_6;ContributionOfNonICTCapital_7;ContributionOfIntermediateConsumption_8;ContributionOfEnergy_9;ContributionOfMaterials_10;ContributionOfServices_11;ContributionOfMfp_12;ValueAdded_13;ContributionOfLabour_14;ContributionOfHoursWorked_15;ContributionOfLabourComposition_16;ContributionOfCapital_17;ContributionOfICTCapital_18;ContributionOfNonICTCapital_19;ContributionOfMfp_20;LabourProductivityChange_21;LabourProductivity2015100_22;LabourProductivityChange_23;LabourProductivity2015100_24;CapitalProductivityChange_25;CapitalProductivity2015100_26;CapitalProductivityChange_27;CapitalProductivity2015100_28;ConsolidatedProductionInMlnEuros_29;ConsolidatedProduction2015100_30;Total_31;ConsumptionOfEnergy_32;ConsumptionOfMaterials_33;ConsumptionOfServices_34;Total_35;ConsumptionOfEnergy_36;ConsumptionOfMaterials_37;ConsumptionOfServices_38;ValueAddedMlnEuros_39;ValueAdded2015100_40;HoursWorked_41;CompensationOfLabourMlnEuros_42;CompensationOfLabour2015100_43;CapitalServicesMlnEuros_44;CapitalServicesHoursWorkedEuros_45;ICTCapitalServicesMlnEuros_46;NonICTCaptalServicesMlnEuros_47;CapitalServicesNeoclassMlnEuros_48;CapitalServices2015100_49;CapitalServicesHoursWorked2015100_50;ICTCapitalServices2015100_51;NonICTCaptalServices2015100_52;CapitalServicesNeoclassical2015100_53;TotalInputKLEMS_54;TotalInputCapitalAndLabour_55;TotalInputKLEMS_56;TotalInputCapitalAndLabour_57
66;B Mining and quarrying;2005;;;;;;;;;;;;;-16.9;-1.3;-1.4;0.1;-5.9;0.0;-5.9;-9.7;;;2.0;167.0;;;-11.2;104.9;;;;;;;;;;;12883.0;126.9;15.0;745.0;71.5;12590.0;834.9;113.0;12477.0;;120.9;159.2;104.5;121.0;;;13335.0;;116.9
67;B Mining and quarrying;2006;;;;;;;;;;;;;-2.2;-0.2;-0.2;0.0;-2.2;0.0;-2.2;0.3;;;1.5;169.5;;;0.2;105.1;;;;;;;;;;;16351.0;124.1;15.0;739.0;68.8;16116.0;1108.4;113.0;16003.0;;118.1;161.3;105.8;118.2;;;16855.0;;114.1
68;B Mining and quarrying;2007;;;;;;;;;;;;;-3.2;0.0;0.0;0.0;0.2;0.0;0.2;-3.5;;;-2.7;164.9;;;-3.5;101.4;;;;;;;;;;;15783.0;120.1;14.0;774.0;69.1;15502.0;1072.3;121.0;15381.0;;118.4;162.6;110.9;118.4;;;16276.0;;114.4
69;B Mining and quarrying;2008;;;;;;;;;;;;;10.3;0.1;0.0;0.1;10.0;0.1;9.9;0.2;;;9.8;181.2;;;-0.2;101.2;;;;;;;;;;;22064.0;132.4;15.0;823.0;70.6;20894.0;1439.9;131.0;20763.0;;130.8;178.9;118.5;130.8;;;21716.0;;125.9
70;B Mining and quarrying;2009;;;;;;;;;;;;;-8.5;0.1;0.1;0.0;-5.5;0.0;-5.5;-3.1;;;-9.8;163.3;;;-3.0;98.2;;;;;;;;;;;16023.0;121.1;15.0;828.0;72.1;16059.0;1090.8;138.0;15922.0;;123.3;166.3;124.7;123.3;;;16887.0;;119.1
71;B Mining and quarrying;2010;;;;;;;;;;;;;15.5;0.0;0.0;0.1;10.3;0.0;10.4;5.1;;;16.5;190.3;;;4.2;102.3;;;;;;;;;;;17499.0;139.9;15.0;872.0;72.6;16718.0;1145.5;132.0;16586.0;;136.7;186.0;118.6;136.8;;;17591.0;;131.4
72;B Mining and quarrying;2011;;;;;;;;;;;;;-7.9;0.3;0.3;-0.1;-6.9;-0.1;-6.8;-1.3;;;-13.5;164.6;;;-0.7;101.6;;;;;;;;;;;18888.0;128.8;16.0;973.0;76.4;17914.0;1153.1;119.0;17796.0;;126.8;162.0;104.8;126.9;;;18887.0;;122.7
73;B Mining and quarrying;2012;;;;;;;;;;;;;-1.5;0.1;0.1;0.0;1.6;-0.1;1.6;-3.2;;;-4.1;157.8;;;-3.1;98.4;;;;;;;;;;;21406.0;126.9;16.0;1037.0;78.5;20503.0;1284.4;102.0;20401.0;;128.9;160.3;96.3;129.1;;;21540.0;;124.8
74;B Mining and quarrying;2013;;;;;;;;;;;;;8.2;0.7;0.7;0.0;7.1;0.0;7.1;0.3;;;-6.3;147.8;;;0.6;99.1;;;;;;;;;;;22301.0;137.2;18.0;1124.0;90.6;20881.0;1133.1;98.0;20783.0;;138.5;149.2;94.1;138.8;;;22005.0;;134.6
75;B Mining and quarrying;2014;;;;;;;;;;;;;-14.1;0.4;0.4;0.0;-13.4;0.0;-13.4;-1.1;;;-20.2;117.9;;;0.0;99.1;;;;;;;;;;;16741.0;117.9;20.0;1257.0;97.9;16034.0;807.7;98.0;15936.0;;119.0;119.0;95.3;119.2;;;17291.0;;117.2
76;B Mining and quarrying;2015;;;;;;;;;;;;;-15.2;0.2;0.0;0.2;-14.8;0.0;-14.8;-0.5;;100.0;-15.2;100.0;;100.0;1.0;100.0;18147.0;100.0;5578.0;2561.0;617.0;2400.0;100.0;100.0;100.0;100.0;12569.0;100.0;20.0;1249.0;100.0;11330.0;570.7;103.0;11228.0;;100.0;100.0;100.0;100.0;;18157.0;12579.0;100.0;100.0
77;B Mining and quarrying;2016;-9.5;-0.4;-0.5;0.1;-1.0;0.0;-1.1;-3.7;-1.1;-0.9;-1.8;-4.3;-8.3;-0.5;-0.7;0.1;-1.5;0.1;-1.6;-6.3;-3.0;97.0;-1.7;98.3;-8.0;92.0;-6.8;93.2;12797.0;90.5;4874.0;2323.0;461.0;2090.0;87.9;92.4;74.7;86.4;7923.0;91.7;19.0;1130.0;94.5;6814.0;367.9;110.0;6704.0;;98.3;105.4;106.8;98.2;;12818.0;7944.0;94.8;97.9
78;B Mining and quarrying;2017;-17.8;-1.3;-1.3;0.0;-4.6;0.0;-4.6;-7.8;-3.9;-0.8;-3.1;-4.1;-16.0;-2.1;-2.1;0.0;-7.4;0.0;-7.4;-6.6;-3.8;93.3;-1.8;96.5;-10.0;82.8;-8.1;85.7;11293.0;74.4;3871.0;1809.0;362.0;1700.0;69.8;72.7;57.9;69.8;7422.0;77.0;16.0;856.0;80.6;6204.0;391.8;111.0;6093.0;;89.9;112.7;107.8;89.6;;10931.0;7060.0;81.9;88.7
79;B Mining and quarrying;2018;-12.3;-0.5;-0.5;0.0;-5.2;-0.1;-5.1;-2.1;-1.1;-0.5;-0.6;-4.5;-15.7;-0.8;-0.8;0.0;-8.1;-0.1;-8.0;-6.9;-6.2;87.5;-9.8;87.1;-3.5;79.9;-7.2;79.5;10884.0;65.3;3719.0;1761.0;321.0;1637.0;65.7;68.0;49.9;67.1;7165.0;64.9;15.0;850.0;75.6;5951.0;402.0;104.0;5847.0;;81.6;109.5;101.6;81.4;;10520.0;6801.0;75.5;80.9
80;B Mining and quarrying;2019;-13.7;-0.1;-0.1;0.0;-5.4;-0.1;-5.4;-4.7;-2.7;-0.7;-1.3;-3.5;-13.6;-0.1;-0.2;0.0;-8.3;-0.1;-8.1;-5.2;-12.5;76.6;-12.5;76.2;-4.8;76.1;-4.7;75.8;8797.0;56.3;3251.0;1464.0;251.0;1536.0;56.6;56.5;38.7;61.3;5546.0;56.1;15.0;813.0;74.8;5261.0;360.2;101.0;5160.0;;74.0;100.6;94.3;73.7;;9325.0;6074.0;67.8;74.1
81;B Mining and quarrying;2020;-16.6;-0.6;-0.5;0.0;-6.6;-0.1;-6.5;0.0;-0.2;0.5;-0.3;-9.5;-26.4;-0.9;-0.8;-0.1;-10.1;-0.1;-9.9;-15.5;-11.3;67.9;-21.7;59.7;-5.7;71.8;-16.7;63.1;6109.0;46.9;3312.0;1461.0;300.0;1551.0;56.6;55.6;46.5;60.2;2797.0;41.3;14.0;853.0;70.0;3510.0;255.8;94.0;3416.0;;65.4;94.6;87.7;65.1;;7675.0;4363.0;62.9;66.0
82;B Mining and quarrying;2021;-10.5;-0.3;-0.4;0.0;-1.9;-0.1;-1.8;1.7;0.7;0.1;0.9;-10.0;-27.6;-0.6;-0.6;0.1;-3.3;-0.1;-3.1;-23.7;-7.4;62.9;-25.1;44.7;-6.7;67.0;-24.5;47.7;9625.0;42.0;3607.0;1618.0;327.0;1662.0;58.8;57.8;47.3;62.9;6018.0;29.9;13.0;789.0;67.9;6384.0;481.0;95.0;6289.0;;62.7;93.8;81.9;62.5;;10780.0;7173.0;62.6;63.4
83;B Mining and quarrying;2022;-7.9;0.1;0.1;0.0;-8.1;-0.1;-8.0;-0.5;-0.8;0.3;0.0;0.5;-11.7;0.2;0.2;0.0;-12.1;-0.1;-12.1;0.2;-9.5;56.9;-13.3;38.8;6.7;71.5;2.2;48.7;19542.0;38.7;3912.0;1735.0;414.0;1763.0;58.0;54.5;52.4;63.0;15630.0;26.4;14.0;899.0;69.3;16058.0;1188.5;96.0;15962.0;;54.2;79.6;77.0;53.9;;20869.0;16958.0;57.4;55.9
84;C Manufacturing;1995;;;;;;;;;;;;;;;;;;;;;;;;58.1;;;;83.4;;;;;;;;;;;50578.0;72.2;1551.0;29533.0;107.5;19531.0;12.6;1526.0;18005.0;;86.5;69.6;29.1;97.4;;;49064.0;;99.6
85;C Manufacturing;1996;;;;;;;;;;;;;1.7;0.2;0.1;0.2;0.5;0.1;0.4;1.0;;;1.6;59.0;;;0.5;83.8;;;;;;;;;;;50611.0;73.4;1553.0;29723.0;107.9;17871.0;11.5;1410.0;16461.0;;87.6;70.4;30.2;98.4;;;47594.0;;100.3
86;C Manufacturing;1997;;;;;;;;;;;;;2.5;0.2;0.3;-0.1;0.4;0.0;0.3;1.9;;;2.0;60.1;;;1.5;85.1;;;;;;;;;;;52516.0;75.3;1562.0;30389.0;108.3;17837.0;11.4;1392.0;16444.0;;88.5;70.7;30.7;99.3;;;48226.0;;100.9
87;C Manufacturing;1998;;;;;;;;;;;;;4.7;1.8;0.6;1.2;0.7;0.2;0.5;2.2;;;3.7;62.4;;;2.8;87.4;;;;;;;;;;;55859.0;78.8;1577.0;31536.0;111.4;18154.0;11.5;1403.0;16750.0;;90.1;71.3;33.0;100.7;;;49690.0;;103.4
88;C Manufacturing;1999;;;;;;;;;;;;;4.2;-0.4;-0.2;-0.3;1.0;0.4;0.6;3.7;;;4.5;65.1;;;1.5;88.8;;;;;;;;;;;57187.0;82.1;1573.0;32769.0;110.7;17330.0;11.0;1401.0;15929.0;;92.5;73.4;37.7;102.4;;;50099.0;;104.0
89;C Manufacturing;2000;;;;;;;;;;;;;5.5;-0.7;-0.8;0.1;0.7;0.3;0.4;5.5;;;6.8;69.6;;;3.4;91.8;;;;;;;;;;;60357.0;86.7;1555.0;34758.0;109.5;17108.0;11.0;1508.0;15600.0;;94.4;75.8;42.3;103.6;;;51866.0;;104.0
90;C Manufacturing;2001;;;;;;;;;;;;;2.5;1.4;-0.2;1.6;0.5;0.3;0.2;0.6;;;2.9;71.6;;;0.9;92.6;;;;;;;;;;;63238.0;88.9;1550.0;35663.0;111.8;17682.0;11.4;1672.0;16011.0;;96.0;77.3;47.1;104.4;;;53346.0;;106.0
91;C Manufacturing;2002;;;;;;;;;;;;;-0.6;-1.2;-1.9;0.7;0.4;0.3;0.1;0.2;;;2.3;73.2;;;-1.8;90.9;;;;;;;;;;;62854.0;88.4;1506.0;36431.0;109.7;19766.0;13.1;1771.0;17995.0;;97.2;80.6;51.6;104.8;;;56197.0;;105.2
92;C Manufacturing;2003;;;;;;;;;;;;;-1.0;-1.6;-2.1;0.5;0.1;0.2;-0.1;0.5;;;2.4;75.0;;;-1.3;89.7;;;;;;;;;;;62445.0;87.5;1457.0;36443.0;107.0;20200.0;13.9;1737.0;18463.0;;97.5;83.5;54.4;104.6;;;56643.0;;103.6
93;C Manufacturing;2004;;;;;;;;;;;;;3.8;-0.8;-1.4;0.6;0.0;0.1;-0.1;4.6;;;6.1;79.5;;;3.8;93.2;;;;;;;;;;;64925.0;90.9;1426.0;36431.0;105.7;20023.0;14.0;1770.0;18253.0;;97.5;85.3;56.6;104.2;;;56454.0;;102.8
94;C Manufacturing;2005;;;;;;;;;;;;;3.2;-1.1;-1.8;0.8;0.0;0.1;-0.2;4.3;;;6.2;84.5;;;3.3;96.3;;;;;;;;;;;67769.0;93.8;1386.0;36267.0;103.9;19308.0;13.9;1811.0;17497.0;;97.4;87.7;59.1;103.7;;;55575.0;;101.6
95;C Manufacturing;2006;;;;;;;;;;;;;2.4;-0.2;-0.6;0.4;0.1;0.2;-0.1;2.5;;;3.4;87.4;;;2.2;98.4;;;;;;;;;;;69730.0;96.1;1372.0;36855.0;103.6;20665.0;15.1;1868.0;18798.0;;97.7;88.8;62.2;103.4;;;57520.0;;101.5
96;C Manufacturing;2007;;;;;;;;;;;;;5.6;0.3;-0.1;0.4;0.2;0.2;0.0;5.1;;;5.7;92.3;;;5.0;103.2;;;;;;;;;;;74330.0;101.4;1371.0;38281.0;104.1;20146.0;14.7;2033.0;18113.0;;98.2;89.4;66.3;103.3;;;58428.0;;102.0
97;C Manufacturing;2008;;;;;;;;;;;;;-0.6;0.0;-0.1;0.1;0.3;0.2;0.1;-0.9;;;-0.4;92.0;;;-1.5;101.7;;;;;;;;;;;74158.0;100.8;1368.0;40435.0;104.0;20779.0;15.2;2190.0;18589.0;;99.1;90.4;70.6;103.6;;;61214.0;;102.3
98;C Manufacturing;2009;;;;;;;;;;;;;-10.1;-2.5;-3.1;0.6;0.1;0.2;-0.1;-7.7;;;-5.7;86.7;;;-10.4;91.1;;;;;;;;;;;65630.0;90.6;1304.0;40356.0;100.0;21949.0;16.8;2224.0;19725.0;;99.5;95.2;74.5;103.4;;;62305.0;;99.8
99;C Manufacturing;2010;;;;;;;;;;;;;4.3;0.2;-0.8;1.0;-0.2;0.2;-0.3;4.3;;;5.6;91.6;;;4.9;95.6;;;;;;;;;;;66918.0;94.5;1289.0;38626.0;100.3;21397.0;16.6;2319.0;19078.0;;98.9;95.8;77.7;102.2;;;60023.0;;99.8
100;C Manufacturing;2011;;;;;;;;;;;;;4.5;-0.2;-0.3;0.0;0.0;0.2;-0.1;4.8;;;5.0;96.1;;;4.5;99.9;;;;;;;;;;;70259.0;98.8;1283.0;39703.0;100.0;22051.0;17.2;2414.0;19637.0;;98.9;96.2;80.9;101.8;;;61754.0;;99.6
101;C Manufacturing;2012;;;;;;;;;;;;;-0.9;-0.5;-1.0;0.6;-0.1;0.2;-0.2;-0.4;;;0.7;96.7;;;-0.8;99.1;;;;;;;;;;;70097.0;97.9;1263.0;40576.0;99.2;20099.0;15.9;2353.0;17745.0;;98.8;97.6;84.8;101.0;;;60674.0;;99.1
102;C Manufacturing;2013;;;;;;;;;;;;;-0.9;0.1;-0.6;0.7;0.0;0.2;-0.2;-1.1;;;-0.1;96.7;;;-1.0;98.1;;;;;;;;;;;67949.0;97.0;1252.0;40818.0;99.3;20189.0;16.1;2421.0;17769.0;;98.9;98.6;89.3;100.4;;;61007.0;;99.2
103;C Manufacturing;2014;;;;;;;;;;;;;2.4;0.3;0.0;0.4;0.1;0.2;-0.1;2.0;;;2.5;99.1;;;2.0;100.1;;;;;;;;;;;69578.0;99.3;1251.0;42322.0;99.8;19643.0;15.7;2535.0;17108.0;;99.2;99.0;94.7;99.9;;;61964.0;;99.6
104;C Manufacturing;2015;;;;;;;;;;;;;0.7;0.1;-0.2;0.3;0.3;0.2;0.0;0.3;;100.0;1.0;100.0;;100.0;-0.1;100.0;256750.0;100.0;182217.0;29698.0;86181.0;66338.0;100.0;100.0;100.0;100.0;74533.0;100.0;1248.0;42470.0;100.0;19144.0;15.3;2698.0;16446.0;;100.0;100.0;100.0;100.0;;243831.0;61614.0;100.0;100.0
105;C Manufacturing;2016;1.9;0.3;0.2;0.1;0.0;0.1;0.0;1.3;-0.1;1.1;0.3;0.2;2.2;1.1;0.7;0.5;0.1;0.2;-0.1;0.9;0.9;100.9;1.2;101.2;1.4;101.4;1.7;101.7;255307.0;101.9;178445.0;24393.0;86934.0;67118.0;101.7;99.1;103.1;101.1;76862.0;102.2;1260.0;43604.0;101.6;19370.0;15.4;2842.0;16528.0;;100.5;99.5;105.3;99.7;;241419.0;62974.0;101.6;101.3
106;C Manufacturing;2017;4.0;0.1;0.1;0.1;0.1;0.1;0.0;2.3;-0.1;1.8;0.6;1.5;6.1;0.5;0.2;0.3;0.4;0.3;0.1;5.2;3.7;104.6;5.7;107.0;2.7;104.1;4.8;106.5;275440.0;105.9;193857.0;29227.0;95146.0;69484.0;104.9;98.0;108.3;103.4;81583.0;108.4;1264.0;44737.0;102.4;20552.0;16.3;2993.0;17559.0;;101.7;100.4;111.6;100.1;;259146.0;65289.0;104.2;102.2
107;C Manufacturing;2018;2.9;0.3;0.2;0.0;0.1;0.1;0.0;1.8;0.2;1.5;0.1;0.7;4.0;1.2;1.0;0.2;0.3;0.2;0.1;2.5;1.4;106.1;2.5;109.6;1.9;106.1;2.9;109.6;290786.0;109.0;205205.0;35287.0;98891.0;71027.0;107.5;100.0;112.6;103.9;85581.0;112.7;1282.0;46552.0;104.2;20925.0;16.3;3125.0;17801.0;;102.8;100.0;116.8;100.5;;272682.0;67477.0;106.5;103.7
108;C Manufacturing;2019;-2.6;0.5;0.4;0.0;0.1;0.0;0.1;-2.8;0.1;-0.5;-2.5;-0.3;0.4;1.8;1.7;0.1;0.4;0.2;0.2;-1.8;-4.9;100.8;-2.1;107.4;-3.8;102.0;-0.9;108.7;284769.0;106.2;197167.0;34330.0;97142.0;65695.0;103.4;100.7;111.1;94.1;87602.0;113.1;1315.0;48779.0;106.9;21141.0;16.1;3400.0;17741.0;;104.1;98.8;120.7;101.5;;267086.0;69919.0;104.1;106.0
109;C Manufacturing;2020;-3.5;-0.7;-0.8;0.1;0.1;0.0;0.1;-3.0;-0.7;-0.9;-1.5;0.1;-2.3;-2.6;-2.9;0.3;0.3;0.1;0.2;0.0;0.7;101.6;2.0;109.6;-4.5;97.4;-3.3;105.1;265914.0;102.5;179678.0;24408.0;92187.0;63083.0;99.2;95.3;108.4;88.5;86236.0;110.6;1259.0;48924.0;102.9;20313.0;16.1;3477.0;16836.0;;105.2;104.2;123.7;102.2;;248915.0;69237.0;100.3;103.6
110;C Manufacturing;2021;3.2;0.6;0.4;0.1;0.0;0.0;0.0;-0.2;0.2;-0.6;0.2;2.7;10.4;2.2;1.6;0.5;0.1;0.1;0.0;8.1;0.8;102.4;7.9;118.2;2.7;100.0;9.8;115.4;304167.0;105.7;207604.0;38688.0;103205.0;65711.0;98.9;97.0;106.7;89.3;96563.0;122.0;1288.0;50897.0;106.1;22578.0;17.5;3813.0;18766.0;;105.7;102.4;126.7;102.3;;281079.0;73476.0;100.7;106.0
111;C Manufacturing;2022;1.7;0.3;0.2;0.1;0.1;0.0;0.0;0.6;-0.3;-0.1;1.0;0.8;3.8;1.1;0.8;0.3;0.2;0.2;0.1;2.5;0.6;103.0;2.6;121.3;1.0;101.0;3.0;118.9;371950.0;107.6;262564.0;63955.0;126542.0;72067.0;99.7;95.0;106.4;93.1;109386.0;126.6;1303.0;54563.0;107.7;24717.0;19.0;4210.0;20508.0;;106.5;102.0;130.8;102.6;;341845.0;79281.0;101.7;107.4
112;10-12 Manufacture of food and beverages;1995;;;;;;;;;;;;;;;;;;;;;;;;74.2;;;;115.1;;;;;;;;;;;9270.0;90.6;248.0;5043.0;105.5;3189.0;12.8;155.0;3034.0;;78.7;64.5;20.8;87.9;;;8232.0;;94.9
113;10-12 Manufacture of food and beverages;1996;;;;;;;;;;;;;1.9;-2.3;-1.9;-0.4;0.7;0.2;0.5;3.5;;;5.2;78.1;;;0.1;115.2;;;;;;;;;;;9400.0;92.4;241.0;4946.0;101.6;2919.0;12.1;150.0;2769.0;;80.2;67.8;23.1;89.1;;;7866.0;;93.4
114;10-12 Manufacture of food and beverages;1997;;;;;;;;;;;;;-2.7;0.5;0.7;-0.2;0.9;0.2;0.6;-4.1;;;-3.9;75.1;;;-5.0;109.5;;;;;;;;;;;9356.0;89.8;243.0;5051.0;102.4;2918.0;12.0;165.0;2752.0;;82.0;68.5;26.1;90.7;;;7969.0;;94.7
115;10-12 Manufacture of food and beverages;1998;;;;;;;;;;;;;2.7;0.2;-1.3;1.5;0.9;0.3;0.6;1.6;;;4.8;78.6;;;0.3;109.8;;;;;;;;;;;9699.0;92.2;238.0;5148.0;102.7;2997.0;12.6;177.0;2820.0;;84.0;71.6;29.8;92.2;;;8145.0;;95.7
116;10-12 Manufacture of food and beverages;1999;;;;;;;;;;;;;2.7;-0.4;0.2;-0.6;0.9;0.4;0.5;2.2;;;2.4;80.5;;;0.2;110.1;;;;;;;;;;;10383.0;94.7;239.0;5418.0;101.9;2829.0;11.8;183.0;2646.0;;86.1;73.1;35.4;93.5;;;8248.0;;96.1
117;10-12 Manufacture of food and beverages;2000;;;;;;;;;;;;;-1.8;-0.3;-0.5;0.2;0.9;0.4;0.5;-2.4;;;-1.0;79.7;;;-4.4;105.2;;;;;;;;;;;10294.0;93.1;237.0;5749.0;101.4;2764.0;11.6;211.0;2554.0;;88.4;75.8;42.2;95.0;;;8513.0;;96.7
118;10-12 Manufacture of food and beverages;2001;;;;;;;;;;;;;-0.9;1.9;-0.2;2.0;0.7;0.4;0.3;-3.5;;;-0.7;79.2;;;-3.0;102.1;;;;;;;;;;;10909.0;92.2;237.0;5997.0;104.2;2882.0;12.2;243.0;2639.0;;90.3;77.5;48.4;96.0;;;8878.0;;99.2
119;10-12 Manufacture of food and beverages;2002;;;;;;;;;;;;;1.1;-1.8;-2.6;0.8;0.7;0.3;0.3;2.3;;;5.1;83.2;;;-0.9;101.2;;;;;;;;;;;11420.0;93.2;228.0;6048.0;101.5;3292.0;14.5;262.0;3030.0;;92.1;82.2;54.0;97.1;;;9340.0;;98.0
120;10-12 Manufacture of food and beverages;2003;;;;;;;;;;;;;-1.0;-1.8;-2.2;0.4;0.4;0.2;0.2;0.4;;;2.5;85.3;;;-2.1;99.0;;;;;;;;;;;11770.0;92.3;220.0;6152.0;98.7;3311.0;15.0;261.0;3050.0;;93.2;86.1;58.3;97.7;;;9463.0;;96.7
121;10-12 Manufacture of food and beverages;2004;;;;;;;;;;;;;1.6;-1.1;-1.9;0.8;0.3;0.2;0.2;2.4;;;4.6;89.2;;;0.7;99.7;;;;;;;;;;;11965.0;93.8;214.0;6092.0;97.1;3310.0;15.5;270.0;3040.0;;94.0;89.4;61.6;98.2;;;9402.0;;96.0
122;10-12 Manufacture of food and beverages;2005;;;;;;;;;;;;;2.5;-0.2;-1.4;1.2;0.4;0.2;0.3;2.4;;;4.8;93.5;;;1.3;101.1;;;;;;;;;;;12273.0;96.2;209.0;6092.0;96.7;3232.0;15.4;280.0;2952.0;;95.2;92.5;65.0;99.0;;;9324.0;;96.1
123;10-12 Manufacture of food and beverages;2006;;;;;;;;;;;;;-8.7;-0.1;-0.8;0.8;0.4;0.2;0.2;-9.0;;;-7.6;86.4;;;-9.7;91.3;;;;;;;;;;;11176.0;87.8;207.0;6441.0;96.6;3497.0;16.9;289.0;3209.0;;96.1;94.6;68.6;99.6;;;9939.0;;96.4
124;10-12 Manufacture of food and beverages;2007;;;;;;;;;;;;;1.9;-1.1;-1.3;0.2;-0.1;0.1;-0.2;3.1;;;4.1;89.9;;;2.1;93.2;;;;;;;;;;;11530.0;89.5;202.0;6646.0;94.9;3403.0;16.8;308.0;3094.0;;95.9;96.4;71.6;99.0;;;10049.0;;95.3
125;10-12 Manufacture of food and beverages;2008;;;;;;;;;;;;;-2.3;-0.2;0.0;-0.2;0.2;0.1;0.2;-2.4;;;-2.4;87.8;;;-3.0;90.4;;;;;;;;;;;11115.0;87.4;202.0;6771.0;94.7;3546.0;17.5;323.0;3223.0;;96.6;97.0;73.4;99.5;;;10317.0;;95.3
126;10-12 Manufacture of food and beverages;2009;;;;;;;;;;;;;-0.9;0.4;0.3;0.1;0.2;0.0;0.2;-1.5;;;-1.3;86.6;;;-1.5;89.0;;;;;;;;;;;11682.0;86.6;203.0;6846.0;95.3;3727.0;18.3;313.0;3413.0;;97.2;97.3;74.4;100.1;;;10572.0;;95.9
127;10-12 Manufacture of food and beverages;2010;;;;;;;;;;;;;-1.5;2.1;0.4;1.7;-0.1;0.1;-0.1;-3.6;;;-2.2;84.7;;;-1.4;87.8;;;;;;;;;;;11425.0;85.3;205.0;7000.0;98.4;3651.0;17.8;320.0;3332.0;;97.1;96.4;76.6;99.6;;;10652.0;;97.9
128;10-12 Manufacture of food and beverages;2011;;;;;;;;;;;;;1.1;-2.8;-2.0;-0.8;0.0;0.1;-0.1;3.9;;;4.3;88.3;;;1.1;88.8;;;;;;;;;;;11855.0;86.2;199.0;6993.0;94.2;3741.0;18.8;333.0;3408.0;;97.1;99.5;79.8;99.2;;;10735.0;;95.2
129;10-12 Manufacture of food and beverages;2012;;;;;;;;;;;;;5.2;1.1;0.3;0.8;-0.2;0.1;-0.3;4.3;;;4.7;92.4;;;5.8;93.9;;;;;;;;;;;13067.0;90.7;200.0;7484.0;95.9;3371.0;16.9;320.0;3051.0;;96.6;98.4;83.3;98.2;;;10856.0;;96.1
130;10-12 Manufacture of food and beverages;2013;;;;;;;;;;;;;2.4;1.1;0.7;0.4;0.1;0.2;0.0;1.1;;;1.3;93.6;;;1.9;95.7;;;;;;;;;;;13442.0;92.9;202.0;7725.0;97.4;3320.0;16.5;329.0;2991.0;;97.1;97.9;88.1;98.2;;;11045.0;;97.3
131;10-12 Manufacture of food and beverages;2014;;;;;;;;;;;;;4.0;1.2;0.7;0.5;0.4;0.2;0.2;2.3;;;3.0;96.4;;;2.6;98.1;;;;;;;;;;;14228.0;96.6;204.0;8087.0;99.2;3288.0;16.1;345.0;2943.0;;98.4;98.2;93.8;99.0;;;11376.0;;98.9
132;10-12 Manufacture of food and beverages;2015;;;;;;;;;;;;;3.5;0.6;-0.1;0.7;0.5;0.2;0.3;2.5;;100.0;3.7;100.0;;100.0;1.9;100.0;58578.0;100.0;44078.0;1408.0;30416.0;12254.0;100.0;100.0;100.0;100.0;14500.0;100.0;203.0;8293.0;100.0;3242.0;15.9;370.0;2872.0;;100.0;100.0;100.0;100.0;;55613.0;11534.0;100.0;100.0
133;10-12 Manufacture of food and beverages;2016;3.9;0.5;0.3;0.2;0.1;0.1;0.0;4.3;0.1;3.2;1.0;-0.9;-0.5;2.2;1.2;1.0;0.4;0.3;0.1;-3.2;2.2;102.2;-2.2;97.8;2.5;102.5;-1.9;98.1;61009.0;103.9;45835.0;1203.0;31839.0;12793.0;105.4;104.4;105.8;104.4;15174.0;99.5;207.0;8717.0;103.1;3302.0;16.0;403.0;2899.0;;101.4;99.7;109.1;100.4;;57853.0;12018.0;104.8;102.6
134;10-12 Manufacture of food and beverages;2017;1.1;0.2;0.2;0.0;0.1;0.1;0.0;1.0;0.1;0.6;0.3;-0.3;0.3;0.9;1.1;-0.2;0.5;0.4;0.1;-1.0;-0.4;101.8;-1.1;96.7;-0.7;101.8;-1.4;96.7;63730.0;105.0;48004.0;1305.0;33580.0;13119.0;106.8;108.7;107.1;105.9;15726.0;99.8;210.0;8885.0;104.3;3568.0;17.0;441.0;3127.0;;103.2;100.0;121.1;100.9;;60458.0;12453.0;106.2;104.0
135;10-12 Manufacture of food and beverages;2018;1.4;0.0;0.2;-0.1;0.1;0.1;0.0;1.1;-0.1;1.2;0.0;0.1;1.1;0.2;0.8;-0.6;0.5;0.3;0.1;0.5;0.3;102.1;0.0;96.7;-0.3;101.6;-0.5;96.2;64245.0;106.5;48024.0;1342.0;33169.0;13513.0;108.3;106.0;109.4;105.9;16221.0;100.9;212.0;9204.0;104.6;3675.0;17.3;478.0;3196.0;;104.8;100.5;132.3;101.4;;60903.0;12878.0;107.6;104.7
