ID;BedrijfstakkenBranchesSBI2008;Perioden;Productie_1;GemiddeldeDagproductie_2;Productie_3;GemiddeldeDagproductie_4
7827;12 Tabaksindustrie;1997 februari;90.7;92.3;-8.5;-0.6
7828;12 Tabaksindustrie;1997 maart;91.6;100.4;-8.3;-3.9
7829;12 Tabaksindustrie;1997 april;103.7;97.9;7.9;-1.2
7830;12 Tabaksindustrie;1997 mei;97.3;99.5;-1.5;3.6
7831;12 Tabaksindustrie;1997 juni;114.4;114.2;5.1;0.3
7832;12 Tabaksindustrie;1997 juli;98.5;96.1;22.8;20.1
7833;12 Tabaksindustrie;1997 augustus;81.0;84.4;-13.4;-6.8
7834;12 Tabaksindustrie;1997 september;108.4;105.2;4.5;-0.3
7835;12 Tabaksindustrie;1997 oktober;114.8;110.1;0.3;0.4
7836;12 Tabaksindustrie;1997 november;103.4;110.9;1.6;6.9
7837;12 Tabaksindustrie;1997 december;97.9;94.4;18.2;7.8
7838;12 Tabaksindustrie;1997;100.4;100.4;1.3;1.3
7839;12 Tabaksindustrie;1998 januari;102.1;107.8;-1.4;7.8
7840;12 Tabaksindustrie;1998 februari;93.6;94.8;3.1;2.7
7841;12 Tabaksindustrie;1998 maart;105.8;105.2;15.5;4.7
7842;12 Tabaksindustrie;1998 april;104.0;102.2;0.3;4.4
7843;12 Tabaksindustrie;1998 mei;95.4;102.1;-1.9;2.6
7844;12 Tabaksindustrie;1998 juni;110.3;109.1;-3.6;-4.4
7845;12 Tabaksindustrie;1998 juli;112.1;106.5;13.9;10.8
7846;12 Tabaksindustrie;1998 augustus;86.3;91.7;6.6;8.7
7847;12 Tabaksindustrie;1998 september;111.2;107.4;2.6;2.1
7848;12 Tabaksindustrie;1998 oktober;113.7;114.0;-0.9;3.6
7849;12 Tabaksindustrie;1998 november;106.9;108.6;3.3;-2.0
7850;12 Tabaksindustrie;1998 december;95.9;88.1;-2.0;-6.7
7851;12 Tabaksindustrie;1998;103.1;103.1;2.7;2.7
7852;12 Tabaksindustrie;1999 januari;97.0;103.9;-5.0;-3.5
7853;12 Tabaksindustrie;1999 februari;84.4;86.5;-9.8;-8.8
7854;12 Tabaksindustrie;1999 maart;115.1;110.2;8.7;4.8
7855;12 Tabaksindustrie;1999 april;98.9;98.4;-4.9;-3.8
7856;12 Tabaksindustrie;1999 mei;90.0;97.4;-5.7;-4.6
7857;12 Tabaksindustrie;1999 juni;112.5;107.7;2.0;-1.3
7858;12 Tabaksindustrie;1999 juli;98.5;96.5;-12.2;-9.4
7859;12 Tabaksindustrie;1999 augustus;97.5;100.9;12.9;10.1
7860;12 Tabaksindustrie;1999 september;105.6;105.0;-5.1;-2.3
7861;12 Tabaksindustrie;1999 oktober;103.1;109.8;-9.3;-3.7
7862;12 Tabaksindustrie;1999 november;110.6;108.3;3.5;-0.3
7863;12 Tabaksindustrie;1999 december;103.0;91.6;7.4;3.9
7864;12 Tabaksindustrie;1999;101.3;101.3;-1.7;-1.7
7865;12 Tabaksindustrie;2000 januari;95.7;96.7;-1.3;-7.0
7866;12 Tabaksindustrie;2000 februari;104.0;103.2;23.3;19.4
7867;12 Tabaksindustrie;2000 maart;114.1;111.0;-0.8;0.8
7868;12 Tabaksindustrie;2000 april;102.5;104.6;3.6;6.3
7869;12 Tabaksindustrie;2000 mei;115.4;104.4;28.2;7.2
7870;12 Tabaksindustrie;2000 juni;101.4;108.0;-9.9;0.3
7871;12 Tabaksindustrie;2000 juli;102.0;105.6;3.5;9.5
7872;12 Tabaksindustrie;2000 augustus;108.1;105.4;10.9;4.5
7873;12 Tabaksindustrie;2000 september;120.0;121.6;13.7;15.9
7874;12 Tabaksindustrie;2000 oktober;118.9;119.5;15.3;8.8
7875;12 Tabaksindustrie;2000 november;118.9;117.1;7.5;8.1
7876;12 Tabaksindustrie;2000 december;75.1;78.7;-27.1;-14.0
7877;12 Tabaksindustrie;2000;106.3;106.3;4.9;4.9
7878;12 Tabaksindustrie;2001 januari;111.8;109.1;16.8;12.8
7879;12 Tabaksindustrie;2001 februari;93.9;93.4;-9.8;-9.5
7880;12 Tabaksindustrie;2001 maart;109.3;108.7;-4.2;-2.1
7881;12 Tabaksindustrie;2001 april;90.9;92.8;-11.3;-11.3
7882;12 Tabaksindustrie;2001 mei;103.0;98.5;-10.7;-5.7
7883;12 Tabaksindustrie;2001 juni;115.0;116.9;13.4;8.2
7884;12 Tabaksindustrie;2001 juli;97.2;96.9;-4.7;-8.2
7885;12 Tabaksindustrie;2001 augustus;109.0;105.6;0.8;0.2
7886;12 Tabaksindustrie;2001 september;110.1;114.2;-8.2;-6.1
7887;12 Tabaksindustrie;2001 oktober;126.3;122.8;6.2;2.8
7888;12 Tabaksindustrie;2001 november;124.4;121.8;4.6;4.0
7889;12 Tabaksindustrie;2001 december;79.9;90.1;6.4;14.5
7890;12 Tabaksindustrie;2001;105.9;105.9;-0.4;-0.4
7891;12 Tabaksindustrie;2002 januari;129.0;126.4;15.4;15.9
7892;12 Tabaksindustrie;2002 februari;109.1;108.6;16.2;16.3
7893;12 Tabaksindustrie;2002 maart;120.7;123.3;10.4;13.4
7894;12 Tabaksindustrie;2002 april;119.8;121.9;31.8;31.4
7895;12 Tabaksindustrie;2002 mei;124.6;123.6;21.0;25.5
7896;12 Tabaksindustrie;2002 juni;126.4;128.1;10.0;9.6
7897;12 Tabaksindustrie;2002 juli;122.4;118.7;25.9;22.5
7898;12 Tabaksindustrie;2002 augustus;124.4;124.3;14.2;17.7
7899;12 Tabaksindustrie;2002 september;130.0;130.8;18.1;14.5
7900;12 Tabaksindustrie;2002 oktober;141.2;137.8;11.8;12.2
7901;12 Tabaksindustrie;2002 november;136.0;136.8;9.4;12.3
7902;12 Tabaksindustrie;2002 december;96.5;99.8;20.7;10.8
7903;12 Tabaksindustrie;2002;123.3;123.3;16.5;16.5
7904;12 Tabaksindustrie;2003 januari;136.3;134.3;5.6;6.3
7905;12 Tabaksindustrie;2003 februari;121.7;121.7;11.5;12.1
7906;12 Tabaksindustrie;2003 maart;117.4;120.6;-2.7;-2.2
7907;12 Tabaksindustrie;2003 april;126.0;125.1;5.1;2.6
7908;12 Tabaksindustrie;2003 mei;113.1;112.3;-9.3;-9.1
7909;12 Tabaksindustrie;2003 juni;107.1;109.7;-15.3;-14.4
7910;12 Tabaksindustrie;2003 juli;105.4;102.3;-13.9;-13.8
7911;12 Tabaksindustrie;2003 augustus;98.5;102.2;-20.8;-17.8
7912;12 Tabaksindustrie;2003 september;120.3;118.5;-7.4;-9.4
7913;12 Tabaksindustrie;2003 oktober;129.6;126.8;-8.2;-8.0
7914;12 Tabaksindustrie;2003 november;105.4;110.1;-22.5;-19.5
7915;12 Tabaksindustrie;2003 december;83.1;80.1;-13.9;-19.7
7916;12 Tabaksindustrie;2003;113.7;113.7;-7.9;-7.9
7917;12 Tabaksindustrie;2004 januari;117.0;122.2;-14.2;-9.0
7918;12 Tabaksindustrie;2004 februari;95.1;97.7;-21.9;-19.7
7919;12 Tabaksindustrie;2004 maart;124.1;121.2;5.7;0.5
7920;12 Tabaksindustrie;2004 april;110.8;110.3;-12.1;-11.8
7921;12 Tabaksindustrie;2004 mei;96.8;103.3;-14.4;-8.0
7922;12 Tabaksindustrie;2004 juni;119.7;115.8;11.8;5.6
7923;12 Tabaksindustrie;2004 juli;102.1;102.7;-3.2;0.4
7924;12 Tabaksindustrie;2004 augustus;94.9;95.6;-3.7;-6.5
7925;12 Tabaksindustrie;2004 september;120.7;119.2;0.3;0.6
7926;12 Tabaksindustrie;2004 oktober;111.7;115.8;-13.8;-8.7
7927;12 Tabaksindustrie;2004 november;109.0;107.6;3.4;-2.3
7928;12 Tabaksindustrie;2004 december;101.3;91.4;21.9;14.1
7929;12 Tabaksindustrie;2004;108.6;108.6;-4.5;-4.5
7930;12 Tabaksindustrie;2005 januari;114.6;116.2;-2.0;-4.9
7931;12 Tabaksindustrie;2005 februari;99.7;100.3;4.8;2.7
7932;12 Tabaksindustrie;2005 maart;118.3;119.3;-4.6;-1.6
7933;12 Tabaksindustrie;2005 april;111.4;107.2;0.6;-2.8
7934;12 Tabaksindustrie;2005 mei;95.3;98.7;-1.6;-4.5
7935;12 Tabaksindustrie;2005 juni;118.5;114.9;-1.0;-0.8
7936;12 Tabaksindustrie;2005 juli;102.0;106.1;-0.1;3.3
7937;12 Tabaksindustrie;2005 augustus;105.2;103.0;10.9;7.7
7938;12 Tabaksindustrie;2005 september;116.3;115.2;-3.6;-3.4
7939;12 Tabaksindustrie;2005 oktober;111.3;115.7;-0.3;-0.1
7940;12 Tabaksindustrie;2005 november;119.9;118.7;10.0;10.3
7941;12 Tabaksindustrie;2005 december;102.3;99.5;1.1;8.9
7942;12 Tabaksindustrie;2005;109.6;109.6;0.9;0.9
7943;12 Tabaksindustrie;2006 januari;115.9;113.9;1.1;-2.0
7944;12 Tabaksindustrie;2006 februari;100.4;100.7;0.8;0.4
7945;12 Tabaksindustrie;2006 maart;114.2;111.3;-3.5;-6.7
7946;12 Tabaksindustrie;2006 april;99.2;101.5;-11.0;-5.3
7947;12 Tabaksindustrie;2006 mei;106.0;102.4;11.3;3.7
7948;12 Tabaksindustrie;2006 juni;109.2;108.8;-7.8;-5.3
7949;12 Tabaksindustrie;2006 juli;107.5;111.3;5.5;4.9
7950;12 Tabaksindustrie;2006 augustus;111.7;109.2;6.2;6.0
7951;12 Tabaksindustrie;2006 september;114.2;116.0;-1.8;0.7
7952;12 Tabaksindustrie;2006 oktober;128.4;129.3;15.4;11.8
7953;12 Tabaksindustrie;2006 november;120.3;118.8;0.3;0.1
7954;12 Tabaksindustrie;2006 december;85.4;89.2;-16.5;-10.4
7955;12 Tabaksindustrie;2006;109.4;109.4;-0.2;-0.2
7956;12 Tabaksindustrie;2007 januari;124.3;121.7;7.3;6.8
7957;12 Tabaksindustrie;2007 februari;106.8;106.2;6.3;5.5
7958;12 Tabaksindustrie;2007 maart;127.7;127.0;11.8;14.1
7959;12 Tabaksindustrie;2007 april;112.9;114.7;13.9;13.0
7960;12 Tabaksindustrie;2007 mei;112.0;111.0;5.6;8.4
7961;12 Tabaksindustrie;2007 juni;118.9;117.3;8.9;7.8
7962;12 Tabaksindustrie;2007 juli;113.4;113.0;5.4;1.5
7963;12 Tabaksindustrie;2007 augustus;113.5;110.2;1.6;0.9
7964;12 Tabaksindustrie;2007 september;112.2;116.3;-1.7;0.3
7965;12 Tabaksindustrie;2007 oktober;123.4;120.0;-3.9;-7.2
7966;12 Tabaksindustrie;2007 november;121.5;119.1;1.0;0.3
7967;12 Tabaksindustrie;2007 december;94.3;104.4;10.4;17.0
7968;12 Tabaksindustrie;2007;115.1;115.1;5.2;5.2
7969;12 Tabaksindustrie;2008 januari;103.9;102.0;-16.4;-16.2
7970;12 Tabaksindustrie;2008 februari;100.3;99.4;-6.1;-6.4
7971;12 Tabaksindustrie;2008 maart;102.9;109.8;-19.5;-13.6
7972;12 Tabaksindustrie;2008 april;109.4;105.0;-3.1;-8.5
7973;12 Tabaksindustrie;2008 mei;94.4;97.3;-15.7;-12.3
7974;12 Tabaksindustrie;2008 juni;110.7;109.8;-6.8;-6.4
7975;12 Tabaksindustrie;2008 juli;99.8;96.9;-11.9;-14.2
7976;12 Tabaksindustrie;2008 augustus;89.0;92.8;-21.6;-15.8
7977;12 Tabaksindustrie;2008 september;101.5;99.7;-9.6;-14.3
7978;12 Tabaksindustrie;2008 oktober;113.1;110.4;-8.4;-8.0
7979;12 Tabaksindustrie;2008 november;104.0;108.8;-14.4;-8.7
7980;12 Tabaksindustrie;2008 december;104.1;101.1;10.4;-3.2
7981;12 Tabaksindustrie;2008;102.8;102.8;-10.7;-10.7
7982;12 Tabaksindustrie;2009 januari;107.3;111.7;3.2;9.6
7983;12 Tabaksindustrie;2009 februari;95.2;94.9;-5.1;-4.5
7984;12 Tabaksindustrie;2009 maart;119.1;118.8;15.8;8.2
7985;12 Tabaksindustrie;2009 april;105.1;103.9;-3.9;-1.0
7986;12 Tabaksindustrie;2009 mei;103.7;109.5;9.9;12.6
7987;12 Tabaksindustrie;2009 juni;110.7;109.7;0.0;-0.1
7988;12 Tabaksindustrie;2009 juli;110.4;107.1;10.6;10.5
7989;12 Tabaksindustrie;2009 augustus;100.8;104.3;13.3;12.3
7990;12 Tabaksindustrie;2009 september;105.6;103.5;4.1;3.8
7991;12 Tabaksindustrie;2009 oktober;106.5;106.7;-5.8;-3.4
7992;12 Tabaksindustrie;2009 november;95.5;96.7;-8.2;-11.1
7993;12 Tabaksindustrie;2009 december;85.0;78.2;-18.3;-22.7
7994;12 Tabaksindustrie;2009;103.8;103.8;1.0;1.0
7995;12 Tabaksindustrie;2010 januari;105.3;110.4;-1.9;-1.2
7996;12 Tabaksindustrie;2010 februari;93.7;94.3;-1.6;-0.7
7997;12 Tabaksindustrie;2010 maart;120.9;118.4;1.5;-0.3
7998;12 Tabaksindustrie;2010 april;103.7;103.4;-1.3;-0.5
7999;12 Tabaksindustrie;2010 mei;93.6;100.4;-9.7;-8.4
8000;12 Tabaksindustrie;2010 juni;111.9;108.3;1.1;-1.3
8001;12 Tabaksindustrie;2010 juli;104.2;105.1;-5.6;-1.9
8002;12 Tabaksindustrie;2010 augustus;96.2;97.3;-4.5;-6.7
8003;12 Tabaksindustrie;2010 september;99.9;98.7;-5.4;-4.6
8004;12 Tabaksindustrie;2010 oktober;98.1;102.5;-7.8;-3.9
8005;12 Tabaksindustrie;2010 november;100.0;98.7;4.6;2.1
8006;12 Tabaksindustrie;2010 december;72.4;62.6;-14.9;-20.0
8007;12 Tabaksindustrie;2010;100.0;100.0;-3.6;-3.6
8008;12 Tabaksindustrie;2011 januari;102.9;104.5;-2.2;-5.4
8009;12 Tabaksindustrie;2011 februari;106.7;107.4;13.9;13.9
8010;12 Tabaksindustrie;2011 maart;105.8;103.1;-12.6;-12.9
8011;12 Tabaksindustrie;2011 april;109.0;108.4;5.1;4.8
8012;12 Tabaksindustrie;2011 mei;112.0;104.8;19.6;4.4
8013;12 Tabaksindustrie;2011 juni;101.9;109.1;-8.9;0.7
8014;12 Tabaksindustrie;2011 juli;103.0;107.2;-1.2;2.0
8015;12 Tabaksindustrie;2011 augustus;100.1;97.9;4.0;0.6
8016;12 Tabaksindustrie;2011 september;107.4;106.2;7.5;7.7
8017;12 Tabaksindustrie;2011 oktober;102.4;106.8;4.4;4.2
8018;12 Tabaksindustrie;2011 november;104.7;103.5;4.7;4.8
8019;12 Tabaksindustrie;2011 december;81.9;79.0;13.2;26.3
8020;12 Tabaksindustrie;2011;103.2;103.2;3.2;3.2
8021;12 Tabaksindustrie;2012 januari;109.2;106.3;6.1;1.8
8022;12 Tabaksindustrie;2012 februari;98.6;97.1;-7.7;-9.6
8023;12 Tabaksindustrie;2012 maart;109.8;109.3;3.8;6.0
8024;12 Tabaksindustrie;2012 april;91.6;93.5;-15.9;-13.7
8025;12 Tabaksindustrie;2012 mei;96.2;95.3;-14.1;-9.0
8026;12 Tabaksindustrie;2012 juni;97.6;96.1;-4.2;-11.9
8027;12 Tabaksindustrie;2012 juli;89.3;89.1;-13.3;-16.8
8028;12 Tabaksindustrie;2012 augustus;95.3;92.0;-4.8;-6.0
8029;12 Tabaksindustrie;2012 september;95.6;99.7;-11.0;-6.2
8030;12 Tabaksindustrie;2012 oktober;104.7;101.5;2.3;-5.0
8031;12 Tabaksindustrie;2012 november;103.0;100.7;-1.6;-2.7
8032;12 Tabaksindustrie;2012 december;65.8;76.0;-19.7;-3.8
8033;12 Tabaksindustrie;2012;96.4;96.4;-6.6;-6.6
8034;12 Tabaksindustrie;2013 januari;107.8;105.1;-1.3;-1.1
8035;12 Tabaksindustrie;2013 februari;90.9;90.3;-7.8;-7.0
8036;12 Tabaksindustrie;2013 maart;99.7;102.3;-9.2;-6.4
8037;12 Tabaksindustrie;2013 april;85.5;87.6;-6.7;-6.3
8038;12 Tabaksindustrie;2013 mei;91.2;90.2;-5.3;-5.3
8039;12 Tabaksindustrie;2013 juni;96.8;98.5;-0.8;2.5
8040;12 Tabaksindustrie;2013 juli;88.6;85.0;-0.8;-4.6
8041;12 Tabaksindustrie;2013 augustus;88.1;88.0;-7.6;-4.3
8042;12 Tabaksindustrie;2013 september;98.3;99.0;2.8;-0.7
8043;12 Tabaksindustrie;2013 oktober;103.1;99.7;-1.6;-1.8
8044;12 Tabaksindustrie;2013 november;92.8;93.6;-9.9;-7.0
8045;12 Tabaksindustrie;2013 december;68.5;71.9;4.2;-5.4
8046;12 Tabaksindustrie;2013;92.6;92.6;-3.9;-3.9
8047;12 Tabaksindustrie;2014 januari;91.6;88.9;-15.0;-15.4
8048;12 Tabaksindustrie;2014 februari;87.9;88.1;-3.2;-2.4
8049;12 Tabaksindustrie;2014 maart;90.1;94.0;-9.6;-8.1
8050;12 Tabaksindustrie;2014 april;77.1;76.4;-9.8;-12.8
8051;12 Tabaksindustrie;2014 mei;73.5;71.6;-19.3;-20.6
8052;12 Tabaksindustrie;2014 juni;62.6;66.0;-35.3;-33.0
8053;12 Tabaksindustrie;2014 juli;71.0;69.0;-19.9;-18.9
8054;12 Tabaksindustrie;2014 augustus;55.3;58.9;-37.2;-33.1
8055;12 Tabaksindustrie;2014 september;25.2;22.7;-74.3;-77.1
8056;12 Tabaksindustrie;2014 oktober;27.1;23.7;-73.7;-76.2
8057;12 Tabaksindustrie;2014 november;21.9;27.6;-76.4;-70.5
8058;12 Tabaksindustrie;2014 december;14.9;11.3;-78.3;-84.3
8059;12 Tabaksindustrie;2014;58.2;58.2;-37.2;-37.2
8060;13-15 Textiel-, kleding-, lederindustrie;1953 januari;;;;
8061;13-15 Textiel-, kleding-, lederindustrie;1953 februari;;;;
8062;13-15 Textiel-, kleding-, lederindustrie;1953 maart;;;;
8063;13-15 Textiel-, kleding-, lederindustrie;1953 april;;;;
8064;13-15 Textiel-, kleding-, lederindustrie;1953 mei;;;;
8065;13-15 Textiel-, kleding-, lederindustrie;1953 juni;;;;
8066;13-15 Textiel-, kleding-, lederindustrie;1953 juli;;;;
8067;13-15 Textiel-, kleding-, lederindustrie;1953 augustus;;;;
8068;13-15 Textiel-, kleding-, lederindustrie;1953 september;;;;
8069;13-15 Textiel-, kleding-, lederindustrie;1953 oktober;;;;
8070;13-15 Textiel-, kleding-, lederindustrie;1953 november;;;;
8071;13-15 Textiel-, kleding-, lederindustrie;1953 december;;;;
8072;13-15 Textiel-, kleding-, lederindustrie;1953;;;;
8073;13-15 Textiel-, kleding-, lederindustrie;1954 januari;;;;
8074;13-15 Textiel-, kleding-, lederindustrie;1954 februari;;;;
8075;13-15 Textiel-, kleding-, lederindustrie;1954 maart;;;;
8076;13-15 Textiel-, kleding-, lederindustrie;1954 april;;;;
8077;13-15 Textiel-, kleding-, lederindustrie;1954 mei;;;;
8078;13-15 Textiel-, kleding-, lederindustrie;1954 juni;;;;
8079;13-15 Textiel-, kleding-, lederindustrie;1954 juli;;;;
8080;13-15 Textiel-, kleding-, lederindustrie;1954 augustus;;;;
8081;13-15 Textiel-, kleding-, lederindustrie;1954 september;;;;
8082;13-15 Textiel-, kleding-, lederindustrie;1954 oktober;;;;
8083;13-15 Textiel-, kleding-, lederindustrie;1954 november;;;;
8084;13-15 Textiel-, kleding-, lederindustrie;1954 december;;;;
8085;13-15 Textiel-, kleding-, lederindustrie;1954;;;;
8086;13-15 Textiel-, kleding-, lederindustrie;1955 januari;;;;
8087;13-15 Textiel-, kleding-, lederindustrie;1955 februari;;;;
8088;13-15 Textiel-, kleding-, lederindustrie;1955 maart;;;;
8089;13-15 Textiel-, kleding-, lederindustrie;1955 april;;;;
8090;13-15 Textiel-, kleding-, lederindustrie;1955 mei;;;;
8091;13-15 Textiel-, kleding-, lederindustrie;1955 juni;;;;
8092;13-15 Textiel-, kleding-, lederindustrie;1955 juli;;;;
8093;13-15 Textiel-, kleding-, lederindustrie;1955 augustus;;;;
8094;13-15 Textiel-, kleding-, lederindustrie;1955 september;;;;
8095;13-15 Textiel-, kleding-, lederindustrie;1955 oktober;;;;
8096;13-15 Textiel-, kleding-, lederindustrie;1955 november;;;;
8097;13-15 Textiel-, kleding-, lederindustrie;1955 december;;;;
8098;13-15 Textiel-, kleding-, lederindustrie;1955;;;;
8099;13-15 Textiel-, kleding-, lederindustrie;1956 januari;;;;
8100;13-15 Textiel-, kleding-, lederindustrie;1956 februari;;;;
8101;13-15 Textiel-, kleding-, lederindustrie;1956 maart;;;;
8102;13-15 Textiel-, kleding-, lederindustrie;1956 april;;;;
8103;13-15 Textiel-, kleding-, lederindustrie;1956 mei;;;;
8104;13-15 Textiel-, kleding-, lederindustrie;1956 juni;;;;
8105;13-15 Textiel-, kleding-, lederindustrie;1956 juli;;;;
8106;13-15 Textiel-, kleding-, lederindustrie;1956 augustus;;;;
8107;13-15 Textiel-, kleding-, lederindustrie;1956 september;;;;
8108;13-15 Textiel-, kleding-, lederindustrie;1956 oktober;;;;
8109;13-15 Textiel-, kleding-, lederindustrie;1956 november;;;;
8110;13-15 Textiel-, kleding-, lederindustrie;1956 december;;;;
8111;13-15 Textiel-, kleding-, lederindustrie;1956;;;;
8112;13-15 Textiel-, kleding-, lederindustrie;1957 januari;;;;
8113;13-15 Textiel-, kleding-, lederindustrie;1957 februari;;;;
8114;13-15 Textiel-, kleding-, lederindustrie;1957 maart;;;;
8115;13-15 Textiel-, kleding-, lederindustrie;1957 april;;;;
8116;13-15 Textiel-, kleding-, lederindustrie;1957 mei;;;;
8117;13-15 Textiel-, kleding-, lederindustrie;1957 juni;;;;
8118;13-15 Textiel-, kleding-, lederindustrie;1957 juli;;;;
8119;13-15 Textiel-, kleding-, lederindustrie;1957 augustus;;;;
8120;13-15 Textiel-, kleding-, lederindustrie;1957 september;;;;
8121;13-15 Textiel-, kleding-, lederindustrie;1957 oktober;;;;
8122;13-15 Textiel-, kleding-, lederindustrie;1957 november;;;;
8123;13-15 Textiel-, kleding-, lederindustrie;1957 december;;;;
8124;13-15 Textiel-, kleding-, lederindustrie;1957;;;;
8125;13-15 Textiel-, kleding-, lederindustrie;1958 januari;;;;
8126;13-15 Textiel-, kleding-, lederindustrie;1958 februari;;;;
8127;13-15 Textiel-, kleding-, lederindustrie;1958 maart;;;;
8128;13-15 Textiel-, kleding-, lederindustrie;1958 april;;;;
8129;13-15 Textiel-, kleding-, lederindustrie;1958 mei;;;;
8130;13-15 Textiel-, kleding-, lederindustrie;1958 juni;;;;
8131;13-15 Textiel-, kleding-, lederindustrie;1958 juli;;;;
8132;13-15 Textiel-, kleding-, lederindustrie;1958 augustus;;;;
8133;13-15 Textiel-, kleding-, lederindustrie;1958 september;;;;
8134;13-15 Textiel-, kleding-, lederindustrie;1958 oktober;;;;
8135;13-15 Textiel-, kleding-, lederindustrie;1958 november;;;;
8136;13-15 Textiel-, kleding-, lederindustrie;1958 december;;;;
8137;13-15 Textiel-, kleding-, lederindustrie;1958;;;;
8138;13-15 Textiel-, kleding-, lederindustrie;1959 januari;;;;
8139;13-15 Textiel-, kleding-, lederindustrie;1959 februari;;;;
8140;13-15 Textiel-, kleding-, lederindustrie;1959 maart;;;;
8141;13-15 Textiel-, kleding-, lederindustrie;1959 april;;;;
8142;13-15 Textiel-, kleding-, lederindustrie;1959 mei;;;;
8143;13-15 Textiel-, kleding-, lederindustrie;1959 juni;;;;
8144;13-15 Textiel-, kleding-, lederindustrie;1959 juli;;;;
8145;13-15 Textiel-, kleding-, lederindustrie;1959 augustus;;;;
8146;13-15 Textiel-, kleding-, lederindustrie;1959 september;;;;
8147;13-15 Textiel-, kleding-, lederindustrie;1959 oktober;;;;
8148;13-15 Textiel-, kleding-, lederindustrie;1959 november;;;;
8149;13-15 Textiel-, kleding-, lederindustrie;1959 december;;;;
8150;13-15 Textiel-, kleding-, lederindustrie;1959;;;;
8151;13-15 Textiel-, kleding-, lederindustrie;1960 januari;;;;
8152;13-15 Textiel-, kleding-, lederindustrie;1960 februari;;;;
8153;13-15 Textiel-, kleding-, lederindustrie;1960 maart;;;;
8154;13-15 Textiel-, kleding-, lederindustrie;1960 april;;;;
8155;13-15 Textiel-, kleding-, lederindustrie;1960 mei;;;;
8156;13-15 Textiel-, kleding-, lederindustrie;1960 juni;;;;
8157;13-15 Textiel-, kleding-, lederindustrie;1960 juli;;;;
8158;13-15 Textiel-, kleding-, lederindustrie;1960 augustus;;;;
8159;13-15 Textiel-, kleding-, lederindustrie;1960 september;;;;
8160;13-15 Textiel-, kleding-, lederindustrie;1960 oktober;;;;
8161;13-15 Textiel-, kleding-, lederindustrie;1960 november;;;;
8162;13-15 Textiel-, kleding-, lederindustrie;1960 december;;;;
8163;13-15 Textiel-, kleding-, lederindustrie;1960;;;;
8164;13-15 Textiel-, kleding-, lederindustrie;1961 januari;;;;
8165;13-15 Textiel-, kleding-, lederindustrie;1961 februari;;;;
8166;13-15 Textiel-, kleding-, lederindustrie;1961 maart;;;;
8167;13-15 Textiel-, kleding-, lederindustrie;1961 april;;;;
8168;13-15 Textiel-, kleding-, lederindustrie;1961 mei;;;;
8169;13-15 Textiel-, kleding-, lederindustrie;1961 juni;;;;
8170;13-15 Textiel-, kleding-, lederindustrie;1961 juli;;;;
8171;13-15 Textiel-, kleding-, lederindustrie;1961 augustus;;;;
8172;13-15 Textiel-, kleding-, lederindustrie;1961 september;;;;
8173;13-15 Textiel-, kleding-, lederindustrie;1961 oktober;;;;
8174;13-15 Textiel-, kleding-, lederindustrie;1961 november;;;;
8175;13-15 Textiel-, kleding-, lederindustrie;1961 december;;;;
8176;13-15 Textiel-, kleding-, lederindustrie;1961;;;;
8177;13-15 Textiel-, kleding-, lederindustrie;1962 januari;;;;
8178;13-15 Textiel-, kleding-, lederindustrie;1962 februari;;;;
8179;13-15 Textiel-, kleding-, lederindustrie;1962 maart;;;;
8180;13-15 Textiel-, kleding-, lederindustrie;1962 april;;;;
8181;13-15 Textiel-, kleding-, lederindustrie;1962 mei;;;;
8182;13-15 Textiel-, kleding-, lederindustrie;1962 juni;;;;
8183;13-15 Textiel-, kleding-, lederindustrie;1962 juli;;;;
8184;13-15 Textiel-, kleding-, lederindustrie;1962 augustus;;;;
8185;13-15 Textiel-, kleding-, lederindustrie;1962 september;;;;
8186;13-15 Textiel-, kleding-, lederindustrie;1962 oktober;;;;
8187;13-15 Textiel-, kleding-, lederindustrie;1962 november;;;;
8188;13-15 Textiel-, kleding-, lederindustrie;1962 december;;;;
8189;13-15 Textiel-, kleding-, lederindustrie;1962;;;;
8190;13-15 Textiel-, kleding-, lederindustrie;1963 januari;;;;
8191;13-15 Textiel-, kleding-, lederindustrie;1963 februari;;;;
8192;13-15 Textiel-, kleding-, lederindustrie;1963 maart;;;;
8193;13-15 Textiel-, kleding-, lederindustrie;1963 april;;;;
8194;13-15 Textiel-, kleding-, lederindustrie;1963 mei;;;;
8195;13-15 Textiel-, kleding-, lederindustrie;1963 juni;;;;
8196;13-15 Textiel-, kleding-, lederindustrie;1963 juli;;;;
8197;13-15 Textiel-, kleding-, lederindustrie;1963 augustus;;;;
8198;13-15 Textiel-, kleding-, lederindustrie;1963 september;;;;
8199;13-15 Textiel-, kleding-, lederindustrie;1963 oktober;;;;
8200;13-15 Textiel-, kleding-, lederindustrie;1963 november;;;;
8201;13-15 Textiel-, kleding-, lederindustrie;1963 december;;;;
8202;13-15 Textiel-, kleding-, lederindustrie;1963;;;;
8203;13-15 Textiel-, kleding-, lederindustrie;1964 januari;;;;
8204;13-15 Textiel-, kleding-, lederindustrie;1964 februari;;;;
8205;13-15 Textiel-, kleding-, lederindustrie;1964 maart;;;;
8206;13-15 Textiel-, kleding-, lederindustrie;1964 april;;;;
8207;13-15 Textiel-, kleding-, lederindustrie;1964 mei;;;;
