ID;Voertuigsoort;BedrijfstakkenBranchesSBI2008;KenmerkenVrachtautoSEnTrekkers;Perioden;VoertuigenInGebruik_1
6096;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;leeftijd: jonger dan 1 jaar;2018;331
6097;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;leeftijd: jonger dan 1 jaar;2019;357
6098;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;leeftijd: jonger dan 1 jaar;2020;278
6099;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;leeftijd: jonger dan 1 jaar;2021;208
6100;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;leeftijd: jonger dan 1 jaar;2022;206
6101;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;leeftijd: jonger dan 1 jaar;2023;297
6102;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 1 of 2 jaar;2018;544
6103;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 1 of 2 jaar;2019;644
6104;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 1 of 2 jaar;2020;687
6105;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 1 of 2 jaar;2021;604
6106;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 1 of 2 jaar;2022;481
6107;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 1 of 2 jaar;2023;451
6108;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 3 of 4 jaar;2018;454
6109;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 3 of 4 jaar;2019;500
6110;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 3 of 4 jaar;2020;578
6111;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 3 of 4 jaar;2021;603
6112;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 3 of 4 jaar;2022;739
6113;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 3 of 4 jaar;2023;605
6114;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 5 of 6 jaar;2018;517
6115;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 5 of 6 jaar;2019;460
6116;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 5 of 6 jaar;2020;457
6117;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 5 of 6 jaar;2021;520
6118;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 5 of 6 jaar;2022;549
6119;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 5 of 6 jaar;2023;631
6120;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 7 of 8 jaar;2018;553
6121;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 7 of 8 jaar;2019;549
6122;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 7 of 8 jaar;2020;514
6123;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 7 of 8 jaar;2021;419
6124;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 7 of 8 jaar;2022;458
6125;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 7 of 8 jaar;2023;528
6126;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 9 tot 12 jaar;2018;1061
6127;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 9 tot 12 jaar;2019;985
6128;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 9 tot 12 jaar;2020;864
6129;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 9 tot 12 jaar;2021;730
6130;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 9 tot 12 jaar;2022;672
6131;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 9 tot 12 jaar;2023;620
6132;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 12 tot 15 jaar;2018;521
6133;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 12 tot 15 jaar;2019;642
6134;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 12 tot 15 jaar;2020;818
6135;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 12 tot 15 jaar;2021;833
6136;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 12 tot 15 jaar;2022;819
6137;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 12 tot 15 jaar;2023;672
6138;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 15 tot 20 jaar;2018;569
6139;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 15 tot 20 jaar;2019;535
6140;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 15 tot 20 jaar;2020;521
6141;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 15 tot 20 jaar;2021;517
6142;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 15 tot 20 jaar;2022;634
6143;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 15 tot 20 jaar;2023;781
6144;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 20 jaar of ouder;2018;722
6145;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 20 jaar of ouder;2019;716
6146;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 20 jaar of ouder;2020;710
6147;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 20 jaar of ouder;2021;699
6148;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 20 jaar of ouder;2022;759
6149;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 20 jaar of ouder;2023;766
6150;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 0;2018;383
6151;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 0;2019;345
6152;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 0;2020;306
6153;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 0;2021;257
6154;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 0;2022;257
6155;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 0;2023;254
6156;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 1;2018;134
6157;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 1;2019;115
6158;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 1;2020;99
6159;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 1;2021;88
6160;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 1;2022;85
6161;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 1;2023;84
6162;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 2;2018;411
6163;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 2;2019;360
6164;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 2;2020;323
6165;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 2;2021;277
6166;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 2;2022;261
6167;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 2;2023;234
6168;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 3;2018;772
6169;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 3;2019;703
6170;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 3;2020;628
6171;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 3;2021;532
6172;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 3;2022;471
6173;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 3;2023;418
6174;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 4;2018;511
6175;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 4;2019;452
6176;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 4;2020;395
6177;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 4;2021;351
6178;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 4;2022;357
6179;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 4;2023;329
6180;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 5 en EEV;2018;1757
6181;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 5 en EEV;2019;1740
6182;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 5 en EEV;2020;1672
6183;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 5 en EEV;2021;1531
6184;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 5 en EEV;2022;1453
6185;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 5 en EEV;2023;1301
6186;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 6;2018;1304
6187;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 6;2019;1673
6188;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 6;2020;2004
6189;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 6;2021;2097
6190;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 6;2022;2433
6191;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: euro 6;2023;2731
6192;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: onbekend;2018;0
6193;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: onbekend;2019;0
6194;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: onbekend;2020;0
6195;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: onbekend;2021;0
6196;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: onbekend;2022;0
6197;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: onbekend;2023;0
6198;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: tot 7 000 kg;2018;2532
6199;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: tot 7 000 kg;2019;2545
6200;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: tot 7 000 kg;2020;2552
6201;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: tot 7 000 kg;2021;2384
6202;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: tot 7 000 kg;2022;2423
6203;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: tot 7 000 kg;2023;2444
6204;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: 7 000 tot 12 000 kg;2018;1436
6205;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: 7 000 tot 12 000 kg;2019;1373
6206;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: 7 000 tot 12 000 kg;2020;1364
6207;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: 7 000 tot 12 000 kg;2021;1263
6208;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: 7 000 tot 12 000 kg;2022;1376
6209;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: 7 000 tot 12 000 kg;2023;1316
6210;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: 12 000 tot 18 000 kg;2018;854
6211;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: 12 000 tot 18 000 kg;2019;926
6212;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: 12 000 tot 18 000 kg;2020;987
6213;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: 12 000 tot 18 000 kg;2021;941
6214;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: 12 000 tot 18 000 kg;2022;993
6215;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: 12 000 tot 18 000 kg;2023;1028
6216;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: 18 000 tot 40 000 kg;2018;449
6217;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: 18 000 tot 40 000 kg;2019;543
6218;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: 18 000 tot 40 000 kg;2020;523
6219;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: 18 000 tot 40 000 kg;2021;545
6220;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: 18 000 tot 40 000 kg;2022;525
6221;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: 18 000 tot 40 000 kg;2023;562
6222;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: 40 000 kg of meer;2018;0
6223;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: 40 000 kg of meer;2019;0
6224;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: 40 000 kg of meer;2020;0
6225;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: 40 000 kg of meer;2021;0
6226;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: 40 000 kg of meer;2022;0
6227;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: 40 000 kg of meer;2023;0
6228;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: onbekend;2018;1
6229;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: onbekend;2019;1
6230;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: onbekend;2020;1
6231;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: onbekend;2021;0
6232;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: onbekend;2022;0
6233;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: onbekend;2023;1
6234;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Gewicht volle wagen: tot 10000 kg;2018;1438
6235;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Gewicht volle wagen: tot 10000 kg;2019;1466
6236;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Gewicht volle wagen: tot 10000 kg;2020;1468
6237;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Gewicht volle wagen: tot 10000 kg;2021;1372
6238;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Gewicht volle wagen: tot 10000 kg;2022;1306
6239;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Gewicht volle wagen: tot 10000 kg;2023;1355
6240;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Gewicht volle wagen: 10000 tot 20000 kg;2018;2102
6241;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Gewicht volle wagen: 10000 tot 20000 kg;2019;1964
6242;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Gewicht volle wagen: 10000 tot 20000 kg;2020;1913
6243;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Gewicht volle wagen: 10000 tot 20000 kg;2021;1760
6244;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Gewicht volle wagen: 10000 tot 20000 kg;2022;1931
6245;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Gewicht volle wagen: 10000 tot 20000 kg;2023;1816
6246;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Gewicht volle wagen: 20000 kg of meer;2018;1731
6247;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Gewicht volle wagen: 20000 kg of meer;2019;1957
6248;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Gewicht volle wagen: 20000 kg of meer;2020;2045
6249;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Gewicht volle wagen: 20000 kg of meer;2021;2001
6250;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Gewicht volle wagen: 20000 kg of meer;2022;2080
6251;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Gewicht volle wagen: 20000 kg of meer;2023;2179
6252;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Gewicht volle wagen: onbekend;2018;1
6253;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Gewicht volle wagen: onbekend;2019;1
6254;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Gewicht volle wagen: onbekend;2020;1
6255;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Gewicht volle wagen: onbekend;2021;0
6256;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Gewicht volle wagen: onbekend;2022;0
6257;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Gewicht volle wagen: onbekend;2023;1
6258;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Voertuigbreedte: 0 tot 210 cm;2018;213
6259;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Voertuigbreedte: 0 tot 210 cm;2019;240
6260;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Voertuigbreedte: 0 tot 210 cm;2020;267
6261;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Voertuigbreedte: 0 tot 210 cm;2021;234
6262;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Voertuigbreedte: 0 tot 210 cm;2022;209
6263;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Voertuigbreedte: 0 tot 210 cm;2023;228
6264;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Voertuigbreedte: 210 tot 240 cm;2018;901
6265;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Voertuigbreedte: 210 tot 240 cm;2019;913
6266;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Voertuigbreedte: 210 tot 240 cm;2020;911
6267;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Voertuigbreedte: 210 tot 240 cm;2021;857
6268;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Voertuigbreedte: 210 tot 240 cm;2022;825
6269;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Voertuigbreedte: 210 tot 240 cm;2023;863
6270;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Voertuigbreedte: 240 tot 250 cm;2018;437
6271;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Voertuigbreedte: 240 tot 250 cm;2019;416
6272;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Voertuigbreedte: 240 tot 250 cm;2020;425
6273;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Voertuigbreedte: 240 tot 250 cm;2021;367
6274;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Voertuigbreedte: 240 tot 250 cm;2022;367
6275;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Voertuigbreedte: 240 tot 250 cm;2023;347
6276;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Voertuigbreedte: 250 tot 255 cm;2018;1343
