ID;Delictgroep;Geslacht;Leeftijd;Opleiding;Perioden;HaltJongeren_1;HaltJongerenRelatief_2
57;Totaal Halt-jongeren;Totaal;Totaal;Voortgezet speciaal onderwijs;2005;.       ;.       
58;Totaal Halt-jongeren;Totaal;Totaal;Voortgezet speciaal onderwijs;2006;.       ;.       
59;Totaal Halt-jongeren;Totaal;Totaal;Voortgezet speciaal onderwijs;2007;.       ;.       
60;Totaal Halt-jongeren;Totaal;Totaal;Voortgezet speciaal onderwijs;2008;.       ;.       
61;Totaal Halt-jongeren;Totaal;Totaal;Voortgezet speciaal onderwijs;2009;.       ;.       
62;Totaal Halt-jongeren;Totaal;Totaal;Voortgezet speciaal onderwijs;2010;.       ;.       
63;Totaal Halt-jongeren;Totaal;Totaal;Voortgezet speciaal onderwijs;2011;.       ;.       
64;Totaal Halt-jongeren;Totaal;Totaal;Voortgezet speciaal onderwijs;2012;.       ;.       
65;Totaal Halt-jongeren;Totaal;Totaal;Voortgezet speciaal onderwijs;2013;   690  ;206     
66;Totaal Halt-jongeren;Totaal;Totaal;Voortgezet speciaal onderwijs;2014;   820  ;242     
67;Totaal Halt-jongeren;Totaal;Totaal;Voortgezet speciaal onderwijs;2015;   920  ;272     
68;Totaal Halt-jongeren;Totaal;Totaal;Voortgezet speciaal onderwijs;2016;   840  ;246     
69;Totaal Halt-jongeren;Totaal;Totaal;Voortgezet speciaal onderwijs;2017;   930  ;266     
70;Totaal Halt-jongeren;Totaal;Totaal;Voortgezet speciaal onderwijs;2018;   990  ;277     
71;Totaal Halt-jongeren;Totaal;Totaal;Voortgezet speciaal onderwijs;2019;  1000  ;278     
72;Totaal Halt-jongeren;Totaal;Totaal;Voortgezet speciaal onderwijs;2020;   940  ;257     
73;Totaal Halt-jongeren;Totaal;Totaal;Voortgezet speciaal onderwijs;2021;   770  ;208     
74;Totaal Halt-jongeren;Totaal;Totaal;Voortgezet speciaal onderwijs;2022;   650  ;175     
75;Totaal Halt-jongeren;Totaal;Totaal;Voortgezet speciaal onderwijs;2023;.       ;.       
76;Totaal Halt-jongeren;Totaal;Totaal;Praktijkonderwijs;2005;.       ;.       
77;Totaal Halt-jongeren;Totaal;Totaal;Praktijkonderwijs;2006;.       ;.       
78;Totaal Halt-jongeren;Totaal;Totaal;Praktijkonderwijs;2007;.       ;.       
79;Totaal Halt-jongeren;Totaal;Totaal;Praktijkonderwijs;2008;.       ;.       
80;Totaal Halt-jongeren;Totaal;Totaal;Praktijkonderwijs;2009;.       ;.       
81;Totaal Halt-jongeren;Totaal;Totaal;Praktijkonderwijs;2010;.       ;.       
82;Totaal Halt-jongeren;Totaal;Totaal;Praktijkonderwijs;2011;.       ;.       
83;Totaal Halt-jongeren;Totaal;Totaal;Praktijkonderwijs;2012;.       ;.       
84;Totaal Halt-jongeren;Totaal;Totaal;Praktijkonderwijs;2013;   970  ;318     
85;Totaal Halt-jongeren;Totaal;Totaal;Praktijkonderwijs;2014;  1110  ;356     
86;Totaal Halt-jongeren;Totaal;Totaal;Praktijkonderwijs;2015;  1080  ;341     
87;Totaal Halt-jongeren;Totaal;Totaal;Praktijkonderwijs;2016;  1000  ;316     
88;Totaal Halt-jongeren;Totaal;Totaal;Praktijkonderwijs;2017;   880  ;281     
89;Totaal Halt-jongeren;Totaal;Totaal;Praktijkonderwijs;2018;   820  ;264     
90;Totaal Halt-jongeren;Totaal;Totaal;Praktijkonderwijs;2019;   680  ;245     
91;Totaal Halt-jongeren;Totaal;Totaal;Praktijkonderwijs;2020;   580  ;208     
92;Totaal Halt-jongeren;Totaal;Totaal;Praktijkonderwijs;2021;   500  ;179     
93;Totaal Halt-jongeren;Totaal;Totaal;Praktijkonderwijs;2022;   490  ;178     
94;Totaal Halt-jongeren;Totaal;Totaal;Praktijkonderwijs;2023;.       ;.       
95;Totaal Halt-jongeren;Totaal;Totaal;Mbo;2005;.       ;.       
96;Totaal Halt-jongeren;Totaal;Totaal;Mbo;2006;.       ;.       
97;Totaal Halt-jongeren;Totaal;Totaal;Mbo;2007;.       ;.       
98;Totaal Halt-jongeren;Totaal;Totaal;Mbo;2008;.       ;.       
99;Totaal Halt-jongeren;Totaal;Totaal;Mbo;2009;.       ;.       
100;Totaal Halt-jongeren;Totaal;Totaal;Mbo;2010;.       ;.       
101;Totaal Halt-jongeren;Totaal;Totaal;Mbo;2011;.       ;.       
102;Totaal Halt-jongeren;Totaal;Totaal;Mbo;2012;.       ;.       
103;Totaal Halt-jongeren;Totaal;Totaal;Mbo;2013;  3940  ;258     
104;Totaal Halt-jongeren;Totaal;Totaal;Mbo;2014;  4070  ;266     
105;Totaal Halt-jongeren;Totaal;Totaal;Mbo;2015;  4040  ;261     
106;Totaal Halt-jongeren;Totaal;Totaal;Mbo;2016;  3970  ;248     
107;Totaal Halt-jongeren;Totaal;Totaal;Mbo;2017;  4220  ;255     
108;Totaal Halt-jongeren;Totaal;Totaal;Mbo;2018;  4010  ;240     
109;Totaal Halt-jongeren;Totaal;Totaal;Mbo;2019;  4460  ;260     
110;Totaal Halt-jongeren;Totaal;Totaal;Mbo;2020;  4040  ;232     
111;Totaal Halt-jongeren;Totaal;Totaal;Mbo;2021;  2990  ;179     
112;Totaal Halt-jongeren;Totaal;Totaal;Mbo;2022;  2750  ;171     
113;Totaal Halt-jongeren;Totaal;Totaal;Mbo;2023;.       ;.       
114;Totaal Halt-jongeren;Totaal;Totaal;Havo, vwo;2005;.       ;.       
115;Totaal Halt-jongeren;Totaal;Totaal;Havo, vwo;2006;.       ;.       
116;Totaal Halt-jongeren;Totaal;Totaal;Havo, vwo;2007;.       ;.       
117;Totaal Halt-jongeren;Totaal;Totaal;Havo, vwo;2008;.       ;.       
118;Totaal Halt-jongeren;Totaal;Totaal;Havo, vwo;2009;.       ;.       
119;Totaal Halt-jongeren;Totaal;Totaal;Havo, vwo;2010;.       ;.       
120;Totaal Halt-jongeren;Totaal;Totaal;Havo, vwo;2011;.       ;.       
121;Totaal Halt-jongeren;Totaal;Totaal;Havo, vwo;2012;.       ;.       
122;Totaal Halt-jongeren;Totaal;Totaal;Havo, vwo;2013;  3760  ;62      
123;Totaal Halt-jongeren;Totaal;Totaal;Havo, vwo;2014;  3650  ;60      
124;Totaal Halt-jongeren;Totaal;Totaal;Havo, vwo;2015;  3630  ;59      
125;Totaal Halt-jongeren;Totaal;Totaal;Havo, vwo;2016;  3490  ;56      
126;Totaal Halt-jongeren;Totaal;Totaal;Havo, vwo;2017;  3660  ;59      
127;Totaal Halt-jongeren;Totaal;Totaal;Havo, vwo;2018;  3080  ;50      
128;Totaal Halt-jongeren;Totaal;Totaal;Havo, vwo;2019;  3430  ;56      
129;Totaal Halt-jongeren;Totaal;Totaal;Havo, vwo;2020;  2880  ;47      
130;Totaal Halt-jongeren;Totaal;Totaal;Havo, vwo;2021;  2060  ;33      
131;Totaal Halt-jongeren;Totaal;Totaal;Havo, vwo;2022;  2090  ;34      
132;Totaal Halt-jongeren;Totaal;Totaal;Havo, vwo;2023;.       ;.       
133;Totaal Halt-jongeren;Totaal;Totaal;Overige opleidingen/onbekend;2005;.       ;.       
134;Totaal Halt-jongeren;Totaal;Totaal;Overige opleidingen/onbekend;2006;.       ;.       
135;Totaal Halt-jongeren;Totaal;Totaal;Overige opleidingen/onbekend;2007;.       ;.       
136;Totaal Halt-jongeren;Totaal;Totaal;Overige opleidingen/onbekend;2008;.       ;.       
137;Totaal Halt-jongeren;Totaal;Totaal;Overige opleidingen/onbekend;2009;.       ;.       
138;Totaal Halt-jongeren;Totaal;Totaal;Overige opleidingen/onbekend;2010;.       ;.       
139;Totaal Halt-jongeren;Totaal;Totaal;Overige opleidingen/onbekend;2011;.       ;.       
140;Totaal Halt-jongeren;Totaal;Totaal;Overige opleidingen/onbekend;2012;.       ;.       
141;Totaal Halt-jongeren;Totaal;Totaal;Overige opleidingen/onbekend;2013;   630  ;        
142;Totaal Halt-jongeren;Totaal;Totaal;Overige opleidingen/onbekend;2014;   580  ;        
143;Totaal Halt-jongeren;Totaal;Totaal;Overige opleidingen/onbekend;2015;   520  ;        
144;Totaal Halt-jongeren;Totaal;Totaal;Overige opleidingen/onbekend;2016;   550  ;        
145;Totaal Halt-jongeren;Totaal;Totaal;Overige opleidingen/onbekend;2017;  1130  ;        
146;Totaal Halt-jongeren;Totaal;Totaal;Overige opleidingen/onbekend;2018;   960  ;        
147;Totaal Halt-jongeren;Totaal;Totaal;Overige opleidingen/onbekend;2019;   980  ;        
148;Totaal Halt-jongeren;Totaal;Totaal;Overige opleidingen/onbekend;2020;  1140  ;        
149;Totaal Halt-jongeren;Totaal;Totaal;Overige opleidingen/onbekend;2021;   800  ;        
150;Totaal Halt-jongeren;Totaal;Totaal;Overige opleidingen/onbekend;2022;   680  ;        
151;Totaal Halt-jongeren;Totaal;Totaal;Overige opleidingen/onbekend;2023;.       ;.       
152;Totaal Halt-jongeren;Totaal;12 jaar;Totaal opleidingen;2005;2170    ;.       
153;Totaal Halt-jongeren;Totaal;12 jaar;Totaal opleidingen;2006;2030    ;96      
154;Totaal Halt-jongeren;Totaal;12 jaar;Totaal opleidingen;2007;2380    ;114     
155;Totaal Halt-jongeren;Totaal;12 jaar;Totaal opleidingen;2008;1980    ;97      
156;Totaal Halt-jongeren;Totaal;12 jaar;Totaal opleidingen;2009;1720    ;82      
157;Totaal Halt-jongeren;Totaal;12 jaar;Totaal opleidingen;2010;1180    ;57      
158;Totaal Halt-jongeren;Totaal;12 jaar;Totaal opleidingen;2011;1160    ;56      
159;Totaal Halt-jongeren;Totaal;12 jaar;Totaal opleidingen;2012;1160    ;55      
160;Totaal Halt-jongeren;Totaal;12 jaar;Totaal opleidingen;2013;  1060  ;51      
161;Totaal Halt-jongeren;Totaal;12 jaar;Totaal opleidingen;2014;   970  ;47      
162;Totaal Halt-jongeren;Totaal;12 jaar;Totaal opleidingen;2015;   780  ;38      
163;Totaal Halt-jongeren;Totaal;12 jaar;Totaal opleidingen;2016;   760  ;38      
164;Totaal Halt-jongeren;Totaal;12 jaar;Totaal opleidingen;2017;   820  ;41      
165;Totaal Halt-jongeren;Totaal;12 jaar;Totaal opleidingen;2018;   590  ;29      
166;Totaal Halt-jongeren;Totaal;12 jaar;Totaal opleidingen;2019;   530  ;27      
167;Totaal Halt-jongeren;Totaal;12 jaar;Totaal opleidingen;2020;   460  ;23      
168;Totaal Halt-jongeren;Totaal;12 jaar;Totaal opleidingen;2021;   470  ;23      
169;Totaal Halt-jongeren;Totaal;12 jaar;Totaal opleidingen;2022;   490  ;24      
170;Totaal Halt-jongeren;Totaal;12 jaar;Totaal opleidingen;2023;480     ;24      
171;Totaal Halt-jongeren;Totaal;12 jaar;Basisonderwijs;2005;.       ;.       
172;Totaal Halt-jongeren;Totaal;12 jaar;Basisonderwijs;2006;.       ;.       
173;Totaal Halt-jongeren;Totaal;12 jaar;Basisonderwijs;2007;.       ;.       
174;Totaal Halt-jongeren;Totaal;12 jaar;Basisonderwijs;2008;.       ;.       
175;Totaal Halt-jongeren;Totaal;12 jaar;Basisonderwijs;2009;.       ;.       
176;Totaal Halt-jongeren;Totaal;12 jaar;Basisonderwijs;2010;.       ;.       
177;Totaal Halt-jongeren;Totaal;12 jaar;Basisonderwijs;2011;.       ;.       
178;Totaal Halt-jongeren;Totaal;12 jaar;Basisonderwijs;2012;.       ;.       
179;Totaal Halt-jongeren;Totaal;12 jaar;Basisonderwijs;2013;    70  ;16      
180;Totaal Halt-jongeren;Totaal;12 jaar;Basisonderwijs;2014;    50  ;13      
181;Totaal Halt-jongeren;Totaal;12 jaar;Basisonderwijs;2015;    50  ;15      
182;Totaal Halt-jongeren;Totaal;12 jaar;Basisonderwijs;2016;    30  ;10      
183;Totaal Halt-jongeren;Totaal;12 jaar;Basisonderwijs;2017;    30  ;8       
184;Totaal Halt-jongeren;Totaal;12 jaar;Basisonderwijs;2018;    20  ;6       
185;Totaal Halt-jongeren;Totaal;12 jaar;Basisonderwijs;2019;    20  ;5       
186;Totaal Halt-jongeren;Totaal;12 jaar;Basisonderwijs;2020;    20  ;7       
187;Totaal Halt-jongeren;Totaal;12 jaar;Basisonderwijs;2021;    20  ;7       
188;Totaal Halt-jongeren;Totaal;12 jaar;Basisonderwijs;2022;    20  ;8       
189;Totaal Halt-jongeren;Totaal;12 jaar;Basisonderwijs;2023;.       ;.       
190;Totaal Halt-jongeren;Totaal;12 jaar;Vmbo;2005;.       ;.       
191;Totaal Halt-jongeren;Totaal;12 jaar;Vmbo;2006;.       ;.       
192;Totaal Halt-jongeren;Totaal;12 jaar;Vmbo;2007;.       ;.       
193;Totaal Halt-jongeren;Totaal;12 jaar;Vmbo;2008;.       ;.       
194;Totaal Halt-jongeren;Totaal;12 jaar;Vmbo;2009;.       ;.       
195;Totaal Halt-jongeren;Totaal;12 jaar;Vmbo;2010;.       ;.       
196;Totaal Halt-jongeren;Totaal;12 jaar;Vmbo;2011;.       ;.       
197;Totaal Halt-jongeren;Totaal;12 jaar;Vmbo;2012;.       ;.       
198;Totaal Halt-jongeren;Totaal;12 jaar;Vmbo;2013;   430  ;128     
199;Totaal Halt-jongeren;Totaal;12 jaar;Vmbo;2014;   370  ;105     
200;Totaal Halt-jongeren;Totaal;12 jaar;Vmbo;2015;   310  ;87      
201;Totaal Halt-jongeren;Totaal;12 jaar;Vmbo;2016;   310  ;93      
202;Totaal Halt-jongeren;Totaal;12 jaar;Vmbo;2017;   320  ;102     
203;Totaal Halt-jongeren;Totaal;12 jaar;Vmbo;2018;   220  ;73      
204;Totaal Halt-jongeren;Totaal;12 jaar;Vmbo;2019;   180  ;59      
205;Totaal Halt-jongeren;Totaal;12 jaar;Vmbo;2020;   150  ;48      
206;Totaal Halt-jongeren;Totaal;12 jaar;Vmbo;2021;   150  ;52      
207;Totaal Halt-jongeren;Totaal;12 jaar;Vmbo;2022;   180  ;62      
208;Totaal Halt-jongeren;Totaal;12 jaar;Vmbo;2023;.       ;.       
209;Totaal Halt-jongeren;Totaal;12 jaar;Voortgezet speciaal onderwijs;2005;.       ;.       
210;Totaal Halt-jongeren;Totaal;12 jaar;Voortgezet speciaal onderwijs;2006;.       ;.       
211;Totaal Halt-jongeren;Totaal;12 jaar;Voortgezet speciaal onderwijs;2007;.       ;.       
212;Totaal Halt-jongeren;Totaal;12 jaar;Voortgezet speciaal onderwijs;2008;.       ;.       
213;Totaal Halt-jongeren;Totaal;12 jaar;Voortgezet speciaal onderwijs;2009;.       ;.       
214;Totaal Halt-jongeren;Totaal;12 jaar;Voortgezet speciaal onderwijs;2010;.       ;.       
215;Totaal Halt-jongeren;Totaal;12 jaar;Voortgezet speciaal onderwijs;2011;.       ;.       
216;Totaal Halt-jongeren;Totaal;12 jaar;Voortgezet speciaal onderwijs;2012;.       ;.       
217;Totaal Halt-jongeren;Totaal;12 jaar;Voortgezet speciaal onderwijs;2013;    50  ;158     
218;Totaal Halt-jongeren;Totaal;12 jaar;Voortgezet speciaal onderwijs;2014;    50  ;159     
219;Totaal Halt-jongeren;Totaal;12 jaar;Voortgezet speciaal onderwijs;2015;    70  ;210     
220;Totaal Halt-jongeren;Totaal;12 jaar;Voortgezet speciaal onderwijs;2016;    60  ;201     
221;Totaal Halt-jongeren;Totaal;12 jaar;Voortgezet speciaal onderwijs;2017;    70  ;190     
222;Totaal Halt-jongeren;Totaal;12 jaar;Voortgezet speciaal onderwijs;2018;    50  ;145     
223;Totaal Halt-jongeren;Totaal;12 jaar;Voortgezet speciaal onderwijs;2019;    50  ;145     
224;Totaal Halt-jongeren;Totaal;12 jaar;Voortgezet speciaal onderwijs;2020;    60  ;143     
225;Totaal Halt-jongeren;Totaal;12 jaar;Voortgezet speciaal onderwijs;2021;    60  ;140     
226;Totaal Halt-jongeren;Totaal;12 jaar;Voortgezet speciaal onderwijs;2022;    40  ;102     
227;Totaal Halt-jongeren;Totaal;12 jaar;Voortgezet speciaal onderwijs;2023;.       ;.       
228;Totaal Halt-jongeren;Totaal;12 jaar;Praktijkonderwijs;2005;.       ;.       
229;Totaal Halt-jongeren;Totaal;12 jaar;Praktijkonderwijs;2006;.       ;.       
230;Totaal Halt-jongeren;Totaal;12 jaar;Praktijkonderwijs;2007;.       ;.       
231;Totaal Halt-jongeren;Totaal;12 jaar;Praktijkonderwijs;2008;.       ;.       
232;Totaal Halt-jongeren;Totaal;12 jaar;Praktijkonderwijs;2009;.       ;.       
233;Totaal Halt-jongeren;Totaal;12 jaar;Praktijkonderwijs;2010;.       ;.       
234;Totaal Halt-jongeren;Totaal;12 jaar;Praktijkonderwijs;2011;.       ;.       
235;Totaal Halt-jongeren;Totaal;12 jaar;Praktijkonderwijs;2012;.       ;.       
236;Totaal Halt-jongeren;Totaal;12 jaar;Praktijkonderwijs;2013;    90  ;363     
237;Totaal Halt-jongeren;Totaal;12 jaar;Praktijkonderwijs;2014;    70  ;284     
238;Totaal Halt-jongeren;Totaal;12 jaar;Praktijkonderwijs;2015;    60  ;257     
239;Totaal Halt-jongeren;Totaal;12 jaar;Praktijkonderwijs;2016;    60  ;226     
240;Totaal Halt-jongeren;Totaal;12 jaar;Praktijkonderwijs;2017;    50  ;204     
241;Totaal Halt-jongeren;Totaal;12 jaar;Praktijkonderwijs;2018;    50  ;185     
242;Totaal Halt-jongeren;Totaal;12 jaar;Praktijkonderwijs;2019;    50  ;173     
243;Totaal Halt-jongeren;Totaal;12 jaar;Praktijkonderwijs;2020;    30  ;94      
244;Totaal Halt-jongeren;Totaal;12 jaar;Praktijkonderwijs;2021;    40  ;117     
245;Totaal Halt-jongeren;Totaal;12 jaar;Praktijkonderwijs;2022;    30  ;107     
246;Totaal Halt-jongeren;Totaal;12 jaar;Praktijkonderwijs;2023;.       ;.       
247;Totaal Halt-jongeren;Totaal;12 jaar;Mbo;2005;.       ;.       
248;Totaal Halt-jongeren;Totaal;12 jaar;Mbo;2006;.       ;.       
249;Totaal Halt-jongeren;Totaal;12 jaar;Mbo;2007;.       ;.       
250;Totaal Halt-jongeren;Totaal;12 jaar;Mbo;2008;.       ;.       
251;Totaal Halt-jongeren;Totaal;12 jaar;Mbo;2009;.       ;.       
252;Totaal Halt-jongeren;Totaal;12 jaar;Mbo;2010;.       ;.       
253;Totaal Halt-jongeren;Totaal;12 jaar;Mbo;2011;.       ;.       
254;Totaal Halt-jongeren;Totaal;12 jaar;Mbo;2012;.       ;.       
255;Totaal Halt-jongeren;Totaal;12 jaar;Mbo;2013;     0  ;.       
256;Totaal Halt-jongeren;Totaal;12 jaar;Mbo;2014;    10  ;667     
257;Totaal Halt-jongeren;Totaal;12 jaar;Mbo;2015;     0  ;.       
258;Totaal Halt-jongeren;Totaal;12 jaar;Mbo;2016;     0  ;.       
259;Totaal Halt-jongeren;Totaal;12 jaar;Mbo;2017;     0  ;.       
260;Totaal Halt-jongeren;Totaal;12 jaar;Mbo;2018;     0  ;.       
261;Totaal Halt-jongeren;Totaal;12 jaar;Mbo;2019;     0  ;.       
262;Totaal Halt-jongeren;Totaal;12 jaar;Mbo;2020;     0  ;.       
263;Totaal Halt-jongeren;Totaal;12 jaar;Mbo;2021;     0  ;.       
264;Totaal Halt-jongeren;Totaal;12 jaar;Mbo;2022;     0  ;.       
265;Totaal Halt-jongeren;Totaal;12 jaar;Mbo;2023;.       ;.       
266;Totaal Halt-jongeren;Totaal;12 jaar;Havo, vwo;2005;.       ;.       
267;Totaal Halt-jongeren;Totaal;12 jaar;Havo, vwo;2006;.       ;.       
268;Totaal Halt-jongeren;Totaal;12 jaar;Havo, vwo;2007;.       ;.       
269;Totaal Halt-jongeren;Totaal;12 jaar;Havo, vwo;2008;.       ;.       
270;Totaal Halt-jongeren;Totaal;12 jaar;Havo, vwo;2009;.       ;.       
271;Totaal Halt-jongeren;Totaal;12 jaar;Havo, vwo;2010;.       ;.       
272;Totaal Halt-jongeren;Totaal;12 jaar;Havo, vwo;2011;.       ;.       
273;Totaal Halt-jongeren;Totaal;12 jaar;Havo, vwo;2012;.       ;.       
274;Totaal Halt-jongeren;Totaal;12 jaar;Havo, vwo;2013;   400  ;32      
275;Totaal Halt-jongeren;Totaal;12 jaar;Havo, vwo;2014;   410  ;33      
276;Totaal Halt-jongeren;Totaal;12 jaar;Havo, vwo;2015;   270  ;22      
277;Totaal Halt-jongeren;Totaal;12 jaar;Havo, vwo;2016;   290  ;23      
278;Totaal Halt-jongeren;Totaal;12 jaar;Havo, vwo;2017;   330  ;26      
279;Totaal Halt-jongeren;Totaal;12 jaar;Havo, vwo;2018;   220  ;18      
280;Totaal Halt-jongeren;Totaal;12 jaar;Havo, vwo;2019;   210  ;17      
281;Totaal Halt-jongeren;Totaal;12 jaar;Havo, vwo;2020;   180  ;15      
282;Totaal Halt-jongeren;Totaal;12 jaar;Havo, vwo;2021;   180  ;14      
283;Totaal Halt-jongeren;Totaal;12 jaar;Havo, vwo;2022;   190  ;15      
284;Totaal Halt-jongeren;Totaal;12 jaar;Havo, vwo;2023;.       ;.       
285;Totaal Halt-jongeren;Totaal;12 jaar;Overige opleidingen/onbekend;2005;.       ;.       
286;Totaal Halt-jongeren;Totaal;12 jaar;Overige opleidingen/onbekend;2006;.       ;.       
287;Totaal Halt-jongeren;Totaal;12 jaar;Overige opleidingen/onbekend;2007;.       ;.       
288;Totaal Halt-jongeren;Totaal;12 jaar;Overige opleidingen/onbekend;2008;.       ;.       
289;Totaal Halt-jongeren;Totaal;12 jaar;Overige opleidingen/onbekend;2009;.       ;.       
290;Totaal Halt-jongeren;Totaal;12 jaar;Overige opleidingen/onbekend;2010;.       ;.       
291;Totaal Halt-jongeren;Totaal;12 jaar;Overige opleidingen/onbekend;2011;.       ;.       
292;Totaal Halt-jongeren;Totaal;12 jaar;Overige opleidingen/onbekend;2012;.       ;.       
293;Totaal Halt-jongeren;Totaal;12 jaar;Overige opleidingen/onbekend;2013;    20  ;        
294;Totaal Halt-jongeren;Totaal;12 jaar;Overige opleidingen/onbekend;2014;    10  ;        
295;Totaal Halt-jongeren;Totaal;12 jaar;Overige opleidingen/onbekend;2015;    10  ;        
296;Totaal Halt-jongeren;Totaal;12 jaar;Overige opleidingen/onbekend;2016;    10  ;        
297;Totaal Halt-jongeren;Totaal;12 jaar;Overige opleidingen/onbekend;2017;    30  ;        
298;Totaal Halt-jongeren;Totaal;12 jaar;Overige opleidingen/onbekend;2018;    30  ;        
299;Totaal Halt-jongeren;Totaal;12 jaar;Overige opleidingen/onbekend;2019;    20  ;        
300;Totaal Halt-jongeren;Totaal;12 jaar;Overige opleidingen/onbekend;2020;    20  ;        
