ID;TypeOfNonFinancialAsset;Sector;Year;OpeningBalanceSheet_1;Revaluation_2;CapitalFormation_3;OtherChangesInVolume_4;StatisticalDiscrepancy_5;ClosingBalanceSheet_6;VolumeIndices2015100_7
1144;AN1123 Cost ownership transfer on land;Households;2019;6244.0;115.0;652.0;0.0;1.0;7012;188.6
1145;AN1123 Cost ownership transfer on land;Households;2020;7012.0;162.0;878.0;0.0;0.0;8052;211.7
1146;AN1123 Cost ownership transfer on land;Households;2021;8052.0;752.0;1207.0;0.0;0.0;10011;240.7
1147;AN1123 Cost ownership transfer on land;Households;2022;10011.0;1281.0;986.0;0.0;0.0;12278;261.7
1148;AN1123 Cost ownership transfer on land;Non-profit institutions serv. households;1995;0.0;0.0;0.0;0.0;0.0;0;0.0
1149;AN1123 Cost ownership transfer on land;Non-profit institutions serv. households;1996;0.0;0.0;0.0;0.0;0.0;0;0.0
1150;AN1123 Cost ownership transfer on land;Non-profit institutions serv. households;1997;0.0;0.0;0.0;0.0;0.0;0;0.0
1151;AN1123 Cost ownership transfer on land;Non-profit institutions serv. households;1998;0.0;0.0;0.0;0.0;0.0;0;0.0
1152;AN1123 Cost ownership transfer on land;Non-profit institutions serv. households;1999;0.0;0.0;0.0;0.0;0.0;0;0.0
1153;AN1123 Cost ownership transfer on land;Non-profit institutions serv. households;2000;0.0;0.0;0.0;0.0;0.0;0;0.0
1154;AN1123 Cost ownership transfer on land;Non-profit institutions serv. households;2001;0.0;0.0;0.0;0.0;0.0;0;0.0
1155;AN1123 Cost ownership transfer on land;Non-profit institutions serv. households;2002;0.0;0.0;0.0;0.0;0.0;0;0.0
1156;AN1123 Cost ownership transfer on land;Non-profit institutions serv. households;2003;0.0;0.0;0.0;0.0;0.0;0;0.0
1157;AN1123 Cost ownership transfer on land;Non-profit institutions serv. households;2004;0.0;0.0;0.0;0.0;0.0;0;0.0
1158;AN1123 Cost ownership transfer on land;Non-profit institutions serv. households;2005;0.0;0.0;0.0;0.0;0.0;0;0.0
1159;AN1123 Cost ownership transfer on land;Non-profit institutions serv. households;2006;0.0;0.0;0.0;0.0;0.0;0;0.0
1160;AN1123 Cost ownership transfer on land;Non-profit institutions serv. households;2007;0.0;0.0;0.0;0.0;0.0;0;0.0
1161;AN1123 Cost ownership transfer on land;Non-profit institutions serv. households;2008;0.0;0.0;0.0;0.0;0.0;0;0.0
1162;AN1123 Cost ownership transfer on land;Non-profit institutions serv. households;2009;0.0;0.0;0.0;0.0;0.0;0;0.0
1163;AN1123 Cost ownership transfer on land;Non-profit institutions serv. households;2010;0.0;0.0;0.0;0.0;0.0;0;0.0
1164;AN1123 Cost ownership transfer on land;Non-profit institutions serv. households;2011;0.0;0.0;0.0;0.0;0.0;0;0.0
1165;AN1123 Cost ownership transfer on land;Non-profit institutions serv. households;2012;0.0;0.0;0.0;0.0;0.0;0;0.0
1166;AN1123 Cost ownership transfer on land;Non-profit institutions serv. households;2013;0.0;0.0;0.0;0.0;0.0;0;0.0
1167;AN1123 Cost ownership transfer on land;Non-profit institutions serv. households;2014;0.0;0.0;0.0;0.0;0.0;0;0.0
1168;AN1123 Cost ownership transfer on land;Non-profit institutions serv. households;2015;0.0;0.0;0.0;0.0;0.0;0;0.0
1169;AN1123 Cost ownership transfer on land;Non-profit institutions serv. households;2016;0.0;0.0;0.0;0.0;1.0;1;0.0
1170;AN1123 Cost ownership transfer on land;Non-profit institutions serv. households;2017;1.0;0.0;0.0;0.0;0.0;1;0.0
1171;AN1123 Cost ownership transfer on land;Non-profit institutions serv. households;2018;1.0;0.0;0.0;0.0;0.0;1;0.0
1172;AN1123 Cost ownership transfer on land;Non-profit institutions serv. households;2019;1.0;0.0;0.0;0.0;0.0;1;0.0
1173;AN1123 Cost ownership transfer on land;Non-profit institutions serv. households;2020;1.0;0.0;0.0;0.0;0.0;1;0.0
1174;AN1123 Cost ownership transfer on land;Non-profit institutions serv. households;2021;1.0;0.0;0.0;0.0;0.0;1;0.0
1175;AN1123 Cost ownership transfer on land;Non-profit institutions serv. households;2022;1.0;0.0;0.0;0.0;1.0;2;0.0
1176;AN1131 Total transport equipment;Total all sectors;1995;35556.0;250.0;1430.0;0.0;0.0;37237;75.3
1177;AN1131 Total transport equipment;Total all sectors;1996;37237.0;151.0;706.0;-221.0;0.0;37872;76.2
1178;AN1131 Total transport equipment;Total all sectors;1997;37872.0;-67.0;479.0;0.0;0.0;38284;77.2
1179;AN1131 Total transport equipment;Total all sectors;1998;38284.0;721.0;1253.0;0.0;0.0;40257;79.7
1180;AN1131 Total transport equipment;Total all sectors;1999;40257.0;222.0;1393.0;0.0;0.0;41871;82.4
1181;AN1131 Total transport equipment;Total all sectors;2000;41871.0;852.0;1308.0;0.0;0.0;44032;84.9
1182;AN1131 Total transport equipment;Total all sectors;2001;44032.0;48.0;493.0;0.0;0.0;44573;85.9
1183;AN1131 Total transport equipment;Total all sectors;2002;44573.0;1014.0;-429.0;0.0;0.0;45158;85.1
1184;AN1131 Total transport equipment;Total all sectors;2003;45158.0;337.0;548.0;0.0;0.0;46043;86.1
1185;AN1131 Total transport equipment;Total all sectors;2004;46043.0;374.0;183.0;0.0;0.0;46600;86.4
1186;AN1131 Total transport equipment;Total all sectors;2005;46600.0;1110.0;-62.0;0.0;0.0;47648;86.3
1187;AN1131 Total transport equipment;Total all sectors;2006;47648.0;610.0;959.0;0.0;0.0;49219;88.0
1188;AN1131 Total transport equipment;Total all sectors;2007;49219.0;654.0;1011.0;0.0;0.0;50883;89.8
1189;AN1131 Total transport equipment;Total all sectors;2008;50883.0;432.0;1714.0;0.0;0.0;53030;92.8
1190;AN1131 Total transport equipment;Total all sectors;2009;53030.0;842.0;499.0;0.0;0.0;54370;93.7
1191;AN1131 Total transport equipment;Total all sectors;2010;54370.0;654.0;-1159.0;0.0;0.0;53865;91.7
1192;AN1131 Total transport equipment;Total all sectors;2011;53865.0;-229.0;1143.0;0.0;0.0;54779;93.7
1193;AN1131 Total transport equipment;Total all sectors;2012;54779.0;803.0;1221.0;0.0;0.0;56803;95.7
1194;AN1131 Total transport equipment;Total all sectors;2013;56803.0;460.0;306.0;0.0;0.0;57569;96.2
1195;AN1131 Total transport equipment;Total all sectors;2014;57569.0;749.0;-598.0;0.0;0.0;57719;95.3
1196;AN1131 Total transport equipment;Total all sectors;2015;57719.0;793.0;2917.0;0.0;0.0;61429;100.0
1197;AN1131 Total transport equipment;Total all sectors;2016;61429.0;714.0;3658.0;0.0;1.0;65802;105.9
1198;AN1131 Total transport equipment;Total all sectors;2017;65802.0;334.0;5320.0;0.0;0.0;71456;114.4
1199;AN1131 Total transport equipment;Total all sectors;2018;71456.0;357.0;3079.0;0.0;-1.0;74891;119.3
1200;AN1131 Total transport equipment;Total all sectors;2019;74891.0;1910.0;5824.0;0.0;0.0;82625;128.4
1201;AN1131 Total transport equipment;Total all sectors;2020;82625.0;1084.0;-579.0;0.0;0.0;83130;127.5
1202;AN1131 Total transport equipment;Total all sectors;2021;83130.0;2198.0;-1229.0;0.0;0.0;84099;125.6
1203;AN1131 Total transport equipment;Total all sectors;2022;84099.0;6140.0;-1411.0;0.0;0.0;88828;123.7
1204;AN1131 Total transport equipment;The non-financial corporations sector;1995;25680.0;171.0;1253.0;42.0;0.0;27147;65.6
1205;AN1131 Total transport equipment;The non-financial corporations sector;1996;27147.0;133.0;371.0;-221.0;0.0;27430;66.0
1206;AN1131 Total transport equipment;The non-financial corporations sector;1997;27430.0;-27.0;308.0;0.0;0.0;27711;66.7
1207;AN1131 Total transport equipment;The non-financial corporations sector;1998;27711.0;489.0;938.0;1.0;0.0;29138;68.9
1208;AN1131 Total transport equipment;The non-financial corporations sector;1999;29138.0;156.0;695.0;-1.0;0.0;29990;70.6
1209;AN1131 Total transport equipment;The non-financial corporations sector;2000;29990.0;615.0;830.0;0.0;0.0;31436;72.5
1210;AN1131 Total transport equipment;The non-financial corporations sector;2001;31436.0;87.0;447.0;1.0;0.0;31970;73.5
1211;AN1131 Total transport equipment;The non-financial corporations sector;2002;31970.0;718.0;-301.0;4.0;0.0;32389;72.8
1212;AN1131 Total transport equipment;The non-financial corporations sector;2003;32389.0;232.0;744.0;108.0;0.0;33474;74.7
1213;AN1131 Total transport equipment;The non-financial corporations sector;2004;33474.0;336.0;251.0;2086.0;0.0;36147;79.9
1214;AN1131 Total transport equipment;The non-financial corporations sector;2005;36147.0;882.0;-100.0;109.0;0.0;37037;79.9
1215;AN1131 Total transport equipment;The non-financial corporations sector;2006;37037.0;484.0;918.0;104.0;0.0;38542;82.1
1216;AN1131 Total transport equipment;The non-financial corporations sector;2007;38542.0;533.0;762.0;102.0;0.0;39939;83.9
1217;AN1131 Total transport equipment;The non-financial corporations sector;2008;39939.0;341.0;1359.0;102.0;0.0;41740;87.0
1218;AN1131 Total transport equipment;The non-financial corporations sector;2009;41740.0;686.0;664.0;97.0;0.0;43188;88.5
1219;AN1131 Total transport equipment;The non-financial corporations sector;2010;43188.0;503.0;-813.0;95.0;0.0;42973;87.1
1220;AN1131 Total transport equipment;The non-financial corporations sector;2011;42973.0;-145.0;1067.0;1203.0;0.0;45098;91.7
1221;AN1131 Total transport equipment;The non-financial corporations sector;2012;45098.0;704.0;1239.0;16.0;0.0;47057;94.2
1222;AN1131 Total transport equipment;The non-financial corporations sector;2013;47057.0;382.0;371.0;48.0;0.0;47857;95.0
1223;AN1131 Total transport equipment;The non-financial corporations sector;2014;47857.0;654.0;-408.0;71.0;0.0;48174;94.4
1224;AN1131 Total transport equipment;The non-financial corporations sector;2015;48174.0;692.0;2913.0;6.0;0.0;51784;100.0
1225;AN1131 Total transport equipment;The non-financial corporations sector;2016;51784.0;649.0;3409.0;33.0;0.0;55875;106.6
1226;AN1131 Total transport equipment;The non-financial corporations sector;2017;55875.0;330.0;5099.0;0.0;-1.0;61303;116.2
1227;AN1131 Total transport equipment;The non-financial corporations sector;2018;61303.0;312.0;2806.0;0.0;0.0;64421;121.5
1228;AN1131 Total transport equipment;The non-financial corporations sector;2019;64421.0;1719.0;5418.0;0.0;-1.0;71557;131.5
1229;AN1131 Total transport equipment;The non-financial corporations sector;2020;71557.0;929.0;-613.0;0.0;0.0;71873;130.4
1230;AN1131 Total transport equipment;The non-financial corporations sector;2021;71873.0;1880.0;-1281.0;0.0;0.0;72472;128.1
1231;AN1131 Total transport equipment;The non-financial corporations sector;2022;72472.0;5387.0;-1433.0;0.0;0.0;76426;125.7
1232;AN1131 Total transport equipment;Financial corporations;1995;1243.0;-1.0;99.0;0.0;0.0;1341;557.1
1233;AN1131 Total transport equipment;Financial corporations;1996;1341.0;18.0;156.0;0.0;0.0;1516;621.5
1234;AN1131 Total transport equipment;Financial corporations;1997;1516.0;-10.0;135.0;0.0;0.0;1641;677.2
1235;AN1131 Total transport equipment;Financial corporations;1998;1641.0;16.0;135.0;0.0;0.0;1791;732.0
1236;AN1131 Total transport equipment;Financial corporations;1999;1791.0;1.0;603.0;0.0;0.0;2395;978.3
1237;AN1131 Total transport equipment;Financial corporations;2000;2395.0;77.0;508.0;0.0;0.0;2980;1179.3
1238;AN1131 Total transport equipment;Financial corporations;2001;2980.0;43.0;121.0;0.0;0.0;3145;1226.9
1239;AN1131 Total transport equipment;Financial corporations;2002;3145.0;25.0;55.0;0.0;0.0;3225;1248.2
1240;AN1131 Total transport equipment;Financial corporations;2003;3225.0;16.0;-8.0;0.0;0.0;3233;1245.1
1241;AN1131 Total transport equipment;Financial corporations;2004;3233.0;52.0;3.0;-2083.0;0.0;1205;456.7
1242;AN1131 Total transport equipment;Financial corporations;2005;1205.0;26.0;16.0;10.0;0.0;1257;466.4
1243;AN1131 Total transport equipment;Financial corporations;2006;1257.0;23.0;-1.0;0.0;0.0;1278;465.7
1244;AN1131 Total transport equipment;Financial corporations;2007;1278.0;19.0;43.0;0.0;0.0;1340;481.1
1245;AN1131 Total transport equipment;Financial corporations;2008;1340.0;-24.0;238.0;0.0;0.0;1554;568.1
1246;AN1131 Total transport equipment;Financial corporations;2009;1554.0;10.0;50.0;0.0;0.0;1614;586.3
1247;AN1131 Total transport equipment;Financial corporations;2010;1614.0;4.0;-62.0;0.0;0.0;1555;563.4
1248;AN1131 Total transport equipment;Financial corporations;2011;1555.0;-20.0;-38.0;-1186.0;0.0;310;113.8
1249;AN1131 Total transport equipment;Financial corporations;2012;310.0;2.0;-11.0;0.0;0.0;302;110.1
1250;AN1131 Total transport equipment;Financial corporations;2013;302.0;1.0;-11.0;-4.0;0.0;287;104.3
1251;AN1131 Total transport equipment;Financial corporations;2014;287.0;1.0;-7.0;0.0;0.0;282;102.2
1252;AN1131 Total transport equipment;Financial corporations;2015;282.0;3.0;-6.0;0.0;0.0;279;100.0
1253;AN1131 Total transport equipment;Financial corporations;2016;279.0;5.0;12.0;0.0;-1.0;295;103.9
1254;AN1131 Total transport equipment;Financial corporations;2017;295.0;4.0;27.0;0.0;1.0;327;113.6
1255;AN1131 Total transport equipment;Financial corporations;2018;327.0;9.0;16.0;0.0;0.0;352;119.0
1256;AN1131 Total transport equipment;Financial corporations;2019;352.0;8.0;16.0;0.0;-1.0;375;124.0
1257;AN1131 Total transport equipment;Financial corporations;2020;375.0;11.0;11.0;0.0;1.0;398;127.8
1258;AN1131 Total transport equipment;Financial corporations;2021;398.0;12.0;2.0;0.0;-1.0;411;128.1
1259;AN1131 Total transport equipment;Financial corporations;2022;411.0;24.0;-11.0;0.0;0.0;424;124.9
1260;AN1131 Total transport equipment;General government;1995;3596.0;21.0;23.0;0.0;0.0;3640;139.9
1261;AN1131 Total transport equipment;General government;1996;3640.0;-2.0;209.0;0.0;0.0;3847;148.0
1262;AN1131 Total transport equipment;General government;1997;3847.0;1.0;39.0;0.0;0.0;3887;149.5
1263;AN1131 Total transport equipment;General government;1998;3887.0;74.0;-2.0;0.0;0.0;3959;149.4
1264;AN1131 Total transport equipment;General government;1999;3959.0;34.0;-56.0;0.0;0.0;3936;147.3
1265;AN1131 Total transport equipment;General government;2000;3936.0;65.0;-101.0;0.0;0.0;3900;143.5
1266;AN1131 Total transport equipment;General government;2001;3900.0;-26.0;-90.0;0.0;0.0;3784;140.2
1267;AN1131 Total transport equipment;General government;2002;3784.0;74.0;-96.0;0.0;0.0;3762;136.7
1268;AN1131 Total transport equipment;General government;2003;3762.0;9.0;-97.0;0.0;0.0;3674;133.2
1269;AN1131 Total transport equipment;General government;2004;3674.0;5.0;-40.0;0.0;0.0;3639;131.8
1270;AN1131 Total transport equipment;General government;2005;3639.0;92.0;-37.0;-10.0;0.0;3683;130.1
1271;AN1131 Total transport equipment;General government;2006;3683.0;40.0;-26.0;0.0;0.0;3697;129.2
1272;AN1131 Total transport equipment;General government;2007;3697.0;55.0;22.0;0.0;0.0;3773;129.9
1273;AN1131 Total transport equipment;General government;2008;3773.0;86.0;-52.0;0.0;0.0;3807;128.1
1274;AN1131 Total transport equipment;General government;2009;3807.0;64.0;-46.0;0.0;0.0;3826;126.6
1275;AN1131 Total transport equipment;General government;2010;3826.0;74.0;-172.0;0.0;0.0;3728;121.1
1276;AN1131 Total transport equipment;General government;2011;3728.0;-5.0;-78.0;0.0;0.0;3646;118.5
1277;AN1131 Total transport equipment;General government;2012;3646.0;79.0;-141.0;0.0;0.0;3584;114.1
1278;AN1131 Total transport equipment;General government;2013;3584.0;24.0;-132.0;4.0;0.0;3480;110.0
1279;AN1131 Total transport equipment;General government;2014;3480.0;36.0;-150.0;0.0;0.0;3366;105.3
1280;AN1131 Total transport equipment;General government;2015;3366.0;39.0;-172.0;0.0;0.0;3233;100.0
1281;AN1131 Total transport equipment;General government;2016;3233.0;24.0;49.0;0.0;0.0;3306;101.5
1282;AN1131 Total transport equipment;General government;2017;3306.0;11.0;-61.0;0.0;0.0;3256;99.6
1283;AN1131 Total transport equipment;General government;2018;3256.0;-4.0;-38.0;0.0;0.0;3214;98.5
1284;AN1131 Total transport equipment;General government;2019;3214.0;74.0;85.0;0.0;1.0;3374;101.0
1285;AN1131 Total transport equipment;General government;2020;3374.0;35.0;24.0;0.0;0.0;3433;101.8
1286;AN1131 Total transport equipment;General government;2021;3433.0;77.0;-80.0;0.0;0.0;3430;99.4
1287;AN1131 Total transport equipment;General government;2022;3430.0;282.0;-131.0;0.0;0.0;3581;95.9
1288;AN1131 Total transport equipment;Households including NPISHs;1995;5038.0;59.0;55.0;-42.0;0.0;5108;98.8
1289;AN1131 Total transport equipment;Households including NPISHs;1996;5108.0;2.0;-30.0;0.0;0.0;5079;98.2
1290;AN1131 Total transport equipment;Households including NPISHs;1997;5079.0;-32.0;-1.0;0.0;0.0;5044;98.1
1291;AN1131 Total transport equipment;Households including NPISHs;1998;5044.0;142.0;184.0;-1.0;0.0;5370;101.6
1292;AN1131 Total transport equipment;Households including NPISHs;1999;5370.0;31.0;150.0;1.0;0.0;5550;104.4
1293;AN1131 Total transport equipment;Households including NPISHs;2000;5550.0;95.0;71.0;0.0;0.0;5716;105.7
1294;AN1131 Total transport equipment;Households including NPISHs;2001;5716.0;-56.0;16.0;-1.0;0.0;5675;106.0
1295;AN1131 Total transport equipment;Households including NPISHs;2002;5675.0;197.0;-87.0;-4.0;0.0;5782;104.4
1296;AN1131 Total transport equipment;Households including NPISHs;2003;5782.0;80.0;-92.0;-108.0;0.0;5661;100.8
1297;AN1131 Total transport equipment;Households including NPISHs;2004;5661.0;-20.0;-30.0;-3.0;0.0;5609;100.2
1298;AN1131 Total transport equipment;Households including NPISHs;2005;5609.0;111.0;60.0;-109.0;0.0;5671;99.4
1299;AN1131 Total transport equipment;Households including NPISHs;2006;5671.0;64.0;68.0;-104.0;0.0;5701;98.8
1300;AN1131 Total transport equipment;Households including NPISHs;2007;5701.0;47.0;184.0;-102.0;0.0;5831;100.2
1301;AN1131 Total transport equipment;Households including NPISHs;2008;5831.0;29.0;170.0;-102.0;0.0;5928;101.4
1302;AN1131 Total transport equipment;Households including NPISHs;2009;5928.0;82.0;-170.0;-97.0;0.0;5743;96.8
1303;AN1131 Total transport equipment;Households including NPISHs;2010;5743.0;73.0;-112.0;-95.0;0.0;5608;93.4
1304;AN1131 Total transport equipment;Households including NPISHs;2011;5608.0;-59.0;192.0;-17.0;0.0;5724;96.3
1305;AN1131 Total transport equipment;Households including NPISHs;2012;5724.0;17.0;135.0;-16.0;0.0;5861;98.3
1306;AN1131 Total transport equipment;Households including NPISHs;2013;5861.0;53.0;79.0;-48.0;0.0;5944;98.8
1307;AN1131 Total transport equipment;Households including NPISHs;2014;5944.0;57.0;-33.0;-71.0;0.0;5897;97.1
1308;AN1131 Total transport equipment;Households including NPISHs;2015;5897.0;60.0;182.0;-6.0;0.0;6133;100.0
1309;AN1131 Total transport equipment;Households including NPISHs;2016;6133.0;37.0;189.0;-33.0;0.0;6326;102.5
1310;AN1131 Total transport equipment;Households including NPISHs;2017;6326.0;-11.0;254.0;0.0;1.0;6570;106.7
1311;AN1131 Total transport equipment;Households including NPISHs;2018;6570.0;39.0;295.0;0.0;-1.0;6903;111.4
1312;AN1131 Total transport equipment;Households including NPISHs;2019;6903.0;110.0;306.0;0.0;0.0;7319;116.3
1313;AN1131 Total transport equipment;Households including NPISHs;2020;7319.0;109.0;-1.0;0.0;0.0;7427;116.3
1314;AN1131 Total transport equipment;Households including NPISHs;2021;7427.0;230.0;130.0;0.0;0.0;7787;118.2
1315;AN1131 Total transport equipment;Households including NPISHs;2022;7787.0;447.0;164.0;0.0;-1.0;8397;120.6
1316;AN1131 Total transport equipment;Households;1995;4977.0;59.0;53.0;-42.0;0.0;5046;98.3
1317;AN1131 Total transport equipment;Households;1996;5046.0;1.0;-24.0;0.0;0.0;5023;97.8
1318;AN1131 Total transport equipment;Households;1997;5023.0;-32.0;3.0;0.0;0.0;4993;97.8
1319;AN1131 Total transport equipment;Households;1998;4993.0;142.0;186.0;-1.0;0.0;5320;101.4
1320;AN1131 Total transport equipment;Households;1999;5320.0;31.0;152.0;0.0;0.0;5502;104.2
1321;AN1131 Total transport equipment;Households;2000;5502.0;93.0;73.0;0.0;0.0;5668;105.6
1322;AN1131 Total transport equipment;Households;2001;5668.0;-57.0;19.0;-1.0;0.0;5630;105.9
1323;AN1131 Total transport equipment;Households;2002;5630.0;196.0;-84.0;-4.0;0.0;5738;104.3
1324;AN1131 Total transport equipment;Households;2003;5738.0;80.0;-90.0;-108.0;0.0;5620;100.8
1325;AN1131 Total transport equipment;Households;2004;5620.0;-20.0;-28.0;-3.0;0.0;5569;100.2
1326;AN1131 Total transport equipment;Households;2005;5569.0;110.0;61.0;-109.0;0.0;5631;99.4
1327;AN1131 Total transport equipment;Households;2006;5631.0;63.0;69.0;-104.0;0.0;5660;98.8
1328;AN1131 Total transport equipment;Households;2007;5660.0;47.0;183.0;-102.0;0.0;5789;100.2
1329;AN1131 Total transport equipment;Households;2008;5789.0;30.0;170.0;-102.0;0.0;5886;101.4
1330;AN1131 Total transport equipment;Households;2009;5886.0;82.0;-169.0;-97.0;0.0;5701;96.8
1331;AN1131 Total transport equipment;Households;2010;5701.0;72.0;-113.0;-95.0;0.0;5566;93.4
1332;AN1131 Total transport equipment;Households;2011;5566.0;-59.0;190.0;-17.0;0.0;5680;96.3
1333;AN1131 Total transport equipment;Households;2012;5680.0;17.0;136.0;-16.0;0.0;5816;98.3
1334;AN1131 Total transport equipment;Households;2013;5816.0;52.0;79.0;-48.0;0.0;5900;98.8
1335;AN1131 Total transport equipment;Households;2014;5900.0;57.0;-35.0;-71.0;0.0;5850;97.1
1336;AN1131 Total transport equipment;Households;2015;5850.0;59.0;184.0;-6.0;0.0;6088;100.0
1337;AN1131 Total transport equipment;Households;2016;6088.0;36.0;190.0;-33.0;0.0;6281;102.6
1338;AN1131 Total transport equipment;Households;2017;6281.0;-12.0;256.0;0.0;0.0;6525;106.8
1339;AN1131 Total transport equipment;Households;2018;6525.0;37.0;295.0;0.0;0.0;6857;111.6
1340;AN1131 Total transport equipment;Households;2019;6857.0;109.0;307.0;0.0;0.0;7273;116.5
1341;AN1131 Total transport equipment;Households;2020;7273.0;107.0;-2.0;0.0;0.0;7378;116.4
1342;AN1131 Total transport equipment;Households;2021;7378.0;228.0;133.0;0.0;0.0;7739;118.5
1343;AN1131 Total transport equipment;Households;2022;7739.0;444.0;167.0;0.0;1.0;8351;120.9
1344;AN1131 Total transport equipment;Non-profit institutions serv. households;1995;60.0;0.0;2.0;0.0;0.0;61;161.1
1345;AN1131 Total transport equipment;Non-profit institutions serv. households;1996;61.0;1.0;-6.0;0.0;0.0;56;145.5
1346;AN1131 Total transport equipment;Non-profit institutions serv. households;1997;56.0;0.0;-4.0;0.0;0.0;52;135.1
1347;AN1131 Total transport equipment;Non-profit institutions serv. households;1998;52.0;0.0;-3.0;0.0;0.0;50;129.9
1348;AN1131 Total transport equipment;Non-profit institutions serv. households;1999;50.0;0.0;-2.0;1.0;0.0;49;127.3
1349;AN1131 Total transport equipment;Non-profit institutions serv. households;2000;49.0;2.0;-2.0;0.0;0.0;48;119.8
1350;AN1131 Total transport equipment;Non-profit institutions serv. households;2001;48.0;1.0;-3.0;0.0;0.0;45;110.0
1351;AN1131 Total transport equipment;Non-profit institutions serv. households;2002;45.0;1.0;-3.0;0.0;0.0;44;105.2
1352;AN1131 Total transport equipment;Non-profit institutions serv. households;2003;44.0;0.0;-3.0;0.0;0.0;41;98.1
1353;AN1131 Total transport equipment;Non-profit institutions serv. households;2004;41.0;1.0;-2.0;0.0;0.0;40;93.4
1354;AN1131 Total transport equipment;Non-profit institutions serv. households;2005;40.0;1.0;-1.0;0.0;0.0;40;91.1
1355;AN1131 Total transport equipment;Non-profit institutions serv. households;2006;40.0;1.0;-1.0;0.0;0.0;41;91.1
1356;AN1131 Total transport equipment;Non-profit institutions serv. households;2007;41.0;1.0;0.0;0.0;0.0;42;91.1
1357;AN1131 Total transport equipment;Non-profit institutions serv. households;2008;42.0;-1.0;1.0;0.0;0.0;42;93.3
1358;AN1131 Total transport equipment;Non-profit institutions serv. households;2009;42.0;0.0;0.0;0.0;0.0;42;93.3
1359;AN1131 Total transport equipment;Non-profit institutions serv. households;2010;42.0;0.0;1.0;0.0;0.0;43;95.6
1360;AN1131 Total transport equipment;Non-profit institutions serv. households;2011;43.0;0.0;3.0;0.0;0.0;45;100.0
1361;AN1131 Total transport equipment;Non-profit institutions serv. households;2012;45.0;0.0;0.0;0.0;0.0;45;100.0
1362;AN1131 Total transport equipment;Non-profit institutions serv. households;2013;45.0;0.0;-1.0;0.0;0.0;45;100.0
1363;AN1131 Total transport equipment;Non-profit institutions serv. households;2014;45.0;0.0;1.0;0.0;0.0;46;102.2
1364;AN1131 Total transport equipment;Non-profit institutions serv. households;2015;46.0;0.0;-2.0;0.0;0.0;45;100.0
1365;AN1131 Total transport equipment;Non-profit institutions serv. households;2016;45.0;1.0;-1.0;0.0;0.0;45;97.8
1366;AN1131 Total transport equipment;Non-profit institutions serv. households;2017;45.0;1.0;-1.0;0.0;0.0;45;95.7
1367;AN1131 Total transport equipment;Non-profit institutions serv. households;2018;45.0;1.0;0.0;0.0;0.0;46;95.7
1368;AN1131 Total transport equipment;Non-profit institutions serv. households;2019;46.0;1.0;-2.0;0.0;1.0;46;93.7
1369;AN1131 Total transport equipment;Non-profit institutions serv. households;2020;46.0;1.0;1.0;0.0;1.0;49;97.6
1370;AN1131 Total transport equipment;Non-profit institutions serv. households;2021;49.0;2.0;-3.0;0.0;-1.0;47;90.0
1371;AN1131 Total transport equipment;Non-profit institutions serv. households;2022;47.0;3.0;-3.0;0.0;0.0;47;84.6
1372;AN1131A Passenger cars;Total all sectors;1995;9971.0;-11.0;646.0;0.0;0.0;10606;52.8
1373;AN1131A Passenger cars;Total all sectors;1996;10606.0;149.0;533.0;0.0;0.0;11288;55.4
1374;AN1131A Passenger cars;Total all sectors;1997;11288.0;-70.0;796.0;0.0;0.0;12014;59.4
1375;AN1131A Passenger cars;Total all sectors;1998;12014.0;121.0;898.0;0.0;0.0;13034;63.8
1376;AN1131A Passenger cars;Total all sectors;1999;13034.0;8.0;1261.0;0.0;0.0;14304;69.9
1377;AN1131A Passenger cars;Total all sectors;2000;14304.0;466.0;1025.0;0.0;0.0;15795;74.8
1378;AN1131A Passenger cars;Total all sectors;2001;15795.0;232.0;825.0;0.0;0.0;16851;78.6
1379;AN1131A Passenger cars;Total all sectors;2002;16851.0;137.0;255.0;0.0;0.0;17242;79.8
1380;AN1131A Passenger cars;Total all sectors;2003;17242.0;86.0;99.0;0.0;0.0;17427;80.3
1381;AN1131A Passenger cars;Total all sectors;2004;17427.0;284.0;357.0;0.0;0.0;18068;81.9
1382;AN1131A Passenger cars;Total all sectors;2005;18068.0;399.0;460.0;0.0;0.0;18928;83.9
1383;AN1131A Passenger cars;Total all sectors;2006;18928.0;354.0;892.0;0.0;0.0;20174;87.8
1384;AN1131A Passenger cars;Total all sectors;2007;20174.0;285.0;1243.0;0.0;0.0;21701;93.1
1385;AN1131A Passenger cars;Total all sectors;2008;21701.0;-434.0;568.0;0.0;0.0;21835;95.6
1386;AN1131A Passenger cars;Total all sectors;2009;21835.0;145.0;33.0;0.0;0.0;22013;95.8
1387;AN1131A Passenger cars;Total all sectors;2010;22013.0;25.0;-1754.0;0.0;0.0;20285;88.2
1388;AN1131A Passenger cars;Total all sectors;2011;20285.0;-286.0;434.0;0.0;0.0;20432;90.1
1389;AN1131A Passenger cars;Total all sectors;2012;20432.0;139.0;935.0;0.0;0.0;21507;94.2
1390;AN1131A Passenger cars;Total all sectors;2013;21507.0;37.0;277.0;0.0;0.0;21821;95.4
1391;AN1131A Passenger cars;Total all sectors;2014;21821.0;113.0;-450.0;0.0;0.0;21483;93.4
