ID;BedrijfstakkenBranchesSBI2008;Perioden;PrijsindexArbeid_1;JaarmutatiePrijsVanArbeid_2
410;G-I Handel, vervoer en horeca;2010 oktober - 2011 september;107.1;0.5
411;G-I Handel, vervoer en horeca;2011 januari - 2011 december;108.0;1.1
412;G-I Handel, vervoer en horeca;2011 april - 2012 maart;108.1;1.4
413;G-I Handel, vervoer en horeca;2011 juli - 2012 juni;108.4;1.5
414;G-I Handel, vervoer en horeca;2011 oktober - 2012 september;108.9;1.7
415;G-I Handel, vervoer en horeca;2012 januari - 2012 december;108.8;0.7
416;G-I Handel, vervoer en horeca;2012 april - 2013 maart;109.9;1.7
417;G-I Handel, vervoer en horeca;2012 juli - 2013 juni;110.4;1.8
418;G-I Handel, vervoer en horeca;2012 oktober - 2013 september;110.4;1.4
419;G-I Handel, vervoer en horeca;2013 januari - 2013 december;110.3;1.4
420;G+I Handel en horeca;2001;90.7;
421;G+I Handel en horeca;2002;94.2;3.9
422;G+I Handel en horeca;2003;96.7;2.7
423;G+I Handel en horeca;2004;96.4;-0.3
424;G+I Handel en horeca;2005;97.7;1.3
425;G+I Handel en horeca;2006;100.0;2.4
426;G+I Handel en horeca;2007;102.3;2.3
427;G+I Handel en horeca;2008;105.2;2.8
428;G+I Handel en horeca;2009;105.7;0.5
429;G+I Handel en horeca;2010;106.4;0.7
430;G+I Handel en horeca;2011;107.4;0.9
431;G+I Handel en horeca;2012;108.4;0.9
432;G+I Handel en horeca;2013;109.8;1.3
433;G+I Handel en horeca;2006 januari - 2006 december;100.0;2.4
434;G+I Handel en horeca;2006 april - 2007 maart;101.0;
435;G+I Handel en horeca;2006 juli - 2007 juni;101.5;
436;G+I Handel en horeca;2006 oktober - 2007 september;102.0;
437;G+I Handel en horeca;2007 januari - 2007 december;102.3;2.3
438;G+I Handel en horeca;2007 april - 2008 maart;103.0;2.0
439;G+I Handel en horeca;2007 juli - 2008 juni;103.9;2.4
440;G+I Handel en horeca;2007 oktober - 2008 september;104.7;2.6
441;G+I Handel en horeca;2008 januari - 2008 december;105.2;2.8
442;G+I Handel en horeca;2008 april - 2009 maart;106.0;2.9
443;G+I Handel en horeca;2008 juli - 2009 juni;106.8;2.8
444;G+I Handel en horeca;2008 oktober - 2009 september;106.6;1.8
445;G+I Handel en horeca;2009 januari - 2009 december;105.7;0.5
446;G+I Handel en horeca;2009 april - 2010 maart;105.5;-0.5
447;G+I Handel en horeca;2009 juli - 2010 juni;106.0;-0.7
448;G+I Handel en horeca;2009 oktober - 2010 september;106.2;-0.4
449;G+I Handel en horeca;2010 januari - 2010 december;106.4;0.7
450;G+I Handel en horeca;2010 april - 2011 maart;106.1;0.6
451;G+I Handel en horeca;2010 juli - 2011 juni;106.3;0.3
452;G+I Handel en horeca;2010 oktober - 2011 september;106.5;0.3
453;G+I Handel en horeca;2011 januari - 2011 december;107.4;0.9
454;G+I Handel en horeca;2011 april - 2012 maart;107.5;1.3
455;G+I Handel en horeca;2011 juli - 2012 juni;107.8;1.4
456;G+I Handel en horeca;2011 oktober - 2012 september;108.5;1.9
457;G+I Handel en horeca;2012 januari - 2012 december;108.4;0.9
458;G+I Handel en horeca;2012 april - 2013 maart;109.5;1.9
459;G+I Handel en horeca;2012 juli - 2013 juni;110.0;2.0
460;G+I Handel en horeca;2012 oktober - 2013 september;109.9;1.3
461;G+I Handel en horeca;2013 januari - 2013 december;109.8;1.3
462;G Handel;2001;90.6;
463;G Handel;2002;94.1;3.9
464;G Handel;2003;96.8;2.9
465;G Handel;2004;96.6;-0.2
466;G Handel;2005;97.8;1.2
467;G Handel;2006;100.0;2.2
468;G Handel;2007;102.4;2.4
469;G Handel;2008;105.4;2.9
470;G Handel;2009;105.8;0.4
471;G Handel;2010;106.7;0.9
472;G Handel;2011;107.8;1.0
473;G Handel;2012;108.9;1.0
474;G Handel;2013;110.4;1.4
475;G Handel;2006 januari - 2006 december;100.0;2.2
476;G Handel;2006 april - 2007 maart;101.1;
477;G Handel;2006 juli - 2007 juni;101.7;
478;G Handel;2006 oktober - 2007 september;102.1;
479;G Handel;2007 januari - 2007 december;102.4;2.4
480;G Handel;2007 april - 2008 maart;103.2;2.1
481;G Handel;2007 juli - 2008 juni;104.1;2.4
482;G Handel;2007 oktober - 2008 september;104.8;2.6
483;G Handel;2008 januari - 2008 december;105.4;2.9
484;G Handel;2008 april - 2009 maart;106.3;3.0
485;G Handel;2008 juli - 2009 juni;107.1;2.9
486;G Handel;2008 oktober - 2009 september;106.8;1.9
487;G Handel;2009 januari - 2009 december;105.8;0.4
488;G Handel;2009 april - 2010 maart;105.6;-0.7
489;G Handel;2009 juli - 2010 juni;106.2;-0.8
490;G Handel;2009 oktober - 2010 september;106.5;-0.3
491;G Handel;2010 januari - 2010 december;106.7;0.9
492;G Handel;2010 april - 2011 maart;106.5;0.9
493;G Handel;2010 juli - 2011 juni;106.7;0.5
494;G Handel;2010 oktober - 2011 september;106.9;0.4
495;G Handel;2011 januari - 2011 december;107.8;1.0
496;G Handel;2011 april - 2012 maart;107.9;1.3
497;G Handel;2011 juli - 2012 juni;108.2;1.4
498;G Handel;2011 oktober - 2012 september;109.0;2.0
499;G Handel;2012 januari - 2012 december;108.9;1.0
500;G Handel;2012 april - 2013 maart;110.0;1.9
501;G Handel;2012 juli - 2013 juni;110.6;2.2
502;G Handel;2012 oktober - 2013 september;110.5;1.4
503;G Handel;2013 januari - 2013 december;110.4;1.4
504;H+J Vervoer, informatie en communicatie;2001;87.6;
505;H+J Vervoer, informatie en communicatie;2002;92.0;5.0
506;H+J Vervoer, informatie en communicatie;2003;95.1;3.4
507;H+J Vervoer, informatie en communicatie;2004;95.7;0.6
508;H+J Vervoer, informatie en communicatie;2005;97.2;1.6
509;H+J Vervoer, informatie en communicatie;2006;100.0;2.9
510;H+J Vervoer, informatie en communicatie;2007;103.0;3.0
511;H+J Vervoer, informatie en communicatie;2008;106.0;2.9
512;H+J Vervoer, informatie en communicatie;2009;107.8;1.7
513;H+J Vervoer, informatie en communicatie;2010;108.7;0.8
514;H+J Vervoer, informatie en communicatie;2011;109.7;0.9
515;H+J Vervoer, informatie en communicatie;2012;110.2;0.5
516;H+J Vervoer, informatie en communicatie;2013;112.3;1.9
517;H+J Vervoer, informatie en communicatie;2006 januari - 2006 december;100.0;2.9
518;H+J Vervoer, informatie en communicatie;2006 april - 2007 maart;100.9;
519;H+J Vervoer, informatie en communicatie;2006 juli - 2007 juni;101.6;
520;H+J Vervoer, informatie en communicatie;2006 oktober - 2007 september;102.3;
521;H+J Vervoer, informatie en communicatie;2007 januari - 2007 december;103.0;3.0
522;H+J Vervoer, informatie en communicatie;2007 april - 2008 maart;104.0;3.1
523;H+J Vervoer, informatie en communicatie;2007 juli - 2008 juni;105.0;3.3
524;H+J Vervoer, informatie en communicatie;2007 oktober - 2008 september;105.5;3.1
525;H+J Vervoer, informatie en communicatie;2008 januari - 2008 december;106.0;2.9
526;H+J Vervoer, informatie en communicatie;2008 april - 2009 maart;107.2;3.1
527;H+J Vervoer, informatie en communicatie;2008 juli - 2009 juni;108.6;3.4
528;H+J Vervoer, informatie en communicatie;2008 oktober - 2009 september;108.5;2.8
529;H+J Vervoer, informatie en communicatie;2009 januari - 2009 december;107.8;1.7
530;H+J Vervoer, informatie en communicatie;2009 april - 2010 maart;107.5;0.3
531;H+J Vervoer, informatie en communicatie;2009 juli - 2010 juni;107.7;-0.8
532;H+J Vervoer, informatie en communicatie;2009 oktober - 2010 september;108.1;-0.4
533;H+J Vervoer, informatie en communicatie;2010 januari - 2010 december;108.7;0.8
534;H+J Vervoer, informatie en communicatie;2010 april - 2011 maart;108.4;0.8
535;H+J Vervoer, informatie en communicatie;2010 juli - 2011 juni;108.4;0.6
536;H+J Vervoer, informatie en communicatie;2010 oktober - 2011 september;108.8;0.6
537;H+J Vervoer, informatie en communicatie;2011 januari - 2011 december;109.7;0.9
538;H+J Vervoer, informatie en communicatie;2011 april - 2012 maart;109.8;1.3
539;H+J Vervoer, informatie en communicatie;2011 juli - 2012 juni;109.9;1.4
540;H+J Vervoer, informatie en communicatie;2011 oktober - 2012 september;110.2;1.3
541;H+J Vervoer, informatie en communicatie;2012 januari - 2012 december;110.2;0.5
542;H+J Vervoer, informatie en communicatie;2012 april - 2013 maart;111.5;1.5
543;H+J Vervoer, informatie en communicatie;2012 juli - 2013 juni;111.9;1.8
544;H+J Vervoer, informatie en communicatie;2012 oktober - 2013 september;112.1;1.7
545;H+J Vervoer, informatie en communicatie;2013 januari - 2013 december;112.3;1.9
546;H Vervoer en opslag;2001;88.7;
547;H Vervoer en opslag;2002;93.5;5.4
548;H Vervoer en opslag;2003;95.7;2.4
549;H Vervoer en opslag;2004;96.1;0.4
550;H Vervoer en opslag;2005;97.0;0.9
551;H Vervoer en opslag;2006;100.0;3.1
552;H Vervoer en opslag;2007;102.9;2.9
553;H Vervoer en opslag;2008;105.4;2.4
554;H Vervoer en opslag;2009;106.8;1.3
555;H Vervoer en opslag;2010;108.1;1.2
556;H Vervoer en opslag;2011;109.5;1.3
557;H Vervoer en opslag;2012;109.9;0.4
558;H Vervoer en opslag;2013;111.9;1.8
559;H Vervoer en opslag;2006 januari - 2006 december;100.0;3.1
560;H Vervoer en opslag;2006 april - 2007 maart;100.7;
561;H Vervoer en opslag;2006 juli - 2007 juni;101.2;
562;H Vervoer en opslag;2006 oktober - 2007 september;102.0;
563;H Vervoer en opslag;2007 januari - 2007 december;102.9;2.9
564;H Vervoer en opslag;2007 april - 2008 maart;104.0;3.3
565;H Vervoer en opslag;2007 juli - 2008 juni;104.9;3.7
566;H Vervoer en opslag;2007 oktober - 2008 september;105.3;3.2
567;H Vervoer en opslag;2008 januari - 2008 december;105.4;2.4
568;H Vervoer en opslag;2008 april - 2009 maart;106.5;2.4
569;H Vervoer en opslag;2008 juli - 2009 juni;107.6;2.6
570;H Vervoer en opslag;2008 oktober - 2009 september;107.4;2.0
571;H Vervoer en opslag;2009 januari - 2009 december;106.8;1.3
572;H Vervoer en opslag;2009 april - 2010 maart;106.7;0.2
573;H Vervoer en opslag;2009 juli - 2010 juni;107.2;-0.4
574;H Vervoer en opslag;2009 oktober - 2010 september;107.7;0.3
575;H Vervoer en opslag;2010 januari - 2010 december;108.1;1.2
576;H Vervoer en opslag;2010 april - 2011 maart;107.9;1.1
577;H Vervoer en opslag;2010 juli - 2011 juni;108.0;0.7
578;H Vervoer en opslag;2010 oktober - 2011 september;108.6;0.8
579;H Vervoer en opslag;2011 januari - 2011 december;109.5;1.3
580;H Vervoer en opslag;2011 april - 2012 maart;109.6;1.6
581;H Vervoer en opslag;2011 juli - 2012 juni;110.0;1.9
582;H Vervoer en opslag;2011 oktober - 2012 september;110.0;1.3
583;H Vervoer en opslag;2012 januari - 2012 december;109.9;0.4
584;H Vervoer en opslag;2012 april - 2013 maart;111.1;1.4
585;H Vervoer en opslag;2012 juli - 2013 juni;111.5;1.4
586;H Vervoer en opslag;2012 oktober - 2013 september;111.6;1.5
587;H Vervoer en opslag;2013 januari - 2013 december;111.9;1.8
588;I Horeca;2001;91.4;
589;I Horeca;2002;95.0;3.9
590;I Horeca;2003;96.1;1.2
591;I Horeca;2004;95.2;-0.9
592;I Horeca;2005;97.5;2.4
593;I Horeca;2006;100.0;2.6
594;I Horeca;2007;101.3;1.3
595;I Horeca;2008;103.4;2.1
596;I Horeca;2009;104.4;1.0
597;I Horeca;2010;103.9;-0.5
598;I Horeca;2011;104.4;0.5
599;I Horeca;2012;104.6;0.2
600;I Horeca;2013;105.1;0.5
601;I Horeca;2006 januari - 2006 december;100.0;2.6
602;I Horeca;2006 april - 2007 maart;100.0;
603;I Horeca;2006 juli - 2007 juni;100.4;
604;I Horeca;2006 oktober - 2007 september;101.0;
605;I Horeca;2007 januari - 2007 december;101.3;1.3
606;I Horeca;2007 april - 2008 maart;101.6;1.6
607;I Horeca;2007 juli - 2008 juni;102.5;2.1
608;I Horeca;2007 oktober - 2008 september;103.5;2.5
609;I Horeca;2008 januari - 2008 december;103.4;2.1
610;I Horeca;2008 april - 2009 maart;103.7;2.1
611;I Horeca;2008 juli - 2009 juni;104.7;2.1
612;I Horeca;2008 oktober - 2009 september;104.9;1.4
613;I Horeca;2009 januari - 2009 december;104.4;1.0
614;I Horeca;2009 april - 2010 maart;104.3;0.6
615;I Horeca;2009 juli - 2010 juni;104.9;0.2
616;I Horeca;2009 oktober - 2010 september;104.6;-0.3
617;I Horeca;2010 januari - 2010 december;103.9;-0.5
618;I Horeca;2010 april - 2011 maart;103.3;-1.0
619;I Horeca;2010 juli - 2011 juni;103.3;-1.5
620;I Horeca;2010 oktober - 2011 september;103.7;-0.9
621;I Horeca;2011 januari - 2011 december;104.4;0.5
622;I Horeca;2011 april - 2012 maart;104.5;1.2
623;I Horeca;2011 juli - 2012 juni;104.6;1.3
624;I Horeca;2011 oktober - 2012 september;104.9;1.2
625;I Horeca;2012 januari - 2012 december;104.6;0.2
626;I Horeca;2012 april - 2013 maart;105.2;0.7
627;I Horeca;2012 juli - 2013 juni;105.5;0.9
628;I Horeca;2012 oktober - 2013 september;105.7;0.8
629;I Horeca;2013 januari - 2013 december;105.1;0.5
630;J Informatie en communicatie;2001;86.3;
631;J Informatie en communicatie;2002;90.2;4.5
632;J Informatie en communicatie;2003;94.3;4.5
633;J Informatie en communicatie;2004;95.2;1.0
634;J Informatie en communicatie;2005;97.4;2.3
635;J Informatie en communicatie;2006;100.0;2.7
636;J Informatie en communicatie;2007;103.0;3.0
637;J Informatie en communicatie;2008;106.6;3.5
638;J Informatie en communicatie;2009;108.9;2.2
639;J Informatie en communicatie;2010;109.4;0.5
640;J Informatie en communicatie;2011;110.0;0.5
641;J Informatie en communicatie;2012;110.6;0.5
642;J Informatie en communicatie;2013;112.8;2.0
643;J Informatie en communicatie;2006 januari - 2006 december;100.0;2.7
644;J Informatie en communicatie;2006 april - 2007 maart;101.0;
645;J Informatie en communicatie;2006 juli - 2007 juni;102.1;
646;J Informatie en communicatie;2006 oktober - 2007 september;102.8;
647;J Informatie en communicatie;2007 januari - 2007 december;103.0;3.0
648;J Informatie en communicatie;2007 april - 2008 maart;104.1;3.1
649;J Informatie en communicatie;2007 juli - 2008 juni;105.2;3.0
650;J Informatie en communicatie;2007 oktober - 2008 september;105.7;2.8
651;J Informatie en communicatie;2008 januari - 2008 december;106.6;3.5
652;J Informatie en communicatie;2008 april - 2009 maart;108.1;3.8
653;J Informatie en communicatie;2008 juli - 2009 juni;109.8;4.4
654;J Informatie en communicatie;2008 oktober - 2009 september;109.8;3.9
655;J Informatie en communicatie;2009 januari - 2009 december;108.9;2.2
656;J Informatie en communicatie;2009 april - 2010 maart;108.5;0.4
657;J Informatie en communicatie;2009 juli - 2010 juni;108.2;-1.5
658;J Informatie en communicatie;2009 oktober - 2010 september;108.7;-1.0
659;J Informatie en communicatie;2010 januari - 2010 december;109.4;0.5
660;J Informatie en communicatie;2010 april - 2011 maart;109.1;0.6
661;J Informatie en communicatie;2010 juli - 2011 juni;108.8;0.6
662;J Informatie en communicatie;2010 oktober - 2011 september;109.0;0.3
663;J Informatie en communicatie;2011 januari - 2011 december;110.0;0.5
664;J Informatie en communicatie;2011 april - 2012 maart;110.1;0.9
665;J Informatie en communicatie;2011 juli - 2012 juni;109.9;1.0
666;J Informatie en communicatie;2011 oktober - 2012 september;110.5;1.4
667;J Informatie en communicatie;2012 januari - 2012 december;110.6;0.5
668;J Informatie en communicatie;2012 april - 2013 maart;111.9;1.6
669;J Informatie en communicatie;2012 juli - 2013 juni;112.3;2.2
670;J Informatie en communicatie;2012 oktober - 2013 september;112.7;2.0
671;J Informatie en communicatie;2013 januari - 2013 december;112.8;2.0
672;"K-L Financiële diensten; onroerend goed";2001;84.8;
673;"K-L Financiële diensten; onroerend goed";2002;91.2;7.5
674;"K-L Financiële diensten; onroerend goed";2003;94.2;3.3
675;"K-L Financiële diensten; onroerend goed";2004;96.7;2.7
676;"K-L Financiële diensten; onroerend goed";2005;98.2;1.6
677;"K-L Financiële diensten; onroerend goed";2006;100.0;1.8
678;"K-L Financiële diensten; onroerend goed";2007;105.2;5.2
679;"K-L Financiële diensten; onroerend goed";2008;106.8;1.5
680;"K-L Financiële diensten; onroerend goed";2009;105.6;-1.1
681;"K-L Financiële diensten; onroerend goed";2010;108.2;2.5
682;"K-L Financiële diensten; onroerend goed";2011;110.6;2.2
683;"K-L Financiële diensten; onroerend goed";2012;112.5;1.7
684;"K-L Financiële diensten; onroerend goed";2013;118.2;5.1
685;"K-L Financiële diensten; onroerend goed";2006 januari - 2006 december;100.0;1.8
686;"K-L Financiële diensten; onroerend goed";2006 april - 2007 maart;101.7;
687;"K-L Financiële diensten; onroerend goed";2006 juli - 2007 juni;102.3;
688;"K-L Financiële diensten; onroerend goed";2006 oktober - 2007 september;102.7;
689;"K-L Financiële diensten; onroerend goed";2007 januari - 2007 december;105.2;5.2
690;"K-L Financiële diensten; onroerend goed";2007 april - 2008 maart;106.6;4.8
691;"K-L Financiële diensten; onroerend goed";2007 juli - 2008 juni;107.6;5.2
692;"K-L Financiële diensten; onroerend goed";2007 oktober - 2008 september;108.1;5.3
693;"K-L Financiële diensten; onroerend goed";2008 januari - 2008 december;106.8;1.5
694;"K-L Financiële diensten; onroerend goed";2008 april - 2009 maart;105.6;-0.9
695;"K-L Financiële diensten; onroerend goed";2008 juli - 2009 juni;106.1;-1.4
696;"K-L Financiële diensten; onroerend goed";2008 oktober - 2009 september;105.9;-2.0
697;"K-L Financiële diensten; onroerend goed";2009 januari - 2009 december;105.6;-1.1
698;"K-L Financiële diensten; onroerend goed";2009 april - 2010 maart;105.9;0.3
699;"K-L Financiële diensten; onroerend goed";2009 juli - 2010 juni;107.4;1.2
700;"K-L Financiële diensten; onroerend goed";2009 oktober - 2010 september;108.0;2.0
701;"K-L Financiële diensten; onroerend goed";2010 januari - 2010 december;108.2;2.5
702;"K-L Financiële diensten; onroerend goed";2010 april - 2011 maart;108.3;2.3
703;"K-L Financiële diensten; onroerend goed";2010 juli - 2011 juni;108.5;1.0
704;"K-L Financiële diensten; onroerend goed";2010 oktober - 2011 september;109.2;1.1
705;"K-L Financiële diensten; onroerend goed";2011 januari - 2011 december;110.6;2.2
706;"K-L Financiële diensten; onroerend goed";2011 april - 2012 maart;111.0;2.5
707;"K-L Financiële diensten; onroerend goed";2011 juli - 2012 juni;111.0;2.3
708;"K-L Financiële diensten; onroerend goed";2011 oktober - 2012 september;111.8;2.4
709;"K-L Financiële diensten; onroerend goed";2012 januari - 2012 december;112.5;1.7
710;"K-L Financiële diensten; onroerend goed";2012 april - 2013 maart;115.4;4.0
711;"K-L Financiële diensten; onroerend goed";2012 juli - 2013 juni;115.6;4.1
712;"K-L Financiële diensten; onroerend goed";2012 oktober - 2013 september;116.1;3.8
713;"K-L Financiële diensten; onroerend goed";2013 januari - 2013 december;118.2;5.1
714;K Financiële dienstverlening;2001;84.7;
715;K Financiële dienstverlening;2002;91.5;8.0
716;K Financiële dienstverlening;2003;94.1;2.8
717;K Financiële dienstverlening;2004;97.0;3.1
718;K Financiële dienstverlening;2005;98.4;1.4
719;K Financiële dienstverlening;2006;100.0;1.6
720;K Financiële dienstverlening;2007;105.8;5.8
721;K Financiële dienstverlening;2008;107.1;1.2
722;K Financiële dienstverlening;2009;105.6;-1.4
723;K Financiële dienstverlening;2010;108.4;2.7
724;K Financiële dienstverlening;2011;111.1;2.5
725;K Financiële dienstverlening;2012;112.6;1.4
726;K Financiële dienstverlening;2013;118.8;5.5
727;K Financiële dienstverlening;2006 januari - 2006 december;100.0;1.6
728;K Financiële dienstverlening;2006 april - 2007 maart;101.8;
729;K Financiële dienstverlening;2006 juli - 2007 juni;102.4;
730;K Financiële dienstverlening;2006 oktober - 2007 september;102.8;
731;K Financiële dienstverlening;2007 januari - 2007 december;105.8;5.8
732;K Financiële dienstverlening;2007 april - 2008 maart;107.2;5.3
733;K Financiële dienstverlening;2007 juli - 2008 juni;108.2;5.7
734;K Financiële dienstverlening;2007 oktober - 2008 september;108.8;5.8
735;K Financiële dienstverlening;2008 januari - 2008 december;107.1;1.2
736;K Financiële dienstverlening;2008 april - 2009 maart;105.6;-1.5
737;K Financiële dienstverlening;2008 juli - 2009 juni;106.0;-2.0
738;K Financiële dienstverlening;2008 oktober - 2009 september;105.9;-2.7
739;K Financiële dienstverlening;2009 januari - 2009 december;105.6;-1.4
740;K Financiële dienstverlening;2009 april - 2010 maart;105.9;0.3
741;K Financiële dienstverlening;2009 juli - 2010 juni;107.5;1.4
742;K Financiële dienstverlening;2009 oktober - 2010 september;108.1;2.1
743;K Financiële dienstverlening;2010 januari - 2010 december;108.4;2.7
744;K Financiële dienstverlening;2010 april - 2011 maart;108.6;2.5
745;K Financiële dienstverlening;2010 juli - 2011 juni;108.8;1.2
746;K Financiële dienstverlening;2010 oktober - 2011 september;109.6;1.4
747;K Financiële dienstverlening;2011 januari - 2011 december;111.1;2.5
748;K Financiële dienstverlening;2011 april - 2012 maart;111.3;2.5
749;K Financiële dienstverlening;2011 juli - 2012 juni;111.2;2.2
750;K Financiële dienstverlening;2011 oktober - 2012 september;112.0;2.2
751;K Financiële dienstverlening;2012 januari - 2012 december;112.6;1.4
752;K Financiële dienstverlening;2012 april - 2013 maart;115.7;4.0
753;K Financiële dienstverlening;2012 juli - 2013 juni;115.8;4.1
754;K Financiële dienstverlening;2012 oktober - 2013 september;116.4;3.9
755;K Financiële dienstverlening;2013 januari - 2013 december;118.8;5.5
756;L Verhuur en handel van onroerend goed;2001;85.3;
757;L Verhuur en handel van onroerend goed;2002;89.4;4.8
758;L Verhuur en handel van onroerend goed;2003;94.3;5.5
759;L Verhuur en handel van onroerend goed;2004;95.2;1.0
760;L Verhuur en handel van onroerend goed;2005;97.3;2.2
761;L Verhuur en handel van onroerend goed;2006;100.0;2.8
762;L Verhuur en handel van onroerend goed;2007;102.1;2.1
763;L Verhuur en handel van onroerend goed;2008;105.1;2.9
764;L Verhuur en handel van onroerend goed;2009;105.5;0.4
765;L Verhuur en handel van onroerend goed;2010;106.8;1.2
766;L Verhuur en handel van onroerend goed;2011;108.0;1.1
767;L Verhuur en handel van onroerend goed;2012;111.6;3.3
768;L Verhuur en handel van onroerend goed;2013;114.9;3.0
769;L Verhuur en handel van onroerend goed;2006 januari - 2006 december;100.0;2.8
770;L Verhuur en handel van onroerend goed;2006 april - 2007 maart;101.2;
771;L Verhuur en handel van onroerend goed;2006 juli - 2007 juni;101.6;
772;L Verhuur en handel van onroerend goed;2006 oktober - 2007 september;101.8;
773;L Verhuur en handel van onroerend goed;2007 januari - 2007 december;102.1;2.1
774;L Verhuur en handel van onroerend goed;2007 april - 2008 maart;103.3;2.1
775;L Verhuur en handel van onroerend goed;2007 juli - 2008 juni;104.3;2.7
776;L Verhuur en handel van onroerend goed;2007 oktober - 2008 september;104.3;2.5
777;L Verhuur en handel van onroerend goed;2008 januari - 2008 december;105.1;2.9
778;L Verhuur en handel van onroerend goed;2008 april - 2009 maart;105.7;2.3
779;L Verhuur en handel van onroerend goed;2008 juli - 2009 juni;106.2;1.8
780;L Verhuur en handel van onroerend goed;2008 oktober - 2009 september;105.8;1.4
781;L Verhuur en handel van onroerend goed;2009 januari - 2009 december;105.5;0.4
782;L Verhuur en handel van onroerend goed;2009 april - 2010 maart;105.6;-0.1
783;L Verhuur en handel van onroerend goed;2009 juli - 2010 juni;106.6;0.4
784;L Verhuur en handel van onroerend goed;2009 oktober - 2010 september;107.0;1.1
785;L Verhuur en handel van onroerend goed;2010 januari - 2010 december;106.8;1.2
786;L Verhuur en handel van onroerend goed;2010 april - 2011 maart;106.8;1.1
787;L Verhuur en handel van onroerend goed;2010 juli - 2011 juni;106.6;0.0
788;L Verhuur en handel van onroerend goed;2010 oktober - 2011 september;106.9;-0.1
789;L Verhuur en handel van onroerend goed;2011 januari - 2011 december;108.0;1.1
790;L Verhuur en handel van onroerend goed;2011 april - 2012 maart;109.2;2.2
791;L Verhuur en handel van onroerend goed;2011 juli - 2012 juni;110.1;3.3
792;L Verhuur en handel van onroerend goed;2011 oktober - 2012 september;111.0;3.8
793;L Verhuur en handel van onroerend goed;2012 januari - 2012 december;111.6;3.3
794;L Verhuur en handel van onroerend goed;2012 april - 2013 maart;113.8;4.2
795;L Verhuur en handel van onroerend goed;2012 juli - 2013 juni;114.4;3.9
796;L Verhuur en handel van onroerend goed;2012 oktober - 2013 september;114.5;3.2
797;L Verhuur en handel van onroerend goed;2013 januari - 2013 december;114.9;3.0
798;M-U Zakelijke en persoonlijke diensten;2001;86.9;
799;M-U Zakelijke en persoonlijke diensten;2002;90.4;4.0
800;M-U Zakelijke en persoonlijke diensten;2003;93.1;3.0
801;M-U Zakelijke en persoonlijke diensten;2004;95.2;2.3
802;M-U Zakelijke en persoonlijke diensten;2005;97.8;2.7
803;M-U Zakelijke en persoonlijke diensten;2006;100.0;2.2
804;M-U Zakelijke en persoonlijke diensten;2007;103.5;3.5
805;M-U Zakelijke en persoonlijke diensten;2008;106.6;3.0
806;M-U Zakelijke en persoonlijke diensten;2009;108.8;2.1
807;M-U Zakelijke en persoonlijke diensten;2010;109.8;0.9
808;M-U Zakelijke en persoonlijke diensten;2011;111.2;1.3
809;M-U Zakelijke en persoonlijke diensten;2012;113.1;1.7
810;M-U Zakelijke en persoonlijke diensten;2013;114.7;1.4
811;M-U Zakelijke en persoonlijke diensten;2006 januari - 2006 december;100.0;2.2
812;M-U Zakelijke en persoonlijke diensten;2006 april - 2007 maart;101.1;
813;M-U Zakelijke en persoonlijke diensten;2006 juli - 2007 juni;101.9;
814;M-U Zakelijke en persoonlijke diensten;2006 oktober - 2007 september;102.5;
815;M-U Zakelijke en persoonlijke diensten;2007 januari - 2007 december;103.5;3.5
816;M-U Zakelijke en persoonlijke diensten;2007 april - 2008 maart;104.4;3.3
817;M-U Zakelijke en persoonlijke diensten;2007 juli - 2008 juni;105.2;3.2
818;M-U Zakelijke en persoonlijke diensten;2007 oktober - 2008 september;105.8;3.2
819;M-U Zakelijke en persoonlijke diensten;2008 januari - 2008 december;106.6;3.0
820;M-U Zakelijke en persoonlijke diensten;2008 april - 2009 maart;107.3;2.8
821;M-U Zakelijke en persoonlijke diensten;2008 juli - 2009 juni;108.4;3.0
822;M-U Zakelijke en persoonlijke diensten;2008 oktober - 2009 september;108.6;2.6
823;M-U Zakelijke en persoonlijke diensten;2009 januari - 2009 december;108.8;2.1
824;M-U Zakelijke en persoonlijke diensten;2009 april - 2010 maart;108.7;1.3
825;M-U Zakelijke en persoonlijke diensten;2009 juli - 2010 juni;109.5;1.0
826;M-U Zakelijke en persoonlijke diensten;2009 oktober - 2010 september;109.6;0.9
827;M-U Zakelijke en persoonlijke diensten;2010 januari - 2010 december;109.8;0.9
828;M-U Zakelijke en persoonlijke diensten;2010 april - 2011 maart;109.9;1.1
829;M-U Zakelijke en persoonlijke diensten;2010 juli - 2011 juni;109.9;0.4
830;M-U Zakelijke en persoonlijke diensten;2010 oktober - 2011 september;110.1;0.5
831;M-U Zakelijke en persoonlijke diensten;2011 januari - 2011 december;111.2;1.3
832;M-U Zakelijke en persoonlijke diensten;2011 april - 2012 maart;111.2;1.2
833;M-U Zakelijke en persoonlijke diensten;2011 juli - 2012 juni;111.7;1.6
834;M-U Zakelijke en persoonlijke diensten;2011 oktober - 2012 september;112.6;2.3
835;M-U Zakelijke en persoonlijke diensten;2012 januari - 2012 december;113.1;1.7
836;M-U Zakelijke en persoonlijke diensten;2012 april - 2013 maart;114.3;2.8
837;M-U Zakelijke en persoonlijke diensten;2012 juli - 2013 juni;114.7;2.7
838;M-U Zakelijke en persoonlijke diensten;2012 oktober - 2013 september;114.7;1.9
