ID;BedrijfstakkenBranchesSBI2008;Marges;Seizoencorrectie;Perioden;Personeelsindicator_1;OntwikkelingPersoneelssterkte_2;VerwachtingPersoneelssterkte_3
8525;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 maart;13.3;16.5;12.2
8526;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 april;-20.7;-1.9;-38.3
8527;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 mei;-19.8;-10.8;-27.1
8528;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 juni;-16.7;-20.6;-11.3
8529;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 juli;-13.0;-29.3;6.4
8530;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 augustus;-6.7;-16.1;6.0
8531;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 september;-8.0;-11.4;-2.7
8532;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 oktober;-10.6;-15.9;-3.5
8533;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 november;-4.6;-7.3;-0.7
8534;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 december;-7.3;-9.4;-3.4
8535;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 januari;-1.0;-0.8;0.4
8536;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 februari;-6.6;-7.5;-3.8
8537;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 maart;3.7;-1.7;10.9
8538;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 april;7.9;7.1;9.9
8539;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 mei;13.6;7.3;21.7
8540;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 juni;17.9;10.1;27.3
8541;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 juli;23.3;19.5;28.6
8542;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 augustus;21.8;17.5;27.4
8543;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 september;23.7;22.5;26.4
8544;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 oktober;27.5;22.1;34.1
8545;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 november;24.1;20.0;29.2
8546;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 december;26.7;20.6;33.8
8547;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 januari;15.9;17.0;16.8
8548;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 februari;18.6;19.7;20.0
8549;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 maart;21.4;19.5;25.8
8550;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 april;21.7;19.4;25.6
8551;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 mei;19.6;16.7;23.7
8552;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 juni;19.7;16.7;24.1
8553;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 juli;14.2;5.5;24.7
8554;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 augustus;17.2;13.3;22.6
8555;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 september;17.3;12.0;24.7
8556;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 oktober;16.9;11.8;23.3
8557;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 november;20.2;15.3;26.7
8558;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 december;16.9;13.3;22.7
8559;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 januari;18.0;15.6;22.3
8560;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 februari;22.0;23.1;22.7
8561;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 maart;16.2;11.1;23.2
8562;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 april;17.0;13.6;22.6
8563;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 mei;16.6;16.0;18.8
8564;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 juni;13.6;11.9;16.9
8565;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 juli;10.7;8.9;14.4
8566;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 augustus;15.3;15.9;16.5
8567;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 september;12.4;11.0;15.7
8568;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 oktober;8.4;4.6;14.5
8569;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 november;12.2;10.2;15.5
8570;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 december;11.4;7.2;17.2
8571;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 januari;13.5;8.9;21.0
8572;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 februari;7.9;5.8;12.4
8573;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 maart;12.8;13.5;13.6
8574;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 april;11.5;12.0;12.5
8575;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 mei;7.7;4.5;12.3
8576;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 juni;10.9;10.8;12.4
8577;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 juli;11.3;8.2;17.0
8578;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 augustus;8.4;2.5;16.3
8579;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 september;10.5;7.1;16.3
8580;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 oktober;11.7;7.6;17.1
8581;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 november;9.2;4.2;16.1
8582;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 december;9.9;7.3;15.0
8583;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2025 januari;16.9;14.1;22.6
8584;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2025 februari;16.7;16.1;20.4
8585;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2025 maart;17.3;16.4;19.8
8586;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2012 januari;-13.5;-9.2;-17.8
8587;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2012 februari;-16.1;-9.7;-22.6
8588;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2012 maart;-18.8;-10.5;-27.1
8589;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2012 april;-20.7;-14.8;-26.7
8590;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2012 mei;-22.9;-19.3;-26.4
8591;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2012 juni;-26.9;-26.0;-27.8
8592;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2012 juli;-19.5;-21.7;-17.2
8593;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2012 augustus;-16.2;-22.8;-9.5
8594;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2012 september;-21.3;-23.6;-19.1
8595;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2012 oktober;-15.1;-14.5;-15.8
8596;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2012 november;-20.7;-20.4;-20.9
8597;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2012 december;-20.4;-17.9;-23.0
8598;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2013 januari;-17.1;-11.3;-22.8
8599;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2013 februari;-19.4;-16.6;-22.2
8600;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2013 maart;-20.8;-17.4;-24.2
8601;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2013 april;-19.9;-12.9;-26.8
8602;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2013 mei;-25.8;-26.5;-25.1
8603;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2013 juni;-18.1;-19.5;-16.7
8604;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2013 juli;-21.9;-24.0;-19.8
8605;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2013 augustus;-17.3;-17.4;-17.3
8606;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2013 september;-16.5;-20.4;-12.6
8607;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2013 oktober;-19.4;-24.2;-14.7
8608;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2013 november;-16.4;-19.3;-13.5
8609;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2013 december;-14.0;-16.9;-11.1
8610;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2014 januari;-22.8;-23.1;-22.5
8611;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2014 februari;-20.8;-24.0;-17.7
8612;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2014 maart;-15.0;-18.4;-11.6
8613;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2014 april;-17.5;-18.8;-16.1
8614;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2014 mei;-12.3;-10.3;-14.2
8615;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2014 juni;-16.2;-14.3;-18.1
8616;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2014 juli;-15.6;-11.4;-19.7
8617;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2014 augustus;-13.0;-13.4;-12.7
8618;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2014 september;-17.4;-15.0;-19.8
8619;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2014 oktober;-17.9;-15.4;-20.3
8620;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2014 november;-17.1;-17.4;-16.9
8621;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2014 december;-15.8;-16.0;-15.6
8622;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2015 januari;-12.8;-17.6;-8.0
8623;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2015 februari;-4.8;-12.2;2.7
8624;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2015 maart;-8.4;-14.3;-2.4
8625;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2015 april;-5.0;-12.8;2.7
8626;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2015 mei;-6.6;-14.3;1.1
8627;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2015 juni;2.4;0.0;4.8
8628;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2015 juli;0.9;-3.2;5.1
8629;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2015 augustus;-2.0;-3.9;0.0
8630;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2015 september;3.9;3.3;4.4
8631;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2015 oktober;5.0;4.9;5.0
8632;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2015 november;8.7;12.5;4.9
8633;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2015 december;4.3;0.8;7.9
8634;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2016 januari;3.7;4.5;2.8
8635;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2016 februari;2.7;3.3;2.1
8636;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2016 maart;-2.3;4.1;-8.7
8637;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2016 april;7.5;6.0;9.1
8638;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2016 mei;5.5;4.5;6.5
8639;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2016 juni;5.8;6.0;5.5
8640;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2016 juli;6.2;8.9;3.5
8641;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2016 augustus;7.5;7.5;7.5
8642;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2016 september;7.6;9.9;5.3
8643;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2016 oktober;8.7;11.3;6.2
8644;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2016 november;12.2;12.5;12.0
8645;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2016 december;5.2;3.4;7.1
8646;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2017 januari;9.5;12.9;6.2
8647;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2017 februari;11.9;12.2;11.6
8648;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2017 maart;9.7;9.6;9.9
8649;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2017 april;7.1;5.4;8.8
8650;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2017 mei;11.0;12.8;9.1
8651;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2017 juni;5.8;7.7;3.9
8652;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2017 juli;13.0;8.0;18.1
8653;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2017 augustus;12.8;13.5;12.1
8654;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2017 september;10.1;7.6;12.6
8655;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2017 oktober;10.0;8.2;11.8
8656;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2017 november;9.1;9.5;8.7
8657;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2017 december;14.3;10.5;18.1
8658;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2018 januari;18.6;18.1;19.2
8659;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2018 februari;9.1;10.1;8.1
8660;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2018 maart;9.2;7.1;11.4
8661;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2018 april;7.6;7.1;8.0
8662;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2018 mei;7.7;6.0;9.4
8663;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2018 juni;8.2;10.2;6.1
8664;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2018 juli;13.7;18.9;8.4
8665;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2018 augustus;7.8;5.9;9.7
8666;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2018 september;5.8;3.3;8.3
8667;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2018 oktober;12.1;9.5;14.8
8668;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2018 november;14.5;10.2;18.7
8669;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2018 december;11.3;11.4;11.1
8670;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2019 januari;12.6;12.1;13.2
8671;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2019 februari;15.7;19.4;12.0
8672;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2019 maart;12.0;12.6;11.4
8673;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2019 april;13.5;16.9;10.2
8674;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2019 mei;11.7;12.9;10.4
8675;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2019 juni;10.6;10.8;10.4
8676;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2019 juli;5.9;3.9;7.8
8677;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2019 augustus;7.0;2.2;11.8
8678;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2019 september;8.7;2.2;15.1
8679;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2019 oktober;6.8;-2.8;16.3
8680;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2019 november;6.0;-4.8;16.8
8681;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2019 december;11.9;7.2;16.5
8682;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2020 januari;15.9;14.2;17.5
8683;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2020 februari;11.3;6.5;16.1
8684;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2020 maart;9.5;11.3;7.6
8685;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2020 april;-24.1;-1.2;-46.9
8686;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2020 mei;-25.5;-12.9;-38.2
8687;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2020 juni;-30.6;-32.7;-28.5
8688;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2020 juli;-20.2;-36.5;-4.0
8689;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2020 augustus;-21.6;-31.0;-12.1
8690;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2020 september;-16.5;-20.5;-12.5
8691;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2020 oktober;-27.0;-32.4;-21.6
8692;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2020 november;-28.9;-33.8;-24.1
8693;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2020 december;-31.6;-42.8;-20.3
8694;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2021 januari;-29.1;-37.8;-20.5
8695;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2021 februari;-20.9;-31.0;-10.8
8696;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2021 maart;-21.7;-38.2;-5.1
8697;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2021 april;-13.6;-33.4;6.2
8698;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2021 mei;-5.1;-28.1;17.9
8699;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2021 juni;8.2;-18.5;34.9
8700;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2021 juli;14.4;-0.3;29.1
8701;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2021 augustus;16.7;3.1;30.3
8702;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2021 september;16.5;5.4;27.7
8703;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2021 oktober;32.2;30.1;34.4
8704;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2021 november;24.4;16.5;32.3
8705;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2021 december;4.0;8.3;-0.3
8706;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2022 januari;4.5;2.1;6.9
8707;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2022 februari;15.9;5.1;26.8
8708;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2022 maart;15.1;5.9;24.3
8709;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2022 april;16.5;10.9;22.1
8710;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2022 mei;17.4;12.1;22.7
8711;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2022 juni;14.8;8.2;21.4
8712;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2022 juli;17.1;13.8;20.5
8713;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2022 augustus;19.3;18.2;20.4
8714;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2022 september;24.2;23.2;25.3
8715;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2022 oktober;15.6;13.6;17.7
8716;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2022 november;19.7;15.2;24.1
8717;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2022 december;15.2;11.4;19.1
8718;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2023 januari;14.6;9.1;20.1
8719;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2023 februari;15.0;10.8;19.3
8720;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2023 maart;16.4;12.9;20.0
8721;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2023 april;13.1;9.5;16.7
8722;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2023 mei;10.3;9.7;10.9
8723;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2023 juni;9.0;9.4;8.6
8724;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2023 juli;6.7;6.7;6.7
8725;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2023 augustus;8.5;2.7;14.3
8726;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2023 september;5.0;-1.8;11.9
8727;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2023 oktober;9.8;7.8;11.7
8728;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2023 november;10.0;5.6;14.5
8729;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2023 december;13.6;6.9;20.4
8730;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2024 januari;16.7;14.7;18.7
8731;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2024 februari;12.7;12.1;13.3
8732;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2024 maart;13.5;6.8;20.3
8733;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2024 april;6.5;-3.7;16.7
8734;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2024 mei;4.4;-1.7;10.5
8735;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2024 juni;7.2;6.2;8.2
8736;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2024 juli;7.5;5.1;9.8
8737;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2024 augustus;3.6;4.8;2.4
8738;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2024 september;6.6;0.9;12.3
8739;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2024 oktober;14.8;2.5;27.1
8740;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2024 november;5.5;-1.4;12.5
8741;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2024 december;-1.4;-4.1;1.3
8742;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2025 januari;5.7;0.4;11.0
8743;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2025 februari;2.0;3.5;0.5
8744;R Cultuur, sport en recreatie;Waarde;Seizoengecorrigeerde cijfers;2025 maart;3.9;1.8;6.1
8745;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 januari;;;
8746;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 februari;;;
8747;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 maart;;;
8748;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 april;;;
8749;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 mei;;;
