ID;BedrijfstakkenBranchesSBI2008;Marges;Seizoencorrectie;Perioden;Personeelsindicator_1;OntwikkelingPersoneelssterkte_2;VerwachtingPersoneelssterkte_3
3365;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2014 maart;;;-16.5
3366;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2014 april;-17.0;-11.3;-22.6
3367;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2014 mei;;;-16.1
3368;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2014 juni;;;-18.9
3369;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2014 juli;-14.5;-6.3;-22.7
3370;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2014 augustus;;;-10.3
3371;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2014 september;;;-12.0
3372;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2014 oktober;-13.5;-14.8;-12.1
3373;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2014 november;;;-15.4
3374;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2014 december;;;-14.9
3375;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2015 januari;-15.7;-14.3;-17.1
3376;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2015 februari;;;-15.8
3377;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2015 maart;;;-15.8
3378;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2015 april;-11.7;-15.3;-8.1
3379;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2015 mei;;;-6.6
3380;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2015 juni;;;1.2
3381;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2015 juli;-8.6;-13.4;-3.7
3382;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2015 augustus;;;-4.9
3383;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2015 september;;;1.6
3384;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2015 oktober;1.1;2.6;-0.4
3385;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2015 november;;;3.5
3386;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2015 december;;;-0.6
3387;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2016 januari;0.3;5.0;-4.4
3388;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2016 februari;;;-3.1
3389;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2016 maart;;;-3.7
3390;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2016 april;1.0;2.4;-0.5
3391;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2016 mei;;;1.8
3392;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2016 juni;;;2.5
3393;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2016 juli;5.0;9.0;1.1
3394;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2016 augustus;;;1.8
3395;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2016 september;;;4.7
3396;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2016 oktober;9.2;12.8;5.6
3397;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2016 november;;;4.1
3398;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2016 december;;;6.1
3399;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2017 januari;5.1;2.3;8.0
3400;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2017 februari;;;10.0
3401;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2017 maart;;;9.2
3402;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2017 april;8.4;13.4;3.4
3403;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2017 mei;;;4.9
3404;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2017 juni;;;3.1
3405;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2017 juli;12.5;14.7;10.3
3406;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2017 augustus;;;6.2
3407;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2017 september;;;3.9
3408;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2017 oktober;9.3;10.8;7.8
3409;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2017 november;;;2.9
3410;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2017 december;;;10.3
3411;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2018 januari;15.2;10.9;19.6
3412;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2018 februari;;;14.8
3413;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2018 maart;;;10.9
3414;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2018 april;16.2;12.7;19.7
3415;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2018 mei;;;12.9
3416;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2018 juni;;;13.7
3417;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2018 juli;17.1;10.0;24.2
3418;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2018 augustus;;;13.8
3419;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2018 september;;;6.1
3420;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2018 oktober;13.3;14.3;12.3
3421;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2018 november;;;5.1
3422;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2018 december;;;2.4
3423;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2019 januari;3.2;6.9;-0.6
3424;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2019 februari;;;0.9
3425;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2019 maart;;;1.2
3426;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2019 april;-2.7;-8.8;3.5
3427;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2019 mei;;;-2.7
3428;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2019 juni;;;-5.3
3429;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2019 juli;-1.7;-4.5;1.2
3430;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2019 augustus;;;-5.1
3431;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2019 september;;;-2.3
3432;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2019 oktober;-3.2;-4.3;-2.0
3433;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2019 november;;;-2.5
3434;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2019 december;;;-0.1
3435;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2020 januari;-6.3;-8.5;-4.0
3436;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2020 februari;;;-0.9
3437;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2020 maart;;;-0.3
3438;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2020 april;-27.0;-13.8;-40.2
3439;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2020 mei;;;-24.3
3440;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2020 juni;;;-21.1
3441;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2020 juli;-17.2;-24.0;-10.3
3442;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2020 augustus;;;-12.5
3443;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2020 september;;;-15.4
3444;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2020 oktober;-16.6;-19.8;-13.5
3445;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2020 november;;;-11.2
3446;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2020 december;;;-9.0
3447;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2021 januari;-12.3;-18.6;-5.9
3448;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2021 februari;;;-6.6
3449;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2021 maart;;;-3.0
3450;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2021 april;-1.5;-2.5;-0.5
3451;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2021 mei;;;1.5
3452;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2021 juni;;;8.7
3453;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2021 juli;8.0;3.8;12.2
3454;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2021 augustus;;;11.6
3455;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2021 september;;;17.6
3456;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2021 oktober;8.2;5.2;11.2
3457;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2021 november;;;7.0
3458;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2021 december;;;11.2
3459;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2022 januari;-2.2;-2.2;-2.2
3460;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2022 februari;;;3.8
3461;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2022 maart;;;8.5
3462;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2022 april;6.2;-0.9;13.3
3463;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2022 mei;;;10.8
3464;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2022 juni;;;10.1
3465;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2022 juli;2.0;-3.2;7.1
3466;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2022 augustus;;;11.1
3467;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2022 september;;;8.3
3468;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2022 oktober;1.3;-5.7;8.2
3469;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2022 november;;;7.1
3470;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2022 december;;;-1.1
3471;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2023 januari;8.8;0.0;17.6
3472;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2023 februari;;;9.6
3473;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2023 maart;;;8.8
3474;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2023 april;3.0;-1.1;7.1
3475;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2023 mei;;;10.5
3476;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2023 juni;;;6.1
3477;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2023 juli;3.8;1.8;5.8
3478;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2023 augustus;;;9.8
3479;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2023 september;;;11.5
3480;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2023 oktober;8.4;5.3;11.6
3481;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2023 november;;;12.6
3482;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2023 december;;;10.1
3483;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2024 januari;1.5;2.5;0.6
3484;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2024 februari;;;10.7
3485;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2024 maart;;;9.3
3486;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2024 april;11.3;10.0;12.6
3487;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2024 mei;;;1.9
3488;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2024 juni;;;6.9
3489;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2024 juli;8.6;9.0;8.1
3490;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2024 augustus;;;5.0
3491;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2024 september;;;7.1
3492;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2024 oktober;9.3;6.3;12.3
3493;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2024 november;;;-0.9
3494;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2024 december;;;9.7
3495;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2025 januari;4.8;3.2;6.5
3496;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2025 februari;;;5.2
3497;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2025 maart;;;10.3
3498;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 januari;;;
3499;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 februari;;;
3500;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 maart;;;
3501;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 april;;;
3502;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 mei;;;
3503;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 juni;;;
3504;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 juli;;;
3505;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 augustus;;;
3506;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 september;;;
3507;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 oktober;;;
3508;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 november;;;
3509;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 december;;;
3510;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 januari;;;
3511;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 februari;;;
3512;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 maart;;;
3513;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 april;;;
3514;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 mei;;;
3515;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 juni;;;
3516;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 juli;;;
3517;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 augustus;;;
3518;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 september;;;
3519;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 oktober;;;
3520;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 november;;;
3521;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 december;;;
3522;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 januari;-18.9;-26.1;-14.6
3523;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 februari;;;-17.6
3524;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 maart;;;-23.2
3525;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 april;-23.7;-18.4;-31.6
3526;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 mei;;;-23.0
3527;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 juni;;;-25.4
3528;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 juli;-21.6;-15.3;-30.5
3529;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 augustus;;;-17.7
3530;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 september;;;-18.9
3531;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 oktober;-20.6;-24.2;-20.9
3532;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 november;;;-23.0
3533;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 december;;;-22.7
3534;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 januari;-23.0;-24.7;-24.4
3535;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 februari;;;-22.9
3536;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 maart;;;-23.8
3537;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 april;-18.6;-24.1;-15.7
3538;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 mei;;;-12.9
3539;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 juni;;;-4.9
3540;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 juli;-15.7;-22.4;-11.7
3541;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 augustus;;;-10.4
3542;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 september;;;-5.5
3543;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 oktober;-5.2;-5.8;-7.5
3544;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 november;;;-2.8
3545;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 december;;;-6.1
3546;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 januari;-5.2;-3.6;-10.3
3547;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 februari;;;-8.6
3548;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 maart;;;-10.0
3549;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 april;-3.7;-4.3;-5.2
3550;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 mei;;;-3.5
3551;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 juni;;;-4.2
3552;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 juli;-0.3;2.3;-5.4
3553;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 augustus;;;-3.5
3554;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 september;;;-0.2
3555;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 oktober;4.7;6.1;0.1
3556;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 november;;;-0.8
3557;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 december;;;-0.6
3558;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 januari;-0.6;-5.3;0.7
3559;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 februari;;;3.3
3560;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 maart;;;2.1
3561;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 april;3.5;6.5;-2.1
3562;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 mei;;;-0.4
3563;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 juni;;;-2.2
3564;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 juli;7.8;8.8;4.2
3565;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 augustus;;;0.5
3566;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 september;;;-2.0
3567;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 oktober;4.2;3.9;2.3
3568;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 november;;;-3.6
3569;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 december;;;3.8
3570;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 januari;8.7;3.1;11.4
3571;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 februari;;;8.3
3572;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 maart;;;4.2
3573;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 april;10.3;4.7;12.8
3574;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 mei;;;6.6
3575;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 juni;;;8.0
3576;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 juli;11.2;2.2;16.9
3577;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 augustus;;;7.9
3578;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 september;;;0.2
3579;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 oktober;9.2;7.8;6.6
3580;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 november;;;0.6
3581;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 december;;;-3.3
3582;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 januari;-1.7;0.4;-7.5
3583;45 Autohandel en -reparatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 februari;;;-5.2
