ID;BedrijfstakkenBranchesSBI2008;Perioden;IndexcijfersOmzet_1;OmzetontwikkelingTOVEenJaarEerder_2
123;49 Vervoer over land;2016 4e kwartaal;123.6;3.8
124;49 Vervoer over land;2016;114.3;3.0
125;49 Vervoer over land;2017 1e kwartaal;112.9;6.2
126;49 Vervoer over land;2017 2e kwartaal;121.2;4.8
127;49 Vervoer over land;2017 3e kwartaal;117.2;5.2
128;49 Vervoer over land;2017 4e kwartaal;128.7;4.1
129;49 Vervoer over land;2017;120.0;5.0
130;491-492 Vervoer per spoor;2005 1e kwartaal;78.2;
131;491-492 Vervoer per spoor;2005 2e kwartaal;84.0;
132;491-492 Vervoer per spoor;2005 3e kwartaal;79.3;
133;491-492 Vervoer per spoor;2005 4e kwartaal;90.2;
134;491-492 Vervoer per spoor;2005;82.9;
135;491-492 Vervoer per spoor;2006 1e kwartaal;88.0;12.5
136;491-492 Vervoer per spoor;2006 2e kwartaal;92.4;9.9
137;491-492 Vervoer per spoor;2006 3e kwartaal;87.6;10.5
138;491-492 Vervoer per spoor;2006 4e kwartaal;94.9;5.3
139;491-492 Vervoer per spoor;2006;90.7;9.4
140;491-492 Vervoer per spoor;2007 1e kwartaal;90.5;2.9
141;491-492 Vervoer per spoor;2007 2e kwartaal;94.7;2.6
142;491-492 Vervoer per spoor;2007 3e kwartaal;90.0;2.7
143;491-492 Vervoer per spoor;2007 4e kwartaal;101.1;6.5
144;491-492 Vervoer per spoor;2007;94.1;3.7
145;491-492 Vervoer per spoor;2008 1e kwartaal;96.6;6.7
146;491-492 Vervoer per spoor;2008 2e kwartaal;103.2;9.0
147;491-492 Vervoer per spoor;2008 3e kwartaal;97.3;8.0
148;491-492 Vervoer per spoor;2008 4e kwartaal;106.0;4.9
149;491-492 Vervoer per spoor;2008;100.8;7.1
150;491-492 Vervoer per spoor;2009 1e kwartaal;97.9;1.3
151;491-492 Vervoer per spoor;2009 2e kwartaal;103.6;0.4
152;491-492 Vervoer per spoor;2009 3e kwartaal;95.0;-2.3
153;491-492 Vervoer per spoor;2009 4e kwartaal;105.0;-1.0
154;491-492 Vervoer per spoor;2009;100.4;-0.4
155;491-492 Vervoer per spoor;2010 1e kwartaal;98.9;1.0
156;491-492 Vervoer per spoor;2010 2e kwartaal;101.9;-1.6
157;491-492 Vervoer per spoor;2010 3e kwartaal;96.0;1.1
158;491-492 Vervoer per spoor;2010 4e kwartaal;103.2;-1.7
159;491-492 Vervoer per spoor;2010;100.0;-0.4
160;491-492 Vervoer per spoor;2011 1e kwartaal;102.0;3.2
161;491-492 Vervoer per spoor;2011 2e kwartaal;104.7;2.8
162;491-492 Vervoer per spoor;2011 3e kwartaal;94.8;-1.3
163;491-492 Vervoer per spoor;2011 4e kwartaal;106.1;2.8
164;491-492 Vervoer per spoor;2011;101.9;1.9
165;491-492 Vervoer per spoor;2012 1e kwartaal;104.7;2.7
166;491-492 Vervoer per spoor;2012 2e kwartaal;106.9;2.0
167;491-492 Vervoer per spoor;2012 3e kwartaal;98.2;3.6
168;491-492 Vervoer per spoor;2012 4e kwartaal;108.9;2.7
169;491-492 Vervoer per spoor;2012;104.7;2.7
170;491-492 Vervoer per spoor;2013 1e kwartaal;108.4;3.5
171;491-492 Vervoer per spoor;2013 2e kwartaal;108.1;1.1
172;491-492 Vervoer per spoor;2013 3e kwartaal;101.3;3.2
173;491-492 Vervoer per spoor;2013 4e kwartaal;114.1;4.8
174;491-492 Vervoer per spoor;2013;108.0;3.1
175;491-492 Vervoer per spoor;2014 1e kwartaal;109.3;0.9
176;491-492 Vervoer per spoor;2014 2e kwartaal;112.3;4.0
177;491-492 Vervoer per spoor;2014 3e kwartaal;107.2;5.9
178;491-492 Vervoer per spoor;2014 4e kwartaal;113.6;-0.5
179;491-492 Vervoer per spoor;2014;110.6;2.5
180;491-492 Vervoer per spoor;2015 1e kwartaal;112.8;3.1
181;491-492 Vervoer per spoor;2015 2e kwartaal;115.9;3.1
182;491-492 Vervoer per spoor;2015 3e kwartaal;111.6;4.1
183;491-492 Vervoer per spoor;2015 4e kwartaal;116.9;2.9
184;491-492 Vervoer per spoor;2015;114.3;3.3
185;491-492 Vervoer per spoor;2016 1e kwartaal;116.5;3.3
186;491-492 Vervoer per spoor;2016 2e kwartaal;121.1;4.5
187;491-492 Vervoer per spoor;2016 3e kwartaal;113.2;1.4
188;491-492 Vervoer per spoor;2016 4e kwartaal;125.2;7.1
189;491-492 Vervoer per spoor;2016;119.0;4.1
190;491-492 Vervoer per spoor;2017 1e kwartaal;121.0;3.8
191;491-492 Vervoer per spoor;2017 2e kwartaal;122.2;0.9
192;491-492 Vervoer per spoor;2017 3e kwartaal;117.9;4.1
193;491-492 Vervoer per spoor;2017 4e kwartaal;132.6;5.9
194;491-492 Vervoer per spoor;2017;123.4;3.7
195;493 Personenvervoer over de weg;2005 1e kwartaal;73.6;
196;493 Personenvervoer over de weg;2005 2e kwartaal;83.0;
197;493 Personenvervoer over de weg;2005 3e kwartaal;77.6;
198;493 Personenvervoer over de weg;2005 4e kwartaal;83.2;
199;493 Personenvervoer over de weg;2005;79.4;
200;493 Personenvervoer over de weg;2006 1e kwartaal;73.2;-0.4
201;493 Personenvervoer over de weg;2006 2e kwartaal;83.5;0.6
202;493 Personenvervoer over de weg;2006 3e kwartaal;80.0;3.0
203;493 Personenvervoer over de weg;2006 4e kwartaal;82.1;-1.3
204;493 Personenvervoer over de weg;2006;79.7;0.4
205;493 Personenvervoer over de weg;2007 1e kwartaal;78.7;7.5
206;493 Personenvervoer over de weg;2007 2e kwartaal;88.9;6.4
207;493 Personenvervoer over de weg;2007 3e kwartaal;86.1;7.7
208;493 Personenvervoer over de weg;2007 4e kwartaal;94.1;14.5
209;493 Personenvervoer over de weg;2007;87.0;9.1
210;493 Personenvervoer over de weg;2008 1e kwartaal;85.9;9.1
211;493 Personenvervoer over de weg;2008 2e kwartaal;94.1;5.9
212;493 Personenvervoer over de weg;2008 3e kwartaal;92.3;7.2
213;493 Personenvervoer over de weg;2008 4e kwartaal;98.6;4.8
214;493 Personenvervoer over de weg;2008;92.7;6.6
215;493 Personenvervoer over de weg;2009 1e kwartaal;92.1;7.2
216;493 Personenvervoer over de weg;2009 2e kwartaal;101.7;8.0
217;493 Personenvervoer over de weg;2009 3e kwartaal;96.2;4.2
218;493 Personenvervoer over de weg;2009 4e kwartaal;104.1;5.6
219;493 Personenvervoer over de weg;2009;98.5;6.2
220;493 Personenvervoer over de weg;2010 1e kwartaal;95.4;3.6
221;493 Personenvervoer over de weg;2010 2e kwartaal;101.2;-0.4
222;493 Personenvervoer over de weg;2010 3e kwartaal;98.1;1.9
223;493 Personenvervoer over de weg;2010 4e kwartaal;105.3;1.2
224;493 Personenvervoer over de weg;2010;100.0;1.5
225;493 Personenvervoer over de weg;2011 1e kwartaal;96.4;1.1
226;493 Personenvervoer over de weg;2011 2e kwartaal;104.5;3.2
227;493 Personenvervoer over de weg;2011 3e kwartaal;101.2;3.2
228;493 Personenvervoer over de weg;2011 4e kwartaal;105.1;-0.2
229;493 Personenvervoer over de weg;2011;101.8;1.8
230;493 Personenvervoer over de weg;2012 1e kwartaal;98.7;2.4
231;493 Personenvervoer over de weg;2012 2e kwartaal;107.3;2.7
232;493 Personenvervoer over de weg;2012 3e kwartaal;98.6;-2.6
233;493 Personenvervoer over de weg;2012 4e kwartaal;108.0;2.8
234;493 Personenvervoer over de weg;2012;103.2;1.3
235;493 Personenvervoer over de weg;2013 1e kwartaal;96.5;-2.3
236;493 Personenvervoer over de weg;2013 2e kwartaal;105.0;-2.2
237;493 Personenvervoer over de weg;2013 3e kwartaal;99.4;0.9
238;493 Personenvervoer over de weg;2013 4e kwartaal;109.6;1.5
239;493 Personenvervoer over de weg;2013;102.6;-0.5
240;493 Personenvervoer over de weg;2014 1e kwartaal;95.1;-1.5
241;493 Personenvervoer over de weg;2014 2e kwartaal;103.6;-1.4
242;493 Personenvervoer over de weg;2014 3e kwartaal;97.5;-1.9
243;493 Personenvervoer over de weg;2014 4e kwartaal;103.8;-5.3
244;493 Personenvervoer over de weg;2014;100.0;-2.6
245;493 Personenvervoer over de weg;2015 1e kwartaal;95.5;0.4
246;493 Personenvervoer over de weg;2015 2e kwartaal;104.5;0.9
247;493 Personenvervoer over de weg;2015 3e kwartaal;101.4;4.0
248;493 Personenvervoer over de weg;2015 4e kwartaal;106.9;3.0
249;493 Personenvervoer over de weg;2015;102.1;2.1
250;493 Personenvervoer over de weg;2016 1e kwartaal;100.2;5.0
251;493 Personenvervoer over de weg;2016 2e kwartaal;107.8;3.2
252;493 Personenvervoer over de weg;2016 3e kwartaal;101.1;-0.3
253;493 Personenvervoer over de weg;2016 4e kwartaal;111.4;4.2
254;493 Personenvervoer over de weg;2016;105.2;3.0
255;493 Personenvervoer over de weg;2017 1e kwartaal;99.5;-0.7
256;493 Personenvervoer over de weg;2017 2e kwartaal;109.6;1.6
257;493 Personenvervoer over de weg;2017 3e kwartaal;106.1;4.9
258;493 Personenvervoer over de weg;2017 4e kwartaal;113.4;1.8
259;493 Personenvervoer over de weg;2017;107.2;1.9
260;4932 Vervoer per taxi;2005 1e kwartaal;70.7;
261;4932 Vervoer per taxi;2005 2e kwartaal;78.8;
262;4932 Vervoer per taxi;2005 3e kwartaal;73.9;
263;4932 Vervoer per taxi;2005 4e kwartaal;85.3;
264;4932 Vervoer per taxi;2005;77.1;
265;4932 Vervoer per taxi;2006 1e kwartaal;75.2;6.4
266;4932 Vervoer per taxi;2006 2e kwartaal;83.0;5.4
267;4932 Vervoer per taxi;2006 3e kwartaal;80.4;8.9
268;4932 Vervoer per taxi;2006 4e kwartaal;95.0;11.4
269;4932 Vervoer per taxi;2006;83.4;8.1
270;4932 Vervoer per taxi;2007 1e kwartaal;81.9;9.0
271;4932 Vervoer per taxi;2007 2e kwartaal;88.5;6.6
272;4932 Vervoer per taxi;2007 3e kwartaal;86.4;7.5
273;4932 Vervoer per taxi;2007 4e kwartaal;101.3;6.7
274;4932 Vervoer per taxi;2007;89.6;7.3
275;4932 Vervoer per taxi;2008 1e kwartaal;87.0;6.2
276;4932 Vervoer per taxi;2008 2e kwartaal;96.6;9.2
277;4932 Vervoer per taxi;2008 3e kwartaal;92.8;7.3
278;4932 Vervoer per taxi;2008 4e kwartaal;104.6;3.2
279;4932 Vervoer per taxi;2008;95.2;6.4
280;4932 Vervoer per taxi;2009 1e kwartaal;91.5;5.1
281;4932 Vervoer per taxi;2009 2e kwartaal;99.5;3.0
282;4932 Vervoer per taxi;2009 3e kwartaal;94.4;1.8
283;4932 Vervoer per taxi;2009 4e kwartaal;109.5;4.7
284;4932 Vervoer per taxi;2009;98.7;3.7
285;4932 Vervoer per taxi;2010 1e kwartaal;91.6;0.2
286;4932 Vervoer per taxi;2010 2e kwartaal;99.0;-0.5
287;4932 Vervoer per taxi;2010 3e kwartaal;98.2;4.0
288;4932 Vervoer per taxi;2010 4e kwartaal;111.1;1.5
289;4932 Vervoer per taxi;2010;100.0;1.3
290;4932 Vervoer per taxi;2011 1e kwartaal;93.0;1.4
291;4932 Vervoer per taxi;2011 2e kwartaal;101.9;3.0
292;4932 Vervoer per taxi;2011 3e kwartaal;97.4;-0.9
293;4932 Vervoer per taxi;2011 4e kwartaal;111.3;0.1
294;4932 Vervoer per taxi;2011;100.9;0.9
295;4932 Vervoer per taxi;2012 1e kwartaal;98.2;5.6
296;4932 Vervoer per taxi;2012 2e kwartaal;107.7;5.6
297;4932 Vervoer per taxi;2012 3e kwartaal;96.2;-1.2
298;4932 Vervoer per taxi;2012 4e kwartaal;111.0;-0.2
299;4932 Vervoer per taxi;2012;103.3;2.4
300;4932 Vervoer per taxi;2013 1e kwartaal;93.4;-4.9
301;4932 Vervoer per taxi;2013 2e kwartaal;103.5;-3.9
302;4932 Vervoer per taxi;2013 3e kwartaal;95.1;-1.2
303;4932 Vervoer per taxi;2013 4e kwartaal;109.1;-1.8
304;4932 Vervoer per taxi;2013;100.3;-2.9
305;4932 Vervoer per taxi;2014 1e kwartaal;88.9;-4.8
306;4932 Vervoer per taxi;2014 2e kwartaal;96.8;-6.5
307;4932 Vervoer per taxi;2014 3e kwartaal;87.3;-8.2
308;4932 Vervoer per taxi;2014 4e kwartaal;100.7;-7.7
309;4932 Vervoer per taxi;2014;93.4;-6.8
310;4932 Vervoer per taxi;2015 1e kwartaal;85.1;-4.2
311;4932 Vervoer per taxi;2015 2e kwartaal;95.3;-1.5
312;4932 Vervoer per taxi;2015 3e kwartaal;90.4;3.6
313;4932 Vervoer per taxi;2015 4e kwartaal;101.0;0.3
314;4932 Vervoer per taxi;2015;93.0;-0.5
315;4932 Vervoer per taxi;2016 1e kwartaal;91.0;6.9
316;4932 Vervoer per taxi;2016 2e kwartaal;98.5;3.3
317;4932 Vervoer per taxi;2016 3e kwartaal;90.3;-0.2
318;4932 Vervoer per taxi;2016 4e kwartaal;104.5;3.5
319;4932 Vervoer per taxi;2016;96.1;3.3
320;4932 Vervoer per taxi;2017 1e kwartaal;90.0;-1.1
321;4932 Vervoer per taxi;2017 2e kwartaal;101.2;2.7
322;4932 Vervoer per taxi;2017 3e kwartaal;94.4;4.6
323;4932 Vervoer per taxi;2017 4e kwartaal;107.4;2.7
324;4932 Vervoer per taxi;2017;98.2;2.2
325;4939 Overig personenvervoer over de weg;2005 1e kwartaal;76.4;
326;4939 Overig personenvervoer over de weg;2005 2e kwartaal;88.0;
327;4939 Overig personenvervoer over de weg;2005 3e kwartaal;81.8;
328;4939 Overig personenvervoer over de weg;2005 4e kwartaal;81.3;
329;4939 Overig personenvervoer over de weg;2005;81.9;
330;4939 Overig personenvervoer over de weg;2006 1e kwartaal;71.2;-6.7
331;4939 Overig personenvervoer over de weg;2006 2e kwartaal;84.8;-3.7
332;4939 Overig personenvervoer over de weg;2006 3e kwartaal;80.0;-2.2
333;4939 Overig personenvervoer over de weg;2006 4e kwartaal;69.9;-14.1
334;4939 Overig personenvervoer over de weg;2006;76.5;-6.6
335;4939 Overig personenvervoer over de weg;2007 1e kwartaal;75.4;5.9
336;4939 Overig personenvervoer over de weg;2007 2e kwartaal;90.4;6.6
337;4939 Overig personenvervoer over de weg;2007 3e kwartaal;86.7;8.4
338;4939 Overig personenvervoer over de weg;2007 4e kwartaal;87.3;24.9
339;4939 Overig personenvervoer over de weg;2007;85.0;11.1
340;4939 Overig personenvervoer over de weg;2008 1e kwartaal;84.6;12.1
341;4939 Overig personenvervoer over de weg;2008 2e kwartaal;92.9;2.8
342;4939 Overig personenvervoer over de weg;2008 3e kwartaal;92.5;6.7
343;4939 Overig personenvervoer over de weg;2008 4e kwartaal;92.9;6.5
344;4939 Overig personenvervoer over de weg;2008;90.7;6.8
345;4939 Overig personenvervoer over de weg;2009 1e kwartaal;92.9;9.8
346;4939 Overig personenvervoer over de weg;2009 2e kwartaal;104.7;12.7
347;4939 Overig personenvervoer over de weg;2009 3e kwartaal;98.7;6.7
348;4939 Overig personenvervoer over de weg;2009 4e kwartaal;98.3;5.8
349;4939 Overig personenvervoer over de weg;2009;98.6;8.7
350;4939 Overig personenvervoer over de weg;2010 1e kwartaal;99.2;6.8
351;4939 Overig personenvervoer over de weg;2010 2e kwartaal;104.3;-0.4
352;4939 Overig personenvervoer over de weg;2010 3e kwartaal;97.6;-1.1
353;4939 Overig personenvervoer over de weg;2010 4e kwartaal;98.8;0.6
354;4939 Overig personenvervoer over de weg;2010;100.0;1.4
355;4939 Overig personenvervoer over de weg;2011 1e kwartaal;99.5;0.2
356;4939 Overig personenvervoer over de weg;2011 2e kwartaal;107.1;2.7
357;4939 Overig personenvervoer over de weg;2011 3e kwartaal;104.6;7.1
358;4939 Overig personenvervoer over de weg;2011 4e kwartaal;98.6;-0.2
359;4939 Overig personenvervoer over de weg;2011;102.5;2.5
360;4939 Overig personenvervoer over de weg;2012 1e kwartaal;98.7;-0.8
361;4939 Overig personenvervoer over de weg;2012 2e kwartaal;107.1;0.0
362;4939 Overig personenvervoer over de weg;2012 3e kwartaal;100.3;-4.1
363;4939 Overig personenvervoer over de weg;2012 4e kwartaal;105.6;7.1
364;4939 Overig personenvervoer over de weg;2012;102.9;0.5
365;4939 Overig personenvervoer over de weg;2013 1e kwartaal;100.4;1.7
366;4939 Overig personenvervoer over de weg;2013 2e kwartaal;108.1;0.9
367;4939 Overig personenvervoer over de weg;2013 3e kwartaal;104.8;4.5
368;4939 Overig personenvervoer over de weg;2013 4e kwartaal;111.4;5.5
369;4939 Overig personenvervoer over de weg;2013;106.2;3.1
370;4939 Overig personenvervoer over de weg;2014 1e kwartaal;101.9;1.5
371;4939 Overig personenvervoer over de weg;2014 2e kwartaal;111.7;3.3
372;4939 Overig personenvervoer over de weg;2014 3e kwartaal;108.3;3.3
373;4939 Overig personenvervoer over de weg;2014 4e kwartaal;106.2;-4.7
374;4939 Overig personenvervoer over de weg;2014;107.0;0.8
375;4939 Overig personenvervoer over de weg;2015 1e kwartaal;105.8;3.9
376;4939 Overig personenvervoer over de weg;2015 2e kwartaal;114.4;2.4
377;4939 Overig personenvervoer over de weg;2015 3e kwartaal;112.6;4.0
378;4939 Overig personenvervoer over de weg;2015 4e kwartaal;112.5;6.0
379;4939 Overig personenvervoer over de weg;2015;111.3;4.1
380;4939 Overig personenvervoer over de weg;2016 1e kwartaal;108.5;2.5
381;4939 Overig personenvervoer over de weg;2016 2e kwartaal;117.1;2.4
382;4939 Overig personenvervoer over de weg;2016 3e kwartaal;111.9;-0.7
383;4939 Overig personenvervoer over de weg;2016 4e kwartaal;117.5;4.4
384;4939 Overig personenvervoer over de weg;2016;113.8;2.2
385;4939 Overig personenvervoer over de weg;2017 1e kwartaal;108.2;-0.3
386;4939 Overig personenvervoer over de weg;2017 2e kwartaal;117.8;0.6
387;4939 Overig personenvervoer over de weg;2017 3e kwartaal;117.5;5.0
388;4939 Overig personenvervoer over de weg;2017 4e kwartaal;119.0;1.2
389;4939 Overig personenvervoer over de weg;2017;115.6;1.6
390;494 Goederenvervoer over de weg;2005 1e kwartaal;78.4;
391;494 Goederenvervoer over de weg;2005 2e kwartaal;88.7;
392;494 Goederenvervoer over de weg;2005 3e kwartaal;87.6;
393;494 Goederenvervoer over de weg;2005 4e kwartaal;100.0;
394;494 Goederenvervoer over de weg;2005;88.7;
395;494 Goederenvervoer over de weg;2006 1e kwartaal;87.8;12.1
396;494 Goederenvervoer over de weg;2006 2e kwartaal;99.5;12.2
397;494 Goederenvervoer over de weg;2006 3e kwartaal;97.0;10.8
398;494 Goederenvervoer over de weg;2006 4e kwartaal;109.4;9.4
399;494 Goederenvervoer over de weg;2006;98.4;11.0
400;494 Goederenvervoer over de weg;2007 1e kwartaal;96.9;10.4
401;494 Goederenvervoer over de weg;2007 2e kwartaal;108.1;8.5
402;494 Goederenvervoer over de weg;2007 3e kwartaal;105.1;8.3
403;494 Goederenvervoer over de weg;2007 4e kwartaal;114.0;4.2
404;494 Goederenvervoer over de weg;2007;106.0;7.7
405;494 Goederenvervoer over de weg;2008 1e kwartaal;102.6;5.8
406;494 Goederenvervoer over de weg;2008 2e kwartaal;113.5;5.1
407;494 Goederenvervoer over de weg;2008 3e kwartaal;110.9;5.5
408;494 Goederenvervoer over de weg;2008 4e kwartaal;114.4;0.4
409;494 Goederenvervoer over de weg;2008;110.3;4.1
410;494 Goederenvervoer over de weg;2009 1e kwartaal;90.9;-11.4
411;494 Goederenvervoer over de weg;2009 2e kwartaal;98.5;-13.3
412;494 Goederenvervoer over de weg;2009 3e kwartaal;95.7;-13.7
413;494 Goederenvervoer over de weg;2009 4e kwartaal;103.9;-9.2
414;494 Goederenvervoer over de weg;2009;97.2;-11.9
415;494 Goederenvervoer over de weg;2010 1e kwartaal;87.4;-3.9
416;494 Goederenvervoer over de weg;2010 2e kwartaal;100.6;2.2
417;494 Goederenvervoer over de weg;2010 3e kwartaal;99.9;4.4
418;494 Goederenvervoer over de weg;2010 4e kwartaal;112.1;7.9
419;494 Goederenvervoer over de weg;2010;100.0;2.8
420;494 Goederenvervoer over de weg;2011 1e kwartaal;97.3;11.4
421;494 Goederenvervoer over de weg;2011 2e kwartaal;107.3;6.6
422;494 Goederenvervoer over de weg;2011 3e kwartaal;103.9;4.0
423;494 Goederenvervoer over de weg;2011 4e kwartaal;110.7;-1.2
