ID;Geslacht;Persoonskenmerken;GeboortelandOuders;Herkomstland;RegioS;Perioden;BeroepsEnNietBeroepsbevolking_1;WerkzameBeroepsbevolking_2;NettoArbeidsparticipatie_3;Werknemer_4;WerknemerMetVasteArbeidsrelatie_5;WerknemerMetFlexibeleArbeidsrelatie_6;Zelfstandige_7
27;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zuidwest-Overijssel (CR);2021;118030.0;83760.0;71.0;86.0;58.0;28.0;14.0
28;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Twente (CR);2021;471280.0;325180.0;69.0;86.0;58.0;28.0;14.0
29;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Veluwe (CR);2021;513470.0;366330.0;71.0;83.0;56.0;26.0;17.0
30;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Achterhoek (CR);2021;298880.0;209430.0;70.0;83.0;58.0;25.0;17.0
31;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Arnhem/Nijmegen (CR);2021;567390.0;388380.0;68.0;85.0;56.0;29.0;15.0
32;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zuidwest-Gelderland (CR);2021;187670.0;136130.0;73.0;81.0;56.0;25.0;19.0
33;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Utrecht (CR);2021;1019990.0;737070.0;72.0;83.0;56.0;27.0;17.0
34;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Kop van Noord-Holland (CR);2021;283960.0;198800.0;70.0;82.0;56.0;26.0;18.0
35;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Alkmaar en omgeving (CR);2021;186640.0;129970.0;70.0;83.0;57.0;26.0;17.0
36;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;IJmond (CR);2021;148790.0;104790.0;70.0;85.0;59.0;25.0;15.0
37;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Agglomeratie Haarlem (CR);2021;168870.0;118010.0;70.0;80.0;54.0;25.0;20.0
38;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zaanstreek (CR);2021;129610.0;88840.0;69.0;84.0;57.0;27.0;16.0
39;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Groot-Amsterdam (CR);2021;1089630.0;751710.0;69.0;81.0;51.0;30.0;19.0
40;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Het Gooi en Vechtstreek (CR);2021;188190.0;130580.0;69.0;78.0;54.0;24.0;22.0
41;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2021;326580.0;233410.0;71.0;85.0;57.0;27.0;15.0
42;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Agglomeratie 's-Gravenhage (CR);2021;669330.0;437760.0;65.0;82.0;54.0;27.0;18.0
43;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Delft en Westland (CR);2021;180700.0;126100.0;70.0;84.0;55.0;28.0;16.0
44;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Oost-Zuid-Holland (CR);2021;251110.0;182520.0;73.0;83.0;59.0;25.0;17.0
45;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Groot-Rijnmond (CR);2021;1101010.0;739770.0;67.0;85.0;56.0;29.0;15.0
46;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zuidoost-Zuid-Holland (CR);2021;274220.0;191770.0;70.0;85.0;60.0;25.0;15.0
47;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zeeuwsch-Vlaanderen (CR);2021;77720.0;51310.0;66.0;84.0;62.0;22.0;16.0
48;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Overig Zeeland (CR);2021;205550.0;143610.0;70.0;82.0;56.0;25.0;18.0
49;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;West-Noord-Brabant (CR);2021;479590.0;333170.0;69.0;84.0;58.0;27.0;16.0
50;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Midden-Noord-Brabant (CR);2021;373000.0;266080.0;71.0;84.0;56.0;28.0;16.0
51;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Noordoost-Noord-Brabant (CR);2021;496960.0;358070.0;72.0;83.0;57.0;26.0;17.0
52;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zuidoost-Noord-Brabant (CR);2021;592900.0;420170.0;71.0;84.0;57.0;27.0;16.0
53;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Noord-Limburg (CR);2021;213980.0;151500.0;71.0;86.0;58.0;28.0;14.0
54;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Midden-Limburg (CR);2021;178950.0;121560.0;68.0;84.0;59.0;25.0;16.0
55;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zuid-Limburg (CR);2021;449540.0;277040.0;62.0;86.0;59.0;27.0;14.0
56;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Flevoland (CR);2021;324620.0;229320.0;71.0;85.0;55.0;30.0;15.0
57;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Aa en Hunze;2021;18830.0;12750.0;68.0;80.0;58.0;22.0;20.0
58;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Aalsmeer;2021;23670.0;17960.0;76.0;83.0;57.0;25.0;17.0
59;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Aalten;2021;19910.0;14550.0;73.0;84.0;61.0;23.0;16.0
60;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Achtkarspelen;2021;20660.0;14050.0;68.0;82.0;56.0;26.0;18.0
61;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Alblasserdam;2021;14320.0;10150.0;71.0;85.0;60.0;25.0;15.0
62;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Albrandswaard;2021;18870.0;13800.0;73.0;85.0;63.0;22.0;15.0
63;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Alkmaar;2021;83740.0;58130.0;69.0;84.0;58.0;26.0;16.0
64;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Almelo;2021;54300.0;35380.0;65.0;87.0;57.0;30.0;13.0
65;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Almere;2021;165620.0;116010.0;70.0;86.0;57.0;30.0;14.0
66;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Alphen aan den Rijn;2021;84080.0;61450.0;73.0;84.0;60.0;25.0;16.0
67;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Alphen-Chaam;2021;7730.0;5710.0;74.0;77.0;55.0;21.0;23.0
68;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Altena;2021;41690.0;30760.0;74.0;80.0;56.0;24.0;20.0
69;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Ameland;2021;2780.0;2090.0;75.0;74.0;48.0;26.0;26.0
70;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Amersfoort;2021;118470.0;86810.0;73.0;85.0;58.0;27.0;15.0
71;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Amstelveen;2021;66140.0;44440.0;67.0;82.0;55.0;27.0;18.0
72;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Amsterdam;2021;697770.0;473360.0;68.0;79.0;47.0;32.0;21.0
73;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Apeldoorn;2021;121910.0;84680.0;69.0;85.0;58.0;27.0;15.0
74;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Arnhem;2021;125600.0;83870.0;67.0;85.0;54.0;31.0;15.0
75;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Assen;2021;50600.0;34380.0;68.0;89.0;61.0;28.0;11.0
76;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Asten;2021;12760.0;9310.0;73.0;79.0;53.0;26.0;21.0
77;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Baarle-Nassau;2021;5040.0;3550.0;70.0;75.0;54.0;21.0;25.0
78;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Baarn;2021;17200.0;11970.0;70.0;78.0;55.0;23.0;22.0
79;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Barendrecht;2021;36100.0;26190.0;73.0;85.0;61.0;24.0;15.0
80;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Barneveld;2021;42330.0;32510.0;77.0;78.0;54.0;25.0;22.0
81;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Beek (L.);2021;11920.0;7930.0;67.0;85.0;61.0;24.0;15.0
82;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Beekdaelen;2021;26800.0;17800.0;66.0;83.0;61.0;23.0;17.0
83;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Beesel;2021;10120.0;7080.0;70.0;87.0;62.0;25.0;13.0
84;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Berg en Dal;2021;25970.0;17720.0;68.0;83.0;58.0;24.0;17.0
85;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Bergeijk;2021;14100.0;10480.0;74.0;80.0;56.0;24.0;20.0
86;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Bergen (L.);2021;10050.0;7110.0;71.0;84.0;59.0;25.0;16.0
87;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Bergen (NH.);2021;21180.0;13700.0;65.0;72.0;50.0;22.0;28.0
88;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Bergen op Zoom;2021;50270.0;33220.0;66.0;86.0;58.0;27.0;14.0
89;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Berkelland;2021;32540.0;23390.0;72.0;83.0;58.0;25.0;17.0
90;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Bernheze;2021;23520.0;17530.0;75.0;81.0;56.0;25.0;19.0
91;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Best;2021;23140.0;16740.0;72.0;87.0;60.0;26.0;13.0
92;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Beuningen;2021;20080.0;14540.0;72.0;84.0;61.0;24.0;16.0
93;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Beverwijk;2021;31800.0;22230.0;70.0;86.0;59.0;27.0;14.0
94;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;De Bilt;2021;30630.0;21240.0;69.0;78.0;55.0;23.0;22.0
95;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Bladel;2021;15370.0;11720.0;76.0;83.0;57.0;25.0;17.0
96;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Blaricum;2021;8550.0;5670.0;66.0;71.0;51.0;20.0;29.0
97;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Bloemendaal;2021;15950.0;10560.0;66.0;70.0;49.0;21.0;30.0
98;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Bodegraven-Reeuwijk;2021;25930.0;19340.0;75.0;79.0;56.0;23.0;21.0
99;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Boekel;2021;8110.0;6250.0;77.0;80.0;55.0;25.0;20.0
100;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Borger-Odoorn;2021;19290.0;12780.0;66.0;81.0;57.0;24.0;19.0
101;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Borne;2021;17170.0;12390.0;72.0;86.0;62.0;24.0;14.0
102;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Borsele;2021;16800.0;12320.0;73.0;81.0;58.0;23.0;19.0
103;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Boxtel;2021;24570.0;17430.0;71.0;84.0;58.0;26.0;16.0
104;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Breda;2021;139250.0;98280.0;71.0;84.0;55.0;30.0;16.0
105;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Brielle;2021;13180.0;9400.0;71.0;85.0;61.0;24.0;15.0
106;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Bronckhorst;2021;26980.0;19160.0;71.0;79.0;55.0;24.0;21.0
107;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Brummen;2021;15390.0;10840.0;70.0;83.0;59.0;24.0;17.0
108;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Brunssum;2021;20750.0;12850.0;62.0;88.0;63.0;25.0;12.0
109;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Bunnik;2021;10850.0;8020.0;74.0;81.0;58.0;23.0;19.0
110;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Bunschoten;2021;16210.0;12570.0;78.0;82.0;59.0;22.0;18.0
111;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Buren;2021;20710.0;15170.0;73.0;77.0;55.0;22.0;23.0
112;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Capelle aan den IJssel;2021;50420.0;33730.0;67.0;86.0;58.0;28.0;14.0
113;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Castricum;2021;26250.0;18670.0;71.0;81.0;57.0;24.0;19.0
114;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Coevorden;2021;26120.0;17440.0;67.0;82.0;56.0;26.0;18.0
115;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Cranendonck;2021;15240.0;10660.0;70.0;81.0;59.0;22.0;19.0
116;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Culemborg;2021;22020.0;15600.0;71.0;85.0;59.0;26.0;15.0
117;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Dalfsen;2021;21230.0;16050.0;76.0;83.0;59.0;24.0;17.0
118;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Dantumadiel;2021;13760.0;9300.0;68.0;82.0;56.0;26.0;18.0
119;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Delft;2021;83410.0;51990.0;62.0;86.0;53.0;33.0;14.0
120;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Deurne;2021;24010.0;17420.0;73.0;81.0;57.0;24.0;19.0
121;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Deventer;2021;76210.0;52800.0;69.0;86.0;57.0;29.0;14.0
122;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Diemen;2021;24650.0;17040.0;69.0;84.0;52.0;32.0;16.0
123;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Dijk en Waard;2021;64290.0;46050.0;72.0;85.0;59.0;26.0;15.0
124;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Dinkelland;2021;19840.0;15180.0;76.0;82.0;58.0;24.0;18.0
125;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Doesburg;2021;8470.0;5210.0;62.0;84.0;57.0;26.0;16.0
126;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Doetinchem;2021;43550.0;29990.0;69.0;85.0;58.0;27.0;15.0
127;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Dongen;2021;19720.0;14310.0;73.0;86.0;61.0;25.0;14.0
128;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Dordrecht;2021;89440.0;60020.0;67.0;86.0;59.0;27.0;14.0
129;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Drechterland;2021;14880.0;10770.0;72.0;79.0;55.0;24.0;21.0
130;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Drimmelen;2021;20550.0;14880.0;72.0;82.0;59.0;23.0;18.0
131;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Dronten;2021;31470.0;22680.0;72.0;84.0;56.0;28.0;16.0
132;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Druten;2021;14320.0;10380.0;73.0;85.0;60.0;24.0;15.0
133;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Duiven;2021;19290.0;13730.0;71.0;87.0;60.0;27.0;13.0
134;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Echt-Susteren;2021;23660.0;15530.0;66.0;84.0;61.0;23.0;16.0
135;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Edam-Volendam;2021;27480.0;20190.0;73.0;77.0;56.0;22.0;23.0
136;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Ede;2021;87070.0;63310.0;73.0;82.0;56.0;26.0;18.0
137;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Eemnes;2021;7000.0;5110.0;73.0;78.0;53.0;24.0;22.0
138;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Eemsdelta;2021;33310.0;20960.0;63.0;86.0;59.0;27.0;14.0
139;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Eersel;2021;14360.0;10670.0;74.0;81.0;58.0;23.0;19.0
140;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Eijsden-Margraten;2021;19120.0;13460.0;70.0;82.0;61.0;21.0;18.0
141;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Eindhoven;2021;183160.0;126020.0;69.0;87.0;55.0;32.0;13.0
142;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Elburg;2021;17030.0;12390.0;73.0;84.0;58.0;26.0;16.0
143;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Emmen;2021;80080.0;50920.0;64.0;86.0;57.0;29.0;14.0
144;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Enkhuizen;2021;13910.0;9510.0;68.0;82.0;57.0;26.0;18.0
145;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Enschede;2021;122560.0;77290.0;63.0;87.0;54.0;34.0;13.0
146;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Epe;2021;24170.0;16720.0;69.0;82.0;57.0;25.0;18.0
147;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Ermelo;2021;19130.0;13660.0;71.0;81.0;55.0;26.0;19.0
148;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Etten-Leur;2021;32560.0;22780.0;70.0;86.0;61.0;25.0;14.0
149;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;De Fryske Marren;2021;37840.0;27020.0;71.0;78.0;53.0;25.0;22.0
150;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Geertruidenberg;2021;16340.0;11770.0;72.0;86.0;61.0;25.0;14.0
151;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Geldrop-Mierlo;2021;29850.0;20880.0;70.0;85.0;59.0;25.0;15.0
152;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Gemert-Bakel;2021;23190.0;16980.0;73.0;81.0;58.0;24.0;19.0
153;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Gennep;2021;12410.0;8720.0;70.0;85.0;60.0;25.0;15.0
154;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Gilze en Rijen;2021;19460.0;13960.0;72.0;86.0;60.0;26.0;14.0
155;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Goeree-Overflakkee;2021;37250.0;26930.0;72.0;83.0;60.0;23.0;17.0
156;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Goes;2021;28420.0;20000.0;70.0;85.0;58.0;26.0;15.0
157;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Goirle;2021;17470.0;12480.0;71.0;84.0;61.0;22.0;16.0
158;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Gooise Meren;2021;41350.0;28970.0;70.0;75.0;53.0;23.0;25.0
159;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Gorinchem;2021;28150.0;19580.0;70.0;85.0;59.0;26.0;15.0
160;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Gouda;2021;55350.0;38480.0;70.0;86.0;59.0;27.0;14.0
161;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;'s-Gravenhage (gemeente);2021;419180.0;267500.0;64.0;79.0;50.0;29.0;21.0
162;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Groningen (gemeente);2021;188780.0;123000.0;65.0;87.0;49.0;38.0;13.0
163;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Gulpen-Wittem;2021;10570.0;7010.0;66.0;79.0;57.0;22.0;21.0
164;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Haaksbergen;2021;17720.0;12780.0;72.0;84.0;59.0;25.0;16.0
165;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Haarlem;2021;121870.0;86630.0;71.0;82.0;55.0;26.0;18.0
166;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Haarlemmermeer;2021;119670.0;86720.0;72.0;84.0;58.0;26.0;16.0
167;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Halderberge;2021;22780.0;15750.0;69.0;84.0;59.0;25.0;16.0
168;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hardenberg;2021;45130.0;33570.0;74.0;84.0;58.0;27.0;16.0
169;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Harderwijk;2021;35800.0;25570.0;71.0;85.0;58.0;27.0;15.0
170;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hardinxveld-Giessendam;2021;13230.0;9870.0;75.0;84.0;60.0;23.0;16.0
171;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Harlingen;2021;11590.0;7510.0;65.0;83.0;56.0;27.0;17.0
172;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hattem;2021;8840.0;6380.0;72.0;84.0;59.0;24.0;16.0
173;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Heemskerk;2021;28830.0;20140.0;70.0;87.0;62.0;25.0;13.0
174;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Heemstede;2021;18470.0;12610.0;68.0;76.0;55.0;21.0;24.0
175;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Heerde;2021;13730.0;9710.0;71.0;84.0;61.0;23.0;16.0
176;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Heerenveen;2021;37420.0;25930.0;69.0;84.0;57.0;26.0;16.0
177;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Heerlen;2021;65570.0;38700.0;59.0;88.0;58.0;29.0;12.0
178;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Heeze-Leende;2021;11930.0;8700.0;73.0;79.0;57.0;22.0;21.0
179;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Heiloo;2021;17440.0;12080.0;69.0;81.0;56.0;25.0;19.0
180;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Den Helder;2021;41560.0;27180.0;65.0;90.0;63.0;27.0;10.0
181;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hellendoorn;2021;26430.0;19140.0;72.0;87.0;61.0;25.0;13.0
