ID;Technologiegebied;Perioden;Patentaanvragers_1;Patentaanvragen_2;AanvragersMetSamenwerkingBuitenland_3;AanvragenMetSamenwerkingBuitenland_4;Patentaanvragers_5;Patentaanvragen_6;AanvragersMetSamenwerkingBuitenland_7;AanvragenMetSamenwerkingBuitenland_8
0;Totaal technologiegebieden;2013;910.0;4130.0;70.0;545.0;1160.0;1490.0;0.0;0.0
1;Totaal technologiegebieden;2014;910.0;4385.0;70.0;440.0;1175.0;1660.0;15.0;15.0
2;Totaal technologiegebieden;2015;925.0;4585.0;70.0;455.0;1135.0;1705.0;10.0;10.0
3;Totaal technologiegebieden;2016;910.0;4195.0;65.0;455.0;1115.0;1615.0;10.0;10.0
4;Totaal technologiegebieden;2017;905.0;4260.0;50.0;365.0;1100.0;1665.0;10.0;10.0
5;Totaal technologiegebieden;2018;900.0;4195.0;80.0;365.0;1075.0;1635.0;15.0;15.0
6;Totaal technologiegebieden;2019;935.0;4270.0;75.0;380.0;1065.0;1720.0;15.0;15.0
7;Totaal technologiegebieden;2020;975.0;4245.0;85.0;485.0;1105.0;1645.0;20.0;20.0
8;Totaal technologiegebieden;2021;830.0;3465.0;60.0;375.0;1100.0;1635.0;20.0;15.0
9;A Menselijke levensbehoeften;2013;245.0;1010.0;15.0;145.0;285.0;340.0;0.0;0.0
10;A Menselijke levensbehoeften;2014;225.0;1005.0;20.0;125.0;320.0;410.0;5.0;5.0
11;A Menselijke levensbehoeften;2015;240.0;1120.0;20.0;140.0;305.0;410.0;0.0;0.0
12;A Menselijke levensbehoeften;2016;260.0;1075.0;15.0;165.0;315.0;425.0;5.0;5.0
13;A Menselijke levensbehoeften;2017;260.0;1130.0;15.0;135.0;310.0;415.0;5.0;5.0
14;A Menselijke levensbehoeften;2018;265.0;1145.0;20.0;120.0;305.0;410.0;5.0;5.0
15;A Menselijke levensbehoeften;2019;260.0;1090.0;20.0;100.0;330.0;450.0;5.0;5.0
16;A Menselijke levensbehoeften;2020;265.0;1080.0;20.0;135.0;350.0;460.0;5.0;5.0
17;A Menselijke levensbehoeften;2021;225.0;835.0;15.0;85.0;325.0;440.0;5.0;5.0
18;A1 Landbouw;2013;70.0;130.0;0.0;5.0;105.0;140.0;0.0;0.0
19;A1 Landbouw;2014;55.0;110.0;5.0;5.0;110.0;150.0;0.0;0.0
20;A1 Landbouw;2015;50.0;155.0;0.0;10.0;80.0;150.0;0.0;0.0
21;A1 Landbouw;2016;60.0;115.0;0.0;5.0;90.0;130.0;0.0;0.0
22;A1 Landbouw;2017;55.0;115.0;0.0;5.0;85.0;110.0;5.0;0.0
23;A1 Landbouw;2018;60.0;115.0;0.0;5.0;95.0;125.0;0.0;0.0
24;A1 Landbouw;2019;65.0;130.0;0.0;0.0;100.0;150.0;5.0;5.0
25;A1 Landbouw;2020;55.0;135.0;5.0;10.0;95.0;135.0;0.0;5.0
26;A1 Landbouw;2021;65.0;110.0;0.0;5.0;100.0;145.0;0.0;0.0
27;A2 Voedingsmiddelen en tabak;2013;30.0;145.0;0.0;30.0;25.0;35.0;0.0;0.0
28;A2 Voedingsmiddelen en tabak;2014;30.0;150.0;0.0;30.0;25.0;50.0;0.0;0.0
29;A2 Voedingsmiddelen en tabak;2015;40.0;205.0;5.0;45.0;30.0;45.0;0.0;0.0
30;A2 Voedingsmiddelen en tabak;2016;30.0;150.0;0.0;40.0;30.0;60.0;0.0;0.0
31;A2 Voedingsmiddelen en tabak;2017;40.0;145.0;0.0;15.0;35.0;60.0;0.0;0.0
32;A2 Voedingsmiddelen en tabak;2018;25.0;155.0;0.0;15.0;25.0;40.0;0.0;0.0
33;A2 Voedingsmiddelen en tabak;2019;30.0;150.0;5.0;10.0;35.0;55.0;0.0;0.0
34;A2 Voedingsmiddelen en tabak;2020;30.0;130.0;0.0;10.0;40.0;50.0;0.0;0.0
35;A2 Voedingsmiddelen en tabak;2021;40.0;110.0;5.0;10.0;40.0;55.0;0.0;0.0
36;A3 Persoonlijke of huishoudelijke art.;2013;35.0;100.0;5.0;10.0;70.0;70.0;0.0;0.0
37;A3 Persoonlijke of huishoudelijke art.;2014;30.0;95.0;0.0;5.0;85.0;90.0;0.0;0.0
38;A3 Persoonlijke of huishoudelijke art.;2015;25.0;85.0;5.0;5.0;80.0;85.0;0.0;0.0
39;A3 Persoonlijke of huishoudelijke art.;2016;45.0;115.0;0.0;10.0;85.0;110.0;0.0;0.0
40;A3 Persoonlijke of huishoudelijke art.;2017;35.0;95.0;0.0;5.0;70.0;80.0;0.0;5.0
41;A3 Persoonlijke of huishoudelijke art.;2018;40.0;130.0;0.0;5.0;70.0;80.0;0.0;0.0
42;A3 Persoonlijke of huishoudelijke art.;2019;30.0;115.0;0.0;5.0;75.0;80.0;0.0;0.0
43;A3 Persoonlijke of huishoudelijke art.;2020;35.0;115.0;0.0;5.0;80.0;90.0;0.0;0.0
44;A3 Persoonlijke of huishoudelijke art.;2021;25.0;70.0;0.0;5.0;70.0;75.0;0.0;0.0
45;A4 Gezondheid en amusement;2013;115.0;635.0;10.0;105.0;80.0;95.0;0.0;0.0
46;A4 Gezondheid en amusement;2014;110.0;645.0;10.0;85.0;100.0;120.0;5.0;0.0
47;A4 Gezondheid en amusement;2015;125.0;670.0;10.0;80.0;115.0;130.0;0.0;0.0
48;A4 Gezondheid en amusement;2016;125.0;690.0;10.0;110.0;110.0;125.0;0.0;0.0
49;A4 Gezondheid en amusement;2017;130.0;775.0;10.0;110.0;120.0;165.0;0.0;0.0
50;A4 Gezondheid en amusement;2018;140.0;745.0;15.0;90.0;115.0;160.0;5.0;5.0
51;A4 Gezondheid en amusement;2019;135.0;695.0;10.0;85.0;120.0;160.0;0.0;0.0
52;A4 Gezondheid en amusement;2020;140.0;705.0;15.0;115.0;140.0;180.0;5.0;0.0
53;A4 Gezondheid en amusement;2021;100.0;540.0;10.0;70.0;115.0;160.0;5.0;5.0
54;"B Bewerkingen; transport";2013;200.0;485.0;10.0;25.0;315.0;395.0;0.0;0.0
55;"B Bewerkingen; transport";2014;205.0;580.0;10.0;35.0;310.0;425.0;5.0;10.0
56;"B Bewerkingen; transport";2015;240.0;660.0;10.0;35.0;305.0;425.0;5.0;5.0
57;"B Bewerkingen; transport";2016;220.0;585.0;10.0;30.0;295.0;405.0;5.0;5.0
58;"B Bewerkingen; transport";2017;200.0;545.0;5.0;25.0;285.0;420.0;0.0;0.0
59;"B Bewerkingen; transport";2018;190.0;520.0;10.0;20.0;270.0;385.0;0.0;0.0
60;"B Bewerkingen; transport";2019;220.0;595.0;15.0;30.0;250.0;410.0;0.0;5.0
61;"B Bewerkingen; transport";2020;230.0;570.0;15.0;35.0;280.0;425.0;5.0;0.0
62;"B Bewerkingen; transport";2021;185.0;430.0;10.0;25.0;265.0;420.0;5.0;5.0
63;B1 Mengen;2013;30.0;110.0;0.0;10.0;50.0;65.0;0.0;0.0
64;B1 Mengen;2014;40.0;130.0;5.0;15.0;45.0;55.0;0.0;0.0
65;B1 Mengen;2015;40.0;145.0;0.0;10.0;45.0;60.0;0.0;0.0
66;B1 Mengen;2016;40.0;130.0;0.0;10.0;50.0;60.0;0.0;0.0
67;B1 Mengen;2017;30.0;85.0;0.0;5.0;30.0;40.0;0.0;0.0
68;B1 Mengen;2018;30.0;95.0;0.0;5.0;40.0;50.0;0.0;0.0
69;B1 Mengen;2019;45.0;125.0;5.0;10.0;40.0;55.0;0.0;0.0
70;B1 Mengen;2020;40.0;115.0;5.0;10.0;50.0;60.0;0.0;0.0
71;B1 Mengen;2021;35.0;70.0;5.0;10.0;40.0;60.0;0.0;0.0
72;B2 Vormen;2013;45.0;115.0;0.0;5.0;55.0;70.0;0.0;0.0
73;B2 Vormen;2014;40.0;150.0;0.0;10.0;70.0;100.0;0.0;5.0
74;B2 Vormen;2015;50.0;170.0;5.0;5.0;65.0;90.0;0.0;0.0
75;B2 Vormen;2016;45.0;165.0;0.0;5.0;50.0;75.0;0.0;0.0
76;B2 Vormen;2017;40.0;170.0;0.0;5.0;50.0;85.0;0.0;0.0
77;B2 Vormen;2018;40.0;160.0;5.0;5.0;45.0;75.0;0.0;0.0
78;B2 Vormen;2019;50.0;180.0;5.0;5.0;55.0;95.0;0.0;0.0
79;B2 Vormen;2020;55.0;145.0;5.0;10.0;55.0;80.0;0.0;0.0
80;B2 Vormen;2021;45.0;125.0;0.0;5.0;60.0;100.0;0.0;0.0
81;B3 Afdrukken;2013;5.0;30.0;0.0;0.0;10.0;10.0;0.0;0.0
82;B3 Afdrukken;2014;10.0;50.0;0.0;0.0;10.0;10.0;0.0;0.0
83;B3 Afdrukken;2015;10.0;65.0;0.0;0.0;10.0;15.0;0.0;0.0
84;B3 Afdrukken;2016;5.0;50.0;0.0;0.0;5.0;10.0;0.0;0.0
85;B3 Afdrukken;2017;5.0;45.0;0.0;0.0;10.0;10.0;0.0;0.0
86;B3 Afdrukken;2018;10.0;45.0;0.0;0.0;15.0;20.0;0.0;0.0
87;B3 Afdrukken;2019;10.0;30.0;0.0;0.0;10.0;15.0;0.0;0.0
88;B3 Afdrukken;2020;0.0;15.0;0.0;0.0;10.0;15.0;0.0;0.0
89;B3 Afdrukken;2021;5.0;10.0;0.0;0.0;5.0;10.0;0.0;0.0
90;B4 Transport;2013;115.0;225.0;5.0;10.0;200.0;255.0;0.0;0.0
91;B4 Transport;2014;110.0;245.0;5.0;15.0;185.0;260.0;5.0;5.0
92;B4 Transport;2015;135.0;275.0;5.0;20.0;180.0;260.0;0.0;0.0
93;B4 Transport;2016;130.0;230.0;5.0;20.0;190.0;255.0;0.0;0.0
94;B4 Transport;2017;120.0;245.0;5.0;15.0;195.0;280.0;0.0;0.0
95;B4 Transport;2018;110.0;215.0;5.0;10.0;170.0;245.0;0.0;0.0
96;B4 Transport;2019;120.0;260.0;5.0;15.0;145.0;245.0;0.0;0.0
97;B4 Transport;2020;130.0;290.0;5.0;15.0;170.0;270.0;0.0;0.0
98;B4 Transport;2021;100.0;220.0;5.0;15.0;155.0;250.0;0.0;0.0
99;B5 Micro-structurele en nanotechnologie;2013;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
100;B5 Micro-structurele en nanotechnologie;2014;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
101;B5 Micro-structurele en nanotechnologie;2015;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
102;B5 Micro-structurele en nanotechnologie;2016;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
103;B5 Micro-structurele en nanotechnologie;2017;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0
104;B5 Micro-structurele en nanotechnologie;2018;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
105;B5 Micro-structurele en nanotechnologie;2019;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0
106;B5 Micro-structurele en nanotechnologie;2020;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
107;B5 Micro-structurele en nanotechnologie;2021;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
108;"C Chemie; metallurgie";2013;90.0;615.0;15.0;100.0;50.0;70.0;0.0;0.0
109;"C Chemie; metallurgie";2014;105.0;705.0;15.0;90.0;40.0;60.0;0.0;0.0
110;"C Chemie; metallurgie";2015;105.0;760.0;15.0;85.0;55.0;85.0;0.0;0.0
111;"C Chemie; metallurgie";2016;95.0;665.0;15.0;85.0;45.0;70.0;0.0;0.0
112;"C Chemie; metallurgie";2017;95.0;525.0;10.0;65.0;55.0;75.0;0.0;0.0
113;"C Chemie; metallurgie";2018;105.0;595.0;15.0;95.0;55.0;90.0;0.0;0.0
114;"C Chemie; metallurgie";2019;120.0;600.0;20.0;65.0;60.0;105.0;0.0;0.0
115;"C Chemie; metallurgie";2020;120.0;640.0;20.0;115.0;55.0;80.0;0.0;5.0
116;"C Chemie; metallurgie";2021;105.0;475.0;15.0;105.0;70.0;110.0;0.0;0.0
117;C1 Chemie;2013;85.0;590.0;15.0;100.0;45.0;60.0;0.0;0.0
118;C1 Chemie;2014;95.0;680.0;15.0;90.0;35.0;50.0;0.0;0.0
119;C1 Chemie;2015;100.0;735.0;15.0;80.0;50.0;80.0;0.0;0.0
120;C1 Chemie;2016;85.0;630.0;15.0;80.0;40.0;60.0;0.0;0.0
121;C1 Chemie;2017;90.0;500.0;10.0;65.0;55.0;70.0;0.0;0.0
122;C1 Chemie;2018;100.0;560.0;15.0;95.0;50.0;80.0;0.0;0.0
123;C1 Chemie;2019;110.0;560.0;20.0;65.0;50.0;90.0;0.0;0.0
124;C1 Chemie;2020;110.0;600.0;15.0;110.0;50.0;70.0;0.0;5.0
125;C1 Chemie;2021;100.0;460.0;10.0;105.0;65.0;105.0;0.0;0.0
126;C2 Metallurgie;2013;5.0;25.0;0.0;0.0;5.0;5.0;0.0;0.0
127;C2 Metallurgie;2014;10.0;25.0;0.0;0.0;5.0;10.0;0.0;0.0
128;C2 Metallurgie;2015;5.0;25.0;0.0;5.0;5.0;5.0;0.0;0.0
129;C2 Metallurgie;2016;10.0;30.0;0.0;0.0;5.0;10.0;0.0;0.0
130;C2 Metallurgie;2017;5.0;20.0;0.0;0.0;5.0;5.0;0.0;0.0
131;C2 Metallurgie;2018;5.0;35.0;0.0;0.0;5.0;10.0;0.0;0.0
132;C2 Metallurgie;2019;10.0;40.0;0.0;0.0;10.0;15.0;0.0;0.0
133;C2 Metallurgie;2020;10.0;35.0;0.0;0.0;5.0;10.0;0.0;0.0
134;C2 Metallurgie;2021;5.0;20.0;0.0;0.0;5.0;10.0;0.0;0.0
135;C3 Combinatorische technologie;2013;;;;;;;;
136;C3 Combinatorische technologie;2014;;;;;0.0;0.0;0.0;0.0
137;C3 Combinatorische technologie;2015;;;;;;;;
138;C3 Combinatorische technologie;2016;0.0;0.0;0.0;0.0;;;;
139;C3 Combinatorische technologie;2017;;;;;;;;
140;C3 Combinatorische technologie;2018;;;;;;;;
141;C3 Combinatorische technologie;2019;0.0;0.0;0.0;0.0;;;;
142;C3 Combinatorische technologie;2020;0.0;0.0;0.0;0.0;;;;
143;C3 Combinatorische technologie;2021;;;;;;;;
144;"D Textiel; Papier";2013;10.0;45.0;0.0;0.0;5.0;5.0;0.0;0.0
145;"D Textiel; Papier";2014;5.0;35.0;0.0;5.0;5.0;10.0;0.0;0.0
146;"D Textiel; Papier";2015;10.0;45.0;0.0;5.0;5.0;10.0;0.0;0.0
147;"D Textiel; Papier";2016;15.0;40.0;0.0;5.0;10.0;10.0;0.0;0.0
148;"D Textiel; Papier";2017;15.0;45.0;0.0;5.0;10.0;15.0;0.0;0.0
149;"D Textiel; Papier";2018;10.0;20.0;0.0;5.0;10.0;10.0;0.0;0.0
150;"D Textiel; Papier";2019;10.0;35.0;0.0;5.0;10.0;15.0;0.0;0.0
151;"D Textiel; Papier";2020;10.0;25.0;0.0;0.0;5.0;10.0;0.0;0.0
152;"D Textiel; Papier";2021;10.0;20.0;0.0;5.0;10.0;10.0;0.0;0.0
153;D1 Textiel of flexibele materialen n.e.g;2013;10.0;35.0;0.0;0.0;5.0;5.0;0.0;0.0
154;D1 Textiel of flexibele materialen n.e.g;2014;5.0;35.0;0.0;5.0;5.0;5.0;0.0;0.0
155;D1 Textiel of flexibele materialen n.e.g;2015;10.0;40.0;0.0;5.0;5.0;5.0;0.0;0.0
156;D1 Textiel of flexibele materialen n.e.g;2016;10.0;35.0;0.0;5.0;10.0;5.0;0.0;0.0
157;D1 Textiel of flexibele materialen n.e.g;2017;5.0;35.0;0.0;5.0;5.0;10.0;0.0;0.0
158;D1 Textiel of flexibele materialen n.e.g;2018;5.0;15.0;0.0;5.0;5.0;5.0;0.0;0.0
159;D1 Textiel of flexibele materialen n.e.g;2019;5.0;25.0;0.0;5.0;5.0;10.0;0.0;0.0
160;D1 Textiel of flexibele materialen n.e.g;2020;5.0;20.0;0.0;0.0;5.0;5.0;0.0;0.0
161;D1 Textiel of flexibele materialen n.e.g;2021;10.0;20.0;0.0;5.0;10.0;10.0;0.0;0.0
162;D2 Papier;2013;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0
163;D2 Papier;2014;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
164;D2 Papier;2015;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0
165;D2 Papier;2016;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
166;D2 Papier;2017;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
167;D2 Papier;2018;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
168;D2 Papier;2019;5.0;10.0;0.0;0.0;5.0;5.0;0.0;0.0
169;D2 Papier;2020;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
170;D2 Papier;2021;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
171;E Vaste constructies;2013;90.0;220.0;0.0;85.0;170.0;220.0;0.0;0.0
172;E Vaste constructies;2014;95.0;220.0;5.0;60.0;175.0;240.0;0.0;0.0
173;E Vaste constructies;2015;85.0;205.0;5.0;50.0;150.0;195.0;0.0;0.0
174;E Vaste constructies;2016;80.0;190.0;5.0;45.0;145.0;200.0;0.0;0.0
175;E Vaste constructies;2017;75.0;150.0;0.0;30.0;130.0;180.0;5.0;0.0
176;E Vaste constructies;2018;70.0;120.0;5.0;20.0;130.0;165.0;0.0;0.0
177;E Vaste constructies;2019;70.0;155.0;0.0;50.0;140.0;195.0;0.0;0.0
178;E Vaste constructies;2020;75.0;170.0;5.0;65.0;120.0;150.0;0.0;0.0
179;E Vaste constructies;2021;70.0;120.0;5.0;40.0;135.0;175.0;5.0;0.0
180;E1 Bouwen;2013;80.0;105.0;0.0;0.0;165.0;210.0;0.0;0.0
181;E1 Bouwen;2014;85.0;135.0;5.0;10.0;170.0;220.0;0.0;0.0
182;E1 Bouwen;2015;75.0;125.0;0.0;0.0;140.0;180.0;0.0;0.0
183;E1 Bouwen;2016;75.0;110.0;0.0;0.0;140.0;185.0;0.0;0.0
184;E1 Bouwen;2017;70.0;105.0;0.0;0.0;125.0;170.0;5.0;0.0
185;E1 Bouwen;2018;65.0;90.0;0.0;5.0;125.0;155.0;0.0;0.0
186;E1 Bouwen;2019;60.0;85.0;0.0;0.0;135.0;170.0;0.0;0.0
187;E1 Bouwen;2020;70.0;95.0;0.0;0.0;115.0;140.0;0.0;0.0
188;E1 Bouwen;2021;60.0;75.0;5.0;5.0;125.0;165.0;5.0;0.0
189;"E2 Aarde- of gesteenteboren; ontginning";2013;10.0;115.0;0.0;85.0;0.0;5.0;0.0;0.0
190;"E2 Aarde- of gesteenteboren; ontginning";2014;5.0;85.0;0.0;55.0;10.0;20.0;0.0;0.0
191;"E2 Aarde- of gesteenteboren; ontginning";2015;10.0;80.0;0.0;50.0;10.0;20.0;0.0;0.0
192;"E2 Aarde- of gesteenteboren; ontginning";2016;5.0;80.0;0.0;45.0;5.0;10.0;0.0;0.0
193;"E2 Aarde- of gesteenteboren; ontginning";2017;5.0;45.0;0.0;30.0;5.0;15.0;0.0;0.0
194;"E2 Aarde- of gesteenteboren; ontginning";2018;5.0;30.0;0.0;15.0;5.0;10.0;0.0;0.0
195;"E2 Aarde- of gesteenteboren; ontginning";2019;10.0;70.0;0.0;45.0;10.0;25.0;0.0;0.0
196;"E2 Aarde- of gesteenteboren; ontginning";2020;5.0;75.0;0.0;60.0;5.0;10.0;0.0;0.0
197;"E2 Aarde- of gesteenteboren; ontginning";2021;5.0;50.0;0.0;40.0;5.0;10.0;0.0;0.0
198;"F Werktuigbouwkunde; verlichting.";2013;95.0;290.0;5.0;20.0;130.0;175.0;0.0;0.0
199;"F Werktuigbouwkunde; verlichting.";2014;100.0;295.0;5.0;5.0;140.0;175.0;0.0;0.0
200;"F Werktuigbouwkunde; verlichting.";2015;90.0;270.0;5.0;10.0;120.0;155.0;0.0;0.0
201;"F Werktuigbouwkunde; verlichting.";2016;75.0;230.0;5.0;10.0;90.0;120.0;0.0;0.0
202;"F Werktuigbouwkunde; verlichting.";2017;70.0;225.0;0.0;5.0;105.0;160.0;0.0;0.0
203;"F Werktuigbouwkunde; verlichting.";2018;80.0;200.0;10.0;10.0;125.0;165.0;5.0;5.0
204;"F Werktuigbouwkunde; verlichting.";2019;75.0;240.0;5.0;5.0;110.0;155.0;0.0;0.0
205;"F Werktuigbouwkunde; verlichting.";2020;80.0;215.0;5.0;10.0;110.0;140.0;0.0;0.0
206;"F Werktuigbouwkunde; verlichting.";2021;70.0;215.0;0.0;10.0;105.0;165.0;0.0;0.0
207;F1 Motoren of pompen;2013;20.0;40.0;0.0;5.0;20.0;25.0;0.0;0.0
208;F1 Motoren of pompen;2014;20.0;35.0;0.0;0.0;25.0;30.0;0.0;0.0
209;F1 Motoren of pompen;2015;25.0;50.0;0.0;0.0;20.0;30.0;0.0;0.0
210;F1 Motoren of pompen;2016;25.0;40.0;0.0;5.0;20.0;30.0;0.0;0.0
211;F1 Motoren of pompen;2017;20.0;35.0;0.0;0.0;25.0;45.0;0.0;0.0
212;F1 Motoren of pompen;2018;10.0;25.0;0.0;0.0;20.0;40.0;0.0;0.0
213;F1 Motoren of pompen;2019;15.0;30.0;0.0;0.0;20.0;30.0;0.0;0.0
214;F1 Motoren of pompen;2020;15.0;25.0;0.0;5.0;25.0;40.0;0.0;0.0
215;F1 Motoren of pompen;2021;15.0;35.0;0.0;0.0;20.0;40.0;0.0;0.0
216;F2 Techniek in het algemeen;2013;40.0;85.0;5.0;5.0;45.0;65.0;0.0;0.0
217;F2 Techniek in het algemeen;2014;40.0;75.0;5.0;5.0;50.0;65.0;0.0;0.0
218;F2 Techniek in het algemeen;2015;30.0;70.0;0.0;5.0;45.0;65.0;0.0;0.0
219;F2 Techniek in het algemeen;2016;25.0;60.0;0.0;0.0;25.0;45.0;0.0;0.0
220;F2 Techniek in het algemeen;2017;20.0;55.0;0.0;0.0;30.0;55.0;0.0;0.0
221;F2 Techniek in het algemeen;2018;25.0;55.0;0.0;5.0;40.0;55.0;0.0;0.0
222;F2 Techniek in het algemeen;2019;25.0;65.0;5.0;5.0;35.0;50.0;0.0;0.0
223;F2 Techniek in het algemeen;2020;30.0;50.0;5.0;5.0;25.0;35.0;0.0;0.0
224;F2 Techniek in het algemeen;2021;25.0;50.0;0.0;5.0;35.0;60.0;0.0;0.0
225;F3 Verlichting en verwarming;2013;40.0;160.0;0.0;5.0;60.0;80.0;0.0;0.0
226;F3 Verlichting en verwarming;2014;40.0;180.0;0.0;0.0;60.0;70.0;0.0;0.0
227;F3 Verlichting en verwarming;2015;30.0;145.0;0.0;5.0;55.0;60.0;0.0;0.0
228;F3 Verlichting en verwarming;2016;25.0;130.0;0.0;5.0;35.0;40.0;0.0;0.0
229;F3 Verlichting en verwarming;2017;25.0;130.0;0.0;0.0;45.0;60.0;0.0;0.0
230;F3 Verlichting en verwarming;2018;40.0;120.0;5.0;5.0;55.0;65.0;5.0;0.0
231;F3 Verlichting en verwarming;2019;35.0;150.0;0.0;0.0;50.0;70.0;0.0;0.0
232;F3 Verlichting en verwarming;2020;30.0;135.0;0.0;0.0;55.0;60.0;0.0;0.0
233;F3 Verlichting en verwarming;2021;25.0;130.0;0.0;5.0;50.0;65.0;0.0;0.0
234;F4 Wapens en explosieven;2013;0.0;5.0;0.0;0.0;5.0;0.0;0.0;0.0
235;F4 Wapens en explosieven;2014;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
236;F4 Wapens en explosieven;2015;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0
237;F4 Wapens en explosieven;2016;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
238;F4 Wapens en explosieven;2017;0.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
239;F4 Wapens en explosieven;2018;0.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
240;F4 Wapens en explosieven;2019;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
241;F4 Wapens en explosieven;2020;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
242;F4 Wapens en explosieven;2021;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0
243;G Meet- en regeltechniek;2013;100.0;775.0;10.0;125.0;130.0;175.0;0.0;0.0
244;G Meet- en regeltechniek;2014;100.0;850.0;10.0;75.0;110.0;215.0;0.0;0.0
245;G Meet- en regeltechniek;2015;95.0;850.0;10.0;75.0;125.0;305.0;0.0;0.0
246;G Meet- en regeltechniek;2016;105.0;795.0;10.0;75.0;135.0;275.0;0.0;0.0
247;G Meet- en regeltechniek;2017;110.0;975.0;10.0;60.0;120.0;255.0;0.0;0.0
248;G Meet- en regeltechniek;2018;105.0;950.0;10.0;65.0;110.0;285.0;0.0;5.0
249;G Meet- en regeltechniek;2019;110.0;935.0;10.0;75.0;95.0;275.0;0.0;0.0
250;G Meet- en regeltechniek;2020;135.0;895.0;15.0;85.0;115.0;240.0;0.0;5.0
251;G Meet- en regeltechniek;2021;105.0;805.0;10.0;65.0;110.0;170.0;5.0;0.0
252;G1 Instrumenten;2013;100.0;770.0;10.0;125.0;130.0;175.0;0.0;0.0
253;G1 Instrumenten;2014;100.0;850.0;10.0;75.0;105.0;215.0;0.0;0.0
254;G1 Instrumenten;2015;90.0;845.0;10.0;75.0;125.0;305.0;0.0;0.0
255;G1 Instrumenten;2016;105.0;795.0;10.0;75.0;135.0;270.0;0.0;0.0
256;G1 Instrumenten;2017;110.0;970.0;10.0;60.0;120.0;255.0;0.0;0.0
257;G1 Instrumenten;2018;105.0;945.0;10.0;65.0;110.0;280.0;0.0;5.0
258;G1 Instrumenten;2019;110.0;925.0;10.0;70.0;95.0;270.0;0.0;0.0
259;G1 Instrumenten;2020;130.0;890.0;15.0;85.0;115.0;240.0;0.0;5.0
260;G1 Instrumenten;2021;105.0;800.0;10.0;65.0;110.0;170.0;5.0;0.0
261;G2 Verdeling van natuurkunde;2013;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
262;G2 Verdeling van natuurkunde;2014;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
263;G2 Verdeling van natuurkunde;2015;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
264;G2 Verdeling van natuurkunde;2016;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
265;G2 Verdeling van natuurkunde;2017;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
266;G2 Verdeling van natuurkunde;2018;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
267;G2 Verdeling van natuurkunde;2019;5.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0
268;G2 Verdeling van natuurkunde;2020;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
269;G2 Verdeling van natuurkunde;2021;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
270;H Elektriciteit;2013;80.0;690.0;10.0;50.0;80.0;115.0;0.0;0.0
271;H Elektriciteit;2014;80.0;690.0;5.0;40.0;75.0;125.0;0.0;0.0
272;H Elektriciteit;2015;65.0;670.0;5.0;50.0;70.0;115.0;0.0;0.0
273;H Elektriciteit;2016;60.0;605.0;5.0;40.0;85.0;115.0;0.0;0.0
274;H Elektriciteit;2017;80.0;660.0;5.0;40.0;85.0;135.0;0.0;0.0
275;H Elektriciteit;2018;75.0;640.0;10.0;40.0;70.0;125.0;0.0;5.0
276;H Elektriciteit;2019;75.0;620.0;10.0;50.0;65.0;120.0;0.0;5.0
277;H Elektriciteit;2020;70.0;650.0;10.0;40.0;75.0;140.0;5.0;5.0
278;H Elektriciteit;2021;60.0;555.0;5.0;35.0;80.0;135.0;0.0;0.0
