ID;GewassenEnSectoren;MechanischeBestrijding;Perioden;AantalBedrijvenMetToepassing_1;PercentageBedrijvenMetGebruik_2;GrootteOppervlakteMetToepassing_3;PercentageOppervlakteMetToepassing_4;OppervlakteMetToepassing_5;PercentageOppervlakteMetToepassing_6;Januari_7;Februari_8;Maart_9;April_10;Mei_11;Juni_12;Juli_13;Augustus_14;September_15;Oktober_16;November_17;December_18
404;Graszaad;Ov.niet-chem.plaagbestrijding;1995;;;;;;;;;;;;;;;;;;
405;Graszaad;Ov.niet-chem.plaagbestrijding;1998;;;;;;;;;;;;;;;;;;
406;Graszaad;Ov.niet-chem.plaagbestrijding;2000;;;;;;;;;;;;;;;;;;
407;Graszaad;Ov.niet-chem.plaagbestrijding;2004;149.0;5.4;1003.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.4;0.0;1.4;2.0;0.0;2.0;0.0;0.0
408;Pootaardappelen;Machinale onkruidbestrijding;1995;845.0;25.3;10300.0;27.2;30.0;41.9;0.0;;;5.3;22.1;0.1;0.7;0.0;0.0;0.0;;
409;Pootaardappelen;Machinale onkruidbestrijding;1998;910.0;27.8;15022.0;37.6;45.8;38.2;0.0;0.0;0.0;1.1;34.1;1.5;2.0;0.0;0.0;0.0;0.0;0.0
410;Pootaardappelen;Machinale onkruidbestrijding;2000;741.0;22.3;9362.0;22.4;-37.7;-40.4;0.0;;;0.0;18.8;6.9;1.6;0.0;0.0;0.0;;
411;Pootaardappelen;Machinale onkruidbestrijding;2004;501.0;20.5;8522.0;21.4;-9.0;-4.3;4.2;0.0;0.0;1.6;17.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0
412;Pootaardappelen;Handmatige onkruidbestrijding;1995;70.0;2.1;688.0;1.8;;;0.0;;;0.0;0.7;0.0;1.2;1.2;0.0;0.0;;
413;Pootaardappelen;Handmatige onkruidbestrijding;1998;;;;;;;;;;;;;;;;;;
414;Pootaardappelen;Handmatige onkruidbestrijding;2000;;;;;;;;;;;;;;;;;;
415;Pootaardappelen;Handmatige onkruidbestrijding;2004;;;;;;;;;;;;;;;;;;
416;Pootaardappelen;Ov.niet-chem. onkruidbestrijding;1995;211.0;6.3;2409.0;6.4;-44.7;-39.9;0.0;;;0.0;2.7;3.6;0.0;;0.0;0.0;;
417;Pootaardappelen;Ov.niet-chem. onkruidbestrijding;1998;390.0;11.9;6395.0;16.0;165.5;150.1;0.0;0.0;0.0;0.0;14.2;1.8;0.0;0.0;0.0;0.0;0.0;0.0
418;Pootaardappelen;Ov.niet-chem. onkruidbestrijding;2000;741.0;22.3;8957.0;21.4;40.1;33.7;0.0;;;0.4;12.9;8.2;0.0;0.0;0.0;0.0;;
419;Pootaardappelen;Ov.niet-chem. onkruidbestrijding;2004;668.0;27.3;8811.0;22.2;-1.6;3.6;0.0;0.0;0.0;1.3;17.7;4.4;0.0;0.0;0.0;0.0;0.0;0.0
420;Pootaardappelen;Mechanische loofdoding;1995;1867.0;55.8;21603.0;57.2;;;;;;;;;;;;;;
421;Pootaardappelen;Mechanische loofdoding;1998;1274.0;38.9;17604.0;44.1;-18.5;-23.0;0.0;0.0;0.0;0.0;0.0;0.0;10.1;37.8;5.2;0.0;0.0;0.0
422;Pootaardappelen;Mechanische loofdoding;2000;1160.0;35.0;11660.0;27.9;-33.8;-36.7;0.0;;;0.0;0.0;0.9;19.3;22.3;0.7;0.0;;
423;Pootaardappelen;Mechanische loofdoding;2004;613.0;25.0;11352.0;28.6;-2.6;2.4;0.0;0.0;0.0;0.0;0.0;0.0;24.8;12.9;0.3;0.0;0.0;0.0
424;Pootaardappelen;Grondontsmetting door stomen;1995;;;;;;;;;;;;;;;;;;
425;Pootaardappelen;Grondontsmetting door stomen;1998;;;;;;;;;;;;;;;;;;
426;Pootaardappelen;Grondontsmetting door stomen;2000;;;;;;;;;;;;;;;;;;
427;Pootaardappelen;Grondontsmetting door stomen;2004;;;;;;;;;;;;;;;;;;
428;Pootaardappelen;Ov.niet-chem.plaagbestrijding;1995;;;;;;;;;;;;;;;;;;
429;Pootaardappelen;Ov.niet-chem.plaagbestrijding;1998;52.0;1.6;343.0;0.9;120.1;114.9;0.0;0.0;0.0;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
430;Pootaardappelen;Ov.niet-chem.plaagbestrijding;2000;;;;;0.0;0.0;;;;;;;;;;;;
431;Pootaardappelen;Ov.niet-chem.plaagbestrijding;2004;279.0;11.4;4871.0;12.3;0.0;0.0;0.0;0.0;0.0;1.6;0.8;3.5;5.5;0.8;0.0;0.0;0.0;0.0
432;Consumptieaardappelen;Machinale onkruidbestrijding;1995;1699.0;13.1;13966.0;17.4;66.7;69.2;0.0;;;3.9;7.6;6.2;0.0;0.0;0.0;0.0;;
433;Consumptieaardappelen;Machinale onkruidbestrijding;1998;2213.0;18.9;11871.0;14.1;-15.0;-19.2;0.0;0.0;0.0;0.1;11.7;4.6;0.1;0.1;0.0;0.0;0.0;0.0
434;Consumptieaardappelen;Machinale onkruidbestrijding;2000;2109.0;18.9;10574.0;12.1;-10.9;-14.0;0.0;;;2.6;7.9;4.0;0.0;0.0;0.0;1.7;;
435;Consumptieaardappelen;Machinale onkruidbestrijding;2004;1691.0;21.1;11776.0;16.2;11.4;33.9;0.3;0.0;0.0;5.6;11.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0
436;Consumptieaardappelen;Handmatige onkruidbestrijding;1995;463.0;3.6;131.0;0.2;-95.2;-95.0;0.0;;;0.0;0.2;0.0;0.0;0.0;0.0;0.0;;
437;Consumptieaardappelen;Handmatige onkruidbestrijding;1998;237.0;2.0;669.0;0.8;410.4;296.2;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0
438;Consumptieaardappelen;Handmatige onkruidbestrijding;2000;593.0;5.3;1716.0;2.0;156.6;152.4;0.0;;;0.0;0.1;1.9;0.0;0.0;0.0;0.0;;
439;Consumptieaardappelen;Handmatige onkruidbestrijding;2004;147.0;1.8;268.0;0.4;-84.4;-81.6;0.0;0.0;0.0;0.0;0.1;0.3;0.0;0.0;0.0;0.0;0.0;0.0
440;Consumptieaardappelen;Ov.niet-chem. onkruidbestrijding;1995;1545.0;11.9;9869.0;12.3;231.4;232.8;0.0;;;0.8;7.0;4.5;0.0;0.0;0.0;0.0;;
441;Consumptieaardappelen;Ov.niet-chem. onkruidbestrijding;1998;2292.0;19.6;12106.0;14.3;22.7;16.6;0.0;0.0;0.0;0.7;11.0;5.0;0.1;0.0;0.0;0.0;0.0;0.0
442;Consumptieaardappelen;Ov.niet-chem. onkruidbestrijding;2000;2109.0;18.9;8850.0;10.1;-26.9;-29.6;0.2;;;5.6;2.5;3.2;0.1;0.0;0.0;0.0;;
443;Consumptieaardappelen;Ov.niet-chem. onkruidbestrijding;2004;1911.0;23.9;16038.0;22.1;81.2;118.5;0.3;0.0;0.0;12.5;10.0;0.9;0.0;0.0;0.0;0.0;0.0;0.0
444;Consumptieaardappelen;Mechanische loofdoding;1995;1390.0;10.7;11821.0;14.7;;;;;;;;;;;;;;
445;Consumptieaardappelen;Mechanische loofdoding;1998;474.0;4.1;1013.0;1.2;-91.3;-91.8;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;0.9;0.0;0.0;0.0
446;Consumptieaardappelen;Mechanische loofdoding;2000;791.0;7.1;3984.0;4.6;293.2;283.1;0.0;;;0.0;0.0;0.1;0.5;2.2;2.0;0.0;;
447;Consumptieaardappelen;Mechanische loofdoding;2004;368.0;4.6;1291.0;1.8;-67.6;-61.4;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.1;0.0;0.9;0.0;0.0
448;Consumptieaardappelen;Grondontsmetting door stomen;1995;;;;;;;;;;;;;;;;;;
449;Consumptieaardappelen;Grondontsmetting door stomen;1998;;;;;;;;;;;;;;;;;;
450;Consumptieaardappelen;Grondontsmetting door stomen;2000;;;;;;;;;;;;;;;;;;
451;Consumptieaardappelen;Grondontsmetting door stomen;2004;;;;;;;;;;;;;;;;;;
452;Consumptieaardappelen;Ov.niet-chem.plaagbestrijding;1995;;;;;;;;;;;;;;;;;;
453;Consumptieaardappelen;Ov.niet-chem.plaagbestrijding;1998;79.0;0.7;236.0;0.3;;;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0
454;Consumptieaardappelen;Ov.niet-chem.plaagbestrijding;2000;;;;;0.0;0.0;;;;;;;;;;;;
455;Consumptieaardappelen;Ov.niet-chem.plaagbestrijding;2004;1103.0;13.8;12024.0;16.5;0.0;0.0;0.0;0.0;0.0;0.0;10.2;5.6;5.0;2.0;2.7;0.7;0.0;0.0
456;Zetmeelaardappelen;Machinale onkruidbestrijding;1995;1163.0;31.1;23781.0;38.8;-6.6;-1.4;0.4;;;0.0;22.4;25.1;0.0;0.0;0.0;0.0;;
457;Zetmeelaardappelen;Machinale onkruidbestrijding;1998;781.0;22.2;10752.0;18.9;-54.8;-48.7;0.0;0.0;0.0;0.0;18.3;8.5;0.0;0.0;0.0;0.0;0.0;0.0
458;Zetmeelaardappelen;Machinale onkruidbestrijding;2000;921.0;31.6;19673.0;38.6;83.0;104.5;0.0;;;0.6;23.4;21.3;0.0;0.0;0.0;0.0;;
459;Zetmeelaardappelen;Machinale onkruidbestrijding;2004;486.0;22.4;10662.0;20.7;-45.8;-46.4;1.8;0.0;0.0;0.5;13.5;6.7;0.0;0.0;0.0;0.0;0.0;0.0
460;Zetmeelaardappelen;Handmatige onkruidbestrijding;1995;;;;;;;;;;;;;;;;;;
461;Zetmeelaardappelen;Handmatige onkruidbestrijding;1998;;;;;;;;;;;;;;;;;;
462;Zetmeelaardappelen;Handmatige onkruidbestrijding;2000;;;;;;;;;;;;;;;;;;
463;Zetmeelaardappelen;Handmatige onkruidbestrijding;2004;;;;;;;;;;;;;;;;;;
464;Zetmeelaardappelen;Ov.niet-chem. onkruidbestrijding;1995;1586.0;42.5;29117.0;47.5;56.7;65.4;0.0;;;0.3;1.8;41.5;6.0;0.0;0.0;0.0;;
465;Zetmeelaardappelen;Ov.niet-chem. onkruidbestrijding;1998;1074.0;30.6;12311.0;21.6;-57.7;-54.5;0.0;0.0;0.0;0.7;11.6;13.3;0.0;0.0;0.0;0.0;0.0;0.0
466;Zetmeelaardappelen;Ov.niet-chem. onkruidbestrijding;2000;1459.0;50.0;28062.0;55.1;127.9;154.9;0.0;;;4.1;13.6;48.7;0.0;0.0;0.0;0.0;;
467;Zetmeelaardappelen;Ov.niet-chem. onkruidbestrijding;2004;1368.0;63.3;32027.0;62.2;14.1;12.9;0.0;0.0;0.0;4.0;19.3;51.7;0.0;0.0;0.0;0.0;0.0;0.0
468;Zetmeelaardappelen;Mechanische loofdoding;1995;529.0;14.2;8838.0;14.4;;;;;;;;;;;;;;
469;Zetmeelaardappelen;Mechanische loofdoding;1998;1074.0;30.6;18575.0;32.6;110.2;126.5;0.0;0.0;0.0;0.0;0.0;0.0;16.5;2.7;10.3;12.4;0.0;0.0
470;Zetmeelaardappelen;Mechanische loofdoding;2000;1305.0;44.7;26946.0;52.9;45.1;62.2;0.0;;;0.0;0.0;0.0;13.7;2.9;40.1;6.7;;
471;Zetmeelaardappelen;Mechanische loofdoding;2004;574.0;26.5;14787.0;28.7;-45.1;-45.7;0.0;0.0;0.0;0.0;0.0;0.0;7.4;2.3;21.4;7.4;0.0;0.0
472;Zetmeelaardappelen;Grondontsmetting door stomen;1995;;;;;;;;;;;;;;;;;;
473;Zetmeelaardappelen;Grondontsmetting door stomen;1998;;;;;;;;;;;;;;;;;;
474;Zetmeelaardappelen;Grondontsmetting door stomen;2000;;;;;;;;;;;;;;;;;;
475;Zetmeelaardappelen;Grondontsmetting door stomen;2004;;;;;;;;;;;;;;;;;;
476;Zetmeelaardappelen;Ov.niet-chem.plaagbestrijding;1995;;;;;;;;;;;;;;;;;;
477;Zetmeelaardappelen;Ov.niet-chem.plaagbestrijding;1998;;;;;;;;;;;;;;;;;;
478;Zetmeelaardappelen;Ov.niet-chem.plaagbestrijding;2000;;;;;;;;;;;;;;;;;;
479;Zetmeelaardappelen;Ov.niet-chem.plaagbestrijding;2004;817.0;37.8;20969.0;40.7;0.0;0.0;0.0;0.0;0.0;4.2;36.9;3.6;0.0;3.1;0.5;0.0;0.0;0.0
480;Suikerbieten;Machinale onkruidbestrijding;1995;9700.0;50.5;51889.0;44.7;-8.0;-4.3;0.0;;;4.9;18.6;33.6;5.7;0.0;0.0;0.0;;
481;Suikerbieten;Machinale onkruidbestrijding;1998;6200.0;34.0;43201.0;38.2;-16.7;-14.5;0.0;0.0;0.0;0.5;4.4;27.9;7.9;0.6;0.0;0.0;0.0;0.0
482;Suikerbieten;Machinale onkruidbestrijding;2000;7060.0;41.3;52042.0;46.9;20.5;22.7;0.0;;;1.1;11.4;39.2;3.8;2.4;0.2;0.0;;
483;Suikerbieten;Machinale onkruidbestrijding;2004;5154.0;36.8;40095.0;41.0;-23.0;-12.5;0.0;0.0;0.0;1.7;18.6;29.2;5.1;0.2;0.0;0.0;0.0;0.0
484;Suikerbieten;Handmatige onkruidbestrijding;1995;4006.0;20.9;14987.0;12.9;-28.8;-25.8;0.2;;;0.0;2.4;6.8;5.3;4.8;0.0;0.3;;
485;Suikerbieten;Handmatige onkruidbestrijding;1998;4019.0;22.0;25328.0;22.4;69.0;73.7;0.0;0.0;0.0;0.0;2.6;7.5;12.8;7.4;0.0;0.0;0.0;0.0
486;Suikerbieten;Handmatige onkruidbestrijding;2000;4081.0;23.9;20802.0;18.7;-17.9;-16.5;0.5;;;0.5;1.6;7.2;6.4;5.9;0.4;0.0;;
487;Suikerbieten;Handmatige onkruidbestrijding;2004;1769.0;12.6;12759.0;13.1;-38.7;-30.2;0.0;0.0;0.0;0.2;2.2;4.2;6.8;3.2;0.0;0.0;0.0;0.0
488;Suikerbieten;Ov.niet-chem. onkruidbestrijding;1995;2741.0;14.3;19026.0;16.4;82.9;90.6;0.0;;;0.0;0.0;11.2;5.2;0.0;0.0;0.0;;
489;Suikerbieten;Ov.niet-chem. onkruidbestrijding;1998;2067.0;11.3;25664.0;22.7;34.9;38.4;0.0;0.0;0.0;0.0;0.0;14.5;11.7;0.0;0.0;0.0;0.0;0.0
490;Suikerbieten;Ov.niet-chem. onkruidbestrijding;2000;2206.0;12.9;23009.0;20.7;-10.3;-8.8;0.5;;;0.0;0.0;20.2;3.9;0.0;0.0;0.0;;
491;Suikerbieten;Ov.niet-chem. onkruidbestrijding;2004;846.0;6.0;9159.0;9.4;-60.2;-54.7;0.0;0.0;0.0;0.0;0.0;9.4;0.7;0.0;0.0;0.0;0.0;0.0
492;Suikerbieten;Mechanische loofdoding;1995;;;;;;;;;;;;;;;;;;
493;Suikerbieten;Mechanische loofdoding;1998;;;;;;;;;;;;;;;;;;
494;Suikerbieten;Mechanische loofdoding;2000;;;;;;;;;;;;;;;;;;
495;Suikerbieten;Mechanische loofdoding;2004;;;;;;;;;;;;;;;;;;
496;Suikerbieten;Grondontsmetting door stomen;1995;;;;;;;;;;;;;;;;;;
497;Suikerbieten;Grondontsmetting door stomen;1998;;;;;;;;;;;;;;;;;;
498;Suikerbieten;Grondontsmetting door stomen;2000;;;;;;;;;;;;;;;;;;
499;Suikerbieten;Grondontsmetting door stomen;2004;;;;;;;;;;;;;;;;;;
500;Suikerbieten;Ov.niet-chem.plaagbestrijding;1995;;;;;;;;;;;;;;;;;;
501;Suikerbieten;Ov.niet-chem.plaagbestrijding;1998;;;;;;;;;;;;;;;;;;
502;Suikerbieten;Ov.niet-chem.plaagbestrijding;2000;;;;;;;;;;;;;;;;;;
503;Suikerbieten;Ov.niet-chem.plaagbestrijding;2004;6154.0;44.0;41124.0;42.1;0.0;0.0;0.8;0.0;0.0;16.0;30.7;17.0;1.0;0.0;0.0;0.0;0.0;0.0
504;Snijmaïs;Machinale onkruidbestrijding;1995;7892.0;20.2;56698.0;25.9;416.6;331.1;0.0;;;3.5;15.2;11.2;1.4;0.2;0.0;0.0;;
505;Snijmaïs;Machinale onkruidbestrijding;1998;8815.0;24.5;70342.0;32.0;24.1;23.5;3.0;0.0;0.0;2.8;21.7;5.1;2.8;0.0;0.0;0.0;0.0;0.0
506;Snijmaïs;Machinale onkruidbestrijding;2000;25912.0;83.0;169581.0;82.6;141.1;158.3;1.9;;;5.9;64.5;22.1;6.9;0.0;0.0;0.0;;
507;Snijmaïs;Machinale onkruidbestrijding;2004;22541.0;80.6;185013.0;82.4;9.1;-0.2;0.0;0.0;0.0;14.3;62.0;18.9;3.8;0.0;0.0;1.0;0.0;0.0
508;Snijmaïs;Handmatige onkruidbestrijding;1995;376.0;1.0;460.0;0.2;;;0.0;;;0.0;0.2;0.0;0.0;0.0;0.0;0.0;;
509;Snijmaïs;Handmatige onkruidbestrijding;1998;;;;;;;;;;;;;;;;;;
510;Snijmaïs;Handmatige onkruidbestrijding;2000;355.0;1.1;1358.0;0.7;0.0;0.0;0.0;;;0.0;0.0;0.0;0.3;0.3;0.0;0.4;;
511;Snijmaïs;Handmatige onkruidbestrijding;2004;160.0;0.6;991.0;0.4;-27.0;-36.9;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0
512;Snijmaïs;Ov.niet-chem. onkruidbestrijding;1995;;;;;;;;;;;;;;;;;;
513;Snijmaïs;Ov.niet-chem. onkruidbestrijding;1998;;;;;;;;;;;;;;;;;;
514;Snijmaïs;Ov.niet-chem. onkruidbestrijding;2000;;;;;0.0;0.0;;;;;;;;;;;;
515;Snijmaïs;Ov.niet-chem. onkruidbestrijding;2004;;;;;;;;;;;;;;;;;;
516;Snijmaïs;Mechanische loofdoding;1995;;;;;;;;;;;;;;;;;;
517;Snijmaïs;Mechanische loofdoding;1998;;;;;;;;;;;;;;;;;;
518;Snijmaïs;Mechanische loofdoding;2000;;;;;;;;;;;;;;;;;;
519;Snijmaïs;Mechanische loofdoding;2004;;;;;;;;;;;;;;;;;;
520;Snijmaïs;Grondontsmetting door stomen;1995;;;;;;;;;;;;;;;;;;
521;Snijmaïs;Grondontsmetting door stomen;1998;;;;;;;;;;;;;;;;;;
522;Snijmaïs;Grondontsmetting door stomen;2000;;;;;;;;;;;;;;;;;;
523;Snijmaïs;Grondontsmetting door stomen;2004;;;;;;;;;;;;;;;;;;
524;Snijmaïs;Ov.niet-chem.plaagbestrijding;1995;;;;;;;;;;;;;;;;;;
525;Snijmaïs;Ov.niet-chem.plaagbestrijding;1998;;;;;;;;;;;;;;;;;;
526;Snijmaïs;Ov.niet-chem.plaagbestrijding;2000;177.0;0.6;790.0;0.4;;;0.0;;;0.4;0.0;0.0;0.0;0.0;0.0;0.0;;
527;Snijmaïs;Ov.niet-chem.plaagbestrijding;2004;1439.0;5.1;14356.0;6.4;0.0;0.0;0.0;0.0;0.0;0.0;2.3;4.1;0.0;0.0;0.0;0.0;0.0;0.0
528;Poot- en plantuien;Machinale onkruidbestrijding;1995;;;;;;;;;;;;;;;;;;
529;Poot- en plantuien;Machinale onkruidbestrijding;1998;39.0;3.7;148.0;3.3;;;3.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
530;Poot- en plantuien;Machinale onkruidbestrijding;2000;24.0;2.2;7.0;0.1;-95.3;-96.9;0.0;;;0.1;0.1;0.0;0.0;0.0;0.0;0.0;;
531;Poot- en plantuien;Machinale onkruidbestrijding;2004;104.0;11.6;441.0;7.9;6197.9;7768.2;4.8;0.0;0.0;1.1;12.2;25.1;6.1;0.0;0.0;0.0;0.0;0.0
532;Poot- en plantuien;Handmatige onkruidbestrijding;1995;;;;;;;;;;;;;;;;;;
533;Poot- en plantuien;Handmatige onkruidbestrijding;1998;77.0;7.4;177.0;3.9;;;0.0;0.0;0.0;0.0;1.9;2.1;0.0;0.0;0.0;0.0;0.0;0.0
534;Poot- en plantuien;Handmatige onkruidbestrijding;2000;170.0;15.2;965.0;18.3;444.7;365.4;0.1;;;2.0;3.6;18.3;0.1;0.0;0.0;0.0;;
535;Poot- en plantuien;Handmatige onkruidbestrijding;2004;41.0;4.7;146.0;2.6;-84.8;-85.7;0.0;0.0;0.0;0.0;2.7;6.7;3.3;1.3;0.0;0.0;0.0;0.0
536;Poot- en plantuien;Ov.niet-chem. onkruidbestrijding;1995;;;;;;;;;;;;;;;;;;
537;Poot- en plantuien;Ov.niet-chem. onkruidbestrijding;1998;;;;;;;;;;;;;;;;;;
538;Poot- en plantuien;Ov.niet-chem. onkruidbestrijding;2000;24.0;2.2;7.0;0.1;0.0;0.0;0.0;;;0.0;0.0;0.1;0.0;0.0;0.0;0.0;;
539;Poot- en plantuien;Ov.niet-chem. onkruidbestrijding;2004;;;;;;;;;;;;;;;;;;
540;Poot- en plantuien;Mechanische loofdoding;1995;;;;;;;;;;;;;;;;;;
541;Poot- en plantuien;Mechanische loofdoding;1998;;;;;;;;;;;;;;;;;;
542;Poot- en plantuien;Mechanische loofdoding;2000;;;;;;;;;;;;;;;;;;
543;Poot- en plantuien;Mechanische loofdoding;2004;;;;;;;;;;;;;;;;;;
544;Poot- en plantuien;Grondontsmetting door stomen;1995;;;;;;;;;;;;;;;;;;
545;Poot- en plantuien;Grondontsmetting door stomen;1998;;;;;;;;;;;;;;;;;;
546;Poot- en plantuien;Grondontsmetting door stomen;2000;;;;;;;;;;;;;;;;;;
547;Poot- en plantuien;Grondontsmetting door stomen;2004;;;;;;;;;;;;;;;;;;
548;Poot- en plantuien;Ov.niet-chem.plaagbestrijding;1995;;;;;;;;;;;;;;;;;;
549;Poot- en plantuien;Ov.niet-chem.plaagbestrijding;1998;;;;;;;;;;;;;;;;;;
550;Poot- en plantuien;Ov.niet-chem.plaagbestrijding;2000;;;;;;;;;;;;;;;;;;
551;Poot- en plantuien;Ov.niet-chem.plaagbestrijding;2004;124.0;14.0;699.0;12.5;0.0;0.0;0.0;0.0;0.0;4.1;5.4;5.5;5.9;29.1;0.0;0.0;0.0;0.0
552;Zaaiuien;Machinale onkruidbestrijding;1995;551.0;18.2;1752.0;15.0;-50.1;-55.1;0.0;;;4.5;2.6;10.0;1.6;0.0;0.0;0.0;;
553;Zaaiuien;Machinale onkruidbestrijding;1998;984.0;33.0;4305.0;32.6;145.7;117.0;3.1;0.0;0.0;1.6;11.5;10.8;12.0;2.2;0.9;0.0;0.0;0.0
554;Zaaiuien;Machinale onkruidbestrijding;2000;483.0;16.3;2393.0;17.1;-44.4;-47.5;0.0;;;0.0;3.3;16.7;0.0;0.0;0.0;0.0;;
555;Zaaiuien;Machinale onkruidbestrijding;2004;806.0;25.4;6221.0;31.3;160.0;82.9;4.8;0.0;0.0;1.1;12.2;25.1;6.1;0.0;0.0;0.0;0.0;0.0
556;Zaaiuien;Handmatige onkruidbestrijding;1995;661.0;21.8;2391.0;20.5;-25.5;-33.0;0.0;;;0.0;6.1;15.2;13.7;4.1;0.0;0.0;;
557;Zaaiuien;Handmatige onkruidbestrijding;1998;492.0;16.5;1764.0;13.3;-26.2;-34.9;0.0;0.0;0.0;0.0;1.2;7.1;11.0;3.1;0.0;1.2;0.0;0.0
558;Zaaiuien;Handmatige onkruidbestrijding;2000;759.0;25.6;3938.0;28.2;123.2;111.4;0.0;;;1.2;5.6;18.4;17.1;11.6;0.0;0.0;;
559;Zaaiuien;Handmatige onkruidbestrijding;2004;484.0;15.3;2382.0;12.0;-39.5;-57.5;0.0;0.0;0.0;0.0;2.7;6.7;3.3;1.3;0.0;0.0;0.0;0.0
560;Zaaiuien;Ov.niet-chem. onkruidbestrijding;1995;;;;;;;;;;;;;;;;;;
561;Zaaiuien;Ov.niet-chem. onkruidbestrijding;1998;;;;;;;;;;;;;;;;;;
562;Zaaiuien;Ov.niet-chem. onkruidbestrijding;2000;;;;;;;;;;;;;;;;;;
563;Zaaiuien;Ov.niet-chem. onkruidbestrijding;2004;;;;;;;;;;;;;;;;;;
564;Zaaiuien;Mechanische loofdoding;1995;;;;;;;;;;;;;;;;;;
565;Zaaiuien;Mechanische loofdoding;1998;;;;;;;;;;;;;;;;;;
566;Zaaiuien;Mechanische loofdoding;2000;;;;;;;;;;;;;;;;;;
567;Zaaiuien;Mechanische loofdoding;2004;;;;;;;;;;;;;;;;;;
568;Zaaiuien;Grondontsmetting door stomen;1995;;;;;;;;;;;;;;;;;;
569;Zaaiuien;Grondontsmetting door stomen;1998;;;;;;;;;;;;;;;;;;
570;Zaaiuien;Grondontsmetting door stomen;2000;;;;;;;;;;;;;;;;;;
571;Zaaiuien;Grondontsmetting door stomen;2004;;;;;;;;;;;;;;;;;;
572;Zaaiuien;Ov.niet-chem.plaagbestrijding;1995;;;;;;;;;;;;;;;;;;
573;Zaaiuien;Ov.niet-chem.plaagbestrijding;1998;33.0;1.1;155.0;1.2;;;0.0;0.0;0.0;0.0;0.0;0.0;1.2;0.0;0.0;0.0;0.0;0.0
574;Zaaiuien;Ov.niet-chem.plaagbestrijding;2000;;;;;0.0;0.0;;;;;;;;;;;;
575;Zaaiuien;Ov.niet-chem.plaagbestrijding;2004;1183.0;37.3;7500.0;37.7;0.0;0.0;0.0;0.0;0.0;4.1;5.4;5.5;5.9;29.1;0.0;0.0;0.0;0.0
576;Cichorei;Machinale onkruidbestrijding;1995;;;;;;;;;;;;;;;;;;
577;Cichorei;Machinale onkruidbestrijding;1998;754.0;82.1;3504.0;83.5;;;2.6;0.0;0.0;3.0;16.4;62.3;37.5;1.5;0.0;0.0;0.0;0.0
578;Cichorei;Machinale onkruidbestrijding;2000;635.0;69.5;3131.0;65.8;-10.7;-21.2;2.2;;;0.5;24.4;43.3;5.7;5.5;5.9;0.0;;
579;Cichorei;Machinale onkruidbestrijding;2004;806.0;86.5;4485.0;91.2;43.2;38.6;3.6;0.0;0.0;1.7;48.9;76.2;20.9;6.9;0.0;0.0;0.0;0.0
580;Cichorei;Handmatige onkruidbestrijding;1995;;;;;;;;;;;;;;;;;;
581;Cichorei;Handmatige onkruidbestrijding;1998;541.0;58.9;2402.0;57.2;;;0.0;0.0;0.0;0.0;4.1;32.9;38.6;21.2;2.6;0.0;0.0;0.0
582;Cichorei;Handmatige onkruidbestrijding;2000;624.0;68.3;3219.0;67.7;34.0;18.3;0.0;;;2.5;10.2;44.4;37.9;7.7;4.4;0.6;;
583;Cichorei;Handmatige onkruidbestrijding;2004;378.0;40.5;2353.0;47.9;-26.9;-29.3;0.0;0.0;0.0;0.0;30.9;14.9;20.7;10.7;0.9;4.2;0.0;0.0
584;Cichorei;Ov.niet-chem. onkruidbestrijding;1995;;;;;;;;;;;;;;;;;;
585;Cichorei;Ov.niet-chem. onkruidbestrijding;1998;;;;;;;;;;;;;;;;;;
586;Cichorei;Ov.niet-chem. onkruidbestrijding;2000;45.0;4.9;349.0;7.3;0.0;0.0;0.0;;;0.0;0.0;4.9;2.5;0.0;0.0;0.0;;
587;Cichorei;Ov.niet-chem. onkruidbestrijding;2004;50.0;5.4;184.0;3.7;-47.3;-48.8;0.0;0.0;0.0;0.0;0.0;0.0;3.7;0.0;0.0;0.0;0.0;0.0
588;Cichorei;Mechanische loofdoding;1995;;;;;;;;;;;;;;;;;;
589;Cichorei;Mechanische loofdoding;1998;;;;;;;;;;;;;;;;;;
590;Cichorei;Mechanische loofdoding;2000;;;;;;;;;;;;;;;;;;
591;Cichorei;Mechanische loofdoding;2004;;;;;;;;;;;;;;;;;;
592;Cichorei;Grondontsmetting door stomen;1995;;;;;;;;;;;;;;;;;;
593;Cichorei;Grondontsmetting door stomen;1998;;;;;;;;;;;;;;;;;;
594;Cichorei;Grondontsmetting door stomen;2000;;;;;;;;;;;;;;;;;;
595;Cichorei;Grondontsmetting door stomen;2004;;;;;;;;;;;;;;;;;;
