ID;Geslacht;Leeftijd;Herkomstgroepering;Uitkeringsduur;Perioden;PersonenMetEenWerkloosheidsuitkering_1
34;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;3;2006 september;19400
35;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;3;2007 september;14060
36;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;4;2005 september;17580
37;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;4;2006 september;15500
38;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;4;2007 september;12320
39;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;6;2005 september;28760
40;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;6;2006 september;19170
41;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;6;2007 september;16010
42;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;8;2005 september;19010
43;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;8;2006 september;24570
44;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;8;2007 september;18980
45;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;5 jaar of langer;2005 september;4440
46;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;5 jaar of langer;2006 september;4210
47;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;5 jaar of langer;2007 september;5180
48;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;0;2005 september;29420
49;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;0;2006 september;24890
50;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;0;2007 september;19000
51;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;1;2005 september;8500
52;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;1;2006 september;7560
53;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;1;2007 september;5930
54;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;2;2005 september;6130
55;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;2;2006 september;4550
56;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;2;2007 september;3090
57;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;3;2005 september;3590
58;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;3;2006 september;2890
59;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;3;2007 september;2130
60;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;4;2005 september;2930
61;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;4;2006 september;2460
62;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;4;2007 september;1870
63;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;6;2005 september;4650
64;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;6;2006 september;3040
65;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;6;2007 september;2370
66;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;8;2005 september;2970
67;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;8;2006 september;3850
68;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;8;2007 september;2880
69;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;5 jaar of langer;2005 september;660
70;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;5 jaar of langer;2006 september;550
71;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;5 jaar of langer;2007 september;720
72;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon;0;2005 september;35580
73;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon;0;2006 september;28320
74;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon;0;2007 september;21130
75;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon;1;2005 september;12920
76;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon;1;2006 september;11760
77;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon;1;2007 september;9250
78;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon;2;2005 september;8180
79;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon;2;2006 september;6190
80;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon;2;2007 september;4510
81;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon;3;2005 september;4360
82;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon;3;2006 september;3230
83;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon;3;2007 september;2450
84;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon;4;2005 september;2960
85;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon;4;2006 september;2270
86;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon;4;2007 september;1840
87;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon;6;2005 september;5210
88;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon;6;2006 september;2270
89;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon;6;2007 september;1560
90;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon;8;2005 september;1790
91;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon;8;2006 september;2450
92;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon;8;2007 september;1360
93;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon;5 jaar of langer;2005 september;160
94;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon;5 jaar of langer;2006 september;150
95;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon;5 jaar of langer;2007 september;170
96;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;0;2005 september;7650
97;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;0;2006 september;4100
98;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;0;2007 september;2110
99;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;1;2005 september;6230
100;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;1;2006 september;3730
101;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;1;2007 september;2060
102;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2;2005 september;1080
103;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2;2006 september;360
104;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2;2007 september;50
105;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;3;2005 september;80
106;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;3;2006 september;10
107;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;3;2007 september;0
108;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;4;2005 september;70
109;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;4;2006 september;0
110;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;4;2007 september;0
111;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;6;2005 september;200
112;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;6;2006 september;0
113;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;6;2007 september;0
114;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;8;2005 september;0
115;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;8;2006 september;0
116;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;8;2007 september;0
117;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;5 jaar of langer;2005 september;0
118;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;5 jaar of langer;2006 september;0
119;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;5 jaar of langer;2007 september;0
120;Totaal mannen en vrouwen;Jonger dan 25 jaar;Autochtoon;0;2005 september;5460
121;Totaal mannen en vrouwen;Jonger dan 25 jaar;Autochtoon;0;2006 september;2770
122;Totaal mannen en vrouwen;Jonger dan 25 jaar;Autochtoon;0;2007 september;1460
123;Totaal mannen en vrouwen;Jonger dan 25 jaar;Autochtoon;1;2005 september;4470
124;Totaal mannen en vrouwen;Jonger dan 25 jaar;Autochtoon;1;2006 september;2530
125;Totaal mannen en vrouwen;Jonger dan 25 jaar;Autochtoon;1;2007 september;1420
126;Totaal mannen en vrouwen;Jonger dan 25 jaar;Autochtoon;2;2005 september;760
127;Totaal mannen en vrouwen;Jonger dan 25 jaar;Autochtoon;2;2006 september;230
128;Totaal mannen en vrouwen;Jonger dan 25 jaar;Autochtoon;2;2007 september;30
129;Totaal mannen en vrouwen;Jonger dan 25 jaar;Autochtoon;3;2005 september;50
130;Totaal mannen en vrouwen;Jonger dan 25 jaar;Autochtoon;3;2006 september;10
131;Totaal mannen en vrouwen;Jonger dan 25 jaar;Autochtoon;3;2007 september;0
132;Totaal mannen en vrouwen;Jonger dan 25 jaar;Autochtoon;4;2005 september;40
133;Totaal mannen en vrouwen;Jonger dan 25 jaar;Autochtoon;4;2006 september;0
134;Totaal mannen en vrouwen;Jonger dan 25 jaar;Autochtoon;4;2007 september;0
135;Totaal mannen en vrouwen;Jonger dan 25 jaar;Autochtoon;6;2005 september;130
136;Totaal mannen en vrouwen;Jonger dan 25 jaar;Autochtoon;6;2006 september;0
137;Totaal mannen en vrouwen;Jonger dan 25 jaar;Autochtoon;6;2007 september;0
138;Totaal mannen en vrouwen;Jonger dan 25 jaar;Autochtoon;8;2005 september;0
139;Totaal mannen en vrouwen;Jonger dan 25 jaar;Autochtoon;8;2006 september;0
140;Totaal mannen en vrouwen;Jonger dan 25 jaar;Autochtoon;8;2007 september;0
141;Totaal mannen en vrouwen;Jonger dan 25 jaar;Autochtoon;5 jaar of langer;2005 september;0
142;Totaal mannen en vrouwen;Jonger dan 25 jaar;Autochtoon;5 jaar of langer;2006 september;0
143;Totaal mannen en vrouwen;Jonger dan 25 jaar;Autochtoon;5 jaar of langer;2007 september;0
144;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse allochtoon;0;2005 september;570
145;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse allochtoon;0;2006 september;330
146;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse allochtoon;0;2007 september;160
147;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse allochtoon;1;2005 september;460
148;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse allochtoon;1;2006 september;290
149;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse allochtoon;1;2007 september;150
150;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2;2005 september;90
151;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2;2006 september;30
152;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2;2007 september;10
153;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse allochtoon;3;2005 september;0
154;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse allochtoon;3;2006 september;0
155;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse allochtoon;3;2007 september;0
156;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse allochtoon;4;2005 september;10
157;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse allochtoon;4;2006 september;0
158;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse allochtoon;4;2007 september;0
159;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse allochtoon;6;2005 september;20
160;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse allochtoon;6;2006 september;0
161;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse allochtoon;6;2007 september;0
162;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse allochtoon;8;2005 september;0
163;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse allochtoon;8;2006 september;0
164;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse allochtoon;8;2007 september;0
165;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse allochtoon;5 jaar of langer;2005 september;0
166;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse allochtoon;5 jaar of langer;2006 september;0
167;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse allochtoon;5 jaar of langer;2007 september;0
168;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;0;2005 september;1620
169;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;0;2006 september;1010
170;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;0;2007 september;490
171;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;1;2005 september;1300
172;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;1;2006 september;900
173;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;1;2007 september;480
174;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2;2005 september;230
175;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2;2006 september;100
176;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2;2007 september;10
177;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;3;2005 september;20
178;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;3;2006 september;0
179;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;3;2007 september;0
180;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;4;2005 september;20
181;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;4;2006 september;0
182;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;4;2007 september;0
183;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;6;2005 september;50
184;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;6;2006 september;0
185;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;6;2007 september;0
186;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;8;2005 september;0
187;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;8;2006 september;0
188;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;8;2007 september;0
189;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;5 jaar of langer;2005 september;0
190;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;5 jaar of langer;2006 september;0
191;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;5 jaar of langer;2007 september;0
192;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;0;2005 september;38380
193;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;0;2006 september;22620
194;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;0;2007 september;14160
195;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;1;2005 september;20340
196;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;1;2006 september;15120
197;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;1;2007 september;10240
198;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2;2005 september;10300
199;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2;2006 september;5600
200;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2;2007 september;2840
201;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;3;2005 september;2400
202;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;3;2006 september;1210
203;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;3;2007 september;490
204;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;4;2005 september;1340
205;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;4;2006 september;370
206;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;4;2007 september;340
207;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;6;2005 september;3910
208;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;6;2006 september;260
209;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;6;2007 september;240
210;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;8;2005 september;80
211;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;8;2006 september;50
212;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;8;2007 september;10
213;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;5 jaar of langer;2005 september;0
214;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;5 jaar of langer;2006 september;0
215;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;5 jaar of langer;2007 september;0
216;Totaal mannen en vrouwen;25 tot 35 jaar;Autochtoon;0;2005 september;25300
217;Totaal mannen en vrouwen;25 tot 35 jaar;Autochtoon;0;2006 september;14790
218;Totaal mannen en vrouwen;25 tot 35 jaar;Autochtoon;0;2007 september;9060
219;Totaal mannen en vrouwen;25 tot 35 jaar;Autochtoon;1;2005 september;13510
220;Totaal mannen en vrouwen;25 tot 35 jaar;Autochtoon;1;2006 september;9750
221;Totaal mannen en vrouwen;25 tot 35 jaar;Autochtoon;1;2007 september;6500
222;Totaal mannen en vrouwen;25 tot 35 jaar;Autochtoon;2;2005 september;6920
223;Totaal mannen en vrouwen;25 tot 35 jaar;Autochtoon;2;2006 september;3750
224;Totaal mannen en vrouwen;25 tot 35 jaar;Autochtoon;2;2007 september;1870
225;Totaal mannen en vrouwen;25 tot 35 jaar;Autochtoon;3;2005 september;1600
226;Totaal mannen en vrouwen;25 tot 35 jaar;Autochtoon;3;2006 september;830
227;Totaal mannen en vrouwen;25 tot 35 jaar;Autochtoon;3;2007 september;310
228;Totaal mannen en vrouwen;25 tot 35 jaar;Autochtoon;4;2005 september;860
229;Totaal mannen en vrouwen;25 tot 35 jaar;Autochtoon;4;2006 september;250
230;Totaal mannen en vrouwen;25 tot 35 jaar;Autochtoon;4;2007 september;220
231;Totaal mannen en vrouwen;25 tot 35 jaar;Autochtoon;6;2005 september;2360
232;Totaal mannen en vrouwen;25 tot 35 jaar;Autochtoon;6;2006 september;170
233;Totaal mannen en vrouwen;25 tot 35 jaar;Autochtoon;6;2007 september;170
234;Totaal mannen en vrouwen;25 tot 35 jaar;Autochtoon;8;2005 september;60
235;Totaal mannen en vrouwen;25 tot 35 jaar;Autochtoon;8;2006 september;30
236;Totaal mannen en vrouwen;25 tot 35 jaar;Autochtoon;8;2007 september;0
237;Totaal mannen en vrouwen;25 tot 35 jaar;Autochtoon;5 jaar of langer;2005 september;0
238;Totaal mannen en vrouwen;25 tot 35 jaar;Autochtoon;5 jaar of langer;2006 september;0
239;Totaal mannen en vrouwen;25 tot 35 jaar;Autochtoon;5 jaar of langer;2007 september;0
240;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse allochtoon;0;2005 september;3840
241;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse allochtoon;0;2006 september;2180
242;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse allochtoon;0;2007 september;1450
243;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse allochtoon;1;2005 september;2090
244;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse allochtoon;1;2006 september;1520
245;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse allochtoon;1;2007 september;1130
246;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse allochtoon;2;2005 september;1010
247;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse allochtoon;2;2006 september;510
248;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse allochtoon;2;2007 september;240
249;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse allochtoon;3;2005 september;230
250;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse allochtoon;3;2006 september;100
251;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse allochtoon;3;2007 september;40
252;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse allochtoon;4;2005 september;120
253;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse allochtoon;4;2006 september;30
254;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse allochtoon;4;2007 september;20
255;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse allochtoon;6;2005 september;370
256;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse allochtoon;6;2006 september;30
257;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse allochtoon;6;2007 september;20
258;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse allochtoon;8;2005 september;10
259;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse allochtoon;8;2006 september;10
260;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse allochtoon;8;2007 september;0
261;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse allochtoon;5 jaar of langer;2005 september;0
262;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse allochtoon;5 jaar of langer;2006 september;0
263;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse allochtoon;5 jaar of langer;2007 september;0
264;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;0;2005 september;9240
265;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;0;2006 september;5650
266;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;0;2007 september;3650
267;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;1;2005 september;4740
268;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;1;2006 september;3850
269;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;1;2007 september;2610
270;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2;2005 september;2360
271;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2;2006 september;1350
272;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2;2007 september;740
273;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;3;2005 september;570
274;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;3;2006 september;280
275;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;3;2007 september;140
276;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;4;2005 september;360
277;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;4;2006 september;90
278;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;4;2007 september;100
279;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;6;2005 september;1190
280;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;6;2006 september;70
281;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;6;2007 september;60
282;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;8;2005 september;20
283;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;8;2006 september;10
284;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;8;2007 september;0
285;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;5 jaar of langer;2005 september;0
