ID;Geslacht;Leeftijd;Herkomstgroepering;Uitkeringsduur;Perioden;PersonenMetEenWerkloosheidsuitkering_1
574;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;5 jaar of langer;2006 september;150
575;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;5 jaar of langer;2007 september;170
576;Mannen;Totaal leeftijd;Totaal herkomstgroepering;0;2005 september;138030
577;Mannen;Totaal leeftijd;Totaal herkomstgroepering;0;2006 september;114080
578;Mannen;Totaal leeftijd;Totaal herkomstgroepering;0;2007 september;85990
579;Mannen;Totaal leeftijd;Totaal herkomstgroepering;1;2005 september;37650
580;Mannen;Totaal leeftijd;Totaal herkomstgroepering;1;2006 september;32370
581;Mannen;Totaal leeftijd;Totaal herkomstgroepering;1;2007 september;24970
582;Mannen;Totaal leeftijd;Totaal herkomstgroepering;2;2005 september;28370
583;Mannen;Totaal leeftijd;Totaal herkomstgroepering;2;2006 september;19870
584;Mannen;Totaal leeftijd;Totaal herkomstgroepering;2;2007 september;13420
585;Mannen;Totaal leeftijd;Totaal herkomstgroepering;3;2005 september;16580
586;Mannen;Totaal leeftijd;Totaal herkomstgroepering;3;2006 september;13250
587;Mannen;Totaal leeftijd;Totaal herkomstgroepering;3;2007 september;9400
588;Mannen;Totaal leeftijd;Totaal herkomstgroepering;4;2005 september;13520
589;Mannen;Totaal leeftijd;Totaal herkomstgroepering;4;2006 september;11480
590;Mannen;Totaal leeftijd;Totaal herkomstgroepering;4;2007 september;8090
591;Mannen;Totaal leeftijd;Totaal herkomstgroepering;6;2005 september;22930
592;Mannen;Totaal leeftijd;Totaal herkomstgroepering;6;2006 september;14540
593;Mannen;Totaal leeftijd;Totaal herkomstgroepering;6;2007 september;11490
594;Mannen;Totaal leeftijd;Totaal herkomstgroepering;8;2005 september;15230
595;Mannen;Totaal leeftijd;Totaal herkomstgroepering;8;2006 september;19140
596;Mannen;Totaal leeftijd;Totaal herkomstgroepering;8;2007 september;14540
597;Mannen;Totaal leeftijd;Totaal herkomstgroepering;5 jaar of langer;2005 september;3760
598;Mannen;Totaal leeftijd;Totaal herkomstgroepering;5 jaar of langer;2006 september;3430
599;Mannen;Totaal leeftijd;Totaal herkomstgroepering;5 jaar of langer;2007 september;4100
600;Mannen;Totaal leeftijd;Autochtoon;0;2005 september;101710
601;Mannen;Totaal leeftijd;Autochtoon;0;2006 september;85570
602;Mannen;Totaal leeftijd;Autochtoon;0;2007 september;65050
603;Mannen;Totaal leeftijd;Autochtoon;1;2005 september;26450
604;Mannen;Totaal leeftijd;Autochtoon;1;2006 september;22680
605;Mannen;Totaal leeftijd;Autochtoon;1;2007 september;17500
606;Mannen;Totaal leeftijd;Autochtoon;2;2005 september;20470
607;Mannen;Totaal leeftijd;Autochtoon;2;2006 september;14400
608;Mannen;Totaal leeftijd;Autochtoon;2;2007 september;9610
609;Mannen;Totaal leeftijd;Autochtoon;3;2005 september;12180
610;Mannen;Totaal leeftijd;Autochtoon;3;2006 september;9970
611;Mannen;Totaal leeftijd;Autochtoon;3;2007 september;7040
612;Mannen;Totaal leeftijd;Autochtoon;4;2005 september;10170
613;Mannen;Totaal leeftijd;Autochtoon;4;2006 september;8820
614;Mannen;Totaal leeftijd;Autochtoon;4;2007 september;6190
615;Mannen;Totaal leeftijd;Autochtoon;6;2005 september;17050
616;Mannen;Totaal leeftijd;Autochtoon;6;2006 september;11470
617;Mannen;Totaal leeftijd;Autochtoon;6;2007 september;9260
618;Mannen;Totaal leeftijd;Autochtoon;8;2005 september;12210
619;Mannen;Totaal leeftijd;Autochtoon;8;2006 september;15300
620;Mannen;Totaal leeftijd;Autochtoon;8;2007 september;11950
621;Mannen;Totaal leeftijd;Autochtoon;5 jaar of langer;2005 september;3180
622;Mannen;Totaal leeftijd;Autochtoon;5 jaar of langer;2006 september;2920
623;Mannen;Totaal leeftijd;Autochtoon;5 jaar of langer;2007 september;3500
624;Mannen;Totaal leeftijd;Westerse allochtoon;0;2005 september;15790
625;Mannen;Totaal leeftijd;Westerse allochtoon;0;2006 september;12820
626;Mannen;Totaal leeftijd;Westerse allochtoon;0;2007 september;9610
627;Mannen;Totaal leeftijd;Westerse allochtoon;1;2005 september;4100
628;Mannen;Totaal leeftijd;Westerse allochtoon;1;2006 september;3470
629;Mannen;Totaal leeftijd;Westerse allochtoon;1;2007 september;2700
630;Mannen;Totaal leeftijd;Westerse allochtoon;2;2005 september;3260
631;Mannen;Totaal leeftijd;Westerse allochtoon;2;2006 september;2180
632;Mannen;Totaal leeftijd;Westerse allochtoon;2;2007 september;1440
633;Mannen;Totaal leeftijd;Westerse allochtoon;3;2005 september;1880
634;Mannen;Totaal leeftijd;Westerse allochtoon;3;2006 september;1470
635;Mannen;Totaal leeftijd;Westerse allochtoon;3;2007 september;1030
636;Mannen;Totaal leeftijd;Westerse allochtoon;4;2005 september;1640
637;Mannen;Totaal leeftijd;Westerse allochtoon;4;2006 september;1340
638;Mannen;Totaal leeftijd;Westerse allochtoon;4;2007 september;930
639;Mannen;Totaal leeftijd;Westerse allochtoon;6;2005 september;2660
640;Mannen;Totaal leeftijd;Westerse allochtoon;6;2006 september;1700
641;Mannen;Totaal leeftijd;Westerse allochtoon;6;2007 september;1330
642;Mannen;Totaal leeftijd;Westerse allochtoon;8;2005 september;1820
643;Mannen;Totaal leeftijd;Westerse allochtoon;8;2006 september;2270
644;Mannen;Totaal leeftijd;Westerse allochtoon;8;2007 september;1710
645;Mannen;Totaal leeftijd;Westerse allochtoon;5 jaar of langer;2005 september;450
646;Mannen;Totaal leeftijd;Westerse allochtoon;5 jaar of langer;2006 september;380
647;Mannen;Totaal leeftijd;Westerse allochtoon;5 jaar of langer;2007 september;470
648;Mannen;Totaal leeftijd;Niet-westerse allochtoon;0;2005 september;20530
649;Mannen;Totaal leeftijd;Niet-westerse allochtoon;0;2006 september;15700
650;Mannen;Totaal leeftijd;Niet-westerse allochtoon;0;2007 september;11320
651;Mannen;Totaal leeftijd;Niet-westerse allochtoon;1;2005 september;7100
652;Mannen;Totaal leeftijd;Niet-westerse allochtoon;1;2006 september;6220
653;Mannen;Totaal leeftijd;Niet-westerse allochtoon;1;2007 september;4760
654;Mannen;Totaal leeftijd;Niet-westerse allochtoon;2;2005 september;4640
655;Mannen;Totaal leeftijd;Niet-westerse allochtoon;2;2006 september;3290
656;Mannen;Totaal leeftijd;Niet-westerse allochtoon;2;2007 september;2370
657;Mannen;Totaal leeftijd;Niet-westerse allochtoon;3;2005 september;2520
658;Mannen;Totaal leeftijd;Niet-westerse allochtoon;3;2006 september;1820
659;Mannen;Totaal leeftijd;Niet-westerse allochtoon;3;2007 september;1330
660;Mannen;Totaal leeftijd;Niet-westerse allochtoon;4;2005 september;1720
661;Mannen;Totaal leeftijd;Niet-westerse allochtoon;4;2006 september;1320
662;Mannen;Totaal leeftijd;Niet-westerse allochtoon;4;2007 september;970
663;Mannen;Totaal leeftijd;Niet-westerse allochtoon;6;2005 september;3220
664;Mannen;Totaal leeftijd;Niet-westerse allochtoon;6;2006 september;1370
665;Mannen;Totaal leeftijd;Niet-westerse allochtoon;6;2007 september;890
666;Mannen;Totaal leeftijd;Niet-westerse allochtoon;8;2005 september;1200
667;Mannen;Totaal leeftijd;Niet-westerse allochtoon;8;2006 september;1570
668;Mannen;Totaal leeftijd;Niet-westerse allochtoon;8;2007 september;880
669;Mannen;Totaal leeftijd;Niet-westerse allochtoon;5 jaar of langer;2005 september;140
670;Mannen;Totaal leeftijd;Niet-westerse allochtoon;5 jaar of langer;2006 september;120
671;Mannen;Totaal leeftijd;Niet-westerse allochtoon;5 jaar of langer;2007 september;130
672;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;0;2005 september;3230
673;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;0;2006 september;1620
674;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;0;2007 september;800
675;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;1;2005 september;2660
676;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;1;2006 september;1470
677;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;1;2007 september;780
678;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;2;2005 september;440
679;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;2;2006 september;150
680;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;2;2007 september;10
681;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;3;2005 september;20
682;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;3;2006 september;0
683;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;3;2007 september;0
684;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;4;2005 september;30
685;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;4;2006 september;0
686;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;4;2007 september;0
687;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;6;2005 september;90
688;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;6;2006 september;0
689;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;6;2007 september;0
690;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;8;2005 september;0
691;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;8;2006 september;0
692;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;8;2007 september;0
693;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;5 jaar of langer;2005 september;0
694;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;5 jaar of langer;2006 september;0
695;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;5 jaar of langer;2007 september;0
696;Mannen;Jonger dan 25 jaar;Autochtoon;0;2005 september;2170
697;Mannen;Jonger dan 25 jaar;Autochtoon;0;2006 september;970
698;Mannen;Jonger dan 25 jaar;Autochtoon;0;2007 september;510
699;Mannen;Jonger dan 25 jaar;Autochtoon;1;2005 september;1810
700;Mannen;Jonger dan 25 jaar;Autochtoon;1;2006 september;890
701;Mannen;Jonger dan 25 jaar;Autochtoon;1;2007 september;500
702;Mannen;Jonger dan 25 jaar;Autochtoon;2;2005 september;280
703;Mannen;Jonger dan 25 jaar;Autochtoon;2;2006 september;80
704;Mannen;Jonger dan 25 jaar;Autochtoon;2;2007 september;10
705;Mannen;Jonger dan 25 jaar;Autochtoon;3;2005 september;20
706;Mannen;Jonger dan 25 jaar;Autochtoon;3;2006 september;0
707;Mannen;Jonger dan 25 jaar;Autochtoon;3;2007 september;0
708;Mannen;Jonger dan 25 jaar;Autochtoon;4;2005 september;20
709;Mannen;Jonger dan 25 jaar;Autochtoon;4;2006 september;0
710;Mannen;Jonger dan 25 jaar;Autochtoon;4;2007 september;0
711;Mannen;Jonger dan 25 jaar;Autochtoon;6;2005 september;50
712;Mannen;Jonger dan 25 jaar;Autochtoon;6;2006 september;0
713;Mannen;Jonger dan 25 jaar;Autochtoon;6;2007 september;0
714;Mannen;Jonger dan 25 jaar;Autochtoon;8;2005 september;0
715;Mannen;Jonger dan 25 jaar;Autochtoon;8;2006 september;0
716;Mannen;Jonger dan 25 jaar;Autochtoon;8;2007 september;0
717;Mannen;Jonger dan 25 jaar;Autochtoon;5 jaar of langer;2005 september;0
718;Mannen;Jonger dan 25 jaar;Autochtoon;5 jaar of langer;2006 september;0
719;Mannen;Jonger dan 25 jaar;Autochtoon;5 jaar of langer;2007 september;0
720;Mannen;Jonger dan 25 jaar;Westerse allochtoon;0;2005 september;240
721;Mannen;Jonger dan 25 jaar;Westerse allochtoon;0;2006 september;130
722;Mannen;Jonger dan 25 jaar;Westerse allochtoon;0;2007 september;60
723;Mannen;Jonger dan 25 jaar;Westerse allochtoon;1;2005 september;180
724;Mannen;Jonger dan 25 jaar;Westerse allochtoon;1;2006 september;120
725;Mannen;Jonger dan 25 jaar;Westerse allochtoon;1;2007 september;60
726;Mannen;Jonger dan 25 jaar;Westerse allochtoon;2;2005 september;40
727;Mannen;Jonger dan 25 jaar;Westerse allochtoon;2;2006 september;10
728;Mannen;Jonger dan 25 jaar;Westerse allochtoon;2;2007 september;0
729;Mannen;Jonger dan 25 jaar;Westerse allochtoon;3;2005 september;0
730;Mannen;Jonger dan 25 jaar;Westerse allochtoon;3;2006 september;0
731;Mannen;Jonger dan 25 jaar;Westerse allochtoon;3;2007 september;0
732;Mannen;Jonger dan 25 jaar;Westerse allochtoon;4;2005 september;0
733;Mannen;Jonger dan 25 jaar;Westerse allochtoon;4;2006 september;0
734;Mannen;Jonger dan 25 jaar;Westerse allochtoon;4;2007 september;0
735;Mannen;Jonger dan 25 jaar;Westerse allochtoon;6;2005 september;10
736;Mannen;Jonger dan 25 jaar;Westerse allochtoon;6;2006 september;0
737;Mannen;Jonger dan 25 jaar;Westerse allochtoon;6;2007 september;0
738;Mannen;Jonger dan 25 jaar;Westerse allochtoon;8;2005 september;0
739;Mannen;Jonger dan 25 jaar;Westerse allochtoon;8;2006 september;0
740;Mannen;Jonger dan 25 jaar;Westerse allochtoon;8;2007 september;0
741;Mannen;Jonger dan 25 jaar;Westerse allochtoon;5 jaar of langer;2005 september;0
742;Mannen;Jonger dan 25 jaar;Westerse allochtoon;5 jaar of langer;2006 september;0
743;Mannen;Jonger dan 25 jaar;Westerse allochtoon;5 jaar of langer;2007 september;0
744;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;0;2005 september;830
745;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;0;2006 september;520
746;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;0;2007 september;230
747;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;1;2005 september;670
748;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;1;2006 september;470
749;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;1;2007 september;230
750;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;2;2005 september;120
751;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;2;2006 september;50
752;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;2;2007 september;0
753;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;3;2005 september;10
754;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;3;2006 september;0
755;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;3;2007 september;0
756;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;4;2005 september;10
757;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;4;2006 september;0
758;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;4;2007 september;0
759;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;6;2005 september;20
760;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;6;2006 september;0
761;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;6;2007 september;0
762;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;8;2005 september;0
763;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;8;2006 september;0
764;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;8;2007 september;0
765;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;5 jaar of langer;2005 september;0
766;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;5 jaar of langer;2006 september;0
767;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;5 jaar of langer;2007 september;0
768;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;0;2005 september;16510
769;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;0;2006 september;8650
770;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;0;2007 september;5370
771;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;1;2005 september;8660
772;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;1;2006 september;6080
773;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;1;2007 september;4140
774;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;2;2005 september;4500
775;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;2;2006 september;2030
776;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;2;2007 september;1020
777;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;3;2005 september;920
778;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;3;2006 september;350
779;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;3;2007 september;120
780;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;4;2005 september;530
781;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;4;2006 september;100
782;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;4;2007 september;50
783;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;6;2005 september;1880
784;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;6;2006 september;80
785;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;6;2007 september;40
786;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;8;2005 september;30
787;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;8;2006 september;10
788;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;8;2007 september;0
789;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;5 jaar of langer;2005 september;0
790;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;5 jaar of langer;2006 september;0
791;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;5 jaar of langer;2007 september;0
792;Mannen;25 tot 35 jaar;Autochtoon;0;2005 september;10290
793;Mannen;25 tot 35 jaar;Autochtoon;0;2006 september;5330
794;Mannen;25 tot 35 jaar;Autochtoon;0;2007 september;3230
795;Mannen;25 tot 35 jaar;Autochtoon;1;2005 september;5460
796;Mannen;25 tot 35 jaar;Autochtoon;1;2006 september;3700
797;Mannen;25 tot 35 jaar;Autochtoon;1;2007 september;2500
798;Mannen;25 tot 35 jaar;Autochtoon;2;2005 september;2850
799;Mannen;25 tot 35 jaar;Autochtoon;2;2006 september;1280
800;Mannen;25 tot 35 jaar;Autochtoon;2;2007 september;610
801;Mannen;25 tot 35 jaar;Autochtoon;3;2005 september;590
802;Mannen;25 tot 35 jaar;Autochtoon;3;2006 september;230
803;Mannen;25 tot 35 jaar;Autochtoon;3;2007 september;60
804;Mannen;25 tot 35 jaar;Autochtoon;4;2005 september;330
805;Mannen;25 tot 35 jaar;Autochtoon;4;2006 september;70
806;Mannen;25 tot 35 jaar;Autochtoon;4;2007 september;30
807;Mannen;25 tot 35 jaar;Autochtoon;6;2005 september;1050
808;Mannen;25 tot 35 jaar;Autochtoon;6;2006 september;50
809;Mannen;25 tot 35 jaar;Autochtoon;6;2007 september;30
810;Mannen;25 tot 35 jaar;Autochtoon;8;2005 september;20
811;Mannen;25 tot 35 jaar;Autochtoon;8;2006 september;10
812;Mannen;25 tot 35 jaar;Autochtoon;8;2007 september;0
813;Mannen;25 tot 35 jaar;Autochtoon;5 jaar of langer;2005 september;0
814;Mannen;25 tot 35 jaar;Autochtoon;5 jaar of langer;2006 september;0
815;Mannen;25 tot 35 jaar;Autochtoon;5 jaar of langer;2007 september;0
816;Mannen;25 tot 35 jaar;Westerse allochtoon;0;2005 september;1640
817;Mannen;25 tot 35 jaar;Westerse allochtoon;0;2006 september;790
818;Mannen;25 tot 35 jaar;Westerse allochtoon;0;2007 september;540
819;Mannen;25 tot 35 jaar;Westerse allochtoon;1;2005 september;870
820;Mannen;25 tot 35 jaar;Westerse allochtoon;1;2006 september;580
821;Mannen;25 tot 35 jaar;Westerse allochtoon;1;2007 september;430
822;Mannen;25 tot 35 jaar;Westerse allochtoon;2;2005 september;470
823;Mannen;25 tot 35 jaar;Westerse allochtoon;2;2006 september;170
824;Mannen;25 tot 35 jaar;Westerse allochtoon;2;2007 september;90
825;Mannen;25 tot 35 jaar;Westerse allochtoon;3;2005 september;100
826;Mannen;25 tot 35 jaar;Westerse allochtoon;3;2006 september;30
827;Mannen;25 tot 35 jaar;Westerse allochtoon;3;2007 september;10
828;Mannen;25 tot 35 jaar;Westerse allochtoon;4;2005 september;50
829;Mannen;25 tot 35 jaar;Westerse allochtoon;4;2006 september;10
830;Mannen;25 tot 35 jaar;Westerse allochtoon;4;2007 september;0
831;Mannen;25 tot 35 jaar;Westerse allochtoon;6;2005 september;150
832;Mannen;25 tot 35 jaar;Westerse allochtoon;6;2006 september;10
833;Mannen;25 tot 35 jaar;Westerse allochtoon;6;2007 september;0
834;Mannen;25 tot 35 jaar;Westerse allochtoon;8;2005 september;0
835;Mannen;25 tot 35 jaar;Westerse allochtoon;8;2006 september;0
836;Mannen;25 tot 35 jaar;Westerse allochtoon;8;2007 september;0
837;Mannen;25 tot 35 jaar;Westerse allochtoon;5 jaar of langer;2005 september;0
838;Mannen;25 tot 35 jaar;Westerse allochtoon;5 jaar of langer;2006 september;0
839;Mannen;25 tot 35 jaar;Westerse allochtoon;5 jaar of langer;2007 september;0
840;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;0;2005 september;4580
841;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;0;2006 september;2530
842;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;0;2007 september;1600
843;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;1;2005 september;2320
844;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;1;2006 september;1810
845;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;1;2007 september;1210
846;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;2;2005 september;1190
847;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;2;2006 september;590
848;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;2;2007 september;320
849;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;3;2005 september;230
850;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;3;2006 september;90
851;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;3;2007 september;40
852;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;4;2005 september;150
853;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;4;2006 september;20
854;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;4;2007 september;20
855;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;6;2005 september;680
856;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;6;2006 september;20
857;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;6;2007 september;10
858;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;8;2005 september;10
859;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;8;2006 september;0
860;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;8;2007 september;0
861;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;5 jaar of langer;2005 september;0
862;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;5 jaar of langer;2006 september;0
863;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;5 jaar of langer;2007 september;0
864;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;0;2005 september;33190
865;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;0;2006 september;22630
866;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;0;2007 september;14390
867;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;1;2005 september;11340
868;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;1;2006 september;9640
869;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;1;2007 september;7270
870;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;2;2005 september;8280
871;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;2;2006 september;5570
872;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;2;2007 september;3630
873;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;3;2005 september;4870
874;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;3;2006 september;3300
875;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;3;2007 september;2050
876;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;4;2005 september;2870
877;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;4;2006 september;1730
878;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;4;2007 september;1060
879;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;6;2005 september;4490
880;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;6;2006 september;910
881;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;6;2007 september;270
882;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;8;2005 september;1330
883;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;8;2006 september;1490
884;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;8;2007 september;110
885;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;5 jaar of langer;2005 september;10
886;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;5 jaar of langer;2006 september;0
887;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;5 jaar of langer;2007 september;0
888;Mannen;35 tot 45 jaar;Autochtoon;0;2005 september;21710
889;Mannen;35 tot 45 jaar;Autochtoon;0;2006 september;14810
890;Mannen;35 tot 45 jaar;Autochtoon;0;2007 september;9280
891;Mannen;35 tot 45 jaar;Autochtoon;1;2005 september;7590
892;Mannen;35 tot 45 jaar;Autochtoon;1;2006 september;6420
893;Mannen;35 tot 45 jaar;Autochtoon;1;2007 september;4730
894;Mannen;35 tot 45 jaar;Autochtoon;2;2005 september;5450
895;Mannen;35 tot 45 jaar;Autochtoon;2;2006 september;3620
896;Mannen;35 tot 45 jaar;Autochtoon;2;2007 september;2300
897;Mannen;35 tot 45 jaar;Autochtoon;3;2005 september;3160
898;Mannen;35 tot 45 jaar;Autochtoon;3;2006 september;2120
899;Mannen;35 tot 45 jaar;Autochtoon;3;2007 september;1330
900;Mannen;35 tot 45 jaar;Autochtoon;4;2005 september;1840
901;Mannen;35 tot 45 jaar;Autochtoon;4;2006 september;1130
902;Mannen;35 tot 45 jaar;Autochtoon;4;2007 september;670
903;Mannen;35 tot 45 jaar;Autochtoon;6;2005 september;2810
904;Mannen;35 tot 45 jaar;Autochtoon;6;2006 september;590
905;Mannen;35 tot 45 jaar;Autochtoon;6;2007 september;170
906;Mannen;35 tot 45 jaar;Autochtoon;8;2005 september;850
907;Mannen;35 tot 45 jaar;Autochtoon;8;2006 september;930
908;Mannen;35 tot 45 jaar;Autochtoon;8;2007 september;80
909;Mannen;35 tot 45 jaar;Autochtoon;5 jaar of langer;2005 september;10
910;Mannen;35 tot 45 jaar;Autochtoon;5 jaar of langer;2006 september;0
911;Mannen;35 tot 45 jaar;Autochtoon;5 jaar of langer;2007 september;0
912;Mannen;35 tot 45 jaar;Westerse allochtoon;0;2005 september;3560
913;Mannen;35 tot 45 jaar;Westerse allochtoon;0;2006 september;2290
914;Mannen;35 tot 45 jaar;Westerse allochtoon;0;2007 september;1500
915;Mannen;35 tot 45 jaar;Westerse allochtoon;1;2005 september;1240
916;Mannen;35 tot 45 jaar;Westerse allochtoon;1;2006 september;980
917;Mannen;35 tot 45 jaar;Westerse allochtoon;1;2007 september;790
918;Mannen;35 tot 45 jaar;Westerse allochtoon;2;2005 september;920
919;Mannen;35 tot 45 jaar;Westerse allochtoon;2;2006 september;570
920;Mannen;35 tot 45 jaar;Westerse allochtoon;2;2007 september;360
921;Mannen;35 tot 45 jaar;Westerse allochtoon;3;2005 september;510
922;Mannen;35 tot 45 jaar;Westerse allochtoon;3;2006 september;320
923;Mannen;35 tot 45 jaar;Westerse allochtoon;3;2007 september;190
924;Mannen;35 tot 45 jaar;Westerse allochtoon;4;2005 september;310
925;Mannen;35 tot 45 jaar;Westerse allochtoon;4;2006 september;190
926;Mannen;35 tot 45 jaar;Westerse allochtoon;4;2007 september;120
927;Mannen;35 tot 45 jaar;Westerse allochtoon;6;2005 september;460
928;Mannen;35 tot 45 jaar;Westerse allochtoon;6;2006 september;70
