ID;Vervoersrichting;Perioden;TotaalVervoerdGewicht_1;DoorNederlandseSchepen_2;AlleSchepen_3;NederlandseSchepen_4;TotaalGelost_5;LandbouwproductenDieren_6;VoedingsproductenVeevoeder_7;VasteBrandstoffen_8;AardolieenAardolieproducten_9;ErtsenEnMetaalresiduen_10;MetalenMetalenHalffabrikaten_11;RuweMineralenEnBouwmaterialen_12;Meststoffen_13;ChemischeProducten_14;OverigeGoederenEnFabrikaten_15;AlleSchepen_16;NederlandseSchepen_17;TotaalGeladen_18;LandbouwproductenDieren_19;VoedingsproductenVeevoeder_20;VasteBrandstoffen_21;AardolieenAardolieproducten_22;ErtsenEnMetaalresiduen_23;MetalenMetalenHalffabrikaten_24;RuweMineralenEnBouwmaterialen_25;Meststoffen_26;ChemischeProducten_27;OverigeGoederenEnFabrikaten_28;AlleSchepen_29;NederlandseSchepen_30;TotaleLadingtonkilometer_31;WOInNederland_32;TotaleLadingtonkilometer_33;WOInNederland_34
36;Alle vervoersrichtingen;1998 maart;19525;12509;4660;3494;4660;387;216;50;286;195;263;2074;54;388;747;11763;7206;11763;42;604;1387;2637;3367;293;1543;366;574;949;3103;1808;7401;2830;4597;1820
37;Alle vervoersrichtingen;1998 1e kwartaal;55295;35009;12720;9318;12720;1076;635;189;828;403;839;5325;169;1207;2050;33559;20441;33559;193;1707;4268;7321;9827;799;3900;1032;1723;2788;9016;5248;20592;8032;12741;5107
38;Alle vervoersrichtingen;1998 april;19108;12182;4457;3357;4457;342;229;60;232;132;201;2145;43;392;681;11663;7185;11663;67;601;1421;2671;3188;337;1599;312;581;886;2988;1640;7220;2757;4420;1751
39;Alle vervoersrichtingen;1998 mei;18933;11948;4591;3390;4591;380;229;45;237;137;217;2176;47;391;732;11181;6815;11181;67;667;1435;2094;3176;255;1535;323;613;1016;3161;1743;7063;2751;4342;1735
40;Alle vervoersrichtingen;1998 juni;18998;12062;4665;3526;4665;344;218;47;239;138;272;2336;54;345;672;11461;7010;11461;49;622;1484;2492;3109;315;1725;229;554;881;2872;1526;6965;2732;4324;1736
41;Alle vervoersrichtingen;1998 2e kwartaal;57039;36192;13713;10273;13713;1066;676;152;708;407;690;6657;144;1128;2085;34305;21010;34305;183;1890;4340;7257;9473;907;4859;864;1748;2783;9021;4909;21248;8240;13086;5222
42;Alle vervoersrichtingen;1998 juli;18640;11521;4471;3297;4471;380;232;30;301;104;262;2049;49;325;739;11239;6659;11239;55;662;1529;2493;3105;310;1297;250;545;993;2929;1564;7023;2706;4249;1681
43;Alle vervoersrichtingen;1998 augustus;16606;10233;3717;2690;3717;467;308;56;198;105;224;1331;53;344;631;10128;5991;10128;79;607;1174;2266;2779;237;1262;247;587;890;2760;1552;6079;2393;3619;1473
44;Alle vervoersrichtingen;1998 september;18786;12165;4849;3697;4849;348;300;46;243;138;248;2443;59;346;678;11149;6954;11149;58;613;1487;2418;2968;292;1627;255;571;861;2789;1514;6821;2713;4326;1755
45;Alle vervoersrichtingen;1998 3e kwartaal;54032;33919;13037;9684;13037;1195;840;132;742;347;734;5823;161;1015;2048;32516;19604;32516;192;1882;4190;7177;8852;839;4186;752;1703;2744;8478;4630;19923;7812;12194;4909
46;Alle vervoersrichtingen;1998 oktober;19131;12313;5044;3829;5044;406;306;70;289;116;226;2352;59;404;816;10837;6686;10837;53;603;1686;2148;2843;247;1470;253;607;926;3250;1799;7012;2790;4460;1806
47;Alle vervoersrichtingen;1998 november;17530;11095;4143;3107;4143;335;342;76;210;90;178;1821;59;351;681;10422;6414;10422;84;571;1563;2425;2506;251;1327;243;566;889;2964;1574;6388;2530;4010;1612
48;Alle vervoersrichtingen;1998 december;16708;10151;3582;2645;3582;382;336;73;213;63;152;1180;57;400;727;10249;5957;10249;49;596;1598;2679;2398;211;1027;300;627;764;2876;1550;6304;2435;3717;1488
49;Alle vervoersrichtingen;1998 4e kwartaal;53369;33559;12769;9581;12769;1123;984;219;712;269;556;5353;175;1155;2224;31508;19057;31508;186;1770;4847;7252;7747;709;3824;796;1800;2579;9090;4923;19704;7755;12187;4906
50;Alle vervoersrichtingen;1998;219734;138680;52240;38855;52240;4460;3134;692;2991;1424;2821;23158;650;4504;8406;131888;80113;131888;753;7248;17646;29007;35899;3255;16768;3444;6974;10894;35606;19712;81465;31837;50210;20145
51;Alle vervoersrichtingen;1999 januari;17166;10836;3836;2824;3836;331;258;39;254;92;116;1533;64;305;846;10368;6406;10368;57;596;1611;2542;2475;163;1138;342;603;841;2962;1607;6616;2511;4054;1586
52;Alle vervoersrichtingen;1999 februari;15662;9928;3704;2736;3704;320;220;37;280;81;111;1493;89;311;762;9248;5705;9248;49;446;1367;2387;2327;165;969;309;474;753;2710;1488;5792;2299;3597;1467
53;Alle vervoersrichtingen;1999 maart;18999;12169;4571;3464;4571;383;230;56;284;140;146;2035;95;362;841;10941;6751;10941;54;538;1575;2790;2624;196;1366;383;562;853;3486;1955;7260;2817;4514;1804
54;Alle vervoersrichtingen;1999 1e kwartaal;51827;32933;12111;9024;12111;1034;708;132;818;313;373;5061;248;978;2449;30557;18862;30557;160;1580;4553;7719;7426;524;3473;1034;1639;2447;9158;5050;19668;7627;12165;4857
55;Alle vervoersrichtingen;1999 april;18168;11549;4400;3285;4400;408;248;30;232;123;139;2005;57;327;830;10682;6573;10682;64;542;1732;2241;2745;173;1372;310;608;894;3087;1691;6842;2644;4232;1688
56;Alle vervoersrichtingen;1999 mei;17266;10941;4102;3040;4102;293;221;27;326;140;148;1787;55;333;772;10169;6227;10169;75;592;1399;2132;2712;173;1315;253;611;907;2995;1673;6226;2529;3802;1614
57;Alle vervoersrichtingen;1999 juni;18687;12247;4894;3737;4894;384;227;40;284;137;158;2443;44;355;821;10807;6812;10807;54;694;1415;2017;2958;169;1713;356;669;761;2986;1698;6726;2707;4320;1781
58;Alle vervoersrichtingen;1999 2e kwartaal;54121;34737;13396;10062;13396;1085;696;97;842;400;445;6235;156;1015;2423;31658;19612;31658;193;1828;4546;6390;8415;515;4400;919;1888;2562;9068;5062;19794;7880;12354;5083
59;Alle vervoersrichtingen;1999 juli;17823;11409;4604;3425;4604;470;240;41;240;131;211;1953;58;357;904;9915;6109;9915;96;572;1280;1959;2762;177;1201;288;689;891;3303;1875;7009;2626;4355;1692
60;Alle vervoersrichtingen;1999 augustus;17276;10872;4130;2989;4130;451;305;44;296;90;171;1529;58;359;828;10042;6144;10042;58;583;1196;2133;2698;183;1342;325;705;819;3105;1739;6590;2512;4083;1588
61;Alle vervoersrichtingen;1999 september;17483;11082;4567;3461;4567;330;254;52;265;180;210;2099;57;307;813;9822;5865;9822;53;549;1023;2076;2744;194;1499;260;650;775;3094;1756;6474;2536;3976;1618
62;Alle vervoersrichtingen;1999 3e kwartaal;52582;33363;13301;9875;13301;1251;799;137;801;401;592;5581;173;1023;2545;29779;18118;29779;207;1704;3499;6168;8204;554;4042;873;2044;2485;9502;5370;20073;7674;12414;4898
63;Alle vervoersrichtingen;1999 oktober;19045;11829;4965;3633;4965;392;331;61;293;126;208;2259;55;354;886;10906;6473;10906;43;543;1124;2587;3009;209;1481;254;760;897;3174;1722;7069;2783;4244;1737
64;Alle vervoersrichtingen;1999 november;18724;11893;4861;3569;4861;343;294;47;378;154;189;2147;70;399;840;10701;6537;10701;84;594;1119;2556;2999;190;1332;214;772;842;3162;1787;7048;2733;4366;1743
65;Alle vervoersrichtingen;1999 december;17028;10408;4078;3031;4078;383;272;49;246;98;135;1608;61;400;824;10003;5793;10003;42;542;995;2617;2939;127;1076;229;723;713;2947;1583;6315;2471;3734;1515
66;Alle vervoersrichtingen;1999 4e kwartaal;54797;34130;13904;10233;13904;1118;897;157;917;378;532;6014;186;1153;2550;31610;18803;31610;169;1679;3238;7760;8947;526;3889;697;2255;2452;9283;5092;20432;7987;12344;4995
67;Alle vervoersrichtingen;1999;213326;135162;52711;39194;52711;4487;3100;523;3378;1491;1944;22889;763;4169;9967;123604;75394;123604;730;6791;15836;28035;32991;2119;15806;3524;7827;9944;37012;20575;79967;31168;49277;19831
68;Alle vervoersrichtingen;2000 januari;16975;10722;3683;2592;3683;304;174;40;260;116;167;1266;67;424;865;10303;6551;10303;67;662;1410;2148;2710;201;1145;347;688;923;2989;1579;6471;2516;3982;1599
69;Alle vervoersrichtingen;2000 februari;16970;10856;3919;2915;3919;297;174;48;254;144;186;1505;65;340;906;9984;6267;9984;61;529;1471;1955;2472;196;1333;329;630;1008;3066;1674;6360;2507;4008;1604
70;Alle vervoersrichtingen;2000 maart;18149;11532;4680;3344;4680;425;210;45;389;137;176;1779;59;426;1035;10074;6307;10074;47;567;1647;1785;2527;178;1396;369;669;889;3394;1880;6845;2698;4295;1717
71;Alle vervoersrichtingen;2000 1e kwartaal;52094;33110;12282;8851;12282;1026;558;133;903;397;529;4550;191;1190;2806;30361;19125;30361;175;1758;4528;5888;7709;575;3874;1045;1987;2820;9449;5133;19676;7721;12285;4920
72;Alle vervoersrichtingen;2000 april;16424;10037;4071;2895;4071;357;181;40;297;109;133;1705;44;348;858;9260;5491;9260;59;494;1258;1794;2483;150;1332;269;657;764;3093;1650;6157;2448;3661;1508
73;Alle vervoersrichtingen;2000 mei;18438;11425;4459;3267;4459;370;186;44;276;111;182;1986;46;353;906;10443;6281;10443;98;586;1545;2024;2545;199;1511;310;724;902;3536;1877;7070;2748;4303;1710
74;Alle vervoersrichtingen;2000 juni;17631;10967;4153;3017;4153;392;187;30;283;99;186;1744;43;351;839;10228;6260;10228;71;540;1374;2020;2727;197;1490;255;683;870;3249;1689;6578;2579;3980;1606
75;Alle vervoersrichtingen;2000 2e kwartaal;52493;32429;12683;9179;12683;1119;554;114;856;319;501;5435;133;1052;2603;29931;18032;29931;228;1620;4177;5838;7755;546;4333;834;2064;2536;9878;5216;19805;7775;11944;4824
76;Alle vervoersrichtingen;2000 juli;17036;10447;3736;2688;3736;364;179;40;295;84;163;1328;59;376;849;10138;6104;10138;46;586;1266;2178;2901;193;1152;226;726;863;3162;1655;6625;2526;3957;1551
77;Alle vervoersrichtingen;2000 augustus;17887;10940;3908;2804;3908;372;203;64;361;123;173;1293;69;353;898;10643;6357;10643;109;487;1413;2363;2837;191;1402;325;685;831;3336;1780;6772;2620;4037;1600
78;Alle vervoersrichtingen;2000 september;18095;11222;4384;3193;4384;368;190;41;344;138;152;1838;70;353;889;10229;6171;10229;85;513;1424;2265;2625;165;1476;239;672;765;3482;1858;6988;2712;4204;1684
79;Alle vervoersrichtingen;2000 3e kwartaal;53018;32609;12028;8685;12028;1104;572;145;1000;345;488;4459;198;1082;2636;31010;18632;31010;240;1586;4103;6806;8363;549;4030;790;2083;2459;9980;5293;20385;7858;12198;4835
80;Alle vervoersrichtingen;2000 oktober;20250;12793;4859;3499;4859;458;252;52;310;182;164;2047;70;430;893;10906;6811;10906;105;599;1633;2187;2727;163;1578;325;715;874;4485;2483;7972;3091;4888;1960
81;Alle vervoersrichtingen;2000 november;18839;11963;4580;3383;4580;466;236;45;314;127;189;1923;64;309;907;10960;6799;10960;99;655;1795;2286;2762;215;1381;292;667;808;3299;1781;7281;2796;4492;1772
82;Alle vervoersrichtingen;2000 december;16339;10035;3894;2783;3894;419;229;48;313;104;155;1311;56;419;840;9656;5808;9656;98;582;1447;2100;2554;177;1072;221;657;747;2789;1444;6088;2401;3638;1477
83;Alle vervoersrichtingen;2000 4e kwartaal;55428;34791;13333;9665;13333;1343;717;145;937;413;508;5281;190;1158;2640;31522;19418;31522;302;1836;4875;6573;8043;555;4031;838;2039;2429;10573;5708;21341;8288;13018;5209
84;Alle vervoersrichtingen;2000;213032;132939;50326;36381;50326;4592;2401;537;3695;1471;2024;19727;711;4483;10685;122824;75207;122824;946;6799;17685;25104;31869;2227;16269;3510;8172;10244;39882;21351;81207;31642;49443;19791
85;Alle vervoersrichtingen;2001 januari;19325;11952;4337;3046;4337;473;206;49;359;91;281;1471;78;381;947;11625;7157;11625;125;795;2091;2345;2927;244;1168;350;748;833;3363;1749;7569;2750;4545;1718
86;Alle vervoersrichtingen;2001 februari;19141;11804;4847;3374;4847;414;159;47;410;135;250;1672;65;414;1279;10916;6659;10916;112;636;1966;2112;2704;243;1229;279;671;964;3379;1772;7337;2695;4380;1676
87;Alle vervoersrichtingen;2001 maart;18875;11623;4454;3194;4454;428;203;58;286;105;255;1779;40;379;922;11436;6881;11436;121;563;2176;2176;2970;284;1466;243;670;766;2985;1547;6965;2652;4175;1659
88;Alle vervoersrichtingen;2001 1e kwartaal;57341;35379;13638;9614;13638;1315;568;154;1055;331;786;4922;183;1174;3148;33977;20697;33977;358;1994;6233;6633;8601;771;3863;872;2089;2563;9727;5068;21871;8097;13100;5053
89;Alle vervoersrichtingen;2001 april;19087;11719;4584;3252;4584;464;195;44;293;96;288;1906;56;343;897;11288;6823;11288;114;681;1873;2292;2844;278;1371;194;748;894;3215;1645;7508;2717;4423;1682
90;Alle vervoersrichtingen;2001 mei;19633;12078;4990;3509;4990;481;227;49;399;126;256;2133;69;335;916;11374;6936;11374;129;755;2075;2045;2873;307;1467;177;721;826;3269;1632;7721;2785;4602;1729
91;Alle vervoersrichtingen;2001 juni;18576;11392;5004;3546;5004;496;210;46;414;129;307;2110;57;290;945;10491;6303;10491;123;730;1655;2088;2297;265;1557;250;746;779;3081;1543;7359;2655;4324;1649
92;Alle vervoersrichtingen;2001 2e kwartaal;57296;35189;14578;10307;14578;1441;632;139;1106;351;851;6149;182;968;2758;33153;20062;33153;366;2166;5603;6425;8014;850;4395;621;2215;2499;9565;4820;22588;8157;13349;5060
93;Alle vervoersrichtingen;2001 juli;18192;11164;4441;3113;4441;509;174;58;352;155;245;1598;79;343;928;10737;6476;10737;98;789;1852;2452;2432;187;1182;298;710;737;3014;1575;7321;2613;4355;1627
94;Alle vervoersrichtingen;2001 augustus;18440;11074;4323;3076;4323;390;242;43;376;121;307;1554;62;292;934;10847;6434;10847;96;601;1646;2340;2808;256;1380;288;706;726;3270;1563;7228;2646;4225;1608
95;Alle vervoersrichtingen;2001 september;18428;11088;4634;3382;4634;383;188;56;339;118;327;1962;49;337;875;10369;6082;10369;73;720;1573;2438;2484;252;1227;209;670;723;3425;1623;7370;2672;4236;1609
96;Alle vervoersrichtingen;2001 3e kwartaal;55060;33326;13398;9571;13398;1282;604;157;1067;394;879;5114;190;972;2737;31953;18992;31953;267;2110;5071;7230;7724;695;3789;795;2086;2186;9709;4761;21919;7931;12816;4844
97;Alle vervoersrichtingen;2001 oktober;19603;12158;5045;3697;5045;403;268;58;430;104;275;2103;44;362;998;11256;6807;11256;98;775;1874;2632;2583;270;1350;183;664;827;3302;1654;7602;2824;4459;1755
98;Alle vervoersrichtingen;2001 november;18704;11670;4785;3587;4785;460;293;58;314;94;266;2045;72;324;859;10562;6368;10562;92;719;1596;2234;2750;232;1284;273;641;740;3357;1714;7420;2684;4384;1687
99;Alle vervoersrichtingen;2001 december;16571;9918;4154;3038;4154;471;249;52;390;69;209;1409;40;394;873;9641;5520;9641;69;712;1581;2355;2317;236;885;156;624;707;2776;1360;6585;2343;3740;1418
100;Alle vervoersrichtingen;2001 4e kwartaal;54878;33746;13984;10322;13984;1334;810;168;1134;267;750;5557;156;1080;2730;31459;18695;31459;259;2206;5051;7221;7650;738;3519;612;1929;2274;9435;4728;21607;7851;12583;4860
101;Alle vervoersrichtingen;2001;224575;137639;55597;39815;55597;5373;2614;619;4363;1344;3266;21742;710;4193;11373;130543;78447;130543;1250;8476;21957;27509;31989;3054;15566;2899;8319;9523;38436;19378;87986;32035;51850;19817
102;Alle vervoersrichtingen;2002 januari;16880;10397;3753;2699;3753;361;167;59;396;78;156;1353;65;373;747;10339;6297;10339;90;777;1954;2193;2265;211;1068;366;798;617;2788;1401;6313;2461;3745;1523
103;Alle vervoersrichtingen;2002 februari;15966;10052;3973;2931;3973;394;161;46;360;73;164;1564;50;369;791;9438;5772;9438;85;528;1861;1992;2198;157;1018;306;777;516;2555;1348;6158;2306;3788;1449
104;Alle vervoersrichtingen;2002 maart;18703;11663;4735;3440;4735;511;209;52;411;127;151;1859;50;463;901;10935;6660;10935;79;789;2041;2198;2417;236;1189;474;901;612;3032;1563;7093;2685;4266;1673
105;Alle vervoersrichtingen;2002 1e kwartaal;51549;32112;12461;9070;12461;1266;537;157;1167;278;471;4776;165;1205;2439;30712;18729;30712;254;2094;5856;6383;6880;604;3275;1146;2476;1745;8375;4312;19564;7452;11799;4645
106;Alle vervoersrichtingen;2002 april;18061;11385;4757;3530;4757;500;177;109;419;75;208;1940;55;417;857;10374;6325;10374;78;714;1867;1834;2697;246;1262;323;810;542;2931;1530;6822;2602;4144;1640
107;Alle vervoersrichtingen;2002 mei;18534;11505;4696;3399;4696;431;192;88;547;108;198;1842;58;401;831;10745;6482;10745;82;695;2079;1769;2833;222;1346;282;909;529;3093;1623;7046;2665;4257;1651
108;Alle vervoersrichtingen;2002 juni;17924;11204;4558;3328;4558;424;170;93;398;91;202;1984;41;383;772;10344;6315;10344;97;635;1677;1876;2689;243;1271;404;922;532;3022;1561;6867;2629;4145;1648
109;Alle vervoersrichtingen;2002 2e kwartaal;54519;34094;14011;10257;14011;1355;539;290;1364;274;608;5766;154;1201;2460;31463;19122;31463;257;2044;5623;5479;8219;711;3879;1009;2641;1603;9046;4714;20735;7896;12546;4939
110;Alle vervoersrichtingen;2002 juli;17716;10842;4153;3035;4153;374;184;99;392;88;211;1456;42;358;949;10354;6156;10354;72;645;1821;1969;2856;211;1045;215;757;762;3210;1651;6764;2540;3998;1558
111;Alle vervoersrichtingen;2002 augustus;17330;10598;4172;3048;4172;355;253;89;348;91;196;1457;58;384;941;10084;5891;10084;60;588;1612;2104;2823;176;1036;201;777;706;3074;1659;6487;2478;3877;1533
112;Alle vervoersrichtingen;2002 september;17580;11060;4656;3520;4656;298;211;90;395;79;206;1968;53;394;962;9917;5943;9917;70;583;1844;1882;2610;181;1085;159;761;741;3007;1597;6570;2480;4020;1578
113;Alle vervoersrichtingen;2002 3e kwartaal;52582;33363;13301;9875;13301;1251;799;137;801;401;592;5581;173;1023;2545;29779;18118;29779;207;1704;3499;6168;8204;554;4042;873;2044;2485;9502;5370;20073;7674;12414;4898
114;Alle vervoersrichtingen;2002 oktober;19267;12065;5111;3815;5111;428;265;92;490;67;211;2068;55;425;1008;11057;6604;11057;68;686;2109;1965;2941;217;1293;248;790;740;3099;1646;7357;2762;4478;1750
115;Alle vervoersrichtingen;2002 november;17880;11324;4843;3568;4843;465;223;84;529;74;199;1754;43;485;986;10096;6174;10096;87;569;1831;1906;2693;210;1051;302;724;724;2941;1583;6530;2579;4040;1661
116;Alle vervoersrichtingen;2002 december;16396;9892;4024;2887;4024;423;211;109;447;50;152;1155;39;464;974;9730;5659;9730;61;571;1665;1976;2786;164;756;196;802;751;2643;1346;5979;2314;3459;1420
