ID;Vervoersrichting;Perioden;TotaalVervoerdGewicht_1;DoorNederlandseSchepen_2;AlleSchepen_3;NederlandseSchepen_4;TotaalGelost_5;LandbouwproductenDieren_6;VoedingsproductenVeevoeder_7;VasteBrandstoffen_8;AardolieenAardolieproducten_9;ErtsenEnMetaalresiduen_10;MetalenMetalenHalffabrikaten_11;RuweMineralenEnBouwmaterialen_12;Meststoffen_13;ChemischeProducten_14;OverigeGoederenEnFabrikaten_15;AlleSchepen_16;NederlandseSchepen_17;TotaalGeladen_18;LandbouwproductenDieren_19;VoedingsproductenVeevoeder_20;VasteBrandstoffen_21;AardolieenAardolieproducten_22;ErtsenEnMetaalresiduen_23;MetalenMetalenHalffabrikaten_24;RuweMineralenEnBouwmaterialen_25;Meststoffen_26;ChemischeProducten_27;OverigeGoederenEnFabrikaten_28;AlleSchepen_29;NederlandseSchepen_30;TotaleLadingtonkilometer_31;WOInNederland_32;TotaleLadingtonkilometer_33;WOInNederland_34
247;W.o. via Lobith (Rijnvaart);1996 augustus;10269;6856;2453;1974;2453;259;151;42;58;109;153;1293;30;264;95;6552;4154;6552;62;335;1025;1665;2060;64;415;153;278;496;1263;728;4750;1524;3049;1013
248;W.o. via Lobith (Rijnvaart);1996 september;9932;6688;2467;1917;2467;236;147;26;77;119;158;1336;50;221;96;6335;4062;6335;51;399;644;1616;2212;84;407;138;338;446;1129;710;4375;1455;2767;977
249;W.o. via Lobith (Rijnvaart);1996 3e kwartaal;31112;20809;7114;5630;7114;730;387;101;184;381;399;3794;132;724;282;20207;12963;20207;190;1133;2660;5061;6873;242;1300;469;1002;1280;3789;2216;14167;4581;9030;3047
250;W.o. via Lobith (Rijnvaart);1996 oktober;10830;7381;2445;1992;2445;240;152;27;51;69;135;1400;46;248;76;7198;4661;7198;59;419;1147;1623;2512;89;366;102;396;485;1187;727;4598;1590;2992;1081
251;W.o. via Lobith (Rijnvaart);1996 november;11177;7538;2464;2027;2464;273;169;17;34;80;101;1434;41;222;94;7591;4847;7591;66;401;1001;1858;2870;104;369;140;359;424;1122;664;4922;1621;3182;1088
252;W.o. via Lobith (Rijnvaart);1996 december;9857;6580;1723;1364;1723;203;131;22;68;76;92;783;23;260;65;7190;4683;7190;76;420;1112;1838;2317;91;323;119;318;577;944;533;4353;1419;2783;939
253;W.o. via Lobith (Rijnvaart);1996 4e kwartaal;31864;21499;6632;5383;6632;716;452;66;153;225;328;3617;110;730;235;21979;14191;21979;201;1240;3260;5319;7699;284;1058;361;1073;1486;3253;1924;13873;4630;8957;3108
254;W.o. via Lobith (Rijnvaart);1996;125332;84221;28399;22723;28399;2914;1721;629;834;1427;1597;14800;398;2951;1128;81686;52641;81686;959;4716;10702;19327;29875;1079;4426;1680;3973;4949;15247;8856;55411;18334;35702;12252
255;W.o. via Lobith (Rijnvaart);1997 januari;11094;6969;1387;1076;1387;159;104;64;30;105;86;421;25;193;199;8793;5378;8793;134;483;1051;2808;2115;85;796;138;586;597;914;515;4490;1613;2815;1005
256;W.o. via Lobith (Rijnvaart);1997 februari;12047;7660;2622;2042;2622;311;128;64;82;214;195;1108;42;213;264;7972;4740;7972;71;445;853;2026;2774;94;509;248;389;563;1454;878;5112;1788;3290;1136
257;W.o. via Lobith (Rijnvaart);1997 maart;13256;8579;3109;2519;3109;279;134;34;137;333;189;1418;45;216;323;8665;5165;8665;57;524;1510;1523;2983;129;673;267;360;640;1482;895;5834;1974;3756;1276
258;W.o. via Lobith (Rijnvaart);1997 1e kwartaal;36397;23208;7118;5637;7118;749;366;162;249;652;470;2947;112;622;786;25430;15283;25430;262;1452;3414;6357;7872;308;1978;653;1335;1800;3850;2288;15436;5375;9861;3417
259;W.o. via Lobith (Rijnvaart);1997 april;12390;8028;2963;2390;2963;255;182;17;93;208;163;1502;21;205;316;7849;4713;7849;78;457;1444;1419;2470;120;626;229;432;575;1579;925;5443;1860;3494;1202
260;W.o. via Lobith (Rijnvaart);1997 mei;14211;8929;3176;2544;3176;345;163;14;96;214;140;1603;28;244;327;9589;5552;9589;89;508;1503;2606;2989;117;603;153;404;617;1445;833;6469;2117;4047;1330
261;W.o. via Lobith (Rijnvaart);1997 juni;14288;8897;3261;2679;3261;266;146;28;114;230;137;1797;19;204;320;9481;5346;9481;94;440;1514;2600;2809;139;678;204;365;638;1546;871;6316;2124;3897;1326
262;W.o. via Lobith (Rijnvaart);1997 2e kwartaal;40889;25854;9400;7613;9400;866;491;59;303;652;440;4902;68;653;963;26919;15611;26919;261;1405;4461;6625;8268;376;1907;586;1201;1830;4570;2629;18228;6101;11438;3858
263;W.o. via Lobith (Rijnvaart);1997 juli;13404;8306;2576;2064;2576;305;125;22;57;116;132;1252;30;229;308;9368;5394;9368;112;412;1330;2276;2907;90;671;250;569;752;1460;848;5737;1990;3541;1232
264;W.o. via Lobith (Rijnvaart);1997 augustus;12594;7902;3013;2333;3013;400;209;49;56;239;178;1266;27;261;328;7964;4652;7964;39;349;1161;1709;2744;114;633;149;430;636;1616;917;5448;1897;3404;1190
265;W.o. via Lobith (Rijnvaart);1997 september;12479;8121;3001;2432;3001;278;206;34;41;148;195;1564;24;239;271;8011;4789;8011;49;459;1050;2060;2568;109;503;138;415;662;1467;900;5299;1861;3346;1208
266;W.o. via Lobith (Rijnvaart);1997 3e kwartaal;38477;24329;8590;6829;8590;983;540;105;154;503;505;4082;81;729;907;25343;14835;25343;200;1220;3541;6045;8219;313;1807;537;1414;2050;4543;2665;16484;5748;10291;3630
267;W.o. via Lobith (Rijnvaart);1997 oktober;12451;7947;2685;2181;2685;364;206;36;39;123;179;1190;26;237;284;8332;4908;8332;42;469;1018;2301;2644;101;539;118;431;669;1435;859;5152;1851;3198;1177
268;W.o. via Lobith (Rijnvaart);1997 november;10847;7195;2459;1995;2459;304;219;24;42;62;152;1139;36;170;310;6992;4330;6992;56;437;898;1426;2477;110;424;156;376;632;1396;870;4447;1632;2881;1078
269;W.o. via Lobith (Rijnvaart);1997 december;10832;6707;2089;1674;2089;267;219;22;41;74;145;816;28;240;236;7500;4359;7500;40;419;972;1375;2980;93;511;118;541;452;1243;674;4421;1613;2650;990
270;W.o. via Lobith (Rijnvaart);1997 4e kwartaal;34130;21849;7233;5850;7233;935;644;82;122;259;476;3145;90;647;830;22824;13597;22824;138;1325;2888;5102;8101;304;1474;392;1348;1753;4074;2403;14020;5096;8729;3245
271;W.o. via Lobith (Rijnvaart);1997;149894;95240;32339;25929;32339;3533;2042;408;830;2068;1891;15077;353;2651;3486;100517;59326;100517;861;5403;14303;24129;32458;1301;7165;2167;5298;7431;17038;9984;64169;22320;40318;14149
272;W.o. via Lobith (Rijnvaart);1998 januari;12391;7658;2344;1773;2344;269;125;41;81;84;250;1008;32;255;199;8463;4926;8463;56;363;1321;1700;3283;220;402;165;372;581;1584;959;5241;1844;3221;1132
273;W.o. via Lobith (Rijnvaart);1998 februari;10654;6614;2181;1706;2181;279;136;33;41;69;229;947;27;218;200;7090;4038;7090;40;334;1189;1353;2706;199;320;206;312;433;1383;870;4347;1574;2686;974
274;W.o. via Lobith (Rijnvaart);1998 maart;12582;7939;2687;2143;2687;324;151;21;63;133;216;1273;24;237;244;8411;4888;8411;26;370;1214;1906;3136;237;415;215;345;548;1483;909;5422;1857;3363;1168
275;W.o. via Lobith (Rijnvaart);1998 1e kwartaal;35627;22211;7212;5622;7212;872;412;95;185;286;695;3228;83;710;643;23964;13852;23964;122;1067;3724;4959;9125;656;1137;586;1029;1562;4450;2738;15010;5275;9270;3274
276;W.o. via Lobith (Rijnvaart);1998 april;12204;7674;2649;2120;2649;288;138;44;76;90;166;1329;18;247;253;8143;4750;8143;40;414;1135;1940;2896;248;464;162;371;472;1413;804;5269;1806;3221;1124
277;W.o. via Lobith (Rijnvaart);1998 mei;11633;7251;2577;2036;2577;325;135;23;55;89;175;1229;16;249;280;7618;4383;7618;37;438;1229;1338;2898;191;404;154;339;589;1438;831;4964;1727;3077;1070
278;W.o. via Lobith (Rijnvaart);1998 juni;11844;7479;2663;2196;2663;244;125;40;59;99;236;1371;29;220;240;7801;4532;7801;29;435;1274;1565;2833;247;475;91;329;523;1380;750;5002;1741;3133;1092
279;W.o. via Lobith (Rijnvaart);1998 2e kwartaal;35681;22404;7889;6352;7889;857;398;107;190;278;577;3929;63;716;773;23562;13665;23562;106;1287;3638;4843;8627;686;1343;407;1039;1584;4231;2385;15235;5274;9431;3286
280;W.o. via Lobith (Rijnvaart);1998 juli;11717;7226;2435;1939;2435;289;152;15;77;82;222;1110;18;189;281;7981;4526;7981;33;476;1303;1670;2807;244;442;126;343;536;1300;762;5031;1737;3099;1069
281;W.o. via Lobith (Rijnvaart);1998 augustus;10316;6247;2121;1666;2121;385;212;37;32;74;200;731;17;220;213;6893;3835;6893;51;424;1005;1379;2580;176;333;109;368;468;1301;746;4334;1527;2567;916
282;W.o. via Lobith (Rijnvaart);1998 september;11645;7512;2779;2280;2779;279;210;31;66;90;194;1425;22;217;245;7482;4427;7482;36;427;1231;1527;2628;231;428;115;390;469;1384;805;4894;1722;3146;1103
283;W.o. via Lobith (Rijnvaart);1998 3e kwartaal;33678;20985;7335;5885;7335;953;574;83;175;246;616;3266;57;626;739;22356;12788;22356;120;1327;3539;4576;8015;651;1203;350;1101;1473;3985;2313;14259;4986;8812;3088
284;W.o. via Lobith (Rijnvaart);1998 oktober;11897;7725;2858;2359;2858;304;194;32;76;83;182;1390;28;223;345;7472;4429;7472;33;388;1511;1363;2560;199;388;89;392;550;1567;937;4957;1763;3226;1136
285;W.o. via Lobith (Rijnvaart);1998 november;10651;6836;2300;1903;2300;273;201;38;69;70;147;1051;29;187;235;7097;4225;7097;63;404;1306;1418;2268;206;429;118;360;525;1254;707;4403;1571;2840;1000
286;W.o. via Lobith (Rijnvaart);1998 december;10411;6362;2049;1626;2049;293;207;32;59;45;123;715;34;261;280;7140;4053;7140;31;413;1298;1681;2173;166;422;164;390;402;1222;683;4468;1547;2663;937
287;W.o. via Lobith (Rijnvaart);1998 4e kwartaal;32959;20923;7207;5888;7207;870;602;102;204;198;452;3156;91;671;860;21709;12707;21709;127;1205;4115;4462;7001;571;1239;371;1142;1477;4043;2327;13828;4881;8729;3073
288;W.o. via Lobith (Rijnvaart);1998;137944;86522;29644;23748;29644;3553;1987;387;754;1009;2341;13580;295;2723;3015;91592;53012;91592;474;4887;15016;18841;32767;2562;4921;1714;4311;6097;16709;9762;58332;20416;36242;12722
289;W.o. via Lobith (Rijnvaart);1999 januari;10914;7036;2167;1747;2167;231;159;27;30;68;96;988;37;189;341;7299;4429;7299;31;406;1441;1631;2258;125;351;205;396;455;1449;860;4840;1641;3034;1049
290;W.o. via Lobith (Rijnvaart);1999 februari;9754;6276;2004;1634;2004;218;150;20;44;54;72;972;35;169;271;6451;3891;6451;29;283;1143;1508;2132;121;316;193;293;433;1299;751;4136;1482;2606;948
291;W.o. via Lobith (Rijnvaart);1999 maart;11980;7705;2671;2204;2671;276;157;21;34;104;98;1402;35;184;360;7745;4542;7745;29;323;1374;1987;2398;147;361;248;391;487;1564;959;5165;1812;3267;1160
292;W.o. via Lobith (Rijnvaart);1999 1e kwartaal;32648;21017;6842;5585;6842;725;466;68;108;226;266;3362;107;542;972;21495;12862;21495;89;1012;3958;5126;6788;393;1028;646;1080;1375;4312;2570;14141;4935;8907;3157
293;W.o. via Lobith (Rijnvaart);1999 april;11282;7194;2546;2058;2546;279;155;19;35;100;89;1285;20;184;378;7185;4239;7185;48;334;1384;1431;2444;116;326;189;414;500;1551;897;4882;1703;3049;1079
294;W.o. via Lobith (Rijnvaart);1999 mei;10424;6629;2186;1787;2186;177;133;9;46;102;81;1111;18;176;333;6734;3955;6734;40;384;1170;1225;2404;132;326;142;363;547;1504;887;4328;1578;2653;999
295;W.o. via Lobith (Rijnvaart);1999 juni;11254;7429;2816;2372;2816;257;130;15;40;107;96;1606;20;189;358;6876;4124;6876;35;437;1145;1102;2661;121;434;143;380;419;1562;933;4754;1694;3089;1112
296;W.o. via Lobith (Rijnvaart);1999 2e kwartaal;32960;21252;7548;6217;7548;713;418;43;121;309;266;4002;58;549;1069;20795;12318;20795;123;1155;3699;3758;7509;369;1086;474;1157;1466;4617;2717;13964;4975;8791;3190
297;W.o. via Lobith (Rijnvaart);1999 juli;11373;7430;2861;2304;2861;382;168;14;34;92;144;1413;26;203;384;6794;4068;6794;55;381;1053;1080;2511;132;412;165;456;550;1719;1057;5137;1737;3258;1133
298;W.o. via Lobith (Rijnvaart);1999 augustus;10908;6900;2464;1924;2464;368;222;21;63;65;102;1021;30;217;356;6653;3901;6653;37;370;1022;1239;2466;123;293;150;454;500;1791;1075;4863;1652;3047;1043
299;W.o. via Lobith (Rijnvaart);1999 september;10828;6884;2746;2212;2746;280;199;22;33;111;154;1354;33;179;381;6469;3674;6469;30;344;848;1305;2475;124;308;150;429;455;1613;998;4640;1635;2886;1038
300;W.o. via Lobith (Rijnvaart);1999 3e kwartaal;33109;21214;8071;6440;8071;1030;589;57;130;268;400;3788;89;599;1121;19916;11643;19916;122;1095;2923;3624;7452;379;1013;465;1339;1505;5123;3130;14640;5024;9191;3214
301;W.o. via Lobith (Rijnvaart);1999 oktober;12174;7620;3000;2380;3000;311;235;35;64;102;145;1492;31;187;398;7451;4224;7451;21;315;919;1742;2823;142;321;149;498;522;1723;1017;5212;1831;3143;1140
302;W.o. via Lobith (Rijnvaart);1999 november;11834;7640;2839;2299;2839;259;212;28;48;107;130;1433;29;222;371;7279;4280;7279;50;379;934;1647;2762;113;334;129;465;466;1716;1062;5170;1786;3243;1148
303;W.o. via Lobith (Rijnvaart);1999 december;10976;6795;2468;1976;2468;297;200;23;52;68;100;1067;30;246;384;6917;3895;6917;26;345;833;1620;2695;94;324;125;467;389;1591;924;4662;1652;2787;1012
304;W.o. via Lobith (Rijnvaart);1999 4e kwartaal;34984;22055;8307;6655;8307;867;647;86;164;277;375;3992;90;655;1153;21647;12399;21647;97;1039;2686;5009;8280;349;979;403;1430;1377;5030;3003;15044;5269;9173;3300
305;W.o. via Lobith (Rijnvaart);1999;133703;85538;30767;24896;30767;3333;2120;254;524;1080;1307;15143;344;2346;4316;83852;49222;83852;430;4301;13265;17516;30028;1490;4106;1988;5006;5722;19083;11421;57789;20203;36063;12862
306;W.o. via Lobith (Rijnvaart);2000 januari;10727;6984;1992;1525;1992;195;111;24;47;96;126;781;24;260;328;7254;4560;7254;34;419;1248;1326;2478;162;372;225;454;536;1482;899;4649;1633;2954;1055
307;W.o. via Lobith (Rijnvaart);2000 februari;10542;6813;2162;1751;2162;189;108;18;74;98;136;959;29;197;354;6744;4092;6744;28;348;1303;1104;2220;142;343;199;410;646;1636;970;4545;1615;2928;1038
308;W.o. via Lobith (Rijnvaart);2000 maart;10899;6991;2586;1977;2586;294;124;20;111;96;123;1144;30;216;427;6679;4041;6679;25;320;1418;1075;2223;131;341;223;410;513;1634;972;4710;1666;3016;1061
309;W.o. via Lobith (Rijnvaart);2000 1e kwartaal;32168;20788;6740;5253;6740;678;343;62;232;290;385;2884;83;673;1109;20677;12693;20677;87;1087;3969;3505;6921;435;1056;647;1274;1695;4752;2841;13904;4914;8898;3154
310;W.o. via Lobith (Rijnvaart);2000 april;9779;6090;2146;1678;2146;215;100;16;61;73;89;1070;15;175;333;6218;3540;6218;32;300;1068;1124;2230;115;349;175;420;403;1415;872;4200;1489;2595;930
311;W.o. via Lobith (Rijnvaart);2000 mei;11101;6963;2525;2038;2525;266;114;10;68;95;128;1256;11;183;394;6943;3968;6943;55;365;1321;1324;2282;146;329;174;452;495;1633;958;4877;1706;3042;1067
312;W.o. via Lobith (Rijnvaart);2000 juni;10651;6743;2354;1894;2354;267;101;7;67;73;140;1134;24;181;360;6744;3940;6744;42;371;1027;1380;2428;140;344;105;428;479;1553;909;4596;1624;2857;1021
313;W.o. via Lobith (Rijnvaart);2000 2e kwartaal;31531;19796;7025;5610;7025;748;315;33;196;241;357;3460;50;539;1087;19905;11448;19905;129;1036;3416;3828;6940;401;1022;454;1300;1377;4601;2739;13673;4819;8494;3018
314;W.o. via Lobith (Rijnvaart);2000 juli;10958;6887;2213;1735;2213;274;102;15;83;58;108;943;27;210;395;7289;4267;7289;25;370;1054;1616;2593;144;388;124;470;505;1455;885;4786;1663;2958;1040
315;W.o. via Lobith (Rijnvaart);2000 augustus;11049;6781;2203;1723;2203;297;142;27;89;75;123;825;38;190;395;7369;4170;7369;81;310;1175;1664;2545;139;345;168;445;498;1477;888;4776;1677;2897;1028
316;W.o. via Lobith (Rijnvaart);2000 september;11145;7072;2534;2034;2534;286;121;25;94;90;103;1199;29;180;407;7079;4102;7079;69;337;1160;1667;2324;122;381;152;454;413;1532;936;4903;1706;3036;1078
317;W.o. via Lobith (Rijnvaart);2000 3e kwartaal;33152;20740;6950;5492;6950;857;365;67;266;223;334;2967;94;580;1197;21737;12539;21737;175;1017;3389;4947;7462;405;1114;444;1369;1416;4464;2709;14465;5046;8891;3146
318;W.o. via Lobith (Rijnvaart);2000 oktober;13170;8591;2914;2348;2914;318;167;28;81;144;122;1394;46;228;385;7671;4657;7671;73;388;1349;1623;2444;124;445;220;502;502;2585;1586;5882;2085;3708;1349
319;W.o. via Lobith (Rijnvaart);2000 november;12125;7823;2744;2221;2744;326;149;21;89;102;142;1302;38;173;402;7867;4664;7867;73;453;1556;1632;2481;151;391;183;464;482;1514;938;5284;1831;3345;1173
320;W.o. via Lobith (Rijnvaart);2000 december;10498;6601;2268;1779;2268;284;157;16;86;84;122;908;19;244;349;6891;4036;6891;82;387;1241;1462;2318;116;323;117;460;386;1338;786;4449;1578;2725;983
321;W.o. via Lobith (Rijnvaart);2000 4e kwartaal;35793;23015;7926;6348;7926;928;473;65;256;330;386;3604;103;645;1136;22429;13357;22429;228;1228;4146;4717;7243;391;1159;520;1426;1370;5437;3310;15615;5494;9778;3505
322;W.o. via Lobith (Rijnvaart);2000;132644;84340;28643;22704;28643;3213;1497;228;950;1083;1463;12915;328;2437;4528;84747;50036;84747;618;4368;14922;16997;28567;1632;4350;2066;5369;5859;19255;11599;57656;20272;36061;12823
323;W.o. via Lobith (Rijnvaart);2001 januari;12323;7906;2646;1968;2646;350;108;23;164;46;242;1026;39;233;415;8281;5105;8281;96;555;1713;1477;2629;197;445;209;504;455;1397;832;5506;1825;3403;1162
324;W.o. via Lobith (Rijnvaart);2001 februari;11700;7469;2752;2075;2752;300;117;20;156;64;190;1205;37;226;437;7346;4485;7346;82;421;1613;1206;2460;186;376;152;464;387;1602;908;5327;1736;3255;1097
325;W.o. via Lobith (Rijnvaart);2001 maart;11928;7675;2734;2107;2734;297;125;28;90;72;200;1279;15;211;418;7838;4771;7838;91;341;1786;1268;2658;230;487;123;456;399;1356;798;5055;1760;3131;1124
326;W.o. via Lobith (Rijnvaart);2001 1e kwartaal;35951;23050;8132;6150;8132;947;350;71;410;182;632;3510;91;670;1270;23465;14361;23465;269;1317;5112;3951;7747;613;1308;484;1424;1241;4355;2538;15888;5321;9789;3383
327;W.o. via Lobith (Rijnvaart);2001 april;12205;7780;2962;2261;2962;349;135;9;99;83;247;1366;23;206;443;7859;4721;7859;86;455;1567;1505;2579;217;404;96;489;461;1384;798;5505;1805;3334;1143
328;W.o. via Lobith (Rijnvaart);2001 mei;12619;8131;3218;2496;3218;342;146;14;146;99;204;1601;23;215;429;7946;4821;7946;80;494;1770;1285;2640;232;426;75;502;442;1455;814;5717;1864;3521;1191
329;W.o. via Lobith (Rijnvaart);2001 juni;11721;7462;3113;2398;3113;341;120;7;168;96;255;1470;31;177;447;7155;4228;7155;71;513;1369;1483;2042;186;464;132;504;391;1453;836;5451;1746;3276;1102
330;W.o. via Lobith (Rijnvaart);2001 2e kwartaal;36545;23373;9293;7155;9293;1032;401;30;413;278;706;4437;77;598;1319;22960;13770;22960;237;1462;4706;4273;7261;635;1294;303;1495;1294;4292;2448;16673;5415;10131;3436
331;W.o. via Lobith (Rijnvaart);2001 juli;11820;7555;2850;2146;2850;382;129;19;132;113;191;1213;41;218;412;7692;4651;7692;62;537;1484;1834;2167;159;465;169;472;342;1279;758;5438;1751;3315;1111
332;W.o. via Lobith (Rijnvaart);2001 augustus;11778;7315;2731;2069;2731;323;178;13;140;88;262;1086;22;175;444;7663;4497;7663;59;401;1386;1709;2516;190;430;151;477;345;1384;750;5309;1757;3187;1084
333;W.o. via Lobith (Rijnvaart);2001 september;12056;7422;2980;2284;2980;311;139;16;128;85;276;1376;27;203;420;7457;4281;7457;46;501;1314;1662;2376;186;399;124;473;377;1619;857;5509;1801;3227;1091
334;W.o. via Lobith (Rijnvaart);2001 3e kwartaal;35654;22292;8561;6499;8561;1016;446;48;400;286;729;3675;90;596;1276;22812;13429;22812;167;1439;4184;5205;7059;535;1294;444;1422;1064;4282;2365;16256;5309;9729;3286
335;W.o. via Lobith (Rijnvaart);2001 oktober;12516;7921;3113;2406;3113;293;213;15;177;77;240;1443;19;217;420;7894;4656;7894;57;506;1612;1873;2333;217;372;106;446;372;1508;859;5594;1858;3336;1163
336;W.o. via Lobith (Rijnvaart);2001 november;11921;7611;3078;2423;3078;339;235;10;102;77;221;1451;41;199;404;7399;4356;7399;52;460;1317;1574;2478;170;405;137;424;381;1443;832;5420;1758;3259;1112
337;W.o. via Lobith (Rijnvaart);2001 december;10611;6577;2603;1993;2603;373;202;20;114;48;177;1024;24;242;381;6723;3865;6723;47;463;1299;1580;2074;182;289;86;387;315;1286;719;4999;1562;2894;958
338;W.o. via Lobith (Rijnvaart);2001 4e kwartaal;35048;22109;8794;6822;8794;1005;650;45;393;202;638;3918;84;658;1205;22016;12877;22016;156;1429;4228;5027;6885;569;1066;329;1257;1068;4237;2410;16013;5178;9489;3233
339;W.o. via Lobith (Rijnvaart);2001;143198;90823;34779;26625;34779;3999;1846;195;1614;950;2705;15539;342;2521;5070;91252;54437;91252;829;5645;18230;18457;28952;2352;4963;1560;5597;4668;17166;9761;64830;21222;39137;13339
340;W.o. via Lobith (Rijnvaart);2002 januari;10248;6444;2137;1636;2137;279;115;31;106;61;131;885;25;212;293;7152;4252;7152;47;453;1671;1396;1959;163;396;229;575;261;959;557;4402;1559;2663;964
341;W.o. via Lobith (Rijnvaart);2002 februari;10031;6442;2314;1827;2314;323;112;11;89;54;124;1057;23;209;313;6697;4019;6697;50;312;1618;1294;1942;117;360;224;543;238;1020;596;4452;1513;2783;955
342;W.o. via Lobith (Rijnvaart);2002 maart;11419;7288;2738;2144;2738;415;144;15;86;72;118;1259;21;260;348;7531;4470;7531;43;467;1881;1319;2048;186;369;339;629;249;1151;674;5080;1729;3120;1084
343;W.o. via Lobith (Rijnvaart);2002 1e kwartaal;31698;20174;7189;5607;7189;1017;371;57;281;187;373;3201;69;681;954;21380;12741;21380;140;1232;5170;4009;5949;466;1125;792;1747;748;3130;1827;13934;4801;8566;3003
344;W.o. via Lobith (Rijnvaart);2002 april;11020;7147;2780;2231;2780;381;123;39;79;57;165;1333;13;221;369;7118;4227;7118;34;425;1634;1076;2304;184;396;217;602;246;1122;690;4857;1662;3034;1061
345;W.o. via Lobith (Rijnvaart);2002 mei;11190;7094;2592;2045;2592;301;118;28;89;78;131;1288;21;194;344;7412;4353;7412;34;427;1821;1068;2397;157;421;187;658;241;1186;697;4917;1684;3054;1051
346;W.o. via Lobith (Rijnvaart);2002 juni;11058;7181;2604;2120;2604;272;105;22;98;64;137;1372;15;196;323;7311;4384;7311;44;408;1479;1294;2351;174;366;262;700;235;1143;677;4833;1671;3033;1070
347;W.o. via Lobith (Rijnvaart);2002 2e kwartaal;33268;21422;7976;6396;7976;954;346;89;266;199;433;3993;49;611;1036;21841;12964;21841;112;1260;4934;3438;7052;515;1183;666;1960;722;3451;2064;14607;5017;9121;3182
348;W.o. via Lobith (Rijnvaart);2002 juli;10986;6941;2414;1941;2414;265;115;11;86;71;152;1060;10;190;455;7297;4236;7297;38;416;1505;1356;2447;149;415;135;517;319;1275;765;4761;1619;2914;1011
349;W.o. via Lobith (Rijnvaart);2002 augustus;10753;6722;2461;1936;2461;281;194;14;45;69;159;1009;26;207;457;7087;4026;7087;31;410;1443;1397;2420;126;334;117;523;287;1205;760;4608;1595;2794;989
350;W.o. via Lobith (Rijnvaart);2002 september;10819;7045;2692;2215;2692;225;148;15;83;65;152;1311;28;208;458;6891;4049;6891;39;389;1628;1244;2229;129;313;111;511;298;1236;781;4651;1593;2942;1031
351;W.o. via Lobith (Rijnvaart);2002 3e kwartaal;33109;21214;8071;6440;8071;1030;589;57;130;268;400;3788;89;599;1121;19916;11643;19916;122;1095;2923;3624;7452;379;1013;465;1339;1505;5123;3130;14640;5024;9191;3214
352;W.o. via Lobith (Rijnvaart);2002 oktober;12126;7751;2935;2348;2935;310;195;20;124;52;168;1382;26;224;434;7888;4624;7888;29;437;1933;1370;2507;177;405;153;557;320;1303;780;5331;1792;3310;1131
353;W.o. via Lobith (Rijnvaart);2002 november;10754;7072;2626;2135;2626;321;157;10;78;57;157;1135;26;236;450;6968;4189;6968;42;327;1636;1141;2335;148;393;181;484;282;1160;748;4543;1592;2895;1038
354;W.o. via Lobith (Rijnvaart);2002 december;9914;6158;2109;1643;2109;289;141;14;94;34;112;732;17;257;419;6736;3903;6736;25;379;1460;1154;2368;118;301;123;537;272;1068;611;4261;1457;2514;896
355;W.o. via Lobith (Rijnvaart);2002 4e kwartaal;32794;20981;7670;6126;7670;920;493;44;296;143;437;3249;69;717;1303;21592;12716;21592;96;1143;5029;3665;7210;443;1099;457;1578;874;3531;2139;14135;4841;8719;3065
356;W.o. via Lobith (Rijnvaart);2002;130318;83286;30401;24220;30401;3662;1667;230;1057;732;1705;13823;251;2613;4662;86088;50731;86088;455;4850;19708;15110;27305;1828;4469;2279;6834;3248;13829;8334;56695;19467;35055;12280
